rxn08817_c0	1000	ddca[c]+glyc3p[c]+h[c]-->2ddecg3p[c]+h2o[c]
rxn08818_c0	1000	glyc3p[c]+h[c]+ttdca[c]-->2tdecg3p[c]+h2o[c]
rxn08819_c0	1000	2tdec7eg3p[c]+h2o[c]-->glyc3p[c]+h[c]+ttdcea[c]
rxn08820_c0	1000	2hdecg3p[c]+h2o[c]-->glyc3p[c]+h[c]+hdca[c]
rxn08821_c0	1000	glyc3p[c]+h[c]+hdcea[c]-->2hdec9eg3p[c]+h2o[c]
rxn08822_c0	1000	2odecg3p[c]+h2o[c]-->glyc3p[c]+h[c]+ocdca[c]
rxn08823_c0	1000	2odec11eg3p[c]+h2o[c]-->glyc3p[c]+h[c]+ocdcea[c]
rxn08838_c0	1000	ddca[c]+g3pe[c]+h[c]-->2agpe120[c]+h2o[c]
rxn08839_c0	1000	2agpe140[c]+h2o[c]-->g3pe[c]+h[c]+ttdca[c]
rxn08840_c0	1000	2agpe141[c]+h2o[c]-->g3pe[c]+h[c]+ttdcea[c]
rxn08841_c0	1000	g3pe[c]+h[c]+hdca[c]-->2agpe160[c]+h2o[c]
rxn08842_c0	1000	g3pe[c]+h[c]+hdcea[c]-->2agpe161[c]+h2o[c]
rxn08843_c0	1000	g3pe[c]+h[c]+ocdca[c]-->2agpe180[c]+h2o[c]
rxn08844_c0	1000	g3pe[c]+h[c]+ocdcea[c]-->2agpe181[c]+h2o[c]
rxn08845_c0	1000	2agpg120[c]+h2o[c]-->ddca[c]+g3pg[c]+h[c]
rxn08846_c0	1000	2agpg140[c]+h2o[c]-->g3pg[c]+h[c]+ttdca[c]
rxn08847_c0	1000	g3pg[c]+h[c]+ttdcea[c]-->2agpg141[c]+h2o[c]
rxn08848_c0	1000	g3pg[c]+h[c]+hdca[c]-->2agpg160[c]+h2o[c]
rxn08849_c0	1000	g3pg[c]+h[c]+hdcea[c]-->2agpg161[c]+h2o[c]
rxn08850_c0	1000	g3pg[c]+h[c]+ocdca[c]-->2agpg180[c]+h2o[c]
rxn08851_c0	1000	2agpg181[c]+h2o[c]-->g3pg[c]+h[c]+ocdcea[c]
rxn08857_c0	4.036084	atp[c]+h[c]+lys-L[c]+trnalys[c]-->amp[c]+lystrna[c]+ppi[c]
rxn08975_c0	320.3526	h[c]+nadh[c]+q8[c]-->nad[c]+q8h2[c]
rxn09123_c0	1000	2ddecg3p[c]+ddca[c]+h[c]-->h2o[c]+pa120[c]
rxn09124_c0	1000	2tdecg3p[c]+h[c]+ttdca[c]-->h2o[c]+pa140[c]
rxn09125_c0	1000	h2o[c]+pa141[c]-->2tdec7eg3p[c]+h[c]+ttdcea[c]
rxn09126_c0	1000	h2o[c]+pa160[c]-->2hdecg3p[c]+h[c]+hdca[c]
rxn09127_c0	1000	2hdec9eg3p[c]+h[c]+hdcea[c]-->h2o[c]+pa161[c]
rxn09128_c0	1000	h2o[c]+pa180[c]-->2odecg3p[c]+h[c]+ocdca[c]
rxn09129_c0	1000	h2o[c]+pa181[c]-->2odec11eg3p[c]+h[c]+ocdcea[c]
rxn09130_c0	1000	2agpe120[c]+ddca[c]+h[c]-->h2o[c]+pe120[c]
rxn09131_c0	1000	h2o[c]+pe140[c]-->2agpe140[c]+h[c]+ttdca[c]
rxn09132_c0	1000	h2o[c]+pe141[c]-->2agpe141[c]+h[c]+ttdcea[c]
rxn09133_c0	1000	2agpe160[c]+h[c]+hdca[c]-->h2o[c]+pe160[c]
rxn09134_c0	1000	2agpe161[c]+h[c]+hdcea[c]-->h2o[c]+pe161[c]
rxn09135_c0	1000	2agpe180[c]+h[c]+ocdca[c]-->h2o[c]+pe180[c]
rxn09136_c0	1000	2agpe181[c]+h[c]+ocdcea[c]-->h2o[c]+pe181[c]
rxn09137_c0	1000	h2o[c]+pg120[c]-->2agpg120[c]+ddca[c]+h[c]
rxn09138_c0	1000	h2o[c]+pg140[c]-->2agpg140[c]+h[c]+ttdca[c]
rxn09139_c0	1000	2agpg141[c]+h[c]+ttdcea[c]-->h2o[c]+pg141[c]
rxn09140_c0	1000	2agpg160[c]+h[c]+hdca[c]-->h2o[c]+pg160[c]
rxn09141_c0	1000	2agpg161[c]+h[c]+hdcea[c]-->h2o[c]+pg161[c]
rxn09142_c0	1000	2agpg180[c]+h[c]+ocdca[c]-->h2o[c]+pg180[c]
rxn09143_c0	1000	h2o[c]+pg181[c]-->2agpg181[c]+h[c]+ocdcea[c]
rxn09144_c0	1000	h2o[c]+pa120[c]-->1ddecg3p[c]+ddca[c]+h[c]
rxn09145_c0	1000	h2o[c]+pa140[c]-->1tdecg3p[c]+h[c]+ttdca[c]
rxn09146_c0	1000	1tdec7eg3p[c]+h[c]+ttdcea[c]-->h2o[c]+pa141[c]
rxn09147_c0	1000	1hdecg3p[c]+h[c]+hdca[c]-->h2o[c]+pa160[c]
rxn09148_c0	1000	h2o[c]+pa161[c]-->1hdec9eg3p[c]+h[c]+hdcea[c]
rxn09149_c0	1000	1odecg3p[c]+h[c]+ocdca[c]-->h2o[c]+pa180[c]
rxn09150_c0	1000	1odec11eg3p[c]+h[c]+ocdcea[c]-->h2o[c]+pa181[c]
rxn09151_c0	1000	h2o[c]+pe120[c]-->1agpe120[c]+ddca[c]+h[c]
rxn09152_c0	1000	1agpe140[c]+h[c]+ttdca[c]-->h2o[c]+pe140[c]
rxn09153_c0	1000	1agpe141[c]+h[c]+ttdcea[c]-->h2o[c]+pe141[c]
rxn09154_c0	1000	h2o[c]+pe160[c]-->1agpe160[c]+h[c]+hdca[c]
rxn09155_c0	1000	h2o[c]+pe161[c]-->1agpe161[c]+h[c]+hdcea[c]
rxn09156_c0	1000	h2o[c]+pe180[c]-->(3)h[c]+1agpe180[c]+ocdca[c]
rxn09157_c0	1000	h2o[c]+pe181[c]-->1agpe180[c]+h[c]+ocdcea[c]
rxn09158_c0	1000	1agpg120[c]+ddca[c]+h[c]-->h2o[c]+pg120[c]
rxn09159_c0	1000	1agpg140[c]+h[c]+ttdca[c]-->h2o[c]+pg140[c]
rxn09160_c0	1000	h2o[c]+pg141[c]-->1agpg141[c]+h[c]+ttdcea[c]
rxn09161_c0	1000	h2o[c]+pg160[c]-->1agpg160[c]+h[c]+hdca[c]
rxn09162_c0	1000	h2o[c]+pg161[c]-->1agpg161[c]+h[c]+hdcea[c]
rxn09163_c0	1000	h2o[c]+pg180[c]-->1agpg180[c]+h[c]+ocdca[c]
rxn09164_c0	1000	1agpg181[c]+h[c]+ocdcea[c]-->h2o[c]+pg181[c]
rxn09177_c0	0.003966277	4ppan[c]+ctp[c]+cys-L[c]-->4ppcys[c]+cmp[c]+ppi[c]
rxn09272_c0	2.870171	fum[c]+q8h2[c]-->q8[c]+succ[c]
rxn09562_c0	996.7028	dadp[c]+gdp[c]-->datp[c]+gmp[c]
rxn09657_c0	0.003908795	h[e]+thm[e]-->h[c]+thm[c]
rxn10043_c0	1000	(0.5)o2[c]+(2)focytc[c]+(6)h[c]-->(2)ficytc[c]+(4)h[e]+h2o[c]
rxn10052_c0	207.0022	adp[c]+ppi[c]-->amp[c]+h[c]+pppi[c]
rxn10060_c0	999.9805	dtdp[c]+nadp[c]-->dttp[c]+nad[c]
rxn10122_c0	321.856	(3.5)h[e]+nad[c]+q8h2[c]-->(4.5)h[c]+nadh[c]+q8[c]
rxn10125	1000	(2)h[e]+nadh[c]+nadp[c]-->(2)h[c]+nad[c]+nadph[c]
rxn10175_c0	1000	fru[e]+pep[c]-->f6p[c]+pyr[c]
rxn10537_c0	5.730799	gly[c]+na1[c]-->gly[e]+na1[e]
rxn11934_c0	2.870171	aps[c]+fadh2[c]-->amp[c]+fad[c]+so3[c]
rxn11944_c0	0.01172639	ahcys[c]+h[c]+mhpglu[c]-->amet[c]+hpglu[c]
rxn11946_c0	0.003908795	OCTAPRENYL-METHYL-OH-METHOXY-BENZQ[c]+amet[c]-->ahcys[c]+q8[c]
rxn12008_c0	0.003908795	hepdp[c]+ipdp[c]-->octdp[c]+ppi[c]
rxn12224_c0	0.003908795	2omph[c]+o2[c]-->2ombz[c]+h2o[c]
rxn12510_c0	0.003966277	atp[c]+pnto-R[c]-->4ppan[c]+adp[c]
