rxn08802_c0	1000	glyc3p[c]+h[c]+ocdcea[c]-->1odec11eg3p[c]+h2o[c]
rxn08803_c0	1000	1agpe120[c]+h2o[c]-->ddca[c]+g3pe[c]+h[c]
rxn08804_c0	1000	g3pe[c]+h[c]+ttdca[c]-->1agpe140[c]+h2o[c]
rxn08805_c0	1000	g3pe[c]+h[c]+ttdcea[c]-->1agpe141[c]+h2o[c]
rxn08806_c0	1000	1agpe160[c]+h2o[c]-->g3pe[c]+h[c]+hdca[c]
rxn08807_c0	1000	1agpe161[c]+h2o[c]-->g3pe[c]+h[c]+hdcea[c]
rxn08808_c0	1000	1agpe180[c]+h2o[c]+h[c]-->g3pe[c]+ocdca[c]
rxn08809_c0	1000	1agpe180[c]+h2o[c]-->g3pe[c]+h[c]+ocdcea[c]
rxn08810_c0	1000	ddca[c]+g3pg[c]+h[c]-->1agpg120[c]+h2o[c]
rxn08811_c0	1000	g3pg[c]+h[c]+ttdca[c]-->1agpg140[c]+h2o[c]
rxn08812_c0	1000	1agpg141[c]+h2o[c]-->g3pg[c]+h[c]+ttdcea[c]
rxn08813_c0	1000	1agpg160[c]+h2o[c]-->g3pg[c]+h[c]+hdca[c]
rxn08814_c0	1000	1agpg161[c]+h2o[c]-->g3pg[c]+h[c]+hdcea[c]
rxn08815_c0	1000	1agpg180[c]+h2o[c]-->g3pg[c]+h[c]+ocdca[c]
rxn08816_c0	1000	g3pg[c]+h[c]+ocdcea[c]-->1agpg181[c]+h2o[c]
