sample_id	total	cellular_anatomical_entity	pericentriolar_material	cellular_bud_neck_septin_structure	phagophore_assembly_site	chromatin	lateral_element	transverse_filament	spindle_pole	mating_projection_base	fibrillar_center	photoreceptor_outer_segment	immunological_synapse	phagocytic_cup	photoreceptor_inner_segment	extracellular_region	extracellular_space	cellular_bud_scar	intracellular_anatomical_structure	nuclear_lamina	nucleoplasm	replication_fork	cytoplasm	microtubule_organizing_center	intermediate_layer_of_spindle_pole_body	inner_plaque_of_spindle_pole_body	central_plaque_of_spindle_pole_body	outer_plaque_of_spindle_pole_body	half_bridge_of_spindle_pole_body	cytosol	axoneme	cellular_bud	nucleoid	bacterial_type_flagellum_filament_cap	bacterial_type_flagellum_hook	bacterial_type_flagellum_basal_body	bacterial_type_flagellum_basal_body__distal_rod	bacterial_type_flagellum_basal_body__distal_rod__L_ring	bacterial_type_flagellum_basal_body__distal_rod__P_ring	bacterial_type_flagellum_basal_body__MS_ring	cell_plate	phragmoplast	plastid_stroma	preprophase_band	cell_surface	plastoglobule	stromule	endomembrane_system	membrane	lateral_plasma_membrane	nuclear_matrix	nuclear_body	host_cellular_component	extrinsic_component_of_membrane	kinetoplast	sarcomere	Z_disc	cell_junction	mitochondrial_crista	external_encapsulating_structure	site_of_polarized_growth	cell_septum	actin_cap	smooth_muscle_dense_body	midbody	bacterial_type_flagellum_basal_body__rod	nucleolar_chromatin	rDNA_protrusion	intrinsic_component_of_membrane	cell_leading_edge	cell_trailing_edge	leading_edge_membrane	cell_trailing_edge_membrane	M_band	A_band	I_band	membrane_enclosed_lumen	envelope	thylakoid_lumen	organelle_subcompartment	eisosome	cell_division_site	cleavage_apparatus_septin_structure	medial_membrane_band	actin_filament_bundle	filopodium_tip	cellular_bud_membrane	gas_vesicle_shell	nuclear_periphery	centriolar_satellite	microtubule_organizing_center_attachment_site	glycogen_granule	periplasmic_space	actomyosin	yolk_granule	intracellular_immature_spore	cell_projection	costamere	starch_grain	acrosomal_matrix	cell_septum_edging	perikaryon	myelin_sheath	Schmidt_Lanterman_incisure	organelle	exosporium	filiform_apparatus	other_organism_part	organelle_membrane_contact_site	dendrite_terminus	cell_body	neuron_projection_terminus	endoplasmic_reticulum_quality_control_compartment	fusome	intercellular_bridge	apical_part_of_cell	basal_part_of_cell	perinuclear_region_of_cytoplasm	presynaptic_active_zone	spindle_midzone	striated_muscle_dense_body	cell_pole	endocytic_patch	phagophore	spongiome	actin_wave	prospore_membrane_spindle_pole_body_attachment_site	respirasome	macropinocytic_cup_cytoskeleton	mucus_layer	investment_cone	contractile_ring	endoplasmic_reticulum_exit_site	medial_cortical_node	cellular_birth_scar	cell_periphery	ascus_epiplasm	cleavage_furrow_leading_edge	cortical_dynamic_polarity_patch	site_of_DNA_damage	mitochondrial_inner_boundary_membrane	perinuclear_endoplasmic_reticulum	DNA_replication_termination_region	phagocytic_cup_lip	phagocytic_cup_base	sperm_midpiece	sperm_mitochondrial_sheath	sperm_principal_piece	cytoophidium	tubular_endosome	dense_body	ciliary_base	lateral_part_of_cell	side_of_membrane	chromosomal_region	presynapse	postsynapse	cluster_of_actin_based_cell_projections	actin_body	supramolecular_complex	synaptonemal_structure	mitotic_actomyosin_contractile_ring__proximal_layer	mitotic_actomyosin_contractile_ring__intermediate_layer	mitotic_actomyosin_contractile_ring__distal_actin_filament_layer	microtubule_end	actin_fusion_focus	Remaining
0159_AA34_42003_20180313_ST	3383889	17129	0	0	7	0	0	0	0	0	0	0	0	0	0	20075.9166666667	1287.5	0	43.1666666666667	0	0.5	7.5	659727.65952381	212	0	0	0	0	0	5584.33333333333	0	0	1158	596.333333333333	1591.83333333333	4152.33333333333	491.333333333333	171.5	323.5	253.5	0	0	29	0	1027.97619047619	0	19.1666666666667	1.08333333333333	590762.926190476	0	0	1	682.619047619048	412.1	0	0	0.333333333333333	2.5	0	755.166666666667	0	0	0	0	0	1115.5	0	0	1799924.75	0	0	0	0	0	0	0	55.2666666666667	31	0	0.5	0	2442.66666666667	0	0	0.166666666666666	0	0	0	0	0	0	0	20034.4166666667	0.166666666666666	0	1	5756.58333333333	0.333333333333333	0	0	0	0	0	0	60810.3357142857	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	1	0	1038.33333333333	0	0.166666666666667	0	0	0	334.166666666667	0	0	0	0	0	0	185831.033333333
0159_AA34_42005_20180409_ST	262705	1508	0	0	0	0	0	0	0	0	0	0	0	0	0	1307.16666666667	128.5	0	19	0	0	0	51840	0	0	0	0	0	0	311.333333333333	0	0	69.75	2	3	13	0	0	0	0	0	0	0	0	112.833333333333	0	0	0.75	56907.6666666667	0	0	0	18	13	0	0	0	0	0	129.333333333333	0	0	0	0	0	1	0	0	129531.75	0	0	0	0	0	0	0	1.66666666666667	1.33333333333333	0	0	0	134.5	0	0	0	0	0	0	0	0	0	0	1371.83333333333	0	0	0	519.333333333333	0	0	0	0	0	0	0	3550.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	106	0	0	0	0	0	0	15060.5
0159_AA34_42007_20180420_ST	100520	572	0	0	0	0	0	0	0	0	0	0	0	0	0	357.166666666667	39	0	7	0	0	0	26828	0	0	0	0	0	0	149.666666666667	0	0	51.25	11.6666666666667	31.1666666666667	36	0	0	1	2.5	0	0	0	0	49	0	0	1	14578.8333333333	0	0	0	13.3333333333333	6.5	0	0	0	0	0	16.6666666666667	0	0	0	0	0	5	0	0	48849	0	0	0	0	0	0	0	2.33333333333333	2	0	0	0	57.1666666666667	0	0	0	0	0	0	0	0	0	0	675	0	0	0	57.9166666666667	0	0	0	0	0	0	0	1688.91666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	11.6666666666667	0	0	0	0	0	0.5	0	0	0	0	0	0	6418.25
0159_AA34_42009_20180313_ST	3578	33	0	0	0	0	0	0	0	0	0	0	0	0	0	25.5	3.5	0	0	0	0	0	550.166666666667	0	0	0	0	0	0	11	0	0	1.5	1	1	1.5	0	0	0	0	0	0	0	0	5	0	0	0	972.5	0	0	0	0	3.5	0	0	0	0	0	0.333333333333333	0	0	0	0	0	1	0	0	1674	0	0	0	0	0	0	0	0	0	0	0	0	2.5	0	0	0	0	0	0	0	0	0	0	39.3333333333333	0	0	0	14	0	0	0	0	0	0	0	35.9166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.833333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	199.916666666667
0159_AA34_42011_20180315_ST	56233	297	0	0	0	0	0	0	0	0	0	0	0	0	0	296	16	0	0	0	0	0	13244.5	0	0	0	0	0	0	79	0	0	14.75	7.5	33	45.1666666666667	0	0	0	2.66666666666667	0	0	0	0	24.6666666666667	0	0	0.5	10285	0	0	0	1	0	0	0	0	0	0	11.5	0	0	0	0	0	7	0	0	27063.5	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	23.8333333333333	0	0	0	0	0	0	0	0	0	0	332.833333333333	0	0	0	85.5833333333333	0	0	0	0	0	0	0	866.666666666666	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83333333333333	0	0	0	0	0	0	0	0	0	0	0	0	3488.83333333333
0159_AA34_42013_20180321_ST	92463	483	0	0	0	0	0	0	0	0	0	0	0	0	0	370.083333333333	45	0	2	0	0	0.5	20299.5	0	0	0	0	0	0	130	0	0	27.5	11.3333333333333	24.3333333333333	27.8333333333333	0	0	0	1.33333333333333	0	0	0	0	40.75	0	0	0	18061.1666666667	0	0	0	1.5	1	0	0	0	0	0	18.75	0	0	0	0	0	3	0	0	45220.3333333333	0	0	0	0	0	0	0	0.333333333333333	0.5	0	0	0	47.5	0	0	0	0	0	0	0	0	0	0	522.666666666666	0	0	0	86.5	0	0	0	0	0	0	0	1285.33333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	5735.25
0159_AA34_42014_20180323_ST	63657	355	0	0	0	0	0	0	0	0	0	0	0	0	0	367	54	0	3	0	0	0	12400.5	0	0	0	0	0	0	83.5	0	0	19	13.5	28	52.6666666666667	0	0	0	5	0	0	0	0	30.1666666666667	0	0	0	13720.3333333333	0	0	0	5.5	2	0	0	0	0	0	13.1666666666667	0	0	0	0	0	6	0	0	31540.0833333334	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	36.5	0	0	0	0	0	0	0	0	0	0	361.333333333333	0	0	0	86.1666666666667	0	0	0	0	0	0	0	780.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.5	0	0	0	0	0	2	0	0	0	0	0	0	3679.91666666667
0159_AA34_42015_20180329_ST	6754.99999999999	31	0	0	0	0	0	0	0	0	0	0	0	0	0	22.8333333333333	8	0	0	0	0	0	1590.33333333333	0	0	0	0	0	0	18	0	0	3	0.333333333333333	0.833333333333333	1.66666666666667	0	0	0	0	0	0	0	0	1	0	0	0	1204.83333333333	0	0	0	0.5	1.33333333333333	0	0	0	0	0	0.666666666666667	0	0.5	0	0	0	1	0	0	3267.33333333333	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	59	0	0	0	13.5	0	0	0	0	0	0	0	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	415.5
0159_AA34_42018_20180409_ST	4673	37	0	0	0	0	0	0	0	0	0	0	0	0	0	25.6666666666667	1	0	0	0	0	0	936.5	0	0	0	0	0	0	2.5	0	0	1	0	1.5	0	0	0	0.5	0.333333333333333	0	0	0	0	2.33333333333333	0	0	0	926.833333333333	0	0	0	1	1.5	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	2320.25	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	29.1666666666666	0	0	0	9.5	0	0	0	0	0	0	0	72.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	294.25
0159_AA34_42019_20180402_ST	6217	29	0	0	0	0	0	0	0	0	0	0	0	0	0	38.4333333333333	8.5	0	0	0	0	0	1234	0	0	0	0	0	0	9.2	0	0	2.75	0.5	1.5	4.83333333333333	0	0	0	0	0	0	0	0	6.1	0	0	0	1322.68333333333	0	0	0	0.5	0.5	0	0	0	0	0	8.41666666666666	0	0	0	0	0	1	0	0	2976.21666666666	0	0	0	0	0	0	0	1	1	0	0	0	4.5	0	0	0	0	0	0	0	0	0	0	93.6	0	0	0	19.25	0	0	0	0	0	0	0	82.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0.5	0.5	0	0	0	0	0	0	0	0	0	0	0	369.15
0159_AA34_42020_20180607_ST	6349	41	0	0	0	0	0	0	0	0	0	0	0	0	0	37.1833333333333	3.5	0	0	0	0	0	1219.91666666667	0	0	0	0	0	0	17	0	0	7	1.33333333333333	4.83333333333333	7.5	1	2	2	1.16666666666667	0	0	0	0	13.1	0	0	0	1413.93333333333	0	0	0	7.5	4	0	0	0	0	0	5.25	0	0	0	0	0	1	0	0	2893.93333333333	0	0	0	0	0	0	0	1.5	1	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	129.933333333333	0	0	0	27.625	0	0	0	0	0	0	0	85.2916666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	0	0	407
0159_AA34_42021_20181004_ST	20436	132	0	0	0	0	0	0	0	0	0	0	0	0	0	157.366666666667	9.5	0	0	0	0	0	3599.16666666667	0	0	0	0	0	0	28	0	0	9.75	0	2	10	0	0	0.5	0.666666666666667	0	0	0	0	7.7	0	0	0	4972.53333333333	0	0	0	2	4	0	0	0	0	0	3	0	0	0	0	0	0	0	0	9916.45	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	18	0	0	0	0	0	0	0	0	0	0	115.616666666667	0	0	0	71	0	0	0	0	0	0	0	206.083333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	8.5	0	0	0	0	0	1	0	0	0	0	0	0	1159.33333333333
0159_AA34_42025_20180402_ST	61913.9999999999	333	0	0	0	0	0	0	0	0	0	0	0	0	0	250.333333333333	11.5	0	3	0	0	0	15705.5833333333	0	0	0	0	0	0	54.8333333333333	0	0	22	13.8333333333333	16.1666666666667	35	3	1	0.5	2	0	0	0	0	26.6666666666667	0	0	0	9837.91666666667	0	0	0	13.5	1.5	0	0	0	0	0	9.83333333333334	0	0	0	0	0	3	0	0	30077.9166666666	0	0	0	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	293.5	0	0	0	78.3333333333333	0	0	0	0	0	0	0	1063.08333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	4023.5
0159_AA34_42027_20180402_ST	4008	18	0	0	0	0	0	0	0	0	0	0	0	0	0	35	5	0	0	0	0	0	759.166666666667	0	0	0	0	0	0	5	0	0	1	0	0.5	0	0	0	0	0	0	0	0	0	1	0	0	0	798.166666666666	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	2096.5	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	23	0	0	0	5.33333333333333	0	0	0	0	0	0	0	41.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	213.833333333333
0159_AA34_42028_20180918_ST	26136	163	0	0	0	0	0	0	0	0	0	0	0	0	0	127.383333333333	28	0	0	0	0	0	4483	0	0	0	0	0	0	62.1666666666667	0	0	10.75	0.833333333333333	7.33333333333333	24.1666666666667	3	0	0	1.66666666666667	0	0	0	0	12.8833333333333	0	0	0	6542.55	0	0	0	10.5	5.5	0	0	0	0	0	4.5	0	0.5	0	0	0	5	0	0	12515.4666666667	0	0	0	0	0	0	0	0	0	0	0	0	14.5	0	0	0	0	0	0	0	0	0	0	228.383333333333	0	0	0	24	0	0	0	0	0	0	0	288.083333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	1	0	0	0	0	0	0	1564.83333333333
0159_AA34_42029_20180719_ST	116	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	13.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	60.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.5
0159_AA34_42031_20180409_ST	130864	688	0	0	0	0	0	0	0	0	0	0	0	0	0	759.583333333333	71.5	0	2	0	0	1	27454.8333333333	0.5	0	0	0	0	0	227	0	0	47.25	57.1666666666667	75.3333333333333	134.833333333333	0	0	0	6.83333333333333	0	0	0	0	61.9166666666667	0	0	0	24591.5833333334	0	0	0	26	4.5	0	0	0	0	0	43.1666666666667	0	0	0	0	0	21	0	0	66633.3333333333	0	0	0	0	0	0	0	0	0	0	0	0	75.5	0	0	0	0	0	0	0	0	0	0	660.916666666667	0	0	0	194.833333333333	0	0	0	0	0	0	0	1729.08333333334	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	7274.83333333333
0159_AA34_42033_20180613_ST	40365	229	0	0	0	0	0	0	0	0	0	0	0	0	0	246	23.5	0	3	0	0	0	7824.5	0	0	0	0	0	0	71	0	0	11.5	5	12.8333333333333	19	1	0.5	0	0.666666666666667	0	0	0	0	8.5	0	0	0	8346.66666666666	0	0	0	4.5	1	0	0	0	0	0	7	0	0	0	0	0	5	0	0	20685.5	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	199.5	0	0	0	60.6666666666667	0	0	0	0	0	0	0	500.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.5	0	0	0	0	0	1	0	0	0	0	0	0	2076.33333333333
0159_AA34_42037_20180418_ST	5443	25	0	0	0	0	0	0	0	0	0	0	0	0	0	46.8333333333333	2	0	0	0	0	0	1302.16666666667	0	0	0	0	0	0	4	0	0	0.25	0	0.5	2	0	0	0	0	0	0	0	0	2.33333333333333	0	0	0	942.166666666666	0	0	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2687.33333333333	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	0	0	0	13	0	0	0	0	0	0	0	64.75	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	323.666666666667
0159_AA34_42038_20180920_ST	99020	538	0	0	0	0	0	0	0	0	0	0	0	0	0	625.083333333333	65.5	0	0	0	0	0	16178.3333333333	0.5	0	0	0	0	0	169.5	0	0	17	2.5	10	30.1666666666667	0	0	0	0.833333333333333	0	0	0	0	47.3333333333333	0	0	0	24994.1666666667	0	0	0	22.5	6.5	0	0	0	0	0	23.6666666666667	0	0.5	0	0	0	4	0	0	48995.4166666666	0	0	0	0	0	0	0	0	0.5	0	0	0	62	0	0	0	0	0	0	0	0	0	0	505.166666666667	0	0	0	307.25	0	0	0	0	0	0	0	1059.66666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32.5	0	0	0	0	0	4	0	0	0	0	0	0	5317.41666666667
0159_AA34_42039_20180413_ST	4583	40	0	0	0	0	0	0	0	0	0	0	0	0	0	17.15	13	0	0	0	0	0	931.5	0	0	0	0	0	0	22.2	0	0	2.5	0.333333333333333	2.83333333333333	9.16666666666667	2	1	0.5	0.333333333333333	0	0	0	0	12.8166666666667	0	0	0	898.066666666666	0	0	0	7	3.5	0	0	0	0	0	4.91666666666666	0	0.5	0	0	0	4	0	0	1976.18333333333	0	0	0	0	0	0	0	1.5	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	174.65	0	0	0	22.25	0	0	0	0	0	0	0	75.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.33333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	1	0	0	0	0	0.5	0	0	0	0	0	0	342.066666666667
0159_AA34_42040_20180410_ST	7469	37	0	0	0	0	0	0	0	0	0	0	0	0	0	37	4.5	0	0	0	0	0	1633.16666666667	0	0	0	0	0	0	5	0	0	2.5	2.33333333333333	1.33333333333333	7.16666666666667	0	0	0	0	0	0	0	0	2	0	0	0	1508.5	0	0	0	1	0	0	0	0	0	0	2.33333333333333	0	0	0	0	0	0	0	0	3668.33333333333	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	5.5	0	0	0	0	0	0	0	0	0	0	34.1666666666667	0	0	0	12.75	0	0	0	0	0	0	0	91.9166666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	410.166666666667
0159_AA34_42043_20180410_ST	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5
0159_AA34_42044_20180410_ST	443	5	0	0	0	0	0	0	0	0	0	0	0	0	0	1.83333333333333	0	0	0	0	0	0	107.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	77.1666666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	217.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1.66666666666666	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24.3333333333333
0159_AA34_42045_20180907_ST	1076	6	0	0	0	0	0	0	0	0	0	0	0	0	0	4.83333333333333	0	0	0	0	0	0	263.333333333333	0	0	0	0	0	0	2	0	0	0	0	1.5	0.5	0	0	0	0	0	0	0	0	0	0	0	0	172.666666666667	0	0	0	0	0.5	0	0	0	0	0	0.333333333333333	0	0	0	0	0	0	0	0	538.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0.5	0	0	0	0	0	0	0	0	0	0	4.33333333333333	0	0	0	2	0	0	0	0	0	0	0	15.8333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62.8333333333333
0159_AA34_42046_20180413_ST	5650	24	0	0	0	0	0	0	0	0	0	0	0	0	0	15.6666666666667	1	0	1	0	0	0	1182.5	0	0	0	0	0	0	7	0	0	1	2	1	2.16666666666667	0	0	0	0.333333333333333	0	0	0	0	4.33333333333333	0	0	0	1098.66666666667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2876.66666666667	0	0	0	0	0	0	0	0	0	0	0	0	6.5	0	0	0	0	0	0	0	0	0	0	27.3333333333333	0	0	0	5.5	0	0	0	0	0	0	0	71.3333333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.5	0	0	0	0	0	0	0	0	0	0	0	0	320.5
0159_AA34_42047_20180417_ST	14153	71	0	0	0	0	0	0	0	0	0	0	0	0	0	74	7.5	0	1	0	0	0.5	2802.83333333333	0	0	0	0	0	0	30.5	0	0	3	3	3.5	4.5	0	0	0	1	0	0	0	0	5.5	0	0	0	2862.33333333333	0	0	0	1	0.5	0	0	0	0	0	5.5	0	0	0	0	0	0	0	0	7167.83333333334	0	0	0	0	0	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	61.3333333333333	0	0	0	22	0	0	0	0	0	0	0	179.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	836.833333333333
0159_AA34_42049_20180413_ST	38	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0159_AA34_42050_20180419_ST	568	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5.83333333333333	0	0	0	0	0	0	112	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	114	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	298	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	31.8333333333333
