sample_id	total	GO:0044423	GO:0019013	GO:0019028	GO:0019033	GO:0036338	GO:0046727	GO:0046729	GO:0055036	GO:0098015	GO:0098021	GO:0098024	GO:0098025	GO:0098026	GO:0098027	Remaining
0159_AB18_26646_20200815_ST	6749335	629	5.5	390.5	0	0.5	0	0	0	23	0	461	0	0	42	6747783.5
0159_AB18_26647_20210115_ST	7312862.99999999	558	0	44.5	0	0	0	0	0	2	0	293	1.5	0	69	7311894.99999999
0159_AB18_26649_20200730_ST	7938048.99999999	278	0	54	0	0.5	0	0	0	0	0	17	0	0	63	7937636.49999999
0159_AB18_26649_20201122_ST	370027	134	0	0	0	0	0	0	0	2.5	0	8	0.5	0	1	369881
0159_AB18_26650_20210105_ST	4270954	434.5	0	76	0	1.5	0	0	0	15.5	0	43	0	0	81	4270302.5
0159_AB18_26663_20200725_ST	6430810	755	0	70	0	0	0	0	0	0	0	43	5	0.5	41	6429895.5
0159_AB18_26664_20200731_ST	8647918	777.333333333333	0	92.5	0	0	0	0	0	1	0	51	3	0	51	8646942.16666667
0159_AB18_26665_20200817_ST	7188206	765	0	160	0	0.5	0	0	0	1.5	0	9172	0	0.5	39	7178067.5
0159_AB18_26678_20200321_ST	7491374	818	0	120	0	0	0	0	0	0	0	1095	4	1	318	7489018
0159_AB18_26680_20200909_ST	4723091	65	0	40	0	0	0	0	0	0	0	26	0	0	25	4722935
0159_AB18_26686_20201114_ST	5076859	735.5	0	138	0	0	0	0	0	52	21	696	93.5	0	344	5074779
0159_AB18_26687_20200922_ST	8938402.99999999	1229	0	557.5	0	0	0	0	0	0	0	173	0	0.5	86	8936356.99999999
0159_AB18_26688_20201108_ST	4592322.99999999	459	0	158	0	0.5	0	0	0	8	0	44	0	0	59	4591594.49999999
0159_AB18_26691_20200831_ST	6961610	346	0	426	0	0	0	0	0	19	0	1271	0	0	78	6959470
0159_AB18_26692_20200820_ST	11318806	417	62.5	187	0	0.5	0	0	0	209	0	5545	0	0	3559	11308826
0159_AB18_26696_20200819_ST	4769136	122	0	55	2.83333333333333	0.583333333333333	0	0	0.333333333333333	1	0	30	0	0	35	4768889.25
0159_AB18_26703_20200728_ST	8099418	913	0	130.5	0	0.5	0	0	0	5.5	0	328	2	0	63	8097975.5
0159_AB18_26705_20191018_ST	6267873	455	10.5	76	0	0	0	0	0	34.5	0	139	36	0.5	725	6266396.5
0159_AB18_26710_20201214_ST	2203555.00000001	200	0	44.5	0	0	0	0	0	184.5	0	104	0	0	179	2202843.00000001
0159_AB18_26712_20200926_ST	6442071	739	0	152	0	0	0	0	0	55	0	4039	1	0	48	6437037
0159_AB18_26714_20201224_ST	6963717	571	0	116	0	0.5	0	0	0	0	0	28	1	0	164	6962836.5
0159_AB18_26715_20210225_ST	5250260.99999999	229	0	141	0	0.5	0	0	0	0	0	118	0	1	28	5249743.49999999
0159_AB18_26716_20200820_ST	6129282.99999999	1166	0	241	0	0	0	0	0	0	0	154	0	0	74	6127647.99999999
0159_AB18_26717_20201005_ST	7291645	1001	0	21.5	0	0	0	0	0	209	0	419	31	0	192	7289771.5
0159_AB18_26717_20201211_ST	7499668.00000001	1270.5	0	51	0	0	0	0	0	56	0	423	14	2	414	7497437.50000001
0159_AB18_26718_20200909_ST	6392962	771.333333333333	0.5	110	0	1	0	0	0	1139.5	0	573	0	1	34	6390331.66666667
0159_AB18_26720_20210217_ST	5648673	523.5	0	43	0	2	0	0	0	0	0	123	1	0	52	5647928.5
0159_AB18_26722_20201204_ST	5369834.00000001	696.5	0	276.5	0	0	0	0	0	102	10	102	36	0	121	5368490.00000001
0159_AB18_26723_20201110_ST	5945421.99999999	187	0	428	0	0.5	0	0	0	17	0	10	2	0	38	5944739.49999999
0159_AB18_26725_20201214_ST	4471501.00000001	302.5	0	303	0	0.5	0	0	0	0	0	21	0	2	58	4470814.00000001
0159_AB18_26728_20201124_ST	5011613	724.5	0	87.5	0	0.5	0	0	0	0	0	212	0	0	45	5010543.5
0159_AB18_26733_20210131_ST	4782290.99999999	748	0	174	0	0	0	0	0	3	0	61	0	0	131	4781173.99999999
0159_AB18_26737_20200831_ST	8459653	359	0	108	0	0	0	0	0	0	0	387	1	0.5	82	8458715.5
0159_AB18_26741_20201114_ST	6186908.99999999	424	0	296	0	0.5	0	0	0	0	0	83	0	1	59	6186045.49999999
0159_AB18_26743_20201030_ST	6854581	283	0	115	0	0	0	0	0	0	0	57	0	0	43	6854083
0159_AB18_26750_20201118_ST	5012890	216	0	62	0	0	0	0	0	0	0	30	0	0	87	5012495
0159_AB18_26752_20200508_ST	8908856.99999999	673	0	120	0	1.5	0	0	0	1	0	143	1	0	98	8907819.49999999
0159_AB18_26754_20201209_ST	8268473	1208	3.5	850.5	0	0	0	0	0	899	0	1473	0	0	759	8263280
0159_AB18_26755_20201020_ST	6669450	375.166666666667	0	369.5	0	0	0	0	0	16.5	0	781	10	4	82	6667811.83333333
0159_AB18_26761_20201025_ST	4483699	410	0	245.5	0	1	0	0	0	5	0	1143	0	0	112	4481782.5
0159_AB18_26765_20200916_ST	4465154.99999999	536	0	73.5	0	0	0	0	0	80.5	0	29	2	1.5	85	4464347.49999999
0159_AB18_26767_20200812_ST	4952969	423	0	98	0	0	0	0	0	173.5	0	68	0	0	61	4952145.5
0159_AB18_26769_20200814_ST	10211347	977	0	47	0	0	0	0	0	0	0	23217	4	0.5	32	10187069.5
0159_AB18_26774_20210205_ST	4466444	513	0	160.5	0	0	0	0	0	1105.5	28	1175	207	1	240	4463014
0159_AB18_26776_20210113_ST	5729126	231	0	159.5	0	0	0	0	0	0	0	68	0	0	48	5728619.5
0159_AB18_26784_20201230_ST	6615803.00000001	752	0	153	0	4.5	0	0	0	0	0	63	2	0.5	102	6614726.00000001
0159_AB18_26785_20210206_ST	3900895	457	0	326.5	0	0	0	0	0	0	0	25	4	1	41	3900040.5
0159_AB18_26792_20210219_ST	8052339	714	0	750.5	0	0	0	0	0	0	0	238	0	0	36	8050600.5
0159_AB18_26815_20201210_ST	3675739	162	0	63	0	0	0	0	0	0.5	0	447	0	0	25	3675041.5
0159_AB18_26819_20210307_ST	3232306	427	0	227	0	1	0	0	0	1	0	46	0	0	66	3231538
0159_AB18_26823_20201001_ST	7665187	1577	0	367.5	0	0	0	0	0	0	0	90	1	0	101	7663050.5
0159_AB18_26823_20210214_ST	8430180.00000001	2175	0	243	0	0	0	0	0	0.5	0	110	0	0	133	8427518.50000001
0159_AB18_26824_20201203_ST	9073064	492	0	40	0	0	0	0	0	9.5	0	298	3	1	88	9072132.5
0159_AB18_26825_20210211_ST	4460863	1306.5	0.5	49.5	0	2	0	0	0	10.5	0	195	0	4	71	4459224
0159_AB18_26828_20210129_ST	7835159	446.5	0.5	623.5	0	0	0	0	0	2	0	254	2	1	83	7833746.5
0159_AB18_26829_20210204_ST	9254509.00000001	983.5	0	225	0	0	0	0	0	1	0	446	0	0	145	9252708.50000001
0159_AB18_26832_20201028_ST	9438237.99999998	391	1	91.5	0	3	0	0	0	12	0	2483	0	0	48	9435208.49999998
0159_AB18_26832_20210112_ST	1023234	41	0	4	0	0	0	0	0	0	0	0.5	0	0	15	1023173.5
0159_AB18_30120_20190320_ST	3553390	273	0	79	0	0	0	0	0	0	0	474	0	0.5	106	3552457.5
0159_AB18_30304_20191002_ST	1794421	351	7	180.5	0	0	0	0	0	13.5	0	732	3	0	313	1792821
0159_AB18_30364_20190723_ST	2999342	289	0	65.5	0	0	0	0	0	1	0	38	0	0	45	2998903.5
0159_AB18_30835_20201101_ST	7185488	457	0	288	0	0	0	0	0	17	0	10690	0	0.5	181	7173854.5
0159_AB18_30941_20200915_ST	6859964	392	0	103	0	2.5	0	0	0	0	0	62	0	0.5	34	6859370
0159_AC15_76009_20201211_ST	4551486	304	0	423	0	0	0	0	0	0	0	3426	0	0	62	4547271
0159_AC15_76039_20201015_ST	3910051	436	0	67.5	0	0	0	0	0	2	0	118	1	0	59	3909367.5
0159_AC15_76048_20201027_ST	3064154	263	0	73	0	0	0	0	0	0	0	25.5	0	0	30	3063762.5
0159_AF13_79000_20190102_ST	114969	9	0	1875	0	0	0	0	0	0	0	1	0	0	0	113084
0159_AF13_79000_20190220_ST	246359	26	0	2200	0	0	0	0	0	0	0	2	0	0	1	244130
0159_AF13_79001_20181127_ST	101228	2	0	3	0	0	0	0	0	0	0	3	0	0	2	101218
0159_AF13_79001_20190220_ST	12818	2	0	0	0	0	0	0	0	0	0	0	0	0	0	12816
0159_AF13_79003_20181213_ST	66490	8	0	6	0	0	0	0	0	0	0	3	0	0	3	66470
0159_AF13_79004_20181217_ST	66714.0000000001	16	0	3	0	0	0	0	0	0	0	2	0	0	0	66693.0000000001
0159_AF13_79004_20190322_ST	32343	4	0	1	0	0	0	0	0	0	0	4	0	0	0	32334
0159_AG26_66000_20171207_ST	188803	12	0	1	0	0	0	0	0	0	0	6	0	0	1	188783
0159_AG26_66001_20171220_ST	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
0159_AH05_15000_20171130_ST	5973013.99999999	802	0	147	0	2	0	0	0	0	0	111	0	0	121	5971830.99999999
0159_AH05_15001_20171211_ST	3114308	111.5	0	140	0	0	0	0	0	0	0	30	0	0	48	3113978.5
0159_AH05_15003_20171207_ST	220698	26	0	2	0	0	0	0	0	0	0	2	0	0	0	220668
0159_AH05_15004_20171209_ST	4022756.00000001	141	0	44.5	0	0	0	0	0	0	0	88	0	0	44	4022438.50000001
0159_AJ09_750002_20190916_ST	2028333	283	0	51	0	0	0	0	0	2	0	401	0	0	14	2027582
0159_AJ09_750004_20190922_ST	1848654	334	0	101	0	0.5	0	0	0	1	0	18	0	0	10	1848189.5
0159_AJ09_750005_20190925_ST	1492400	354	0	28.5	0	0	0	0	0	1	0	171	0	0	23	1491822.5
0159_AJ09_750012_20190215_ST	2365807	68	0	142.5	0	1.5	0	0	0	0	0	5	0	0	18	2365572
0159_AJ09_750014_20191031_ST	2135881	107	0	11.5	0	0	0	0	0	0	0	59	0	0	13	2135690.5
0159_AJ09_750016_20191104_ST	578564	34	0	3	0	0	0	0	0	0	0	24	0	0	2	578501
0159_AJ09_750020_20190502_ST	9506	2	0	0	0	0	0	0	0	58.5	0	9	1	0	0	9435.5
0159_AJ09_750026_20191016_ST	1619998	145	0	28	0	0	0	0	0	0	0	3	2	0.5	28	1619791.5
0159_AJ09_750027_20191001_ST	1825376	632.833333333333	6.5	361.5	0	1.5	0	9	0	1	48	10	0	0	15	1824290.66666667
0159_AJ09_750030_20190922_ST	1159288	60	0	17.5	0	1	0	0	0	0	0	569	0	0	14	1158626.5
0159_AJ09_750032_20191127_ST	341292	70	0	18	0	0	0	0	0	0.5	0	17	0	0	21	341165.5
0159_AJ09_750035_20191010_ST	921557.000000001	149	0	11	0	0	0	0	0	2	0	6	0	0	8	921381.000000001
0159_AJ09_750037_20191118_ST	317361	20	0	5	0	0	0	0	0	0	0	5	0	0	1	317330
0159_AJ09_750038_20191031_ST	2035693	191	0	184	0	0	0	0	0	0	0	9771	0	0	42	2025505
0159_AJ09_750041_20190718_ST	3661978	308	0	89.5	0	0	0	0	0	0	0	1378	0	1.5	17	3660184
0159_AJ09_750041_20191126_ST	1770556	282	0	55	0	0	0	0	0	0	0	74	0	0.5	9	1770135.5
0159_AJ09_750044_20190805_ST	2271072	111	0	3725	0	0.5	0	0	0	0	0	35	0	0	49	2267151.5
0159_AJ09_750044_20191116_ST	1551638	66	0	39	0	0	0	0	0	0	0	68	0	0.5	35	1551429.5
0159_AJ09_750049_20191008_ST	2379277	286.333333333333	0	32	0	0	0	0	0	0	0	11	0	0	22	2378925.66666667
0159_AJ09_750050_20190815_ST	1914955	251	0	81	0	2	0	0	0	0	0	24	0	0	8	1914589
0159_AJ09_750052_20190916_ST	4308106	736.5	0	74	0	1.5	0	0	0	0	0	92	1	0	88	4307113
0159_AJ09_750053_20190928_ST	627480	190	0	1	0	0	0	0	0	0	0	0	0	0	2	627287
0159_AJ09_750054_20191020_ST	2742652	249	0	138	0	0	0	0	0	0	0	87	0	0.5	120	2742057.5
0159_AJ09_750055_20191025_ST	443851	96	0	4	0	0	0	0	0	0	0	6	0	0	4	443741
0159_AJ09_750060_20191112_ST	981649	140	0	25	0	0	0	0	0	0	0	38	0	0	9	981437
0159_AJ09_750067_20191202_ST	229315	17	0	12	0	0.5	0	0	0	0	0	4	0	0	5	229276.5
0159_AJ09_760026_20191009_ST	397619	10	0	5	0	0	0	0	0	2	0	68	0	0	30	397504
0159_AJ09_760027_20191017_ST	37363.9999999999	10	0	1	0	0	0	0	0	1.5	0	8	0	0	5	37338.4999999999
0159_AJ09_760030_20190822_ST	2264713	132.666666666667	0	52	0	0	0	0	0	5.5	0	168	0	0	72	2264282.83333334
0159_AJ09_760032_20191126_ST	96906	26	0	20	0	0	0	0	0	0	0	30	0	0	4	96826
0159_AJ09_760035_20191205_ST	77569.9999999999	1	0	0	0	0	0	0	0	0	0	1	0	0	0	77567.9999999999
0159_AJ09_760049_20191008_ST	1575962	123	0	59.5	0	0	0	0	0	0	0	21	0	0	38	1575720.5
0159_AK37_71000_20180131_ST	4653317.00000001	289	0	231	0	0.5	0	0	0	0	0	18.5	0	0	47	4652731.00000001
0159_AK37_71001_20180227_ST	2473779	256	0	175.5	0	0	0	0	0	25	0	26	0	0	54	2473242.5
0159_AK37_71002_20180215_ST	2298681.00000001	290	0	119	0	0	0	0	0	0	0	51.5	0	0	25	2298195.50000001
0159_AK37_71005_20180413_ST	2164658	328	0	298	0	0.5	0	0	0	0	0	41	0	0	1260	2162730.5
0159_AK37_71010_20180324_ST	9247369	227	0	291.5	0	0	0	0	0	0	0	163	14	9	28	9246636.5
0159_AK37_71011_20180526_ST	4967838	266	0	265	0	0.5	0	0	0	0	0	45	0	0	41	4967220.5
0159_AK37_71012_20180504_ST	1384613	109	0.5	54.5	0	1	0	0	0	1.5	0	47	0	0	47	1384352.5
0159_AK37_71022_20180922_ST	3394142	181	0	26	0	0	0	0	0	0	0	28	0	0	12	3393895
0159_AK37_71023_20180813_ST	17982284	6071.66666666667	0	4745.5	0	1	0	0	0	33	0	1638	0	1.5	154	17969639.3333333
0159_AK37_71024_20181010_ST	17179762	1134	3	325	0	0.5	0	0	0	401	0	1622	3	0.5	507	17175766
0159_AK37_71025_20181010_ST	1281993	140	0	40	0	0	0	0	0	0	0	61	0	0	22	1281730
0159_AK37_71026_20180902_ST	1039966	987	0.5	70	0	0	0	0	0	1.5	0	1382	0	0	86	1037439
0159_AK37_71027_00/00/00_ST	3445045	432	0	221	0	0	0	0	0	0	0	519	0	0	84	3443789
0159_AK37_71028_20180917_ST	2823765	1029	0	98	0	0	0	0	0	0.5	0	3296	0	0	38	2819303.5
0159_AK37_71029_20180917_ST	4173932	420	0	182	0	0	0	0	0	1	0	3425	0	0	91	4169813
0159_AK37_71030_20181005_ST	2108098	118.5	0	9	0	0	0	0	0	7.5	0	40	1	0	18	2107904
0159_AK37_71031_20180929_ST	18190336.9999999	1343.5	0	1036.5	0	2	0	0	0	1	0	179	0	0	129	18187645.9999999
0159_AK37_71032_20180824_ST	3175406	1139	0	98	0	0	0	0	0	26.5	0	53	0	0	164	3173925.5
0159_AK37_71033_20180815_ST	4236742	238	0	26	0	0.5	0	0	0	0	0	2425	2	0	24	4234026.5
0159_AK37_71037_20181003_ST	1406536	226.5	0	42.5	0	0.5	0	0	0	0	0	55	2	0	17	1406192.5
0159_AK37_71038_20181007_ST	2353056	920	0	19	0	0	0	0	0	27	0	250	1	1.5	1026	2350811.5
0159_AK37_71039_20181023_ST	1815110	286	0	148	0	0	0	0	0	1.5	0	40	0	0	28	1814606.5
0159_AK37_71040_20181106_ST	1681784	194	0	16	0	0.5	0	0	0	7.5	0	474.5	0	0	296	1680795.5
0159_AK37_71041_20181122_ST	1315430	233	0.5	16	0	0	0	0	0	1	0	76	0	0	24	1315079.5
0159_AK37_71047_20190117_ST	1774048	222	0	66.5	0	0	0	0	0	0	0	69	1	0	12	1773677.5
0159_AK37_71048_20190125_ST	17169619	3305.33333333333	0	409	0	0	0	0	0	676.5	0	12016	2	0	1440	17151770.1666667
0159_AK37_71050_20190313_ST	22476650	3185	0	163	0	0	0	0	0	3	0	205	2	0.5	240	22472851.5
0159_AK37_71051_20190224_ST	29488025	4278.5	0	846	0	0.5	0	0	0	112.5	0	227	0	0.5	1725	29480835
0159_AK37_71052_20190226_ST	17359085	1256.5	0	202	0	2.5	0	0	0	0	0	150	0	0	83	17357391
0159_AK37_71053_20190325_ST	4666259	413	0	203	0	3	0	0	0	0	0	118.5	1	0	63	4665457.5
0159_AK37_71054_20190305_ST	30472858	3238	0	156.5	0	0	0	0	0	769	0	861	129	1	926	30466777.5
0159_AK37_71056_20190611_ST	5606527	617	0	273	0	0	0	0	0	0	0	131	1	0	51	5605454
0159_AK37_71057_20190430_ST	13743463	1404	0	176	0	0	0	0	0	97	0	223	0	0	294	13741269
0159_AK37_71062_20190607_ST	46524471	2985	0	240	0	0	0	0	0	112.5	0	1035.5	2	0.5	346	46519749.5
0159_AK37_71064_20190705_ST	989348.000000001	381	0	21	0	0	0	0	0	4	0	18	1	0	22	988901.000000001
0159_AK37_71065_20190705_ST	10997727	202	0.5	546	0	0.333333333333333	0	0	0	0	0	20	0	0	42	10996916.1666667
0159_AK37_71066_20190709_ST	14439076	2476.5	0	832.5	0	0	0	0	0	24.5	0	209	0	3	165	14435365.5
0159_AK37_71067_20190831_ST	2826772	78	0	64	0	0	0	0	0	0	0	21	1	0	23	2826585
0159_AK37_71069_20190718_ST	1128552	221	0	23	0	0	0	0	0	1	0	100	0	0	35	1128172
0159_AK37_71070_20190824_ST	981916.999999999	61	0.5	9	0	0	0	0	0	1	0	31	0	0	8	981806.499999999
0159_AK37_71072_20191003_ST	11703706	933	0	1192.5	0	2	0	0	0	0	0	365	1	1	3044	11698167.5
0159_AK37_71073_20200105_ST	1770877	303	0	74	0	0	0	0	0	2	0	91	3	0.5	54	1770349.5
0159_AK37_71075_20200119_ST	174097	3	0	3	0	0	0	0	0	0	0	2	0	0	2	174087
0159_AN08_59000_20171012_ST	2050355	118	0	40	0	0	0	0	0	0	0	3814	0	0	13	2046370
0159_AN08_59001_20171018_ST	2047422	167	0	13	0	1	0	0	0	0	0	12	0	0	47	2047182
0159_AN08_59002_20171024_ST	343936	15	0	9	0	0	0	0	0	0	0	12	0	0	3	343897
0159_AN08_59004_20171116_ST	445729	94	0	20.5	0	0	0	0	0	0	0	125	0	0	3	445486.5
0159_AN08_59005_20171121_ST	325550	19	0	10	0	0	0	0	0	0	0	0	0	0	7	325514
0159_AN08_59006_20171127_ST	330217	14	0	48.5	0	0	0	0	0	0	0	21	0	0	38	330095.5
0159_AN08_59007_20180102_ST	125477	4	0	4	0	0	0	0	0	0	0	0	0	0	1	125468
0159_AN08_59008_20171127_ST	642565	212	0	11.5	0	0	0	0	0	0	0	529	0	0	13	641799.5
0159_AN08_59012_20180123_ST	668903	104.333333333333	0	365	0	0	0	0	0	0	0	18	1	0.5	6	668408.166666667
0159_AN08_59013_20180205_ST	280520	39	0	10.5	0	0	0	0	0	0	0	16	0	0	8	280446.5
0159_AN08_59015_20180205_ST	2578	2	0	13	0	0	0	0	0	0	0	9	0	0	1	2553
0159_AN08_59016_20180410_ST	238558	19	0	13	0	0	0	0	0	2.5	0	32	0	0	3	238488.5
0159_AN08_59017_20180313_ST	468257.999999999	91.8333333333333	0	31	0	0	0	0	0	0.5	0	48	0	0	21	468065.666666666
0159_AN08_59018_20180329_ST	128819	2	0	2	0	0	0	0	0	0	0	372	0	0	5	128438
0159_AN08_59019_20180314_ST	547907.000000001	23	0	21	0	0	0	0	0	0	0	7	0	0	3	547853.000000001
0159_AN08_59020_20180815_ST	834347	137	0	52	0	0.5	0	0	0	0	0	52	0	0	11	834094.5
0159_AN08_59022_20180323_ST	171454	14	0	10	0	0	0	0	0	0	0	6	0	0	0	171424
0159_AN08_59024_20180515_ST	126206	9	0	4	0	0	0	0	0	0	0	15	0	0	2	126176
0159_AN08_59025_20180515_ST	111008	18	0	12	0	0	0	0	0	0	0	1	0	0	15	110962
0159_AN08_59028_20180410_ST	61896	3	0	5	0	0	0	0	0	0	0	19	0	0	1	61868
0159_AN08_59029_20180525_ST	85648	4	0	1	0	0.5	0	0	0	0	0	6	0	0	0	85636.5
0159_AN08_59036_20180806_ST	374806	78	0	11	0	0	0	0	0	0	0	6	0	0	5	374706
0159_AN08_59037_20180806_ST	246741	12	0	3	0	0	0	0	0	0	0	4	0	0	1	246721
0159_AN08_59040_20180827_ST	312580.000000001	25	0	9	0	0	0	0	0	8.5	0	20	0	0	4	312513.500000001
0159_AN08_59042_20190102_ST	180383	9	0	1	0	0	0	0	0	0	0	3	0	0	4	180366
0159_AN08_59043_20181017_ST	73991	5	0	2	0	0	0	0	0	0	0	10	0	0	0	73974
0159_AN08_59046_20181107_ST	296778.999999999	37	0	7.5	0	0	0	0	0	2.5	0	58	0	0	7	296666.999999999
0159_AN08_59054_20190320_ST	59481.0000000001	5	0	2	0	0	0	0	0	0	0	2	0	0	1	59471.0000000001
0159_AN08_59058_20190320_ST	76686	4	0	3.5	0	0	0	0	0	0	0	46	0	0	1	76631.5
0159_AN38_59010_20180102_ST	1630677	79	0	20	0	2	0	0	0	17	0	120.5	0	0.5	12	1630426
0159_AN38_59011_20171127_ST	825772	164	0	68.5	0	1	0	0	0	0	0	88	0	0	21	825429.5
0159_AN38_59030_20180605_ST	71003	4	0	1	0	0	0	0	0	0	0	0	0	0	0	70998
0159_AN38_59031_20180806_ST	463459	43	0	7.5	0	0	0	0	0	0	0	2	0	0	29	463377.5
0159_AN38_59034_20180724_ST	344141	13	0	15	0	0	0	0	0	0	0	3	0	0	7	344103
0159_AN38_59044_20181004_ST	65690	4	0	1	0	0	0	0	0	0	0	0	0	0	0	65685
0159_AN38_59047_20181017_ST	638389	30	0	14	0	0	0	0	0	0	0	171	0	0	4	638170
0159_AN38_59050_20181119_ST	1182602	95	0	105	0	0	0	0	0	0	0	3	0	0	5	1182394
0159_AN38_59052_20190117_ST	86301.9999999999	15	0	2	0	0	0	0	0	0	0	4	0	0	4	86276.9999999999
0159_AN38_59055_20190227_ST	192400	15	0	5	0	0	0	0	0	0	0	10	0	0	2	192368
0159_AP39_21002_20171217_ST	66975.0000000001	8	0	1	0	0	0	0	0	0	0	2	0	0	0	66964.0000000001
0159_AP39_21006_20171202_ST	343234	22	0	3	0	0	0	0	0	0	0	1	0	0	1	343207
0159_AP39_21009_20171107_ST	2933449	98	0	27	0	0	0	0	0	0	0	6	0	0	14	2933304
0159_AP39_21010_20171118_ST	1568108	89	0	33	0	0	0	0	0	0	0	2	0	0	16	1567968
0159_AP39_21011_20171025_ST	250470	77	0	2	0	0	0	0	0	1	0	18	0	0	43	250329
0159_AP39_21014_20171107_ST	1495923	101	0	3	0	0	0	0	0	0	0	3443	0	0	10	1492366
0159_AP39_21016_20171117_ST	260604	51	0	13	0	0	0	0	0	0	0	1	0	0	2	260537
0159_AP39_21017_20171111_ST	79869	10	0	2	0	0	0	0	0	0	0	7	0	0	0	79850
0159_AP39_21019_20171025_ST	479246	14	0	28	0	0	0	0	0	0	0	115	1	0	6	479082
0159_AP39_21020_20171127_ST	2929665	98	0	53	0	0	0	0	0	0	0	312	0	0	63	2929139
0159_AP39_21021_20171021_ST	5271360	265.5	0	125	0	0	0	0	0	2	0	73	0	0	42	5270852.5
0159_AP39_21024_20171126_ST	2575	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2575
0159_AP39_21026_20171017_ST	141955	15	0	12	0	0	0	0	0	0	0	14	0	0	7	141907
0159_AP39_21027_20171120_ST	1445714	31	0	34.5	0	0	0	0	0	0	0	25	0	0	4	1445619.5
0159_AP39_21031_20171208_ST	229877	27	0	9	0	0	0	0	0	0	0	0	0	0	1	229840
0159_AP39_21032_20171214_ST	3860364	148	0	175	0	0	0	0	0	0	0	193	0	0	45	3859803
0159_AP39_21033_20171106_ST	1491336	125	0	84	0	0.5	0	0	0	0	0	8	0	0	28	1491090.5
0159_AP39_21034_20171102_ST	583626	54	0	62.5	0	0	0	0	0	0	0	1003	0	0	9	582497.5
0159_AP39_21035_20171026_ST	80169	6	0	1	0	0	0	0	0	8.5	0	27	0	0	3	80123.5
0159_AP39_21037_20171123_ST	970983	43	0	12	0	0	0	0	0	0	0	22	0	0	1	970905
0159_AP39_21038_20171212_ST	2449	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2449
0159_AP39_21039_20171025_ST	214441	18	0	7	0	0	0	0	0	0	0	58	0	0	6	214352
0159_AP39_21040_20171006_ST	1372572	943.5	0	48	0	1	0	0	0	10	0	167	2	0	23	1371377.5
0159_AP39_21041_20171002_ST	721772	89	0	24.5	0	0	0	0	0	1.5	0	412	0	0	23	721222
0159_AP39_21042_20171130_ST	4199767	292.5	0	172	0	0	0	0	0	0	0	10450	1	0	46	4188805.5
0159_AP39_21043_20171031_ST	138655	23	0	2	0	0	0	0	0	0	0	4	0	0	2	138624
0159_AP39_21044_20180525_ST	327727	19	0	2	0	0	0	0	0	0	0	41	0	0	0	327665
0159_AP39_21045_20171020_ST	77719.0000000001	6	0	2	0	0	0	0	0	0	0	2	0	0	2	77707.0000000001
0159_AP39_21046_20171002_ST	28962	15	0	1	0	0	0	0	0	0	0	0	0	0	0	28946
0159_AP39_21047_20171127_ST	71874	4	0	1	0	0	0	0	0	0	0	3	0	0	2	71864
0159_AP39_21048_20180418_ST	45552	5	0	130	0	0	0	0	0	0	0	0	0	0	0	45417
0159_AP39_21049_20171023_ST	637346	24	0	14.5	0	0	0	0	0	0	0	14	0	0	9	637284.5
0159_AP39_21051_20180109_ST	4202237.00000001	652	2	165.5	0	0	0	0	0	359	0	566	0	0	413	4200079.50000001
0159_AP39_21052_20180510_ST	11664399	482	0	119.5	0	1.5	0	0	0	0	0	36	1	0	140	11663619
0159_AP39_21053_20180126_ST	4605186.99999999	188	0	105	0	0.5	0	0	0	0	0	50	0	0.5	16	4604826.99999999
0159_AP39_21055_20180607_ST	4508894	184	0	32	0	0	0	0	0	0	0	15	0	0	12	4508651
0159_AP39_21056_20180125_ST	13645650	122	0	185	0	0	0	0	0	7.5	0	475	0	14.5	114	13644732
0159_AP39_21057_20180521_ST	11914729	2008	0	103.5	0	0	0	0	0	1	0	54	13	1.5	91	11912457
0159_AP39_21059_20171128_ST	146287	57	0	1	0	0	0	0	0	0	0	3	0	0	0	146226
0159_AP39_21061_20180816_ST	12406035	1289	0.5	265	0	0	0	0	0	2	0	134.5	1	2	106	12404235
0159_AP39_21062_20180306_ST	8785257	299	0	90.5	0	0	0	0	0	0	0	58	0	0	45	8784764.5
0159_AP39_21064_20171222_ST	5653130	59	1.5	223	0	0	0	0	0	7	0	433	0	0	31	5652375.5
0159_AP39_21065_20180201_ST	23605340	1179	0	338.5	0	1.5	0	0	0	0	0	2163	0	0	72	23601586
0159_AP39_21066_20171129_ST	32587	4	0	2	0	0	0	0	0	0	0	4	0	0	0	32577
0159_AP39_21069_20181105_ST	8414789	531.666666666667	0	118.25	0	0	0	0	0	0.5	0	41	0	0	43	8414054.58333333
0159_AP39_21072_20180914_ST	11011844	303	0	147	0	0	0	0	0	0	0	19	0	2.5	130	11011242.5
0159_AP39_21076_20180429_ST	20996683	1472	0	1094.5	0	0.5	0	0	0	0	0	1721	0	0	4371	20988024
0159_AP39_21082_20180405_ST	7968827	1086.5	0	318	0	0	0	0	0	160.5	0	306	0	0	217	7966739
0159_AP39_21083_20180113_ST	6111009	499.5	0	198	0	0	0	0	0	4	0	12	12.5	0.5	29	6110253.5
0159_AP39_21084_20171121_ST	240477	21	0	5	0	0	0	0	0	0	0	287	0	0	2	240162
