sample_id	total	protein_containing_complex	virion_component	cellular_anatomical_entity
0159_AP39_21064_20171222_ST	5653130	281072.016666667	754.5	5371303.48333333
0159_AP39_21065_20180201_ST	23605340	1196485.9452381	3754	22405100.0547619
0159_AP39_21066_20171129_ST	32587	1530.33333333333	10	31046.6666666667
0159_AP39_21069_20181105_ST	8414789	424007.578571429	734.416666666667	7990047.00476191
0159_AP39_21072_20180914_ST	11011844	557343.133333333	601.5	10453899.3666667
0159_AP39_21076_20180429_ST	20996683	1094132.96666667	8659	19893891.0333333
0159_AP39_21082_20180405_ST	7968827	627914.695238095	2088	7338824.30476191
0159_AP39_21083_20180113_ST	6111009	288287.028571429	755.5	5821966.47142857
0159_AP39_21084_20171121_ST	240477	12803.1666666667	315	227358.833333333
0159_AP39_21085_20180602_ST	7741084	379648.683333333	540.5	7360894.81666667
0159_AP39_21086_20180503_ST	14100539	696804.266666666	1959.5	13401775.2333333
0159_AP39_21087_20180228_ST	10108130	561683.9	2174.5	9544271.60000001
0159_AP39_21088_20180323_ST	7609901.99999999	391749.066666667	611	7217541.93333333
0159_AP39_21090_20180504_ST	18989837	988249.633333334	1179.5	18000407.8666667
0159_AP39_21093_20180310_ST	8408191.99999999	499942.655194805	2617	7905632.34480519
0159_AP39_21094_20171202_ST	362374	17174.1166666667	128	345071.883333334
0159_AP39_21099_20171122_ST	945091	47467.05	224	897399.95
0159_AP39_21101_20171111_ST	5774735	339771.585714286	6538	5428425.41428571
0159_AP39_21102_20180117_ST	556304	27361	75	528868
0159_AP39_21103_20171121_ST	249153	13778.4166666667	121	235253.583333334
0159_AP39_21104_20180817_ST	2804528	163145.366666667	753	2640629.63333333
0159_AP39_21105_20171117_ST	266831	13391.9666666667	467.5	252971.533333333
0159_AP39_21106_20171115_ST	399417	23726.9	43	375647.1
0159_AP39_21108_20171121_ST	47890622.0000001	2867407.03095238	34983.8166666666	44988231.152381
0159_AP39_21109_20181018_ST	9565190	505649.583333333	1393	9058147.41666667
0159_AP39_21110_20190111_ST	125942242	7533306.17857143	44076.5	118364859.321429
0159_AP39_21111_20190126_ST	15468048	823483.344444445	16264	14628300.6555556
0159_AP39_21113_20190110_ST	7309450.99999999	376954.833333333	705.666666666667	6931790.49999999
0159_AP39_21119_20181218_ST	21439715	1142666.34105339	8797.5	20288251.1589466
0159_AP39_21123_20171120_ST	5184101	248442.561111111	1081	4934577.43888889
0159_AP39_21124_20171116_ST	4235028	222586.9	5878.5	4006562.6
0159_AP39_21127_20180218_ST	1757714	90796.9166666666	370.5	1666546.58333333
0159_AP39_21128_20180209_ST	666519	37928.8166666667	286	628304.183333333
0159_AP39_21129_20180205_ST	42174717	2229734.10238095	8539.5	39936443.3976191
0159_AP39_21131_20180213_ST	1452528	79709.6	857	1371961.4
0159_AP39_21133_20180203_ST	1618190	84603.4333333333	230	1533356.56666667
0159_AP39_21134_20180212_ST	4057009	190534.383333333	471.5	3866003.11666666
0159_AP39_21135_20180110_ST	520008	28110.8833333333	58	491839.116666667
0159_AP39_21136_20171209_ST	477310	26293.7166666667	211.5	450804.783333334
0159_AP39_21137_20180210_ST	1715742	87419.0166666667	434.5	1627888.48333333
0159_AP39_21138_20180113_ST	662040	40859.9166666667	1157	620023.083333334
0159_AP39_21140_20180130_ST	4878414.99999999	260585.433333333	1128.5	4616701.06666666
0159_AP39_21141_20180213_ST	12851119	743876.283261183	5310.83333333333	12101931.8834055
0159_AP39_21142_20180131_ST	167836	8582.5	8	159245.5
0159_AP39_21144_20180121_ST	1592847	79799.05	7323.5	1505724.45
0159_AP39_21146_20171214_ST	245597	12304.6666666667	30	233262.333333334
0159_AP39_21147_20180112_ST	2022199	104087.066666667	369	1917742.93333334
0159_AP39_21150_20180111_ST	15561	807.166666666667	2	14751.8333333333
0159_AP39_21151_20180131_ST	414051	22187.6166666667	18.5	391844.883333333
0159_AP39_21154_20171212_ST	120975	6885.66666666666	60	114029.333333333
0159_AP39_21156_20180210_ST	1800547	95695.575	193	1704658.425
0159_AP39_21157_20171211_ST	2829	150.166666666667	1	2677.83333333333
0159_AP39_21159_20171202_ST	201388	9810.16666666667	24	191553.833333333
0159_AP39_21164_20171206_ST	3411	191.666666666667	0	3219.33333333333
0159_AP39_21167_20171214_ST	1368652	84499.9142857142	1667	1282485.08571429
0159_AP39_21169_20180220_ST	38144	2129.16666666667	2	36012.8333333333
0159_AP39_21170_20180412_ST	43925	2903.66666666667	7	41014.3333333334
0159_AP39_21172_20180201_ST	210684	11972.5	10	198701.5
0159_AP39_21174_20171212_ST	4819973	240904.933333333	889	4578179.06666667
0159_AP39_21175_20180310_ST	30717	1826.3	7	28883.7
0159_AP39_21177_20180111_ST	7074	541.166666666667	14.5	6518.33333333333
0159_AP39_21181_20180215_ST	184543	10644.6111111111	23	173875.388888889
0159_AP39_21182_20171209_ST	107169	5832.03333333333	7	101329.966666667
0159_AP39_21185_20180121_ST	21856	1150.25	1	20704.75
0159_AP39_21186_20180211_ST	51082.9999999999	3075.25	13	47994.7499999999
0159_AP39_21191_20180122_ST	82174	4714.16666666667	438	77021.8333333333
0159_AP39_21192_20171215_ST	334341	19813.5	580.5	313947
0159_AP39_21196_20171219_ST	21540	1205.08333333333	2	20332.9166666666
0159_AP39_21197_20180825_ST	65860.9999999999	3693.16666666667	5	62162.8333333333
0159_AP39_21198_20180807_ST	743953	38577.9833333333	31	705344.016666666
0159_AP39_21199_20180410_ST	124678	6295.16666666667	4	118378.833333333
0159_AP39_21200_20180318_ST	28891	1521.5	3	27366.5
0159_AP39_21202_20180226_ST	507178	30521.1833333333	168	476488.816666666
0159_AP39_21206_20180411_ST	67269	3578.66666666667	6	63684.3333333333
0159_AP39_21207_20180418_ST	27680	1601.5	138	25940.5
0159_AP39_21210_20180228_ST	1407694	70056.8833333333	195	1337442.11666667
0159_AP39_21211_20171227_ST	474703	26916.4166666667	86	447700.583333333
0159_AP39_21213_20180420_ST_E21	5955046	334682.754761905	2458	5617905.24523809
0159_AP39_21215_20180801_ST_E21	13363042	736720.028571429	1510	12624811.9714286
0159_AP39_21216_20180227_ST_E21	13409268	703310.023809524	4245	12701712.9761905
0159_AP39_21218_20180614_ST_E21	9501117	514047.942063492	1797.5	8985271.55793651
0159_AP39_21219_20180306_ST_E21	4403304.00000001	286747.324603175	396	4116160.67539683
0159_AP39_21220_20180215_ST_E21	15437595	810373.445238095	1484	14625737.5547619
0159_AP39_21221_20180301_ST_E21	5279448	348175.335714286	2671	4928601.66428571
0159_AP39_21222_20180322_ST_E21	5457020	333569.233333333	814.833333333333	5122635.93333333
0159_AP39_21224_20180730_ST_E21	12360301	631713.616666667	2504	11726083.3833333
0159_AP39_21225_20170910_ST_E21	9804572.00000001	537068.326190476	2234.5	9265269.17380953
0159_AP39_21231_20180727_ST_E21	13979772	780451.661111111	1560.33333333333	13197760.0055556
0159_AP39_21232_20180924_ST	22771	1357.325	82	21331.675
0159_AP39_21246_20181017_ST_E21	11184043	603722.928571429	7123	10573197.0714286
0159_AP39_21248_20181016_ST_E21	8883539.00000001	485938.845238095	972.5	8396627.65476191
0159_AP39_21260_20180615_ST_E21	4772091	280736.919047619	1858.5	4489495.58095238
0159_AP39_21261_20180629_ST_E21	5502934	294970.216666667	1182.66666666667	5206781.11666667
0159_AP39_21262_20120515_ST_E21	10388713	576210.527380952	1445.83333333333	9811056.63928572
0159_AP39_21264_20180816_ST_E21	8453217.99999999	455315.116666667	1521	7996381.88333333
0159_AP39_21276_20190316_ST	25136	1305.41666666667	3	23827.5833333334
0159_AP39_21277_20180817_ST_E21	9515983	511285.966666666	1467.66666666667	9003229.36666667
0159_AP39_21278_20180823_ST_E21	12416027	1167510.0547619	10447.8333333333	11238069.1119048
0159_AP39_21282_20180907_ST_E21	17068619	989176.383333333	10297.5833333333	16069145.0333333
0159_AP39_21284_20190102_ST_E21	13368780	763421.683333333	1541.5	12603816.8166667
0159_AP39_21287_20181015_ST_E21	9144745.99999999	440251.716666667	1205.66666666667	8703288.61666666
0159_AP39_21289_20190125_ST_E21	17461506	953472.966666667	2388.5	16505644.5333333
0159_AP39_21290_20181113_ST_E21	6785393	357523.987878788	4257	6423612.01212121
0159_AP39_21294_20181026_ST_E21	15994897	844573.978571429	5002.33333333333	15145320.6880952
0159_AP39_21295_20180811_ST_E21	23076371	1309219.77319625	3328.5	21763822.7268037
0159_AP39_21298_20181004_ST_E21	58351570	2819940.8952381	15475.5	55516153.6047619
0159_AP39_21301_20180706_ST_E21	41945891	2032391.76587302	10261	39903238.234127
0159_AP39_21302_20181004_ST_E21	11572410	620941.338888889	3496	10947972.6611111
0159_AP39_21303_20180522_ST_E21	8846138.99999999	453680.711111111	1586	8390872.28888888
0159_AP39_21307_20180730_ST_E21	8059772.00000001	355870.233333333	563	7703338.76666667
0159_AP39_21308_20180925_ST_E21	9234245	449862.161904762	1483.5	8782899.33809524
0159_AP39_21310_20180719_ST_E21	13052885	691808.620238094	1313.5	12359762.8797619
0159_AP39_21311_20180613_ST_E21	15275564	802579.168253968	7618.5	14465366.331746
0159_AP39_21314_20180719_ST_E21	18760936	940332.983333334	2662.5	17817940.5166667
0159_AP39_21316_20180604_ST_E21	12150255	638417.35	4686	11507151.65
0159_AP39_21317_20180801_ST_E21	12246643	648891.266666667	1405.5	11596346.2333333
0159_AP39_21318_20180613_ST_E21	8204044	412641.883333333	3971	7787431.11666666
0159_AP39_21321_20180731_ST_E21	11052140	632148.983333333	10914.6666666667	10409076.35
0159_AP39_21323_20180726_ST_E21	8849165.00000001	478521.533333333	1853.5	8368789.96666667
0159_AP39_21325_20180920_ST_E21	13458241	688296.302380953	2124	12767820.6976191
0159_AP39_21330_20190102_ST_E21	17843070	979842.666666666	2875	16860352.3333333
0159_AP39_21331_20190102_ST_E21	12914761	683536.016666667	2288.58333333333	12228936.4
0159_AP39_21333_20181113_ST_E21	11333137	632553.895238095	18887	10681696.1047619
0159_AP39_21334_20181120_ST_E21	7441756	393739.045238095	3586	7044430.9547619
0159_AP39_21336_20181130_ST_E21	7397808	393408.456349206	925.5	7003474.04365079
0159_AP39_21337_20181107_ST_E21	9510221	463957.35	3052.83333333333	9043210.81666667
0159_AP39_21339_20181113_ST_E21	7480122.00000001	383351.183333333	4098.5	7092672.31666667
0159_AP39_21341_20181113_ST_E21	4089455	270861.383333334	1971	3816622.61666667
0159_AP39_21346_20180823_ST_E21	4073934	237820.416666667	827.5	3835286.08333333
0159_AP39_21350_20180306_ST_E21	11179343	522462.933333333	2921.5	10653958.5666667
0159_AP39_21351_20180313_ST_E21	8166283.99999999	442772.377777778	5485	7718026.62222221
0159_AP39_21352_20180307_ST_E21	8488574	462870	824.333333333333	8024879.66666667
0159_AP39_21355_20180223_ST_E21	7107525	375897.133333333	5060	6726567.86666666
0159_AP39_21356_20180515_ST_E21	1403239	77686.3666666667	766	1324786.63333333
0159_AP39_21358_20180320_ST_E21	2238863	116267.466666667	1638.83333333333	2120956.7
0159_AP39_21359_20180323_ST_E21	5671904	337065.195238095	1341.5	5333497.3047619
0159_AP39_21361_20180308_ST_E21	6195301	354789.516666667	293.5	5840217.98333334
0159_AP39_21362_20180306_ST_E21	7782667	387386.066666667	791.5	7394489.43333333
0159_AP39_21363_20180308_ST_E21	4135068	244755.85	6293.5	3884018.65
0159_AP39_21364_20180504_ST_E21	6015921	333461.85	375.583333333333	5682083.56666667
0159_AP39_21365_20180226_ST_E21	8090997.00000001	447749.916666667	5818	7637429.08333334
0159_AP39_21366_20180409_ST_E21	3278685	175076.633333333	260.5	3103347.86666666
0159_AP39_21367_20180508_ST_E21	4731499	270137.483333334	875	4460486.51666667
0159_AP39_21368_20180504_ST_E21	14879083	768587.445238095	13474.3333333333	14097021.2214286
0159_AP39_21369_20180329_ST_E21	7244742	418442.111904762	577	6825722.88809524
0159_AP39_21371_20180409_ST_E21	14791542	743790.883333333	1793.5	14045957.6166667
0159_AP39_21372_20180327_ST_E21	6161143	310045.816666667	1304	5849793.18333333
0159_AP39_21375_20181004_ST_E21	4540222	240578.883333333	1009.5	4298633.61666666
0159_AP39_21377_20180525_ST_E21	9313986	470539.111904762	10961.5	8832485.38809524
0159_AP39_21379_20180515_ST_E21	3957561	226484.433333334	1718.5	3729358.06666667
0159_AP39_21380_20180330_ST_E21	3070016	151328.105555556	1673.5	2917014.39444444
0159_AP39_21382_20180515_ST_E21	10235893	548865.870238095	2052.5	9684974.6297619
0159_AP39_21383_20180515_ST_E21	4976151	247135.133333333	2427.66666666667	4726588.2
0159_AP39_21384_20180520_ST_E21	11677393	611859.951587301	5878	11059655.0484127
0159_AP39_21385_20180417_ST_E21	4060093	204091.033333333	881.833333333333	3855120.13333334
0159_AP39_21386_20180320_ST_E21	3708938	188999.477777778	317.5	3519621.02222222
0159_AP39_21387_20180503_ST_E21	9052778.00000001	471104.366666666	5387.83333333333	8576285.80000001
0159_AP39_21388_20180307_ST_E21	3576470	166928.933333333	3667	3405874.06666666
0159_AP39_21389_20180425_ST_E21	2734296	131870.566666667	246	2602179.43333333
0159_AP39_21392_20180504_ST_E21	5866533	325913.261904762	2888.5	5537731.23809524
0159_AP39_21393_20180418_ST_E21	11847469	636458.2	1500	11209510.8
0159_AP39_21395_20180504_ST_E21	8129271	405217.695238095	1591.5	7722461.80476191
0159_AP39_21401_20180607_ST_E21	3742350	181013.966666667	1193.5	3560142.53333334
0159_AP39_21402_20180611_ST_E21	1703926	80445.4666666667	285	1623195.53333333
0159_AP39_21403_20180907_ST_E21	1434601	83231.8499999999	383.5	1350985.65
0159_AP39_21406_20180531_ST_E21	2810909	162144.633333333	771	2647993.36666666
0159_AP39_21407_20180911_ST_E21	11743062	833460.272266622	4933.5	10904668.2277334
0159_AP39_21408_20180806_ST_E21	7942573	418743.080952381	4302.5	7519527.41904762
0159_AP39_21413_20180813_ST_E21	5424876	294004.366666667	2064.5	5128807.13333334
0159_AP39_21414_20180831_ST_E21	2495711	132287.933333333	923	2362500.06666667
0159_AP39_21418_20180831_ST	9449	459.166666666667	3	8986.83333333333
0159_AP39_21420_20180801_ST	9814.99999999999	592.333333333333	2	9220.66666666666
0159_AP39_21421_20180706_ST	2610	144.666666666667	0	2465.33333333334
0159_AP39_21422_20180823_ST	13384	811	0	12573
0159_AP39_21423_20181004_ST	76423	4221.91666666667	3	72198.0833333334
0159_AP39_21424_20180712_ST	651	32.5	0	618.5
0159_AP39_21425_20180925_ST	553	37.6666666666667	0	515.333333333333
0159_AP39_21426_20180801_ST	2052	115.5	0	1936.5
0159_AP39_21427_20180920_ST	2093	128.333333333333	0	1964.66666666666
0159_AP39_21430_20180723_ST	14901	965.75	0	13935.25
0159_AP39_21434_20180620_ST	5174.00000000001	325	2	4847.00000000001
0159_AP39_21435_20180531_ST	12281	707.666666666667	2	11571.3333333333
0159_AP39_21436_20180613_ST	945.999999999999	42.6666666666667	0	903.333333333333
0159_AP39_21437_20180911_ST	25557	1478.66666666667	3	24075.3333333333
0159_AP39_21438_20180807_ST	42189	2787.9	13	39388.1
0159_AP39_21439_20181003_ST	12398	740.416666666667	25	11632.5833333333
0159_AP39_21440_20180706_ST	4431	220.333333333333	0	4210.66666666667
0159_AP39_21443_20180927_ST	3118	183	1	2934
0159_AP39_21444_20180730_ST	3781	243.833333333333	0	3537.16666666666
0159_AP39_21446_20180706_ST	219	16	0	203
0159_AP39_21447_20180809_ST_E21	2810185	150144.719047619	921.75	2659118.53095238
0159_AP39_21448_20180809_ST	7303	376.416666666667	0	6926.58333333334
0159_AP39_21450_20180907_ST	204642	11271.45	39	193331.55
0159_AP39_21551_20180917_ST	98438	5413	14	93011
0159_AP39_21552_20180925_ST	41854	2322.06666666667	16	39515.9333333333
0159_AP39_21554_20181009_ST	4325517	212270.352380952	366	4112880.64761905
0159_AP39_21555_20181108_ST	30839	1702.25	13	29123.75
0159_AP39_21557_20181015_ST	408887	21065.8166666667	84	387737.183333333
0159_AP39_21600_20181107_ST	146896	7484	59	139353
0159_AP39_21661_20181102_ST	7565	422.066666666667	5	7137.93333333334
0159_AP39_21662_20180927_ST	6214	325.5	1	5887.5
0159_AP39_21685_20190116_ST	6714617	362396.416666667	1434.5	6350786.08333333
0159_AP39_21699_20180811_ST	1646577	122064.91547619	359.5	1524152.58452381
0159_AP39_21705_20181119_ST	63090	3243.75	3	59843.25
0159_AP39_21706_20190125_ST	42551	2350.16666666667	8	40192.8333333334
0159_AP39_21711_20181107_ST	8702	447.666666666667	2	8252.33333333333
0159_AQ11_10038_20171110_ST	269973	17375.5833333333	20.3333333333333	252577.083333333
0159_AQ11_10065_20180315_ST	8422571	524629.244444445	26072	7871869.75555556
0159_AQ11_10068_20180330_ST	4766225	281044.411904762	783	4484397.58809524
0159_AQ11_10121_20180922_ST	4517885	274676.589010989	794.5	4242413.91098901
0159_AQ11_10126_20181116_ST	14334084	705813.2	2673	13625597.8
0159_AQ11_10127_20181014_ST	4416637	286179.533333333	599.5	4129857.96666667
0159_AQ11_10129_20181025_ST	2407964	139304.116666667	866.5	2267793.38333333
0159_AQ11_10132_20181031_ST	2199214	121463.75	1708	2076042.25
0159_AQ11_10133_20181210_ST	3025892	164702.75	649	2860540.25
0159_AQ11_10134_20190208_ST	3776326	231090.916666667	1051.5	3544183.58333334
0159_AQ11_10135_20190122_ST	10679061	622547.261904762	46698	10009815.7380952
0159_AQ11_10150_20181221_ST	14250223	866004.408874459	3434.5	13380784.0911255
0159_AQ22_10401_20171013_ST	1586735	93507.6666666666	18	1493209.33333333
0159_AQ22_10402_20180123_ST	864732	52884.0333333333	86.5	811761.466666666
0159_AQ22_10403_20170906_ST	3252325	208114.652380952	2593	3041617.34761905
0159_AQ22_10404_20190511_ST	309159	17323.3333333333	6	291829.666666666
0159_AQ22_10405_20190522_ST	235811	14375.5666666667	15	221420.433333333
0159_AQ22_10408_20190725_ST	262588	14793.8333333333	7	247787.166666667
0159_AQ22_10409_20190506_ST	699518	41407.45	48	658062.55
0159_AQ22_10413_20190523_ST	731578.000000001	43964.1	21	687592.900000001
0159_AQ22_10415_20190605_ST	1983946	106295.878571429	270	1877380.12142857
0159_AQ22_10417_20190329_ST	1945801	105708.066666667	831.5	1839261.43333333
0159_AQ22_10420_20190823_ST	1904200	99281.4166666666	234.5	1804684.08333334
0159_AQ22_10421_20190914_ST	119953	7066.91666666667	8	112878.083333333
0159_AQ22_10422_20191101_ST	636578	37524.3333333333	73.5	598980.166666667
0159_AQ22_10423_20190826_ST	249922	16975.3333333333	5	232941.666666667
0159_AQ22_10426_20190802_ST	78858	4731.5	4	74122.5
0159_AQ22_10427_20190802_ST	132298	8295.75	7	123995.25
0159_AQ22_10428_20190912_ST	188041	11733.75	10	176297.25
0159_AQ22_10429_20190622_ST	141998	8309.66666666667	398	133290.333333333
0159_AQ22_10430_20191121_ST	401696	23859.0833333333	22	377814.916666667
0159_AQ22_10431_20190930_ST	62022.9999999999	3721.5	1	58300.4999999999
0159_AQ22_10432_20191013_ST	107885	6984.75	12	100888.25
0159_AQ22_10434_20191008_ST	113512	6537.58333333333	5	106969.416666667
0159_AQ22_10435_20191009_ST	1150998	58833.9833333333	32	1092132.01666667
0159_AQ22_10436_20191029_ST	121831	7213.23333333333	5	114612.766666667
0159_AQ22_10437_20191001_ST	225819	12846.8666666667	4	212968.133333333
0159_AQ22_10439_20190928_ST	50892	2852.33333333333	2	48037.6666666667
0159_AQ22_10441_20191101_ST	82773	5057.6	12	77703.4
0159_AQ22_10442_20191101_ST	782325	43337.5	475	738512.5
0159_AQ22_10443_20191029_ST	126350	8120.77272727273	5	118224.227272727
0159_AQ22_10445_20191107_ST	2784866	148692.7	217.5	2635955.8
0159_AQ22_10446_20191111_ST	116008	6691.9	3	109313.1
0159_AQ22_10448_20191125_ST	186988	10565.8333333333	11	176411.166666667
0159_AQ22_10449_20191027_ST	387237	24326.75	24	362886.25
0159_AQ22_10461_20191201_ST	40726	2509	19	38198
0159_AQ22_10464_20191127_ST	96344	5461.48333333333	11.5	90871.0166666667
0159_AQ22_10468_20200128_ST	59406	3736.83333333333	2	55667.1666666666
0159_AQ22_10470_20200103_ST	34951	2198.66666666667	0	32752.3333333333
0159_AQ29_10000_20170613_ST	2455544.00000001	132530.716666667	1084	2321929.28333334
0159_AQ29_10001_20170619_ST	2696702	158928.328571429	294.916666666667	2537478.7547619
0159_AQ29_10002_20170630_ST	805937.999999999	51262.2666666667	20	754655.733333333
0159_AQ29_10004_20170630_ST	1551105	100165.65	2185.5	1448753.85
0159_AQ29_10006_20170707_ST	41527	2521.08333333333	1	39004.9166666666
0159_AQ29_10008_20170712_ST	203988	12104.0833333333	3	191880.916666667
0159_AQ29_10009_20170727_ST	9	1	0	8
0159_AQ29_10011_20170731_ST	5789921	335800.5504329	1542.5	5452577.9495671
0159_AQ29_10012_20170725_ST	4745077	287512.681168831	908.033333333333	4456656.28549783
0159_AQ29_10014_20170828_ST	216023	13198.6166666667	117.083333333333	202707.3
0159_AQ29_10015_20170822_ST	1801025	100123.083333333	1375.25	1699526.66666667
0159_AQ29_10017_20170918_ST	3049024	151814.116666666	277.5	2896932.38333333
0159_AQ29_10020_20170913_ST	11615295	702246.76890332	1870	10911178.2310967
0159_AQ29_10021_20170912_ST	2306085	129787.35	6317	2169980.65
0159_AQ29_10022_20170920_ST	19485035	1172616.37243867	2871.75	18309546.8775613
0159_AQ29_10023_20170921_ST	5169943	271313.028571429	757.833333333333	4897872.13809523
0159_AQ29_10024_20170928_ST	139419	8867.41666666666	9	130542.583333333
0159_AQ29_10025_20171011_ST	790729	49448.0666666667	19	741261.933333333
0159_AQ29_10028_20171018_ST	8795921.99999999	510858.433333333	1258.5	8283805.06666666
0159_AQ29_10030_20171008_ST	180625	13376.1666666667	28	167220.833333333
0159_AQ29_10031_20171026_ST	3182899	178533.266666667	1334	3003031.73333333
0159_AQ29_10033_20171115_ST	270327	17279	1289	251759
0159_AQ29_10034_20171121_ST	523856	29125.15	484	494246.85
0159_AQ29_10035_20171107_ST	90485	5349.5	12	85123.5
0159_AQ29_10036_20171109_ST	308386	20497.25	301	287587.75
0159_AQ29_10037_20171116_ST	268737	15331.25	18.25	253387.5
0159_AQ29_10040_20171130_ST	10234405	587436.962337662	1371	9645597.03766234
0159_AQ29_10041_20171121_ST	5761568.99999999	295546.95	534	5465488.04999999
0159_AQ29_10042_20171130_ST	1329470	73202.75	16	1256251.25
0159_AQ29_10043_20171205_ST	3738907	188180.866666667	358.5	3550367.63333334
0159_AQ29_10044_20171212_ST	200209	13231.3333333333	9	186968.666666667
0159_AQ29_10046_20171214_ST	29347	1574.83333333333	1	27771.1666666667
0159_AQ29_10047_20180102_ST	1069681	57309.7	55	1012316.3
0159_AQ29_10048_20190328_ST	438605.999999999	24297.2166666667	80	414228.783333333
0159_AQ29_10050_20180111_ST	8766066.99999999	503735.828499278	19047.8333333333	8243283.33816738
0159_AQ29_10051_20180123_ST	9664884	556466.73968254	724.5	9107692.76031746
0159_AQ29_10057_20180226_ST	972935	57273.5	216	915445.5
0159_AQ29_10058_20180228_ST	8817963	474155.816666667	841	8342966.18333333
0159_AQ29_10060_20180211_ST	6385173.99999999	354058.816666667	844.5	6030270.68333333
0159_AQ29_10061_20180228_ST	9678476	490642.29047619	992.083333333333	9186841.62619047
0159_AQ29_10062_20180313_ST	9431682.99999999	506162.466666667	3415	8922105.53333332
0159_AQ29_10066_20180313_ST	3683656	186493.9	468	3496694.1
0159_AQ29_10070_20180328_ST	3736570	180099.966666667	184.5	3556285.53333334
0159_AQ29_10072_20180330_ST	1116795	70312.7333333333	57.5	1046424.76666667
0159_AQ29_10074_20180405_ST	855382	52195.5	31	803155.5
0159_AQ29_10076_20180501_ST	778823	47958.4166666666	59	730805.583333333
0159_AQ29_10077_20180415_ST	1491723	76954.0833333333	195.5	1414573.41666667
0159_AQ29_10078_20180508_ST	6193495.99999999	363397.583333333	2377.33333333333	5827721.08333332
0159_AQ29_10079_20180418_ST	3693277	196207.466666667	197.5	3496872.03333333
0159_AQ29_10081_20180424_ST	884385	47979.8	57	836348.2
0159_AQ29_10082_20180427_ST	534977	34729.5666666667	20	500227.433333333
0159_AQ29_10083_20180506_ST	1928048	113805.838888889	284	1813958.16111111
0159_AQ29_10084_20180505_ST	1009709	62710.7833333333	170.833333333333	946827.383333333
0159_AQ29_10088_20180605_ST	1019757	65211.8333333334	72	954473.166666667
0159_AQ29_10093_20180612_ST	1067344	63191.0833333333	29	1004123.91666667
0159_AQ29_10095_20180619_ST	672524	44142	65	628317
0159_AQ29_10096_20180613_ST	4611201	263629.411904762	1270.5	4346301.08809523
0159_AQ29_10097_20180616_ST	3931873.00000001	227935.869888445	1106	3702831.13011156
0159_AQ29_10101_20180627_ST	573174	36611.7333333334	18	536544.266666666
0159_AQ29_10102_20180706_ST	431411.000000001	30134.4166666667	183	401093.583333334
0159_AQ29_10103_20180714_ST	2316562	127510.116666667	281.5	2188770.38333333
0159_AQ29_10104_20180715_ST	1422306	73135.2666666666	368.5	1348802.23333333
0159_AQ29_10105_20180712_ST	3321364	184190.133333333	181.5	3136992.36666667
0159_AQ29_10108_20180725_ST	368743	22046.9166666667	14	346682.083333333
0159_AQ29_10111_20180816_ST	2677126	149402.733333333	556.5	2527166.76666666
0159_AQ29_10114_20180911_ST	297484	20893.7833333333	2820.5	273769.716666666
0159_AQ29_10116_20180903_ST	2227328	133680.933333333	298	2093349.06666666
0159_AQ29_10118_20180912_ST	798703	49375.3333333333	79	749248.666666667
0159_AQ29_10122_20180925_ST	3431289	190026.833333333	2516	3238746.16666667
0159_AQ29_10128_20181028_ST	523630	30431.9166666667	32	493166.083333333
0159_AQ29_10130_20181021_ST	2103337	129388.7	1619.5	1972328.8
0159_AQ29_10137_20190311_ST	3483531	200472.733333333	5892	3277166.26666666
0159_AQ29_10138_20190208_ST	247589	14391.5833333333	12	233185.416666666
0159_AQ29_10139_20190306_ST	698613.999999999	36820.7333333333	89	661704.266666666
0159_AQ29_10140_20190314_ST	268549	16706.8333333333	25	251817.166666666
0159_AQ29_10141_20190315_ST	489808	30460.1833333333	25	459322.816666667
0159_AQ29_10142_20190319_ST	1035122	65765.0666666667	105	969251.933333333
0159_AQ29_10143_20190417_ST	109649	7260.9	198.5	102189.6
0159_AQ29_10145_20190623_ST	3206108	186280.034523809	613.5	3019214.46547619
0159_AQ29_10146_20190621_ST	83959.0000000001	5645.5	4	78309.5000000001
0159_AQ29_10148_20190612_ST	421673	26753.0833333333	36	394883.916666666
0159_AQ29_10149_20190729_ST	181845	11418.5833333333	11	170415.416666667
0159_AQ29_10151_20190808_ST	301703	19698.45	40	281964.55
0159_AQ29_10152_20190819_ST	600810	38793.9	16	562000.1
0159_AQ29_10153_20190917_ST	533658	31599.3666666667	4	502054.633333333
0159_AQ29_10154_20190905_ST	515016.999999999	33751.5833333333	6	481259.416666666
0159_AS41_40000_20171201_ST	98245.9999999999	4687.5	16	93542.4999999999
0159_AS41_40001_20171122_ST	15007	883.333333333333	12	14111.6666666667
0159_AS41_40002_20171204_ST	318018	16747.6666666667	53	301217.333333333
0159_AS41_40003_20171129_ST	122222	6060.5	20.5	116141
0159_AS41_40005_20171202_ST	126439	6466.41666666667	80	119892.583333333
0159_AS41_40006_20171201_ST	373945	20091.75	600.5	353252.75
0159_AS41_40009_20171207_ST	18711	897.199999999999	7	17806.8
0159_AS41_40011_20180102_ST	240396	12232.6666666667	39	228124.333333333
0159_AS41_40015_20171215_ST	39477	2183.83333333333	9.5	37283.6666666667
0159_AS41_40055_20180716_ST	167641028	9957262.47380952	17035.5	157666730.02619
0159_AS41_40057_20180522_ST	5325260	252034.483333333	2144.5	5071081.01666666
0159_AS41_40058_20180625_ST	6821489	375718.661904762	813.75	6444956.58809524
