sample_id	total	protein_containing_complex	virion_component	cellular_anatomical_entity
0159_AB10_26295_20181017_ST	3925236.00000001	210940.7	678.5	3713616.80000001
0159_AB10_26296_20190103_ST	1059952	54830.2333333333	231	1004890.76666667
0159_AB10_26298_20181218_ST	1432885	74595.1833333333	710	1357579.81666667
0159_AB10_26303_20190125_ST	970690.999999999	49647.4833333333	94	920949.516666666
0159_AB10_26304_20190107_ST	891218.000000001	43290.0333333333	512	847415.966666667
0159_AB10_26326_20190318_ST	99009.0000000001	5831.4	286.5	92891.1000000001
0159_AB10_26341_20190102_ST	496105	27539.85	71	468494.15
0159_AB10_26346_20190107_ST	4149893	205880.583333333	457	3943555.41666667
0159_AB10_26348_20190115_ST	2093202	97131.7333333334	158	1995912.26666667
0159_AB10_26354_20190116_ST	95177	5518.33333333333	17.5	89641.1666666666
0159_AB10_26355_20190211_ST	2912406	155216.433333333	1130	2756059.56666666
0159_AB10_26358_20190206_ST	652509.000000001	32711.7166666667	72.5	619724.783333334
0159_AB10_26364_20190311_ST	1106363	55577.8333333333	170	1050615.16666667
0159_AB10_26379_20190116_ST	228613	15363.3	434	212815.7
0159_AB10_26380_20190313_ST	2218998.99999999	128477.681493506	274.5	2090246.81850649
0159_AB10_26381_20190424_ST	522634	28481.6666666667	185.5	493966.833333333
0159_AB10_26390_20190116_ST	7222405	382729.116666667	3172.5	6836503.38333333
0159_AB10_26400_20190109_ST	688497	32938.4833333333	72	655486.516666667
0159_AB10_26402_20190125_ST	51653	2700.25	13	48939.75
0159_AB10_26406_20190116_ST	1632519	86981.1166666667	1017.66666666667	1544520.21666667
0159_AB10_26420_20190311_ST	1448023	80553.9	291	1367178.1
0159_AB10_26424_20190227_ST	582668.999999999	29510.7666666667	106	553052.233333333
0159_AB10_26454_20190330_ST	754554.000000001	41258.3285714286	110	713185.671428572
0159_AB10_26460_20190429_ST	344552	15361.8	42.5	329147.7
0159_AB10_26500_20190513_ST	378621	19874.9166666667	129.5	358616.583333333
0159_AB10_26503_20190502_ST	528606	29106.2833333333	48	499451.716666667
0159_AB10_26504_20190520_ST	2849624	148384	559.5	2700680.5
0159_AB10_26613_20200804_ST	4017153	217342.683333333	939	3798871.31666667
0159_AB10_26721_20201210_ST	1142654	65475.9333333334	107.5	1077070.56666667
0159_AB10_26735_20210107_ST	4674783	260286.183333334	902.5	4413594.31666667
0159_AB10_26739_20201029_ST	5322209	292067.133333333	512	5029629.86666667
0159_AB10_26740_20200927_ST	7245696	373953.928571428	1109.16666666667	6870632.9047619
0159_AB10_26742_20200826_ST	4012785	198118.933333333	215	3814451.06666666
0159_AB10_26745_20201112_ST	6996867	386912.269047619	1408.66666666667	6608546.06428571
0159_AB10_26746_20210311_ST	7979368	416604.833333333	4903	7557860.16666667
0159_AB10_26748_20201110_ST	6871908	344627.25	622	6526658.75
0159_AB10_26756_20201027_ST	5407572	286928.416666667	905.5	5119738.08333333
0159_AB10_26760_20200925_ST	8086137	437820.2	1506	7646810.8
0159_AB10_26762_20200915_ST	4062232	265437.552380952	1258	3795536.44761904
0159_AB10_26764_20201024_ST	7742251	449260.6	1618.5	7291371.9
0159_AB10_26768_20200809_ST	6556792.00000001	345001.516666667	1351	6210439.48333334
0159_AB10_26778_20210112_ST	7417660.00000001	419847.177777778	3778.5	6994034.32222223
0159_AB10_26786_20210216_ST	6199253	345506.05	1292	5852454.95
0159_AB10_26805_20210211_ST	9009813	521049.611904762	1810.5	8486952.88809524
0159_AB10_26814_20210228_ST	4340371	233892.466666667	756.5	4105722.03333334
0159_AB10_30009_20190408_ST	2247649	126134.722222222	536.833333333333	2120977.44444444
0159_AB10_30135_20181217_ST	1001224	51788.4293650794	139.5	949296.070634921
0159_AB10_30154_20181102_ST	2325289	121278.15	525	2203485.85
0159_AB18_100015_20190205_ST	4335856	228043.783333333	972.833333333333	4106839.38333333
0159_AB18_100031_2019062_ST	8243681	490309.907142857	2084	7751287.09285714
0159_AB18_100660_20190502_ST	2747416	136407.55	460	2610548.45
0159_AB18_100724_20190318_ST	2397433	115944.9	879	2280609.1
0159_AB18_100772_20190909_ST	3320089	165232.866666667	462	3154394.13333333
0159_AB18_100782_20190724_ST	2706793	123743.466666667	148.5	2582901.03333333
0159_AB18_100802_20190911_ST	3153874	162148.216666667	563	2991162.78333334
0159_AB18_100826_20190405_ST	4562048	254904.383333333	598	4306545.61666666
0159_AB18_100835_20190130_ST	9595404.00000001	488593.916666667	670.5	9106139.58333334
0159_AB18_100901_20190301_ST	3222286	178721.383333333	377	3043187.61666667
0159_AB18_100983_20190227_ST	7522512	422056.7	2764.5	7097690.8
0159_AB18_101080_20190909_ST	1827461	94591.9666666667	264.5	1732604.53333333
0159_AB18_101695_20191018_ST	979133.000000001	52074.9166666667	338	926720.083333334
0159_AB18_101736_20191009_ST	312605	16534.7333333333	420	295650.266666666
0159_AB18_102734_20190123_ST	7544313	395382.1	373.5	7148557.4
0159_AB18_102750_20191024_ST	1119710	57064.4	169.5	1062476.1
0159_AB18_102958_20200826_ST	6621302	346476.95	647.666666666667	6274177.38333333
0159_AB18_103302_2019060_ST	4144576.00000001	213645.178571429	631.5	3930299.32142858
0159_AB18_103908_20190628_ST	3253813	159915.666666667	642	3093255.33333334
0159_AB18_105120_20191018_ST	1599829	84507	199	1515123
0159_AB18_105395_20190806_ST	2589034	145546.2	258.5	2443229.3
0159_AB18_106054_20190207_ST	6452384.99999999	324094.816666667	1789.5	6126500.68333333
0159_AB18_106508_20190812_ST	5212044	287801.783333333	2723	4921519.21666667
0159_AB18_106720_20190226_ST	5298117	277131.511111111	1881.5	5019103.98888889
0159_AB18_26227_20190319_ST	5157019	279773.75	3325.33333333333	4873919.91666667
0159_AB18_26327_20190627_ST	5026805.99999999	287564.717388167	668	4738573.28261183
0159_AB18_26332_20190211_ST	4623604	243199.544444445	2316.5	4378087.95555555
0159_AB18_26337_20190206_ST	2905612	154732.133333333	421.5	2750458.36666667
0159_AB18_26347_20190211_ST	11981344	637105.552380953	2746.5	11341491.947619
0159_AB18_26367_20190211_ST	4522125	237852.016666667	655.5	4283617.48333333
0159_AB18_26387_20190207_ST	3291701	162896.647619048	342.166666666667	3128462.18571428
0159_AB18_26396_20190529_ST	7181879	378199.830952381	1178.5	6802500.66904761
0159_AB18_26403_20190305_ST	309209	22196.85	63	286949.15
0159_AB18_26407_20190125_ST	8398960.99999999	401931.733333333	2218	7994811.26666666
0159_AB18_26410_20190215_ST	7157144	389767.233333333	2628	6764748.76666667
0159_AB18_26415_20190218_ST	5462225	302042.833333333	879.5	5159302.66666667
0159_AB18_26416_20190419_ST	2574296	136570.816666667	500	2437225.18333333
0159_AB18_26417_20190218_ST	7201868	392564.85	2050	6807253.15
0159_AB18_26423_20190311_ST	2843851	159128.683333333	484	2684238.31666667
0159_AB18_26425_20190206_ST	5558989	285847.6	982	5272159.4
0159_AB18_26426_20190328_ST	7492261	365937.444444444	832.5	7125491.05555556
0159_AB18_26428_20190409_ST	2688319	149194.483333333	997	2538127.51666667
0159_AB18_26429_20190327_ST	855407	48198.8666666667	177	807031.133333334
0159_AB18_26433_20190318_ST	7493914.00000001	428135.838095238	16869.5	7048908.66190477
0159_AB18_26436_20191018_ST	1162795	63246.45	108.5	1099440.05
0159_AB18_26442_20190220_ST	3434823	184820.25	467	3249535.75
0159_AB18_26444_20190227_ST	7110482.99999999	371345.833333333	1253.5	6737883.66666666
0159_AB18_26446_20190227_ST	4883069	221380.716666667	448	4661240.28333334
0159_AB18_26450_20190306_ST	3763202	263295.216666667	1947.5	3497959.28333334
0159_AB18_26453_20190218_ST	5264094	285504.916666667	5555.5	4973033.58333333
0159_AB18_26455_20190227_ST	12186990	645144.99047619	3344	11538501.0095238
0159_AB18_26457_20190318_ST	10527869	639980.45	2523.33333333333	9885365.21666667
0159_AB18_26458_20190312_ST	3015695	158023.361111111	422	2857249.63888889
0159_AB18_2646_20190328_ST	1749484	91055.4166666667	1199	1657229.58333333
0159_AB18_26463_20190528_ST	6235093	357613.05	1534.5	5875945.45
0159_AB18_26464_20190916_ST	2157065	122468.033333333	780.5	2033816.46666667
0159_AB18_26471_20190911_ST	1192753	65128.5666666667	107.5	1127516.93333333
0159_AB18_26476_20190924_ST	1975859	109725.466666667	4343.5	1861790.03333333
0159_AB18_26484_20191018_ST	2548030	136844.95	484	2410701.05
0159_AB18_26491_20190502_ST	3502218	169928.366666667	35958.5	3296331.13333333
0159_AB18_26494_20190507_ST	487974	24267.4166666667	453.5	463253.083333333
0159_AB18_26497_20190718_ST	5949329	289853.982539683	38026	5621449.01746032
0159_AB18_26501_20190507_ST	9224922	520005.39047619	1792.5	8703124.10952381
0159_AB18_26507_20190724_ST	3784499	194573.316666667	2979	3586946.68333333
0159_AB18_26520_20200917_ST	5430493.99999999	289885.4	884	5139724.59999999
0159_AB18_26541_20190911_ST	3143565	167928.561111111	764	2974872.43888889
0159_AB18_26547_20190821_ST	1915230	109170.45	609	1805450.55
0159_AB18_26552_20201105_ST	8596488.00000001	432842.361111111	2030.83333333333	8161614.80555556
0159_AB18_26560_20191009_ST	6266813	317887.8	1519	5947406.2
0159_AB18_26592_20191024_ST	2017574	101055.683333333	130.5	1916387.81666667
0159_AB18_26625_20191024_ST	2446979	136623.233333333	736.333333333333	2309619.43333333
0159_AB18_26633_20191009_ST	3402772	178174.716666667	2939	3221658.28333334
0159_AB18_26636_20191029_ST	943180	48122.45	137	894920.55
0159_AB18_26637_20200411_ST	3844669	211309.516666667	16318.8333333333	3617040.65
0159_AB18_26640_20200517_ST	11462198	590825.266666666	2243.5	10869129.2333333
0159_AB18_26642_20200320_ST	6270987	359860.533333334	2301.33333333333	5908825.13333333
0159_AB18_26644_20200419_ST	8451857	449514.35	14654	7987688.65
0159_AB18_26645_20200422_ST	5704885.99999999	300458.116666667	654	5403773.88333333
0159_AB18_26646_20200815_ST	6749335	341366.766666667	1551.5	6406416.73333333
0159_AB18_26647_20210115_ST	7312862.99999999	375782.233333333	968	6936112.76666666
0159_AB18_26649_20200730_ST	7938049	383359.461688311	412.5	7554277.03831169
0159_AB18_26649_20201122_ST	370027	27423.1761904762	146	342457.823809524
0159_AB18_26650_20210105_ST	4270954	228015.033333333	651.5	4042287.46666666
0159_AB18_26663_20200725_ST	6430810	325225.166666667	914.5	6104670.33333333
0159_AB18_26664_20200731_ST	8647918	461631.3	975.833333333333	8185310.86666667
0159_AB18_26665_20200817_ST	7188206	385698.35	10138.5	6792369.15
0159_AB18_26678_20200321_ST	7491374	412116.116666667	2356	7076901.88333333
0159_AB18_26680_20200909_ST	4723091	288970.473809524	156	4433964.52619048
0159_AB18_26686_20201114_ST	5076859	288432.133333333	2080	4786346.86666667
0159_AB18_26687_20200922_ST	8938402.99999999	478355.280952381	2046	8458001.71904761
0159_AB18_26688_20201108_ST	4592322.99999999	244844.695238095	728.5	4346749.8047619
0159_AB18_26691_20200831_ST	6961610	324560.866666667	2140	6634909.13333333
0159_AB18_26692_20200820_ST	11318806	686406.816666667	9980	10622419.1833333
0159_AB18_26696_20200819_ST	4769136	298544.766666667	246.75	4470344.48333333
0159_AB18_26703_20200728_ST	8099418	450965.288095238	1442.5	7647010.21190476
0159_AB18_26705_20191018_ST	6267873	352222.683333333	1476.5	5914173.81666667
0159_AB18_26710_20201214_ST	2203555	131576.416666667	712	2071266.58333334
0159_AB18_26712_20200926_ST	6442071	388066.7	5034	6048970.3
0159_AB18_26714_20201224_ST	6963717	373645.283333333	880.5	6589191.21666667
0159_AB18_26715_20210225_ST	5250261	282274.876190476	517.5	4967468.62380952
0159_AB18_26716_20200820_ST	6129283	325220.683333333	1635	5802427.31666666
0159_AB18_26717_20201005_ST	7291645	446470.266666667	1873.5	6843301.23333334
0159_AB18_26717_20201211_ST	7499668.00000001	429546.911111111	2230.5	7067890.5888889
0159_AB18_26718_20200909_ST	6392962	357088.683333333	2630.33333333333	6033242.98333334
0159_AB18_26720_20210217_ST	5648673	308300.416666667	744.5	5339628.08333333
0159_AB18_26722_20201204_ST	5369834.00000001	277245.25	1344	5091244.75000001
0159_AB18_26723_20201110_ST	5945421.99999999	304572.7	682.5	5640166.79999999
0159_AB18_26725_20201214_ST	4471501.00000001	253104.25	687	4217709.75000001
0159_AB18_26728_20201124_ST	5011613	269184.702380952	1069.5	4741358.79761905
0159_AB18_26733_20210131_ST	4782291	273278.011111111	1117	4507895.98888889
0159_AB18_26737_20200831_ST	8459653.00000001	427191.995238095	937.5	8031523.50476191
0159_AB18_26741_20201114_ST	6186908.99999999	314551.975	863.5	5871493.52499999
0159_AB18_26743_20201030_ST	6854581	355546.05	498	6498536.95
0159_AB18_26750_20201118_ST	5012890	283105.15	395	4729389.85
0159_AB18_26752_20200508_ST	8908856.99999999	454335.05	1037.5	8453484.44999999
0159_AB18_26754_20201209_ST	8268473	450729.2	5193	7812550.8
0159_AB18_26755_20201020_ST	6669450	346366.266666667	1638.16666666667	6321445.56666667
0159_AB18_26761_20201025_ST	4483699	248641.283333333	1916.5	4233141.21666667
0159_AB18_26765_20200916_ST	4465155	265251.377777778	807.5	4199096.12222222
0159_AB18_26767_20200812_ST	4952969	281380.883333333	823.5	4670764.61666667
0159_AB18_26769_20200814_ST	10211347	571582.666666666	24277.5	9615486.83333334
0159_AB18_26774_20210205_ST	4466444	205020.55	3430	4257993.45
0159_AB18_26776_20210113_ST	5729126	323867.733333333	506.5	5404751.76666667
0159_AB18_26784_20201230_ST	6615803.00000001	354944.75	1077	6259781.25000001
0159_AB18_26785_20210206_ST	3900895	210860.733333333	854.5	3689179.76666667
0159_AB18_26792_20210219_ST	8052339	446886.627777778	1738.5	7603713.87222222
0159_AB18_26815_20201210_ST	3675739	197443.15	697.5	3477598.35
0159_AB18_26819_20210307_ST	3232306	174098.516666667	768	3057439.48333333
0159_AB18_26823_20201001_ST	7665187	405907.483333333	2136.5	7257143.01666667
0159_AB18_26823_20210214_ST	8430180.00000001	469060.433333333	2661.5	7958458.06666668
0159_AB18_26824_20201203_ST	9073064	512354.011904762	931.5	8559778.48809524
0159_AB18_26825_20210211_ST	4460863	287725.938888889	1639	4171498.06111111
0159_AB18_26828_20210129_ST	7835159	421967.895238095	1412.5	7411778.60476191
0159_AB18_26829_20210204_ST	9254509	484616.535714286	1800.5	8768091.96428572
0159_AB18_26832_20201028_ST	9438237.99999999	543441.8	3029.5	8891766.69999999
0159_AB18_26832_20210112_ST	1023234	57732.7	60.5	965440.8
0159_AB18_30120_20190320_ST	3553390	186961.383333333	932.5	3365496.11666667
0159_AB18_30304_20191002_ST	1794421	105180.05	1600	1687640.95
0159_AB18_30364_20190723_ST	2999342	142355.483333333	438.5	2856548.01666667
0159_AB18_30835_20201101_ST	7185488	351342.983333333	11633.5	6822511.51666667
0159_AB18_30941_20200915_ST	6859964	366033.266666667	594	6493336.73333334
0159_AC15_76009_20201211_ST	4551486	234903.716666667	4215	4312367.28333333
0159_AC15_76039_20201015_ST	3910051	222165.67979798	683.5	3687201.82020202
0159_AC15_76048_20201027_ST	3064154	168450.995238095	391.5	2895311.50476191
0159_AF13_79000_20190102_ST	114969	6117	1885	106967
0159_AF13_79000_20190220_ST	246359	13287.4777777778	2229	230842.522222223
0159_AF13_79001_20181127_ST	101228	4962.06666666667	10	96255.9333333334
0159_AF13_79001_20190220_ST	12818	662.333333333333	2	12153.6666666667
0159_AF13_79003_20181213_ST	66490	4008.88333333333	20	62461.1166666667
0159_AF13_79004_20181217_ST	66714.0000000001	3299.25	21	63393.7500000001
0159_AF13_79004_20190322_ST	32343	1640	9	30694
0159_AG26_66000_20171207_ST	188803	9769.88333333333	20	179013.116666666
0159_AG26_66001_20171220_ST	2	0	0	2
0159_AH05_15000_20171130_ST	5973013.99999999	306708.061111111	1183	5665122.93888888
0159_AH05_15001_20171211_ST	3114308	160658.05	329.5	2953320.45
0159_AH05_15003_20171207_ST	220698	12316.9	30	208351.1
0159_AH05_15004_20171209_ST	4022756.00000001	204718.35	317.5	3817720.15000001
0159_AJ09_750002_20190916_ST	2028333	103599.8	751	1923982.2
0159_AJ09_750004_20190922_ST	1848654	100157.816666667	464.5	1748031.68333333
0159_AJ09_750005_20190925_ST	1492400	78556.4999999999	577.5	1413266
0159_AJ09_750012_20190215_ST	2365807	138612.95	235	2226959.05
0159_AJ09_750014_20191031_ST	2135881	105840.9	190.5	2029849.6
0159_AJ09_750016_20191104_ST	578564	33320.2333333333	63	545180.766666666
0159_AJ09_750020_20190502_ST	9506	562.866666666667	70.5	8872.63333333334
0159_AJ09_750026_20191016_ST	1619998	91715.3666666667	206.5	1528076.13333333
0159_AJ09_750027_20191001_ST	1825376	96484.7333333333	1085.33333333333	1727805.93333333
0159_AJ09_750030_20190922_ST	1159288	61586.4	661.5	1097040.1
0159_AJ09_750032_20191127_ST	341292	19462.3333333333	126.5	321703.166666666
0159_AJ09_750035_20191010_ST	921557.000000001	46111.25	176	875269.750000001
0159_AJ09_750037_20191118_ST	317361	16797.75	31	300532.25
0159_AJ09_750038_20191031_ST	2035693	107949.1	10188	1917555.9
0159_AJ09_750041_20190718_ST	3661978	203925.633333333	1794	3456258.36666667
0159_AJ09_750041_20191126_ST	1770556	97316.2833333334	420.5	1672819.21666667
0159_AJ09_750044_20190805_ST	2271072	128455.116666667	3920.5	2138696.38333334
0159_AJ09_750044_20191116_ST	1551638	85570.4833333333	208.5	1465859.01666667
0159_AJ09_750049_20191008_ST	2379277	138145.683333333	351.333333333333	2240779.98333333
0159_AJ09_750050_20190815_ST	1914955	103419.994444444	366	1811169.00555555
0159_AJ09_750052_20190916_ST	4308106	257551.211111111	993	4049561.78888889
0159_AJ09_750053_20190928_ST	627480	40372.7333333333	193	586914.266666666
0159_AJ09_750054_20191020_ST	2742652	143251.683333333	594.5	2598805.81666667
0159_AJ09_750055_20191025_ST	443851	24498.05	110	419242.95
0159_AJ09_750060_20191112_ST	981649	48201.5	212	933235.5
0159_AJ09_750067_20191202_ST	229315	12063	38.5	217213.5
0159_AJ09_760026_20191009_ST	397619	31001.8	115	366502.2
0159_AJ09_760027_20191017_ST	37364	2074.26666666667	25.5	35264.2333333333
0159_AJ09_760030_20190822_ST	2264713	119961.216666667	430.166666666667	2144321.61666667
0159_AJ09_760032_20191126_ST	96906	6376.86666666667	80	90449.1333333333
0159_AJ09_760035_20191205_ST	77569.9999999999	6940.8	2	70627.1999999999
0159_AJ09_760049_20191008_ST	1575962	84787.2	241.5	1490933.3
0159_AK37_71000_20180131_ST	4653317.00000001	236955.4	586	4415775.60000001
0159_AK37_71001_20180227_ST	2473779	131867.477777778	536.5	2341375.02222222
0159_AK37_71002_20180215_ST	2298681.00000001	127025.770995671	485.5	2171169.72900433
0159_AK37_71005_20180413_ST	2164658	126734.6	1927.5	2035995.9
0159_AK37_71010_20180324_ST	9247369	441377.7	732.5	8805258.8
0159_AK37_71011_20180526_ST	4967838	249316.216666667	617.5	4717904.28333334
0159_AK37_71012_20180504_ST	1384613	73573.5166666666	260.5	1310778.98333333
0159_AK37_71022_20180922_ST	3394142	152488.716666667	247	3241406.28333333
0159_AK37_71023_20180813_ST	17982284	934658.85	12644.6666666667	17034980.4833333
0159_AK37_71024_20181010_ST	17179762	895324.2	3996	16280441.8
0159_AK37_71025_20181010_ST	1281993	71396	263	1210334
0159_AK37_71026_20180902_ST	1039966	57795.2378787879	2527	979643.762121212
0159_AK37_71027_00/00/00_ST	3445045	174010.983333333	1256	3269778.01666666
0159_AK37_71028_20180917_ST	2823765	147273.35	4461.5	2672030.15
0159_AK37_71029_20180917_ST	4173932	207818.983333333	4119	3961994.01666667
0159_AK37_71030_20181005_ST	2108098	108669.378571429	194	1999234.62142857
0159_AK37_71031_20180929_ST	18190337	949018.554761904	2691	17238627.4452381
0159_AK37_71032_20180824_ST	3175406	173496.664718615	1480.5	3000428.83528139
0159_AK37_71033_20180815_ST	4236742	207808.266666667	2715.5	4026218.23333334
0159_AK37_71037_20181003_ST	1406536	74976.75	343.5	1331215.75
0159_AK37_71038_20181007_ST	2353056	146534.1	2244.5	2204277.4
0159_AK37_71039_20181023_ST	1815110	94209.2333333333	503.5	1720397.26666667
0159_AK37_71040_20181106_ST	1681784	102902.533333333	988.5	1577892.96666667
0159_AK37_71041_20181122_ST	1315430	78280.95	350.5	1236798.55
0159_AK37_71047_20190117_ST	1774048	99679.4944444445	370.5	1673998.00555555
0159_AK37_71048_20190125_ST	17169619	1002473.35555555	17848.8333333333	16149296.8111111
0159_AK37_71050_20190313_ST	22476650	1209583.89404762	3798.5	21263267.6059524
0159_AK37_71051_20190224_ST	29488025	1720173.83708513	7190	27760661.1629149
0159_AK37_71052_20190226_ST	17359085	885186.138095239	1694	16472204.8619048
0159_AK37_71053_20190325_ST	4666259	256251.433333333	801.5	4409206.06666667
0159_AK37_71054_20190305_ST	30472858	1759351.53333333	6080.5	28707425.9666667
0159_AK37_71056_20190611_ST	5606526.99999999	296738.133333333	1073	5308715.86666666
0159_AK37_71057_20190430_ST	13743463	774592.933333333	2194	12966676.0666667
0159_AK37_71062_20190607_ST	46524471	2796333.83333333	4721.5	43723415.6666667
0159_AK37_71064_20190705_ST	989348	56319.15	447	932581.85
0159_AK37_71065_20190705_ST	10997727	665619.133333333	810.833333333333	10331297.0333333
0159_AK37_71066_20190709_ST	14439076	819289.683333333	3710.5	13616075.8166667
0159_AK37_71067_20190831_ST	2826772.00000001	151303.216666667	187	2675281.78333334
0159_AK37_71069_20190718_ST	1128552	64736.2666666667	380	1063435.73333333
0159_AK37_71070_20190824_ST	981916.999999999	52431.6666666667	110.5	929374.833333333
0159_AK37_71072_20191003_ST	11703706	638778.875000001	5538.5	11059388.625
0159_AK37_71073_20200105_ST	1770877	102140.133333333	527.5	1668209.36666667
0159_AK37_71075_20200119_ST	174097	8821.83333333334	10	165265.166666667
0159_AN08_59000_20171012_ST	2050355	114402.466666667	3985	1931967.53333333
0159_AN08_59001_20171018_ST	2047422	102042.933333333	240	1945139.06666666
0159_AN08_59002_20171024_ST	343936	17291.3166666667	39	326605.683333334
0159_AN08_59004_20171116_ST	445729	24703.2333333333	242.5	420783.266666667
0159_AN08_59005_20171121_ST	325550	17502.4166666667	36	308011.583333334
0159_AN08_59006_20171127_ST	330217	16489.8333333333	121.5	313605.666666667
0159_AN08_59007_20180102_ST	125477	6455.83333333333	9	119012.166666667
0159_AN08_59008_20171127_ST	642565	35304.4666666667	765.5	606495.033333333
0159_AN08_59012_20180123_ST	668903	35353.8666666667	494.833333333333	633054.3
0159_AN08_59013_20180205_ST	280520	16420.9027777778	73.5	264025.597222222
0159_AN08_59015_20180205_ST	2578	191.083333333333	25	2361.91666666667
0159_AN08_59016_20180410_ST	238558	12064.5833333333	69.5	226423.916666666
0159_AN08_59017_20180313_ST	468258	25736.3703463203	192.333333333333	442329.296320346
0159_AN08_59018_20180329_ST	128819	6791.25	381	121646.75
0159_AN08_59019_20180314_ST	547907.000000001	29452.7166666667	54	518400.283333334
0159_AN08_59020_20180815_ST	834347	43358.85	252.5	790735.65
0159_AN08_59022_20180323_ST	171454	8992.41666666666	30	162431.583333333
0159_AN08_59024_20180515_ST	126206	6820.81111111111	30	119355.188888889
0159_AN08_59025_20180515_ST	111008	5977.38333333333	46	104984.616666667
0159_AN08_59028_20180410_ST	61896	2832.83333333333	28	59035.1666666667
0159_AN08_59029_20180525_ST	85648	4467.83333333333	11.5	81168.6666666667
0159_AN08_59036_20180806_ST	374806	21502.6666666667	100	353203.333333334
0159_AN08_59037_20180806_ST	246741	13431.9166666667	20	233289.083333333
0159_AN08_59040_20180827_ST	312580	17081.5333333333	66.5	295431.966666667
0159_AN08_59042_20190102_ST	180383	9710.75	17	170655.25
0159_AN08_59043_20181017_ST	73991	3147.66666666667	17	70826.3333333333
0159_AN08_59046_20181107_ST	296779	15936.5666666667	112	280730.433333333
0159_AN08_59054_20190320_ST	59481.0000000001	3125	10	56346.0000000001
0159_AN08_59058_20190320_ST	76686	3715	54.5	72916.5
0159_AN38_59010_20180102_ST	1630677	87683.8	251	1542742.2
0159_AN38_59011_20171127_ST	825772	44309.5833333333	342.5	781119.916666667
0159_AN38_59030_20180605_ST	71003	3281.83333333333	5	67716.1666666667
0159_AN38_59031_20180806_ST	463459	23130.9888888889	81.5	440246.511111111
0159_AN38_59034_20180724_ST	344141	17765.75	38	326337.25
0159_AN38_59044_20181004_ST	65690	3157.25	5	62527.75
0159_AN38_59047_20181017_ST	638389	33698.3166666667	219	604471.683333333
0159_AN38_59050_20181119_ST	1182602	63861.5166666667	208	1118532.48333333
0159_AN38_59052_20190117_ST	86301.9999999999	4716.83333333333	25	81560.1666666666
0159_AN38_59055_20190227_ST	192400	11481.1833333333	32	180886.816666667
0159_AP39_21002_20171217_ST	66975.0000000001	3450.66666666667	11	63513.3333333334
0159_AP39_21006_20171202_ST	343234	20859.9333333333	27	322347.066666667
0159_AP39_21009_20171107_ST	2933449	176006.366666667	145	2757297.63333334
0159_AP39_21010_20171118_ST	1568108	84586.4333333333	140	1483381.56666667
0159_AP39_21011_20171025_ST	250470	15269.6	141	235059.4
0159_AP39_21014_20171107_ST	1495923	75643.5666666666	3557	1416722.43333333
0159_AP39_21016_20171117_ST	260604	14823.5666666667	67	245713.433333334
0159_AP39_21017_20171111_ST	79869	4232.58333333333	19	75617.4166666667
0159_AP39_21019_20171025_ST	479246	23746	164	455336
0159_AP39_21020_20171127_ST	2929665	148488.352380952	526	2780650.64761904
0159_AP39_21021_20171021_ST	5271360	289391.057142857	507.5	4981461.44285714
0159_AP39_21024_20171126_ST	2575	116.666666666667	0	2458.33333333334
0159_AP39_21026_20171017_ST	141955	8789.5	48	133117.5
0159_AP39_21027_20171120_ST	1445714	70532.3166666667	94.5	1375087.18333333
0159_AP39_21031_20171208_ST	229877	11379.1333333333	37	218460.866666667
0159_AP39_21032_20171214_ST	3860364	196883.577777778	561	3662919.42222222
0159_AP39_21033_20171106_ST	1491336	74458.7666666666	245.5	1416631.73333333
0159_AP39_21034_20171102_ST	583626.000000001	26723.05	1128.5	555774.450000001
0159_AP39_21035_20171026_ST	80169	4037.63333333333	45.5	76085.8666666667
0159_AP39_21037_20171123_ST	970983	45291.5333333333	78	925613.466666667
0159_AP39_21038_20171212_ST	2449	129.5	0	2319.5
0159_AP39_21039_20171025_ST	214441	11905.4	89	202446.6
0159_AP39_21040_20171006_ST	1372572	84278.5666666666	1194.5	1287098.93333333
0159_AP39_21041_20171002_ST	721772	39654.2	550	681567.8
0159_AP39_21042_20171130_ST	4199767	217705.066666667	10961.5	3971100.43333333
0159_AP39_21043_20171031_ST	138655	6800.83333333333	31	131823.166666667
0159_AP39_21044_20180525_ST	327727	17965.4142857143	62	309699.585714286
0159_AP39_21045_20171020_ST	77719.0000000001	3980.58333333333	12	73726.4166666667
0159_AP39_21046_20171002_ST	28962	1582.33333333333	16	27363.6666666667
0159_AP39_21047_20171127_ST	71874	3602.66666666667	10	68261.3333333334
0159_AP39_21048_20180418_ST	45552	2765.25	135	42651.75
0159_AP39_21049_20171023_ST	637346	30587.1666666667	61.5	606697.333333333
0159_AP39_21051_20180109_ST	4202237.00000001	237732.716666667	2157.5	3962346.78333334
0159_AP39_21052_20180510_ST	11664399	674873.321428571	780	10988745.6785714
0159_AP39_21053_20180126_ST	4605186.99999999	266909.1	360	4337917.89999999
0159_AP39_21055_20180607_ST	4508894	243179.8	243	4265471.2
0159_AP39_21056_20180125_ST	13645650	713024.188095238	918	12931707.8119048
0159_AP39_21057_20180521_ST	11914729	678022.178571428	2272	11234434.8214286
0159_AP39_21059_20171128_ST	146287	9289.88333333333	61	136936.116666667
0159_AP39_21061_20180816_ST	12406035	658525.552380952	1800	11745709.447619
0159_AP39_21062_20180306_ST	8785256.99999999	496772.126623377	492.5	8287992.37337662
