Sample ID,Shannon,Simpson,Evenness,SimpsonsRecip,Tail,DiscTaxa
591U_03_V3V5,2.83058834872924,0.898147541564127,0.59764986192434,9.81812334583563,12.732364534215,114
593U_07_V1V3,2.82709321163508,0.890720979847717,0.602618540045629,9.15088732134016,14.8945762213451,109
591U_05_V1V3,2.82330502003491,0.885903131677399,0.621422371943095,8.76448244988257,14.573458480005,94
595I_05_V1V3,2.81663171898935,0.875491349737236,0.625944634405531,8.03157048036091,13.3272507247353,90
582U_03_V3V5,2.81104787461113,0.891261794133493,0.623173448552322,9.19639966496828,12.9556727399395,91
593U_03_V3V5,2.79045423987017,0.877292147173827,0.59251222958345,8.14943768445358,12.9787842045264,111
586I_01_V1V3,2.78805013762215,0.900572693798943,0.654060407547496,10.0575992472113,9.84245789671442,71
582U_07_V1V3,2.77487105040059,0.882490504672624,0.613666694742172,8.50995059772873,13.6448779488167,92
595I_03_V1V3,2.7721821873424,0.888720650883877,0.646127116540319,8.98639332403424,11.1624767927537,73
593U_00_V1V3,2.76122894348544,0.863605194002852,0.599593246713636,7.33165748277034,15.289304801768,100
591U_07_V1V3,2.75718290194525,0.887634419246217,0.608300580298376,8.8995223741264,12.9724941740415,93
595I_07_V3V5,2.74381030710788,0.85348279440234,0.606797567014624,6.82513699275717,12.6123876355488,92
596I_05_V3V5,2.74087665563517,0.869506304263314,0.645140573186343,7.66320544724116,11.4383117196644,70
589I_03_V3V5,2.73898474583321,0.860245982682824,0.611744181714509,7.15542936937882,12.4040388248102,88
595I_00_V3V5,2.73166473148605,0.837971876830862,0.645157302613927,6.17176808840846,13.2474371516195,69
587I_05_V3V5,2.7081544050095,0.88356548832246,0.611208842061916,8.58851886431622,10.8223802723465,84
596I_00_V1V3,2.70663859938378,0.84323302901554,0.587739104109361,6.37889469778124,14.1035366944756,100
588I_03_V1V3,2.69184099252198,0.890107572320709,0.66016340243428,9.09980806792616,9.14830509522663,59
584U_01_V1V3,2.6852978104316,0.881425599221693,0.616359255863331,8.43352353826908,12.4283822341989,78
585U_07_V3V5,2.66119622249987,0.876932696203495,0.605581297867637,8.12563507244401,11.2058947133741,81
582U_03_V1V3,2.65254239818804,0.856963214511444,0.586613538645168,6.99120856627477,13.5715115068871,92
586I_07_V1V3,2.64983363412411,0.852402027799684,0.598046309388342,6.77516083109073,11.2213528119561,84
592U_03_V3V5,2.64602971120062,0.862953636049769,0.552696454294664,7.29680066786125,12.7859440862544,120
589I_03_V1V3,2.63651724564617,0.867819263312479,0.612564445135613,7.56539890047694,10.0715327538518,74
595I_07_V1V3,2.60917797891919,0.840621441275008,0.592090812351842,6.27436970192146,10.946512732608,82
589I_07_V1V3,2.60089169619743,0.860589917076209,0.635240062645306,7.17308231246554,9.11128193078092,60
581I_07_V3V5,2.59754384707818,0.836717843068574,0.573080381578367,6.12436789660961,11.275084390705,93
586I_07_V3V5,2.59531077918348,0.817728355916669,0.562349513888706,5.48631689272974,12.3342420506669,101
590U_03_V3V5,2.57557374531671,0.843757805448822,0.546885492866998,6.40031972715567,12.2242199965626,111
588I_07_V1V3,2.56604863626686,0.832660071197094,0.601980141668046,5.97586007806783,9.99720791372023,71
586I_01_V3V5,2.55561210877817,0.837912586363406,0.57834448797928,6.16951049784803,10.5835945445412,83
584U_05_V3V5,2.55385524968636,0.857287883651195,0.566157125043863,7.00711352045176,10.6101316161218,91
584U_03_V3V5,2.53860213173595,0.85276550981187,0.551250448780378,6.79188686511051,10.7702880716076,100
591U_03_V1V3,2.48740527173857,0.839491115709941,0.554156110419566,6.23018473041578,11.6617595575169,89
587I_07_V1V3,2.4843343456403,0.857798236430087,0.571925789571885,7.03226159011985,9.49540315296756,77
587I_05_V1V3,2.47816862237892,0.856132177469706,0.581363999611201,6.9508246000556,8.59169046401592,71
593U_03_V1V3,2.43986499369697,0.801709873665842,0.540886939655754,5.04311545152179,11.9355973052852,91
589I_00_V1V3,2.439546144718,0.817186365376558,0.565038300179557,5.4700515202807,9.37570401182343,75
584U_03_V1V3,2.42951423277265,0.836537094125041,0.534747215226649,6.11759588297633,11.4102566010915,94
592U_03_V1V3,2.38646732461288,0.797775352720936,0.519348222123734,4.9449956444727,12.8595968354078,99
587I_07_V3V5,2.37028805532026,0.805592495557436,0.533530074380132,5.14383435386076,10.5792823927781,85
588I_05_V3V5,2.34929447166452,0.79960313457444,0.540837869911303,4.99009801314214,10.5452204326744,77
581I_07_V1V3,2.28126732327647,0.784251722875723,0.538783642026845,4.63503121938708,7.97019413564926,69
590U_03_V1V3,2.20145629714375,0.749571596005164,0.47302858888113,3.99315726190796,11.5222470554732,105
584U_05_V1V3,2.08006704664576,0.711283814574445,0.466974599936398,3.46360907521012,10.6890586794253,86
588I_05_V1V3,2.06351585583445,0.657500507030828,0.484088863193433,2.91971235148663,9.8627352449322,71
