RXN-8646	EC-1.17.99.4	ENZRXN-17437	
RXN-3482			PWY-2242
R-6-HYDROXYNICOTINE-OXIDASE-RXN	EC-1.5.3.6	ENZRXN-3283	P181-PWY
RXN-12900	EC-1.14.13.148	ENZRXN-19867;ENZRXN-19866	PWY-6968
RXN0-5473			
CUCURBITACIN-DELTA-23-REDUCTASE-RXN	EC-1.3.1.5		
RXN-11809			PWY-6658
3.2.1.109-RXN	EC-3.2.1.109		
RXN-8647		ENZRXN66-4257	RXN-13395;PWY66-375
RXN-3483		ENZRXN-5122	PWY-2242
RXN-12901	EC-1.14.13	ENZRXN-19878	PWY-6968
R-DEHYDROPANTOATE-DEHYDROGENASE-RXN	EC-1.2.1.33		
RXN0-5507	EC-4.1.2.50	ENZRXN0-6612;ENZRXN-18666	PWY-6703
CYANAMIDE-HYDRATASE-RXN	EC-4.2.1.69		
RXN-11810			PWY-6658
RXN-12902	EC-2.1.1.21	ENZRXN-19877;ENZRXN-19870	PWY-6965
3.2.1.11-RXN	EC-3.2.1.11		
RXN-8648	EC-4.2.3.22	ENZRXN-15042	PWY-5950
RXN-35	EC-1.6.6	ENZRXN-11903	PWY-31
R10-RXN	EC-4.1.2.43	ENZRXN-4246;ENZRXN-4245;ENZRXN-4244	PWY-1861;RUMP-PWY
RXN-11811			PWY-5675
RXN0-5510	EC-3.6.1	ENZRXN0-6617	
CYANIDE-HYDRATASE-RXN	EC-4.2.1.66	ENZRXN-21048;ENZRXN-21047	PWY-7142
RXN-12905	EC-6.3.1.6	ENZRXN-19875	
3.2.1.111-RXN	EC-3.2.1.111		
RXN-865	EC-1.3.8.3	ENZRXN-984	PWY-81
RXN-3501	EC-2.1.1.154	ENZRXN-5121	PWY-2002
R101-RXN	EC-2.6.1.76	ENZRXN-18056;ENZRXN-17666;ENZRXN-17360;ENZRXN-22;ENZRXN-3121	PWY-6562;PWY-761;PWY-6409;P101-PWY
RXN-11812	EC-2.7.8.32	ENZRXN-18328	
RXN0-5515	EC-2.7.7.41	CDPDIGLYSYN-ENZRXN	
RXN-12906			
CYCLAMATE-SULFOHYDROLASE-RXN	EC-3.10.1.2		
3.2.1.113-RXN	EC-3.2.1.113		
RXN-11813	EC-1.11.1.19	ENZRXN-18329	
RXN-8650	EC-3.3.2.11		
RXN-3521		ENZRXN-5267;ENZRXN-5266;ENZRXN-5264;ENZRXN-5243;ENZRXN-5242;ENZRXN-5241	RXN-12440;PWY-2261
R102-RXN	EC-2.3.1.178	ENZRXN-3122	P101-PWY
RXN-12909	EC-3.4.21.45		
RXN0-6254	EC-2.7.7.76	ENZRXN0-7205	PWY-6476
CYCLOARTENOL-SYNTHASE-RXN	EC-5.4.99.8	ENZRXN-21583;ENZRXN-15812;ENZRXN-15774;ENZRXN-15770;ENZRXN-15725;ENZRXN-14326;ENZRXN1F-1118	PWY-7155;PWY-7154;PWY-2541;PWY-6115;PWY-6109;PWY-6098;PWY-5672
RXN-11814	EC-1.11.2.1	ENZRXN-18330	
3.2.1.114-RXN	EC-3.2.1.114		
RXN-8651	EC-3.3.2.11		
RXN-3522	EC-1.6.5	ENZRXN-17182;ENZRXN-5274;ENZRXN-5273	PWY-6370;PWY-2261
RXN-12910			
R103-RXN	EC-4.2.1.108	ENZRXN-3123	P101-PWY
RXN0-6256		ENZRXN0-7207;ENZRXN0-7434	
CYCLOEUCALENOL-CYCLOISOMERASE-RXN	EC-5.5.1.9	ENZRXN-5582	PWY-7155;PWY-2541
RXN-11816	EC-1.11.2		
RXN-12912	EC-2.6.1		PWY-6969
3.2.1.115-RXN	EC-3.2.1.115		
RXN-8652	EC-3.1.1.80		
RXN-3523			PWY-6370;RXN-12440;PWY-2261
R107-RXN			P184-PWY
RXN-11817	EC-1.11.2		
RXN0-6258		ENZRXN0-7208;ENZRXN0-7211	
CYCLOHEXADIENYL-DEHYDROGENASE-RXN	EC-1.3.1.43	ENZRXN-8290	PWY-6120
RXN-12913	EC-1.14.13	ENZRXN-19898	PWY-6971
3.2.1.116-RXN	EC-3.2.1.116		
RXN-8653	EC-3.1.1.80		
RXN-3541	EC-1.10.3.3	ENZRXN-5281	
R108-RXN			
RXN-11818	EC-1.11.2.2	ENZRXN66-2263	
RXN0-6259	EC-1.3.5.3	ENZRXN0-7212	HEMESYN2-PWY
RXN-12914	EC-2.3.1	ENZRXN-19894	PWY-6971
CYCLOHEXANE-12-DIOL-DEHYDROGENASE-RXN	EC-1.1.1.174		
3.2.1.120-RXN	EC-3.2.1.120	ENZRXN-19162	PWY-6791;PWY-6807
RXN-11819	EC-1.11.2.3	ENZRXN-18335;ENZRXN-18333	
RXN-8654	EC-2.7.7.63	ENZRXN-17856;ENZRXN-19971;ENZRXN-19969;ENZRXN8J2-1872;ENZRXN-17857	PWY-6984;RXN0-1141;PWY0-522
RXN-3542	EC-2.1.1.46	ENZRXN-5297	PWY-2321
R11-RXN	EC-2.8.3.8	ENZRXN-14349;ENZRXN-343	PWY-5676;P3-PWY;PWY-5022;P162-PWY;PWY-5677
RXN-12915		ENZRXN-19895	
RXN0-6274	EC-2.5.1.75	ENZRXN0-1627;ENZRXN-6243	PWY-2781
CYCLOHEXANE-13-DIONE-HYDROLASE-RXN	EC-3.7.1.10		
RXN-11820	EC-1.11.2.4	ENZRXN-18336	
3.2.1.121-RXN	EC-3.2.1.121		
RXN-8658	EC-1.17.99.5		
RXN-3562	EC-1.3.1.45	ENZRXN-5843;ENZRXN-5183	PWY-2463
RXN-12916		ENZRXN-19896	
R12-RXN	EC-5.3.1.27	ENZRXN-4248;ENZRXN-4247	PWY-1861;RUMP-PWY
RXN0-6277	EC-1	ENZRXN-153;ENZRXN-483	
CYCLOHEXANOL-DEHYDROGENASE-RXN	EC-1.1.1.245	ENZRXN-3284	CYCLOHEXANOL-OXIDATION-PWY
RXN-11822			PWY-6659
RXN-12917		ENZRXN-19897	
3.2.1.124-RXN	EC-3.2.1.124		
RXN-8659	EC-1.17.99.5		
RXN-3581	EC-2.4.1.170	ENZRXN-5381	PWY-2345
R122-RXN	EC-3.5.99.3	ENZRXN-3222	P141-PWY
RXN-11825	EC-1.1.1.15	ENZRXN-21721;ENZRXN-18341	
RXN0-6359	EC-2.8.1		
CYCLOHEXANONE-DEHYDROGENASE-RXN	EC-1.3.99.14		
RXN-12918	EC-1.14.13	ENZRXN-19909	PWY-7106
3.2.1.127-RXN	EC-3.2.1.127		
RXN-8660			RXN-13186
RXN-3583	EC-2.3.1.115	ENZRXN-5441	PWY-2345
R123-RXN	EC-3.5.99.4	ENZRXN-3241	P141-PWY
RXN-11826	EC-1.1.1.15	ENZRXN-18339	
RXN0-6366		ENZRXN0-7308	
RXN-12919	EC-2.4.1	ENZRXN-19903;ENZRXN-19902	PWY-6972
CYCLOHEXANONE-MONOOXYGENASE-RXN	EC-1.14.13.22	ENZRXN-3285	CYCLOHEXANOL-OXIDATION-PWY
3.2.1.129-RXN	EC-3.2.1.129		
RXN-11827	EC-1.1.1.15	ENZRXN-18340	
RXN-8661			RXN-13186
RXN-3584	EC-2.4.1.170	ENZRXN-5382	PWY-2343
R125-RXN		ENZRXN-12913;ENZRXN-12910	P163-PWY
RXN-12920	EC-3.2.1	ENZRXN-19904	PWY-6972
RXN0-6367	EC-1.5.1	ENZRXN0-7309	PWY0-1433
CYCLOHEXYLAMINE-OXIDASE-RXN	EC-1.4.3.12	ENZRXN-13927	
RXN-11832	EC-2.7.4.14;EC-2.7.4.25	CMPKI-ENZRXN;ENZRXN-15814;ENZRXN66-381;ENZRXN-2896	PWY-7205
3.2.1.130-RXN	EC-3.2.1.130		
RXN-8664	EC-1.13.11.52		
RXN-3585	EC-2.3.1.115	ENZRXN-5442	PWY-2343
RXN-12921	EC-1.1.1	ENZRXN-19919	PWY-6973
R127-RXN		ENZRXN-13975	PWY-5497;P164-PWY
RXN0-6368			PWY0-1433
CYCLOMALTODEXTRINASE-RXN	EC-3.2.1.54	ENZRXN-18840;ENZRXN-18795;ENZRXN-18787	PWY-6731;PWY-6735
RXN-11833	EC-5.4.99.19	ENZRXN0-2521	
RXN-12923	EC-2.1.1.254	ENZRXN-19905	PWY-7108
3.2.1.131-RXN	EC-3.2.1.131		
RXN-8665	EC-1.13.11.11;EC-1.13.11.52	ENZRXN-7683;ENZRXN-7701;ENZRXN-7702;ENZRXN-7746;ENZRXN-8324;ENZRXN-16779;ENZRXN-16780	PWY-5651;TRPCAT-PWY;PWY-6309
RXN-3588		ENZRXN-5444	PWY-2343
R128-RXN	EC-3.5.1	ENZRXN-13974	PWY-5497;P164-PWY
RXN-11834	EC-5.4.99.20	ENZRXN0-2465	
RXN0-6371	EC-1.1.5	ENZRXN0-6245	
CYCLOPENTANOL-DEHYDROGENASE-RXN	EC-1.1.1.163	ENZRXN-7850	
RXN-12924	EC-2.1.1.254	ENZRXN-19906	PWY-7108
RXN-8666	EC-1.11.1.16	ENZRXN-15894;ENZRXN-15893	
3.2.1.132-RXN	EC-3.2.1.132	ENZRXN-20835;ENZRXN-20834	
RXN-3590		ENZRXN-5362;ENZRXN-5361	PWY-2345
R129-RXN			
RXN-11835	EC-5.4.99.21	ENZRXN0-2464	
RXN0-6377	EC-1.7.1.4	ENZRXN-13241	PWY-723;PWY-5675
CYCLOPENTANONE-MONOOXYGENASE-RXN	EC-1.14.13.16		
RXN-12925	EC-1.14.13.154	ENZRXN-20812;ENZRXN-19908	PWY-7109;PWY-7108
RXN-8667	EC-1.11.1.21;EC-1.11.1.16	ENZRXN-15896;ENZRXN-15895	
3.2.1.133-RXN	EC-3.2.1.133		
RXN-11836	EC-5.4.99.22	ENZRXN0-2466	
RXN-3591		ENZRXN-5363;ENZRXN-5342	PWY-6996;PWY-2343
R13-RXN	EC-3.5.4.8	ENZRXN-13972	PWY-5497;P164-PWY
RXN-12926	EC-1.14.13.154	ENZRXN-19907	PWY-7108
RXN0-6381	EC-3.1.26	ENZRXN0-7313;ENZRXN0-7314;ENZRXN0-6616;ENZRXN0-7447	
CYCPHOSDIESTER-RXN	EC-3.1.4.16	CYCPHOSDIESTER-ENZRXN	
RXN-11837	EC-5.4.99.23	ENZRXN0-2502	
RXN-8670	EC-1.14.13.50		
3.2.1.135-RXN	EC-3.2.1.135		
RXN-3592		ENZRXN-5443	PWY-2345
RXN-12927			
R141-RXN	EC-4.2.1.112	ENZRXN-3261	P161-PWY
RXN0-6382	EC-3.6.1.19	ENZRXN0-7315	
CYDTER-RXN	EC-1.2.1	ENZRXN-2142	4TOLCARBDEG-PWY
RXN-11838	EC-5.4.99.24	ENZRXN0-2467	
RXN-12928	EC-5.1.3	ENZRXN-19912	PWY-6974
RXN-8671		ENZRXN-18310;ENZRXN-18309;ENZRXN-18307	RXN-13192
3.2.1.136-RXN	EC-3.2.1.136	ENZRXN-19111	PWY-6813
RXN-36	EC-3.5.1.63	ENZRXN-19041	PWY-0
R145-RXN	EC-4.2.1.109	ENZRXN-21712;ENZRXN-14151	PWY-7270;PWY-6755
RXN-11839	EC-5.4.99.25	ENZRXN0-3783;ENZRXN-19342	
RXN0-6427	EC-3.1.7.2	ENZRXN0-7340	PPGPPMET-PWY
CYPRIDINA-LUCIFERIN-2-MONOOXYGENASE-RXN	EC-1.13.12.6		
RXN-12929	EC-1.1.1	ENZRXN-19913	PWY-6974
RXN-8672	EC-1.4.3.19	ENZRXN-20351	
3.2.1.137-RXN	EC-3.2.1.137		
RXN-3601	EC-1.1.1.348	ENZRXN-6001;ENZRXN-5184	PWY-2463
R146-RXN	EC-1.13.11.53	ENZRXN-13406;ENZRXN-1484	PWY-5389
RXN-11840	EC-5.4.99.26	ENZRXN0-3784	
RXN0-6444	EC-1.14.99.46	ENZRXN0-7353	PWY0-1471
CYSPH-RXN	EC-2.5.1	ENZRXN-1648	PWY-702
RXN-12930	EC-1.1.1	ENZRXN-19920	PWY-6973
RXN-8673	EC-1.4.3.19	ENZRXN-20349	
3.2.1.139-RXN	EC-3.2.1.139	ENZRXN-19659	
RXN-11841	EC-5.4.99.27	ENZRXN0-3781	
RXN-3602	EC-4.2.1.139	ENZRXN-5941	PWY-2463
R147-RXN	EC-1.13.11.54	ENZRXN-13405;ENZRXN-1483	PWY-7270;PWY-6755
RXN-12931	EC-2.1.1	ENZRXN-19921	PWY-6973
RXN0-6450			
CYSTAGLY-RXN	EC-4.4.1.1	ENZRXN-8804;ENZRXN-688	HOMOCYSDEGR-PWY;PWY-801
RXN-11842	EC-5.4.99.28	ENZRXN0-6364	
RXN-8674	EC-1.4.3.19	ENZRXN-20350	
3.2.1.14-RXN	EC-3.2.1.14	ENZRXN-19568;ENZRXN-19239;ENZRXN-19238;ENZRXN-18995;ENZRXN0-5462	PWY-6902
RXN-3624	EC-2.1.1.212	ENZRXN-7681;ENZRXN-5291	PWY-2321
RXN-12932	EC-1.1.1	ENZRXN-19922	PWY-6973
R15-RXN	EC-2.6.1.88	ENZRXN0-7350;ENZRXN-13678;ENZRXN-1462	PWY-7270;PWY-6854;PWY-1186;PWY-6755;PWY-6053
RXN0-6451		ENZRXN0-7360	
CYSTATHIONASE-RXN			
RXN-11843	EC-5.4.99.29	ENZRXN0-2463	
RXN-12933	EC-2.4.1	ENZRXN-19926	PWY-7106
RXN-8675		ENZRXN0-6404;ENZRXN3O-11125;ENZRXN-14059;ENZRXN-14021;ENZRXN-14015	PWY-5507;P381-PWY;RXN-13403;PWY-5194;PWY-5196
3.2.1.141-RXN	EC-3.2.1.141	ENZRXN-6182;ENZRXN-5862	PWY-2661
RXN-3625		ENZRXN-5292	PWY-2321
R161-RXN	EC-1.5.99.4	ENZRXN-3281	P181-PWY
RXN-11844			PWY-6659
RXN0-6452			PWY0-1471
CYSTATHIONINE-BETA-LYASE-RXN	EC-4.4.1.8	CYSTATHIONINE-BETA-LYASE-ENZRXN;ENZRXN0-3741;ENZRXN-19701;ENZRXN-1649;ENZRXN-690	HOMOSER-METSYN-PWY;PWY-801;PWY-702
RXN-12935	EC-1.1.1	ENZRXN-19929	PWY-6976
RXN-8677	EC-1.10.3	ENZRXN-20441;ENZRXN-13786	PWY-6824;PWY-5466
3.2.1.142-RXN	EC-3.2.1.142		
RXN-3641	EC-2.3.1.174	ENZRXN0-2607;ENZRXN-18274;ENZRXN-13636;ENZRXN-5295	PWY0-321;PWY-1361;PWY-2361
R162-RXN	EC-1.5.99.14	ENZRXN-3301	P181-PWY
RXN-11845	EC-2.1.1.166	ENZRXN0-4261	
RXN0-6460		ENZRXN0-7362	PWY0-1471;RXN-12894
CYSTATHIONINE-BETA-SYNTHASE-RXN	EC-4.2.1.22	ENZRXN-8803;ENZRXN-687	HOMOCYSDEGR-PWY;PWY-801
RXN-12939	EC-1.1.1.318		
RXN-8678	EC-1.23.1.1	ENZRXN-13789	PWY-5466
3.2.1.143-RXN	EC-3.2.1.143		
RXN-11846	EC-1.14.13.89		
RXN-3642	EC-2.1.1.150	ENZRXN-5296	PWY-2083
R163-RXN			
RXN-12940	EC-1.17.1	ENZRXN-19938;ENZRXN-19930	PWY-6976
RXN0-6461			PWY0-1471
CYSTAUR-RXN	EC-4.1.1.29	ENZRXN-14177	
RXN-11848			PWY-6660
RXN-8679	EC-1.23.1.2	ENZRXN-13790	PWY-5466
3.2.1.144-RXN	EC-3.2.1.144		
RXN-3645	EC-2.1.1.46	ENZRXN-21189;ENZRXN-5298	PWY-2083
RXN-12941	EC-2.1.1	ENZRXN-19928	PWY-6976
R164-RXN			P203-PWY
RXN0-6478	EC-3.1.26.12	ENZRXN0-7366	PWY0-1479
CYSTEAMINE-DIOXYGENASE-RXN	EC-1.13.11.19		
RXN-11849		ENZRXN-18360	PWY-6660
RXN-12942	EC-5.1.3	ENZRXN-19927	PWY-6976
RXN-8680	EC-1.1.1	ENZRXN-13795;ENZRXN-13793	RXN-13433;PWY-5466
3.2.1.145-RXN	EC-3.2.1.145		
RXN-3661		ENZRXN-5321	PWY-5640
R165-RXN	EC-1.1.1.154	ENZRXN-14402	PWY0-41
RXN-11850		ENZRXN-18361	PWY-6661
RXN0-6479	EC-3.1.13.1	ENZRXN0-7368;ENZRXN0-7367	PWY0-1479
CYSTEINE--TRNA-LIGASE-RXN	EC-6.1.1.16	CYSS-ENZRXN	TRNA-CHARGING-PWY
RXN-12943			
RXN-8681	EC-1.1.1	ENZRXN-13796;ENZRXN-13794	RXN-13433;PWY-5466
3.2.1.146-RXN	EC-3.2.1.146		
RXN-37	EC-1.2.1.3	ENZRXN66-5927;ENZRXN-43	PWY-0
R17-RXN	EC-1.8.5.4	ENZRXN-18436;ENZRXN-18435;ENZRXN-13005;ENZRXN-12944;ENZRXN-12943	P222-PWY
RXN-11851	EC-1.14.13	ENZRXN-20513	PWY-5660
RXN0-6480	EC-3.1.26.5	ENZRXN0-7369	PWY0-1479
CYSTEINE-AMINOTRANSFERASE-RXN	EC-2.6.1.3	ENZRXN0-7512;ENZRXN-13116	PWY0-1534;PWY-5329
RXN-12944			PWY-6978
RXN-8682			PWY-5466
3.2.1.149-RXN	EC-3.2.1.149		
RXN-11852	EC-2.3.1.195	ENZRXN-18354	PWY-5410
RXN-3701	EC-2.5.1.59	ENZRXN-12494	
R170-RXN	EC-1.16.1	ENZRXN0-267	
RXN-12947			
RXN0-6481	EC-2.7.7.56	ENZRXN0-7370	PWY0-1479
CYSTEINE-CONJUGATE-TRANSAMINASE-RXN	EC-2.6.1.75		
RXN-11853	EC-2.4.1	ENZRXN-18355	
RXN-8683	EC-1.23.1.3	ENZRXN-13791	PWY-5466
3.2.1.150-RXN	EC-3.2.1.150	ENZRXN-19225	PWY-6812
RXN-3741	EC-3.4.19.9	ENZRXN-5467;ENZRXN-5465;ENZRXN-5461	PWY-2161B
RXN-12948			
R181-RXN	EC-3.7.1.19	ENZRXN-20011	P181-PWY
RXN0-6482	EC-2.7.7.56	ENZRXN0-7371	PWY0-1479
CYSTEINE-DIOXYGENASE-RXN	EC-1.13.11.20	ENZRXN-9022	PWY-5331;CYSTEINE-DEG-PWY
RXN-11854	EC-2.1.1.203	ENZRXN-18376	
RXN-12949			
RXN-8684	EC-1.23.1.4	ENZRXN-19291;ENZRXN-13792	PWY-6824;PWY-5466
3.2.1.151-RXN	EC-3.2.1.151	ENZRXN-19152	
RXN-3761	EC-1.14.13.52	ENZRXN-6441;ENZRXN-5468	PWY-2083
R186-RXN		ENZRXN-13210	P224-PWY
RXN-11855	EC-2.1.1.204	ENZRXN-18374	
RXN0-6483	EC-3.1.13.5	ENZRXN0-7375;ENZRXN0-7373	PWY0-1479
CYSTEINE-LYASE-RXN	EC-4.4.1.10		
RXN-12950			
RXN-8685			PWY-5467
3.2.1.152-RXN	EC-3.2.1.152		
RXN-3762	EC-1.14.13.52	ENZRXN-6083;ENZRXN-5481	PWY-2464;PWY-6427
R201-RXN	EC-1.7.3	ENZRXN-3323;ENZRXN-3322	P201-PWY
RXN-11856	EC-2.1.1.202	ENZRXN-18377	PWY-6829
RXN0-6484	EC-3.1.13.5	ENZRXN0-7376;ENZRXN0-7374	PWY0-1479
CYSTEINE-S-CONJUGATE-BETA-LYASE-RXN	EC-4.4.1.13	ENZRXN-16786	
RXN-12951			
RXN-8686	EC-2.1.1	ENZRXN-13787	PWY-5467
3.2.1.153-RXN	EC-3.2.1.153		
RXN-11857	EC-2.1.1.202	ENZRXN-18378	PWY-6829
RXN-3763	EC-1.14.21.8	ENZRXN-6041	PWY-2464
R202-RXN	EC-1.7.3	ENZRXN-3323;ENZRXN-3322	P201-PWY
RXN-12952			
RXN0-6485	EC-3.1.26.12	ENZRXN0-7372	PWY0-1479
CYSTHIOCYS-RXN	EC-4.4.1.1		
RXN-11858	EC-2.1.1.202	ENZRXN-18379	PWY-6829
RXN-8687	EC-2.1.1	ENZRXN-13788	PWY-5467
3.2.1.154-RXN	EC-3.2.1.154		
RXN-3765	EC-1.14.13.53	ENZRXN-7625;ENZRXN-6089;ENZRXN-6042	PWY-2464
RXN-12954	|EC-2.3.1.am|	ENZRXN-20674	PWY-5882
R203-RXN	EC-1.7.3	ENZRXN-3323;ENZRXN-3322	P201-PWY
RXN0-6487	EC-1.1.1	ENZRXN0-7378	
CYSTINE-REDUCTASE-NADH-RXN	EC-1.8.1.6		
RXN-11859	EC-2.1.1.202	ENZRXN-18380	PWY-6829
RXN-12955	EC-1.1.1.322		
RXN-8688		ENZRXN-13798	PWY-5468
3.2.1.155-RXN	EC-3.2.1.155	ENZRXN-19170	
RXN-3766	EC-1.3.1.45	ENZRXN-6184;ENZRXN-6043	PWY-2464
R204-RXN	EC-1.7.3	ENZRXN-3323;ENZRXN-3322	P201-PWY
RXN-11860	EC-2.1.1.207	ENZRXN0-7408	
RXN0-6510	EC-5.3.3.18	ENZRXN-18272	PWY0-321
CYTDEAM-RXN	EC-3.5.4.1	CYTDEAM-ENZRXN;ENZRXN3O-1605;ENZRXN-11345	PWY-7195;PWY-7194
RXN-12956	EC-1.1.1.323		
RXN-8692			PWY-5468
3.2.1.156-RXN	EC-3.2.1.156	ENZRXN-21325	
RXN-3768	EC-1.1.1.348	ENZRXN-6044	PWY-2464
R205-RXN	EC-4.1.3		PWY-5254
RXN-11861	EC-1.13.11	ENZRXN-18362	GALLATE-DEGRADATION-I-PWY
RXN0-6512	EC-2.3.1.223	ENZRXN0-7388;ENZRXN66-19201;ENZRXN-18273	PWY0-321
CYTIDEAM-RXN	EC-3.5.4.5	CYTIDEAM-ENZRXN;ENZRXN-21390;ENZRXN-21374;ENZRXN-21300;ENZRXN66-337	PWY-7181;PWY-7199
RXN-12957	EC-1.3.99.32		
RXN-8693			PWY-5468
3.2.1.157-RXN	EC-3.2.1.157	ENZRXN-19250	PWY-6822
RXN-11865	EC-2.1.1.207	ENZRXN0-7421	
RXN-3941			PWY-2421
R206-RXN			
RXN-12958	EC-2.4.1.279		
RXN0-6513	EC-4.2.1.17	ENZRXN-18275	PWY0-321
CYTIDEAM2-RXN	EC-3.5.4.5	CYTIDEAM2-ENZRXN;ENZRXN8J2-982;ENZRXN3O-1394;ENZRXN66-336;ENZRXN-18003	PWY-7193;PWY0-1295;PWY-6556
RXN-11866	EC-2.1.1.200	ENZRXN0-6243	
RXN-8694	EC-2.3.1.93	ENZRXN-14813;ENZRXN-13800;ENZRXN-13799	PWY-5468
3.2.1.158-RXN	EC-3.2.1.158	ENZRXN-19253;ENZRXN-19251	
RXN-3942			PWY-2421
RXN-12959	EC-2.7.1.174		
R207-RXN			
RXN0-6515	EC-2.1.1.171	ENZRXN0-6315	
CYTIDINEKIN-RXN	EC-2.7.1.48	CYTIDINEKIN-ENZRXN	
RXN-11867	EC-2.1.1.200	ENZRXN0-7422	
RXN-12960	EC-2.7.1.175		
RXN-8695	EC-1.14.13	ENZRXN-13812;ENZRXN-13810	PWY-5469
3.2.1.159-RXN	EC-3.2.1.159	ENZRXN-19255;ENZRXN-19243	PWY-6816
RXN-3943		ENZRXN-8642	PWY-2421
R211-RXN	EC-4.1.3	ENZRXN-2146	P241-PWY
RXN-11868	EC-2.1.1.205	ENZRXN-18375	PWY-6829
RXN0-6521	EC-3.1.26.12	ENZRXN0-7390	
CYTIDYLATE-CYCLASE-RXN	EC-4.6.1.6		
RXN-12963	EC-1.14.11	ENZRXN-19943	PWY-6982
RXN-8696	EC-1.14.13	ENZRXN-13813;ENZRXN-13811	PWY-5469
3.2.1.161-RXN	EC-3.2.1.161	ENZRXN-14730	PWY-5825
RXN-3944		ENZRXN-8643	PWY-2421
R212-RXN	EC-4.2.1.114	ENZRXN-2147	P241-PWY
RXN-11869	EC-2.1.1.206		
RXN0-6522	EC-3.1.26.12	ENZRXN0-7391	
CYTIKIN-RXN	EC-2.7.1.48	ENZRXN-21368;ENZRXN-21379;ENZRXN66-4572;ENZRXN66-4491	PWY-7193
RXN-8697		ENZRXN-13928	
3.2.1.162-RXN	EC-3.2.1.162	ENZRXN-19257	PWY-6817
RXN-11875	EC-2.1.1		
RXN-3945			PWY-2421
R213-RXN	EC-4.2.1.114	ENZRXN-2149	P241-PWY
RXN-12966	EC-1.14.13		RXN-12967
RXN0-6523	EC-3.1.26.12	ENZRXN0-7392	
CYTOKININ-7-BETA-GLUCOSYLTRANSFERASE-RXN	EC-2.4.1.118		
RXN-11876	EC-5.5.1	ENZRXN-18629	
RXN-8698		ENZRXN-13801	PWY-5470
3.2.1.163-RXN	EC-3.2.1.163		
RXN-3962	EC-3.5.1.46	ENZRXN-5563	P621-PWY
RXN-12970	EC-1.14.13.153		
R214-RXN	EC-1.1.1	ENZRXN-2151	P241-PWY
RXN0-6524	EC-3.1.13.1	ENZRXN0-7393	
D--TARTRATE-DEHYDRATASE-RXN	EC-4.2.1.81	ENZRXN0-7530	
RXN-11877	EC-2.7.7.74	ENZRXN-18382	PWY-6664
RXN-12972	EC-1.14.13.155		
RXN-8699		ENZRXN-13802	PWY-5470
3.2.1.164-RXN	EC-3.2.1.164		
RXN-3963	|EC-3.5.1.t|	ENZRXN-5561	
R215-RXN	EC-4.1.3	ENZRXN-2152	P241-PWY
RXN-11878	EC-1.3.1	ENZRXN-18631	
RXN0-6525	EC-3.1.13.1	ENZRXN0-7394	
D-2-HYDROXY-ACID-DEHYDROGENASE-RXN	EC-1.1.99.6		
RXN-12974			
RXN-87	EC-2.3.1.95	ENZRXN-19832;ENZRXN-12002;ENZRXN-237;ENZRXN-232	PWY-84
3.2.1.165-RXN	EC-3.2.1.165		
RXN-4002	EC-2.1.1.270	ENZRXN-6268	PWY-2229;PWY-2467
R216-RXN	EC-4.2.1.114	ENZRXN-2153	P241-PWY
RXN-11879	EC-2.7.8.34	ENZRXN-18381	PWY-6664
RXN0-6526	EC-3.1.27.6	ENZRXN0-7395	
D-ALANINE-AMINOTRANSFERASE-RXN	EC-2.6.1.21		
RXN-12975	EC-2.1.1.255	ENZRXN-20696;ENZRXN-20694	PWY-7087
RXN-8700		ENZRXN-13806	PWY-5471
3.2.1.17-RXN	EC-3.2.1.17	ENZRXN0-6489	
RXN-4021	EC-2.1.1.41	ENZRXN-7401;ENZRXN-5583	PWY-7155;PWY-2541
RXN-11880			PWY-6664
R217-RXN	EC-4.2.1.114	ENZRXN-2155	P241-PWY
RXN-12976	EC-4.2.3.118	ENZRXN-20697;ENZRXN-20695	PWY-7087
RXN0-6527	EC-3.1.27.6	ENZRXN0-7396	
D-ALANINE-GAMMA-GLUTAMYLTRANSFERASE-RXN	EC-2.3.2.14		
RXN-11881	EC-1.14.13.70	ENZRXN-18630	
RXN-8701		ENZRXN-13807	PWY-5471
3.2.1.18-RXN	EC-3.2.1.18		
RXN-4101	EC-2.1.1		
RXN-12977	EC-2.4.1.281		
R218-RXN	EC-1.1.1	ENZRXN-2157	P241-PWY
RXN0-6528	EC-3.1.26.1	ENZRXN0-7397	
D-ALANINE-HYDROXYMETHYLTRANSFERASE-RXN	EC-2.1.2.7		
RXN-11884	EC-5.3.3.5	ENZRXN-18632	
RXN-12978	EC-6.2.1.3		PWY-7053;PWY-6951
RXN-8702	EC-1.14.21	ENZRXN-13809	PWY-5472
3.2.1.21-RXN	EC-3.2.1.21	ENZRXN0-6204;ENZRXNQT-5744;ENZRXN-19044;ENZRXN-19042	
RXN-4121	EC-1.13.11	ENZRXN-5825;ENZRXN-5821	PWY-2501
R221-RXN	EC-1.1.99	ENZRXN-3401	P221-PWY
RXN0-6529	EC-3.1.26.1	ENZRXN0-7398	
D-AMINO-ACID-N-ACETYLTRANSFERASE-RXN	EC-2.3.1.36		
RXN-11886	EC-2.1.1		
RXN-12979	EC-2.7.1.176		
RXN-8703	EC-1		PWY-5469
3.2.1.23-RXN	EC-3.2.1.23	ENZRXN-19184;ENZRXN-19180;ENZRXN-15945	
RXN-4122			PWY-2501
