Sample ID,Shannon,Simpson,Evenness,SimpsonsRecip,Tail,DiscTaxa
0104.33.05.SINUS,0.492549244489874,0.307181192184264,0.213911418947568,1.44337882967225,0.46863302151121,10
0104.52.03.SINUS,0.448707219167865,0.190584390162141,0.194871069274757,1.23545924719727,0.694064538917056,10
0104.24.09.SINUS,0.426595984215424,0.235611979577781,0.265058987935884,1.30823609643652,0.413265791098651,5
0104.24.01.SINUS,0.409446501512669,0.236901782764664,0.177820356241544,1.31044730208248,0.414562005861213,10
0104.07.06.SINUS,0.40024958448253,0.215228944466438,0.147799913132934,1.27425698609654,0.59603557159124,15
0104.20.04.SINUS,0.38853090206629,0.130608422360779,0.096520982989025,1.15022968443683,2.68572266542281,56
0104.50.02.SINUS,0.378862313915446,0.21033836046603,0.194696715107516,1.26636517457042,0.37760125897444,7
0104.43.03.SINUS,0.367062262978961,0.203072046622879,0.147716721274128,1.25481857646269,0.426257509450392,12
0104.51.01.SINUS,0.345272229884045,0.18211598945182,0.134611714215579,1.222667257341,0.461161233472544,13
0104.35.05.SINUS,0.337802495873529,0.102827883335245,0.0846838422842225,1.11461332939939,2.96338754385037,54
0104.24.07.SINUS,0.305227749765728,0.126498381570565,0.122832682584583,1.14481756976937,0.506185802240681,12
0104.24.08.SINUS,0.294196489638218,0.154059137769214,0.212217908323999,1.18211573012675,0.296737776409738,4
0104.52.07.SINUS,0.277425634982886,0.12400344010238,0.20012029390264,1.14155699437549,0.330006679561514,4
0104.55.01.SINUS,0.245997241852845,0.118652974984191,0.177449500446731,1.13462685141765,0.26771422739326,4
0104.01.04.SINUS,0.237495816816964,0.0688596768084838,0.0876999313824761,1.07395198671288,1.23729498358496,15
0104.09.06.SINUS,0.19234726230551,0.0697885865556869,0.060523601101008,1.07502443589386,0.93817562557763,24
0104.33.07.SINUS,0.178840804674787,0.0527851620043218,0.0459529965352227,1.05572670516439,1.98165622832613,49
0104.32.07.SINUS,0.15684412728621,0.0605612032155368,0.0681165389993322,1.06446529930723,0.341754942158022,10
0104.07.04.SINUS,0.156743736761103,0.0660389796372992,0.142674297728027,1.07070849660477,0.201275252027892,3
0104.32.06.SINUS,0.153347630649321,0.0638026201675556,0.0788050931970149,1.06815082112169,0.214751881212349,7
0104.32.05.SINUS,0.144571841477478,0.0556201495393985,0.0627867529922603,1.0588959511496,0.25443824453242,10
0104.01.01.SINUS,0.105894830518379,0.0339704633047572,0.0509246489482143,1.03516503586523,0.287282002753244,8
0104.46.01.SINUS,0.105678393127312,0.0388291260017164,0.0390237939770465,1.04039773473388,0.344353045402501,15
0104.41.01.SINUS,0.105409747844167,0.0421403094578529,0.0760370602380677,1.04399424036103,0.151142837731202,4
