#id	len	geom_mean	median	min	max
d6be835a-251b-4813-85e2-c655dd093f8c	66	28.9	35.5	10	50
2bcbceac-5cce-4ff1-854a-8fccc11271c9	126	17.7	26	5	50
6f41b369-5bec-420a-852f-4bcee3113290	141	33.4	37	6	50
99eb83d3-b59d-4b45-980a-34bed5f0255a	80	15.5	18	4	50
9b14c38b-3a95-46a3-811c-eb2c832121e7	118	18.0	27	3	50
c57552f8-c984-44df-92da-56d25a3df292	20	9.6	13.5	4	20
efe6dd66-af07-47d4-a4dd-3063c4626c59	54	34.0	36	19	50
2be91101-8009-4ae0-8636-25c6e07096cc	111	16.5	20	3	39
b81bf5fc-5c9f-4734-8783-40bade49c12e	117	26.9	34	5	50
3785b1a6-7061-458b-b51b-f025d9d76bed	1	5.0	5	5	5
e7a023c1-4757-4480-8b80-7543ef286f13	137	27.3	33	8	50
fee9d469-dbb7-4fd3-91a3-4e8b095c8042	53	26.5	36	3	50
25c14c87-76ba-4923-b9b2-7950f9f8dc3c	129	16.8	23	3	42
99f373da-7b99-46b0-81fc-dad9e71035a5	90	21.4	32	3	50
d48ab5eb-eb81-4c9b-ad79-17cd93711ff4	89	14.7	14	4	50
32c056ac-bff4-4f89-97a4-473d7e0dfb2b	78	10.4	10	3	27
95993e09-bb0b-487d-9d95-fa1ddb93c5b1	130	21.1	26	6	37
bc4ddc23-380d-447f-83e3-c738d97766fa	217	19.3	27	4	50
43e88a13-b03d-466f-b0b6-f460f640a26a	120	32.4	35	8	50
5261bb4d-0b22-47b5-a87f-c2b62096267f	133	14.2	19	2	44
b0d27dab-2d4e-41e7-8677-dab3413df2d2	55	22.4	33	6	45
a0be35f2-3c1c-4ed1-89d8-524e4643e723	305	27.4	37	3	50
0ec8d2ee-59f6-45ce-8649-1752a8491a74	106	18.7	21.5	2	41
3ead08af-302d-46de-893b-b0a8145d36f6	2	24.0	24	23	25
1d7ed448-e26e-4931-beb7-c56f79e830af	78	11.3	11	3	50
0df003a6-5fae-40b8-9732-8038b83218c5	137	22.0	30	3	50
7b59c8c7-2bc6-4c45-850c-a382a9e290e4	62	13.3	11.5	4	40
39578583-f2ba-4d9c-954e-97f1f571a643	1	3.0	3	3	3
1df2cfdd-0231-40a3-8fa4-3bc555adc50d	74	25.2	37	5	50
24c4ba3b-ea0d-4819-bda7-0949ecd99fa8	56	16.8	26	4	50
414fb463-55db-401c-816d-a8133ccc5df1	86	23.6	31	7	50
a3bf9701-851a-47a7-ba51-2c368e9059cd	847	28.8	33	5	50
4fc9fc37-ded4-4be2-9db3-b2996926b9b0	1	14.0	14	14	14
4b131ddf-41f3-4973-b512-e7607d2667e6	575	31.5	38	5	50
d484fa97-3d46-4658-923c-40cb9b6afa94	35	9.2	9	3	25
0dd5a34d-efe0-4dc8-a7d8-377614343ad6	116	26.3	34.5	6	50
58c4fbe8-c13f-4408-afa1-fb130c660186	225	14.7	17	4	46
beca922e-041d-4759-a400-7a27b3a73baa	121	12.5	12	2	50
d8ebd389-5494-4a86-bfb5-8a2e26612817	379	25.1	29	6	42
e0faa73c-65f7-4588-8dad-009a4222a2d8	134	21.5	32.5	5	50
68126809-d962-418b-b565-9ea8a0025e83	39	10.4	7	4	37
303e3c06-69a9-4157-9f1f-d05e6f43215e	133	25.0	33	7	50
51023d47-50f2-41bf-8f6d-32c9c70bcc17	132	25.9	31	4	50
2ecf7d1f-5c0d-4b41-84ab-73dc7d53ef38	232	26.9	31.5	6	50
9c63ae57-92fa-4f27-98cb-452c2e9149ad	97	21.9	29	2	50
d4435a6d-76e3-4b8a-a6cd-c1e116c651b9	164	15.4	20.5	2	50
0b0b8086-61f2-4726-bb94-a9cdda5f1b5c	56	13.6	15.5	7	28
9b2ffffe-a9c6-4d0a-bb73-9a7270f5228b	412	31.5	37	5	50
c4ebaab7-b273-4097-a342-5b794815077f	146	28.9	36.5	7	50
35d9c933-171d-4daa-bbb6-da50682783d3	53	23.2	34	4	50
9c284f14-0d1d-4a9c-8b56-3c2da46966ee	523	13.4	16	3	34
daddd2f7-ca34-498a-8c8b-3db2583bd55e	207	15.2	21	3	50
9d769bcf-9d92-4136-a456-ad795a8a8e36	1	7.0	7	7	7
92776dfc-a769-42ac-9eb1-c7536cfd0351	1	12.0	12	12	12
32995c8b-423d-4002-b77c-6852d45a597a	168	16.1	29.5	2	50
dcab2390-53c9-4bd0-a055-7d1ba7a93c0b	124	24.1	32	5	50
54601622-e83a-49c1-9699-9e466c001f59	169	19.9	32	3	50
e9b1f213-45b9-436b-9d6d-8d745a9a04b5	54	16.5	27	2	37
ea0b420d-b210-416c-9fb1-e6505e4e7e15	198	26.8	36	4	50
71560b2b-57b6-4188-9dc1-e52a47b2b2dd	54	27.8	38	7	50
dbc1a938-8e49-4f20-b630-7d8a9a46bd66	28	5.5	6	3	11
0332f8d5-1308-4e41-b075-e21835385404	203	20.1	24	3	50
a9828a5c-c4cc-4de9-9f74-b540caf479be	123	10.1	10	2	49
42be7a43-e70f-4dfa-9adc-0bf6c409f49d	220	21.5	28.5	3	50
82691ea5-4a25-4d5a-b25f-f143db9be349	128	18.6	22	4	48
de5e9cb3-e482-4cd8-a71e-98ed64f3c788	63	30.2	39	11	50
bc4154fc-3008-423d-b5e2-502cc7cea7cf	154	29.1	38	3	50
ae9ade77-c6cc-47a6-a597-a8bd5fcf643e	155	27.4	34	6	50
29228096-8241-47b0-bbae-bbe413cc6b2f	11	20.8	21	15	30
83d4fd30-dd93-4cd0-8f98-fc2ceddb3025	76	11.7	18	2	50
c035bb48-9e4e-44fb-b519-da036eb59d6f	116	12.5	13	2	43
72cdd21a-a636-4a1e-8e4e-36649a2aef0c	352	22.1	26.5	5	50
9deaa7d6-632d-4bc2-bbe1-876a25422a13	387	32.5	37	4	50
331e29c2-ef06-4e4b-93d9-91202f6fec93	51	21.1	27	5	43
d72da4dc-e6b7-4357-90fd-59c181c54886	881	19.4	22	3	50
a34b09d5-12dd-40cc-ba41-599d1d56407e	126	30.1	37	6	50
e2cb93fd-bbbc-4aae-9bb5-6cdda7d1133a	1218	17.2	18	4	28
ea484fda-7d3e-492b-92c7-72fedccae727	120	33.1	38	7	50
aeeddb3b-983f-46c5-831d-3d882962e062	232	13.6	13.5	2	50
f42ca453-d6eb-4156-8e75-0ed4da917779	108	18.1	21.5	4	50
2cbbe082-222f-4b56-b540-84ab21cd6d0f	61	12.4	13	3	35
5006827e-b3ff-4edf-96ea-facff85e6030	96	14.6	15.5	3	50
7e465734-6eba-4b93-808f-bc94ebc5c5c7	168	14.3	21.5	2	50
5b875701-0d30-455c-8c08-b3d1a5660b43	1	5.0	5	5	5
763f1545-4ac1-4908-8f5c-a31a72de7bad	170	21.0	24.5	2	50
dfb550ea-aaf3-4331-9dd2-6d74f20fa9dc	73	17.1	17	5	50
4130ed06-a49c-41c7-968d-1a064b4a8315	87	19.9	35	3	50
b38fc777-eec4-57ef-885a-1c57db3f48d4	285	28.2	36	4	50
be243eb7-0815-43d5-9984-59439c342080	6	4.8	4.5	4	8
f9c3a76d-1845-4a48-8501-74892a091e20	173	15.5	16	4	50
523abbbc-51a4-4da7-b6c6-0d1a5bb526dd	152	18.3	20.5	3	50
e4efef84-c6fb-4afb-a10a-4953c06baffd	221	17.1	20	3	45
533832d4-33d8-4cb7-b15e-516930d39ecd	68	17.3	23	4	50
04458cf1-bb8c-4f51-ae5c-4b8500027acb	21	8.2	12	2	23
f3f8deee-75f4-4b27-9978-25e464745fd9	587	28.1	31	4	50
a10ce172-449b-47c0-b179-ad82240fd5c7	146	22.7	34	4	50
897559ce-90e7-440c-8902-b719d152acfb	129	26.8	36	6	50
585c6611-7742-42bf-9a07-0f42219ce273	120	16.8	22	2	50
d7f7caae-e07b-426a-9845-8d4f5be2bb1f	181	19.8	21	5	39
b5ad4d48-3262-41e3-90a7-77fdf8543282	1	5.0	5	5	5
ffae683f-c4e2-4d7f-bde3-3fb22fbf8b1b	162	20.0	21	8	27
f874e2c3-31d7-4749-9f22-5e2876d9281f	445	27.2	35	4	50
d28b29b8-0023-4063-9c49-5148bce1c03b	131	17.6	24	2	50
0701ac1f-da52-4b33-a9d0-5d8b8ab7c1fb	141	19.1	27	3	50
547e117b-26d4-4378-80d0-ece9cc35e917	436	32.0	37	6	50
2347162d-c127-433b-bd5c-db4366fecbe5	141	15.9	14	4	50
56002dd8-273c-4d7b-938a-d1c87f5df409	1260	24.5	28	3	50
a46ac0a7-da1e-4b55-9fa6-c235c1cc9828	405	25.1	28	4	50
232021d7-c422-4f03-ba86-cca3ae3add36	124	21.6	35	3	50
3f358c07-3363-499c-8e0c-6eeda3067937	172	15.3	17	2	50
d4d40d96-a5d3-4d06-ac31-99efa89decfb	56	21.5	28.5	5	50
757b4a46-d788-41e6-b24d-a4c2403bee1f	57	25.2	30	9	44
2d911d11-8922-4dc7-ae7f-30aeeaf50174	67	25.3	32	4	50
9d809265-6fee-45ff-8fbb-7269f8b0f668	147	14.3	14	4	46
d4f94a13-5433-4427-a2b2-486f55878004	130	29.4	37.5	5	50
dce9df5a-1644-466f-a1eb-9bf7e211bd16	140	17.2	17.5	5	50
1a4465cd-9506-4b62-ba47-6684339ea19c	199	22.6	31	3	50
b406c970-daed-4858-8e6b-4ced65d2b11b	123	20.5	29	3	50
8bffe7f5-a9be-48a6-9289-14c6bd509079	3766	25.7	30	3	50
8d613ca7-4761-4a1a-b63a-66e0b9ece3e1	196	12.4	11	2	50
d751fc41-ae1a-467c-9852-a93d23195a4a	614	32.6	39	4	50
3378858e-a682-4f74-ad96-9bbeb3ff3abb	54	19.8	27	5	50
fa14d72b-ce15-42f2-8e8d-bde398d020f0	101	8.4	8	3	28
d25f1a87-8918-4d19-92a2-a151131f03b3	58	30.5	40	7	50
ce3d53ea-fbb2-434d-bd0f-8f98e74f7065	447	19.8	23	3	50
b1cf9242-0208-4566-92cd-8b5714378aaa	123	20.3	29	5	50
62d80751-a408-4740-b849-32b768648854	65	34.1	35	14	44
d20b3667-af72-4a67-8f1c-240d6b95dd2f	54	27.8	32.5	12	50
fd6a2253-f50d-46b1-a542-ad9723f157ae	144	29.8	34	8	50
b19e4b11-4085-4c25-8106-cd53bd46a755	614	30.4	39	2	50
4cb7bf60-54b1-482b-b858-a80108e09229	60	15.1	15.5	3	40
23fa2e1f-3082-4b7d-802b-4752c25414b1	1038	25.7	30	3	50
ea260445-1908-42ec-ba53-0f8bf3070bd4	544	13.5	15	3	25
0c8044cb-86e6-4bff-bdd6-f606576909a4	223	15.4	22	2	47
185d62ee-8a2a-4e73-a98e-ba96bb19f569	500	23.4	28.5	3	50
c0ce8f99-f608-4030-a32f-866a532cd8e4	1000	24.3	25	4	50
e7210626-afa7-43fa-888d-2fec85951be9	118	28.9	38	7	50
16b05041-86fe-400b-bef6-02c29c27c3af	65	33.7	35	14	44
6d6a8baa-c64c-4b62-9288-8f326e5dbce0	13	13.1	12	9	19
b9fae764-9b75-4c4d-8484-51c4dffddcb1	132	28.9	32	7	50
f8f6a1fd-31b0-43d0-adfd-2ac2a3195c36	1272	26.9	28	4	50
25c946fc-7b9b-4d12-a7d6-f5c43b2290c8	164	25.5	29	6	50
e397e8a0-17df-452b-9b71-22e878ae5534	149	23.3	33	3	50
f1e7a03d-32f9-4008-8292-112427786e3c	120	19.2	25	2	50
60dc21ee-fbd1-4e48-81bf-67265ab405c8	78	23.3	30	7	50
e0b1a59e-b2a4-4cfa-b201-1dac45f47b15	384	24.2	30.5	4	50
08a313d2-573a-4e24-9b25-ed8a8a168a0a	50	23.1	27	7	43
3cbe6530-7d08-4c5d-a976-149112508002	69	30.2	34	9	43
19d316f3-d8ba-46f7-8c36-e79408eccc0d	796	34.7	39	6	50
5320d079-1320-4c7e-a761-a69bc0f8810a	51	23.8	27	8	44
4938df25-73d3-4fb0-975f-8f4e2cd49475	56	21.0	22	6	50
85c96816-6ad9-427f-904f-a4bcd7a70b3e	128	13.9	17	2	40
4350bbdd-04a6-4731-a580-c22cdb37d032	1	18.0	18	18	18
9e630799-944f-4d0c-9ac5-340cabb3fe94	38	7.2	7	4	18
2d01032f-139e-40bd-b294-e515c876d222	378	17.9	21	3	31
e7da72fb-801a-4a1c-82d7-2d6ac7c8bedb	698	25.3	31	5	50
74554389-569b-4bde-bf33-36a996915ba4	157	32.9	38	3	50
d42a84d0-494a-4f39-bd69-d3e3ce25e695	31	17.1	19	5	37
05539213-3644-4ddd-a197-7746fc697b24	63	24.8	26	7	50
bb907eef-65ff-43c2-81b5-1daa7a48557d	8	4.4	5	2	6
4209ef03-20fb-4ba1-b4c2-1084eb09f8ed	11	8.3	8	4	15
8f394274-bd11-49b3-a6a0-2f80527dc25f	239	17.3	26	2	50
c03550ba-c741-407a-bb5e-a7f75f0a5b8c	814	33.2	39	4	50
b6944ae5-432e-4b7d-9ee7-534e55466fec	197	16.2	20	3	50
ab7d5813-705d-4fa2-9e0a-4b297dda4e37	88	14.8	14	6	31
15d3e620-ad8d-47e6-9838-aafa91229692	105	15.8	18	4	50
baf973bb-40ee-485b-8dc3-47d47d26b2e9	58	29.1	37	9	50
a02db7f6-e387-4139-8960-6567966eea97	86	16.0	15.5	3	50
5bc44734-c94e-472e-9114-801a09294db5	216	28.5	34	6	50
f1369d2e-69e3-4f7a-8751-0651711a9835	56	16.4	23.5	5	38
c55cfb31-5ebf-4408-bb81-2fbf5c33a57e	108	23.7	33	5	50
3f13edf2-fbae-4b62-88ee-ac8cffd96968	197	13.4	13	2	50
ba1dd337-a135-4b31-8d90-35cf4884c267	184	28.3	33	9	50
1c580ea8-3a83-4b42-b065-c06852e8c867	148	26.9	31	5	50
126cc7ff-7967-479c-9d45-dbc5c14797ad	70	21.8	22	7	39
1014ca24-4a91-4b31-afef-303f616da129	66	21.8	34	4	50
69b5b80f-1548-472e-ab64-5d25818affbf	155	16.2	19	5	50
44468f64-b882-4945-bd02-708f96c87483	121	28.2	34	5	50
aa1abd11-a1c0-44f8-a858-091c1b3ba35e	54	30.8	37	9	50
da01a8a8-9d45-4593-95b4-300ba6d26258	112	13.2	13	4	34
fe08548f-cbc0-4137-a000-910ddc652d2e	151	11.2	13	3	39
f4a11e0b-ef5d-4c05-85ba-858a38f89939	115	22.7	31	3	50
81a1bb18-1172-4cf9-9183-b57aa6ff7102	23	9.2	6	3	37
f8c7b6fc-1770-42cc-8c3c-5479b21758f4	53	18.5	26	5	44
eb29c56a-357e-4d8b-a4e1-973b4761b45e	599	13.2	16	3	38
43ab4545-1608-434e-ae55-d24b4c0c2f32	593	32.5	37	4	50
a0045b90-777a-4762-b016-86b2a0cbd1cc	83	21.6	28	4	50
33200665-3be9-4049-a498-470014c98ad8	67	22.8	32	6	50
19674c6d-d661-44b0-868c-b138c7deb9ed	15	13.8	16	9	19
1da76a75-02fc-4d27-adb0-c0d1f2b18163	61	29.6	37	5	50
60c14631-d75d-40be-a551-c7b56abeef6d	60	20.3	29	5	50
3f00d4c8-4622-4cc6-aead-1501ac1b34a1	36	8.6	6.5	2	34
82f916e7-0208-44f9-80a1-040676831de0	210	24.1	34	4	50
b67d3826-3970-4413-b62e-b921aa6b3c19	119	24.0	36	3	50
4bba1002-98e9-4ee7-a82e-dace3240c414	159	16.8	25	3	50
68546c72-eaa9-48ca-a060-9bc8109198fd	76	18.2	24	3	44
a8713c66-5999-47fb-ac30-6927259ab1b4	133	34.1	37	4	50
65fa2156-c8af-4d07-b149-c84478dcc9af	12	16.5	25.5	3	29
a26d61c4-67ae-415d-9147-c1a698abaa57	233	14.3	15	2	44
637c28c4-8f8b-45b5-bbc5-bc03c13be140	289	34.4	38	6	50
2d790e0d-008e-4bba-af30-bab125a8f11f	121	23.0	30	6	50
6181e85f-913a-48dd-b1a0-e7d7e59913c7	144	20.0	21	6	50
3a7cb2a6-0f97-4e78-97d9-c25b72e780ac	155	11.3	12	2	44
b58c1f48-0cd5-4923-80d0-f052dfaa230b	524	28.1	32	3	50
a09a0a4d-c912-4bf2-a6db-c4bc410a7d70	1	4.0	4	4	4
d18557a0-4ae0-4825-8322-a93c03e398a0	192	16.7	28.5	2	50
89dbf8b4-862d-4bd7-ade3-a4e304115d4e	76	11.5	11	4	33
797a863b-15cb-4351-9570-16d1d3b91bf5	601	35.5	39	5	50
045da67a-7f1c-4b12-a2d0-5ee6b0cc2c58	249	18.7	21	4	29
673e23c9-cd4b-47e7-8d49-38b3954d0d69	71	19.4	26	5	44
72603a33-d81b-4ee9-9053-d142ebbc0b7e	118	12.7	12.5	3	42
fad564bd-f33b-4f9a-9fb7-740dd7c0ef3b	199	38.9	41	4	50
a0ce5b6a-91c1-422e-a182-32eebc5c83fb	34	8.7	7	4	36
395d4705-ebe7-48eb-966c-51349bda4e1b	160	14.3	13	3	50
34b678e1-becd-4b1e-9f8f-9e093dec6544	157	25.6	29	3	50
898e441c-eb97-46db-8939-10c667b51fc4	87	8.3	8	3	34
d2d5302d-2743-467a-8710-9aee94c2deed	32	8.3	8	4	17
35714b93-ae47-4475-974c-7d941aa85316	56	23.7	25	9	39
377c015b-9b50-4cc9-b4b4-45f0972cb64e	101	21.4	30	3	50
4bdb3806-f3be-4538-b58a-d5dc7ca3ab21	373	34.3	39	4	50
a1927ec6-1b0d-4545-accb-d73a1af3223d	115	19.6	36	3	50
7e45e0cc-f054-47ec-a483-28771223ffc7	120	17.9	25	3	43
b96d94d8-b133-4a28-ab16-b7a78d049ac1	118	9.5	10	2	32
ce5793c2-14f4-4b85-b7f9-7c9403724d7e	142	19.4	31	2	50
3ca6927b-908e-474a-85dd-6f225e71c7c0	55	20.1	24	7	33
0811f333-0cf7-44b1-a2ac-d2b3953172de	169	12.6	11	2	50
0645d385-9329-45cf-8307-f866d903b4ad	11	6.4	6	3	11
7baf17bf-91e9-40e3-9ec4-a17bb7c0e4e4	65	29.7	36	10	50
fa562eee-c71f-462d-9724-62c63010c2aa	63	24.0	33	3	50
80642abd-5fd5-4085-85cd-1fbed4fbf577	850	25.6	33	4	50
67ef6c29-c6e1-4789-8268-975c3c5a7aa3	57	26.4	37	5	50
838216a3-9a17-4431-8877-1de79f9ef5e1	1	9.0	9	9	9
d79d98f6-5df4-4801-ba35-f0c6a043a45a	85	9.4	8	2	39
7421f803-387e-45c6-b140-b2094ebee116	59	26.5	35	5	45
927d9b53-c756-4671-af3f-93f3f88b3350	443	14.4	16	4	25
9ac3680a-ecef-4eb4-8ca0-747adbd34a90	47	18.2	24	5	37
4718b2f4-4415-435c-be87-1c91797ac5da	335	24.9	32	5	50
4f887169-ab24-4180-b7fe-6c584e883ed2	637	14.9	17	2	50
021b5dd2-cc7d-4bbc-b5f2-608f012e7519	49	10.0	10	4	27
59283b1c-874e-4ef0-9d86-53c759ca39ae	142	13.6	13.5	3	50
6db918c6-d223-4b2a-9103-8b8c1e321773	120	17.6	23	3	50
44b99aeb-8b94-451e-bb84-b802b2411dab	121	28.3	36	4	50
6b02ed43-d86b-4d23-bbab-a5ece9d36c49	56	36.1	38	21	50
ee3803cb-a5b5-4478-9ef3-d398c0f05850	944	16.2	17	4	24
650d2720-0978-41a8-a218-b09c45a9a83c	677	29.1	37	3	50
2ff82bab-bb62-4a0f-91a8-6776895e933c	62	22.3	30.5	3	49
e541bab9-4585-428a-a8df-14ed869a5c31	204	24.0	33	4	50
8b6e76b8-8ad9-4a38-8785-403dabe59679	53	29.5	36	8	50
01e6dafc-1c74-4ed1-ab14-69c626948e0a	39	7.5	7	2	24
342ac07a-42b1-4126-b2e7-b67b0af56daf	499	27.4	35	3	50
338a515e-f371-4ac8-81b3-791e82c87afe	1	2.0	2	2	2
cc0ada5e-efdc-444f-afa2-83d204f8053a	703	15.8	17	3	24
ef3fe8df-d773-4dfc-ac4b-12c806b7b2b4	867	37.9	41	5	50
e27532c8-408e-473c-9633-881c2098b718	141	22.3	31	3	50
0e38fdba-b508-4d3c-8ad9-0369f5caa574	423	32.6	38	5	50
d9e3f22a-b08e-432c-989f-10ffec7000b1	1132	23.3	21	4	50
cb0d013a-0520-4c3a-b926-fd571f2a51a3	289	18.0	22	2	50
921cab3d-3df3-4e66-870b-23320d93bf58	238	18.8	26	3	50
7406a9b2-aa0d-40c4-9dbb-378e793a7614	12	8.6	9.5	5	15
3221d574-e73e-41f4-94b9-aaaa1a8ba929	75	15.6	19	1	50
ec21714b-78bb-4e8c-91d6-39f739b2bd3a	101	9.8	10	3	30
df83c1fb-baac-4108-9457-a84f28415b47	228	14.0	17	2	23
59030b1f-94d0-4d30-ada4-84cabeadcad9	117	33.0	36	6	50
206f499d-3121-453e-a243-7c331c45dcdc	619	21.8	28	3	50
21adce00-8810-45c0-ac3f-2f374b5900b1	13	8.0	8	6	11
7f126370-ef49-4a84-a20a-335164b4e7b7	42	11.3	11	6	33
6e4311d8-30e8-43b1-bbac-0f6fafd92c34	135	12.8	12	2	50
3642b182-4574-4335-90bc-42dcc4c1adf6	52	11.0	9	3	43
90b38d9f-cd02-45a7-8f7f-f51c86589c0d	30	12.5	10	5	49
8a8b7149-ca8f-4ba2-ba18-fa2d60d32119	98	12.3	15	2	37
f73c1d2c-a345-4099-9012-f02d971f61c5	1	6.0	6	6	6
d09f1044-7ab1-45c2-9a93-1fba78912bc5	92	23.0	34	3	50
eb6f074d-6212-4b51-a80d-71833fc7cb28	142	25.2	35.5	4	50
f1b19f59-f12d-462a-9f9d-67309a888e48	195	17.6	23	3	39
7dd50a7d-3a7d-4cce-9d61-98a95a937f24	126	19.5	25	4	50
3c75f881-9016-476e-9f6a-8e077fd5f53e	151	22.2	30	4	50
d7c75295-2704-4d7a-abba-fe4c90c99d41	2	6.0	6	6	6
bb7f64ac-452f-45bc-95b8-c573d3033617	138	25.0	33	5	50
a063aeef-74bc-4a70-a2f6-b74e53c667e0	138	18.6	18	6	50
2c9ffd82-c670-401e-8b49-960ba0919797	412	30.8	37	4	50
e432df3f-6a90-4903-b573-c4b29609ef33	80	15.0	27.5	2	40
58b901a6-11f4-4ef3-9c0e-1c2b6f295442	68	17.7	22.5	4	50
57e2373c-5d66-41ba-ba96-23f9c1f8def6	255	37.3	41	6	50
4ee9e979-6d30-4b35-81ff-c72b3c13ee09	1	4.0	4	4	4
eea13d3f-1754-43dc-a22e-3e6d7cd2acf0	10	13.0	17.5	5	29
9f64cdfe-d275-47ad-ad1e-7baa9d7c5ac7	143	10.8	12	3	34
5571de05-13d2-4b17-8d13-57d7235369c1	746	29.5	34	4	50
50869bbc-4f2a-4644-9f06-66404cc4b2d0	57	22.7	21	5	50
356be684-2e1d-43e7-a5ce-7db6b1ab32b0	122	30.8	37	5	50
90f3d477-a7b3-4817-8559-a49152b81b4e	113	23.2	31	3	50
cbc30bb5-2b9a-4ed4-aab1-c99ff3022b0a	1	15.0	15	15	15
63b89002-f55a-45ab-ac9c-83f3ed37ad27	149	22.2	33	3	50
5af512a1-0775-4f29-8865-31299863d01f	127	22.9	34	3	50
a91fd64e-6607-4e56-b562-b808d32b0554	671	27.6	33	5	50
276103a9-e952-4c43-acc4-3fcd086947a3	14	21.8	24	7	32
a3a670b3-f09c-421e-8690-fadf559c1055	144	17.1	18.5	3	50
c81103a9-6d60-4f2d-96e6-73e3b9a9b86d	280	27.7	37	4	50
c24c7ab0-cd7b-4811-9fcb-5c71c0bbe7ec	60	18.7	19	6	50
f9567063-5125-4974-9a51-bc874036c9f8	71	18.7	27	4	50
e98b5749-4b82-45e7-aa90-7eb18320dce4	137	20.8	30	3	50
44060fb1-9d36-4f52-96e3-e4943e3b635e	370	22.1	29	2	39
7ec04560-09cc-4644-8f4a-0ee1d9080917	82	11.6	10.5	4	37
8db70336-8955-40a2-b0ca-e43f6501bde9	172	21.3	32	3	50
81b8f1cc-7755-4271-a031-297bae794eed	116	22.0	34	4	50
47ac25b5-fcad-4a33-ab12-d754fbc528f8	196	29.7	36	4	50
9260c845-8915-400b-98bf-e95ba79b5d5e	130	25.0	30	6	50
d8ab4002-4ea8-4217-8fcf-dfcbf7f6eb6a	13	8.1	8	6	10
bc9e0bb9-a4c0-4910-8dfb-d2cf00192dd7	304	26.7	31	5	50
0d12a3e4-2897-484b-8c10-10e038656dd2	85	17.4	18	4	43
75eab256-b4f3-4797-b6cb-d066358b59d2	151	31.3	36	5	50
d03ad6f7-dd90-4acc-bf5d-295a391b7820	80	16.9	18	3	50
3eaa5d05-a200-4c08-a8d9-e1838e5c7ee6	52	10.5	11	3	39
2f3e735c-cb40-49c3-aa81-4d39baeb55e8	135	18.4	24	4	50
23960712-2508-4e65-bc76-b2031920b877	166	19.7	28	3	50
0b5c8b92-c5fe-4c7c-aa39-82e058095eeb	123	23.2	26	2	50
150a8b31-54d6-4822-84ec-e6425c059476	179	21.9	26	3	50
1f3bb751-6bb9-436e-9405-422e5072199d	77	18.4	23	5	50
739aa654-3d2e-4c1a-9402-6daac2a667ef	522	33.5	37	3	50
fb4e4c9b-739b-4565-8d4e-7134bda9ce40	58	34.3	36	15	50
5b66f35a-1bc5-42f2-967e-4b013c39599e	76	20.1	28	4	45
2bc84363-2441-4d80-9668-41ff33c58e2a	374	34.4	40	4	50
3aa6654e-57c3-4717-9a57-85660681617a	62	12.8	15	4	30
bdcc6a84-77b7-4c34-9eaa-e9f519bb582d	868	30.0	37	3	50
6d27d69b-daf7-4d9a-a77e-fccf2a6333bd	225	17.3	22	3	31
bf344262-4af8-49ae-937c-b3cc59e816c1	138	25.8	33	5	50
7d7f27f9-bd58-4570-9fa0-d17f3e231508	380	28.9	36	5	50
ff8f18bd-1e6f-4ec3-85c3-0fe30b448a8e	104	14.9	22	2	43
a8b3194f-6305-46be-aaf0-f46add287aa3	56	20.9	25.5	7	50
64d7c432-4614-460a-b9f4-a07732fdf286	59	21.5	34	3	50
648acb0a-8f43-47aa-9c65-202e848fc9ec	128	25.8	30.5	4	50
a96afe7e-650e-4039-a602-669eaf3660e8	327	29.9	38	6	50
83b22ccc-a864-40ac-b404-a24b64d80a9b	124	25.0	29	7	50
5f422622-e744-486c-b91e-b101942958f1	96	25.0	34	5	50
098dbc9d-4c06-47d4-8e53-ac6bbb038437	1	4.0	4	4	4
27b7518d-a8d8-49c1-9e88-9dae5da60fc4	1	31.0	31	31	31
134c4203-3b67-47b2-9127-018cd29045fd	120	28.5	34.5	4	50
6ea53a17-5aa6-41da-97c4-38c0f2b1fa83	136	17.3	22	4	50
2df574d2-b500-4ca4-8348-7c2843a96b82	56	29.2	33	8	50
936c79da-145b-43c0-850c-c9850acdd1d9	62	24.6	35	7	50
3a6aac1a-4d3d-4a44-b01c-9f2fc5e3c75f	65	28.4	34	13	47
a146511c-284c-4c84-b164-2b1e3959e9fa	154	26.3	38	5	50
2922b8cb-fe7b-4eca-a1ab-509001ca9098	157	36.5	39	8	50
4598abbd-9134-4ec8-a1da-8c46fcaffef6	171	16.6	23	2	50
b67ee64a-a897-41cd-b1cf-090c89342735	296	19.2	26.5	3	50
ee20f0f5-9dca-4d82-87b5-6b0aadb6befc	59	22.2	31	6	50
1dd640d5-2230-4b0b-8eef-40fc1d9cebb3	175	22.3	33	4	50
749ca82a-6e9b-490f-8659-5f2027f081e7	121	25.3	33	4	50
fcde3693-2872-4e91-ac8c-5a799dd3e660	62	23.4	34	3	50
3c3cad17-40b2-4655-8a14-eae9b978ef1f	135	31.8	37	7	50
ac218dcf-0e15-49a7-bb6d-20aab7f8ae97	118	22.4	32	3	50
772d0ea9-7ab4-4657-8b4c-f7813485b49c	68	33.5	37	4	50
b831247e-cb8b-48ea-8b9a-668bc4c8e60c	755	24.2	22	4	50
68be5d8e-1707-49ec-a90b-77b6644a442d	143	20.3	31	4	50
3161d022-2ba2-4d7e-b111-2aaecfee87a4	227	28.4	35	5	50
0c796940-36dd-411b-ba50-72d9c7997657	2452	32.4	38	4	50
