#id	len	geom_mean	median	min	max
daa59de8-4880-47ad-9c4b-0aca4b2f2f44	901	20.7	22	4	50
6fe83e85-134d-43ab-9943-c33d718a40cb	175	21.5	26	5	50
17942894-4722-484f-a29d-76fdac5623da	45	27.0	37	4	50
d149e454-1b66-4d9b-9af3-0e22a20c3c2a	126	25.8	33	6	50
ef891f1e-4af9-49e4-9165-80127eaadf38	188	39.1	40	8	50
51d29b12-43d3-4822-94ff-c052e71a11d8	754	25.9	27	5	50
2b82e58e-007f-478c-a2ae-51c0dca26ff4	842	34.2	39	4	50
700432b0-da2c-4445-9d8c-8d3ea9a00257	73	28.7	34	9	50
4a550f06-dca8-44c2-85e2-ca682d7760c6	117	15.7	16	3	50
54e6f477-7dd5-46a1-9a75-41eb74357d62	3	3.3	3	3	4
3d64a808-dfa4-4b21-ab22-eb905fbb69be	131	18.6	32	3	50
670cfa6b-1239-4e93-9240-f42419ea0afd	67	15.3	26	3	46
736ad0e2-f2d5-49db-8fd1-5eaaf0cc305b	127	19.2	28	4	50
6d329d73-2d5e-480f-b287-bbfc7d4d29fa	14	12.7	11	5	32
c4fa4684-a3a1-46ac-907a-3668aa5eafb9	242	14.4	19.5	2	50
f28af5ed-7698-4ff8-9e8f-de21cf475389	1	4.0	4	4	4
c09af081-0ce1-4a1f-bf7c-796c50bbdaad	72	15.3	20	4	39
073c88c5-8f11-463e-8ec8-a5b8526b7da4	28	14.7	17	5	29
f1528217-9a30-4a7c-bd98-2ef32ba327d9	57	23.3	32	3	40
f53a7f19-3bf4-4b4c-9681-f0054bf4d6bc	135	11.7	9	2	50
d78aba61-9cbc-4028-a24f-892638336a59	158	13.2	15	4	22
3bceeaea-b314-4a9d-9578-0fcd197ecf9c	163	22.7	27	6	46
899decdb-cd75-4134-842f-7eb8904792a4	530	28.0	37	5	50
4bf95be2-9327-44dc-bf96-e33c6e1791b4	121	16.2	23	4	50
460a5a07-fa11-44f6-ac44-121bcdf8fde4	127	24.8	35	5	50
9f16016c-8f83-4368-a016-1c805bfe1836	545	34.7	40	3	50
41ddf18e-f872-40f6-a1f3-7b7905b278ab	857	14.9	17	2	50
26aa8332-0252-4f55-984c-6338e5eb1b38	140	17.9	23	3	45
917adf39-c070-466d-8901-efcb879ead7e	130	25.3	30	4	50
eb9a36d6-7ddb-45c2-b2b3-db13ad7e6373	23	6.3	6	3	14
82bf6cd7-fce6-4ce9-87c5-2610a5921852	129	29.0	35	7	50
2c2f5f29-6148-4dcf-a3ba-4606fd009caf	216	23.7	27	4	33
49bc617d-c81a-4c37-a7b1-80600cb5aa8c	119	19.5	25	4	49
531b316b-760b-4754-b6b0-f8f2a1dd33aa	124	23.8	31	4	50
89e77319-15fc-497a-8c13-1d4b0871d24f	255	31.8	33	5	50
ddeb92e0-8ad8-4e08-bb8f-3951e02175a6	127	27.6	36	4	50
373c8c96-4f88-42db-ba6d-68829be53dbd	773	22.4	23	3	50
2b73d696-7521-4fd1-b2cb-060b57d67985	108	18.2	25	4	46
ba8af04a-9ab5-4446-a62c-33653888ce2a	67	20.5	23	4	50
d7486785-2cec-476e-b05b-0a6deada3ea1	123	22.1	32	3	50
4c5f9700-3457-46a3-aa53-e663b52fd40c	78	16.5	20.5	3	50
11f761d2-0876-4e55-a05f-b91b19927851	55	14.4	22	3	31
d07b36aa-7b96-4732-95d4-a7c065671792	1	4.0	4	4	4
17eb8736-414d-4904-86d0-fb7dfe09bb17	64	17.8	22.5	5	50
523698d2-9628-4d7e-ab62-90d9e4fc6b30	219	36.4	40	14	50
2c22c1f0-6e4d-4244-ac47-5850db511ee6	123	13.6	15	4	34
b865a2bb-9c73-47f2-866d-b33d783aca66	1	12.0	12	12	12
92bb1bfa-79c2-4083-b31c-316f342b2483	57	29.6	33	3	50
c08b6851-98ba-4cd6-a6d5-2bb9d6cb55df	37	6.5	6	4	18
8eae8765-a9d9-4815-aecc-ef9b24d6a670	55	28.0	37	7	50
b665be1a-31be-4324-8aba-81d78dc5c239	119	22.4	30	3	50
bfa1d773-b2d1-4391-9048-7188918e13bd	243	29.1	35	6	50
622cdb44-f988-4798-a22c-906b3745fb2c	129	10.4	9	2	31
cd4608d7-9d69-4fb6-8b5d-84e7510694bd	152	21.7	27	6	50
b9640397-a913-4a92-b77c-c03317cd4111	103	11.6	9	2	50
176f991e-4c69-472a-9bc7-b91cfa0fcf78	311	31.9	39	4	50
6dd5d14f-aef9-467b-8722-f642fcba9484	129	19.5	28	4	50
54581884-b9e0-4778-b2f7-fd2ef80c2f24	65	38.5	40	8	50
6f300d65-8ebc-4c85-9451-b0bf097c8fa9	132	21.9	28.5	5	50
09edbcb0-e715-4724-95d2-fbefd563fd12	143	17.5	20	4	47
68f937dc-2605-4815-a33d-8fafe3b913e5	1473	34.3	37	4	50
936997a0-4d8c-4da7-a490-57b607d10af4	517	23.8	27	2	37
3c47f925-70bb-472c-9be2-874f82348089	9	11.0	12	7	17
05277082-283e-455b-96f4-3050b204d4bf	133	21.0	27	4	50
ba7f26ce-cb3e-46dc-bbac-af3152b72c6f	47	8.0	12	2	16
5a08cec6-3d01-414e-b4fd-b78acd77fc9f	187	14.6	18	2	50
9cbb6095-9a38-4f62-b41b-1b4da989fdea	207	23.0	27	4	50
62693cc1-58bc-4d35-9094-f89ea4b9a62f	234	27.3	34	5	50
2c3bc5be-d3c3-488b-82a2-8f74a32f7c15	344	34.2	39	3	50
be99621d-3e27-4162-8185-b31483244d32	59	16.1	15	3	50
71a6a53b-a23a-47d0-bd1a-b6226f03de68	51	31.2	36	15	44
a67497e6-5ea6-4edb-b3f2-e6be59e8c75b	57	13.0	18	2	50
2bc89c56-a10e-4628-bf51-cdf39c9884a8	126	20.5	29	3	43
ecab2337-0e4a-4c43-90a3-f002290388f1	1	3.0	3	3	3
6d4d76ce-794c-4861-bfe2-b37aa95468ca	104	28.5	34	12	50
63f33657-de3e-4a51-b2bf-8b7ee1e092a4	144	24.2	30	8	50
64100935-93d7-471a-b89e-d426bb3cda41	249	16.6	21	3	27
0c3d0355-452b-41c9-b416-c087cd00f2f8	625	31.5	38	5	50
b8bd2207-7122-46aa-b687-7f1a2a056d76	103	14.9	17	4	50
a30132d8-2666-4505-8760-b53ce612132e	1	7.0	7	7	7
f86116a6-ad1e-4b86-bbf1-1b5ccfe11f21	792	25.8	33	3	50
dfbf8512-6907-4180-a5e4-84d265063f16	501	29.7	36	2	50
b873f486-6d5d-4a74-9f65-cc5cfc04d0e1	1	10.0	10	10	10
61c54862-27bf-48c3-b9b3-47d1b902e585	2037	30.9	38	3	50
9653e7e7-f120-47aa-9baf-cd2c4e443478	578	31.9	38	5	50
679375ad-b738-49d8-bfe8-d1fdf66939b9	136	16.2	20	4	42
ee80a7cd-fdd6-4acd-b1d2-4a986797f5dd	133	33.1	37	9	50
053714d6-2df3-4974-bcfd-c661a99e22e4	685	22.5	29	3	50
9a260749-eb5f-4935-a950-938ee81fb9af	53	20.4	26	4	50
bd24b1c6-a704-49df-8d53-5b270e7672ad	55	24.6	34	6	42
0e38d4ce-4783-4c13-8ef8-9e3b54ba6fcd	341	32.8	40	6	50
c8296173-05da-44f0-b09c-afae2950d584	70	14.0	13	5	39
ea49d1a7-50e0-4a12-8b8b-5f87b6f08cbb	53	13.4	14	4	33
6fb40dd2-a5fe-434e-9dd2-901c4b2288c0	121	25.1	35	5	50
51a1f3ab-b517-419d-ac7a-b5e4a1b7b83a	772	13.5	16	2	24
b5826bca-e5b7-4589-a66a-23848ddbfb04	126	15.1	15	4	50
04841b61-d15b-44f3-bc69-8b7b6393d507	117	14.3	14	2	41
8979d478-5f12-46a5-841f-6e1274207a1b	362	22.5	26	3	33
4b6a8810-7dc9-4d84-877b-f34768461070	105	17.0	18	3	50
8e5cc8ce-8a28-4fa8-8418-fed026d74e49	162	23.4	27	5	50
127ea0b3-ebc6-494e-b77a-e4dd77de0e4e	965	17.5	18	4	34
0ba17771-8d1a-490e-865d-fca0ec0c6e91	85	17.7	17	4	50
291d3e96-312c-4f16-a096-16e119492f6c	66	22.9	27	9	50
85deff00-03df-4d7f-9de8-4fd5c45e1199	107	24.1	29	5	50
3f90e6d9-a751-4765-a41b-8c738123a3c7	97	13.9	12	3	45
66b852fb-6a08-47a6-a78c-06edfbe4bb0f	898	18.8	19	4	50
634b995c-355e-486d-816d-733c9fce6831	154	11.6	10	3	39
447d3445-f3e9-4aaf-9e21-4446041fbd7f	156	21.5	26	4	50
c3f423f6-1828-48ed-88e4-26aacfc1b314	2	6.0	6	6	6
2d4f1a0c-6670-48fb-950e-9ef93570765a	109	24.6	32	3	50
706dfb9e-9520-4d75-ad8f-9037cf38eedd	1083	33.2	37	4	50
5fd72314-d5da-455d-b778-3b5cca5aed3e	30	6.7	4.5	2	25
57504f58-43ed-4085-9011-e284fac27f42	142	19.8	29.5	2	50
4c5fd860-70bb-4d60-9901-e47d116a8b87	119	12.6	14	3	40
571a66cd-696b-45bd-bcf2-c7ea2b29b701	300	36.0	40	3	50
a2f622d6-7f96-49b9-8943-3a21cf2bcac5	272	22.5	29	3	50
a15d0cce-ba16-4de7-a15c-f8252a034ef4	142	16.4	19.5	3	50
d178ae67-0171-43b8-893e-48027ad679df	93	18.0	29	3	50
28d92197-5d60-4e58-8cc1-fd9a15a8cf56	149	11.0	11	2	37
531c1a95-3c7d-4ddd-9586-d87f919f0793	148	23.6	29	5	50
06c0670a-15ba-4312-9fcc-ddc4213cc04d	136	18.7	19	4	50
984a2905-49f2-4274-87c8-a4c44658fe7a	55	31.9	36	10	50
65debc87-ff1b-4cf5-bdba-1a458113a262	118	19.3	25.5	3	50
a9dbdd52-175e-446a-841e-8d70ab416447	54	17.8	18	6	44
d0e92d9d-d486-46ba-90f1-a63148273789	211	34.1	38	4	50
bc1699ed-bf32-46ff-93da-0dc65faf824d	60	21.1	23	10	43
fa4838f0-8aa7-4d2d-8807-9b3ae4d81a5c	73	15.3	23	3	42
4ed4d2c7-46f8-47cc-8fef-99c94123d505	342	22.8	29	2	50
ecf2bf42-8c68-4cb4-a617-78756ad85fe5	159	16.2	21	3	44
66912183-0189-46f5-a012-c2502b8e8eb6	212	16.4	25	3	50
e5cca7bb-803e-45a2-94b5-fbb33d6d509f	45	8.1	7	4	20
c68c0fdb-204d-4781-95b1-791d8b818ee0	124	19.6	29	3	50
1acc8a02-9caf-49a5-a5b6-0f2e03a2653c	62	9.9	11	1	37
f85c4332-126d-41b1-b107-43259832d0b2	137	20.0	27	4	50
115dba0a-3dbf-4cd8-943a-bfc81d415c8a	89	9.8	10	2	50
3a8cb9b5-ba9e-4c7d-8490-96c75edc877a	52	27.1	34.5	5	50
6c349044-80f1-4391-9eda-b45a5d52933c	2159	27.4	35	3	50
c5e471d3-8723-410d-b6b4-9756c927b986	65	13.8	17	4	32
6e602a7d-3edb-4ed1-aafe-8e21da53e454	24	17.3	26	4	36
1730a467-d917-42ef-b01c-38032485819a	613	35.2	40	4	50
b1a215b0-746f-4d15-b010-46fb2949513e	436	35.2	41	3	50
53fc17fc-d47a-484a-a595-f29b5ddf417a	196	17.2	21.5	3	50
81557bc4-fefc-4208-b11d-209cc55d88a3	34	5.4	5	2	18
81e4c5df-e0e8-45dd-8650-32270f6d3bfd	63	34.3	38	12	50
4f831d35-64a2-433b-b8a9-a8609381226d	200	21.0	25	3	50
4e853dea-5479-4dcc-8e41-a08a4212de78	56	31.5	40	5	50
8a0141e7-8c6a-415a-9850-c19aee70335d	179	13.3	13	2	50
76f3a355-289a-4d4a-a7a8-ed9f8002f8bf	69	18.0	31	2	50
cad030c1-c04d-4d20-a97b-2f224e929011	121	29.5	35	7	50
3b990ba3-a0fc-4b96-a493-b0f3539411e7	59	17.3	18	7	29
2b95d185-aa4b-4bd6-877e-ea77757fa574	134	17.4	30	1	50
f1c5d5b1-142f-41db-9546-45ff95737021	118	19.5	29.5	4	50
706a7971-5505-46dd-9f6d-385372365b08	121	10.8	10	2	50
d68da8c2-bd66-419e-863c-ee1453803024	123	20.7	28	3	50
4ac4dd45-e79d-44bc-8d62-cb203030220c	64	24.7	31	6	50
1742e7cf-9570-419e-825c-57d746d700a7	22	9.3	7.5	3	31
f17163f9-4199-4114-ab99-e315437220db	19	5.8	6	3	9
c8f23cae-7b59-45a8-add4-f09cb32fbfd1	189	18.8	27	3	50
5bddf968-f38d-4c73-860f-0326efe357b7	84	16.4	23	3	39
c541f307-a9f5-42d3-9924-5456c9c7df84	153	23.9	34	4	50
06ade1b9-d6af-46eb-8b27-48dd06adcb63	123	14.9	17	5	29
c24441d8-f63d-4d37-94e5-1da717360b80	88	22.4	29	5	50
e1ec94e6-ae09-4be9-97a1-1a3095377556	103	17.5	17	5	50
1c1f2310-09ca-420e-bfd3-19a79b175daa	50	13.5	18	3	50
1a789e8a-19f8-409d-8802-b4fd8603561a	1	9.0	9	9	9
72c452c3-58b8-4023-9aa3-e5c151415bec	10	10.0	10.5	6	16
3c05a0b3-da6f-4892-b1ac-dc3ada1d4e06	133	10.3	10	2	33
e1526ba4-9c4c-4095-995a-63bd4c7b1d58	739	16.8	17	4	41
aefce331-0c99-4df6-8eba-7c3c62e0f58c	526	30.0	37	4	50
59fc4552-dc66-4387-a2f4-e48224769a54	1	6.0	6	6	6
8c543b12-3d31-4580-ac7e-5a11dbec6025	1	12.0	12	12	12
43a50fd3-43c6-4c3e-8f3a-b27a78c6932a	124	22.9	30	3	50
7cf2be40-2f87-4acf-9da5-f4583a5961f0	620	36.3	40	6	50
85e485ff-6821-40a8-9d2b-9cc548188763	2725	22.3	25	3	50
62b7af62-9e43-48d4-9dfc-2a1ce1640c6b	150	26.3	30	4	50
941a582d-8533-436b-a9d9-c8f59b6008d0	39	8.9	7	2	41
69850c98-ff93-41ba-8db9-8c027df48393	56	34.9	38.5	5	50
99c866fc-fe6c-4673-86f1-ef31a1a860fd	34	7.4	8	3	24
f014e4d3-b897-4ad9-ace9-16490b8ae73b	116	16.5	25	3	50
4a9b8f1c-40f0-4ea6-9589-4afd9fddfc5e	361	27.6	33	5	50
928219ad-bf69-44e0-9a6a-4ed82b17e1f3	60	26.5	31	8	50
8c91cd80-5bed-48b1-9f1a-121a0ca8351f	99	20.5	29	3	36
8feb9bc4-a4bf-4b1b-9680-2eb513e9271c	33	13.3	15	6	20
36cd76e5-3d33-47e7-9b61-e882614a7c9b	125	19.1	26	4	50
6452f447-005f-47c1-8a8b-b238c7db0081	124	18.7	29	3	50
9cb3ee52-8632-4953-acf5-0a618944c2b5	460	25.6	38	4	50
0339fc9c-7c6b-4bc9-8bde-59c57b4cc4e6	67	27.7	32	12	50
8e8ffd77-36cb-4d9b-bb9b-b622255a5890	114	25.8	35	6	47
07b5ab98-ceb9-45ae-bb49-30ad38816e64	53	17.0	20	4	38
1eefa795-4c76-4303-a4c0-2dc964303cd9	131	16.3	20	3	49
c57ff7cd-f7eb-4daa-99ee-0cf896990bf1	11	13.0	11	10	20
aedd8d69-f96c-4242-b301-a278170cf84f	439	27.1	29	3	50
f4f6c885-7ece-4291-8ebe-264cd33e4364	198	27.0	34	5	50
bbf0b37c-671d-417e-846b-08c3c631585e	134	19.5	23	4	50
fba90934-839b-4a65-88cb-d41d22639e1f	133	20.8	24	4	50
fc36fc38-bcfb-4748-ac6a-b51544f562cf	148	18.3	25.5	2	47
f1964665-da1c-45cf-bfc3-12c5a9ffc142	134	29.4	36	5	50
7fc6237e-568f-4115-bbc7-419c7ae5c659	189	17.8	21	3	49
18153f1d-cfef-47b7-b23e-a1e816b95ccc	132	21.3	27	4	44
33b7b676-190f-469c-9b27-b653becbe5ec	214	22.8	31	2	50
c9436e7d-2b20-4841-b2eb-e715500ef36f	140	24.1	33	4	50
c2edee7d-deb5-4d19-891a-c6d3aa61e3bb	150	26.5	33	4	50
aad78da1-47d4-4c31-9ec0-355ce8f3e14d	138	19.4	25	5	50
12c2052d-40fb-4134-a406-36b02693c242	79	25.9	31	10	38
7810b77f-c36c-4020-a906-9909c7bc083f	655	40.7	42	5	50
f3dd133f-f989-4117-83f0-e8a7d7b51f33	2	3.0	3	3	3
9ea8c602-0178-4239-884c-aa98b9b919c9	187	35.3	37	7	50
4b571df4-2d3d-4638-8ad6-1c49eb73300d	139	24.5	35	4	50
7fda440e-634f-4c99-b574-dd2eff682549	78	23.8	28.5	6	50
8df880f2-886e-45a5-a3fd-a1f6ebfd0baa	140	16.0	16	4	50
a2b4c4c9-59cd-4899-a2d2-4a45701a6678	270	24.8	33	3	50
26a016f8-efda-4f42-987c-e253c42b078f	131	20.8	26	4	50
8fca8f8d-8d31-44ac-9627-cf0c5aa8afba	192	34.6	38	7	50
6a8f175f-3327-40df-a8c6-04a00a79ae6b	480	28.2	38	4	50
f8e898e0-cecc-4da7-a085-5c2f04c543a7	173	22.2	29	3	50
4efe1f8f-51b5-422f-ad43-ee849ae684ce	55	18.0	27	4	50
f6b5a84b-f05e-4eb4-9f00-9177efdc957f	307	26.7	29	6	50
4fc97a61-3380-412e-a665-7574e8f81cc1	56	12.6	14	5	32
ad4818b8-865c-450a-98b4-8b0a6a23bbac	141	23.1	30	5	50
cff5f336-bf5a-415c-ae14-55de645becd5	119	24.2	33	5	50
3791a1fb-2687-438e-8049-3acb2f91903e	307	29.1	34	7	42
f63db077-7a0e-44f2-a861-15e09e3fad42	114	15.1	23	2	50
c37a43f3-e020-4a47-add7-0153800f4138	129	19.4	23	5	50
8ee50846-16d2-4584-a792-527b0c661af2	70	15.2	18.5	3	50
348d3fcf-b288-46ae-bbe0-2f3c0a872446	229	27.3	35	5	50
48e6760a-ddc7-4dab-8753-dcdd9166b9f3	59	28.8	35	8	50
78cc7e27-814d-4f84-a67a-9eaf3aae9bff	20	15.9	24.5	5	32
4282afae-73b0-4271-9498-54de80408e87	1	5.0	5	5	5
06911436-b13d-4141-bba9-d147c03b1d81	34	12.8	11	2	40
95000cdd-9f9b-4b3c-b5ad-750cb198cbe7	1162	28.8	36	2	50
495fba90-0e6c-4161-b913-3721fc15b8d0	52	14.0	15.5	5	34
ba538b78-b45c-4387-962b-429a4bb6e60e	122	25.0	33	5	50
31d80aa6-0880-47d7-a2d0-9b163b06d3c2	157	22.8	30	3	50
f8fee7a4-cf38-45a6-865a-1b43cf5ce42a	76	21.0	29	4	47
533e1c6a-325f-4077-90ac-44bcb71ee531	138	32.6	36	8	50
05cfd3e7-e406-4628-b77c-2529ca0b7e8d	581	14.7	17	3	24
1dd82867-7847-4767-b58c-0ba4708257ec	116	20.6	31	2	49
b459e19e-3dd1-4b6c-970a-8637296c5b69	117	17.5	23	3	50
afbf3528-6ec5-4ee8-b6d0-b8c39859a356	9	6.5	8	4	11
2a85b32f-9660-424c-a4ea-b43d895acf7f	41	5.4	6	1	30
365882a9-dcfb-499c-b93c-1a0b6dc5772b	211	28.2	35	4	50
50e84be5-b706-420c-8dd9-dbdb4a355446	130	27.2	33	4	50
b482e840-3e97-4400-9d86-61c0a53227a9	116	14.8	14	3	50
4d051053-b769-4bae-ba78-ecfd32d77c4c	53	8.8	7	3	38
b4c17a4f-af54-431b-b476-2875b6811258	750	18.7	20	3	50
65e56c8d-d32d-46b9-ae8e-4565535a4d4c	60	25.3	37	5	50
b2db452b-4c45-49bf-b429-f8457f509b3b	17	12.2	10	8	23
01cabfa8-1e79-4fec-94fa-dd105ca50033	111	17.9	19	5	50
d0398486-e5c9-4a58-a9fe-5940bba5d118	226	14.2	18	3	41
2a41f7bc-e1f5-4f0e-bcc4-ff2f1be36ecc	117	30.6	38	6	50
8f9962e2-a8d7-466d-b542-be35f9e6af78	57	19.9	26	7	46
3893b496-ac37-4c56-a27c-d0a4c5a27340	43	11.4	10	3	42
3ba34c94-df16-4ada-9254-380b869f6e0f	197	18.4	25	3	50
ee7beadb-4cda-46b3-bf0e-733e46b46833	54	23.8	25.5	7	50
ef9c14a2-eef3-42a4-ab72-e87a753ab2de	90	14.3	20	2	50
0384ec94-0c34-4af6-b119-12b22ddef103	131	19.1	28	4	50
3be94544-40f1-4506-9b6b-6c052ea769e4	11	11.6	11	5	24
6376f88f-2a8c-4491-93f6-2de9edd1b73a	119	22.9	36	3	50
18169bcf-09f7-406a-a6e9-db94ff944ef8	40	13.1	9	4	39
9943288d-76a6-44a6-aca1-d0c1e55d6e4b	146	21.7	31	3	50
ed476663-55bb-46d1-9f4c-222c06d66966	100	22.5	32.5	3	50
f29f1016-7ef3-490f-a327-a344878e6d02	8	7.9	7.5	6	11
37d2f748-b9ee-4882-ab07-7f4b4d3c8911	57	18.0	26	3	50
58fa46c1-3a4f-4bf1-89aa-cdd29b04f3f7	658	29.6	37	2	50
b9006324-c3b7-446e-b151-217aa5ccbf97	127	19.8	27	4	50
90969950-db75-4061-9feb-fa909b896f71	102	18.2	30	2	50
c64c8a7c-6f1d-4dcf-9f0b-c0bbdfb0e1f0	38	8.4	9	5	14
dc3f5b40-2feb-4016-955c-7d2148bffbb1	60	28.2	37	11	50
9e5a7de2-a3f4-47ff-aaf5-5a83282b8d71	142	22.8	27	5	50
ff850b8e-6acf-42f0-9c48-70c092279de1	128	23.8	32.5	5	50
35eaf588-6063-4009-9b09-d2856d230927	49	21.1	27	4	50
610a06a0-41ee-4bd8-ba96-2c448c8d0020	122	12.8	11.5	1	50
d7ff536b-d5df-4819-bb1c-4e58f2a62344	65	22.3	25	7	50
8ba9cb07-a131-4560-9334-ebcc9ebfde4b	202	41.3	41	14	50
fed6832d-077c-4306-bc75-3b70de094f2f	663	20.7	20	5	50
e6511631-965c-4061-ad44-31d957a53e4c	132	18.3	27	4	50
f6b5ea47-8273-4fe9-91e2-acebb48e77c5	124	18.1	19	4	50
5a4f6c0d-5798-43fc-8e09-d68fe535593e	19	5.5	9	2	12
75e27c21-7df2-4f53-8dc4-c176d2c0b18f	37	9.4	8	2	30
e3c614bc-d09c-4521-b613-cbe7713e31c2	39	9.4	6	3	33
1c136152-beda-4666-9d72-19415693c548	145	16.3	18	3	49
830639cf-3cb7-4d5b-9f26-9aa583a069d2	67	31.4	35	6	50
fc63f6c0-a2fd-452c-80bc-5be6bbef04ce	133	28.1	33	8	50
8ba58b81-13f3-4186-86c7-112dd3a70ce6	510	31.1	35	3	50
398d1da9-88aa-4b2c-93b7-74ea0fd8619e	1	16.0	16	16	16
f5af5970-a4f5-4ca5-82f6-115c8b77abff	61	14.0	18	3	34
c4335ac3-7bfe-42f2-a646-0f1c306c5629	45	32.8	38	12	50
ed77dcc3-3037-4d75-a540-9c9247489d38	193	33.8	37	6	50
724d51c2-b19b-4ab5-8865-4728d532a1c1	126	19.1	22	4	50
655d4e0b-ff65-488b-abf1-a6e89d7351de	113	18.6	23	3	50
7bfa764d-e528-4f74-abde-2adf326017b6	465	31.1	38	6	50
fe4eec9b-f38d-428e-aa71-25c4cae94f7d	138	21.5	29.5	5	50
cee692c8-3233-4c53-a65a-6d8804538bf2	72	18.0	21	4	45
ea011fa3-4b09-4703-b642-142d3c7980d9	955	23.6	22	4	50
713fc5b4-7d83-48a0-9059-ad8fd2b37b9f	135	18.8	25	4	45
a02dd565-7d4a-4dba-8ce9-d253ccd6b883	87	18.5	19	5	50
fcc21700-2fec-4003-abb6-74c4d8e53635	56	21.9	33	4	50
7cf0db5f-40ef-42c0-a09c-839f491facea	92	14.3	16.5	3	40
61360a38-533c-409f-ae9e-f7142396bf51	168	19.8	26.5	4	50
bf23ac82-9d03-4320-b6cb-2eefc4aca486	205	24.6	32	4	50
f7490a9b-727b-4fa4-bfa2-8345abb778fb	127	23.7	28	8	50
36854eb2-be28-4ce6-99ab-d52c98af300b	121	13.7	16	3	38
adcc0ae3-f9e6-40ab-887b-52ae10fdbf92	178	26.0	33	6	50
9dac6635-ff37-492f-b656-f6f1c4eb1af3	128	23.7	31	5	50
c83a9f9e-6d61-427e-b20e-70988797a19b	176	15.3	17	2	42
6dba1e8f-8988-410f-87c8-715464f70838	1	6.0	6	6	6
f7e27377-3ddc-4bb6-a2d1-737136fb8606	80	24.1	34	7	50
16db28e4-5e40-47f0-9362-14e936e80859	69	18.6	21	9	34
a6a88168-5652-4689-833e-a819641a7be0	123	19.9	29	3	50
06a62176-c4ef-4322-9177-d80ad33936fc	128	23.1	31.5	4	50
fbda00e2-2527-4a65-b8ba-c34e2bc845fa	124	30.3	33	9	44
9582a520-a9df-49a4-929e-29dc1099500b	130	20.2	27	4	50
6f48c172-b846-4e7b-97e1-3798b13d1f1b	152	19.0	26	5	50
76b3ec74-a7a9-4cb6-962b-d1c119c4bc85	90	14.5	10.5	4	50
cdbc18c3-f4f0-4e66-946c-6a80a32512b9	263	26.6	31	5	50
777ebfd8-2c9d-4315-8090-52164922a032	311	26.2	36	4	50
5ba9b1d3-272d-443d-9c4d-ff96ba8cc237	37	6.4	5	2	21
dbd32e55-bd34-4c2c-981d-716f7a598176	72	26.1	34	7	50
2fb3c922-c48e-4516-b988-0bbc4e2844f8	170	18.9	22	4	50
e7ac98cf-c513-46d1-b453-e279e3aeaa16	120	22.3	32	6	50
9f63dffd-5d66-4631-9c7b-611c749749c3	1	28.0	28	28	28
87ad06fb-d035-4079-b303-5fef3c63afd9	747	33.9	39	5	50
314e1b03-00aa-4f6b-ba6d-418d1b02f8f2	87	19.5	19	5	50
01f4d4f8-d744-4353-a468-b7575d3ebc15	184	33.0	36	12	50
4aa665e4-d65b-42a1-b009-299ab82af38a	134	21.9	28	6	44
c29a2ae9-53e4-4645-a9c8-cab6a0b37e67	211	19.7	28	3	50
e0a5fdf0-c32c-4e93-a4f7-542f98a8ca19	175	15.9	16	4	50
67c0cef8-fe3f-4e37-adde-a2516e2051e7	119	21.9	29	4	41
58d06642-b3fb-4644-ab29-a6bd46e599d2	215	32.0	37	5	50
25d6d103-8588-4d70-8f5b-4f946bd5e41f	27	15.7	17	5	31
5e3ecfd4-18ee-4ad0-ada3-e94d7fb53575	125	29.4	33	7	50
cada8cff-e1d1-4b29-88a0-de2678f9dfa8	590	29.4	32	4	50
a02492a2-801b-47fc-8974-17b16b31fe79	126	17.9	22	4	50
4fc23311-5022-4730-a082-4a8802be7dd7	134	11.4	10.5	3	50
48528163-1444-4c54-8ded-24182289cb00	179	26.8	33	5	50
e95efd1e-3c89-495b-8325-eb8759430e60	212	19.3	22	4	50
009113cd-3c3f-4734-a24a-c3319c51b6e8	55	25.7	33	4	50
85a07e45-3fee-450e-8813-e6d9199a89e8	396	32.5	38	7	50
205854ba-a430-46cc-9a71-20f93225ab5b	2378	20.0	27	2	50
345354c3-33a5-479e-915b-6a9ed6e8aa2f	105	15.2	15	3	45
0b5565ca-d5bb-45eb-b835-96159eaac2a4	58	32.5	37	10	49
3145e624-e555-4212-a8f4-51dba0c0af7d	1	3.0	3	3	3
937ec89e-05b9-45cf-b1af-70b6188acd98	1820	25.4	29	4	50
7923ca87-eacd-49d7-abe5-4c635e6b18de	1	20.0	20	20	20
300be89e-596d-457c-be44-37a5fe014e4b	278	22.2	29.5	3	50
7d4d9083-054f-4813-84b6-69b53126ef57	130	18.9	27.5	3	47
24b31a1b-4759-4c0a-8ece-a091389d470c	1	4.0	4	4	4
3b752f84-655f-4271-bb5a-5734b564c0a6	215	28.9	34	7	50
6c5bc385-971a-4d57-9d60-10b0f7f325f4	122	33.8	35	6	50
68d49d86-b6e7-4798-a8f4-9b43b5935e66	80	19.0	25.5	3	38
a7a72851-3114-4aa0-84a3-82c805bae83b	1	13.0	13	13	13
3ea64d71-5838-4a35-9dbb-bb4f8d59282f	179	11.1	11	3	42
02a90704-832d-4b82-bdc8-211aba27c0fc	54	10.7	12	3	32
3ee1e7fd-25a6-4c93-bee9-0e31468855cd	41	5.9	6	3	13
550d348d-1a46-4ccb-8996-c9bee9bb219b	1	5.0	5	5	5
