NumSelected	NumAvail	PropVarRetained	NumBasePCs	BasePCCumlVar	SelectedNonRemAbund	OrigNonRemAbund	PropAbundRetained
GO_1902494.catalytic_complex.tpn100.prof.summary_table.tsv	9	44	0.20455	10	0.55238	0.0017039	0.021202	0.080368
