sample_id	total	small_molecule_metabolic_process	monosaccharide_metabolic_process	alcohol_metabolic_process	organic_acid_metabolic_process	one_carbon_metabolic_process	vitamin_metabolic_process	Entner_Doudoroff_pathway_through_6_phosphogluconate	ether_metabolic_process	urea_metabolic_process	cellular_ketone_metabolic_process	small_molecule_catabolic_process	small_molecule_biosynthetic_process	formaldehyde_metabolic_process	cellular_ketone_body_metabolic_process	nucleobase_containing_small_molecule_metabolic_process	cellular_lactam_metabolic_process	Remaining
m33282	1730456	113.333333333333	16016.1493055556	1572.82523148148	21193.9044746197	1616.7875	6540.63894179894	0.5	0	15.875	762.01388888889	486.39859375	1899.87271630199	0.85	11.3	8144.312777492	13.237037037037	1672068.00119974
m32098	1725269	81	15175.5895833333	1490.79328703704	20049.9642830963	1356.0625	6413.05125	1.25	0	16.9791666666667	805.026620370369	557.677081404321	1770.26280618478	2	18.9	7447.82554336909	14.0888888888889	1670068.52898965
m26201	1712073	86.5	13787.5902777778	1361.70277777778	19468.6254411467	1382.95833333333	5612.93440035273	2.25	0	9.55208333333334	968.020833333333	470.195046296296	1701.68770233962	1.6875	9.7	7763.87725329055	21.8916666666667	1659423.82668435
m71040	1707601	1684.16666666667	14259.9284722222	2583.85462962963	25634.5172019676	1472.1	6525.62555004409	112.75	0	57.4791666666666	1729.16319444445	956.533083526234	2017.24614048262	38.375	77.1	8142.18528012525	19.6370370370371	1642290.33857719
m32084	1706846	238.666666666667	12831.6895833333	2001.32986111111	21692.694540647	1802.83333333333	5478.54840608466	0.25	0	11.7152777777778	608.388194444444	518.025311728395	1829.01662062298	2.75	32.9	8376.32650318032	16.75	1651404.11570107
m26024	1704077	110.166666666667	14371.4861111111	1642.13865740741	20473.0831967409	1492.75	6101.32945767196	0.75	0	14.3541666666667	713.472222222222	469.053385416667	1846.07284745187	3.4375	14.3	7852.19380654354	22.7333333333333	1648949.67864877
m21137	1698217	68.6666666666667	14925.8798611111	1633.86203703704	20356.0698834325	1595.77916666666	5544.90285604057	1.5	0	39.4027777777778	613.311631944444	520.409759837963	1738.12216876102	1.625	17.7	7704.85008007953	27.8722222222222	1643427.04588842
m101812	1687860	108.333333333333	13784.3638888889	1679.49490740741	20751.1134997061	1651.39583333333	5782.71017526455	0	0	14.6875	535.433564814814	429.764648726852	1794.24926518408	1.6875	14.5	8184.12270376086	18.4564814814815	1633109.6866981
m33265	1686648	108	12974.5888888889	2202.76990740741	22502.0308232749	1908.5125	4607.61681547619	0	0	11.7916666666667	429.59375	544.223307291667	1753.19905021403	1.85	40.4	9077.29758802012	17.7342592592593	1630468.3914435
m42197	1685224	264.166666666667	15664.5944444444	1511.31087962963	19567.4595543063	1268.4125	6070.61836750441	17.25	0	7	1075.60763888889	581.226172839506	1639.98528824956	11	18.8	7188.87033742406	16.275	1630321.42315005
m33283	1679114	206.166666666667	14163.6222222222	2029.56180555556	21327.3031264605	1560.6875	6328.37849867725	6.5	0	19.8958333333333	546.05462962963	541.712005787037	1944.85404672343	12.625	36.1	8422.73583261888	16.3185185185185	1621951.48431381
m40100	1672483	149	14694.3604166667	1445.81068121693	19489.1025308642	1573.60416666667	5767.09708002646	0	0.25	10.4166666666667	675.947916666667	503.608660576499	1675.30770442938	1.9375	19.8	7359.33640746456	18.8194444444444	1619098.60082431
m750026	1672338	131.833333333333	14744.3833333333	2142.46296296296	21274.9954370591	1602.91666666667	5845.77377645502	0.25	0	47.7083333333333	464.631944444444	526.023825231482	1910.23518206202	4	21.1	8267.82772848079	16.2	1615337.65747664
m10004	1669798	75.3333333333333	14458.5541666667	2209.37013888889	22674.0545350041	2007.6	4611.34064153439	0.25	0	4.02083333333333	516.572916666666	511.533778935185	1736.28786446851	0.5	16.9	8976.89709718719	11.5666666666667	1611987.21802731
m82021	1657963	664.166666666667	13953.5277777778	2129.92476851852	23394.8901776069	1461.8625	6640.15904872134	68.9166666666665	0	15.9583333333333	1082.81076388889	628.691492366623	1996.77901241457	22.875	40.7	8266.70083453769	18.0296296296296	1597577.00732787
m33280	1654543	149.666666666667	14549.50625	1618.64189814815	20792.6728972479	1555.60416666667	6068.9682473545	1	0	28.875	656.179166666666	487.778752314815	1828.80728803829	0.5	9.7	8002.19685513832	12.5638888888889	1598780.33892287
m33159	1652288	109.5	13019.0069444444	1700.67225529101	21326.3520620683	1682.64583333333	6619.45754409171	4.41666666666667	0	12.8333333333333	877.430555555555	507.185799437831	1874.29277968383	2.75	25	7900.7967014093	40.4129629629628	1596585.24656172
m21402	1635347	101.833333333333	13445.9930555556	1355.02546296296	18777.3961487728	1512.64583333333	5945.92806878307	2	0	9.79166666666667	828.003472222221	459.092881944444	1649.27637703924	1.125	16.5	7090.20135159465	25.8490740740741	1584126.33827372
m21699	1634687	64.5	10124.6138888889	2201.54282407407	24796.6080698394	1937.0625	5811.12717151675	121.25	0	22.0625	1922.47916666667	508.964884259259	2136.27503474519	48.875	5.4	9696.64381542311	17.1972222222222	1575272.39792236
m26008	1634092	137.5	13357.5263888889	1630.57291666667	20307.5479417438	1618.95833333333	6649.64552910053	0.333333333333333	0	17	735.802083333332	502.17240162037	1846.05491149508	5.75	18.1	7929.52267861225	20.8851851851852	1579314.62829669
m42489	1633293	2271	13383.3513888889	3907.62835648148	28948.8370332249	1330.51666666667	7001.98761463845	195.5	0	57.0416666666667	2463.25347222222	1093.95832630622	2171.81398857749	52.875	100.7	8381.35343078418	13.6027777777778	1561919.58027777
m26254	1630215	92	15139.8527777778	1540.60763888889	19045.5805614987	1524.13333333333	6175.00263888889	0	0	40.2916666666667	586.65925925926	515.672446759259	1692.17563779119	0.75	23.1	7122.60170196045	25.1	1576691.47233718
m59010	1626628	279	13176.5541666667	1494.11539351852	20573.8896025775	1538.125	6114.81782848324	18.25	0	13.3333333333333	979.902777777778	573.614416060406	1757.83230216141	8.8125	44.7	7768.33497664772	20.4601851851852	1572266.25751759
m33261	1624461	214.833333333333	13786.4555555556	1931.66319444445	21826.7651230894	1561.39583333333	6486.69301587302	0.25	0	12.625	537.972222222223	439.409872685185	1986.79192772634	0.5	20	8305.07098493942	13.2685185185185	1567337.30541828
m103250	1619300	145.333333333333	14601.0736111111	1761.31365740741	19022.5216387419	1597.95833333333	5354.64096560846	0.25	0	38.5416666666667	696.956597222221	507.570358796296	1675.49877553645	1.5625	11.9	7474.4692438884	21.8592592592593	1566388.5500591
m21144	1618834	103.833333333333	12890.8513888889	1441.65625	19354.3077913602	1493.97916666667	5730.79333994709	4.75	0	5.6875	814.413194444445	477.396465874018	1648.83997072035	3.625	14.7	7714.24743041266	35.8157407407407	1567099.10342761
m21133	1608115	77.5	12953.8416666667	1796.58125	21048.2563849114	1485.97916666667	6128.56877645503	0	0	17.5625	702.712500000001	501.191150462963	1839.24580533969	0.75	22.8	7627.88250971651	21.3240740740741	1553890.80421571
m105120	1606522	58	13721.8013888889	1757.07175925926	19974.5459947733	1705.725	5607.49751984127	0	0	22.7916666666667	549.591435185185	462.447349537037	1744.37155122446	1.46875	19.6	7482.60200217192	12.0120370370371	1553402.47354541
m26406	1606123	178	14013.6506944444	1411.18240740741	20265.6789870848	1578.75	6281.1804420194	0	0	16.9375	730.440972222223	507.208114390432	1754.55781387787	2.1875	30.6	7697.64557127343	26.562037037037	1551628.41796024
m26269	1606049	564.666666666667	13219.9777777778	1337.72314814815	18433.3521779609	1506.33333333333	5751.88301587302	2	0	11.5416666666667	675.21875	465.631805555555	1660.59657039977	1.875	15.6	7627.45327389117	29.6842592592593	1554745.46255447
m33305	1593602	53.3333333333333	14532.7548611111	1994.81458333333	21264.2871804545	1802.225	4474.28654761905	0	0.25	10.4166666666667	632.171373456789	512.242327546296	1686.26732296719	3.375	22.2	8087.63831982004	16.9722222222222	1538508.76526147
m760049	1581197	131.5	13599.9541666667	1512.61365740741	19427.726095679	1551.70833333333	5674.65299603174	4	0	21.875	686.394097222221	458.992199074074	1696.19088367137	3	20.9	7589.83224247175	22.4268518518518	1528795.23347659
m21010	1567893	78	13372.0736111111	1601.81342592593	20100.7309384798	1468.76388888889	6375.058505291	3	0	2.97916666666667	675.447916666667	474.953863811728	1780.00512731481	1.4375	22.9	7324.50354938272	18.5879629629629	1514592.7445435
m33285	1561450	194.666666666667	13611.5986111111	1824.42523148148	20570.888658326	1481.47916666667	6562.77698412698	0	0	20.5625	406.59375	447.691383101852	1902.14059487066	2.5	15.4	7729.8292418267	12.9407407407407	1506666.50647108
m40087	1545632	168	15120.7388888889	1338.19675925926	18084.0886862967	1537.9375	5592.54411375661	0	0	7.22916666666667	912.475694444445	446.185729166667	1624.8513843649	1.375	13.8	7099.94963520233	17.4194444444444	1493667.20799751
m42183	1544716	967.166666666667	17908.1833333333	2831.63148148148	20962.7824796719	879.229166666666	4169.14344135803	85.25	0	36.1875	1105.17334104938	1013.13869813713	1646.09811831735	66.625	133.1	7037.71437026422	27.3333333333333	1485847.24306972
m10077	1539934	58.8333333333333	11644.5618055556	1747.36226851852	19790.9373509608	1326.3125	4043.1381547619	0	0	2.4375	886.71875	384.694230324074	1642.62807450121	0.6875	8.2	7190.12619027206	19.2361111111111	1491188.12623066
m750044	1536348	93.5	13415.6726851852	1436.70949074074	19212.5993533216	1436.66666666667	5391.02009259259	0	0	9.89583333333333	853.670138888888	462.948292824074	1678.45859981261	1.4375	13.8	7552.57647268355	30.6083333333333	1484758.43654062
m66170	1525000	314.666666666667	13300.5208333333	1451.29212962963	18764.9368048207	1304.8125	5334.49277557319	20.75	0	11.0625	842.64236111111	510.142580742945	1607.07531461273	8.4375	29.7	6799.97428718401	28.8953703703704	1474670.59837595
m21356	1524643	107.166666666667	14963.14375	1848.35509259259	19725.5932092795	1607.625	5066.33520723104	6.25	0	26.2083333333333	557.038194444445	566.488559854497	1644.06230574386	5.125	38.2	7277.71475304559	27.162037037037	1471176.53189077
m750005	1520789	118	14634.6402777778	1483.81342592593	17814.4434815458	1468.91666666667	5039.59565145502	0	0	29.2083333333333	497.826388888888	436.368810763889	1585.38681471836	1.5625	13.8	6823.46957475995	11.4842592592593	1470830.48381491
m32052	1518716	582.333333333333	12346.9861111111	1583.14768518519	19041.2671855526	1145.41666666667	5182.26506834215	78.5	0	39.0833333333333	1251.06006944444	566.155137841711	1583.48824138374	17	20.8	6708.08466759749	13.1509259259259	1468557.26157428
m42487	1514595	590.666666666667	14930.6277777778	1846.49398148148	19121.3714114859	1409.35416666667	4406.85813492064	69.75	0	13.3958333333333	1105.83680555555	660.81272789903	1464.79307135508	28.125	39.8	6546.46809035943	6.89166666666667	1462353.75466583
m32093	1504048	87.8333333333333	12005.9243055556	1386.84976851852	18179.2598814117	1361.3125	5854.41292989418	0.5	0	13.5208333333333	593.732638888888	409.110088734568	1628.92483405901	0.25	10.8	7027.91472565158	18.7712962962963	1455468.88286432
m33272	1498277	500.333333333333	12746.3583333333	1561.49421296296	17324.3026514734	1129	4858.31011243386	1.75	0	27.7083333333333	505.812499999999	534.980914351852	1505.62407035384	8.1875	30.6	6267.72255486968	29.0898148148148	1451245.72566874
m101585	1498090	111.833333333333	12016.0277777778	1504.98263888889	18565.8674636151	1524.225	4793.91945436508	2.5	0	13.6041666666667	587.177314814814	434.619409198633	1543.90207210373	1.375	12.7	7248.83283860801	27.2509259259259	1449701.1826047
m40071	1492109	131.5	11684.4819444444	1575.37175925926	19266.3552455633	1523.625	4984.03314484127	0	0	6.64583333333333	561.602314814815	413.308186921296	1604.16942765744	1.3125	24.5	7450.37357581733	12.6277777777778	1442869.09328957
m21014	1487599	135.166666666667	13290.0534722222	1494.12546296296	18407.4358247246	1484.3125	4953.16410383598	0	0	4.83333333333333	485.434182098766	420.420448881173	1595.36003814392	6.5625	15.85	6937.71083190443	14.3194444444444	1438354.25119078
m21131	1482548	121.142857142857	13640.9388888889	1884.70671296296	18860.2356461365	1434.25	5460.66490299824	0.5	0	21.4166666666667	679.562847222221	541.501327546296	1617.83620340517	4.5625	32.1	7160.30288465935	24.2888888888889	1431063.98967348
m42460	1479750	586.166666666667	13502.4791666667	1924.73217592593	19410.401971818	1270.35416666667	4223.06114417989	55.5	0	14.5625	1032.9375	664.66348930776	1498.14611230526	28.0625	74.4	7230.03903484061	24.7861111111111	1428209.70746051
m21403	1463052	155.833333333333	11912.9555555556	1694.93085826211	19505.2937687933	1562.59166666667	5079.46156746032	1.75	0	19.1666666666667	569.730531813865	516.809129786109	1600.49721028955	2.4375	34.8	7381.65821329491	15.762962962963	1412998.32103511
m26137	1452465	71.1666666666667	12327.3361111111	1388.09837962963	16926.9558968438	1302.66666666667	4835.51468253968	0	0	7.47916666666667	523.444675925925	402.573840277778	1462.49558637382	0.25	9.4	6416.11417824074	17.4379629629629	1406774.06618609
m21167	1449636	1022.16666666667	12760.0027777778	2555.31574074074	20526.4223361442	944.354166666667	4814.994664903	88.5	0	18.8333333333333	1196.77905092593	864.562726741623	1603.71095435589	40.4375	114.4	6673.32479781093	4.64722222222222	1396407.54806171
m21033	1445951	84.6666666666667	12205.3652777778	1397.93229166667	17220.5234143243	1343.70833333333	5076.18926587301	0	0	5.14583333333333	543.103703703704	387.810386574074	1512.32755867413	0.5	19.1	6422.07847450846	12.7888888888889	1399719.75990468
m71037	1426602	98.6666666666667	11376.5368055556	1545.07962962963	18058.2787350731	1529.38333333334	4854.59320767196	1.5	0	24.0416666666667	645.029513888888	431.978672839506	1551.86691112305	1.4375	13	7102.498191505	14.15	1379353.95916605
m26420	1423082	138.666666666667	11249.5930555556	1451.37534722222	17556.477503757	1566.8625	4079.98671737213	2.25	0.5	17.0625	605.221296296297	436.214964891975	1380.10086178627	3.3125	17	6877.54626659563	13.9824074074074	1377685.84741245
m26298	1420272	259	11278.9673611111	1446.31064814815	17523.155891283	1261.6625	4946.22221671076	18.25	0	19.1458333333333	734.326388888888	464.169162219917	1508.8582572981	3.75	23.9	6555.50384532791	17.2092592592593	1374211.56863642
m10042	1418754	18.5	14406.6111111111	1455.57986111111	18810.9729791758	1462.60416666667	5767.40892857143	0	0	14.9166666666667	715.375	499.017146990741	1678.83298434285	2.5	24.5	6951.64407078761	17.7277777777778	1366927.8093068
m10104	1414224	80.3333333333333	12549.3166666667	1365.66342592593	18292.9787014532	1398.0625	5184.09116071428	0	0	5.60416666666667	700.611111111112	422.946814236111	1564.03577084711	0.75	14.9	6679.51712183193	15.462037037037	1365949.72719018
m21027	1409714	198	11613.7472222222	989.357638888889	16876.1077361203	1244.52083333333	5457.69280423281	0	0	3.75	706.274305555555	427.737199074074	1466.27641559652	0.625	11.7	6370.34775591564	17.2944444444444	1364330.56864462
m40088	1407157	72.8333333333333	11303.4710978836	1404.66643518519	18264.3397334748	1172.76666666667	4112.59392526455	3.75	0	5.33333333333333	1037.24479166667	384.24171916336	1535.33467346873	1.375	6.9	6890.61756707656	9.04722222222222	1360952.48450126
m26267	1402750	68.6666666666667	13365.9333333333	1195.09375	16782.2602873769	1223.9375	5211.98517526455	0.75	0	3.77083333333333	576.993055555556	404.308563850309	1487.57858210703	2.125	7.3	6214.09174139803	10.8518518518518	1356194.35365926
m21040	1399885	1407.33333333333	11906.0638888889	2184.3900462963	20763.3335208044	1145.14583333333	5188.47633156966	157.5	0.0625	49.25	1601.40104166667	782.90206404321	1593.61440910218	34.25	33.5	6472.62226813067	11.3759259259259	1346553.77883691
m26118	1379135	93.6666666666667	10995.66875	1539.95601851852	17578.8802622538	1375.72916666667	4983.15792328042	0.166666666666666	0	14.9583333333333	467.765625000001	391.63153742284	1529.01194366365	1.25	7.5	6884.92056341449	12.1148148148148	1333258.6217283
m71041	1376364	123	11347.8444444444	1636.39675925926	18321.9091256614	1600.64583333333	4979.3975462963	0.75	0	9.72916666666667	581.953472222222	457.722375	1546.58018610376	3.6875	30.7	7207.40541881001	12.8435185185185	1328503.43465368
m33252	1375754	188.5	11181.6243055556	1348.34652777778	17840.2680483447	1321.0625	5589.01657407407	3.91666666666667	0	10.9166666666667	748.368055555555	460.617193287037	1576.0853319968	2.3125	13.4	6654.249513746	16.6564814814815	1328798.65963485
m71012	1369496	162.833333333333	10847.0055555556	1244.43657407407	17330.0856590667	1315.60416666667	5134.65849867725	4.75	0	11.5104166666667	797.572916666667	450.946629840067	1529.5521960198	4.0625	14.2	6483.52793062904	17.8351851851852	1324147.41843762
m41004	1368344	91.6666666666667	11458.44375	1252.67013888889	17257.3952111993	1339.35416666667	5314.98401455026	0.166666666666666	0	13	686.176620370369	430.179258101852	1516.27499898956	0.46875	14.7	6407.13567301097	23.5851851851852	1322537.7988997
m33260	1367865	76.8333333333333	10895.6159722222	1647.00856481482	18208.4726714433	1596	4233.42395833333	1	0	38.3958333333333	451.129089506172	469.688669560185	1419.57786931401	2.8125	20.9	6944.05712705761	14.2133333333333	1321845.87107775
m21210	1359005	64.8333333333333	11875.7611111111	1299.39351851852	15939.2463373108	1163.9375	4846.30113977073	0.5	0	7.16666666666667	428.343750000001	383.915611496914	1417.00023623512	0.6875	10.6	6373.06639831961	23.6972222222222	1315170.54967502
m42423	1349706	109.166666666667	15741.8013888889	1770.21018518518	17849.8659012621	1435.47916666667	3940.89324294532	6.5	0	2.125	795.347222222221	578.231103119489	1461.50868746785	8.54166666666666	39.8	6608.86049188794	8.26666666666667	1299349.40261035
m42117	1331847	152	12932.2708333333	1315.89351851852	16568.1075324717	1126.3125	5960.43124338624	0	0	12.9791666666667	465.524305555555	457.127552083333	1526.13057064319	0.5	16	5964.48887017032	13.5962962962963	1285335.63761087
m100707	1330783	132.833333333333	10653.6625	1341.03981481481	17158.2017185663	1178.64583333333	4935.92873015873	0	0	13.7291666666667	711.934027777778	375.502372685185	1532.51286775243	0.875	16.2	6723.45033807727	15.6351851851852	1285992.84911165
m42146	1314625	123.5	10915.4763888889	1638.1400462963	17613.1858571245	1279.3125	5058.12652116402	0	0	27.2083333333333	463.020833333333	413.832569444444	1569.19272656709	0.75	8.7	6842.01505572702	12.5416666666667	1268659.99750145
m33186	1306867	97.1666666666667	12295.9465277778	1292.9375	16649.3863167071	1262.02083333333	4508.90284391534	0	0	8.60416666666667	628.254166666668	431.444412422839	1412.47197044018	1.125	14.5	6096.85687189215	21.0222222222222	1262146.36050129
m106685	1303449	63.6666666666667	10940.1875	1207.26851851852	15334.6281348641	1258.4375	4433.0916765873	0	0	9.49999999999999	466.536458333333	367.460708912037	1333.7916299695	0.25	14	5828.50967121056	15.6240740740741	1262176.04746086
m41001	1300088	82.5	11099.9611111111	1182.41157407407	16558.2441469907	1269	5134.14823412699	0.333333333333333	0	6.1875	626.133564814816	417.192431712963	1459.48904454181	1.0625	22	6125.31598265318	19.3268518518518	1256084.69372479
m71025	1296422	138.166666666667	9820.22083333333	1289.64652777778	17161.9845293485	1464.0375	5016.28898809524	0	0	45.375	770.825694444444	438.5755625	1510.04197018757	0.875	14.5	6804.56797868084	16.2462962962963	1251930.64745267
m18022	1284789	134.166666666667	12123.7055555556	1142.93657407407	15688.0123386519	1155.16666666667	4526.63218915344	0.25	0	4.9375	666.031250000001	470.361707175926	1328.97044966656	2.0625	51.1	5347.47334676497	14.3990740740741	1242132.79418155
m42090	1283223	78.1666666666667	14322.7819444444	1275.45069444445	14440.2179103928	1201.6875	3294.31107804233	3.75	0	14.625	438.638425925927	502.585137731481	1164.51150047307	3.5	12.1	5278.41848700111	14.2194444444444	1241178.03621043
m10072	1275551	18.8333333333333	12030.3986111111	1392.26736111111	17855.7573303388	1357.45833333333	4898.00869047619	0	0	11.0208333333333	560.059027777777	385.700769675926	1535.86733892747	0.5	9.5	6803.8425125743	16.0370370370371	1228675.74882097
m101383	1245349	53	12010.025	1395.91921296296	14584.6996527318	1196.58333333333	3633.69814814815	0	0	7.6875	403.899305555556	357.432349537037	1230.58376049475	0.4375	18.7	5190.78360082305	9.15555555555556	1205256.39508086
m42492	1240669	1189.66666666667	10202.3333333333	2714.10810185185	19500.0015486938	1343.375	5880.49448853615	32.75	0	62.8541666666667	858.34849537037	713.617796461641	1745.79272695749	10	36.4	7406.93176766934	16.675	1188955.65090779
m42295	1233524	6.16666666666667	12156.5305555556	1388.58333333333	14905.3885893868	1124.70833333333	4507.48234126984	0.5	0	5.5625	307.059027777778	395.956944444444	1330.07220662937	1	16.5	5740.56594435871	19.1009259259259	1191618.82263132
m10142	1229416	2.83333333333333	12006.2152777778	1474.80439814815	17977.8150733025	1218.6875	3293.71087962963	0	0	11.9375	712.961805555555	335.605150462963	1432.39241190844	0.125	6.8	6751.51304298125	12.8657407407407	1184177.73288616
m10435	1214477	9.5	12946.6333333333	1162.94444444444	15385.2264835789	1299.06944444445	4558.25406746032	0.25	0	11.9375	475.548611111112	416.898321759259	1297.33185913158	0.8125	20	5504.24295338935	15.6916666666667	1171372.65881468
m42236	1206265	172.333333333333	12062.4962962963	1258.87719907407	15040.3050848765	1105	4462.66552028219	18.25	0	17.5	519.321180555555	467.591318479938	1234.75671870407	5.3125	33.5	5253.88908158599	12.5731481481482	1164600.62861866
m33271	1202783	88	10456.9604166667	1405.57685185185	16017.1131060314	1294.54166666667	4092.1407010582	0	0	21.8125	421.010416666666	353.553136574074	1352.34124809395	0.625	10.5	6179.37580675583	13.5101851851852	1161075.93896445
m26721	1199466	97.8333333333333	9980.52569444445	1334.82407407407	15521.9563676422	1163.10416666667	3889.24820767196	0	0	8.10416666666667	573.687037037038	323.429987268518	1324.77040585042	0.5	12.2	6074.36751900434	9.89444444444444	1159151.5545959
m26436	1195515	131	9982.47222222222	1398.13310185185	14867.676312601	1004	4287.14619047619	0	0	12.7708333333333	355.430555555556	332.418825231481	1335.78408052708	0.25	18.4	5720.95138431641	9.14166666666667	1156059.42482722
m26471	1190330	60	11099.3444444444	1087.5974537037	14621.6393178645	1104.25	3889.95302248677	0.25	0.25	3.45833333333333	507.680555555556	352.719884259259	1186.26798491696	0.75	17.8	5658.3632258802	13.0583333333333	1150726.61744422
m42504	1179662	25.3333333333333	11190.3680555556	1357.52638888889	16776.8053608172	1233.89583333333	4767.60773148148	1.5	0	3.10416666666667	394.440972222221	345.88890625	1462.68713247722	0.875	6.2	6528.87939814815	13.7740740740741	1135553.11364675
m66207	1178818	81.1666666666667	9751.56805555555	1365.85486111111	13268.9315078906	1108.45833333333	2642.88458333333	4.75	0	12.8333333333333	417.107638888889	373.345480324074	1043.06379218566	5.875	17.8	5037.28175874894	7.80648148148149	1143679.27250715
m59050	1175637	47.1666666666667	10828.0006944444	1124.69097222222	14460.0304523534	1080.52083333333	4534.53332010582	0	0	8.91666666666667	572.23263888889	376.443923611111	1258.16188434652	0.75	11.2	5333.74097879515	13.7833333333333	1135986.82763523
m26036	1175006	181	12260.0340277778	1428.72523148148	14794.998741595	1072.625	4026.11147486772	7	0	13.4583333333333	622.277777777779	423.841793981481	1329.41463328097	9.6875	22.2	5908.66091620942	10.5416666666667	1132895.42290303
m10088	1173112	30	11187.8305555556	1499.12615740741	16675.4711971818	1386.10416666667	4252.14527116402	0.166666666666666	0	25.0833333333333	466.024305555556	415.385752314815	1415.6244181272	3.5625	21.3	6405.76237711477	10.4194444444444	1129317.99385447
m750030	1168566	70.3333333333333	9839.67222222223	1268.66666666667	15120.4505800448	1245.25	4312.95881613756	0	0	9.375	518.55763888889	362.07315625	1316.50587030607	1.125	12.1	5777.00537765775	10.9148148148148	1128701.01152368
m10093	1165687	49.5	12939.0055555556	1220.13333333333	16003.3315984164	1172.85416666667	4330.10598985891	2.75	0	9.625	552.024305555555	434.019793595679	1296.32077367174	1.625	25.9	5654.22591306584	19.9462962962963	1121975.63227398
m71069	1155913	179.5	10099.5875	1272.7974537037	15289.2291356889	1299.64583333333	4011.42736992945	4.5	0	11.3958333333333	606.999074074075	373.232673049944	1303.98378876396	4.125	15.1	5781.70702803498	12.4203703703704	1115647.34893972
m33281	1136252	90.1666666666667	10041.1423611111	938.129629629629	13786.0933026529	1161.70416666667	3824.97669642857	0	0	23.1041666666667	677.777777777779	333.735847800926	1179.99072232327	0.75	6.7	5631.01529921125	12.6324074074074	1098544.08095566
m10084	1134646	147.333333333333	10459.7277777778	1213.02199074074	16229.0321702767	1173.4375	4118.16358024691	13	0	6.47916666666667	747.430555555555	403.515680390212	1322.31682445528	4.3125	26.6	6094.67872340208	13.3601851851852	1092673.59001197
m26098	1128908	77.5	10527.5361111111	965.709490740741	13529.5629338808	984.375000000003	4085.77346560846	0	0	2.77083333333333	576.453935185185	367.23278125	1135.31671613205	0.3125	23.5	4895.31961676955	13.8555555555556	1091722.78106043
m102750	1126562	153.5	9916.89097222222	1094.25	13685.3587252474	1001.71527777778	3993.35105820106	0	0	5.375	328.812326388889	301.622846064815	1218.19481913213	0.6875	22.5	5216.42300097165	22.9648148148148	1089600.35365918
m10047	1123443	213	12383.475	1071.12060185185	15224.6951030644	1203.25	4372.2071803351	10.25	0	8.41666666666667	864.777777777779	437.456536044973	1260.90903227881	7.25	20.4	5423.63652579773	20.9407407407407	1080921.21483544
m42441	1116678	14.1666666666667	12260.7291666667	1179.47268518519	15066.9619762823	1167.97916666667	4396.85872354497	0.916666666666665	0	4.6875	413.835416666667	410.919886574074	1315.83629680151	2.75	31.4	5546.06692065329	15.5037037037037	1074849.91522392
m26364	1101448	61	9348.47916666667	909.886574074074	13502.5024078667	1051.83333333333	4379.69298941799	0	0	3.95833333333333	532.125000000001	314.550717592593	1190.39355999228	0.5625	8.7	5016.46678183585	11.6435185185185	1065116.20511737
m100722	1094546	105.5	8017.39305555555	1165.92569444445	13581.3602351282	1074.90416666667	3311.30334986773	0.416666666666667	0	11.7916666666667	384.487191358024	298.967490988756	1118.00202217905	0.375	15.7	5430.81390628062	10.2898148148148	1060018.76973938
m26213	1089182	131.5	9441.17222222222	1092.91828703704	13049.6053652447	1080.70833333333	3571.4465388007	2	0	19.9166666666667	451.90925925926	323.969408564815	1107.53751731518	1.5625	16.7	4842.42598351052	9.12777777777778	1054039.50014027
m10057	1088791	180.666666666667	10794.0166666667	1364.80300925926	15601.9537830688	1077.79166666667	3960.3360670194	18.5	0	14.8333333333333	520.541666666666	462.000144400353	1267.12729423868	10.25	50.2	5497.95950094715	10.0888888888889	1047959.93131218
m33026	1084742	68.1666666666667	8877.01805555555	1128.54166666667	13931.40413342	1189.29166666667	3543.6309457672	0	0	8.95833333333333	450.461342592592	322.89746780303	1147.05391816854	0.375	12.4	5422.59396497771	10.8574074074074	1048628.34943097
m26296	1070070	32.5	9848.62847222222	1120.84583333333	12787.0944371969	1045.79166666667	3286.02902777778	0	0	7.6875	388.036805555556	328.568300925926	1055.38830855471	1.78125	12.4	4924.25061520184	13.3379629629629	1035217.6598196
m26832	1070000	168.166666666667	10466.9180555556	1373.44282407407	12827.6675445969	1086.47916666667	4497.46541005291	0.5	0	26.1666666666667	215.440972222222	364.504809027778	1235.35906987158	0.125	33.5	4787.54863854595	16.8907407407407	1032899.82443531
m26151	1069476	57	8972.275	982.165509259259	13269.1264259902	1014.33333333333	4036.22312830688	0	0	4.27083333333333	436.155709876542	293.119879050926	1150.24945847571	0.375	7.6	5013.25401834705	9.31944444444444	1034230.53225958
m26080	1061997	138	8582.19444444444	1155.94583333333	13519.7596514305	932.694444444443	3410.04282186949	15	0	10.9791666666667	703.618055555557	334.304117063492	1139.75160732657	3.8125	11.4	5448.34996442044	13.8157407407407	1026577.3316527
m26064	1046152	113.5	8426.10555555555	1117.6212962963	12867.5856206643	1108.66666666667	3283.44704034392	0.5	0	13.7916666666667	419.986574074073	337.764836226852	1048.79323509149	1.5625	11.2	5001.82834719364	10.5009259259259	1012389.14573529
m103281	1045570	68.3333333333333	9432.24305555555	1097.89351851852	13025.7873286394	996.791666666667	3750.94023148148	0	0	18.0625	315.204861111111	326.384438657407	1162.6737044156	0.125	11.2	4997.70910193759	15.6203703703704	1010351.03088931
