SampleID	log_POS_00183.9719660	log_POS_00085.0105960	POS_00172.0579960	log_POS_00821.5709660	log_POS_00313.1258560	sqrt_NEG_00313.0786040	POS_00137.0960460	log_POS_00102.0371560	log_POS_00239.0890560	log_POS_00147.0803860	log_NEG_00792.8592540	sqrt_NEG_01518.7387440	log_POS_00329.1747860	POS_00261.6368360	POS_00131.0702260	POS_00193.1070560	orig_POS_00337.1470860	log_POS_00103.0389160	log_POS_00679.4114760	log_NEG_01246.7890140	log_NEG_00468.8968340	sqrt_NEG_00165.0409140	log_NEG_00298.9654040	orig_POS_00155.9770360	log_NEG_00725.3738740	log_NEG_01588.7316040	log_NEG_00441.6821040	POS_00119.0855060	log_POS_00196.0447260	log_POS_00092.0674360	log_POS_00224.0760360	log_NEG_00620.8451040	sqrt_POS_00264.0762760	POS_00313.1799660	NEG_00161.0456240	log_POS_00187.0729260	log_POS_00283.1304860	POS_00195.1226860	log_POS_00083.0213860	log_NEG_00658.8890940	log_POS_00657.3671760	POS_00151.0964260	log_POS_00311.1642260	log_POS_00701.3935260	POS_00245.1383360	log_NEG_01586.7261640	log_NEG_00328.9862140	POS_00133.0858760	log_NEG_00313.1132340	log_POS_00696.4380160	log_NEG_01382.7640140	log_POS_00383.1031960	orig_POS_00165.0909860	log_NEG_00349.0243240	log_POS_00564.3589460	NEG_00101.0244940	POS_00235.1176160	log_POS_00323.0822660	log_POS_00547.3325360	log_POS_00162.0447460	log_POS_00325.2163460	log_NEG_01452.7574240	log_NEG_00250.9648340	sqrt_POS_00527.1452360	log_POS_00239.1278260	POS_00337.2042560	NEG_00073.0295040	log_POS_00340.2093760	NEG_00453.9262940	sqrt_NEG_00589.9007140	log_POS_00297.0091660	POS_00241.1046560	log_NEG_00725.8751040	log_POS_00213.1098360	NEG_00119.0350140	POS_00316.0549560	log_POS_00089.0596760	sqrt_POS_00355.2148160	log_POS_00613.3407560	log_POS_00292.0722360	log_POS_00315.1150060	POS_00233.0995660	log_NEG_01587.7294040	POS_00473.2899160	log_NEG_00308.9942340	log_POS_00635.3853560	log_POS_00337.7004760	log_POS_00351.2003660	log_NEG_00097.0296340	log_NEG_00552.8582640	log_NEG_00199.0338440	POS_00164.1070060	POS_00191.0914760	log_POS_00281.1595460	log_POS_00591.3590560	log_POS_00189.0467660	log_POS_00072.0807160	orig_POS_00149.0807960	log_POS_00399.2410360	log_POS_00296.1831360	log_POS_00205.0641360
FL10113.0	-7.53632914990114	-7.08276034811218	0.000918418930530683	-7.57628152292038	-9.23504802609638	0.00487406634233309	0.00191663252810076	-7.54593155341064	-8.79577144100796	-6.36979420593441	-4.8861988275859	0.0535885770157146	-5.86692605352574	9.93175710770892e-05	0.000673333061208384	0.00208142724383278	6.49916138317175e-05	-8.16174021084886	-4.88857936357964	-7.75014453260282	-5.22419600937828	0.00452818509735575	-7.79416108498935	0.00019280057782693	-7.19470951508303	-6.8004360654551	-5.21754446216815	0.000472003234123835	-7.29486759573626	-9.67310841644288	-6.72948406601404	-7.82730674831335	0.031120009220352	0.00797376040733106	0.0293157064659955	-7.14885679462347	-8.03323234238819	0.000207437191939115	-6.81888307115401	-7.09150839595151	-7.38922315851032	0.000917767312520686	-5.90044679705579	-7.58295748260228	0.000143547797958157	-4.97725010173496	-6.65366756838803	0.00081672986389955	-5.30842747199688	-4.75417054675825	-5.81850370997337	-4.58521356035969	0.00175291439396259	-7.29929895317513	-5.49111523713378	0.0608227517105249	8.80114074624648e-05	-6.9484075921051	-5.32955918000945	-6.49820541683757	-7.57344076112092	-6.0924912828934	-5.75579825324976	0.0312558182023015	-9.10681719286623	0.000474856246156622	0.022643991375164	-5.21580015011924	0.008884977854903	0.0730971466057897	-9.90992983112857	0.000101924487832002	-6.0924912828934	-8.46656150721321	0.0535754010844433	0.000277907070488272	-8.13089313858501	0.0321110504743879	-8.47290821757606	-8.54358713689633	-7.96522551324355	0.000414586151053084	-6.38809944939601	0.00285292019970728	-6.33284965239785	-5.41430599837192	-8.69590785670749	-7.5724125973612	-3.62489220614273	-7.7327501825387	-7.08837723714859	0.000553483874246892	3.98988371163518e-05	-5.54689812621162	-5.53897680001812	-5.53948571033156	-2.97965783258846	0.000623722783335823	-6.19475156504702	-5.54285291626075	-8.62046860368021
FL10410.0	-7.52001259601146	-7.75267385231216	0.00116119248566725	-7.8231868319779	-9.34748364942283	0.00459556076706257	0.00154730684446272	-8.15914303290105	-8.73925137332115	-6.49735487133021	-4.95251199282675	0.0466712957105046	-5.8204873309459	8.46596527841122e-05	0.000646172014580117	0.00196471326520119	5.50583386163979e-05	-8.50239447655396	-5.30255266447511	-8.0551276126763	-5.15750073080045	0.00383437363062981	-8.00305933206955	0.000216924705182217	-7.19723883973161	-6.58101000676779	-5.44365513917884	0.000409800734935364	-7.46196019722676	-9.60340589334766	-7.03817827715306	-7.70202895156235	0.0349801692525698	0.00583440018731478	0.0326607316656187	-7.23330086482246	-8.31596966829436	0.00017601786879717	-7.42331413804163	-7.40375583224759	-7.74427047527297	0.000861394498710086	-5.83516595131192	-8.13529330310935	0.000175032091879113	-5.25666635518511	-7.43761746461131	0.000760319416033249	-6.07237679247466	-5.14272052257433	-6.23051381333349	-4.32579257976554	0.00164733048202476	-7.31053041858897	-5.79475816236255	0.0651981523639107	9.28581143168576e-05	-6.899892164369	-5.63856443880821	-6.51805460243852	-7.64187560434422	-6.17748342240807	-5.93928651509842	0.0346748647471439	-9.62316057178572	0.00038224956640569	0.0227886722322144	-5.62261901674541	0.00665078783669672	0.0753008475845746	-10.9145686612059	0.000104959051786332	-6.17748342240807	-8.70588965593655	0.0546955321082773	0.000228166873369369	-8.26565538483803	0.0274315106907343	-8.9608828113249	-8.35291982987624	-8.43002195380678	0.00037946529767465	-6.68143910212349	0.00259984408111919	-6.46539863551946	-5.92486299226967	-9.10905266945229	-8.07233150477378	-3.50425764045024	-7.34716844931551	-6.64205001636121	0.0004369972538116	3.42985654370162e-05	-5.5498341514652	-5.98238757805448	-6.17566628272602	-2.7756066286068	0.00050255361022744	-6.60640496669848	-5.98530358080238	-8.85876333783614
FL10565.0	-7.6256564108138	-7.24332272148578	0.00144721903400735	-7.35007264857565	-9.33986415131748	0.00507509936475059	0.00178082486530945	-7.66914992913653	-8.69983609016612	-6.43263932721594	-4.91467566405025	0.0474551015005808	-5.87835139399797	7.86970940876708e-05	0.000647159187243772	0.00202333970946365	6.0977083244885e-05	-8.29560251272417	-4.96885866078611	-7.89467706231641	-5.16849441291939	0.00342960815404518	-7.86342141510436	0.00018806953419056	-7.18816219421646	-6.90615476030973	-5.36451237880586	0.000434211606294522	-7.3831318425431	-9.53661300176755	-6.71950844321862	-7.80026835126203	0.0313992759466871	0.00634243537882718	0.0295572399907014	-7.07781269768726	-8.24366972962616	0.000207871646957392	-7.45796389894987	-7.14222922633552	-7.48071513798814	0.000913364870642947	-5.93599554877837	-7.72254445494066	0.000169721814203807	-5.43710207952779	-7.04221319233963	0.000845331357184094	-5.40221370015721	-4.84215533047455	-6.17691880033028	-4.54523643151022	0.00186981089956673	-7.80396368698759	-5.51685971285515	0.0617076384963998	0.000104074612077243	-6.9385211451711	-5.36111832939011	-6.62741459484468	-7.42474911813526	-6.38033514470324	-5.90655057446991	0.0311262704051636	-9.18313458174362	0.000409690541292201	0.0222824944350613	-5.31720191601496	0.00865652804809091	0.0705169233110698	-10.2129008433632	0.000103438436555348	-6.38033514470324	-8.32923757435853	0.0537504071867754	0.000289039462149967	-8.09869752805098	0.0296729595796826	-8.55346390044457	-8.54075278092635	-7.97685746523554	0.000416505618263505	-6.9612026430642	0.00294936111418178	-6.37565257068347	-5.60289768999653	-8.7811409221705	-7.85334800920806	-3.51816658758486	-7.71841536999449	-7.18943333864638	0.000539799396500789	3.52995898628087e-05	-5.51832453246749	-6.0864424841996	-5.33882663797521	-3.26421958348217	0.000580197386278694	-6.50174878366009	-6.08918713362612	-8.31164063348225
FL10566.0	-7.71157630081236	-6.82160030104624	0.000880445179422248	-7.48203001560829	-9.52533249539424	0.00506035906080683	0.00181526269941102	-7.23644742823525	-8.86790084207384	-6.36060089416128	-4.96837855046288	0.0458825153297716	-5.99230389204781	8.49053473108635e-05	0.000641685191263092	0.00202763505523626	6.29760094899724e-05	-8.19483486273154	-5.20361722679857	-7.47948251704043	-5.37573959781687	0.0052159791669356	-7.84137855351716	0.00016818426337567	-7.31512839643445	-7.01949726747723	-5.34649704075209	0.000460053361956749	-7.49475323124095	-9.73408946294463	-6.69377439693715	-8.01889927519463	0.0341085856146658	0.00635794550654621	0.025145564066133	-7.24523687735561	-8.30412951745614	0.000198583699025513	-6.65196032994959	-7.14767689663504	-7.57444651682558	0.000951790372831195	-5.933946776338	-7.90857019080138	0.00017996334234064	-5.26886873383579	-6.83457658224489	0.000846085404030019	-5.60986037929523	-5.04988903459113	-6.37946704004473	-4.07972271089931	0.0016214036423997	-8.10706162243764	-5.6126304155759	0.0524016052830714	9.33121948942863e-05	-6.41810506861721	-5.44676166710025	-6.05220875778842	-7.51598255992606	-6.55376413203508	-5.66934255676642	0.0337009273224833	-9.41412538083049	0.000443737649039039	0.0199095994792564	-5.50972330349078	0.00662505576239698	0.0661333409881078	-10.4390701413929	0.000104391334765197	-6.55376413203508	-8.41484897966325	0.0466971689700394	0.000208017443050614	-8.1666462614682	0.0289586552533531	-8.82141060605797	-8.32883990682499	-7.7140981334959	0.000408558271199747	-6.62675428441885	0.00282617584284064	-6.29454137133176	-5.73632535756501	-8.83963874634361	-8.16827038175819	-3.81054203176282	-7.70271357672411	-7.2051821805266	0.000515249558789784	3.45921153642342e-05	-5.52978455970322	-5.75540824155616	-5.14461964692982	-2.57906805734285	0.000574038370977473	-6.42429704741042	-5.75296697359852	-8.24104651065874
FL10567.0	-7.5995008506701	-7.3326035625987	0.00129135799622318	-7.4525190709677	-9.33758610753592	0.00429192242118467	0.00169351565768499	-7.77919162550491	-8.81402936738814	-6.40152897900024	-5.1259416070982	0.0407321621781712	-5.76077446533374	0.00010272891866742	0.000685509369080362	0.00207091570074868	6.60477101557021e-05	-8.50672374778591	-4.81049507472969	-7.80984978388071	-5.41947498909158	0.00406611590852209	-8.01483806158437	0.000205875565421145	-7.75236346469141	-6.82714657919119	-5.68350043809026	0.00031943420340062	-7.47669517581958	-9.7675998891052	-6.9296924108078	-8.26640341494059	0.0410155236771169	0.00619752618339396	0.0253767367867729	-7.2324212240056	-8.04653148799306	0.00022432795222267	-6.6436430259007	-7.65321885195029	-7.15135294425961	0.00097126786460111	-5.80147701369991	-7.55456930000376	0.000177445061381478	-5.39478170938086	-7.31511902314248	0.000870062778815556	-5.47971117151681	-4.68177242646266	-6.54100871284001	-4.01150965065904	0.00178635055523744	-7.97086412911076	-5.35977912497965	0.0513127523283874	9.24186889515553e-05	-6.21125964433192	-5.20375942363126	-5.83131641195201	-7.53092583924751	-6.66597077572955	-6.03237180588676	0.0382203632426052	-9.38577978925194	0.000579433320116168	0.0194083425508721	-5.10373790484334	0.00785459887828854	0.0612101361100259	-9.96894763696577	0.000108846567349563	-6.66597077572955	-8.46267286246946	0.0447941120325612	0.000293711693648561	-8.08416305385268	0.0351178161186077	-8.36189307491135	-7.99470516178578	-7.58795999021142	0.000375798132856892	-6.41586977390381	0.00264223366105239	-6.59476848140469	-5.2896849598958	-8.65176405752033	-7.51079298584415	-3.80367221060917	-7.8722571907356	-7.31905160749491	0.000538073267676004	3.46842604257039e-05	-5.5103580716293	-5.43572678578221	-5.30899349924755	-2.5639942222406	0.000655816168998783	-6.16336524687625	-5.43769787714648	-8.73792676887823
FL10198.0	-7.67775213797058	-7.59977281110015	0.00139554582633851	-7.57266279858965	-9.51590102012688	0.00429371836986453	0.00180335084890274	-7.98511724786235	-8.85790031228658	-6.41621988942654	-4.88939003921225	0.0437370555718957	-5.62497094523209	8.20557273032301e-05	0.000632909126547996	0.00200137917628331	5.82173608451309e-05	-8.30719931419453	-5.20520744115647	-7.78509839554389	-5.26386752990303	0.00429143382169354	-7.91817098053642	0.000265637435243019	-7.43189396318093	-6.89888511005941	-5.32256586324086	0.0004539956501971	-7.26444599752531	-9.56916326508693	-6.78769305691687	-7.85395336147447	0.0304520385851911	0.00674152192355844	0.026502903284003	-7.08325919727967	-8.05896446918794	0.00020951688935596	-7.33201498190022	-7.36192275247602	-7.57050354330802	0.000884845297953887	-5.65129220002589	-8.04942176535323	0.000205890133747486	-4.63755734939045	-6.8895293616566	0.000783767535660702	-4.97592202635117	-5.06715619943444	-5.97303370386842	-4.41341633356006	0.0017735391629728	-7.63505011703478	-5.67446182642691	0.054654113163365	9.81601899568496e-05	-6.83519607803212	-5.51670546013486	-6.37701516727063	-7.52765828176057	-6.38014611718957	-5.84495707794587	0.0315232531474498	-9.35959818463636	0.000410435364287841	0.0206232002956927	-5.5182833523899	0.00737200402033349	0.0784280093779067	-10.8203945359556	0.000104558246421304	-6.38014611718957	-8.39934277715858	0.0481178771005287	0.000263829152447977	-8.11951113392712	0.0297003096125784	-8.76570754383545	-9.37745715295464	-7.61738900822734	0.000349625124158859	-6.14952731002898	0.00271926100426813	-6.53613152285035	-5.69303048331351	-8.97272248079181	-7.99976161856415	-3.72880658149317	-7.56346112884893	-7.09585888954477	0.000601399001338678	3.70091858511037e-05	-5.51422024535892	-5.81392774159866	-5.80300236272878	-2.74747490128676	0.000519865697869723	-6.43176309412251	-5.82332991362449	-9.2093508918567
FL10471.0	-7.70617944377884	-7.34098890262123	0.000990809991456336	-7.5347407544329	-9.35480018129573	0.0042599141497697	0.00183731462695063	-7.86830305680188	-8.73780954599708	-6.44217127874134	-4.90846934722106	0.0516453601926034	-5.70893734385053	0.000120305268490526	0.000721447212005219	0.00218395660860948	6.77603124350885e-05	-8.16806829264272	-4.82521055606714	-8.13515899207568	-5.50125039842382	0.00431186761234717	-7.58851001908437	0.000163365593829521	-6.97408127499546	-6.87176861615467	-5.29298713645833	0.000348897870105334	-7.57927194115177	-9.85027077178764	-6.8127303965254	-7.81750557683343	0.0363500581898727	0.00632392345183624	0.027668161561558	-7.23091968341139	-8.22666527290478	0.000218046745327334	-6.93993095253017	-7.17237065068327	-7.23881966056905	0.000977682342368884	-5.7200919083001	-7.52142039049597	0.000222326404268663	-5.11293158151578	-7.23835391815335	0.00087185328708221	-5.55711335755036	-4.68973547977899	-6.19093802090954	-4.29941402892508	0.00173492841557266	-7.56243876292242	-5.3564434049553	0.0592319459458013	9.13973925711222e-05	-6.41426612061169	-5.19002064657999	-6.05828277409891	-7.22471246155476	-6.40632564356238	-5.73660578389198	0.0338759491537019	-9.16976423137175	0.0005166812868395	0.0228390564953368	-5.14946768413881	0.00870250171044888	0.0687319230042285	-10.3582150664512	0.000119881416301825	-6.40632564356238	-8.441760311454	0.0537282496373291	0.000297036987882575	-8.05603788760606	0.0329853483737597	-8.49185416771434	-8.87579862462774	-7.87780936224719	0.000418621206777699	-6.44662250207873	0.00294279643929322	-6.1566577738003	-5.38916091821856	-8.57665710206303	-7.54619889121591	-3.65435792416842	-7.81530830511238	-6.89786000848491	0.000493965007241409	3.87067750043956e-05	-5.41130810986288	-5.4878140163756	-5.29389820369223	-2.64581894109145	0.000722042847898961	-6.32285629437928	-5.48845296154179	-7.66838243971987
FL10568.0	-7.61371982178072	-7.29918712855288	0.00120265388939872	-7.79854816603662	-9.35350585103977	0.00484161560099254	0.00170485627745424	-7.75380671137933	-8.82120204130092	-6.38512497771149	-4.54982237281369	0.0470155522858851	-5.7104556174393	6.67815384094248e-05	0.000682820759753033	0.00211074275588107	6.25527368213887e-05	-8.23894211103381	-4.99678647662939	-8.0320811437189	-5.23639416039346	0.00465101567179531	-7.73760968129587	0.000188910617906254	-7.42810616118361	-6.94426966847506	-5.29922829015354	0.00040007979522605	-7.42601697486007	-9.92877433981334	-6.92517065519612	-7.65713038629773	0.035267123525831	0.00642425048501693	0.0282876663588837	-7.17518148369634	-8.18621159818728	0.00021462952475986	-7.20719316104732	-7.13082026693055	-7.28321101229497	0.000932164590154418	-5.75369239816122	-7.74635778865685	0.000178271299818688	-4.74012792281196	-6.66074058837612	0.000853663995915063	-5.1185902137781	-4.87217336356339	-6.4286272071112	-4.23708094383138	0.0017597727552589	-7.39861114426017	-5.49471667280082	0.0589253649664936	0.000104303751893721	-6.5782497715591	-5.33191286783897	-6.1831387566389	-7.5580816176675	-6.23174009884201	-5.76865247485073	0.0346987093059416	-9.19993129139661	0.000462765720948779	0.0224697933151395	-5.30681782411797	0.00747858962788743	0.0710258141520533	-10.3826462141756	0.000114446504778491	-6.23174009884201	-8.50303172304347	0.0524966806583072	0.000265239453320799	-8.07810040220331	0.0310094983651273	-8.50016851999501	-8.51649590321014	-7.39516617553969	0.000421465198386121	-6.51082432241074	0.00271667977133512	-6.32296758569526	-5.43096343782941	-8.70916252066404	-7.75263390176553	-3.62742024286032	-7.48244249785146	-6.87786291990651	0.000478319768709195	3.99848961591396e-05	-5.48637654647842	-5.67147110614907	-5.51573954555879	-2.58985085184738	0.000687767367084107	-6.47855807610131	-5.67000883781717	-8.5873672217794
FL10505.0	-7.55002996758308	-7.30033692749239	0.00136428230471754	-7.58974248885427	-9.42763813534301	0.00484642959781603	0.00160617336232369	-7.64902954166621	-8.75363486195139	-6.42634052324226	-5.12993744175206	0.0438752805369962	-5.73405504690896	0.0001108047204528	0.000633342672083726	0.00193249056621286	5.60915080940521e-05	-8.20564621523648	-4.97285479303904	-7.87922048191228	-5.18091891880359	0.00492078223378437	-8.08169701658294	0.000214613062752337	-7.59524556163306	-7.06634172379507	-5.27971449633889	0.000382843253234392	-7.48311449810218	-9.84338396046883	-6.88946964743109	-7.82539341315589	0.0410037498286313	0.00606681207510082	0.0302337568304503	-7.26285590294638	-8.21541174186401	0.0001981634088167	-6.43946615648837	-7.51952223452937	-7.39626165562616	0.000875926513406862	-5.72824656924657	-7.70418718464184	0.000192281805255994	-5.31160400983888	-7.00060916737023	0.000776312026482102	-5.13427261432956	-4.86133115294611	-6.36106134310856	-4.0265534145829	0.00172151736564148	-8.05610205017977	-5.58036583811319	0.0614738153281035	0.000110113332395228	-6.39452272907927	-5.41098714119012	-5.9221785645086	-7.4762224536785	-6.52623467791057	-5.84421783725437	0.0404646980437281	-9.33959258655388	0.000501606593763299	0.0234295429311274	-5.2793918068739	0.00620594371416427	0.0741980427156226	-9.9742497192312	0.000102184248064966	-6.52623467791057	-8.46520489768299	0.0539686714865549	0.000183304329530191	-8.17310763866205	0.0312471583949749	-8.57948796035012	-8.03371767961634	-7.08983161162725	0.000405775449096002	-6.66853476594354	0.00264339108866189	-6.60690357475684	-5.51404712534063	-8.66234981738828	-7.74286675586851	-3.62652549171019	-7.59200864769105	-7.25367715571644	0.000539926666848834	3.29029617364717e-05	-5.52419918091056	-5.63326969510586	-5.41713348235421	-3.20236264457291	0.0004762918060531	-6.14515396069386	-5.63274224422565	-9.03975690732245
FL10597.0	-7.7441108669841	-7.72512468479448	0.000974482592143118	-7.57456700738668	-9.53818373815353	0.00465932692070228	0.00180889573285528	-8.15049685683882	-8.91302296571872	-6.42104580281526	-5.02277309666909	0.0468036729749277	-5.74381437954576	0.000107595755148154	0.000630414945870805	0.00199181532566141	5.71936640094824e-05	-8.26958085989144	-5.06966111479826	-8.11183653040672	-5.35238296611117	0.0042765308699733	-8.07128501151406	0.00017226615567763	-7.65780501020915	-7.04643260267532	-5.14688674348211	0.000378522111008426	-7.55316272674276	-9.85019374512367	-6.94634306538196	-7.79535244866921	0.0337058573517245	0.00671021910775232	0.0252325859760972	-7.41045529709062	-8.10573519545203	0.000205384994122862	-7.00715938741602	-7.60126983340649	-7.57851742846326	0.000929811351395848	-5.77232616630888	-7.84873436866373	0.000182601364602603	-5.14434321577633	-7.22006168737535	0.000832865314951481	-5.53169767881658	-4.93244104778765	-6.49087828580022	-4.36242705563675	0.00149294088852838	-7.98030184408187	-5.64071025450735	0.0522571216497513	9.1129981557072e-05	-6.73825599028624	-5.47756092186846	-6.30561442780391	-7.31711063647318	-6.87325342317914	-6.03933794701973	0.0337889980620741	-9.46624679927791	0.000510670912192063	0.0188206260290181	-5.36130580818802	0.00583201401184758	0.0635254379975114	-10.3332435953599	0.000104922710653339	-6.59234064410642	-8.5485387495844	0.0452721995880907	0.000217023390594533	-8.17747766884489	0.0316071520479026	-8.72142702610005	-8.67719255604355	-7.40867643447435	0.000392361673425108	-6.71893254583071	0.00283452245581172	-6.58855173300605	-5.58664085794353	-8.79825085028979	-7.83950152799533	-3.76482305665466	-7.64891901844979	-7.20748744691161	0.000497957589991462	3.32893463222272e-05	-5.54986199788651	-5.73974846899788	-5.42770816025626	-2.87485473352857	0.000597381161087126	-6.30239485350272	-5.73853213603315	-9.09373213925902
FL10150.0	-7.77605957153731	-6.96666585039951	0.00101421846222384	-7.61177842617049	-9.61101396780037	0.00487762673656027	0.00165291214297396	-7.42614625114468	-8.97983836213439	-6.38699617442441	-4.92763607224948	0.0484970677930648	-5.94115719166305	9.44503570617364e-05	0.000761036823556538	0.00225476289834835	6.74801780954051e-05	-8.1183251602869	-4.9268469812259	-7.83583305917905	-5.7780821193479	0.00556198432868276	-7.44912323291496	0.000145000267436664	-7.39292309108836	-6.58623249765644	-5.4419450562282	0.000364287320493772	-7.60849595591771	-9.82117423450548	-7.12694452217847	-7.96674865744324	0.0433145073012732	0.00611453442693164	0.0244382567098057	-7.43299558804669	-8.14175489784753	0.000218790171884074	-6.34807354390554	-7.15563737567435	-7.32229923353372	0.00102893627183151	-5.92411585745102	-7.67701858658671	0.000175362718929413	-4.9435814532617	-6.96569081659428	0.00092149675306424	-5.39904304837383	-4.77996665695567	-6.05141096424215	-3.79209922163052	0.00154641128045623	-8.01171348253726	-5.56510585670638	0.047958211058673	9.56807068800652e-05	-6.01503703837575	-5.40012060971895	-5.67135121359816	-7.50583307955045	-6.50685685190129	-5.84999188297974	0.0427392634815347	-9.41407995887349	0.000491432198613695	0.0194475263655418	-5.22525703005135	0.00687106875615083	0.0742834730965351	-9.25917575207939	0.000113637176583193	-6.50685685190129	-8.5809624532811	0.0424553990059948	0.000269231619414477	-8.0933022859988	0.0312748853008886	-8.60675704460256	-7.82335721250867	-6.51935979213253	0.000451471046548869	-6.58871601267577	0.00258133723512695	-5.82001619641846	-5.39319877588088	-8.6087871221086	-7.72520369946478	-3.94873326604319	-7.68915898363544	-6.61608162825213	0.000484668557053925	3.57905375225298e-05	-5.37009988822488	-5.62478698262493	-4.66240184688536	-2.48388900942168	0.000742492094959869	-6.11980510880171	-5.62623600514087	-7.94677551688286
FL10629.0	-7.75425574171213	-7.36257339065828	0.0012214448755736	-7.533672396597	-9.54028341959866	0.00443908655497197	0.00155489299984598	-7.79276453618326	-8.67778816852429	-6.56237793171255	-5.06058487686511	0.04596310617639	-5.81705438693567	0.000137380878583115	0.000638668616111125	0.00200254655782154	6.36551492954071e-05	-8.45228984314064	-5.04726030709279	-8.34657680617801	-5.63216416662739	0.004486130159949	-7.85590967690771	0.000198961447364915	-7.47395505930892	-6.97364876863862	-5.41021646501525	0.000386118895871313	-7.39469633019374	-9.67285812963498	-7.14841388815814	-7.93106695945599	0.0376704804899392	0.00615909843772369	0.0295992226088112	-7.35770983237368	-8.08416517981786	0.000179556187064218	-6.82886611269625	-7.48775445224294	-7.46999603944155	0.000882873867778687	-5.85477862790605	-7.8939892895235	0.000177784087254715	-5.17470069996418	-7.24612412510773	0.000784135050925449	-5.21416308945277	-4.91231965822968	-6.34044858666951	-4.1427078674545	0.00164321172189093	-7.9070432517004	-5.57468502615156	0.0612593184568984	8.07668619577681e-05	-6.5044173016774	-5.4153869677502	-6.1298505393719	-7.4742322662091	-6.48309479686306	-5.85749890214851	0.036429796246491	-9.26450510856424	0.000506311465509928	0.0231010565823726	-5.36282668974226	0.00858953245929081	0.0704520210809994	-10.2425200692173	0.000106935627338655	-6.48309479686306	-8.42411982764566	0.0540699809168828	0.000234753379538115	-8.2804768579837	0.0312919370325866	-8.74957477857887	-8.29616524217499	-7.41291213124827	0.000388707996048307	-6.71218686236606	0.00274651818108951	-6.39986434599349	-5.81941474950809	-8.75636294554586	-7.87537632809584	-3.63167024752655	-7.71597671593505	-7.13382258715256	0.000459145519294483	3.20762085749575e-05	-5.53081321809418	-6.12860811479702	-5.49432577997827	-2.84203346661515	0.000479695076702674	-6.30664403090806	-6.13220951321258	-8.44123494909126
FL10649.0	-7.60826454168055	-7.58380950643675	0.00139009636387586	-7.53631221522705	-9.44117539849923	0.0053574520530452	0.00176718424184132	-8.0625671128914	-8.79430473378763	-6.39916249035413	-5.03393654193743	0.0510608685529533	-5.72945070456306	9.63844024869497e-05	0.000681895101110051	0.00206723899889167	6.15276382308698e-05	-8.47892180155319	-4.81078246347339	-7.92849802423365	-5.33698911646736	0.00416317185746425	-7.68411922886203	0.000153849580803117	-7.58375548618433	-6.91982586443672	-5.58658570182864	0.000414599532305186	-7.58110875346362	-9.84003578403702	-6.93774166179181	-7.9441213896441	0.0358159323516162	0.00654448422457479	0.0241374799934566	-7.4574435363249	-8.14877368699227	0.000206022784261465	-6.99561766457747	-7.22083969581814	-7.0712230071414	0.00093113034246633	-5.77438178119256	-7.49058544068893	0.000169779543728436	-5.06425946857239	-7.52728897897776	0.000830598929599689	-5.39529544363247	-4.67374324211969	-6.2211733936366	-4.13588284019633	0.00153743343832811	-8.06953541416591	-5.43807558923125	0.0493670063554125	0.000102394679964053	-6.56174749313082	-5.27110653032272	-6.19257139514736	-7.55647876145053	-6.61247096079731	-5.73361544746589	0.0367964694348136	-9.29524485395058	0.000585350860405721	0.0180929935889196	-5.12176011125062	0.0107615125723697	0.0760319944824605	-10.6380768352223	0.000101487786353023	-6.61247096079731	-8.19185640097895	0.0429148496547612	0.000276009427154146	-8.10584134039475	0.0340253460324697	-8.62558499189687	-8.75524024713427	-7.50108163319317	0.000402890506848102	-6.54749151010159	0.00280785045843065	-6.20978129104274	-5.40008233271101	-8.46104738821981	-7.48461622212068	-3.83047093924051	-7.77638164216087	-7.09292884729389	0.000526758742387506	3.94037968524577e-05	-5.43815565154005	-5.53637704425801	-5.49883955392304	-2.90901773071027	0.000587398993051356	-6.16117554985217	-5.53589382178396	-8.75879965762693
