Sample_ID	POS_00183.9719660	POS_00085.0105960	POS_00172.0579960	POS_00821.5709660	POS_00313.1258560	NEG_00313.0786040	POS_00137.0960460	POS_00102.0371560	POS_00239.0890560	POS_00147.0803860	NEG_00792.8592540	NEG_01518.7387440	POS_00329.1747860	POS_00261.6368360	POS_00131.0702260	POS_00193.1070560	POS_00337.1470860	POS_00103.0389160	POS_00679.4114760	NEG_01246.7890140	NEG_00468.8968340	NEG_00165.0409140	NEG_00298.9654040	POS_00155.9770360	NEG_00725.3738740	NEG_01588.7316040	NEG_00441.6821040	POS_00119.0855060	POS_00196.0447260	POS_00092.0674360	POS_00224.0760360	NEG_00620.8451040	POS_00264.0762760	POS_00313.1799660	NEG_00161.0456240	POS_00187.0729260	POS_00283.1304860	POS_00195.1226860	POS_00083.0213860	NEG_00658.8890940	POS_00657.3671760	POS_00151.0964260	POS_00311.1642260	POS_00701.3935260	POS_00245.1383360	NEG_01586.7261640	NEG_00328.9862140	POS_00133.0858760	NEG_00313.1132340	POS_00696.4380160	NEG_01382.7640140	POS_00383.1031960	POS_00165.0909860	NEG_00349.0243240	POS_00564.3589460	NEG_00101.0244940	POS_00235.1176160	POS_00323.0822660	POS_00547.3325360	POS_00162.0447460	POS_00325.2163460	NEG_01452.7574240	NEG_00250.9648340	POS_00527.1452360	POS_00239.1278260	POS_00337.2042560	NEG_00073.0295040	POS_00340.2093760	NEG_00453.9262940	NEG_00589.9007140	POS_00297.0091660	POS_00241.1046560	NEG_00725.8751040	POS_00213.1098360	NEG_00119.0350140	POS_00316.0549560	POS_00089.0596760	POS_00355.2148160	POS_00613.3407560	POS_00292.0722360	POS_00315.1150060	POS_00233.0995660	NEG_01587.7294040	POS_00473.2899160	NEG_00308.9942340	POS_00635.3853560	POS_00337.7004760	POS_00351.2003660	NEG_00097.0296340	NEG_00552.8582640	NEG_00199.0338440	POS_00164.1070060	POS_00191.0914760	POS_00281.1595460	POS_00591.3590560	POS_00189.0467660	POS_00072.0807160	POS_00149.0807960	POS_00399.2410360	POS_00296.1831360	POS_00205.0641360
FL10436.0	0.000532112565668046	0.000647359176372541	0.00160563934024173	0.00051209295839804	8.77137189299092e-05	2.4314030888257e-05	0.00170034054120032	0.000366120632020662	0.00015223152132184	0.0015767530513118	0.0089591811611372	0.00266871315826475	0.0024674295383949	3.14236492445045e-05	0.000669201747570248	0.00209966754866335	6.6721970951202e-05	0.000298360579518287	0.00900574778107856	0.000470259101937482	0.00598729316891401	2.72111236417516e-05	0.00056517227329824	0.000221504420439661	0.000752330896292121	0.00142027483748553	0.00661871069315252	0.000428164499234694	0.000826560844689077	6.77212981624223e-05	0.00131871861566799	0.000521348907432696	0.000877821494921129	0.00655353859946858	0.0319840498250212	0.00085347392701875	0.000387589944019873	0.000185791166559423	0.0016500218821673	0.000809133457438741	0.000844605964486837	0.000824115776213605	0.00260534616001581	0.000588433987652791	0.00020498657344395	0.00673286915980731	0.00145466082052751	0.000733318297304869	0.00770621511368908	0.010678232957045	0.00294413169033019	0.0104913373922942	0.00188574332306244	0.000863909277781125	0.00464577825242522	0.0657897070555293	8.28856880969804e-05	0.00108710868792525	0.00548386462512603	0.00162365549567227	0.000480612206137321	0.00280873487715506	0.00332448041557449	0.000894728828347574	8.37204851101116e-05	0.000333946997652338	0.0242709854909829	0.00670910958695342	0.00876688746366123	0.00696376258095553	5.14259138430454e-05	0.000110996387597659	0.00280873487715506	0.000212807280649643	0.0574422952206221	0.000245029630612114	0.000228523784364405	0.000715552765500866	0.000234893097553856	0.00027190322694899	0.000844143028170278	0.000394181096393685	0.00229364127003331	0.00298070219737366	0.00241520260531469	0.00490106083762799	0.000242486217615584	0.000615832227513629	0.0306038553483396	0.000573994491128126	0.00153246469580718	0.000554464323207816	3.82033283455796e-05	0.00394128795302977	0.00411318241443478	0.00615036644785727	0.0565955840868619	0.000642237948415014	0.00121727726918696	0.0040950168038441	0.000199765735402492
FL10453.0	0.000484851023593808	0.000759476452178108	0.00167100580669056	0.00048878819718511	0.000113437611236516	2.23995679892789e-05	0.001769771721129	0.000488943444576057	0.000164630949497841	0.00161887614003871	0.00793104850192875	0.00264268208455781	0.00312094739125175	6.56069720039376e-05	0.00065233517751802	0.00207264623077496	5.91753194489433e-05	0.000281523894989253	0.0121590800141977	0.000447284723581019	0.00585768748505298	2.36136395239137e-05	0.00041316518757729	0.00023750686613664	0.000670051912927454	0.00119774800788488	0.00490283746628725	0.000423652618598998	0.000704688956487707	7.28039791346407e-05	0.00121147807224325	0.000546182120310615	0.000626439077614415	0.00654332770279464	0.038000087712616	0.000890115880615611	0.000375585602859631	0.000203090565389123	0.00108471039214508	0.000635460060948825	0.00119793022919731	0.000864418771471352	0.00307726900987722	0.000863377563020459	0.000193135800483246	0.00687963363470866	0.00108141704630116	0.000781982975984794	0.00594860154020619	0.0144508115739283	0.00226645121408194	0.00937108193003276	0.0018860974763241	0.000515885255994388	0.0060122447648772	0.0770980309044589	9.35723306495435e-05	0.000913711250116471	0.00717589770518167	0.00132568612912778	0.00052486448246401	0.00202509003584983	0.00337928850204352	0.000877108896647688	0.000124441384928538	0.000483175047599783	0.027811002236789	0.00923346864395031	0.00788098909695466	0.00609840156501663	5.90773948724132e-05	0.000110150795420986	0.00202509003584983	0.000220404778194446	0.0661089860832282	0.000271890669971369	0.000270831938810781	0.000964690768105377	0.000274658663399483	0.000120949005306446	0.000582415079488603	0.000385844849631803	0.00106338334493729	0.00290357413116379	0.00180427922037799	0.00721332347110195	0.000294917031202547	0.000886087839804817	0.0345253827452187	0.000660025569650158	0.00107135625802042	0.00055349524007681	3.89930425962107e-05	0.00390115847100751	0.00547847647958726	0.00501113099651651	0.0553269471888222	0.000644452925227924	0.00177724044446133	0.00547459782375308	0.000254898137146516
FL10454.0	0.000567483734475866	0.000602162767840257	0.00123480580836636	0.000457419720418442	8.03925627923767e-05	2.00332490463312e-05	0.00150262176383346	0.000382911370621619	0.000138751290968264	0.001445061189334	0.00672184598205895	0.0027222735213001	0.00307997524587595	6.56923891124905e-05	0.000593422484911767	0.00187205148950196	6.22139587121335e-05	0.000275113696849393	0.00820360674491477	0.000340215146759679	0.00452758756420742	1.65413864548741e-05	0.000390214339819187	0.000232916450182863	0.000631512468426334	0.00117682389683557	0.00589766879988173	0.000380212058340249	0.00063226989383399	7.03340935311244e-05	0.000958187590484656	0.000456846322698178	0.00090891557487774	0.00578959087668645	0.023801499602587	0.000746690268865304	0.000325989695581076	0.000167339404007128	0.0011849025548131	0.000554758833308952	0.000968626002329938	0.000794382987702207	0.00309302741556463	0.000562201706338906	0.000159067427657206	0.00600662248005774	0.00110507238411111	0.000709280420676129	0.00495948228594871	0.0096427929425237	0.00192371674263226	0.0119061377638163	0.00167436740885144	0.000524873324536358	0.00438805303355953	0.0513763019986108	7.85232316392506e-05	0.00102817819504045	0.00515154233419748	0.00156033212477021	0.00044773053939104	0.00172656349041399	0.00240912953960173	0.000920552730046264	5.3250270391582e-05	0.000363934982184916	0.0188219700301012	0.00616160256885253	0.00592717700215548	0.00692969668851272	2.71481944909885e-05	0.000110827737862688	0.00172656349041399	0.000187263455407694	0.0458703546515431	0.000250058435760608	0.000231595635688074	0.000709345952787253	0.000177103799103185	0.000137197198638133	0.000656265076545131	0.000379385828426781	0.00136104717904519	0.0028220407253041	0.0016302126005477	0.0041103338173137	0.000202540198308446	0.000571795151647912	0.0233188822334551	0.000475253001405816	0.000834506472113093	0.000432372913877457	3.13565413958407e-05	0.00359968237523968	0.00381849027677205	0.00347147664441688	0.0539540737466659	0.000623794984337483	0.0013260802143086	0.00382336070902313	7.78986458395379e-05
FL10324.0	0.000617442299283561	0.000502947092943221	0.00102345187740613	0.000431003166447688	9.6022773881385e-05	1.30663348136437e-05	0.00164995051725301	0.000332814861232165	0.000173719663430484	0.00153086311723344	0.00622420176886926	0.00221286882907202	0.00330420451205961	9.02751822992638e-05	0.000666623558295861	0.00203830219377893	6.16420429734489e-05	0.000277251752550651	0.00707207259938606	0.0004071765545003	0.0045804882153533	1.67261911837533e-05	0.000303609200618506	0.000234099176350613	0.000530472674918038	0.000863895802155842	0.005133689677711	0.000381958378327274	0.000669398662882678	8.08765426829295e-05	0.000960039648191664	0.00039549267740929	0.00105122044259942	0.00645857521208247	0.0270960580631609	0.000785143228965435	0.000172805904708058	0.000194126700871122	0.00107181762870914	0.000881392388893845	0.000724718365535047	0.000864818650507291	0.0032984989771545	0.000485004621676549	0.000185165577838945	0.00558277218364059	0.000893672613589767	0.000765534201350855	0.00611875493470285	0.00824382382784344	0.00185682371456725	0.0111769777053694	0.00171862774908986	0.000478157924893307	0.0036993643420459	0.0580122285724472	9.40036460277073e-05	0.000973133995859049	0.00439371244762649	0.00147972675663951	0.000489577802689908	0.00176468071618627	0.00270870151840747	0.000816576793654715	7.02967029293437e-05	0.000335069635857447	0.0217544214155014	0.00507391167030897	0.00368464812131282	0.00407502121690256	2.8284224647331e-05	9.87763020311088e-05	0.00176468071618627	0.000204360338807336	0.0520478211770588	0.00032807698965594	0.000262053611484252	0.000662108250658042	0.000164364712651804	0.000194627157138612	0.000801847880759759	0.000369845549550527	0.00132669715728461	0.00269553310851826	0.00132587157138777	0.00424967143801771	0.000162007088789539	0.000477930796385248	0.02662852076382	0.000419136355969928	0.00115854901215835	0.000510324324382865	3.843334812213e-05	0.00380786978180369	0.0033018616364796	0.00458162104634834	0.0469583747484763	0.000624361042426712	0.00121692818768439	0.0032767878924291	0.000208606921264287
FL10428.0	0.000525723600518929	0.000761304037058841	0.00115409209848461	0.000458867575198345	0.00010395076220796	1.78879022876695e-05	0.00166794452876534	0.000480410751591817	0.000176126560241839	0.00153833469606753	0.00685543273247826	0.00191356687636466	0.00245478008627117	5.88864999167025e-05	0.000642884000836216	0.00202336475786252	6.30251279381255e-05	0.000270662733766595	0.00953385005963999	0.000281734600240016	0.00507617472523951	1.53221988991102e-05	0.000421954736455833	5.96499546866147e-05	0.000593161430525275	0.000910042274302055	0.004385389570471	0.000331459749528261	0.000615023581460329	7.00200174150234e-05	0.0010531458450975	0.000479757816878713	0.00103565539916372	0.00642337544962357	0.0334194542768823	0.000654068989533618	0.000300108599453952	0.000163911301364112	0.000986701386236484	0.000657448311611272	0.000852213369088973	0.000874141801247015	0.00235327735951062	0.000603132005307729	0.000165166913660994	0.00560394335241729	0.0011259943253067	0.000776308876682404	0.00474207235625104	0.0110440563113859	0.00108921056988222	0.0116983860624733	0.00154330295078901	0.000336033458770558	0.00442696995442829	0.0705328521990127	9.54394260264542e-05	0.00105758281279939	0.00525772678777985	0.00150170423793307	0.000517558843289203	0.00211554084952379	0.00316747911677251	0.00096021977959092	8.84386242783163e-05	0.000426841584969973	0.0253312747119801	0.00678194917289864	0.00880592500068416	0.00439543267654742	4.10668434039126e-05	0.00011252834687464	0.00211554084952379	0.000224735140747745	0.0616687002986118	0.000291360294071574	0.000236145847268299	0.000826172625378158	0.000206748651588954	0.000295049611754408	0.000433069446618535	0.000366930964205162	0.00153864942283794	0.00270505976287724	0.00215241177254233	0.0056927209889233	0.000224947005405009	0.000610106065991907	0.0307661699181682	0.00049033676239932	0.00102611824763758	0.000470821069909023	3.69339778556219e-05	0.00370552211326477	0.0041029154026636	0.00275973783668342	0.0736585010938851	0.000620475222294333	0.00150344530830299	0.00410177883013381	0.000162619740618318
FL10425.0	0.000558579627956658	0.000573688526550601	0.00132958267802398	0.000490588137928779	9.27349346310203e-05	1.86323075507052e-05	0.00162164748410396	0.000363524060408048	0.000154331381557621	0.00152609068614087	0.00623398080935381	0.00232296858199533	0.00261341658928068	2.95357577645687e-05	0.000652069070403556	0.00199490892675454	5.73792529749087e-05	0.000269994701940251	0.0107031251584919	0.000336819656069898	0.00348673564451581	3.46708044704791e-05	0.000340904079834871	0.000197740670780778	0.000519468145208137	0.000884292621915573	0.0047863689918162	0.000380206574249577	0.000595135627471382	6.8852485767247e-05	0.00105194100420367	0.00041336653630145	0.00077517143879042	0.00610407981440981	0.0219002782431388	0.000731947598651155	0.000279166977959749	0.00018734306154142	0.00102694334952733	0.000635804719509823	0.00110304496335762	0.000868664249114753	0.00257104404738363	0.000691534368138713	0.000185527313996611	0.00608265833703128	0.000836256250995053	0.000779981111140187	0.00439055005669406	0.0121450532554564	0.00245479313504179	0.0100896385512926	0.00167240243105717	0.000299785917519231	0.00549912187481942	0.0460109748810536	9.81865324016958e-05	0.00100767480394494	0.00643933287546819	0.00145616508456068	0.000473376225520399	0.00138456636827962	0.00263195940669097	0.00077517143879042	6.07426971132955e-05	0.000450197503619724	0.016705441903231	0.00792682649452868	0.00704269130369331	0.00445852781256587	2.84131532683656e-05	0.000109775572235535	0.00138456636827962	0.000251064923860603	0.0403737002614251	0.000241019473541533	0.000263989238363382	0.00092820841612202	0.000308866048479136	0.000242787961122518	0.000454285081192107	0.000374499069469166	0.00080413913443996	0.00248964737822131	0.00181158387820289	0.00639103522033929	0.000292237846906125	0.000704763825262835	0.0212634947078065	0.000470571643979744	0.00066279242749393	0.000488649590874402	3.51987208445657e-05	0.00374827316769163	0.00546408569264728	0.00341400842928549	0.0489137436135202	0.00066979241734319	0.00186172615983928	0.00546997642903553	9.56967239830974e-05
FL10479.0	0.000657894826813921	0.000566813942198347	0.000834016765416082	0.000469696161891641	8.3251460646556e-05	1.97861782651278e-05	0.00156367293152294	0.000344479089957426	0.000153166126725831	0.00157964306415574	0.00642116012576333	0.00219881627380386	0.00314371958248944	5.40270242293553e-05	0.000642409981028728	0.00202816512026956	5.22194574039855e-05	0.000270351272994099	0.0093805070440057	0.0004901039879099	0.00333306057998495	1.87964841179642e-05	0.000431367138713898	0.000225519896760481	0.000544570892154219	0.000844672728979687	0.00461447456227687	0.000371083846681932	0.000397598306729936	6.87886495533587e-05	0.00101471241391673	0.000333928508732552	0.00065233325269361	0.00566112350589115	0.0256046179716075	0.000731406281648589	0.000302933583059647	0.000182159050251333	0.0006705345485164	0.000576917361338827	0.0008768802689424	0.000906137914780885	0.00305917009382938	0.0006082618211917	0.000206897600298852	0.00512260917029683	0.000903704998459262	0.000814097765111702	0.00452631135181452	0.0108163937936999	0.00229994133764465	0.0102474390129857	0.00155742744209277	0.000620396098331832	0.00468027266294513	0.0529465561340284	8.39912230722046e-05	0.000905013374862627	0.0055529043770385	0.0012909065206637	0.000513901941582278	0.00147683059865973	0.00282802309728627	0.000625667353683717	7.97623880569726e-05	0.000444298515277793	0.0199684981621006	0.00682070047748374	0.00997348710962124	0.00474634599044182	1.8859137813568e-05	0.000101316472688328	0.00147683059865973	0.000179307725383831	0.0468012949932509	0.000197413843925879	0.000260878181656817	0.000857267904233945	0.00022854954647236	0.000106879106731425	0.000508742695377347	0.000388707723369095	0.00152176821690274	0.00256288530338441	0.00187678322522553	0.00554188038293092	0.000226723386501674	0.000610936814549175	0.0231670835520263	0.00037121122300451	0.0010826522623156	0.000467433615367814	4.46752481307404e-05	0.00399819570878034	0.00461841673041191	0.00584810470501494	0.043757234122303	0.000689547746057983	0.00154262417666422	0.0046237259506788	0.000178672247267481
FL10558.0	0.000468125344673394	0.000434798444540501	0.00132313865747729	0.000535120089240182	8.86519909833016e-05	2.19060902060968e-05	0.0016683792467086	0.000278479456036995	0.000151796641645142	0.00157391783012925	0.00595066440457631	0.00287445407395071	0.00396174010005762	5.56904993286853e-05	0.000631604194464255	0.00202670694004274	6.2792750610116e-05	0.000260549743213092	0.00680520278552468	0.00051652676678194	0.00458171998759717	1.15984501380606e-05	0.000333767476647478	0.000199841068016614	0.000509972940859963	0.000792831229122896	0.00405208723953047	0.000433635639735231	0.000606039299458623	5.57062195689838e-05	0.00123930098175907	0.000364831648822802	0.00108917821396209	0.00606235428083995	0.0240220424928317	0.000677331251955936	0.000317368705893278	0.000179800746284361	0.00103356119529734	0.000553204286247922	0.000625824905434577	0.00093886929455312	0.00383446094829637	0.000454793453098472	0.000182047925014303	0.00553085883399388	0.000551169493719491	0.000838730176710747	0.00504003893110205	0.0077698431163101	0.0011152513970631	0.0119420881835876	0.00156223681953722	0.000333812960765891	0.00365162121112219	0.0497024944809663	8.00892258717727e-05	0.000991789225113795	0.0042881158743457	0.00141547970507454	0.000486156407162202	0.00146652326989481	0.00268977587240508	0.000994885005226741	8.41193430445966e-05	0.000504779528531822	0.0180383848321988	0.00477511097196763	0.00571026945947216	0.00411119662037339	3.39740562866185e-05	0.000110732202596196	0.00146652326989481	0.000196650621347106	0.0432004256458201	0.000219324112735301	0.000255831037836359	0.000996444572083688	0.000156819649924018	0.000213570427243296	0.000503588301890766	0.000409569240970114	0.00129903318544009	0.00273060107744754	0.00139825576546786	0.00396531551657917	0.000149242263987978	0.000444766966883013	0.0222960430830969	0.00045800795114949	0.000679766144493726	0.000473514169830611	3.64939951766017e-05	0.00396733017253841	0.00316346397288899	0.00290014432083564	0.0525155664713557	0.000622067597379458	0.00171358507479813	0.00317651050478203	0.000112816754718165
FL10559.0	0.000484765766937502	0.000679779761386982	0.00110495564087136	0.000500324643567592	9.03091315725186e-05	2.83274040788134e-05	0.0017832793303639	0.000439391086418941	0.000177709758350005	0.00195825350467005	0.00851907366460802	0.00321242174571211	0.00367357694915456	8.00308153986291e-05	0.00070045659701697	0.00210829009528037	6.39394885861089e-05	0.000271367056254019	0.00684069512717905	0.000674476026441581	0.00670006124700056	1.91157404938836e-05	0.000430827291969451	0.000232553550367022	0.000801474365703336	0.00124584162668406	0.00733836758567127	0.000416523877879363	0.000602544888305217	6.9946141568137e-05	0.00102263713202089	0.000517639792910521	0.0014045982105591	0.00697240248623873	0.030409176349717	0.000916035242969466	0.00032094132653513	0.000220858987592434	0.00168480551905047	0.000708604467198016	0.000661327923916933	0.000964623342354311	0.003593348050685	0.000428299966492404	0.000221791191328326	0.00730921469886524	0.00143223950730088	0.00085579827909988	0.00541314512544063	0.00792836861022446	0.00242866417163783	0.0187966796627552	0.00194058581442131	0.000598400826273295	0.003629216238625	0.0636057285198838	9.41137796258351e-05	0.00179032057604004	0.00428980013646498	0.00279795632771079	0.000559821209926468	0.00180676708015469	0.00370520440937123	0.00148959137462299	0.000100388115033016	0.000411151010516088	0.0232541068648399	0.00484742737241111	0.00864058461879766	0.00772720123530699	3.8189948724109e-05	0.000118759530255479	0.00180676708015469	0.000224022904306589	0.0558405220759124	0.000244673597098306	0.000300789217526886	0.000859723586290347	0.000182178151662202	0.000357710292762754	0.000520238865617187	0.000407271352535431	0.0014679509950073	0.00304926477366974	0.00175570306008556	0.00423722622841062	0.00017804743989518	0.000424198805683246	0.0290404848275922	0.000690087216067954	0.00105201915025823	0.000587275802445367	3.52322442524798e-05	0.00407122228966321	0.00326627836903152	0.00489842950553291	0.0592071229532114	0.000612857991850277	0.00164225445581922	0.00326931937227347	0.000199142209672557
FL10560.0	0.000498561024833048	0.000574466868804957	0.00133854486326163	0.000473967805019871	8.41293163838871e-05	2.40147665383687e-05	0.0016439241257546	0.000357134800132475	0.000157247010498398	0.00158888281482926	0.00825781974879618	0.00244335729596726	0.00277171843117107	7.58744932119474e-05	0.000638471608893742	0.00197682934158349	6.06788321354685e-05	0.000264423283242399	0.00742315275352978	0.000472992960566744	0.00629289266479975	2.27876375902731e-05	0.000398834496371205	0.000177622393736452	0.000513878634293813	0.00131167178062934	0.0051087846895306	0.00042501438447958	0.000650271772569892	6.12784764896839e-05	0.0011550039962208	0.000477658295820326	0.00121702313916083	0.00616077075496797	0.0270590622101849	0.0007909955730529	0.000234270228570227	0.000189205030355703	0.00113419353157375	0.00080774064489347	0.000665863096256329	0.000881280457605856	0.00279414992608867	0.000444780402995642	0.000182672825700178	0.0073137315345222	0.000953935727004823	0.000788043054823332	0.00596156334790266	0.00871919601130803	0.00167480591344087	0.0128633846491824	0.00174974883359719	0.000411315834252494	0.0042318213841021	0.0558306018299	8.73459070238196e-05	0.00105363100622373	0.00498181519767742	0.00172586063652112	0.000557269265788703	0.00158557472244426	0.00268115820466641	0.00121702313916083	8.13662825591519e-05	0.000555942747742429	0.021399357664483	0.00549324994115453	0.00698578887145817	0.00573824602086288	2.11232620613688e-05	0.000116836436280351	0.00158557472244426	0.000206301764552343	0.0495996963278031	0.000224348929477546	0.000268850188992092	0.00106537044088895	0.000203954170956564	0.000262162700213707	0.000526149341429663	0.000389322131378069	0.00134312519432023	0.00276652797816568	0.00169923988657945	0.0042061734726499	0.000171742405018105	0.000483366585442418	0.0250467560180918	0.000564974183050254	0.000961343586962851	0.000490030634396216	3.45169909100971e-05	0.00395140927908484	0.00370219071012141	0.00396671209206013	0.0569776124260478	0.000608964804167141	0.00191204972976526	0.00370190909861022	0.000154233773802503
