SampleID	MouseID	onMetformin	isFemale	WeekOffset	SexMet	PC01_94_log_POS_3643_2._Hydroxymethyl_.3.	PC02_90_log_POS_1920_SenkyunolideH_C12H16O	PC03_90_log_NEG_6406_C4H7ClO6	PC04_82_log_NEG_2675_Alliin_C6H11NO3S	PC05_73_log_NEG_887_C10H18O5	PC06_72_log_POS_7424_C12H33N10O6P	PC07_66_log_POS_4442_C7H15NOS2	PC08_72_log_NEG_3439_C19H36O18	PC09_63_log_POS_6891_1S_4S_6S_.6.Isoprop	PC10_52_log_POS_7331_C39H91N10O7P3S
Wk2_Ctrl_F2	Ctrl.F2	FALSE	FALSE	2	F_Ctrl	-48.0567078771068	29.799737026684	26.4268550740445	-2.78322571595731	-42.6458481399726	-25.1649408956546	7.77953442732619	-26.2370008898413	13.4848053176138	-6.75145816865404
Wk2_Ctrl_F3	Ctrl.F3	FALSE	FALSE	2	F_Ctrl	57.7701576240303	-19.8050947385396	37.5548380952593	-22.6628087086661	-41.6939749209425	-5.01608827774654	19.0957246697317	-16.6773388428162	20.4570525389592	-35.046691366721
Wk2_Ctrl_F4	Ctrl.F4	FALSE	FALSE	2	F_Ctrl	-105.84526982685	-91.6408079161064	-8.35460874741521	-11.9428604234662	-58.1120961136695	-18.8162160888092	18.2058022620692	-21.2671763675332	-0.0268904518541609	-9.48199488503468
Wk2_Ctrl_F5	Ctrl.F5	FALSE	FALSE	2	F_Ctrl	-23.7082105767281	4.91026146380142	35.7701050981768	8.98977462370918	-23.1170281831061	25.1907500246155	-27.8384047358227	-17.1886178744877	-18.0508164936846	10.6970260484722
Wk2_Ctrl_M1	Ctrl.M1	FALSE	FALSE	2	M_Ctrl	-27.0927811127459	-5.20158106626242	45.7728079120389	-1.18128400059024	22.5616549428342	6.72057654328444	-30.1118605237705	29.9854175763042	-11.8176170325407	31.3679780130934
Wk2_Ctrl_M2	Ctrl.M2	FALSE	FALSE	2	M_Ctrl	65.2061295139953	-30.5082520639098	45.6883500618389	-3.07380352407025	33.377622639376	-1.00544993269084	-12.6393981963207	33.7487850876824	13.6796253159162	-4.14756153807798
Wk2_Ctrl_M3	Ctrl.M3	FALSE	FALSE	2	M_Ctrl	69.8879195206452	-26.4294938472942	39.2332363008807	-9.6025152042298	34.8251372454612	6.74129515662531	-15.9253117998478	28.3778689410257	8.74759796571679	8.29059623715835
Wk2_Ctrl_M4	Ctrl.M4	FALSE	FALSE	2	M_Ctrl	-41.408528550249	-8.79879187350109	36.8635629377491	30.9843859580062	33.1284622211835	5.78511533886524	-13.4095367683042	35.875238767557	-5.94876489862679	22.662231193085
Wk2_Met_F1	Met.F1	TRUE	FALSE	2	F_Met	-11.5166546676615	35.1615855935478	-46.1189047306738	-16.4919144046781	4.89472198818906	40.0416029265606	3.70310334144656	19.0772838355448	-33.1169806596186	-2.24928439247573
Wk2_Met_F2	Met.F2	TRUE	FALSE	2	F_Met	-20.7703941368376	28.058267874148	-38.5599935952771	-31.6031447855908	-12.1851276360776	41.72276729895	-29.9548962347776	3.3690938641287	-2.81890357920032	2.10719513820012
Wk2_Met_F3	Met.F3	TRUE	FALSE	2	F_Met	-25.5300864551184	43.3219818674177	-38.0735275620086	14.3808198194519	8.12775874704863	24.3208103700745	3.54783060409531	5.86707520593718	-40.5059249195087	-14.703181759294
Wk2_Met_F4	Met.F4	TRUE	FALSE	2	F_Met	-16.0729973084147	-10.0770646207466	-37.7768841149744	-57.5035643166487	-18.1768515130691	40.479176677842	-39.0783535933743	-2.05752597175537	-11.8454987755977	-11.7157196785275
Wk2_Met_F5	Met.F5	TRUE	FALSE	2	F_Met	-42.4494307678131	7.80010218239177	-46.9011191294954	-16.3159104621164	-8.81644469930511	33.4671783004145	-12.0927348840352	9.4699877272932	-19.3309153238936	-9.17570220627801
Wk2_Met_M1	Met.M1	TRUE	FALSE	2	M_Met	-29.3701298502266	44.5971657190165	-38.6060907556479	-12.132290900976	52.4671305998504	-20.6292660101276	-39.4876491865133	-17.7855539378058	-2.17093417352757	-2.09108475847249
Wk2_Met_M2	Met.M2	TRUE	FALSE	2	M_Met	-53.6122404870226	40.4321045692106	-36.319418625589	15.5654272676337	38.0172062625528	-26.0057387209914	-15.2165613497969	-11.8911847788554	-10.0814028142777	-29.1052168704886
Wk2_Met_M3	Met.M3	TRUE	FALSE	2	M_Met	-14.7672350097359	110.563881122015	-20.6284497796558	65.8384319380695	55.5714239472762	-29.9198364226111	-6.37018423667943	-11.2742988655691	9.13960319827575	-36.0836089612808
Wk2_Met_M4	Met.M4	TRUE	FALSE	2	M_Met	-45.2567210155252	8.19613261496177	-44.5616796552877	31.0798312812083	51.4373030721051	-11.8958880246434	-14.7685833118788	-12.0255845956475	10.4342910880593	-22.466271030768
Wk3_Ctrl_F1	Ctrl.F1	FALSE	FALSE	3	F_Ctrl	51.7136809630317	-39.846123882902	3.82511552134386	11.0971422682701	-26.459882491185	29.1157873510237	-30.9272606527572	-9.83344452789513	11.197946116435	-19.929399435005
Wk3_Ctrl_F2	Ctrl.F2	FALSE	FALSE	3	F_Ctrl	38.8647322733353	-18.8307080223658	-19.6696014403972	32.2978213477497	-22.4947102691071	-3.84056677055989	1.95730944207571	-31.7519178832832	1.325898492266	35.3670877795443
Wk3_Ctrl_F3	Ctrl.F3	FALSE	FALSE	3	F_Ctrl	74.5126340687981	-16.9067890689185	10.5575628851583	29.6446497817656	-27.5589708739209	13.9884124470946	-17.0471687880922	-15.5712183105351	1.27341809003087	-18.9177231837164
Wk3_Ctrl_F4	Ctrl.F4	FALSE	FALSE	3	F_Ctrl	-75.3530480889095	-105.558156804924	-51.1801322182768	66.5668165528351	-41.6850017044386	-5.17867768542214	21.7174820838865	-31.7006044128116	15.4018010075191	32.2345810776592
Wk3_Ctrl_F5	Ctrl.F5	FALSE	FALSE	3	F_Ctrl	17.7614194811327	61.3638378867072	23.1965580348468	4.86796185393781	-69.8771483903726	-17.2334818523837	-18.2523710710652	-11.7620859093452	25.2050480471289	2.94255451815546
Wk3_Ctrl_M1	Ctrl.M1	FALSE	FALSE	3	M_Ctrl	-35.3579445110747	-10.3699729826285	14.8020295244192	17.658568765237	-20.2874594913332	-13.3357730875807	-50.7191513517563	34.3859564982608	-8.03772711939239	20.6009407417311
Wk3_Ctrl_M2	Ctrl.M2	FALSE	FALSE	3	M_Ctrl	74.4843648665799	-66.7560507351323	8.69901310176171	3.96144275012406	-5.95810390566127	-17.7324191616361	-25.5092763711619	24.0796342212894	7.62470229815727	-23.1963048869254
Wk3_Ctrl_M3	Ctrl.M3	FALSE	FALSE	3	M_Ctrl	-41.1789211160088	-22.9059946840799	9.06377974371909	8.52658885480054	-15.7614357151	-11.6940808079516	-57.4538271522185	20.0179417427198	-18.856907224835	22.1819836313393
Wk3_Ctrl_M4	Ctrl.M4	FALSE	FALSE	3	M_Ctrl	-62.776443932301	-28.9564324517216	11.4138820572474	94.2750470256981	-28.8116512008922	-34.9223875529878	-9.93791198873537	13.888744728099	7.62243773233319	7.37254352056283
Wk3_Met_F1	Met.F1	TRUE	FALSE	3	F_Met	-10.074541043845	56.7988764095746	-32.6908449288403	-58.9080603163427	-72.222699871076	-9.73036182834891	-9.74174034662975	19.0865516218378	20.2876249665945	-6.19836505568129
Wk3_Met_F2	Met.F2	TRUE	FALSE	3	F_Met	-0.0738131740035984	37.3745032194473	-42.997687698799	-16.6526674814023	-16.482089905659	29.5670404516477	-24.9640507057476	4.00912548948537	18.0861229850245	6.21830808907853
Wk3_Met_F3	Met.F3	TRUE	FALSE	3	F_Met	-2.40295108321711	40.2870236281485	-57.2494722586969	9.57302991795493	-4.07781651802245	31.298007770111	4.29696013531339	23.2142526395428	-11.964639948424	8.26877068296699
Wk3_Met_F4	Met.F4	TRUE	FALSE	3	F_Met	-60.6185676913738	-18.7991470897005	-47.0527064923687	-16.3075708891679	-39.6373030759612	15.266131252023	-28.048672869772	8.74554631702406	-7.85683337536605	-10.3746934553676
Wk3_Met_F5	Met.F5	TRUE	FALSE	3	F_Met	-27.8904733494983	49.4225935032792	-46.7258379117184	-12.5323869476348	-8.69815206946382	15.9265821666681	-20.2310429847904	3.98262417983888	5.68749369236359	-6.70998232796126
Wk3_Met_M1	Met.M1	TRUE	FALSE	3	M_Met	-25.7097833704405	51.4663264581687	-23.4965749859922	4.28916232401166	23.8735113514915	-18.2725814017996	-53.1093068589946	0.28371352040945	19.1456999657973	-10.074607969411
Wk3_Met_M2	Met.M2	TRUE	FALSE	3	M_Met	0.267725871137402	-12.3046977387464	-48.9079075934689	-4.15135008147189	24.3050520882167	-29.5709543184733	-13.2347802867268	5.86907214523858	21.5225679103934	-2.65401630137812
Wk3_Met_M3	Met.M3	TRUE	FALSE	3	M_Met	-22.7368249607848	67.1151018327665	-37.7664576938618	-2.09793647183354	29.5798146251153	-22.9322901676036	-42.1599541677291	-4.46180429727598	-7.15464875496425	-13.8704649212362
Wk3_Met_M4	Met.M4	TRUE	FALSE	3	M_Met	81.8493318301851	-4.62876967666086	-35.3867542597239	-21.9490806400796	25.2788352425686	-34.6256189867549	-0.121635121546476	-13.2790038690063	6.48417147999576	-4.86841310797644
Wk4_Ctrl_F1	Ctrl.F1	FALSE	FALSE	4	F_Ctrl	75.8697636504596	-28.733104749128	-5.36778455765501	35.102497379256	-35.7776276135612	-7.92491015684509	-6.79231560141597	-14.7032213496749	-8.30944757358525	-2.32063873084126
Wk4_Ctrl_F2	Ctrl.F2	FALSE	FALSE	4	F_Ctrl	78.793398456654	-61.3018218231374	-19.4957204731247	8.99418046468192	-16.2715937460852	-3.5965522336677	0.489097102779834	-20.305611005714	-18.6130478986065	-0.987220246540414
Wk4_Ctrl_F3	Ctrl.F3	FALSE	FALSE	4	F_Ctrl	73.0258320445634	-34.0423676503514	-7.02744852915099	27.5458646014202	-21.8129032581368	-1.63198740238241	-7.68280204211244	-15.9388015496435	-11.8965155617673	-4.6630547179444
Wk4_Ctrl_F4	Ctrl.F4	FALSE	FALSE	4	F_Ctrl	110.965648366908	164.511533369836	40.6066388782511	102.875615123642	-37.8020086947751	-35.187245893239	29.7389219251348	9.1282611635511	-7.17539266888328	20.1676903266931
Wk4_Ctrl_F5	Ctrl.F5	FALSE	FALSE	4	F_Ctrl	98.8167112393977	8.01125314913867	4.94069045960336	42.7616626682706	-33.2606291511271	8.15190981057242	-7.36172941908547	-7.56159922470766	-1.21392028907047	0.32612229306685
Wk4_Ctrl_M1	Ctrl.M1	FALSE	FALSE	4	M_Ctrl	86.8736963495132	-49.9813202193796	-7.14458176237139	5.55067637493561	12.323560766907	-19.7003103980109	-12.4321880108773	20.7716379057135	-28.313695548942	-14.7307213724297
Wk4_Ctrl_M2	Ctrl.M2	FALSE	FALSE	4	M_Ctrl	82.1633861503201	-52.1476801946906	-5.33477100137613	2.15461352593656	6.90101423173192	-17.7418452618177	-20.6542190045376	6.38856003800297	-26.1255304471197	-17.3728593107858
Wk4_Ctrl_M3	Ctrl.M3	FALSE	FALSE	4	M_Ctrl	69.4888294351518	-77.0526176236419	-10.1377782254346	20.1645004712863	-16.1633395856728	-25.1606330761554	-14.2382348993586	18.6306781255491	-1.10840202298765	-1.74447837505993
Wk4_Ctrl_M4	Ctrl.M4	FALSE	FALSE	4	M_Ctrl	62.9566533145926	-23.1708936130337	3.35285626192509	20.8872650587708	1.93698598048154	-23.7402102260353	-29.1720076569837	14.030560336761	-12.6773038697993	-0.805210268328369
Wk4_Met_F1	Met.F1	TRUE	FALSE	4	F_Met	-40.8877130463842	5.46472960318243	-65.6921490824294	43.9306336962761	-10.49620095501	13.8526911092558	25.9391432962954	29.0987415561798	-24.5052792413589	-1.65157703389211
Wk4_Met_F2	Met.F2	TRUE	FALSE	4	F_Met	-8.53651230447127	72.5732394761559	-44.653105263421	-15.6459820479803	-53.8650293885076	-35.790943308149	38.8160262873715	26.259516853542	-12.8907157441276	-5.60836299061534
Wk4_Met_F3	Met.F3	TRUE	FALSE	4	F_Met	110.065855380018	42.6897177782156	-51.5309714059434	-19.5028267477832	-0.784672467630688	-2.56552299400393	24.2408439208978	7.0969088084662	-15.7574727538663	28.8511102651135
Wk4_Met_F4	Met.F4	TRUE	FALSE	4	F_Met	65.9497098448416	30.512884440403	-39.0952604983972	-46.0662268917069	-49.5770447600567	-23.0682999587909	34.6812164805189	13.7116837412404	1.98136853909373	5.92866908486955
Wk4_Met_F5	Met.F5	TRUE	FALSE	4	F_Met	-52.5295665524485	-30.458243788687	-82.3122832738357	-4.33299315584708	-13.7895987805124	8.35602590848923	-0.00748574954675943	4.30382100755266	-19.4852399513931	17.7391620316379
Wk4_Met_M1	Met.M1	TRUE	FALSE	4	M_Met	114.538466473994	4.7270745528499	-39.3082258358899	-17.0023892159142	26.7952562756615	-41.1437561792545	5.82518275313089	-13.470935809773	2.98951656445135	8.86670092234696
Wk4_Met_M2	Met.M2	TRUE	FALSE	4	M_Met	55.8195398283443	-16.4738167878852	-66.7051379108299	-19.1378434111774	35.8022024931818	-36.8473020849439	10.917099987832	-19.9004149383749	-1.5295122000899	22.5617466177016
Wk4_Met_M3	Met.M3	TRUE	FALSE	4	M_Met	-79.3780773206419	-39.9214507877607	-47.4884244224695	76.8824261571891	-7.96570905514209	-36.5815507262784	18.8932057638631	13.2820331504039	0.696838520052972	-20.6385464952199
Wk4_Met_M4	Met.M4	TRUE	FALSE	4	M_Met	56.7587138890734	-46.4804754950183	-66.7969719303394	-11.6560181843775	17.6759881548757	-48.6052861446647	44.1359204595551	-10.3709768095277	7.57865787238529	32.8663948529024
