sample_id	total	intracellular_non_membrane_bounded_organelle	kinetochore	chromosome	nucleolus	lipid_droplet	centriole	spindle	ribosome	cytoskeleton	chromocenter	gas_vesicle	bacterial_microcompartment	proteasome_storage_granule	ribonucleoprotein_granule	nematocyst	mitochondrial_nucleoid	plastid_nucleoid	contractile_fiber	bacterial_nucleoid	dynein_axonemal_particle	protein_aggregate_center	encapsulin_nanocompartment	Remaining
0159_AS41_40055_20180716_ST	167641028	3	12.4333333333333	572044.5	3468.23333333333	126.166666666667	7013	43.4166666666667	1803061.27619048	2574.67777777778	0	0	260025.5	0.5	2626.41666666667	0	63.5166666666665	6.75	0	11217.375	0	3.06666666666667	0	164978738.171032
0159_AP39_21110_20190111_ST	125942242	0	2.16666666666667	521643.75	404.55	38.6666666666667	1200.3	7.8	1419242.59285715	7027.78888888889	0	0	77681.5	0.75	1585.5	0	686.375	2	0	6234.04166666665	0	24.5833333333333	0	123906459.634921
0159_AA34_42475_20190911_ST	114708520	0	0.583333333333335	349924.5	86.8666666666667	12	1709.83333333333	39.7	1110804.75	4327.83333333334	0	0.5	38627.5	0	12.5	44	33.1416666666667	5.25	0	3248	0	0.4	0	113199642.641667
0159_AA34_42480_20191103_ST	76865758	0	0	398342.75	57.15	5.83333333333333	95	2.06666666666667	888554.533333333	4465	0	0	53954.5	0	17.25	18	41.9166666666667	0.25	0	3351	0	1.5	0	75516851.25
0159_AP39_21298_20181004_ST_E21	58351570	0	0.875	231217.083333333	49.95	11.6666666666667	1002.5	4.93333333333333	547701.176190476	3088.58333333334	0	0	13873	0	4.5	0	19.2083333333333	0.25	0	1847.375	0	0.916666666666667	0	57552747.9821428
0159_AP39_21108_20171121_ST	47890622	0	2.16666666666667	151495.416666667	349.219047619048	3.5	3089.83333333333	244.466666666666	470847.811904762	1601.91666666667	0	0	62968	0	2318	0	58.875	1.5	0	3723.66666666667	0	0	0	47193917.627381
0159_AK37_71062_20190607_ST	46524471	0	0	173005.833333333	94	83.5	3408.5	0	523242.6	1252.33333333333	0	0	25097	0	308.5	11	22.2916666666667	0.5	0	1894.75	0	0.666666666666667	0	45796049.525
0159_AP39_21129_20180205_ST	42174717	0	16.875	157320.416666667	47.65	7.16666666666667	4518.5	44.05	466348.666666667	1086.56111111111	0	0	28542	0.25	6.5	0	33.0416666666667	1.5	0	1624.125	0	1	0	41515118.6972222
0159_AP39_21301_20180706_ST_E21	41945891	0	0.75	168013.75	48.7333333333333	7	987.5	3.93333333333333	402612.066666667	2530.91666666667	0	0	9548.5	0	0.5	0	16.625	1	0	1386.5	0	0.333333333333333	0	41360732.8916666
0159_AK37_71054_20190305_ST	30472858	0	0	124915.166666667	94.45	1	127.2	3.83333333333333	344038.65	2702.33333333334	0	0	18988	0	90.75	6	15.375	0.5	0	1532.25	0	0	0	29980342.4916667
0159_AK37_71051_20190224_ST	29488025	0	0.94642857142857	99745.0833333334	174.361111111111	11.8333333333333	17396	4.46666666666666	334804.511904762	616.916666666667	0	79	14837.5	0.25	132.708333333333	14	25.6666666666667	4.25	0	1326.75	0	0	0	29018850.7555556
0159_AV42_66107_20190327_ST	25109407	0.5	0	75163.5833333333	226.1	1	3402	0.6	246354.616666666	300.333333333334	0	0	16080.5	0	1270.16666666667	0	4.75	0.5	0	1934.875	0	0	0	24764667.475
0159_BC12_41010_20171203_ST	25020998	0	0	96644.5833333333	31.35	7.66666666666667	2181.5	5.06666666666667	298086.466666667	849.333333333333	0	0	12277.5	0	1.16666666666667	2	29	17	0	1269.5	0	1.08333333333333	0	24609594.7833333
0159_AP39_21065_20180201_ST	23605340	0	0.75	71425.9166666667	37.9333333333333	6.5	902	1.91666666666667	221993.50952381	856.166666666667	0	0	9834	0	0.5	1.5	19.5416666666667	0	0	512	0	1.5	0	23299746.2654762
0159_AP39_21295_20180811_ST_E21	23076371	1	2.65476190476191	109834.75	79.6	20.5333333333333	605.5	7.43333333333333	265557.971428572	1279.41666666667	0	0	11864	0.5	82.0833333333333	0	28.5083333333334	1.25	0	1141.125	0	1.61666666666667	0	22685863.0571429
0159_AB10_100710_20181001_ST	22476810	0	0.125	108927.666666667	148.75	0.333333333333333	55	4.66666666666667	254510.202380952	1486.33333333333	0	0	23135.5	0	783	0	3.25	2	0	2242.125	0	0.2	0	22085510.847619
0159_AK37_71050_20190313_ST	22476650	0	3.625	95307	22.6	19.5	1174.83333333333	14.25	268919.283333333	1204	0	0	9391	0	0.75	67	9	0.5	0	1129.125	0	2.6	0	22099384.9333334
0159_AZ03_32013_20200922_ST	21886689	11.8333333333333	7.7345238095238	98008.75	1303.93571428571	326.25	2281.83333333333	25.6333333333334	279852.916666666	1170.33333333333	0	0	6084.5	0	26.725	27	23.375	5.75	0	914	0	15.65	2	21496600.7797619
0159_AZ03_32019_20180325_ST	21736839	0.5	0.875	127607.25	51.8333333333333	153.083333333333	826.833333333333	4.75	289806.75	1012.29285714286	0	0	8321	0.5	10.0166666666667	0.5	10.7916666666667	3.25	0	1581.91666666666	0	29.1666666666667	11	21307406.6904762
0159_AP39_21119_20181218_ST	21439715	3.5	4.64664502164502	68301.25	47.9166666666667	14.4	667.5	7.76904761904762	214204.45	610	0	0	6513.5	1.08333333333333	10.4166666666667	0	11.9583333333333	0	0	485.875	0	1	0	21148829.7343074
0159_AP39_21076_20180429_ST	20996683	0	0	89836.8333333333	29.4333333333333	6	395	0	207555.333333333	701.583333333333	0	0	5531.5	0.25	2.375	0	11.9166666666667	1.5	0	681.5	0	1.2	0	20691928.575
0159_AB10_26156_20180815_ST	20352699	0.5	3.95	54918.1666666666	99.6833333333333	12.0666666666667	669.7	2.73333333333333	208153.416666667	453.622222222223	0	0	6914.5	2	46	163	18	0.5	0	535.75	0	1	0	20080704.4111112
0159_AQ29_10022_20170920_ST	19485035	2	1	112322.566666666	248.583333333333	8.25	2132.56666666667	4.72619047619047	248402.166666667	1293.53333333334	0	0	6392.5	0.333333333333333	3.73333333333333	28	55.3083333333335	5.5	0	987.625	0	6.08333333333333	0	19113140.5238095
0159_AP39_21090_20180504_ST	18989837	0	1	54285.6666666667	16.8833333333333	2.83333333333333	316	4.66666666666667	188685.133333333	407.25	0	0	4815	0	0	0	12.875	2.66666666666667	0	352.75	0	0.333333333333333	0	18740933.9416667
0159_AP39_21314_20180719_ST_E21	18760936	0	0	50257.9166666667	44.6	21.5	673.5	0.833333333333333	178493.183333334	432.166666666666	0	0	7189	0	30.3333333333333	0	8.75	1.5	0	510.25	0	0	0	18523272.4666667
0159_AZ03_32015_20201210_ST	18411108	20	7.5797619047619	85147.1666666667	1170.67619047619	23.1666666666667	1687	31.7928571428571	232325.526190476	847.433333333333	0	0	9060	0	23.5833333333333	8	38.5833333333333	4.25	0	1047.25	2	22.75	0	18079641.2416667
0159_AK37_71031_20180929_ST	18190337	0	4.17045454545454	59775.0833333333	25.4	48.1666666666667	540.5	10.9166666666667	194295.833333333	667.055555555555	0	0	11253.5	0	9.79166666666667	1	5.625	1.5	0	771.5	0	2.11666666666667	0	17922924.8406566
0159_AK37_71023_20180813_ST	17982284	0	0	70987.9166666667	53.75	2.33333333333333	839.5	3.33333333333333	193952.85	820.333333333334	0	0	8160.5	0	30	0	16.25	0	0	888.375	0	0	0	17706528.8583333
0159_AV42_66163_20190718_ST	17925240	0	3	60010	32.95	2	191	6.2	194495.316666667	337.916666666666	0	0	6461.5	0	5	0	8.5	0	0	571.25	0	0	0	17663115.3666667
0159_AP39_21330_20190102_ST_E21	17843070	0	1.375	82270.25	61.5166666666667	36	542.2	3.15	194134.383333333	1543.75	0	0	9656.5	0	39.5	2	49.625	0	0	744.25	0	0.666666666666667	0	17553984.8333333
0159_AP39_21289_20190125_ST_E21	17461506	0	0.125	60644.3333333333	25.15	4	390.5	0.85	182690.1	651.5	0	0	3625	0	1.5	4	73.125	0.75	0	519.875	0	0.783333333333333	0	17212874.4083333
0159_AK37_71052_20190226_ST	17359085	0	0.25	48003.75	15.2214285714286	0	1720.5	3.9	175930.083333333	607.25	0	0	5966.5	0	4.5	0	19	0	0	409.5	0	0	0	17126404.5452381
0159_AZ03_32016_20180619_ST	17356229	0	0.458333333333333	47411.0833333333	9.85	1	1021	1.91666666666667	174115.066666666	406.861111111111	0	0	4561.5	0	3.2	0	14.0416666666667	0	0	385.25	0	0.333333333333333	0	17128297.4388889
0159_AK37_71024_20181010_ST	17179762	0	0	62825.6666666667	35.75	1	1128.2	2.66666666666667	183215.466666667	611.5	0	6	6753.5	0	61.5	17	4.75	2	0	677	0	1.66666666666667	0	16924418.3333333
0159_AK37_71048_20190125_ST	17169619	0	1.25	72946.9166666667	181.15	5	236.5	16.1666666666667	205660.183333333	570.416666666666	0	0	16765	0	154.75	0	4.79166666666667	0	0	1199.04166666666	0	0.25	0	16871877.5833333
0159_AP39_21282_20180907_ST_E21	17068619	0	2.25	50924.25	39.65	4.5	224	13.5333333333333	165435.966666667	556.472222222222	0	0	7514.5	0	148	0	11	1	0	543.125	0	0.25	0	16843200.5027778
0159_AZ03_32057_20190910_ST	16831551	0	0.125	59670.1666666667	29.9	214	2151.7	0.25	176641.483333333	493.333333333333	0	0	5893	0	1	3	12.875	0	0	684.5	0	1.66666666666667	0	16585754
0159_AP39_21294_20181026_ST_E21	15994897	2	1.125	54685.3333333333	26.55	3	695	2.75	165604.642857143	448.416666666667	0	0	4425	0	18.5	22	23.2083333333333	0.25	0	459.375	0	1.03333333333333	0	15768478.8154762
0159_AP39_21111_20190126_ST	15468048	0	1	47671.8333333333	10.5	2	1516	3.33333333333333	163804.2	305.333333333333	0	0	2606.5	0	0	0	10.75	0	0	392	0	0	0	15251724.55
0159_AP39_21220_20180215_ST_E21	15437595	0	0.475	55287.8333333333	49.9666666666667	1.86666666666667	474.5	4.9	161088.992857143	426.111111111111	0	0	3838	0	1	0	20.625	10	0	415.375	0	1	0	15215974.3543651
0159_AZ03_32038_20181018_ST	15424570	0	0	35164	17	26	1691	1	149162.716666667	263.5	0	0	1314.5	0	0	0	9.75	0	0	265	0	0	0	15236655.5333333
0159_AP39_21311_20180613_ST_E21	15275564	1	2.04166666666667	49836.5833333333	33.25	5.75	276.5	2.91666666666667	156916.095238095	665.65	0	0	4609	0.333333333333333	4.91666666666667	0.5	12.75	0	0	467.375	0	0	0	15062729.3380952
0159_AP39_21368_20180504_ST_E21	14879083	0	0.475	43989.1666666667	37.6277777777778	10.2	431.5	2.23333333333333	139924.75952381	372.65	0	0	7890	0	2.91666666666667	0	25.625	0.75	0	306.875	0	0.533333333333333	0	14686087.6876984
0159_AP39_21371_20180409_ST_E21	14791542	0	1	50368.5	23.0833333333333	66.8666666666667	773.5	4	153805.266666667	465.444444444444	0	0	3822	0	0.125	72	10.0416666666667	3	0	487.625	0	0.6	0	14581638.9472222
0159_AK37_71066_20190709_ST	14439076	0	0.5	61299	29.4	5.33333333333333	473	10.6666666666667	167109.566666667	700	0	0	7280.5	0	4.1	5.5	22.75	3	0	697.5	0	0.5	0	14201434.6833333
0159_AV42_66160_20190805_ST	14417839	0	0.875	47920.75	34.75	40.3333333333333	619	13.2833333333333	161237.416666667	625.416666666667	0	0	4725.5	0.4	4	0	5.75	0.416666666666667	0	543.166666666665	0	1.33333333333333	0	14202066.6083333
0159_AQ11_10126_20181116_ST	14334084	0	6.5	44966.4166666667	22.65	86.5	627.5	15.5	144510.783333333	446.833333333333	0	0	4764	0	4.83333333333333	0	7.91666666666665	0	0	381.125	0	0.666666666666667	0	14138242.775
0159_AQ11_10150_20181221_ST	14250223	6	0.125	67984.2333333333	126.166666666667	88	2313.06666666667	1.28333333333333	177385.409523809	1001.45277777778	0	0	3213	0.333333333333333	2.29166666666667	7	51.0416666666665	0.75	0	567.208333333335	0	1.66666666666667	0	13997473.9710317
0159_AP39_21086_20180503_ST	14100539	0	0	39175	13.5	0	328	0.666666666666667	127824.733333333	553.25	0	0	4290	0	0.5	54.5	11.375	1	0	285	0	0.666666666666667	0	13928000.8083333
0159_AZ03_32033_20180922_ST	14086507	0	1.125	42096.6666666667	83.6	1.83333333333333	338.5	7.18333333333333	144691.1	441.166666666667	0	0	8546.5	0	402.5	0	9.875	0.5	0	792.416666666665	0	0	19	13889075.0333333
0159_AV42_66184_20190930_ST	14030786	0	0.5	56394.75	3.55	122	408.5	7	146827.05	530.5	0	0	2622.5	0	1.33333333333333	0	4.625	1.5	0	554.125	0	0	0	13823308.0666667
0159_AP39_21231_20180727_ST_E21	13979772	0	0.625	57797.0833333333	30.0666666666667	8	797.5	1.75	150779.292857143	476.083333333333	0	0	5982	0	8	0	27.7583333333334	2	0	540.875	0	0.533333333333333	0	13763320.4321429
0159_AB10_26288_20181210_ST	13975869	0	0	48252.0833333333	73.6	100	633.5	2.33333333333333	149049.733333334	542.75	0	0	9159	0	231.5	0	11.25	0.5	0	757.166666666665	0	1.58333333333333	0	13767054
0159_AK37_71057_20190430_ST	13743463	0	5.5	47075.1666666667	131.85	5.16666666666667	964.5	15.5333333333333	150292.583333333	270.833333333334	0	0	14244.5	0	134	0	20.0416666666667	1	0	729.25	0	0	0	13529573.075
0159_AP39_21056_20180125_ST	13645650	0	0	34271.8333333333	39.9928571428571	2.5	448	2.63333333333334	128055.335714286	202.416666666666	0	0	3767	0	9.41666666666667	1	23.2916666666667	2.25	0	196.75	0	1.5	0	13478626.0797619
0159_AZ03_32051_20190819_ST	13638199	0	0.125	57109.3333333333	20.5	12.3333333333333	887	2.91666666666667	153033.233333333	857.999999999999	0	0	3738.5	0	58.5	0	3.125	1.5	0	676.625	0	0.866666666666667	1	13421795.4416667
0159_AY44_33022_20170915_ST	13491486	0.5	0.791666666666665	58591.5833333333	16.45	0	749	5.91666666666667	143149.8	401.25	0	0	3592.5	0	0.75	0	19.5	0.25	0	380.125	0	0.25	0	13284577.3333333
0159_AP39_21325_20180920_ST_E21	13458241	0	1.125	44486.5	33.5166666666667	3.41666666666667	490.5	5.81666666666666	135427.583333333	334.833333333333	0	0	3938.5	0	2.5	0	16.35	0.5	0	357.5	0	2	0	13273140.3583333
0159_AP39_21216_20180227_ST_E21	13409268	0	1.5	46037.4166666667	15	1	612.5	4	140442.269047619	411.75	0	0	3169	0	9.5	21	24	0	0	382.375	0	1	0	13218135.6892857
0159_AP39_21284_20190102_ST_E21	13368780	0	0.5	43510	8.1	1	36	1	135169.85	194.25	0	0	2680.5	0	0.5	2	132.25	0	0	248.625	0	0	0	13186795.425
0159_AP39_21215_20180801_ST_E21	13363042	0	2.25	57665.5	85.5166666666667	3.83333333333333	383	5.16666666666666	138729.492857143	433.5	0	0	9248.5	0	70	0	15.85	0.5	0	559.916666666665	0	0.583333333333333	2	13155836.3904762
0159_BC12_41015_20171213_ST	13064425	0	0	60117.5	20.05	1.25	332.5	0.333333333333333	143024.016666667	448.25	0	0	3311	0	0	0	4.91666666666667	8.5	0	563.166666666665	0	0.333333333333333	0	12856593.1833333
0159_AP39_21310_20180719_ST_E21	13052885	1	1.85	48763.9166666666	32.9666666666667	70.1166666666667	567	5.03333333333333	135172.435714286	466.694444444444	0	0	3580	0	4.625	44	7.04166666666665	0.5	0	377.875	0	1.33333333333333	0	12863788.6115079
0159_AP39_21331_20190102_ST_E21	12914761	0	0	45163.4166666667	45.7166666666667	2	28.5	1.33333333333333	132443.166666667	499.916666666666	0	0	8847.5	0	39	2	7.25	1	0	585.75	0	0	2	12727092.45
0159_AP39_21141_20180213_ST	12851119	6.66666666666667	1.17142857142857	64653.3666666667	240.159523809524	1024	992.966666666667	4.3	154047.566666666	662.25	0	0	4707	0	10.1666666666667	5	20.5	0.5	0	789.75	0	7.83333333333333	0	12623945.8023809
0159_AA34_42476_20191015_ST	12790083	0	1.25	37485.25	18.05	240.333333333333	944	5.16666666666667	136823.716666667	457.833333333333	0	0	3696.5	0	6	0	6.875	0	0	324	0	2.28333333333333	0	12610071.7416667
0159_AZ03_32023_20180717_ST	12503275	8.16666666666667	3.60833333333334	57570.15	356.642857142857	5.25	899.566666666667	6.41666666666667	151240.983333333	805.833333333333	0	0	9787	0	190.5	0	9.75	0.75	0	856.166666666665	0	4.4	1	12281528.8154762
0159_AV42_66162_20190810_ST	12476969	0	0	50058.4166666667	11.9833333333333	47.5	314	3.83333333333333	130953.75	629.833333333333	0	0	3335.5	0	2	0	4	6	0	464.875	0	0.2	0	12291137.1083333
0159_AP39_21278_20180823_ST_E21	12416027	0	0.5	58052	41.4333333333333	22.1666666666667	15	0.2	132599.716666667	912.416666666666	0	0	11496	0	14	0	36	1	0	601.75	0	1	0	12212233.8166667
0159_AP39_21061_20180816_ST	12406035	0	0.75	43116.8333333333	31.2	0	367	2.93333333333333	126772.733333333	423	0	0	4372.5	0	1.25	0	16.75	0.5	0	327	0	0.666666666666667	0	12230601.8833333
0159_AP39_21224_20180730_ST_E21	12360301	0	0.75	36989	29.2	0.5	359.333333333333	2.36666666666667	121258.383333333	316.166666666667	0	0	7666	0	0.5	0	33.875	1.5	0	309.125	0	0.25	0	12193334.05
0159_AV42_66136_20190805_ST	12318668	1.5	1.375	28549.1666666667	6.33333333333333	0	228.5	3.28333333333333	111176.783333333	364.75	0	0	4975.5	0	0	2	2	0.25	0	242.75	0	0	0	12173113.8083333
0159_AP39_21317_20180801_ST_E21	12246643	0	1.75	41168.3333333333	12.8	7	481	3.7	127815.016666667	490.333333333333	0	0	4889	0	2	1	6	0	0	377.125	0	0	1	12071386.9416667
0159_AB18_26455_20190227_ST	12186990	0	0.25	37181.6666666667	13.3166666666667	1.83333333333333	573	8.5	125954.635714286	643.5	0	0	5298.5	0	2.25	0	12.0416666666667	0.75	0	374	0	1.2	0	12016924.5559524
0159_AP39_21316_20180604_ST_E21	12150255	0	0.25	40616.1666666667	9.95	3.75	602.5	1.56666666666667	129160.616666667	210.75	0	0	3451.5	0	2	0	12.25	0.75	0	447.125	0	0	0	11975735.825
0159_AB18_26347_20190211_ST	11981344	0	0.5	51691.9166666667	10.6333333333333	9.33333333333333	621	0.666666666666667	139722.733333333	628.333333333333	0	0	2804	0	0.5	0	3.125	0	0	545.5	0	0.2	0	11785305.5583333
0159_AP39_21057_20180521_ST	11914729	0	0.125	47982.5833333333	61.7833333333333	23.1666666666667	1472.16666666667	3.85	134825.80952381	341.416666666667	0	0	3394.5	0	4.25	0	9.375	5.75	0	424	0	0.583333333333333	1	11726178.6404762
0159_BB02_45014_20191203_ST	11912180	0	0	43686.3333333333	133.85	0.5	56	20	108175.833333333	387.666666666667	0	0	11938	0	1000.5	0	14.5	0	0	1586	0	0.25	0	11745180.5666667
0159_AB10_26038_20180403_ST	11898552	0.833333333333333	6	59461.5833333333	13.4	38.5	406	16.8333333333333	148447.433333334	749.166666666667	0	0	8971	0	21.1666666666667	0	3.75	0	0	582	0	0	139	11679695.3333333
0159_AY44_33160_20190423_ST	11877679	0	0.166666666666666	54953.6666666667	108.9	56.3333333333333	351	1.66666666666667	140710.75	449.166666666667	0	0	12537.5	0	101	21	4.5	0	0	761.791666666665	0	0.8	0	11667620.7583333
0159_AA34_42100_20180523_ST	11859102	0	0.1	48304.25	48.4428571428571	0	52.5	7.16666666666667	127757.576190476	80.5833333333333	0	0	9253	0	36.5	0	41.2916666666667	0	0	501.375	0	0	0	11673019.2142857
0159_AP39_21393_20180418_ST_E21	11847469	0	0.25	41633.8333333333	19.1	2.5	356	0.5	123391.383333333	487.5	0	0	2358	0	2.125	0	31.875	0	0	327.5	0	0	0	11678858.4333333
0159_AZ03_32027_20180806_ST	11834480	0	5.5	35322.0833333333	14.65	0	271.5	20.8333333333333	123010.583333333	270.833333333333	0	0	6338.5	0	14	0	7.125	8.5	0	405.375	0	0.2	0	11668790.3166667
0159_AP39_21407_20180911_ST_E21	11743062	149.5	369.065909090909	59488.7333333333	5381.69812409812	1756.81666666667	46.125	383.018326118327	122763.25	2878.78414918415	0	0	14578	105.016666666667	1001.83869047619	0	160.208333333334	1.5	0	886.083333333335	0	118.409523809524	2	11532991.9519439
0159_AA34_42451_20190905_ST	11706690	0	0	23083.5	6.05	1	30	1.93333333333333	97933.8833333333	69.5	0	0	4125.5	0	11.5	1	41.375	1.25	0	228.5	0	0	60	11581095.0083333
0159_AK37_71072_20191003_ST	11703706	0	1.20833333333334	34882.3333333333	40.3666666666667	20	1546.5	1.58333333333333	121959.433333333	250.5	0	2	4886	0.333333333333333	28.4166666666667	79.5	12.5416666666667	0	0	343.75	0	0.166666666666667	0	11539651.3666667
0159_AP39_21384_20180520_ST_E21	11677393	0	0.875	38382	16.8	0.5	134.5	2.18333333333333	117536.516666667	471.25	0	0	6231.5	0	7.58333333333333	0	7.5	0	0	381.25	0	0.333333333333333	0	11514220.2083333
0159_AP39_21052_20180510_ST	11664399	1	0.125	45442.5	40.7	0.666666666666667	1627	1.25	121180.05	390.916666666666	0	0	1826.5	0	0	0	24.1666666666667	3.25	0	294.916666666667	0	3.7	0	11493562.2583333
0159_AQ29_10020_20170913_ST	11615295	18	11.1476190476191	59701.2458333333	773.2125	4.16666666666667	1529.39583333333	20.0511904761905	145465.352380952	892.628571428572	0	0	3126	0.333333333333333	20.4785714285714	0	42.3083333333334	0.5	0.25	477.416666666667	0	10.7333333333333	0	11403201.7791667
0159_AP39_21302_20181004_ST_E21	11572410	0	0.958333333333335	38624.1666666667	64.05	33.5	579.5	0.5	118400.6	379.916666666667	0	0	6378	0	45.875	0	20.25	0	0	440.666666666667	0	0	0	11407442.0166667
0159_AZ03_32022_20201016_ST	11465951	0.5	3.62976190476191	36429.1666666667	26.3666666666667	11.2666666666667	474.9	3.97619047619047	116243.733333333	358.694444444444	0	0	3107	0.583333333333333	4.83333333333333	0	7.05833333333335	0	0	360.375	0	0	0	11308918.9162698
0159_AB18_26640_20200517_ST	11462198	0	0.625	28602.8333333333	58.3333333333333	148.333333333333	87	1.91666666666667	111005.35	234.583333333333	0	4	5969	0	28	0	5.625	0	0	349.375	0	0	0	11315703.025
0159_AP39_21333_20181113_ST_E21	11333137	0	1.75	42480.4166666667	27.25	3	653.5	4	128622.05952381	669.833333333333	0	0	4974	0	36.25	4	20.75	0	0	493.5	0	0	0	11155146.6904762
0159_AB18_26692_20200820_ST	11318806	0	0.625	39041.5	90.15	1	716.5	1.45	108196.233333333	145	0	0	13317	0	646	67	8.5	0.25	0	1005.5	0	0	0	11155569.2916667
0159_AP39_21246_20181017_ST_E21	11184043	0	0.5	33641	35.45	1.83333333333333	604.5	1.66666666666667	108673.25952381	342.416666666667	0	0	4966.5	0	183.5	0	13.625	0.5	0	455.583333333333	0	0.333333333333333	0	11035122.3321429
0159_AP39_21350_20180306_ST_E21	11179343	0	1.375	26546.3333333333	10.2	0.5	156	10.0166666666667	93692.8166666667	295.25	0	0	5237	0	6	0	5.875	0.25	0	216.375	0	0	0	11053165.0083333
0159_AZ03_32065_20190126_ST	11160247	0	0	41005.25	10.55	4.58333333333333	678	0.666666666666667	126329.083333333	292.916666666667	0	0	2689.5	0	0	6	3.75	0	0	426.5	0	0	0	10988800.2
0159_AP39_21321_20180731_ST_E21	11052140	0	2.25	32304.3333333333	30.75	0	15	10.4	104675.516666667	499.75	0	0	5049	0	159.5	0	0.75	0	0	311.375	0	0.7	0	10909080.675
0159_AP39_21072_20180914_ST	11011844	0	0	33106	7.43333333333333	160.7	83.5	5.56666666666667	102046.933333333	256.25	0	0	4976	0	6	0	12.9166666666667	0	0	193.75	0	0	0	10870988.95
0159_AK37_71065_20190705_ST	10997727	0	0	33591.8333333333	38.55	0	114.833333333333	0.2	125544.633333334	161.033333333333	0	0	2396	0	2	0	7.375	0.5	0	246.75	0	0	0	10835623.2916667
0159_AA34_42468_20190913_ST	10701311	0	1.95833333333334	38740.75	21.7	0	170.5	4.25	119772.383333333	114.75	0	0	7055	0	1	0	11.75	0	0	334.375	0	1.66666666666667	0	10535080.9166667
0159_AZ03_32056_20190914_ST	10681784	0	0.5	41426.8333333333	30.7	8	281.5	2.2	121518.066666667	279.833333333333	0	0	4425.5	0	93.5	3	52	1.25	0	630.375	0	0	0	10513030.7416667
0159_AQ11_10135_20190122_ST	10679061	0	0	55449.75	32.1833333333333	2.5	527	5.33333333333333	132440.942857143	727.472222222222	0	0	3922	0	0.25	5	44.7666666666667	0.5	0	527.25	0	0.583333333333333	0	10485375.468254
0159_AZ03_32068_20190211_ST	10659697	0	3.25	47019.9166666667	13.6833333333333	61.6666666666667	672.5	8.56666666666667	127177.083333333	635.666666666666	0	1	5535	0	6.85	16	10.25	1	0	572.5	0	0	1	10477961.0666667
0159_AB18_26457_20190318_ST	10527869	0	4.16666666666667	53592.8333333333	22.8333333333333	0	30	10.7333333333333	123183.883333333	282.583333333333	0	0	12241	0	140	0	25.6666666666667	1.5	0	811.541666666665	0	0.2	0	10337522.0583333
0159_AP39_21262_20120515_ST_E21	10388713	0	4.07142857142857	43370.9166666667	63.6833333333333	5.36666666666667	32.5	8.07619047619047	109178.545238095	646.4	0	0	6918	0	62.625	0	10.4166666666667	0	0	521.125	0	2	0	10227889.2738095
0159_AZ03_32099_20200206_ST	10368394	7.66666666666667	6.2625	38690.8833333334	622.958333333333	7.03333333333333	180.2	17.7428571428571	117672.916666667	526.086111111111	0	0	3746	0.333333333333333	20.25	2	3.625	0.5	0	342.875	0	9.66666666666667	0	10206537.0001984
0159_AP39_21382_20180515_ST_E21	10235893	0.5	0.875	39220.0833333333	23.2333333333333	1	580.833333333333	2.08333333333333	103434.626190476	506.15	0	0	1830.5	0	1.125	2	12.25	0	0	278.25	0	0.916666666666667	0	10089998.5738095
0159_AQ29_10040_20171130_ST	10234405	8.16666666666667	3.43452380952381	50911.95	785.392857142857	9.66666666666667	559.6	14.502380952381	132449.9	547.75	0.333333333333333	0	2712.5	0.333333333333333	18.2916666666667	0	29.225	0.5	0.25	499.875	0	10.0833333333333	0	10045843.2452381
0159_AB18_26769_20200814_ST	10211347	0	0.5	30517.6666666667	12	1.7	331.5	3.66666666666667	119954.566666667	476.416666666667	0	0	3511	0	0	0	1.91666666666666	0	0	294	0	0	0	10056242.0666667
0159_AP39_21087_20180228_ST	10108130	0	0	31269.5833333333	38.8	1.5	280	0.333333333333333	95505.6166666667	313	0	0	5111	0	227.6	0	12.75	0	0	463.625	0	0	0	9974906.19166667
0159_AV42_66143_20190516_ST	10065085	0	3.5	28163.5833333333	23.4269230769231	1	905.2	5.33333333333333	103068.133333334	170.24358974359	0	0	3110.5	0	36.0833333333333	5.5	52.5	0.5	0	246.125	0	0	0	9929293.37115384
0159_AY44_33208_20190808_ST	10009952	0	1.125	23964.6666666667	5	3	378.5	2.25	97357	167.166666666667	0	0	2448.5	0	0	28.5	7.625	0	0	140.75	0	0	0	9885447.91666667
0159_AV42_66135_20190524_ST	9973779	0	0.875	24132	69	1	203.5	2.08333333333333	84550.8833333333	109.666666666667	0	9	6009.5	0	236	3	3	15.5	0	524.25	0	0	29	9857880.74166667
0159_AV42_66161_20190722_ST	9865154.99999999	0	2.25	35052.0833333333	12.35	61	772	8.33333333333333	101082.433333333	368.416666666666	0	0	3426	0	0	0	5.625	0	0	305.75	0	0.666666666666667	0	9724058.09166666
0159_BB02_45001_20181029_ST	9855219	0	0	25433.8333333333	406.75	13	0.5	15.5666666666667	91908.3333333333	61.9166666666666	0	0	36753.5	0	343.5	0	0.25	0	0	1332.75	0	0	0	9698949.1
0159_AZ03_32054_20190917_ST	9820545	0	0.375	40198.8833333334	18.2595238095238	13	791.5	1.08333333333333	108416.066666666	359.083333333333	0	0	4376.5	0	6	0	20.5	0	0	421	0	0.333333333333333	0	9665922.41547619
0159_AZ03_32029_20180906_ST	9809383	0	2.25	23906.8333333333	8	6	123.5	6.43333333333333	85707.1	338.083333333334	0	0	4095	0	22.5	0	3.25	0	0	244.75	0	0	23	9694896.3
