sample_id	total	phosphate_containing_compound_metabolic_process	fructose_6_phosphate_metabolic_process	fructose_2_6_bisphosphate_metabolic_process	phosphagen_metabolic_process	phospholipid_metabolic_process	nucleoside_phosphate_metabolic_process	phosphorylation	dephosphorylation	glucose_1_phosphate_metabolic_process	glyceraldehyde_3_phosphate_metabolic_process	deoxyribose_phosphate_metabolic_process	ribose_phosphate_metabolic_process	fructose_1_6_bisphosphate_metabolic_process	X7_8_dihydroneopterin_3__triphosphate_biosynthetic_process	thiamine_diphosphate_metabolic_process	pyridoxal_phosphate_metabolic_process	molybdopterin_cofactor_metabolic_process	inositol_phosphate_metabolic_process	glucose_6_phosphate_metabolic_process	xylulose_5_phosphate_metabolic_process	alditol_phosphate_metabolic_process	X1_deoxy_D_xylulose_5_phosphate_metabolic_process	carbamoyl_phosphate_metabolic_process	D_tagatose_6_phosphate_metabolic_process	D_glycero_D_manno_heptose_7_phosphate_metabolic_process	methanopterin_containing_compound_metabolic_process	lipid_X_metabolic_process	Remaining
0159_AB18_26520_20200917_ST	5410077	742.566666666667	3675.8888888889	21.1666666666667	65.3333333333333	4571.92488425926	35331.9367237001	234278.151322751	5169.48333333333	0	712.272222222222	256.294555898491	3361.06044422398	482.5	169.979166666667	711.564814814814	49.0023148148148	192.238888888889	79.7592592592594	580.388888888888	129.483333333333	670.762962962962	306.407407407408	40.7222222222222	93.1296296296296	28.8333333333333	0	0.166666666666667	5118355.98206917
0159_AB18_26722_20201204_ST	5391450	889.9	3605.1111111111	16.8333333333333	49.1111111111111	4623.63062169312	34382.0314353893	226674.617791005	4989.25833333333	0	700.295833333333	310.117553399961	3190.88081906477	414.444444444443	148.25	648.046296296297	42.3055555555556	195.797222222222	58.6666666666667	607.472222222222	125.907936507936	861.010185185187	267.296296296297	34.1666666666667	88.0740740740741	11.7777777777778	1.59259259259259	0	5108513.40412072
0159_AB18_26715_20210225_ST	5349302	559.783333333333	3949.8888888889	28.3333333333333	46.6666666666667	4807.53321759259	35755.7089411049	229917.013690476	5343.6	0	716.884722222223	297.851582402508	3389.14035622428	453.5	142.479166666667	769.638888888889	55.5416666666667	264.211111111111	65.4259259259261	558.361111111112	114.094444444444	626.517592592591	291	39.3888888888889	104.537037037037	15.2222222222222	0	0.333333333333333	5060989.34387887
0159_AB10_26088_20180508_ST	5347155	1111.28333333333	3478	23.8333333333333	61.5555555555556	4695.87245370371	36863.8147233653	224417.488822751	5203.04166666667	0	756.461111111111	488.266078532236	3367.10198316758	585.277777777777	162.354166666667	648.481481481481	42.2222222222222	208.155555555555	63.8166666666667	492.5	68.9629629629628	856.626851851851	269.212962962963	34.6851851851852	109.740740740741	6.22222222222222	0	0	5063140.02214218
0159_AB18_26453_20190218_ST	5336450	931.033333333333	3484.95555555557	28.7222222222222	111.444444444444	4549.88948412698	36890.5845665846	227691.642724868	5461.14166666667	0	784.982936507937	459.459789278366	3410.36191988781	429.055555555557	237.083333333333	709.351851851852	32.7222222222222	159.066666666667	81.1462962962961	561.902777777778	109.222222222222	769.16111111111	271.12962962963	42.2962962962963	49.9814814814814	53.5555555555556	4.37037037037038	0	5049135.73598615
0159_AA34_42376_20190318_ST	5332664	414.816666666667	3447.44444444443	6.66666666666667	45.3333333333333	4148.31782407408	30672.2379329561	235922.322288359	4734.60833333334	0	651.583333333333	221.764917695473	2818.80623499657	374.11111111111	166.291666666667	657.972222222222	26.5347222222222	72.15	98.7870370370372	671.416666666667	134.583333333333	539.770370370369	300.777777777778	11.8888888888889	42.5740740740741	32.5	0	0	5046450.74015377
0159_AA34_42477_20190918_ST	5329233	974.3	4087.83333333333	4.16666666666667	47.4444444444444	4472.69837962963	33803.5866668708	231525.347685185	6576.01666666666	0	603.572222222223	280.192343964334	3087.60726159857	395.666666666667	81.2291666666668	750.194444444444	58.1736111111111	300.766666666667	69.0185185185183	461.144444444445	127.611111111111	541.188888888888	275.62962962963	59.3055555555556	118.944444444444	18.2777777777778	0	0	5040513.08340349
0159_AA34_42452_20190801_ST	5321390	1424.28333333333	3928.94444444443	36.8333333333333	57.2222222222222	4369.52337962963	34574.8078027631	219472.066600529	4775.7	0	727.355555555555	286.172453703704	3256.80740599892	504.166666666667	170.875	687.916666666667	52.8402777777778	190.672222222222	96.0537037037039	678.805555555555	82.5277777777778	761.095370370371	279.203703703703	32.6851851851852	60.8703703703703	14.3888888888889	0.12962962962963	0	5044868.05244997
0159_AB18_106720_20190226_ST	5302352	1370.36666666667	3404.72222222223	28.6666666666667	64.5555555555555	4458.81516203704	35356.5395159302	225443.59265873	5350.94166666667	0	715.852777777777	312.455418381344	3323.13095260549	474.333333333333	140.75	638.87962962963	38.8333333333333	168.833333333333	87.9203703703705	535.861111111112	115.194444444444	688.957407407409	283.851851851852	43.2037037037037	90.9074074074074	20.8888888888889	3.24074074074074	0	5019190.7051812
0159_AA34_42087_20180523_ST	5295957	1442.5	668	0	0.222222222222222	4960.51944444445	27426.5452929649	186042.520304233	2782.48333333333	0	297.125	232.756907701352	2632.14081404321	0.333333333333333	118.25	658.361111111111	79.2523148148147	491.533333333333	77.9537037037039	1008.41666666667	233.333333333333	2195.78518518519	53.1481481481481	0.925925925925926	2.11111111111111	18.3888888888889	0	0	5064534.3936255
0159_AQ29_10023_20170921_ST	5273010	1069.15	3752.72222222223	24.3333333333333	44.4444444444444	5139.0943287037	36099.322320163	214173.042857143	5492.4	0	786.520833333333	276.929946844993	3478.3352361356	438.166666666667	112.5	722.203703703703	57.6666666666667	237.194444444444	44.3333333333333	456.138888888889	66.8436507936508	803.774074074074	309.740740740741	55.7592592592592	84.5185185185185	9.77777777777778	0	0	4999275.08675281
0159_AY44_33013_20170917_ST	5269933	735.816666666667	3632.8888888889	18	60.6666666666667	4079.68726851852	35830.5933745578	228875.038756614	4570.36666666667	0	642.854166666667	903.737097050755	2971.91477040278	386.944444444443	148.875	656.638888888889	41.6875	114.755555555556	89.0037037037039	625.138888888888	99.1666666666667	705.978703703705	280.833333333333	23.7530864197531	59.8703703703703	24.8888888888889	0	0	4984353.90064644
0159_AZ03_32040_20181023_ST	5216769	670.216666666667	3334.27777777777	16.3333333333333	32.074074074074	4242.72210648148	32455.0812974394	229479.218055556	5392.275	0	665.002777777778	276.212722908093	2939.28572230796	433	133.633333333333	668.324074074074	41.0833333333333	146.116666666667	93.2203703703705	630.5	145.305555555556	548.45925925926	267.333333333333	28.8703703703703	69.9444444444444	18.8888888888889	3.8888888888889	0	4934037.73194716
0159_AB18_26227_20190319_ST	5216159	675.116666666667	3267.44444444444	16.3333333333333	20.6666666666667	4426.11808862434	32102.6490611731	222453.521097883	3654.51666666667	0	613.194444444444	264.05791936116	3067.23537545316	387	160.166666666667	618.935185185185	38.3055555555556	203.05	89.7222222222222	609.611111111111	117.416666666667	862.959259259258	240.875	33.7407407407408	84.537037037037	11.2222222222222	0	0	4942140.60456861
0159_AB18_106508_20190812_ST	5202117	1062.68333333333	3611.8611111111	18	51.3333333333333	4300.16521164021	34684.5776633435	239862.941137567	4147.80833333333	0	555.506944444444	796.355575151872	2874.57986147854	370.444444444443	142.270833333333	615.240740740741	37.0856481481481	223.883333333333	101.490740740741	749.083333333333	127.261111111111	934.211111111112	265.12962962963	35.537037037037	90.8518518518519	10.9444444444444	0	0	4906447.75323601
0159_AB18_26750_20201118_ST	5198255	549.35	3718.16666666667	21.1666666666667	27.6666666666667	4990.14024470899	36567.7613145045	242894.44457672	5069.81666666667	0	832.211111111111	315.857724622771	3404.47043503821	344.333333333333	162.625	857.055555555555	88.5972222222222	238.844444444444	31.9481481481482	388.819444444445	108.694444444444	771.897222222222	322.962962962963	25.8888888888889	83.6111111111111	5.5	0	0	4896433.17014885
0159_AB18_26686_20201114_ST	5157483	1337.65	3143.44444444444	19.6666666666667	24.7777777777778	4622.33973214285	32709.0004729653	214580.156216931	4713.96666666667	0	566.680555555556	235.230336321771	3107.79719344013	369.833333333333	124.416666666667	687.842592592592	52.3888888888889	313.661111111111	78.8240740740739	653.472222222222	136.916666666667	1043.64722222222	226.175925925926	32.3611111111111	115.12962962963	14.1111111111111	0	0	4888573.50938153
0159_AS41_40057_20180522_ST	5140748	120.866666666667	3596.30555555557	16	6.77777777777778	3756.46921296296	28601.3236702675	230808.222883598	4329.54166666666	0	591.444444444444	220.057355967078	2681.66640775034	324.055555555556	130.0625	564.592592592592	19.8055555555556	70.1555555555557	110.212962962963	738.611111111112	120.333333333333	409.861111111111	287.592592592592	13.4074074074074	20.1481481481481	22.2222222222222	0	0	4863188.26371019
0159_AP39_21123_20171120_ST	5086062	998.633333333333	3513	25.2777777777778	60.1111111111111	3857.68020833333	29747.5743788753	229312.166931217	4633.55833333333	0	580.805555555556	224.087024789339	2776.73372170782	404	118.145833333333	615.398148148148	34.8888888888889	138.75	65.7037037037039	643.944444444445	107.75	689.074074074074	278.407407407408	34.7037037037037	65.4074074074074	10.1111111111111	0	0	4807126.08690174
0159_AQ29_10012_20170725_ST	5083568	911.333333333333	3297.44444444444	23	47.2222222222222	5121.79095568783	36451.8337919279	214184.934259259	5466.48333333334	0	874.661507936508	342.423041593181	3428.95457761774	392.166666666667	197.979166666667	734.185185185185	98.363425925926	178.95	24.7962962962963	283.972222222222	88.0833333333333	704.032407407406	363.62037037037	34.0833333333333	62.5185185185185	6.83333333333333	0.777777777777777	0	4810247.55649561
0159_AZ03_32047_20190415_ST	5080306	663.05	3933.44444444443	23.8333333333333	41.4444444444444	4361.88842592593	33510.86597508	228802.860846561	5902.00833333334	0	709.986111111112	294.894204389575	3070.72548868313	517.833333333333	138.541666666667	723.759259259259	37.6875	200.094444444444	95.5925925925928	650.944444444445	75.0436507936508	650.564814814814	290.037037037037	21.4259259259259	85.1111111111111	11.5555555555556	0	0	4795492.80705671
0159_AQ11_10068_20180330_ST	5076833	920.65	3200.75	31.8333333333333	47.5555555555556	5159.16466600529	36681.8806594848	215371.877050264	5444.10833333333	0	869.79384920635	328.035296639232	3477.94622319366	414.5	197.8	766	96.2337962962962	196.083333333333	27.4907407407407	329.222222222222	71.4444444444444	875.648148148147	351.555555555555	42.4259259259259	101.407407407407	11.2777777777778	0	0	4801818.31568113
0159_AA34_42456_20190803_ST	5069580	511.2	3780.33333333333	5.66666666666667	24.2222222222222	4050.58267746913	32953.7460779607	224987.064219577	7172.35833333333	0	646.236111111111	304.057913237311	2972.68817429698	369.666666666667	131.916666666667	744.296296296297	38.4791666666667	170.844444444444	109.768518518518	699.722222222222	135	674.444444444444	313.037037037037	30.962962962963	71.4074074074074	26.3888888888889	0	0	4788655.90954857
0159_AZ03_32095_20191213_ST	5062044	741.483333333333	3553.1111111111	9.16666666666667	46.3333333333333	4563.91759259259	33338.827502572	216346.061620759	5084.98774509804	0	690.953125	364.744341563786	3036.89842721193	476.833333333333	120.354166666667	681.842592592592	38.0277777777778	198.072222222222	57.0092592592594	583.5	84.5	826.181481481482	285.509259259259	33.2777777777778	72.2777777777778	12.2777777777778	0	0	4790797.85177483
0159_AB18_26327_20190627_ST	5043655	933.1	3729.16666666667	19.3333333333333	107	4719.03999669312	33273.8545343834	228044.450551147	5120.88333333333	0	725.45	307.812542866941	3060.60646898883	509.333333333333	130.958333333333	680.768518518519	72.3611111111111	143.627777777778	42.7277777777778	401.111111111112	110.5	611.965740740741	303.407407407408	28.7037037037037	87.6481481481481	8.05555555555555	0	0	4760483.13405407
0159_AA34_42088_20180515_ST	5026084	678.866666666667	3083.66666666667	6.33333333333333	21.5555555555556	3483.5578042328	25810.2088226697	252255.168452381	3912.175	0	468.333333333333	217.621368557711	2312.60526791838	233.666666666667	114.3125	547.490740740741	29.4027777777778	133.816666666667	110.092592592593	776.666666666667	138	572.071296296298	304.342592592592	26.2592592592592	60.7777777777778	24.5555555555556	0	0	4730762.45263609
0159_AB10_103255_20180917_ST	5023952	223.4	3481	7.33333333333333	17.7777777777778	3765.12893518519	27852.2509901447	250040.552777778	4364.39166666667	0	514.563888888889	239.798311042524	2601.64219315435	338.166666666667	160.375	574.092592592592	30.7152777777778	123.816666666667	90.25	597.694444444445	100.916666666667	557.457407407408	265.087962962963	36.8703703703703	53.4259259259259	16.2222222222222	0	0	4727899.06892233
0159_AA34_42329_20190116_ST	5015562	1100.65	1758.44444444444	73.3333333333333	57	3315.64479166667	37679.4287651463	210959.126851852	7476.325	0	656.909722222222	377.727837791495	3523.97664180384	356.11111111111	148.4375	865.666666666667	63.3958333333333	226.666666666667	112.842592592593	997.111111111112	33.1111111111111	310.230555555556	272.888888888889	18.8333333333333	67.8333333333333	34.5	0	0	4745075.80390804
0159_AP39_21260_20180615_ST_E21	5007872	486.966666666667	3219.5	48.8333333333333	26.6666666666667	3869.26586199295	35328.3559778154	201684.661243387	4909.22638888888	0	572.394444444444	319.214639672741	3402.88487801293	453.61111111111	161.583333333333	584.731481481481	49.7384259259258	134.922222222222	91.7916666666667	574.5	89.6888888888889	670.67962962963	230.851851851852	29.3518518518519	100.981481481481	13.6481481481481	0	0	4750817.94980653
0159_BA21_18000_20170917_ST	5007823	825.35	3799.33333333333	10.3333333333333	20.8888888888889	4030.20166997355	31794.3528448135	208781.043055556	4021.06666666667	0	630.531944444444	326.937653096218	2924.31088091564	427.444444444443	128.4375	637.740740740741	41.4583333333333	139.383333333333	70.4537037037039	604.172222222222	134.055555555556	780.089814814815	303.901851851852	22.9444444444444	77.4814814814814	13.1666666666667	0	0	4747277.91963638
0159_AB18_26696_20200819_ST	5005451	978.783333333333	3045	40	27.3333333333333	4234.08799603174	37033.3618101688	218591.544510582	5244.43333333333	0	738.1875	295.579334460121	3500.34436058854	338.666666666667	173.145833333333	786.546296296297	121.108796296296	217.083333333333	67.6388888888889	666.638888888888	132	586.449999999999	323.87962962963	52.962962962963	102.092592592593	7.22222222222222	0	0	4728146.90837706
0159_AB18_26728_20201124_ST	4996913	759.65	3712.6388888889	11.8333333333333	61.1111111111111	4438.89166666666	33853.229654125	221007.742724867	4510.38333333333	0	675.5875	276.349194101509	3212.25861890881	471.777777777777	138.8125	621.203703703703	33.5138888888889	190.316666666667	75.2462962962961	509.75	83.0277777777778	738.498148148147	251.222222222222	48.1296296296297	65.3148148148148	17.2777777777778	4.31481481481482	0	4721144.91795614
0159_AP39_21140_20180130_ST	4985591	740.3	3798.08333333333	10.8333333333333	61.5555555555556	4279.56990740741	32659.8810624469	217167.840410052	4523.375	0	657.606944444444	338.900162894376	3036.42132709926	441.5	164.958333333333	697	51.0069444444444	182.416666666667	73.9166666666667	546.416666666667	131.916666666667	647.725925925924	283	39.8518518518519	72.4814814814814	11.2222222222222	0	0	4714973.21953751
0159_AA34_42242_20181111_ST	4972547	310.95	3568.66666666667	1.66666666666667	24.5555555555556	3222.36264880952	25181.820592564	238856.772123016	4244.96666666667	0	406.277777777777	230.535120272389	2205.72192812439	308.666666666667	108.541666666667	443.333333333333	26.4583333333333	139.116666666667	103.314814814815	620.638888888888	86	417.5	259.777777777778	32.037037037037	49.8148148148148	16.0555555555556	0	0	4691681.44869832
0159_AB18_26680_20200909_ST	4942722	1531.71666666667	3185.5	78.3333333333333	40.1111111111111	4235.00358796296	35279.3322916667	219863.201388889	7037.4	0	680.236111111111	309.820987654321	3296.33405135459	365.166666666667	141.833333333333	780.361111111111	79.7222222222222	302.244444444444	75.8703703703706	692.444444444445	81.5833333333333	670.798148148149	271.481481481481	36.4074074074074	139.166666666667	8.16666666666667	0	0	4663539.76417395
0159_AP39_21383_20180515_ST_E21	4934022	385.516666666667	3319.44444444444	17.1666666666667	19.3333333333333	3894.39340277777	28945.3494860049	223232.596891534	4207.025	0	621.708333333333	258.727611209093	2728.78301948609	378	113.4375	568.62962962963	36.5208333333333	144.511111111111	86.4074074074072	639.291666666667	122.622222222222	608.683333333334	274.074074074074	44.962962962963	73.7962962962963	16	0	0.166666666666667	4663284.85144084
0159_AB18_26767_20200812_ST	4931872	386.983333333333	3448.27777777777	13	94.7777777777778	4160.27552158489	31233.5492649526	223699.135449735	4100.21666666667	0	642.509595959596	246.731579463061	2969.64548429251	291	273.333333333333	678.25	36.5347222222222	195.094444444444	115.388888888889	607.833333333333	126.472222222222	673.611111111111	269.62037037037	26.6111111111111	41.6111111111111	43.1666666666667	0	0	4657498.37023364
0159_AB18_26733_20210131_ST	4916230	886.066666666667	3551.41666666667	24	88.7777777777778	3912.42830687831	34829.6582338004	210065.810780423	5590.30833333333	0	658.144444444444	292.700908534195	3377.96383787723	402.61111111111	163.479166666667	699.305555555555	45.4375	189.925	76.6111111111111	513.416666666667	103.861111111111	553.666666666666	271.805555555556	54.7407407407408	87.5185185185185	24.2777777777778	0	0	4649766.06756212
0159_AP39_21053_20180126_ST	4898805	1442.05	3905.16666666667	8.5	83.7777777777778	4529.30949074074	36232.034903978	177996.788315697	4580.97499999999	0	785.051388888889	421.082407407407	3360.58213648834	548.444444444443	115.091666666667	651.796296296297	54.3402777777778	102.455555555556	47.5388888888889	471.638888888889	103.333333333333	843.731481481482	319.833333333333	60.7314814814814	67.9259259259259	14.3148148148148	0	0	4662058.50552347
0159_AY44_33254_20191029_ST	4884735	1293.7	3536.5	20.6666666666667	73	4500.99212962963	34435.6680804184	193728.567328043	5151.75416666666	0	747.494444444444	281.573062414266	3243.81694072931	497	101.020833333333	656.75	45.3541666666667	188.177777777778	56.8064814814817	452.694444444445	64.8796296296294	958.726851851852	281.361111111111	52.0925925925926	90.6111111111111	7.66666666666667	6.72222222222221	0	4634261.4032921
0159_AA34_42239_20181129_ST	4880030	824.033333333333	3182.66666666667	32	31.2222222222222	4118.26663359789	39664.4958809769	203660.736706349	7457.21388888888	0	660.493055555556	347.92103909465	3785.08350302518	437.833333333333	130.15	824.759259259259	88.8055555555555	316.266666666667	63.3055555555556	676.333333333333	104.922222222222	735.535185185184	271.175925925926	50.537037037037	134.814814814814	5.38888888888889	0	0	4612426.03929251
0159_AQ11_10121_20180922_ST	4863299	947.05	3186.17777777778	20.3333333333333	52.7777777777778	4753.11122685185	35251.3595705828	209005.703571428	5397.44583333334	0	793.845238095238	305.060251322751	3340.40915584357	380.055555555557	143.1875	688.694444444444	88.2893518518518	175.037301587302	24.3731481481482	279.583333333333	84.1944444444444	700.823148148148	324.986111111111	35.4444444444444	79.9259259259259	6.05555555555555	3.51851851851852	0	4597231.55748058
0159_AB10_26103_20180911_ST	4860763	827.15	3709.66666666667	9.5	53.6666666666667	4122.77743055556	30681.2848336763	227640.754232804	4986.75833333333	0	620.831944444444	215.825102880659	2882.63628257887	414.666666666667	101.770833333333	679.324074074074	46.3194444444444	228.9	60.6574074074072	523.611111111112	113.705555555556	514.257407407407	287.481481481481	41.6851851851852	102.685185185185	13.1111111111111	0	0	4581883.97304343
0159_AA34_42485_20190917_ST	4854551	607.4	4174	20.5	20.6666666666667	3765.16331018519	29709.1265649291	209799.367592592	5885.27916666666	0	588.4375	204.992455418381	2779.7052031893	439.333333333333	82.4166666666668	656.537037037037	33.4791666666667	262.9	69.810185185185	547.194444444445	124.222222222222	512.325925925926	269.296296296297	38.9444444444444	103.444444444444	17.1111111111111	0	0	4593839.34626257
0159_AS41_40073_20190706_ST	4851274	1526.08333333333	2308.11111111111	5.16666666666667	30.6666666666667	4359.89345238095	29888.2186680221	189179.26415344	3975.51666666667	0	533.008333333333	274.052187438761	2791.207797864	253.555555555556	136.625	605.231481481481	53.0277777777778	291.330555555556	102.907407407407	596.083333333333	121.527777777778	1277.80648148148	198.12962962963	30.2222222222222	104.740740740741	19.2777777777778	0	0	4612612.34522234
0159_AB10_26735_20210107_ST	4844473	935.1	3377.5	33.8333333333333	72.2222222222222	4079.7525462963	32960.9746184026	194977.944113757	4962.63333333333	0	665.895833333333	286.650943072702	3152.99970415687	428.777777777777	132.925	617.953703703703	34.5486111111111	224.888888888889	74.9833333333333	459.944444444445	95.2055555555555	808.264814814816	266.657407407408	55.037037037037	78.6851851851852	21.6111111111111	2.09259259259259	0.166666666666667	4595665.75122246
0159_AK37_71011_20180526_ST	4834417	1159.46666666667	3514.5	13.8333333333333	50.8888888888889	4049.94039351852	30508.731821845	218672.702292769	4352.90833333334	0	645.851388888889	259.944573045267	2847.20742798354	421.833333333333	138.541666666667	608.333333333333	42.2486111111111	137.144444444444	71.9814814814817	509.166666666667	83.3373015873016	531.43148148148	250.111111111111	26.5	72.7222222222222	4.33333333333333	0	0	4565443.33989295
0159_AZ03_32025_20200904_ST	4801909	751.033333333333	3417.94444444443	22.1666666666667	42	4036.69525462963	29491.0325508688	222050.146759259	4420.07916666666	0	570.375	232.648448216735	2832.07540123457	348	140.958333333333	631.092592592592	47.4583333333333	156.213888888889	82.9490740740739	575.138888888888	135.916666666667	538.637037037038	269.814814814814	39.5185185185186	79.1481481481481	15.1111111111111	0	0	4530982.84556727
0159_AQ29_10096_20180613_ST	4795690	856.35	3423.22222222223	54.3333333333333	53.3333333333333	4415.02314814815	34441.8737192174	199154.40734127	5493.175	0	760.352777777777	263.98149005487	3279.39549156133	457.555555555557	173.354166666667	714.333333333333	70.5393518518518	283.036111111111	54.9444444444444	491.638888888888	101.555555555556	775.578703703703	277.814814814814	40	99.2962962962963	15.3333333333333	0	0	4539939.57158753
0159_AQ11_10127_20181014_ST	4793814	434.933333333333	2738.71428571429	27.3333333333333	29.2222222222222	5090.99588293651	35509.6675425812	203072.807275132	4138.99583333333	0	846.241071428575	328.027940672154	3483.59411865569	422	252.25	713.018518518519	91.2546296296296	170.338095238095	30.0046296296296	298.583333333333	68.75	679.264814814814	379.337962962963	16.6296296296297	62.4259259259259	30.9444444444444	0	0.166666666666667	4534898.49850986
0159_AA34_42106_20180813_ST	4790297	1995.05	3872.33333333333	33.8333333333333	104	4445.13333333333	34074.4435285208	167996.330291005	4477.50833333333	0	646.336111111111	212.13936042524	3278.43672410837	537.944444444443	63.2666666666668	717.675925925925	54.7986111111111	165.341666666667	20.8240740740741	343.222222222222	91.0666666666667	625.38148148148	321.740740740741	64.3518518518519	162.648148148148	2.44444444444444	0	0	4565990.74870705
0159_AB10_101629_20180823_ST	4780202	1022.31666666667	3295.27777777778	15.6666666666667	19.7777777777778	4706.07962962963	32982.7519044761	232147.138690477	5274.74166666667	0	771.6125	264.284954928473	3078.50557006908	341.166666666667	114.895833333333	754.231481481481	89.2222222222222	181.744444444444	49.1777777777778	419.263888888888	95.7777777777778	514.670370370371	328.962962962963	26.3888888888889	83.5	6.44444444444444	0	0	4493618.3994356
0159_AK37_71053_20190325_ST	4773427	651.95	3294.25	19.8333333333333	31	4579.64375	33527.303937104	220897.656679894	4805.65833333333	0	746.118055555556	295.307570301783	3119.54819138252	361.166666666667	151.5	655.685185185185	71.9166666666667	176.079761904762	32.7962962962963	354.222222222222	73.2222222222222	844.257407407408	272.62037037037	27.7222222222222	69.8703703703703	8.5	0	0	4498359.17075756
0159_AP39_21367_20180508_ST_E21	4760118	1057.13333333333	3197.94444444444	17	120.074074074074	4323.64120370371	32931.2467209648	201077.684193121	4512.66666666667	0	702.063888888889	318.320447530864	3095.76861696959	434.444444444443	190.716666666667	583.888888888889	38.9166666666667	167.05	77.0574074074072	462.138888888888	65.4722222222222	825.081481481482	267.407407407408	41.9814814814814	48.4259259259259	16.7777777777778	8.46296296296297	0	4505536.63418808
0159_AP39_21219_20180306_ST_E21	4759665	895.2	3221.44444444444	77.3333333333333	46.2222222222222	3997.45801917989	36785.8766488824	180887.684325397	6446.225	0	686.6875	282.794924554184	3676.12516836816	468.38888888889	132.495833333333	696.425925925925	58.6296296296297	214.444444444444	75.0185185185183	642.069444444445	105.5	1057.27314814815	255.199074074074	40.9814814814814	152.092592592592	7.61111111111111	0	0	4518755.81832103
0159_AB18_100826_20190405_ST	4746207	1186.56666666667	3314.4	25.2777777777778	106.888888888889	4130.7011574074	35088.4557972843	196237.464880952	5570.94166666667	0	728.891666666667	271.136782284931	3369.91155017065	521.333333333333	102.25	638.185185185185	46.1041666666667	218.797222222222	57.7592592592594	443.088888888888	108.872222222222	622.972222222222	295.346296296297	49.6574074074074	115.814814814814	13.1666666666667	0	0	4492943.01548005
0159_AB18_26825_20210211_ST	4716233	1373.25	2880.66666666667	22.0555555555556	64.8888888888889	4048.04662698413	36592.9280328156	189088.19510582	5073.76666666666	0	623.461111111111	276.699649715853	3565.41589849108	439.833333333333	127.541666666667	578.222222222222	63.0902777777778	204.35	75.964814814815	435.861111111111	92.3293650793651	994.162962962961	230.648148148148	39.2777777777778	164.87037037037	6.44444444444444	4.99999999999999	0	4469166.02930257
0159_AA34_42443_20190710_ST	4709859	614.883333333333	4259.33333333333	34.6666666666667	37.6666666666667	4854.13409391534	35757.3993408289	184152.679034392	7660.08333333333	0	689.652777777777	282.942074514991	3362.15151485646	633.777777777777	52.7083333333333	880.722222222222	52.1736111111111	456.216666666667	15.4722222222222	322.944444444445	74.2222222222222	752.28888888889	224.731481481481	54.8518518518519	245.62962962963	4.66666666666667	0	0	4464383.00181186
0159_AP39_21055_20180607_ST	4705695	607	3894.8611111111	12.1666666666667	45.5555555555556	4012.20636574074	31819.0537262803	179411.086640212	5179.7	0	673.330555555556	264.403077846365	2992.02058127572	487.5	144	694.648148148148	37.4375	198.938888888889	67.4907407407405	596.861111111111	101.888095238095	659.979629629631	317.62962962963	19.679012345679	75	13.4444444444444	0.388888888888889	0	4473368.72963069
0159_AB18_26332_20190211_ST	4701494	1225.8	3364	21	60.6666666666667	4435.87652116402	31125.9545407522	195233.566402117	4942.45	0	635.960714285714	262.441400891632	2936.99862482853	411.166666666667	171.083333333333	634.555555555555	49.4953703703703	185.833333333333	59.8962962962961	400.277777777778	93.8055555555555	623.790740740741	250.148148148148	50.6111111111111	105.12962962963	16.8888888888889	1.38888888888889	0	4454195.213833
0159_AZ03_32043_20181121_ST	4693831	417.2	3193.77777777778	24.8333333333333	82.2222222222222	3731.55558862434	29553.4114651104	210635.399272486	4236.90833333334	0	595.616666666667	286.880003184401	2743.82367926955	344.166666666667	161.104166666667	604.998148148148	30.7916666666667	165.166666666667	86.7314814814817	607.916666666667	69.1111111111111	605.170370370371	258.296296296297	31.1018518518519	53.3518518518519	12.2222222222222	0	0	4435299.24249132
0159_AP39_21174_20171212_ST	4682435	939.566666666667	3468.66666666667	14.0555555555556	40.8888888888889	3919.98796296296	29392.8154468777	209318.787742505	3110.13333333334	0	562.583333333333	206.990385557515	2798.98141632373	368.055555555557	111.833333333333	568.62962962963	40.7222222222222	129.116666666667	58.5370370370372	583.180555555555	107.055555555556	553.579629629631	271.518518518519	36.9074074074074	60.5	2.66666666666667	0	0	4425769.23982355
0159_AB18_26688_20201108_ST	4658757	2098.36666666667	3131.83333333333	21.5	101.259259259259	4186.36226851851	31369.8853107649	182048.26005291	4527.3	0	644.466666666667	335.457163678228	2958.54360290515	449.38888888889	110.2375	571.018518518519	50.9305555555556	176.875	47.3444444444444	417	87.9761904761905	691.561111111111	256.861111111111	48.962962962963	90.8333333333333	12.7222222222222	9.12962962962963	0	4424312.92420704
0159_AY44_33193_20190808_ST	4632616	1374.16666666667	3457.44444444443	16.3333333333333	91.6666666666667	4164.09861111111	32897.2081168349	184800.970282187	5077.44583333333	0	676.716071428572	245.040997942387	3122.65331377784	444	95.2708333333332	672.735185185186	57.6180555555556	163.422222222222	44.9027777777778	357.194444444445	73.9277777777778	666.718518518519	294.740740740741	37.0740740740741	109.277777777778	8	0.703703703703703	0.166666666666667	4393666.50288449
0159_AA34_42249_20181203_ST	4631601	777.25	3261.61111111111	11.8333333333333	47.8888888888889	3843.69236111111	29046.1582247371	197402.029497354	3600.96666666667	0	558.863888888889	228.387177640603	2749.60179098079	462.333333333333	145.541666666667	523.907407407408	24.4236111111111	60.0055555555556	66.0277777777778	558.027777777778	77.1111111111111	780.487037037038	257	20.6481481481481	45.1111111111111	9	0	0	4387043.09252225
