sample_id	total	transmembrane_transporter_activity	amine_transmembrane_transporter_activity	organic_acid_transmembrane_transporter_activity	ion_transmembrane_transporter_activity	carbohydrate_transmembrane_transporter_activity	polyamine_transmembrane_transporter_activity	nucleobase_transmembrane_transporter_activity	heme_transmembrane_transporter_activity	inorganic_molecular_entity_transmembrane_transporter_activity	siderophore_transmembrane_transporter_activity	efflux_transmembrane_transporter_activity	organophosphate_ester_transmembrane_transporter_activity	nucleobase_containing_compound_transmembrane_transporter_activity	oxidative_phosphorylation_uncoupler_activity	toxin_transmembrane_transporter_activity	passive_transmembrane_transporter_activity	active_transmembrane_transporter_activity	macromolecule_transmembrane_transporter_activity	amide_transmembrane_transporter_activity	xenobiotic_transmembrane_transporter_activity	modified_amino_acid_transmembrane_transporter_activity	auxin_transmembrane_transporter_activity	vitamin_transmembrane_transporter_activity	azole_transmembrane_transporter_activity	carbohydrate_derivative_transmembrane_transporter_activity	poly_beta_1_6_N_acetyl_D_glucosamine_transmembrane_transporter_activity	organic_hydroxy_compound_transmembrane_transporter_activity	sulfur_compound_transmembrane_transporter_activity	Remaining
0159_AP39_21033_20171106_ST	2142578	46833.5952380952	17.3333333333333	3873.71875	21922.1672453704	3034.88194444445	106.527777777778	2431	136.5	11185.6556712963	1271.33333333333	14580.0416666666	9.33333333333333	400	0	20	4825.42152777778	33622.353125	2020.16666666667	1973.52777777778	9338.37777777778	74.5833333333333	0	554.916666666667	48.5	669.166666666667	0.5	307.361111111111	394.201388888889	1982926.83566468
0159_AP39_21131_20180213_ST	2139721	52455.3333333333	72.6666666666667	4062.98194444444	21704.2832175926	4075.00694444444	146.888888888889	3812.83333333333	93.1666666666667	11826.5961805556	662.666666666666	10566.8333333333	0.703703703703704	535.85	0	28	5121.26041666667	35472.1756944445	1641.41666666667	2793.80833333334	9743.36666666667	67.7916666666667	0	761.308333333333	58	720.137037037037	2	483.416666666667	339.308333333333	1972473.19930556
0159_AB10_26137_20180827_ST	2127428	39669.0833333333	16	3646.12291666667	20204.6211805556	3434.4375	116.243055555556	2313.66666666667	80.8333333333333	10742.6295138889	868.166666666666	11428.3333333333	7.33333333333333	299.225	0	13	3834.11458333333	34259.6677083333	1908.10416666667	2036.11944444444	9433.96111111111	54.125	0	655.702777777778	79.3333333333333	425.558333333333	0	270.5	386.070833333333	1981245.046875
0159_AP39_21027_20171120_ST	2097963	53036.6666666667	15	3193.61944444444	22929.9215277778	4268.47222222222	92.5972222222223	1733.66666666667	114.666666666667	10135.1993055556	1358.33333333333	19483.5833333333	0.944444444444444	535.5	0	10	6163.12638888889	28520.0594907407	2764	3103.02222222222	7813.05555555555	221	0	435.966666666667	21.75	687.277777777778	0	503.416666666667	250.3	1930571.85439815
0159_AP39_21403_20180907_ST_E21	2094105	44470.6833333333	49.6666666666667	4165.17916666667	21761.1422949735	3368.71527777778	166.680555555556	2860.41666666667	112.833333333333	12161.140707672	1010.5	10872.5	3.2337962962963	338.620833333333	0	13	4494.38194444444	34673.3142857143	1714.74166666667	1987.75	10130.6166666667	54.0833333333333	0	689.638888888889	68.6666666666667	520.193518518519	4	311.25	344.736111111111	1937757.31428571
0159_AB10_26298_20181218_ST	2093895	48496.5166666667	22.3333333333333	4242.74791666667	21785.6727347884	3644.43055555555	120.833333333333	2441.16666666667	125.6	11334.849619709	1155.5	12846.9166666667	13.1481481481481	455.416666666667	0	40	5753.27430555556	33148.7613260582	1798.58333333333	2300.675	8785.625	59.7083333333333	0	561.397222222222	59.9166666666667	630.092592592593	67.5	343.65	314.431944444444	1933346.25196759
0159_AQ29_10104_20180715_ST	2088892	47541.7166666667	16.3333333333333	3297.04791666667	21114.9320601852	3167.59027777778	123.875	1814.83333333333	73.5833333333333	11115.753587963	978.833333333333	14352.8333333333	8.89814814814815	461.25	0	16	5045.49097222222	31606.9197916667	2230.66666666667	2640.44722222222	8616.08888888889	87.4583333333333	0	599.308333333334	55.25	611.481481481481	1	300.583333333333	327.801388888889	1932686.02326389
0159_AK37_71037_20181003_ST	2083439	42910.5166666667	22.6666666666667	3288.22361111111	20324.1853009259	2685.72222222222	119.819444444444	2720.33333333333	79.4	11686.6878472222	782.5	11933.2083333333	6.25925925925926	396.225	0	29	4304.87847222222	34369.7346230159	1848.70833333333	1953.96944444444	8580.11111111111	39.625	0	624.719444444445	68.3333333333333	593.650925925926	11.5	222	365.816666666667	1933471.20496032
0159_AB10_26267_20190116_ST	2080992	44588.7	12.3333333333333	3238.59513888889	20703.3474537037	4298.23611111111	122.277777777778	2195.33333333333	58.25	10917.6608796296	1182.33333333333	14495.8333333333	5.43402777777778	372.75625	0	12	4708.90972222222	32794.902662037	2055.83333333333	1925.10555555556	9086.40555555555	67.4166666666667	0	523.966666666666	40.5	550.648611111111	0	364.833333333333	344.459722222222	1926325.92719907
0159_AB10_26420_20190311_ST	2069327	40767.35	45.6666666666667	3047.20208333333	20276.3479166667	2413.69097222222	138.458333333333	2126	55.1833333333333	11164.9819444444	867	11929.4166666667	27.6666666666667	429.825	0	12	4269.72916666667	31267.0966931217	1786.08333333333	1868.58888888889	7767.13888888889	48.8333333333333	0	525.672222222222	85.6666666666667	588.991666666667	13.5	236.222222222222	304.373611111111	1927264.31372355
0159_AZ03_32051_20190819_STHS	2058785	43190.6	33.7777777777777	3398.73472222223	19278.568287037	3195.34027777778	150.569444444444	2288.5	94.1666666666667	10330.5662037037	1015.83333333333	11478.5833333334	22.5844907407407	429.860416666666	0	22	4740.38194444444	31098.5476851852	1677.75	2071.63888888889	8220.7	63.0555555555555	0	578.166666666667	85.75	584.097685185185	38.5	281.477777777778	350.902777777778	1914064.34606482
0159_AA34_42423_20190503_ST	2050959	43613.6166666667	17	3644.46041666667	20711.6525628307	5144.05208333333	142.916666666667	3156.83333333333	424.25	10133.3541170635	1851.66666666667	11080.6666666666	12.2592592592593	375.333333333333	0	39	5157.68680555556	32821.807771164	2233.58333333333	2214.36666666667	8233.91666666666	94	0	457.838888888889	37.1666666666667	589.342592592593	22.5	375.527777777778	257.318055555556	1898116.88300265
0159_AS41_40088_20191004_ST	2041914	43028.15	9	4035.26597222222	21703.4971064815	2968.61944444445	126.194444444444	3568.33333333333	274.166666666667	11606.278587963	779.166666666666	9792.91666666667	43.0138888888889	586.041666666667	0	101.666666666667	5768.03402777777	31971.0929398148	2246.79166666667	2552.25555555556	7115.97222222222	110.833333333333	0	337.158333333334	23.5	767.75	5.5	730.75	342.581944444445	1891319.46886574
0159_AY44_33260_20191106_ST	2031173	45781.15	29	3990.47777777778	19666.9672453704	2545.11111111111	137.222222222222	3310.16666666667	54.0833333333333	11136.153587963	473.833333333334	9353.91666666667	17	331.516666666667	0	12	3389.65208333333	34308.5090277778	1378.95833333333	1644.13055555556	8742.47222222222	20.5416666666667	0	577.825	94.25	446.044444444444	0.5	211.416666666667	340.852777777778	1883179.24861111
0159_AY44_33252_20190930_ST	2019013	49195.1	24.3333333333333	3524.15555555556	21435.999537037	3295.01388888889	124.034722222222	2458.33333333333	230.916666666667	10680.35	1037	15709.6666666667	39.3703703703704	532.725	0	52	5872.99027777778	31044.4303240741	2179.25	2654.11944444444	8260.74444444444	124.041666666667	0	567.55	28.375	861.262037037037	18	395.027777777777	348.147222222222	1858320.06273148
0159_AP39_21210_20180228_ST	2008385	42805.45	25	4317.16597222223	20595.8677083333	4003.01388888889	125.263888888889	2575.66666666667	93.5	10577.2679398148	1018.33333333333	11881.75	1.67592592592593	256.433333333334	0	6	3944.39513888889	33678.521875	1961.45833333333	1819.6	9778.9	68.25	0	579.155555555555	63.1666666666667	359.275925925926	4.5	361.222222222222	359.815277777778	1857124.35034722
0159_BC12_41004_20171127_ST	2004065	46314.75	19.3333333333333	2966.50791666667	20668.3346759259	3391.85416666667	95.263888888889	2285.33333333333	135.416666666667	10697.0525462963	884	15167.5833333333	12	370.6	0	22	5038.44444444444	31563.7265046296	1983.79166666667	2479.57222222222	8277.88888888889	69.0833333333333	0	540.85	29.5	609.433333333333	0	411.25	317.370833333333	1849714.05891204
0159_AK37_71012_20180504_ST	2000380	51783.5666666667	19.6666666666667	3488.09930555556	21986.5566798942	3138.70555555556	114.715277777778	2274	187.5	10736.1058862434	1104.66666666667	15579.7708333334	13.7407407407407	507.7	0	47	6108.3	30963.431332672	2135.48958333333	2505.31666666666	8303.61111111111	100.180555555556	0	523.052777777778	23.0833333333333	758.857407407407	37	340.722222222222	317.768055555556	1837281.39267526
0159_AP39_21167_20171214_ST	1992187	61904.7333333333	151.444444444444	6213.51319444444	22289.153125	6648.55902777778	183.965277777778	6204.33333333333	1143.16666666666	11763.4810681217	1723.16666666667	3543.88333333334	89.4837962962963	798.854166666665	0	85	11787.1451388889	40585.6639880953	1267.70833333333	2078.99722222222	8461.43055555556	77.2083333333333	0	754.816666666666	71.875	1280.17129629629	316.5	1014.72777777778	395.625198412698	1801352.39305556
0159_AP39_21040_20171006_ST	1982886	80407.8833333333	40	5984.48611111111	24293.1922619048	5245.39027777778	176.069444444444	3781.33333333333	448.616666666667	11937.8341931217	2286	12886.7208333333	106.813657407407	980.572916666668	0	201	13560.8958333333	31908.625760582	1815.875	2860.35	5583.11944444445	88.7222222222222	0	504.044444444444	18.3333333333333	1534.76157407408	463	592.888888888889	389.842063492063	1774789.62840608
0159_AK37_71041_20181122_ST	1982245	38536.1666666667	39.6666666666667	3912.26763888889	19417.2612301587	2486.97777777778	144	3364.33333333333	105.916666666667	11728.5833002645	396	6800	13.3587962962963	250.279166666666	0	16	3499.34722222222	35485.9512070106	1268.5	1413.04166666667	8899.45	49.625	0	748.375	94.25	420.887962962963	0	247.888888888889	342.284722222222	1842564.58708664
0159_AB10_26118_20180813_ST	1981621	38196.3666666667	18.6666666666667	4287.32222222222	19387.8017361111	2431.90972222222	132.527777777778	2756.08333333333	84.0833333333333	11205.6850694444	445.333333333333	7876.5	4.83333333333333	259	0	12	3600.41319444444	34833.19375	1526.95833333333	1651.58611111111	9838.02777777778	38.625	0	752.558333333333	88.25	377.083333333333	0	224.527777777778	428.877777777778	1841162.78541667
0159_AA34_42117_20180619_ST	1971402	45620.6166666667	26	3336.44027777778	20448.3853009259	3892.85416666667	112.125	2474	125.166666666667	10234.2204861111	1531.16666666667	12174.6666666667	1.06134259259259	390.04375	0	7	4219.01041666667	31342.012037037	1713.56944444444	2449.76666666667	8767.83333333334	84.6666666666667	0	566.891666666667	31	527.841203703704	2	266.583333333333	350.905555555556	1820706.17268519
0159_AB10_100707_20181102_ST	1944679	40675.05	11	4580.91111111111	20482.337962963	3195.02083333333	118.444444444444	3548.33333333333	120.833333333333	11182.2127314815	748.666666666667	8900.91666666667	22.6111111111111	362.625	0	18	4708.79166666667	33977.6606481481	1891.54166666667	2076.50833333333	9400.53333333333	70.375	0	530.952777777778	50.3333333333333	546.736111111111	7	458.25	347.716666666667	1796645.63726852
0159_BA21_18022_20171205_ST	1936956	54553.8333333333	40.6666666666667	3731.39513888889	22127.4108796296	4064.38888888889	106.083333333333	2157.66666666667	281.916666666667	9449.80648148148	1910.33333333333	18877.8333333333	6.63194444444444	499.554166666667	0	23	5552.36111111111	28805.8427083333	2119.625	2829.07222222222	7766.80555555555	130.083333333333	0	402.35	16.5	723.769444444444	0	468.5	217.648611111111	1770092.92118056
0159_AY44_33186_20190530_ST	1932160	42986.7166666667	48	3231.0125	18588.075462963	2594.13194444444	103.5	2044.5	124	10269.4469907407	781	11290.0833333333	36.3981481481481	294.908333333333	0	9	3904.36111111111	31026.4117063492	1649.95833333333	1901.93611111111	8030.94444444444	49.4583333333333	0	546.894444444445	51.2083333333333	527.19537037037	0	285	286.422222222222	1791499.43621032
0159_AQ29_10072_20180330_ST	1908993	35310.6166666667	11	3329.74930555556	18704.1728009259	3016.03472222222	110.833333333333	2495	50.5	10090.515625	226.666666666667	9554.75	16.2175925925926	278.625	0	12	3123.98402777778	29865.2385416667	1553.25	1847.16944444444	8054.31111111111	52.125	0	559.475	50.75	417.842592592593	3.5	248.166666666667	329.468055555556	1779681.03784722
0159_BC12_41001_20171018_ST	1894279	45256.7	16	3619.21597222222	19738.2418981481	2977.52083333333	88.0833333333333	2130.08333333333	159.5	10090.9497685185	1032.83333333333	14168.4166666667	36.6111111111111	362	0	41	4645.875	30240.2815972222	1751.70833333333	2258.60833333333	8132.66666666667	125.458333333333	0	501.275	35	563.444444444444	0	305.25	293.240277777778	1745709.03576389
0159_AA34_42295_20181127_ST	1893584	32059.0666666667	11	3329.17777777778	17500.221875	3916.52083333333	129.194444444444	2346.33333333333	101.083333333333	8847.04131944444	377.333333333333	8513.5	0.333333333333333	255	0	5	2782.51736111111	29912.2553240741	1649.5	1436.13611111111	7796.02777777777	77.625	0	468.469444444444	23.0833333333333	428.166666666667	0	314.333333333333	315.788888888889	1770989.29050926
0159_AB10_106685_20190116_ST	1890313	40012.1333333333	26.6666666666667	3574.18958333333	18245.4961805556	3052.01388888889	129.166666666667	1741.66666666667	54.6666666666667	9554.40798611111	1106.33333333333	11940.1666666667	4	317.5	0	8	4283.44930555556	28511.3950231482	1567.83333333333	2008.68611111111	7637.92777777777	55.125	0	493.158333333333	51.75	444.25	0	189.083333333333	348.026388888889	1754955.90775463
0159_AA34_42090_20180515_ST	1890222	48462.8333333333	15	3049.69166666667	19535.0572751323	5035.51944444444	97.6527777777777	2560.66666666667	299.5	8870.47123015873	2504.16666666666	13525.2708333333	14.0648148148148	373.616666666667	0	8	6376.39027777777	28793.884755291	2301.125	1951.45277777778	7454.38888888889	89.5972222222222	0	330.313888888889	34.1666666666667	610.348148148148	3	370.916666666667	147.744444444444	1737407.15988757
0159_AK37_71025_20181010_ST	1884206	42344.7166666667	16	2788.05902777778	18814.6181712963	2450.61111111111	103.430555555556	1954	68.5833333333333	10408.665162037	668.666666666667	13598.5833333333	6.57291666666667	463.40625	0	24	4456.36458333333	29607.2465443122	1944.70833333333	2898.68055555556	7030.15555555556	61.375	0	493.708333333333	41.5	700.770833333333	0	238.083333333333	354.076388888889	1742669.41734458
0159_AA34_42146_20180730_ST	1882409	34706.3	13.3333333333333	4519.50069444444	19001.4564814815	2796.11111111111	122.541666666667	3368.66666666667	77.5833333333333	11295.156712963	306.833333333333	4908.91666666667	15.8020833333333	194.96875	0	9	3115.43055555556	35628.8591435185	1340.66666666667	1301.92777777778	10173.2444444445	28.25	0	765.066666666667	78	305.645833333333	12	210.111111111111	426.8375	1747686.78946759
0159_AQ22_10435_20191009_ST	1879430	38057.35	21.6666666666667	2420.13333333333	17270.921875	3393.38888888889	122.125	1355	85.9166666666667	8162.05266203703	790.333333333333	14582.6666666666	2.37037037037037	378	0	6	3316.09375	25086.1597222222	1787	2201.09166666666	6471.26666666667	98.9583333333333	0	426.258333333333	25.75	526.62037037037	2	160.083333333333	211.688888888889	1752469.10347222
0159_AZ03_32018_20180723_STHS	1848727	36411.3666666667	21.4444444444444	3989.27430555555	18564.4927579365	2552.3625	121.701388888889	3058.66666666667	129.75	10732.9234623016	583.5	7566.08333333334	22.5	279.416666666667	0	17	3523.33958333333	32374.2772486772	1249.54166666667	1412.88333333333	9120.12777777778	39.8888888888888	0	695.716666666667	97.25	409.5	14	188.055555555556	401.306944444444	1715150.6301422
0159_AZ03_32051_20190819_STLS	1844833	38554.2	31.6666666666667	3151.39387626263	17450.4958438552	2698.11748737374	140.664141414141	2019.60606060606	77.8333333333333	9402.7630787037	843.5	9960.66666666666	24.9560185185185	361.9375	0	27.5	4292.05625	28199.1714225589	1488.90277777778	1719.48611111111	7444.80555555555	48.2638888888888	0	485.387626262626	69.3333333333333	515.421296296296	43.5	223.805555555556	306.673611111111	1715250.89189815
0159_AA34_42492_20191121_ST	1839367	70882.0666666667	27.3333333333333	7361.58767857142	21204.3805423281	7714.44513888889	275.631944444444	4829	1055.33333333333	11310.727744709	722	8347.04166666667	47.1412037037037	676.354166666667	0	198	7922.42638888888	32240.5071097884	1906.38888888889	1823.69444444444	3586.88888888889	104.055555555556	0	508.166666666667	21.5	1241.88425925926	113	1134.88888888889	338.449404761905	1653774.10608466
0159_AB10_101383_20190318_ST	1837378	41108.7	42	2775.00972222222	19106.6047453704	3347.83333333333	105.902777777778	2083.33333333333	91	9007.90289351852	1566.5	11859.9166666667	0.333333333333333	283.2	0	7.5	3981.08819444444	27338.4604166667	1878.91666666667	1833.35	7125.41666666666	72.5	0	424.1	50.75	399.866666666667	0	225.25	259.502777777778	1702403.06180556
0159_AA34_42236_20181116_ST	1826616	47683.1	19	3364.96825396825	19419.7393849206	4446.09722222222	118.631944444444	2328.83333333333	202.783333333333	8486.1419973545	1229.83333333333	13164.375	19.2106481481481	476.5625	0	33.6666666666667	5112.26527777778	25981.4366071429	2038.375	2121.21666666667	5675.375	64.0833333333333	0	432.716666666667	15.25	673.912037037037	86.5	515.538888888889	198.421031746032	1682707.96587301
0159_AQ29_10142_20190319_ST	1796327	31526.0166666667	4.66666666666667	2889.06458333333	17819.356712963	3005.43055555556	112.826388888889	2768.66666666667	29.3333333333333	9415.18981481481	293.5	7618.5	0.333333333333333	505	0	9.33333333333333	4860.61597222222	26406.6556712963	1857.83333333333	2053.11666666667	5122.41666666667	52.25	0	219.533333333333	26.25	711.916666666667	1	618.416666666667	265.720833333333	1678134.05613426
0159_AQ29_10093_20180612_ST	1786091	42664.4833333333	33.6666666666667	2937.16944444444	17643.1251157407	3645.06597222222	106.777777777778	1540.91666666667	101.166666666667	8665.37442129629	653.5	14833.9166666667	15.3703703703704	330.833333333333	0	10	3728.98402777778	23614.9079861111	1749.70833333333	2004.91666666667	6246.28333333334	78.0833333333333	0	362.888888888889	16.4166666666667	504.37037037037	6	383.222222222222	201.75	1654012.10173611
0159_AZ03_32052_20190827_STLS	1775080	48690.3333333333	35.3333333333333	3712.44732142857	19200.2212962963	3930.28888888889	146	2203.16666666667	292.583333333333	9594.62247023809	1514	11884.45	62.1365740740741	617.020833333333	0	104	7528.69097222222	26380.7847883598	1747.19444444444	1991.73611111111	6582.62777777777	71.7083333333333	0	419.875	30.5	908.768518518518	220	368.388888888889	304.701388888889	1626538.41972553
0159_AA34_42504_20191031_ST	1760444	29234.45	10	3755.64652777778	16613.7298611111	2895.05972222222	133.416666666667	2657.16666666667	41.1666666666667	9616.71597222222	225.444444444444	6719.28333333334	2.36111111111111	226.583333333333	0	4	2397.79444444444	30026.5165509259	1162.08333333333	1622.67777777778	8246.06111111111	59.1666666666667	0	657.261111111111	75.0833333333333	298.611111111111	1.5	149.388888888889	386.434722222222	1643226.39664352
0159_AQ29_10088_20180605_ST	1756709	31144.0666666667	23	3285.45833333333	17445.2417824074	2851.08333333333	97.7916666666667	2522.66666666667	155.5	9337.11655092592	348	7178.5	6.05555555555556	257	0	13	2863.42013888889	28745.7090277778	1358.125	1517.65277777778	7080.27777777777	47.2083333333333	0	495.458333333333	33	462.722222222222	0	255.833333333333	307.916666666667	1638877.19583333
0159_AB18_26471_20190911_ST	1753120	44977.4166666667	12.6666666666667	2976.53402777778	17440.1878472222	3348.91666666667	131.965277777778	2224.33333333333	59.5	9272.51909722222	1040.16666666667	12997.75	21.3888888888889	340.083333333333	0	4	4626.46458333334	25448.9619212963	2151.33333333333	2024.5	6456.08333333333	60	0	376.5	32.75	514.611111111111	0	292.166666666667	246.756944444444	1616042.44363426
0159_AV42_66207_20190915_ST	1744233	34170.7166666667	22.3333333333333	2584.82013888889	16228.3583002646	2946.77083333333	112.159722222222	2525.66666666667	206.583333333334	9012.89813161376	886	7617.33333333333	6.53009259259259	246.854166666666	0	21	3503.24236111111	29116.0161706349	1310.79166666667	1496.93055555556	7389.01388888889	40.2916666666667	0	401.680555555555	55.6666666666667	393.967592592592	22	274.055555555556	261.1875	1623380.13110119
0159_AY44_33271_20191119_ST	1742573	35161.35	30.3333333333333	3491.98541666667	16759.9283564815	2332.50694444445	105.847222222222	2780.41666666667	57.3333333333333	10503.3890046296	432.833333333333	7549.58333333333	10	249.5	0	8	3306.99652777778	30286.0200231481	1274.33333333333	1494.39166666667	7737.56666666667	32.375	0	584.558333333334	72	352.166666666667	0	170.666666666667	303.356944444444	1617485.56122685
0159_AZ03_32055_20190830_STHS	1739011	32807.8666666667	15.1111111111111	3451.48541666667	16845.9238921958	2194.52777777778	119.395833333333	2218.83333333333	50	9764.34151785715	634.166666666667	7360.41666666667	14.6412037037037	228.370833333334	0	13	3174.57986111111	28489.9405588624	1192.79166666667	1218.06666666667	7880.33333333333	37.4166666666667	0	575.483333333333	67	338.345370370371	0	182.316666666666	311.698611111111	1619824.9463459
0159_AQ29_10047_20180102_ST	1736663	46478.1833333333	33.5555555555557	2506.9	18659.5854828042	3614.78472222222	94.9375	1613.83333333333	170.666666666667	7969.67218915344	821.166666666667	16922.125	17.4571759259259	473.614583333333	0	16	4681.20416666666	23067.3061177249	2133.44444444444	2120.80555555555	5375.55555555556	80.9166666666667	0	339.583333333333	8	633.05787037037	48.5	350.316666666667	164.787698412698	1598267.03971561
0159_AN38_59050_20181119_ST	1735888	40270.55	21.6666666666667	2254.66805555556	18501.281712963	2917.99305555556	101.736111111111	1900.16666666667	117.5	8854.20231481481	792.166666666667	13135.75	3.64236111111111	360.15625	0	11	4619.85416666667	26388.2361111111	1735.58333333333	2296.56388888889	7534.02222222222	80.4583333333333	0	498.425	29.5	525.090277777778	4	347.833333333333	242.647222222222	1602343.30625
0159_BE31_82033_20191106_ST	1735664	38023.0333333333	16.6666666666667	3082.58819444444	18148.7563657407	2744.68055555556	97.6944444444443	2156.33333333333	82.5833333333333	9561.08738425926	730	10562.25	5.11111111111111	304.5	0	14	3986.69930555556	28068.2255787037	1509.375	1745.52222222222	7685.67222222222	56.1666666666667	0	555.966666666666	50	427.944444444444	0	296.333333333333	269.168055555555	1605483.64178241
0159_AB18_26436_20191018_ST	1719207	28137.2333333333	38.6666666666667	3251.44791666667	17203.8271990741	3035.38888888889	130.645833333333	3229	237.5	9782.17280092593	377.333333333333	4734.66666666667	1.38888888888889	105.6	0	10	3124.72013888889	33046.5471064815	1108.33333333333	860.986111111111	9672.64444444444	36.2083333333333	0	657.291666666667	71	214.322222222222	1	307.583333333333	447.604166666667	1599383.88761574
0159_AB10_26721_20201210_ST	1716235	31825.5166666667	13.6666666666667	4113.51736111111	17894.8396990741	1959.08333333333	145.597222222222	3527.5	55.5833333333333	10287.4318287037	614.666666666666	5220.58333333333	16.6805555555556	296.791666666667	0	11	3270.59652777778	30544.2880787037	1273.25	1548.63888888889	7879.15555555556	38.5	0	503	54	395.833333333333	0	378.083333333333	367.770833333333	1593999.42511574
0159_AJ09_750030_20190922_ST	1708860	34634.0333333333	20	3377.74236111111	16801.9783564815	2311.00694444444	99.361111111111	2357	73.3333333333333	9537.35081018518	545.5	8539.66666666667	15.0555555555556	285	0	21	3467.55486111111	28923.2850694444	1329.875	1578.30833333333	8007.11666666667	32.375	0	558.225	57.75	425.388888888889	1	198	296.481944444444	1585366.61076389
0159_AK37_71069_20190718_ST	1695034	34075.6166666667	28.3333333333333	2975.58611111111	16914.0801917989	2107.72083333333	105.298611111111	2146.33333333333	72.3333333333333	9371.21712962963	553.666666666667	8528.375	13.0625	211.329166666666	0	16.1666666666667	4004.94583333333	27364.0478835979	1492.68055555556	1413.84722222222	6687.5	76.0972222222222	0	510.458333333333	59.75	399.530555555555	8	196.5	253.847222222222	1575447.67562831
0159_AA34_42441_20190629_ST	1693748	33812.1333333333	40.6666666666667	2721.23680555556	16180.0574074074	3032.15972222222	108.222222222222	1594	78.6666666666667	8296.18148148148	391	10941.8333333333	1.38888888888889	313.5	0	8	2789.55	26699.1559027778	1428.23611111111	1861.28888888889	6915.05555555556	53.3333333333333	0	445.65	35	430.666666666667	0	289.166666666666	209.254166666667	1575072.59618056
0159_AQ29_10084_20180505_ST	1687690	39874.9333333333	23.1111111111111	2742.01597222222	18225.2756117725	3337.04097222222	94.5208333333333	2006.5	224.083333333333	8462.98768187831	457.666666666667	12407.3333333334	26.6215277777778	576.09375	0	17	4216.74097222222	22956.0938822751	1913.875	2422.37222222223	4466.86111111111	106.361111111111	0	304.511111111111	17.8333333333333	770.173611111111	22	483.416666666667	214.250198412698	1561320.32665344
0159_AB10_26098_20180626_ST	1683717	43435.75	19	2241.19791666667	18088.978125	3599.89583333334	86.9444444444443	1391	103.5	8396.16284722222	1201	15659.1666666667	0.333333333333333	408.225	0	6	4648.32430555556	23524.2195601852	1953.91666666667	2256.38888888889	6215.22222222222	80.1666666666667	0	330.75	11.75	535.975	0	441.25	164.409722222222	1548917.47280093
0159_AY44_33281_20191203_ST	1676749	39408.95	17	2258.75486111111	15621.9528935185	2533.4375	75.1944444444443	1412.33333333333	46.5	8474.7880787037	980.333333333333	14720.1666666667	44.1111111111111	424.925	0	15	3522.27430555556	25005.3878472222	1804.16666666667	2082.60555555556	6376.22222222222	39.4166666666667	0	368.3	34	612.452777777778	0	206.083333333333	253.529166666667	1550411.11423611
0159_AB10_26036_20180417_ST	1676233	37959.35	34.5555555555557	3913.33194444444	15195.5928571429	2876.05555555555	87.8402777777777	3044.33333333333	309.666666666667	9187.43462301587	499.333333333333	9225.33333333333	87.0208333333333	341.1875	0	13	3166.52916666667	29829.3514219577	954.222222222222	1352.29722222222	7850.93888888889	67.375	0	504.588888888889	37.7916666666667	661.763888888889	11.5	375.105555555555	376.477777777778	1548271.02248677
0159_AQ29_10057_20180226_ST	1658636	35122.3166666667	53.7777777777777	3295.82944444444	16541.8902314815	2831.60277777778	133.243055555556	2020.5	370.166666666666	8218.81851851852	667.499999999999	8581.45	17.3888888888889	331.833333333333	0	41	3622.62916666667	25486.5308862434	1390.29166666667	1641.40555555556	6368.22222222223	55.75	0	416.877777777778	26.3333333333333	510.722222222222	28	320.566666666666	195.141666666667	1540346.21147487
0159_AB18_102750_20191024_ST	1641964	35032.3166666667	11	3184.83125	16862.0501157407	2860.59027777778	100.354166666667	2071.66666666667	53.4166666666667	8375.65891203704	921.666666666667	9375.16666666667	0.298611111111111	284.5875	0	5	3689.49097222222	25114.5746527778	1830.83333333333	2006.05	6508.66666666666	154.75	0	418.133333333333	42	447.219444444444	0	242.083333333333	276.209722222222	1522095.384375
0159_BE31_82028_20191226_ST	1637848	39891.5166666667	18.1111111111111	2988.21527777778	16938.7365906085	2877.42638888889	97.2222222222223	1839.16666666667	189.333333333333	8778.67772817461	970.833333333333	12653.4166666667	30.4849537037037	376.797916666667	0	24	4135.96597222222	25538.9556878307	1615.98611111111	2100.01111111111	6803.79444444444	62	0	431.011111111111	36.8333333333333	534.768981481481	16	342.122222222222	244.219444444444	1508312.39272487
0159_AB10_26364_20190311_ST	1624429	38028.4	12	2103.00972222222	16985.2819444444	2915.18055555556	91.6666666666667	1307.66666666667	67.8333333333333	8155.51944444445	876.833333333333	13179.5833333333	6	383.7	0	12	4236.32638888889	23062.2509259259	1990.875	2463.94722222222	6355.28888888889	76.4583333333333	0	408.558333333333	21.5	529.116666666667	0	286.833333333333	237.752777777778	1500635.41712963
0159_AB10_26213_20181121_ST	1604156	33251.0833333333	23.3333333333333	2664.65555555556	16487.0984623016	2568.14722222222	107.423611111111	1994.5	130.833333333333	7986.01549272487	1137.5	9952.58333333333	4.30671296296296	261.19375	0	56	3344.23958333333	27262.7990410053	1559.75	1207.65833333333	6585.525	38.7083333333333	0	504.880555555555	55.1666666666667	349.04212962963	10	172.472222222222	235.172222222222	1486205.91177249
0159_AY44_33026_20171014_ST	1579593	32013.3	21.3333333333333	2587.44375	15622.5761574074	2074.84722222222	121.402777777778	1302.33333333333	82.75	8408.26759259259	804.166666666667	10029.4166666667	5.30902777777778	298.63125	0	36.5	3374	24058.7163194444	1523.64583333333	1527.975	6379.91666666667	44.4583333333333	0	375.975	51.5	443.065277777778	0	207.333333333333	234.329166666667	1467963.80729167
