sample_id	total	kinase_activity	inositol_1_3_4_5_6_pentakisphosphate_kinase_activity	inositol_hexakisphosphate_kinase_activity	inositol_heptakisphosphate_kinase_activity	lipid_kinase_activity	NAD__kinase_activity	acetylglutamate_kinase_activity	adenylylsulfate_kinase_activity	choline_kinase_activity	creatine_kinase_activity	dephospho_CoA_kinase_activity	diacylglycerol_kinase_activity	dolichol_kinase_activity	ethanolamine_kinase_activity	glycerol_kinase_activity	glycerone_kinase_activity	hydroxyethylthiazole_kinase_activity	mevalonate_kinase_activity	pantothenate_kinase_activity	phosphoglycerate_kinase_activity	phosphomevalonate_kinase_activity	protein_kinase_activity	selenide__water_dikinase_activity	shikimate_kinase_activity	pyridoxal_kinase_activity	riboflavin_kinase_activity	acetate_kinase_activity	carbamate_kinase_activity	glycerate_kinase_activity	hydroxymethylpyrimidine_kinase_activity	inosine_kinase_activity	phosphomethylpyrimidine_kinase_activity	phosphoribulokinase_activity	polyphosphate_kinase_activity	propionate_kinase_activity	pyruvate__water_dikinase_activity	tagatose_6_phosphate_kinase_activity	tetraacyldisaccharide_4__kinase_activity	thiamine_phosphate_kinase_activity	undecaprenol_kinase_activity	phytol_kinase_activity	phosphatidylinositol_phosphate_kinase_activity	D_erythro_sphingosine_kinase_activity	inositol_3_kinase_activity	thiamine_kinase_activity	carbohydrate_kinase_activity	amino_acid_kinase_activity	nucleobase_containing_compound_kinase_activity	diphosphoinositol_pentakisphosphate_kinase_activity	aminoglycoside_phosphotransferase_activity	phosphatidylinositol_3_kinase_activity	inositol_pentakisphosphate_2_kinase_activity	NADH_kinase_activity	adenosylcobinamide_kinase_activity	glycerate_2_kinase_activity	ADP_specific_glucokinase_activity	ADP_specific_phosphofructokinase_activity	gluconokinase_activity	S_methyl_5_thioribose_kinase_activity	phosphoenolpyruvate_glycerone_phosphotransferase_activity	polyphosphate_glucose_phosphotransferase_activity	X5_dehydro_2_deoxygluconokinase_activity	beta_glucoside_kinase_activity	butyrate_kinase_activity	dehydrogluconokinase_activity	erythritol_kinase_activity	glucosamine_kinase_activity	glucose_1_6_bisphosphate_synthase_activity	glucose_1_phosphate_phosphodismutase_activity	macrolide_2__kinase_activity	fucokinase_activity	pseudouridine_kinase_activity	ribosylnicotinamide_kinase_activity	sedoheptulokinase_activity	tagatose_kinase_activity	triokinase_activity	X4__cytidine_5__diphospho__2_C_methyl_D_erythritol_kinase_activity	alpha_glucan__water_dikinase_activity	inositol_tetrakisphosphate_kinase_activity	inositol_trisphosphate_kinase_activity	phosphatidylinositol_kinase_activity	phosphatidylinositol_bisphosphate_kinase_activity	autoinducer_2_kinase_activity	guanosine_kinase_activity	Remaining
0159_AS41_40055_20180716_ST	251882058	2831707.34642857	0.0625	0.1875	0.0625	2243.66666666667	12220.9714285715	20307.075	9294.10476190475	8.25	1150.33333333334	18903.05	11308.4	0	0.5	51022.011904762	73039.7916666665	7573.875	27.9166666666667	22623.5416666666	27899.6458333334	15.75	544358.685912698	9128.375	16801.1095238095	47309.2916666666	16606.225	29515.1666666666	13909.75	84098.5833333335	13997.5	8254.91666666665	24134.5166666666	5981.95833333335	48602.2083333334	3389.41666666667	17768.8333333334	19663.4166666666	14349.5	17010.8194444444	479.166666666667	0	2.875	0.333333333333333	0	9034.25	447426.59484127	114156.192857143	148481.406168831	0.0625	65.875	0	0.25	0.25	13520.1666666667	4588.25	0	0	4037.33333333333	17285.8333333334	11195	17	53452	16685.25	13322.0416666666	11	1.25	288.75	0	6.5	0	23.9166666666667	1519.25	4849.54166666667	1.25	0	0	22362.9166666666	0	0	0	2.25	0	1018.5	8254.91666666665	246965741.010895
0159_AP39_21110_20190111_ST	186513229	2446732.33253968	0.0555555555555555	0.166666666666666	0.0555555555555555	100.333333333333	12076.7333333333	19186.4583333334	2830.275	46.75	1608.58333333334	18581.7916666666	9096.28333333335	0	0	29639.5595238095	44750.5	9620.26666666665	1709.41666666666	21015.6666666666	24825.3333333334	1483.75	424536.299603175	5894.20833333335	13808.0083333333	35120.625	13416.0083333333	18873.9583333334	25209.75	46979.5416666666	13982.2166666667	1668	27624.45	1593.91666666666	35267.2083333334	394.666666666667	5156.33333333335	16769.75	11850.8333333334	10787.7777777778	1076.75	0	460	3	0	1066.5	242689.563888889	77670.4250000002	132733.912121212	0.0555555555555555	208.208333333334	2.83333333333333	0	0	7134	1761.5	0	0	1504.5	5013.5	5010.75	204	34458.5	12637.5	4176.5	1	8.16666666666665	20	0	79.25	0	322.083333333333	6472	2925.375	0	0	0	18483.375	0	0	0	1.41666666666667	0	529.5	1668	182602668.971212
0159_AA34_42475_20190911_ST	166344029	1693558.78253968	0	0	0	3.33333333333333	7526.41666666665	12036.7666666667	3650.84047619047	65	2218.16666666667	12291.8666666667	10727.4	0	0	28164.9761904762	37369.25	3867.625	9.83333333333335	15658.5	18437.4166666666	10.25	464472.534986772	3434.66666666667	8388.97142857145	24556.7916666666	10637.1666666666	12644.5	15139.25	36652.25	10488.975	3.25	17066.625	1.83333333333334	27336.3333333334	4.16666666666667	1216.66666666666	4661.375	7646	7092.66666666665	946.5	0	6.25	0	0	6.75	241901.363888889	60366.480952381	88616.05	0	127.708333333333	0	0	0	6223.31666666667	4233.75	0	0	37.3333333333333	3411.5	1029.91666666666	6	27652.75	6225.5	11111.6666666666	0	0.25	114.25	0.333333333333333	0	0	2704.75	2047.25	3405.04166666667	0.5	0	0	13599.75	0	0	0	0	0	472	3.25	163372738.341204
0159_AA34_42480_20191103_ST	114788551	1191093.63571429	0	0	0	15.6666666666667	5388.95833333335	12668.3583333333	2106.76904761905	5.33333333333335	875.083333333335	10698.1916666666	14521.1333333333	0	0	21165	30969.3333333334	6351.80833333335	70.25	16137.3333333334	13763.7708333334	73.5	301153.188425926	5391.16666666665	9301.70833333335	20065.4583333334	8903.975	10270.8333333334	10597	29160.2083333334	9837.88333333335	25.25	13641.65	21.25	26898.4333333333	17	906.059523809525	6800.33333333335	3111.5	4154.05555555555	1507.41666666666	0	18	0	0	51	200996.775	50586.1666666667	96093.7773809524	0	5.08333333333335	0.166666666666666	0	0	5666.29166666667	765.75	0	0	823.541666666665	553.75	1800.08333333334	2947.5	36774.25	11675.5	2987.75	0	7.25	125	0	4.75	0	0.25	4904.75	129.625	0	0	0.166666666666666	13111.75	0	0	0	0.0833333333333332	0	289.5	25.25	112570538.743519
0159_AP39_21298_20181004_ST_E21	86839131	874039.426984127	0	0	0	0.333333333333333	3780.58333333333	7885.01666666665	1972.39642857143	27.5	701.416666666665	6691.025	5875.63333333335	0	0	13558.2261904762	18402.25	3118.61666666666	48.25	9447.41666666665	9461.5	40.5	230117.608730158	2360.95833333333	5144.36666666665	13869.875	5830.54166666665	6591.125	5374	16357.1666666666	6040.45833333335	7	8801.625	7.91666666666665	17269.8333333334	1.58333333333334	785.65476190476	4433.41666666667	3278.75	3366.05555555556	321.5	0	12.75	2	0	9.25	123734.932539683	31592.7142857143	50925.0797619047	0	71.7083333333335	0	0	0	4191.15	2429	0	0	77.75	581.25	439.166666666667	162.5	24178	6670.25	4106.125	0.25	2.75	117.25	0.166666666666666	11.75	0	184.083333333334	2881.5	1749.79166666666	0	0	0	7846.5	0	0	0	0	0	138	7	85291998.8047619
0159_AK37_71062_20190607_ST	69169479	734856.471428571	0	0	0	16.3333333333333	4030.38333333334	7010.8	962.816666666665	0	1269.91666666666	6409.50833333335	6112.06666666665	0	0	11941.8452380952	13564.75	3056.275	66.0833333333335	8643.41666666665	9180	55.75	180080.841269841	1598.75	4490.15	12215.25	6801.25	5524.58333333335	6761	11377.25	4553.275	286.75	8718.86666666665	323	15738.2083333334	61.8333333333335	1797.25	3640.70833333333	4458.16666666667	4344.5	311.416666666667	2	19	0	0	257.5	107451.326190476	29895.1333333333	51834.3593073593	0	449.333333333333	0	0	0	2590.68333333334	514.25	0	0	962.416666666665	1032.75	900.583333333335	1473.5	10857	6479	4415.25	0	0.166666666666666	123	0	3	0	1107.75	1513.5	793.583333333335	0	0	0	7988.95	0	0	0	0	0	134.5	286.75	67858134.2482323
0159_AP39_21108_20171121_ST	68136264	677901.578571429	0	0	0	14	3103.53333333334	6114.225	1863.72261904762	16.5833333333333	553.25	5544.99166666665	3014.83333333333	0	4.83333333333333	17120.6666666666	20702	2061.48333333333	167.75	8082.41666666665	7583.20833333335	132.75	162935.233333334	2453.58333333333	5138.3380952381	10266.6666666666	4468.08333333333	6074.54166666665	23129	20287.4333333333	2795.875	2261	5954.16666666665	2141	11633.875	692.75	5780.25	11251.625	4488.29166666667	5599.41666666665	253.083333333334	33	9	3.33333333333333	0	2029.5	126513.836111111	30833.2452380952	38528.6863636363	0	55.4583333333335	0	0	0	3378.425	495.5	0	0	1036	1301	6721.58333333335	31.5	10962	3075.25	3901.625	0	0.583333333333335	58.75	0.333333333333333	7.75	0	204.25	6545.5	1265.04166666666	10	0	0	5820.675	0	0	0	0	0	388.5	2261	66849206.6346681
0159_AP39_21129_20180205_ST	62377466	660466.355555555	0	0	0	0.333333333333333	2828.90476190476	5711.35	1120.64166666667	1.25	868.916666666665	5266.66666666665	4505.11666666666	0.5	0	10044.619047619	16737.5	2098	4.5	6337.75	8388.08333333335	5.75	167599.154695767	1912.75	3951.87142857143	10211.7083333334	5943.14166666665	5459.91666666665	6172.25	12445.9166666666	3055.03333333334	5.5	4779.2	4.41666666666667	11985.5833333334	2.66666666666667	594.40476190476	2736.875	2437.16666666667	3598.33333333333	290.25	0	0.25	1	0	68	84302.6638888889	22053.5291666667	41954.9933982684	0	203.541666666666	0.25	0	0	2349.725	994.75	0	0	92.4166666666665	1390.25	476.583333333333	174	8446	6227	3745.5	0.25	26.3333333333333	295.75	0	0.166666666666666	0	0.583333333333335	868.5	132.875	0.5	0	0.166666666666666	6642.375	0	0	0	0.125	0	430	5.5	61229010.0449615
0159_AP39_21301_20180706_ST_E21	62312960	633284.987301587	0	0	0	0.333333333333333	2609.29166666667	5607.51666666665	1367.90238095238	11.25	564.666666666665	4832.475	3845.93333333334	0	0	9905.08333333335	13468.5833333334	2301.925	20.75	6526.33333333335	7030.5625	11	165061.893650794	1784.66666666666	3768.0130952381	10075	4172.45833333333	4793.70833333333	4070	11560.9166666666	4289.81666666666	0	6271.825	0.666666666666665	12168.8333333334	0	559.833333333335	3411.83333333333	2302.75	2314.5	219.25	0	3.25	2	0	1.25	85457.3373015872	22315.4583333333	36928.5308441559	0	12.3333333333333	0	0	0	2801.70833333333	1835.25	0	0	29.25	346	304.25	69.5	17748.75	4540.5	2931.66666666667	0	0.5	59.25	0	1.75	0	203.75	2143.25	1236	0	0	0	5505.875	0	0	0	0	0	60.5	0	61200207.531259
0159_AK37_71054_20190305_ST	44724247	497603.755555556	0	0	0	124	2651.17142857143	3479.4	1284.91666666666	388.25	487.75	4161.03333333333	4441	0	0	8947.91666666665	15457.8333333334	1389.00833333334	714.833333333335	5165	5900.51666666665	796.5	108252.385912698	1264.04166666666	2666.26666666667	7974.16666666665	3051.21666666666	3944.83333333333	6677.75	13102.0833333334	3102.35833333333	209.75	6133.25	194.416666666666	6954.49166666665	145.166666666666	780	4082.04166666667	1559.16666666666	1733	690.666666666665	1	110	0.4	0	117	70880.3027777778	17789.7583333333	33681.3023809524	0	541.125	0	0	0	1886.225	1113	0	0	389.958333333333	584.25	2686.83333333333	454	6021	2523.25	2453	0.5	0.25	147	0	166.416666666666	0	845.083333333335	900.5	694.208333333335	2	0	0	4162.75	0	0	0	0	0	123.5	209.75	43850252.6986111
0159_AK37_71051_20190224_ST	44419239	474798.055988456	0	0	0	224.666666666667	2466.125	2893.20833333333	687.216666666665	0	440.75	4575.09166666667	1784.91666666666	0	0	8964.4880952381	8877.08333333335	1264.41666666666	2.91666666666667	4180.33333333333	5961.8125	40.75	102544.317989418	816.708333333335	2896.85	9872.16666666665	3667.75	4313.375	3713	11766.4583333334	2138.2	398.75	10105.4583333334	324.333333333333	9068.25	196.166666666666	1226.25	1788.75	3669.08333333333	2715.88888888889	99.1666666666665	0	1.75	6	0	280.25	51614.375	13666.4	31488.0939393939	0	2.25	0	0	0	1602.225	404.75	0	0	234.083333333334	1012.25	505.583333333335	9.5	7188.5	1236	5745.5	3.5	3.75	12.5	0	0	0	136.666666666666	464.5	611	0	0	0	4151.25	0	0	0	0	0	422	398.75	43609554.8175986
0159_BC12_41010_20171203_ST	38285200	420904.786147186	0	0	0	0	1877.16666666666	3889.28333333334	575.57857142857	3.25	651.166666666665	3012.84166666666	1532.58333333334	0	0	6036.0357142857	12773.5833333334	1419.80833333333	0.666666666666665	3828	5360.58333333335	18.25	99726.9575396825	1200.29166666666	2387.61666666666	4772.625	3320	3103.16666666667	2837.25	7614.125	1496.26666666667	0	4766.2	24.5	6887.66666666665	0	272.916666666667	1784.375	1592.75	1674.33333333334	128.25	0	0	0	0	51.5	53538.901984127	13796.0416666667	22391.2244588745	0	648.833333333335	0	0	0	1158.93333333333	357.25	0	0	4.75	629.25	504.833333333335	30.5	6008.75	2342.5	2370.79166666667	0	0	489.5	0	0	0	24.6666666666667	434.25	243.25	14	0	0	4013.125	0	0	0	0	0	260	0	37570414.2739178
0159_AV42_66107_20190327_ST	34893409	363030.805555556	0	0	0	2.33333333333333	2041.70833333334	2913.98333333333	902.4	0.25	33.5	3799.58333333333	815.066666666665	0	0	6005.75	4971.83333333333	989.816666666665	39.6666666666667	4859.16666666667	4250.91666666667	29.25	68809.8805555555	1009.29166666667	3067.325	7566.41666666665	2545.75	3884.83333333333	7452.41666666665	8548.91666666665	1757.625	1304	4752.625	2249.16666666667	5383.16666666665	296.666666666667	3104.66666666667	6411.125	3384.29166666667	3096.41666666667	87.6666666666665	0	308.5	0	0	1341.25	62096.3797619047	16907.1	28559.5318181818	0	8.25	0	0	0	1799.20833333333	46.25	0	0	1163	87.5	957.083333333335	50.5	4021	458.5	2531.5	0	1.16666666666666	18.5	0	0.916666666666665	0	9.75	3746	489.5	0	0	0	3415.25	0	0	0	0	0	430.5	1304	34234259.5856421
0159_AP39_21065_20180201_ST	34822918	367038.4	0	0	0	0	1634.83333333334	2627.225	969.60595238095	5.25	162.333333333334	2451.03333333334	2362.125	0	0	6219.2380952381	7572.91666666665	590.116666666665	34	3408.83333333333	3901.5	28	93972.6557539682	632.375	1692.5	5857.91666666665	2379.08333333333	2696.16666666667	3118	5547.25	1898.36666666666	0.5	2994.56666666666	0.833333333333335	5358.16666666665	0.916666666666665	1051.83333333334	1095.91666666666	1798.75	1728.75	209.5	0	1.91666666666667	0	0	10	52497.1781746032	13108.6607142857	17752.6404761905	0	18.125	0	0	0	1402.63333333333	1225.25	0	0	6.5	523.5	129.833333333334	3	5390	1145.75	2541	0	0	63.5	0	8.5	0	354.25	431.75	1192.08333333334	4	0	0	2635.85	0	0	0	0	0	93.5	0.5	34191338.6208333
0159_AP39_21295_20180811_ST_E21	34369045	363810.606349206	0	0	0	29.3333333333333	1697.00833333334	2845.65	698.82142857143	75.25	755.25	2998.06666666666	2076.61666666666	0	0	5822.7261904762	11552.75	1171.975	35.0833333333333	3724.41666666667	4621.4375	29.25	77743.9766534392	1174.75	2469.85476190476	6700.95833333335	2553.16666666667	3600.20833333333	3859.5	8394.79166666665	1818.96666666667	153.25	3614.125	130.166666666666	6490.33333333335	50.3333333333335	1014.66666666667	3286.79166666667	1417.875	1296.25	174.583333333334	0	2.41666666666667	2.5	0	143.5	47165.0583333333	13153.175	22735.480952381	0	255.833333333333	0	0	0.25	1569.5	567.5	0	0	123	762.5	410.833333333333	133	5409	1268.25	2341.875	0	4.5	72.25	0	3.33333333333333	1	54.25	539	580.291666666665	4.75	0	0	3429.6	0	0	0	1	0	103	153.25	33740166.3128307
0159_AZ03_32019_20180325_ST	33704867	320376.484920635	0.0555555555555555	0.166666666666666	0.0555555555555555	0	2001.10833333333	3604.68333333334	403.541666666667	4.5	1179.66666666666	3105.51190476191	1233.11666666666	0	0	5469.5476190476	15610.75	1051.625	35.6666666666667	3938.625	5836.70833333335	1.75	70006.0787698412	1140.66666666666	2420.68928571428	6672.125	2834.625	3722.625	4317	7292.25	1138.95833333334	6	3424.825	7.41666666666665	4576.91666666667	1	363.666666666667	1819.83333333334	951.458333333335	1138.83333333334	153.75	0	1.375	0.333333333333333	0	4	43338.0678571429	11999.725	23349.7452380952	0.0555555555555555	441.458333333333	0.166666666666666	0	0.25	1272.39166666667	118.75	2	2	10.9166666666667	283.75	350.333333333333	5	3006	544.5	2287.54166666667	0.25	9.75	65.25	0.166666666666666	2.25	0	275.416666666667	720	236.708333333334	10	0	0.166666666666666	3347	0	0	0	1.08333333333333	0	192.5	6	33137139.8160714
0159_AK37_71050_20190313_ST	33238352	350198.866666667	0	0	0	0	1779.19285714286	3188.91666666667	597.683333333335	3.5	739.583333333335	2844.325	1557.08333333334	0	0	5907.07142857145	12518.2291666666	1332.29166666666	111.25	3952	4946.66666666667	70	83075.8932539683	815.458333333335	2317.51666666667	6030.25	2969.18333333334	3145.08333333333	3282.41666666667	5967.33333333335	1667.73333333333	0	3837.275	1.33333333333334	5409.16666666665	0.25	694.833333333335	2020	1001.875	1276	279.583333333333	0	25.75	1	0	31.5	43643.2009920635	12141.75	21518.2242424242	0	42.0416666666667	0	0	0	1031.575	117.5	0	0	12.8333333333333	254.666666666666	526.25	49	3565.5	2111	2560.375	0	13.9166666666667	161.25	1.16666666666666	4.75	0	343.5	417.5	126.208333333333	3.5	0	0	3443.575	0	0	0	0	0	361.5	0	32632305.1213925
0159_AZ03_32013_20200922_ST	32993539	322683.124675325	3.25	9.75	4.75	0.333333333333333	2026.79166666666	2270.91666666667	511.958333333335	1.41666666666666	610.916666666665	3059.44166666666	1128.41666666666	1	0.166666666666666	5906.07142857145	10669.0833333334	528.6	77.0416666666665	3378.91666666667	5239.1875	1.25	70474.0136904761	1138.66666666666	2057.87857142857	5267.83333333335	2826.06666666666	3064.75	3650.25	6589.20833333335	816.708333333335	1.5	3086.55833333334	6	3618.20833333333	0	347.333333333333	1039.29166666666	1547.91666666666	2206.33333333333	92.5833333333335	0	15.4166666666667	0	0	6	38563.2861111111	13011.8130952381	23610.8916666667	3.25	18.4166666666667	3.75	0.75	0	1251.63333333333	88.75	0	0	12.5	285.75	203.416666666666	3	1355.75	585.75	4262.5	0.25	0.25	87.75	0.166666666666666	0.166666666666666	0	291.25	289.5	160.125	0.75	0.5	0	3554.76666666667	0	0.9	1.8	2.375	0	88	1.5	32439832.8415945
0159_AB10_100710_20181001_ST	32532675	334119.607142857	0.0555555555555555	0.166666666666666	0.0555555555555555	6.33333333333333	1690.1	3410.98333333333	739.038095238095	6.41666666666665	631.75	3012.18333333334	1595.2	0	0	7478.08333333335	12252.1666666666	1513.68333333333	209.333333333334	3661.16666666667	4533.8125	160.25	79771.2945767195	1570.20833333334	3051.275	5774.125	2023.45833333334	3428.83333333333	9643.5	7678.5	2346.68333333334	827	3633.425	774.25	6785.125	214.5	2142.83333333333	6319.16666666665	1463.20833333334	1744.08333333334	233.166666666666	0	45	0.5	0	548.5	57484.7222222222	14357.4964285714	20960.4880952381	0.0555555555555555	400.416666666667	0	0	0.25	1640.03333333333	352	0	0	397.583333333333	516.5	1060.91666666666	45.5	6122.5	1684.25	1010.16666666667	0.25	7.58333333333335	64.5	0	7.5	0	2.66666666666667	2536.75	433.666666666667	0	0	0	3321.25	0	0	0	0	0	189.5	827	31904212.4326058
0159_AP39_21076_20180429_ST	31933635	312516.543290043	0.173611111111111	0.520833333333333	0.173611111111111	0	1675.625	2834.16666666667	692.64761904762	1.5	370.666666666667	2579.80833333334	2026	0	0	5031.58333333335	8203.33333333335	1181.04166666666	3.75	3494.03333333334	3800.91666666667	5.75	87321.9083333333	766.916666666665	2040.84166666667	5811.25	2372.39166666667	2536.45833333333	2146.75	6569.41666666665	2010.68333333333	0	3693.05833333334	0	5788.33333333335	0	364	1351.79166666666	1143.25	1074.83333333334	251.166666666666	0	3	8.33333333333333	0	2.5	46536.2138888889	11971.0625	19025.0725649351	0.173611111111111	11.2916666666667	0	0.25	0	1291.13333333333	186.25	0	0	20.375	310.5	113.333333333333	76.5	6093.5	1608.25	1802.04166666666	0	4.5	40	0.166666666666666	0	0	706.333333333335	644.5	124.416666666667	0	0	0	3097.75	0	0	0	0	0	41	0	31370255.2684704
0159_AP39_21119_20181218_ST	31279866	320847.783333333	0.229166666666666	0.354166666666667	0.229166666666666	0	1645.46666666667	2545.80833333334	906.916666666665	28.25	109.833333333333	2749.85	3731.75	1	0	4179.75	5663.33333333335	926.166666666665	15	3933.91666666667	3541.875	11	83489.9805555555	687.083333333335	1800.83333333334	4612.83333333333	2307.25	2320.66666666667	1688.5	6290.83333333335	2425.34166666666	0	3713.38333333334	0	6409.79166666665	0	454.25	1549.95833333334	1817.5	1882.66666666666	288.5	0	2.875	0	0	0.5	44841.6126984127	12713.1166666667	21015.0619588745	0.0625	14.9583333333333	0	0	0	1247.98333333333	533.25	0	0	140.5	352.5	253.166666666666	270	4524.25	1359	1968.75	0	0	43.5	0.166666666666666	0	0	566	298.25	450.041666666667	0	0	0.166666666666666	2886.75	0	0	0	1	0	40.5	0	30713764.1531205
0159_AQ29_10022_20170920_ST	29966568	344736.695238095	0.805555555555555	2.47222222222222	1.80555555555555	0	1860.5	2928.33333333333	466.466666666667	25.9166666666667	304	3162.17976190476	1295.5	3	0	5667.4880952381	10558	1363.45833333334	4.41666666666667	3902.08333333333	5063.125	38.5	57913.4990079365	1356.25	2370.39166666667	5414	2528.05	3222.66666666667	3094.5	7628.75	1590.91666666666	0.25	4313.35	1.5	4705.25	0.5	607.333333333335	1837.125	1462.45833333334	1286.41666666666	58.75	0	2.16666666666667	0	0.5	1	36682.4638888889	11970.5541666667	22702.7121212121	0.805555555555555	6.25	0.5	0	0	1424.69166666667	93	0	0	7.125	222.25	152.5	1	6059.25	1678.75	2454.875	0	1.25	51.5	0.166666666666666	0.25	0	4.45833333333333	631.25	44.125	2.75	0	0	3855.475	0	0	0	0.25	0	224.5	0.25	29397514.6771645
0159_AB10_26156_20180815_ST	29238094	302036.587301587	0.222222222222222	0.333333333333333	0.222222222222222	24	1654.98333333333	1924.14166666667	798.366666666665	2.91666666666667	324.75	2181.76666666667	2288.93333333334	0.5	0.25	4325.90476190476	5752.08333333335	640.833333333335	29.6666666666667	3113.08333333333	3367.5	23.25	86003.8452380952	486.541666666667	1575.79166666666	4790.91666666667	1925	1931.16666666666	1970	4763.5	1743.125	77.75	3573.95833333333	79.75	5749.45833333335	46.1666666666667	1000.73809523809	592.375	2033.04166666666	1873.94444444445	299.833333333333	0	11.625	1.2	0	71.25	43895.4285714286	11755.9916666666	19046.2941558442	0.0555555555555555	3.66666666666667	0.25	0	0	1364.15	457.75	0	0	115.583333333333	661.5	296.833333333333	21.5	4239.25	1110	1829.5	0	0	28.5	0	1.83333333333334	0	923.333333333335	404.75	511.583333333335	0	0	0	2522.75	0	0	0	0.625	0	232.5	77.75	28699501.3490981
0159_AZ03_32015_20201210_ST	28328007	287123.354761905	3	9	5	0	1707.76666666667	2792.29166666667	314.366666666667	1.25	642.333333333335	2886.4	1053.85	2	0	5128.9761904762	12585.0833333334	757.991666666665	12.9166666666667	3054.66666666667	4278.5	12.5	62430.2517977393	748.666666666665	1940.04642857143	5528.625	2548.70833333333	2730.75	2946.25	6625.75	1059.44166666667	0	3801.05833333334	1	5094.08333333335	0.25	241.75	2083.95833333333	928.916666666665	1107.5	68.5833333333335	0	17.6666666666667	1.73333333333333	0	1.5	33188.0182539683	10582.3	18832.3759469697	3	632.958333333335	4.5	1	0	764.150000000002	131	0	0	47.1666666666667	545.25	390.833333333333	189	2121	773.75	2038	0.5	0.5	115	3	0.25	0	97.6666666666665	496	118.166666666667	16.25	0	0	3108.7	0	1.1	2.2	2.75	0	435	0	27831087.8766204
0159_AP39_21090_20180504_ST	28053925	272600.326190476	0	0	0	0	1514.78333333333	2446.41666666667	901.52142857143	1.5	108.166666666667	2031.24166666666	3770.75	0	0	4158.5	4220	591.45	12	3560	3137.83333333333	3.25	71744.1279761904	407.5	1341.9	3915.04166666667	1958.75	2137.125	1318.75	6357.5	2136.65833333334	2.5	3115.15	1.75	4478.875	0.5	285.583333333333	782.75	1951.41666666666	1897.83333333334	502.416666666665	0	0.5	1	0	3	49971.4083333333	11559.5029761905	17142.3666666667	0	1.25	0	0	0	911.525000000002	1446.5	0	0	7.75	162.75	86.1666666666665	16	4017.5	1617.75	2555.625	0	0	36	0	3.25	0	605.583333333335	273.25	830.958333333335	0.5	0	0	2403.875	0	0	0	0	0	22.5	2.5	27556852.1214286
0159_AP39_21314_20180719_ST_E21	27214217	268640.577777778	0	0	0	18.3333333333333	1412.5	2091.85833333333	655	0.5	301.333333333333	1863.75	1959.18333333333	0	0	4372.02380952381	5475.25	570.366666666665	7.25	2756	2939.52083333333	5.5	78140.2700396825	481.958333333333	1306.125	4258	1796.125	2176.625	1490.75	5009.5	1602.7	82.5	2530.075	72.75	4228.25	28.0833333333333	663.541666666665	870.375	1500	1411.75	265.416666666667	0	1	2	0.25	59.25	37968.5722222222	10375.4416666666	15029.575	0	80.3333333333332	0	0	0	1087.73333333333	314.75	0	0	70.5	319.5	218.75	6	3656.25	1288.5	1941.875	0	0.25	32.5	0	0.25	0	698.166666666665	271.25	448.583333333333	0.25	0	0	2115.5	0	0	0	0	0	85.5	82.5	26737078.2269841
0159_AP39_21330_20190102_ST_E21	27151093	317086.58015873	0	0	0	1	1353.79166666666	2500.13333333334	788.559523809525	6.33333333333335	386.666666666667	2089.7	1885.48333333333	0	0	4429.16666666667	8311.91666666665	1164.99166666666	14.9166666666667	3192.91666666667	3281.29166666667	14.25	64515.6817460317	913.375	1895.15	5261.33333333335	2023.66666666666	2429.08333333333	3613	5133.41666666665	1577.99166666666	44	3205.48333333333	35.8333333333333	4678.70833333333	10	410.75	2288.5	1162.5	1039.69444444445	140.583333333334	0	2.5	0	0	70	40093.0003968254	10386.7083333333	16356.491017316	0	28.5	4	0	0	1176.50833333334	632	0	0	60.0416666666665	319.25	368	40	5891.5	1908.25	1208.91666666666	0	0.333333333333333	114	0	2	0	4.75	881.75	390.541666666667	0.25	0	0	2853	0	0	0	2	0	95.5	44	26621272.7593795
0159_AK37_71031_20180929_ST	26677816	296112.092857143	0	0	0	8.33333333333333	1268.40833333333	2225.99166666666	704.241666666665	11.75	195.583333333334	2127.95833333333	2666.43333333334	0	0	4370.13095238095	5887.33333333335	842.358333333335	9.33333333333335	2627.58333333333	3304.83333333333	8.75	70732.0777777778	660.291666666665	1576.41309523809	4059.79166666667	1774.58333333334	2213.58333333333	2313	4778.66666666667	1675.54166666666	26	3169.5	23	4935.66666666667	11.75	302.5	1409.04166666666	1328.16666666666	1293	139.916666666666	0	2.625	0	0	28.75	39448.159920635	10074.1333333333	15282.3992424242	0	3.25	0	0	0	927.95	691.5	0	0	17.7083333333333	337.25	129.5	7	4467.5	1097.5	1551.25	1	0	48.5	0	2	0	131.416666666666	163.75	522.75	0	0	0	2297.25	0	0	0	0	0	195	26	26175568.2511544
