sample_id	total	carbohydrate_derivative_metabolic_process	fructose_6_phosphate_metabolic_process	fructose_2_6_bisphosphate_metabolic_process	aminoglycan_metabolic_process	amino_sugar_metabolic_process	pentose_phosphate_shunt__non_oxidative_branch	glycoprotein_metabolic_process	nucleotide_sugar_metabolic_process	deoxyribonucleotide_metabolic_process	glucose_1_phosphate_metabolic_process	glyceraldehyde_3_phosphate_metabolic_process	deoxyribose_phosphate_metabolic_process	ribose_phosphate_metabolic_process	fructose_1_6_bisphosphate_metabolic_process	vancomycin_metabolic_process	teichoic_acid_metabolic_process	colanic_acid_metabolic_process	enterobacterial_common_antigen_metabolic_process	glucose_6_phosphate_metabolic_process	xylulose_5_phosphate_metabolic_process	alditol_phosphate_metabolic_process	amino_disaccharide_metabolic_process	X1_deoxy_D_xylulose_5_phosphate_metabolic_process	protein_O_GlcNAcylation_via_threonine	carbohydrate_derivative_catabolic_process	carbohydrate_derivative_biosynthetic_process	lipooligosaccharide_metabolic_process	glycosyl_compound_metabolic_process	X6_sulfoquinovose_1___metabolic_process	liposaccharide_metabolic_process	ATP_generation_from_poly_ADP_D_ribose	amylopectin_metabolic_process	D_tagatose_6_phosphate_metabolic_process	D_glycero_D_manno_heptose_7_phosphate_metabolic_process	Remaining
0159_AV42_66163_20190718_ST	17994071	25060.55	12699.3333333333	127.5	46799.3464285714	22885.2719742064	821.666666666665	609.302083333333	23413.339021164	3044.65264917696	0	2444.01666666667	938.898062414266	11448.8110909636	1299.11111111111	8.875	809.291666666666	0	243.333333333333	2670.83333333333	331.133333333333	2556.29907407407	0	1086.75925925926	0	7399.59427083333	27403.23739666	3111.32569444444	20797.1125578704	1.25	4324.7278742284	0	0	245.37037037037	74.6111111111111	17771415.4466369
0159_AK37_71023_20180813_ST	17833556	24293.1666666667	12824.2777777778	72.5	47237.8908840388	21133.7263888889	753	586.854166666667	22908.0046296296	2905.10428424456	0	2362.21666666667	912.452856163041	11127.9097313263	1574.27777777778	38.875	1941.1875	0	566.5	1726.72222222222	279.722222222222	2794.79074074074	0	812.351851851852	0	6990.00227807172	26031.0704821306	2267.09444444444	19963.2884645062	1.25	3406.25426954732	0	0	420.925925925925	39.2222222222222	17617585.3605463
0159_AP39_21289_20190125_ST_E21	17725209	17924.0833333333	11889	47.5	48319.7836529983	20354.296875	664.5	1469.29166666667	23042.0717592593	3245.37511574074	0	2674.99305555556	993.644521604938	10787.1093412576	1242	4.70833333333334	1570.98958333333	0	81.5	1665.58333333333	313.311111111111	2156.99444444444	0	1142.48611111111	0	7682.16178626543	27523.054396311	3002.05486111111	22287.347029321	1.95833333333333	4565.41836419753	0	0	312.574074074074	62.6111111111111	17510182.5978062
0159_AK37_71052_20190226_ST	17361335	17189.5	11850.6666666667	99.5	43991.2187003968	17640.4482638889	804.5	600.739583333333	31421.5592592592	2970.51974022634	0	2224.775	833.818715706447	9934.39684564635	1166.5	12.9166666666666	1275.6875	0	168.333333333333	2047.16666666667	631.972222222222	2194.73703703704	3.5	892.481481481481	0	7078.90292566873	29613.8474607461	3579.03680555555	21967.2228009259	0.791666666666667	4628.67807355967	0	0	199.796296296297	133.777777777778	17146178.0085103
0159_AP39_21282_20180907_ST_E21	17180440	24270.7	10646.3333333333	143.333333333333	42578.488723545	24373.5684027777	1448.75	590.385416666667	24017.7787037037	3070.51140689301	0	2069.10972222222	1093.05945644719	10273.9730390824	972.722222222223	0.708333333333334	1797.19791666667	0	861.75	2690.40277777778	361.7	2180.14444444444	1.5	837.916666666667	0	6514.37718942901	27505.7879064705	2675.25625	17278.311246142	48.6666666666667	4509.03433641975	0	0	265.462962962963	144.111111111111	16967218.9584317
0159_AZ03_32016_20180619_ST	17159390	18976.4	11964.9166666667	77.2777777777777	41360.4623677249	23495.318287037	955	1394.79166666667	21319.3	2533.82705945032	0	2270.99583333333	743.681002596511	9479.97397725602	1404.61111111111	8.95833333333334	838.5625	0	44.5	2283.05555555556	474.15	1914.42407407407	0	965.814814814814	0	7299.67559340094	25320.1008382018	3316.85902777777	21552.1414158951	1.5	4387.43025977366	0	0	148.407407407408	93.9444444444444	16954763.9199857
0159_AK37_71024_20181010_ST	17003481	19180.4166666667	12028.4444444444	59.1666666666667	43608.9990410053	21601.7289351852	604.5	981.46875	21116.6453703704	2864.99530606996	0	2219.9	833.148722565158	10147.8900238014	1575.66666666667	2.66666666666666	1462.83854166667	0	777.25	1944.16666666667	311.7	2489.49537037037	0.75	929.787037037037	0	6978.04254436728	27656.2092814582	2843.5	20431.0696373457	21.375	4068.72932098765	0	0	297.388888888889	45.2222222222222	16796397.8382289
0159_AZ03_32057_20190910_ST	16713937	19294	11809.4444444444	84	43052.2381613757	19591.1655092593	711	637.944444444444	22503.4986111111	2935.58717849794	0	2240.73888888889	931.382193072703	10057.339498763	1449.5	22.1666666666666	1377.08854166666	0	296.75	1487	263.166666666667	2336.22222222222	0	851.037037037037	0	6972.43472222222	25420.9988876029	2515.41666666667	18750.6136188272	0	3766.67361111111	0	0	290.648148148148	49.9444444444444	16514238.9998369
0159_AP39_21294_20181026_ST_E21	16210343	23150.5833333333	11747.9166666667	102.333333333333	41164.9191468254	21233.2112268518	664	730.541666666667	22641.5541666667	2914.35214395944	0	2091.11805555556	972.984762639624	9744.58018255192	1293.61111111111	10.9166666666667	1562.07291666667	0	323.25	1859.54166666667	373.144444444444	2260.33611111111	4.5	899	0	6627.76695234421	25013.6037951021	2567.24027777777	18416.7533757716	15.3333333333333	3714.48891460905	0	0	246.814814814814	44.6111111111111	16007951.9198234
0159_AP39_21111_20190126_ST	15642062	15472	12376.5555555556	33.6666666666667	39966.6265542328	21245.4875	358.166666666667	733.166666666667	23088.8282407407	2857.33758230453	0	2274.71388888889	870.558388203018	9636.27802426269	1398.5	5.91666666666666	818.40625	0	81.4166666666667	1286.69444444444	341.122222222222	1781.36851851852	0	886.740740740741	0	6719.36510030864	22857.6884479718	2994.1	19508.4558950617	0	3701.53804012346	0	0	223.944444444444	43	15450500.3568286
