sample_id	total	carbohydrate_derivative_metabolic_process	fructose_6_phosphate_metabolic_process	fructose_2_6_bisphosphate_metabolic_process	aminoglycan_metabolic_process	amino_sugar_metabolic_process	pentose_phosphate_shunt__non_oxidative_branch	glycoprotein_metabolic_process	nucleotide_sugar_metabolic_process	deoxyribonucleotide_metabolic_process	glucose_1_phosphate_metabolic_process	glyceraldehyde_3_phosphate_metabolic_process	deoxyribose_phosphate_metabolic_process	ribose_phosphate_metabolic_process	fructose_1_6_bisphosphate_metabolic_process	vancomycin_metabolic_process	teichoic_acid_metabolic_process	colanic_acid_metabolic_process	enterobacterial_common_antigen_metabolic_process	glucose_6_phosphate_metabolic_process	xylulose_5_phosphate_metabolic_process	alditol_phosphate_metabolic_process	amino_disaccharide_metabolic_process	X1_deoxy_D_xylulose_5_phosphate_metabolic_process	protein_O_GlcNAcylation_via_threonine	carbohydrate_derivative_catabolic_process	carbohydrate_derivative_biosynthetic_process	lipooligosaccharide_metabolic_process	glycosyl_compound_metabolic_process	X6_sulfoquinovose_1___metabolic_process	liposaccharide_metabolic_process	ATP_generation_from_poly_ADP_D_ribose	amylopectin_metabolic_process	D_tagatose_6_phosphate_metabolic_process	D_glycero_D_manno_heptose_7_phosphate_metabolic_process	Remaining
0159_AB18_26407_20190125_ST	8136697	8255.5	5777.66666666667	40.3333333333333	21312.9364197531	11170.0084490741	304	494.53125	10898.3777777778	1260.13753858025	0	966.083333333333	377.61021090535	4353.19232069371	585.333333333333	2.66666666666666	410.489583333333	0	78.3333333333333	1141.19444444444	150.166666666667	956.703703703703	0	421.740740740741	0	3341.90015432099	11727.8631227954	1645.33333333334	9486.66473765432	0	2082.19756944445	0	0	78.3888888888889	37.4444444444444	8039340.20197678
0159_AY44_33214_20190806_ST	8134329	12022.2	6574.8611111111	39.1666666666667	21089.4144069665	9003.71018518519	250.166666666666	441.0625	10122.224537037	1322.90875771605	0	1066.79722222222	417.744727366255	5403.27470881099	676.666666666667	14.5416666666666	1561.125	0	31.6666666666667	808.75	172.861111111111	1173.12037037037	0	431.259259259259	0	3212.68786972736	11884.3666639109	794.104166666667	9602.99122299383	0.333333333333333	1317.60353652263	0	0	203.814814814814	19.1666666666667	8034670.40949487
0159_AZ03_32017_20180615_ST	8097889	10618.3333333333	6090	30.1666666666667	20045.3637896825	9659.87245370371	316.166666666667	369.34375	10198.5634259259	1575.38294110082	0	988.3375	415.468257030178	4776.74336934156	718.5	5.41666666666666	540.333333333333	0	91.6666666666667	829.791666666667	149.4	1140.81111111111	0	439.078703703703	0	3601.18890817901	11450.5967987581	887.202777777778	8857.36574074074	0.0833333333333333	1954.85316358025	0	0	180.666666666667	22.8333333333333	8001935.46897603
0159_AB10_26746_20210311_ST	8085573	12718	6417.66666666667	24.3333333333333	19132.5943672839	11415.1085648148	173.416666666666	268.427083333333	10419.2587962963	1416.6444058642	0	1145.57222222222	480.948122427984	5156.12436979472	907.277777777777	3.95833333333334	482.270833333333	0	164.166666666667	899.055555555555	125.130158730159	1259.14444444444	0	482.666666666667	0	3208.67901234568	12335.1624894364	1117.42777777778	9828.9497492284	0	1561.79521604938	0	0	178.851851851852	13.8148148148148	7984236.55405328
0159_AA34_42261_20181120_ST	8045814	8925	5931.22222222223	15.1666666666667	19083.3311011905	11727.4612268518	379.25	386.864583333333	11690.1518518519	2434.12867430923	0	837.241666666667	1006.8172643543	4076.08343621399	651.333333333333	31.2916666666666	402.229166666667	0	178.416666666667	995.388888888888	152.983333333333	1118.67777777778	0.5	409.740740740741	0	3520.39885177836	12440.159892159	1503.57847222222	9140.66165123457	3.20833333333333	1944.72242798354	0	0	78.6111111111111	24.5555555555556	7946724.82343689
0159_AZ03_32018_20180723_ST	8044185	12389.8833333333	6148	33	20876.4647486773	9126.78217592592	157.75	149.375	8840.9787037037	1387.2044569371	0	1185.48611111111	467.256674995101	5418.22600602586	805.444444444443	3.04166666666666	1002.14583333333	0	146.75	718.777777777778	124.435185185185	1264.04629629629	0	460.685185185186	0	3288.1819582231	11543.9823899544	663.288194444444	8866.37993827159	5.5	1435.37353395062	0	0	201.388888888889	12.3333333333333	7947462.83816334
0159_AP39_21395_20180504_ST_E21	7979131	8568.5	5366.6111111111	44.6666666666667	19206.748776455	9389.69085648148	413.25	415.927083333333	10603.5791666667	1144.11352513228	0	961.930555555558	359.294201940035	4427.3539484127	645	10.2916666666667	889.65625	0	144.166666666667	877.75	171.094444444444	956.226851851852	0.75	418.962962962963	0	3046.46610357878	12269.8736014661	1141.77222222222	8541.46518132715	5.04166666666667	1762.64609053498	0	0	115.462962962963	33.6481481481481	7887199.05928874
0159_AB10_26760_20200925_ST	7963037	11948.1666666667	5626	46.3333333333333	21029.6062003968	11707.6208333333	500	193.65625	12218.4255291005	1297.64480452675	0.0476190476190477	940.951388888892	386.17061042524	4562.74131430041	522.777777777777	5.04166666666666	646.875	0	516.916666666667	1156.29761904762	213.591666666667	1319.67777777778	1.75	426.462962962963	0	3399.31853780864	12456.9507380769	1616.44375	9446.73967978395	13.75	2181.47932098765	0	0	87.3518518518519	50.6666666666667	7858517.54376724
0159_AP39_21408_20180806_ST_E21	7961365	11288.45	5120.33333333333	23.5	20325.4550925926	11681.9578703704	427	433.802083333333	11783.9222222222	1335.77471891534	0	924.513888888892	391.488701499118	4468.17193166601	511.5	7.875	432.21875	0	719.333333333333	1013.27777777778	209.638888888889	1423.37962962963	1.25	392.898148148148	0	3305.1255869709	13070.7310371963	1279.92708333333	8731.31018518519	3.16666666666667	2125.42268518519	0	0	125.333333333333	21.0555555555556	7859787.18649597
0159_AB18_26649_20200730_ST	7950161	7888.5	4823.77777777777	8.16666666666667	22298.6246693122	9680.63611111111	406	115.936342592593	16101.9375	1303.20473251029	0	1043.88194444444	352.41426611797	3929.47188443073	222.166666666667	1.20833333333333	170.3125	0	235.666666666667	593.972222222222	222.166666666667	367.088888888889	0	516	0	3419.30018325617	12253.3250909392	1688.94583333333	9245.66300154321	0	1873.05087770062	0	0	71.7407407407408	39.9444444444444	7851287.89598864
0159_AB18_26828_20210129_ST	7886474	9027	5737.66666666667	37.4444444444443	20390.5180390212	8490.88888888889	343.25	155.614583333333	9549.075	1403.64056069959	0	1158.56944444444	444.890003429355	5252.19440614998	746.666666666667	3.54166666666666	780.208333333333	0	33.1666666666667	765.361111111112	156.154761904762	1061.46851851852	0	444.555555555555	0	3125.18072916667	11352.2446223422	705.472222222223	8003.00628858025	0.458333333333333	1379.02071759259	0	0	192.740740740741	22.7222222222222	7795711.2788063
0159_AB10_26129_20181002_ST	7884591	8003.75	4616.8888888889	31.3333333333333	20660.387797619	10271.7424768518	108.5	829.739583333333	14994.2777777778	1665.83842225162	0	1252.625	560.003392612188	4736.38750287821	402.5	3.54166666666666	398.65625	0	133.166666666667	515.761111111112	165.094444444444	993.381481481482	2.25	514.634259259259	0	3209.74867173721	12424.6593419312	1767.93194444444	10117.0783179012	3.79166666666667	1926.77002314815	0	0	85.3888888888889	11.7222222222222	7784183.44886788
0159_AA34_42446_20190715_ST	7881824	13975.1666666667	6276	23	17537.2552083333	11745.6423611111	340	243.614583333333	8930.38935185185	1476.59580761317	0	1088.20277777777	462.156464334705	5036.6260518935	834.944444444443	27.75	692.635416666667	0	159.666666666667	763.972222222222	66.4722222222222	1366.99351851852	0	376.407407407408	0	2937.39438657407	11362.250564925	586.458333333333	8014.36570216049	0	1198.70235339506	0	0	264.277777777778	2.66666666666667	7786034.3930441
0159_AZ03_32055_20190830_ST	7849234	9315.38333333333	5553.83333333333	32.5	19786.4305390212	9192.75833333333	321.333333333333	218.239583333333	7916.47222222222	1575.66415895062	0	1176.95	551.424254115227	5194.93129596969	810.055555555557	2.70833333333334	883.65625	0	122.333333333333	749.333333333333	154.166666666667	1083.30555555555	0.5	439.851851851852	0	2993.4748585391	11561.2185774606	729.945138888889	9470.25993441358	2.58333333333333	1374.07062757202	0	0	154.685185185186	18.6111111111111	7757847.31996692
0159_AP39_21362_20180306_ST_E21	7842222	8655.33333333333	5646.16666666667	9	19517.6947751323	9688.71388888889	344.333333333333	496.53125	11070.8912037037	1369.18345825985	0	933.488888888892	412.538972173231	4498.29051691407	648.166666666667	13.0833333333334	512.46875	0	76.6666666666667	954.277777777778	180.622222222222	886.909259259259	0	442.518518518519	0	3353.98875661376	12264.5527704292	1178.51111111111	9121.77700617284	0.541666666666667	2045.80578703703	0	0	122.685185185186	18.0555555555556	7747759.20267949
0159_AB10_26764_20201024_ST	7793152	17160.75	5081.16666666667	58.3333333333333	19067.1470238095	10339.3918981482	543.5	161.760416666667	9382.61157407408	1364.48406635802	0.0555555555555557	799.298611111112	422.194933127572	4517.85770404664	450.444444444443	23.4583333333334	825.744791666667	0	811.666666666667	923.055555555555	185.716666666667	1391.60740740741	0.5	325.046296296297	0	2883.11510416666	12036.3904518482	1151.68888888889	8132.90530478394	0	1729.72457561729	0	0	115.037037037037	22.6111111111111	7693244.73558161
0159_AB18_100983_20190227_ST	7791107	11918.6666666667	5771.6111111111	37.8333333333333	20889.9948743386	8317.76190476191	235.666666666666	167.371527777778	7617.23392857143	1544.82982253086	0	1247.13551587302	526.484696502057	5500.77552071086	874.11111111111	6.25	885.328125	0	87.1666666666667	738.916666666667	98.3444444444444	1533.29166666667	0	445.796296296297	0	3433.05392875515	11524.5330738352	810.748611111111	9282.03925540122	0	1651.23189300411	0	0	169.240740740741	9.77777777777778	7695781.80417368
0159_AZ03_32019_20180325_STLS	7780732	11116.1666666667	5500.58333333333	62.3333333333333	18976.5025958995	9548.609375	195.479166666666	133.60119047619	6726.4816468254	1583.45128600823	0	1237.88888888889	657.078635116598	5683.39731214073	896	6.875	542.395833333333	0	97.0277777777778	718.166666666667	156.444444444444	1219.54537037037	0.25	374.407407407408	0	2831.03322723765	10797.1384344993	600.138888888889	9184.14268904321	0.833333333333333	1302.32793209877	0	0	129.833333333333	19.9444444444444	7690433.92178677
0159_AB18_26433_20190318_ST	7773054	11658.75	5174.33333333333	8.83333333333333	19513.2389550264	10285.437037037	171.333333333334	532.03125	12347.8240740741	1487.56476888595	0	1062.14166666667	433.987623701744	4640.69373142433	475.666666666667	3.16666666666666	488.270833333333	0	424.916666666667	660.333333333333	176.555555555556	1121.67222222222	0	404.222222222222	0	3158.94958112875	12433.8572151186	1512.11041666667	8556.73726851852	0	1713.83742283951	0	0	114.888888888889	10.2222222222222	7674482.42371114
0159_AZ03_32071_20190315_ST	7752299	9947.33333333333	5162.08333333333	25.6666666666667	19387.2868386243	8820.41145833333	159.5	159.010416666667	8894.38888888889	1253.03054269547	0	1165.95138888889	503.569303595924	5292.53717327225	640.777777777777	4.83333333333334	904.223958333334	0	69.9166666666667	709.205555555555	92.3055555555555	1203.09351851852	0	435.007407407408	0	2784.87224151235	12160.2514602317	1075.46388888889	8830.82137345678	2.41666666666667	1842.31786265432	0	0	94.537037037037	35.6111111111111	7660642.57524099
0159_AY44_33263_20191106_ST	7748498	12371.25	6228.66666666667	25.3333333333333	20803.7469411375	11380.6563657407	305	308.53125	9765.27268518519	1242.28041409465	0	941.930555555558	376.64990569273	4295.46487311385	590.777777777777	7.83333333333334	638.541666666667	0	42.8333333333333	1091.55555555555	182.577777777778	1199.59259259259	0	428.842592592592	0	3454.17739197531	12614.2282508451	1389.46666666667	8717.45254629629	0	1857.35281635802	0	0	89.7592592592592	15.1666666666667	7648133.05878178
0159_AB18_102734_20190123_ST	7740831	11185.8333333333	6849.77777777777	11.3333333333333	19869.0904100529	11461.9996527778	189.5	397.03125	10764.9148148148	1441.40001286008	0	1111.73888888889	391.377786351166	4896.65923010974	871.333333333333	1.16666666666667	302.552083333333	0	27.3333333333333	708	160.611111111111	789.666666666666	0	420.916666666667	0	3428.8594521605	11557.05424842	1170.43333333333	9399.90219907407	0	1429.80825617284	0	0	162.333333333333	15.6111111111111	7641814.76171498
0159_AP39_21334_20181120_ST_E21	7699264	9519.56666666667	5096.6111111111	24.3333333333333	20298.0183586861	6467.65380291005	133.5	160.979166666667	10169.5830026455	1414.58199772193	0	1119.48611111111	447.186146629434	4789.9977662037	684.277777777777	2	559.885416666667	0	196.583333333333	630.263888888889	234.538888888889	1206.42314814815	0	434.712962962963	0	3281.71798666226	12352.040021954	1262.97013888889	9408.51552854937	0.125	1826.51180555556	0	0	107.425925925926	14.2777777777778	7607420.23293434
0159_AB18_26717_20201211_ST	7640177	15681.1666666667	4859.66666666667	49.8333333333333	18895.0048996914	10100.9979166667	537.833333333335	204.197916666667	9330.14907407407	1507.41828519988	0	844.541666666667	419.088116059181	4737.47572496162	568.944444444443	4.41666666666666	1290.52083333333	0	541.25	951	173.722222222222	1222.11111111111	0.999999999999997	380.25	0	3088.14435901676	12108.3292661792	1283.1625	9376.6043595679	2.5	1677.26072530864	0	0	192.166666666667	11.5555555555556	7540136.68768994
0159_AP39_21307_20180730_ST_E21	7590244	11963.3333333333	4985.66666666667	10.6666666666667	17973.4918320106	11492.728125	711.5	720.25	9094.92824074074	1262.43113609641	0	763.902777777777	327.915201842053	3406.14152471585	440.5	0.583333333333334	309.635416666666	0	135.75	1062.38888888889	173.472222222222	941.089814814814	10.75	411.333333333333	0	3262.12249412111	10624.0894804527	1442.93263888889	8006.36273148148	12.3333333333333	1899.61194701646	0	0	81.4444444444444	52.2222222222222	7498664.42219393
0159_AB18_26823_20201001_ST	7586953	14727.5	4964.33333333333	34.5	18298.1178075397	9959.54236111111	440	201.395833333333	10148.6384259259	1300.91670340976	0	805.172222222222	334.31483931021	4177.56046253429	522.555555555557	12.6666666666666	481.208333333333	0	779.333333333333	880.111111111112	175.138888888889	1305.83888888889	0.999999999999997	314.712962962963	0	3016.9672563933	12103.7259681805	1189.27986111111	8173.50520833333	0.166666666666667	1747.88144290124	0	0	144.62962962963	21.3333333333333	7490690.95290399
0159_AB10_26778_20210112_ST	7569828	11181.75	4652.55555555557	28.3333333333333	19627.0212797619	10419.6355324074	391.5	479.614583333333	13035.9555555556	1399.62813234862	0	994.277777777775	384.215051195375	4531.63775520119	450.944444444443	10.3333333333333	637.802083333334	0	465.166666666667	819.027777777778	146.583333333333	1630.30092592593	7.74999999999998	333.787037037037	0	3299.32080853175	13281.7647205075	1709.96458333333	9466.84529320988	40.5416666666667	2200.72469135802	0	0	123.574074074074	31.1666666666667	7468046.27733733
0159_AP39_21369_20180329_ST_E21	7550168	7472.41666666667	5181.5	15.5555555555556	21163.2679563492	13171.9247685185	168	756.072916666667	12937.0828703704	1468.15127314815	0	1261.02083333333	404.50825617284	4853.38160258059	360.833333333333	1.54166666666666	347.348958333333	0	37.75	651.25	192.835185185185	1027.18703703704	0	561.388888888889	0	3264.00542052469	13673.6471468989	1756.55555555556	9832.37172067901	0	1962.73032407408	0	0	73.037037037037	18.3333333333333	7447554.30169309
0159_AV42_66197_20191014_ST	7528902	8142.33333333333	4805.33333333333	17.6666666666667	18918.9557043651	8134.65219907407	368.5	242.333333333333	9068.44583333333	1191.33886500588	0	984.319444444442	338.951835929845	4166.97688751306	587.38888888889	4.70833333333334	481.770833333333	0	293.083333333333	910.638888888888	182.694444444444	1061.76296296296	0.75	429.00462962963	0	2986.85791721781	11973.4116239834	1322.94791666667	8773.51292438272	5.58333333333333	1744.48711419753	0	0	88.3703703703703	31.2222222222222	7441643.99682648
0159_AP39_21088_20180323_ST	7506894	7570.5	5365.1111111111	24.1666666666667	20457.728207672	10723.68125	422.833333333333	399.71875	10639.6398148148	1302.0412808642	0	938.280555555558	408.221965020576	4147.66188443073	499.333333333333	13.0833333333334	448.958333333333	0	38.5	1118.83333333333	178.166666666667	985.503703703704	0.25	450.740740740741	0	3251.78396990741	12210.8161329732	1660.48888888889	8995.34336419753	0	2030.06261574074	0	0	46.1111111111111	40.9444444444444	7412525.49520882
0159_AB18_26678_20200321_ST	7503849	11120.5833333333	5149.83333333333	43.5	19873.9373842593	9330.53321759259	315	380.645833333333	10688.1111111111	1301.6466765873	0	936.265277777775	403.829265873016	4721.12605446551	630.11111111111	13.375	697.067708333333	0	170	795.138888888888	162.379365079365	1234.44074074074	2	407.138888888889	0	3149.66612746179	11504.7965985082	1129.38541666667	8090.19386574073	13.25	1714.56999742798	0	0	114.888888888889	30.3888888888889	7409725.19702571
0159_AP39_21339_20181113_ST_E21	7489554	9768.88333333333	5206.55555555557	22.6666666666667	19836.5604497355	8958.34363425926	310.666666666667	300.90625	10115.5601851852	1293.01794900059	0	976.383333333333	493.799003037429	4617.75779014795	595.5	10.625	864.166666666667	0	126.916666666667	770.013888888888	149.8	1036.39722222222	0.25	384.805555555555	0	2937.35654210758	11671.3528384039	1049.07083333333	8473.35455246914	6	1736.55027006173	0	0	124.462962962963	26	7397690.27618374
0159_AP39_21355_20180223_ST_E21	7456443	11175	4062.94444444443	13	18486.706630291	5862.82476851852	211	99.9027777777778	9908.96388888889	1501.78475896531	0	1000.3125	452.921320791691	4319.49812242798	307	2.75	247.395833333334	0	685.5	664.955555555555	96.6666666666667	1266.78518518519	0	418.12962962963	0	2911.20052542622	12721.5793356849	1667.34930555556	9610.06385030863	0	1922.88344907408	0	0	60.9259259259259	12	7366752.95552555
0159_AZ03_32003_20171013_ST	7437239	11882.8333333333	4672.27777777777	33.1666666666667	17838.8427028219	9770.39998346561	272.104166666667	346.535416666667	8824.20314153439	1195.21725271899	0	1047.63253968254	395.450390701548	4786.28228209305	668.555555555557	7.95833333333334	593.739583333334	0	513.833333333333	783.277777777778	122.765873015873	1573.72962962963	1.75	318.485185185186	0	2881.75124834656	11974.3900887039	1137.78819444444	8830.96826774692	50.0416666666667	1939.66292438271	0	0	129.833333333333	50.0555555555556	7344595.46779553
0159_AP39_21085_20180602_ST	7415818	7850.5	5056.66666666667	20.8333333333333	18843.1138613316	10708.1842592593	477.5	204.322916666667	11143.6185185185	1037.99594907407	0	860.923611111108	305.126929012346	3666.98107681756	449.5	7	450.166666666666	0	11.3333333333333	1045.72222222222	236.361111111111	609.600000000001	0	402.333333333333	0	3033.42447916667	10153.723330945	1236.11527777778	7661.1568287037	0.0833333333333333	1737.48518518519	0	0	55.2777777777778	18	7328534.94999865
0159_AZ03_32048_20190111_ST	7415432	9979.5	4393	29	21118.3695436508	12417.4538194444	220	548.635416666667	11422.4550925926	1476.91662441211	0	1107.95694444444	438.307379237703	4384.37704940721	405.055555555557	4.33333333333334	306.4375	0	530.833333333333	616.916666666667	156.222222222222	1125.90925925926	0.25	444.407407407408	0	3171.30712724133	12243.8057558054	1664.77083333334	9814.0543595679	0.583333333333333	2038.70784465021	0	0	45.5740740740741	13.9444444444444	7315312.91507992
0159_AP39_21336_20181130_ST_E21	7392087	8839.66666666667	5869.33333333333	26.8333333333333	19289.0606150794	8212.76990740741	135.75	263.638888888889	9067.18703703704	1214.62011316872	0.0555555555555557	1008.97777777778	370.228223593965	4748.29598251029	681.61111111111	4.54166666666666	704.822916666667	0	39.6666666666667	695.916666666667	155.338888888889	1074.52962962963	0	418.574074074074	0	3008.40939429013	11170.487640083	863.490277777775	7736.55989583333	0	1553.66361882716	0	0	138.574074074074	12.5555555555556	7304781.84048884
0159_AB18_26717_20201005_ST	7376838	17285.1666666667	3974.8888888889	16.8333333333333	19208.5796792328	10764.1297453704	596.833333333335	166.854166666667	9803.96527777778	1821.39861662258	0	665.436111111111	423.745374044679	4162.52530735597	412.666666666667	8.58333333333334	453.703125	0	1301.16666666667	968.027777777778	149.277777777778	1641.55555555556	10.5	293.675925925926	0	3185.61997078924	13222.2643559854	1704.82430555555	8494.43084490741	23.9583333333333	1991.11651234568	0	0	123.092592592592	15.5	7273947.67975538
0159_AB10_26039_20180723_ST	7363922	6428.83333333333	4622.33333333333	19	22078.7384424603	12331.060300926	65.5	817.520833333333	14014.7814814815	1363.04501028807	0	1151.44444444444	405.613340192044	4364.09928697988	234.444444444444	3.125	231.666666666667	0	58.1666666666667	505.25	174.888888888889	1341.48425925926	0	483.518518518519	0	3730.65615354938	12242.8549636856	2092.15694444444	10237.0866126543	0	2141.4180941358	0	0	39.462962962963	21.8888888888889	7262721.96112846
0159_AB10_26390_20190116_ST	7352681	8020.25	5662.3888888889	30	17931.5011739418	8660.97083333334	116	272.489583333333	7587.8875	1277.03298611111	0	1050.98333333333	440.179398148148	4772.65830883794	839	4.91666666666666	641.677083333334	0	62.75	655.138888888888	110.177777777778	972.366666666666	0	429.481481481481	0	2834.57011959877	10781.3225216784	895.970138888892	8492.22677469135	0	1398.14182098766	0	0	158.222222222222	10.5	7268572.19583119
0159_AB18_26647_20210115_ST	7341292	10686.5	5314.66666666667	26.5	19157.4335648148	9265.49664351852	236.25	435.708333333333	9131.62962962963	1109.84079218107	0	956.763888888892	350.749417009602	4542.52134969626	663.11111111111	3.20833333333334	626.255208333333	0	187.833333333333	875.805555555555	163.472222222222	873.886111111112	0	438.111111111111	0	2925.56712962963	11524.7813340498	1135.5	8368.05418595678	0.5	1511.99560185185	0	0	121	19.7222222222222	7250639.13625444
0159_AB18_26426_20190328_ST	7334104	7745.83333333333	5650.72222222223	24.1666666666667	18518.2419973545	9274.44918981482	328	432.197916666667	10480.3375	1140.10513117284	0	908.990277777775	309.014531893004	4113.11206404321	572.666666666667	2.16666666666666	324.6875	0	73.3333333333333	805.027777777778	135.005555555556	741.6	0	416.333333333333	0	2991.09034207819	10654.6586502425	1153.44027777778	8009.72210648148	0	1666.52192644033	0	0	101.12962962963	35.1666666666667	7247496.27873641
0159_AV42_66179_20190929_ST	7292431	8228.08333333333	4954.16666666667	23	16707.1078869048	10168.9202546296	216.3125	318.895833333333	8268.075	1321.20685442387	0	1088.15138888889	457.063828875171	4733.8310985368	778.722222222223	3.20833333333334	574.6875	0	43	740	154.75	1415.08240740741	0	362.787037037037	0	2883.56062885802	10382.8365668786	920.368055555558	8849.50140817901	0	1510.22013888889	0	0	107.87037037037	15.1666666666667	7207204.42401901
0159_AB10_26740_20200927_ST	7258407	16113.7666666667	4963.22222222223	145.666666666667	17890.7594742064	9015.06631944444	362.666666666667	160.041666666667	8214.36296296296	1257.58245149912	0	917.244444444442	387.767930629042	4418.06523491083	733.444444444443	0.0416666666666666	510.052083333333	0	88.0833333333333	811.805555555555	104.527777777778	964.777777777778	0	371.592592592592	0	3024.13742835097	9818.71617247207	1075.19375	8327.17573302469	6.95833333333333	1380.17480709876	0	0	105.037037037037	10.7222222222222	7167228.34657799
0159_AB18_26417_20190218_ST	7254604	11808.8333333333	4422.8888888889	14.3333333333333	18157.6452766755	9194.4900462963	511	183.041666666667	9555.13333333334	1249.08987360376	0	830.458333333333	356.606212032138	4183.99717857959	541.88888888889	12.0833333333333	579.416666666667	0	915.333333333333	836.583333333333	195.388888888889	1280.20092592593	53	298.333333333333	0	3090.29632936508	12841.8150020515	1290.40902777778	8233.16907793209	101.208333333333	2040.09903549383	0	0	166	26.2777777777778	7161634.97923649
0159_AZ03_32008_20180124_ST	7252551	9858.66666666667	5105.5	28.1666666666667	17872.9677799824	8190.45567129629	259.833333333333	244.989583333333	8667.14074074074	1176.49876506467	0	986.665277777775	344.702880413482	4515.64513074417	612.88888888889	0.75	593.229166666667	0	91.8055555555555	777.888888888888	140.111111111111	899.512037037037	0	403.148148148148	0	2946.6054883157	10767.1180679563	990.116666666667	8106.72103780864	0.25	1515.28699845679	0	0	125.592592592592	24.7777777777778	7167303.96507811
0159_AA34_42409_20190428_ST	7242592	7224.66666666667	5189.41666666667	11.5	15868.5842427249	9685.83854166667	283	183.59375	11996.6430555556	1255.99238866843	0	971.348611111108	386.513444297472	4139.68417481138	692.5	5.95833333333334	438.5	0	47.8333333333333	896.380555555555	202.138888888889	948.95	0.25	407.222222222222	0	2737.39238866843	11868.3649025389	1226.70416666666	9250.76425540122	1.16666666666667	1783.51797839506	0	0	93.9074074074074	17	7154776.66735875
0159_AZ03_32032_20180919_ST	7228392	8635	5056.33333333333	26	18424.338332231	8543.28032407407	187	245.038194444444	10199.0435185185	1182.25688014403	0	1002.68333333333	428.23606824417	4484.78860461983	615.222222222223	4.16666666666666	655.375	0	93.6666666666667	697.361111111112	163.083333333333	969.53148148148	0	413.944444444444	0	2831.57217721193	10956.5775614528	967.814583333333	8062.35484182099	0.166666666666667	1628.01595936214	0	0	111.703703703703	21.4444444444444	7141786.00054714
0159_AB18_26665_20200817_ST	7224859	8726.08333333333	5278.05555555557	45.5555555555557	18731.2359292328	9003.80208333333	184.5	218.895833333333	7476.54583333333	1462.8978909465	0	1018.75138888889	597.348593964335	4518.28522156085	688.61111111111	4.25	611.395833333333	0	87.8333333333333	902.083333333333	102.838888888889	1098.91296296296	0	448.814814814814	0	2879.23831018518	11057.6513898075	1077.26597222222	8771.99382716049	0.666666666666667	1628.36601080247	0	0	124.092592592592	13.462962962963	7138099.56477078
0159_AB10_26745_20201112_ST	7213883	22448.6833333333	5747.1111111111	21.6666666666667	17127.866765873	10542.2748842593	554.916666666665	219.040509259259	8673.99583333333	1162.51745848031	0	859.947222222225	390.553173378405	4876.73690035273	688.444444444443	41.2083333333334	1221.94791666667	0	308.416666666667	822.166666666667	210.111111111111	1760.58981481481	9.99999999999998	261.907407407408	0	2830.51261665932	10712.2252815439	671.35	7507.55418595678	11.5833333333333	1336.48319187243	0	0	240.259259259259	7.77777777777778	7112615.15146755
0159_AP39_21113_20190110_ST	7132876	12680.5	5312.91666666667	45.2777777777777	19025.8132164903	9354.3162037037	688.75	727	9615.4537037037	1038.50488683128	0	901.351388888892	342.892146776406	3820.17381481073	488.944444444443	4.875	220.354166666667	0	43.5833333333333	1028.16666666667	268.416666666667	642.918518518518	0	415.222222222222	0	2925.91211419753	10940.6409054723	1319.30694444444	9062.83024691357	0	1877.08950617284	0	0	60.7962962962963	72.3888888888889	7039951.60427344
0159_AB18_26714_20201224_ST	7107080	8553.16666666667	5200.77777777777	34.5	18683.4791005291	8258.38425925926	275	417.4375	10445.2074074074	1017.83422067901	0	924.069444444442	333.326517489712	4407.87216422937	603	2.125	807.708333333333	0	263	813.444444444445	235.316666666667	1122.89351851852	0.25	423.759259259259	0	2845.09686856996	11486.3199992651	1027.80208333333	7974.79648919753	0.0833333333333333	1546.79485596708	0	0	108.148148148148	30.1111111111111	7019238.29483037
0159_AB18_26396_20190529_ST	7055365	6566.5	5445.66666666667	19.5	19131.987037037	7396.23530092592	184.333333333334	375.71875	9254.0125	1177.67193930041	0	944.645833333333	350.633144718793	4129.51243655693	527.166666666667	1.20833333333333	394.380208333333	0	28.6666666666667	760.25	219.027777777778	808.614814814814	0	410.592592592592	0	2906.0215470679	11701.7623906893	1302.26875	8597.2600308642	0	1725.05736882716	0	0	65.6111111111111	22.8888888888889	6970917.80591049
0159_AZ03_32077_20190530_ST	7037930	7967.25	4946.22222222223	21.3333333333333	17873.5233300264	9388.75902777778	279.833333333333	255.822916666667	10944.1990740741	1287.03013484715	0	965.422222222225	397.705275083285	4160.43297539438	608.944444444443	18.8333333333334	443.614583333333	0	114.916666666667	856.833333333333	125.277777777778	970.016666666668	7.5	398.796296296297	0	2883.42084986772	10627.5899672986	1268.27430555556	8361.24332561727	0.0833333333333333	1758.83348765432	0	0	90.7037037037037	3.77777777777778	6950903.80630236
0159_AZ03_32037_20201020_ST	7027428	9907.7	5027.16666666667	56.1666666666667	16835.3335482804	9280.11145833333	62.7083333333335	152.288194444444	6853.18009259259	1347.08378343621	0	1153.00694444444	490.176225994513	5373.09550276798	883.38888888889	4.70833333333334	699.895833333334	0	74.5833333333333	620.416666666667	112.974074074074	1402.33796296296	0	341.212962962963	0	2655.62650462963	10668.0956441064	922.034027777775	9331.80536265431	0	1434.89629629629	0	0	102.574074074074	9.05555555555555	6941626.37706239
