sample_id	total	catalytic_activity__acting_on_a_protein	peptidyl_prolyl_cis_trans_isomerase_activity	protein_disulfide_isomerase_activity	dihydrolipoyllysine_residue_succinyltransferase_activity	dolichyl_phosphate_mannose_protein_mannosyltransferase_activity	holocytochrome_c_synthase_activity	peptidylamidoglycolate_lyase_activity	polypeptide_N_acetylgalactosaminyltransferase_activity	protein_kinase_activity	protein_lysine_6_oxidase_activity	phosphoprotein_phosphatase_activity	dihydrolipoyllysine_residue_acetyltransferase_activity	peptidase_activity	protein_methyltransferase_activity	protein_prenyltransferase_activity	palmitoyl__protein__hydrolase_activity	protein_tyrosine_sulfotransferase_activity	microtubule_severing_ATPase_activity	ubiquitin_like_modifier_activating_enzyme_activity	X_acyl_carrier_protein__phosphodiesterase_activity	X_protein_PII__uridylyltransferase_activity	phosphatidylglycerol_prolipoprotein_diacylglyceryl_transferase_activity	protein_disulfide_reductase_activity	protein_N_acetylglucosaminyltransferase_activity	aminoacyltransferase_activity	lipoate_protein_ligase_activity	biotin_protein_ligase_activity	deoxyhypusine_monooxygenase_activity	protein_cysteine_S_acyltransferase_activity	ubiquitin_like_protein_transferase_activity	protein_xylosyltransferase_activity	peptidyl_proline_dioxygenase_activity	protein_lysine_deacetylase_activity	lipoyl_octanoyl__transferase_activity	protein_deglycase_activity	peptide_O_fucosyltransferase_activity	X_glutamine_synthetase__adenylyl_L_tyrosine_phosphorylase	protein_glucosylgalactosylhydroxylysine_glucosidase_activity	protein_methylesterase_activity	peptide_lysine_N_acetyltransferase_activity	microtubule_plus_end_polymerase	peptidyl_aspartic_acid_3_dioxygenase_activity	protein_glycine_ligase_activity	protein_glutamic_acid_ligase_activity	peptidyl_lysine_5_dioxygenase_activity	protein_O_GlcNAc_transferase_activity	protein_ribulosamine_3_kinase_activity	protein_methylthiotransferase_activity	catalytic_activity__acting_on_a_glycoprotein	protein_demethylase_activity	ATP_dependent_histone_chaperone_activity	NAD__protein_ADP_ribosyltransferase_activity	Remaining
0159_AP39_21215_20180801_ST_E21	20666946	0	30899.2583333333	0.5	262.925	1351.75	1.75	1	0	49180.5527777777	0	19127.5777777778	449.866666666667	359071.379315476	7055.20277777776	4	0	12.5	0	6569.6	254.5	412.666666666667	4826.08333333333	7693.60138888889	0	5950.05833333334	529.644444444443	2599.125	0	0.125	29.2916666666667	377.833333333333	0.166666666666666	679.42976190476	824.75	0.875	0	41.0083333333333	0	703.083333333335	0	0	0	0	0.833333333333335	0	0.5	1.5	1604.96666666667	916.75	0.25	0	590.5	20164920.5950893
0159_AP39_21325_20180920_ST_E21	20574440	0	29665.5416666666	0	70.925	1015.25	20.25	4.5	0	50071.7388888889	0	15885.7888888889	11.8333333333333	514994.695089286	6085.52013888887	1	0	0	0	4575.75	9	55	4680.33333333333	8039.47916666667	0	5863.00833333334	225.7	2280.16666666667	0	0	29.5	376	0	713.203571428571	1369.83333333334	0.625	0	25.6583333333333	0	768.25	58	0	0	0	0	0	0	11.25	1526.225	645.25	0	0	457.5	19924903.224256
0159_AP39_21086_20180503_ST	20516172	0	29003.0833333334	0.625	67.825	817.5	7.75	1.25	0	58988.1910714286	0	14662	18.5	412078.477827381	5312.54930555555	0	0	20.5	0	6157.45833333335	534	123.25	4079	7418.31944444445	0	6161.91666666667	143.166666666667	2534.8	0	0	33.5	764.75	3.5	566.95	1037.66666666666	0	0	65.55	0	1040	0	0	0	0	0	0	0	0.5	1139.99166666666	403.666666666667	0	0	2776.58333333333	19960209.1790179
0159_AY44_33022_20170915_ST	20492098	0	35549.2916666666	0.25	30.75	677.5	29.25	0	0	51064.0291005291	0	16922.0583333333	33.1666666666667	402036.795287699	6764.54027777776	0	0	72.5	0	5412.79166666665	141.5	356.583333333333	4738.91666666667	8367.01736111111	0	7749.5	167.455555555556	3178.325	0	0	70.4166666666667	529.666666666665	3.5	686.795833333335	1127.20833333334	0.25	0	200.766666666667	0	1009.5	0	0	0	0	0	0	0	8	1704.15833333333	1074.70833333334	0	0	250.75	19942140.0582507
0159_AV42_66184_20190930_ST	20318581	0	33039.9621212121	0.166666666666666	0.975	637.5	0.75	0.666666666666665	0	51701.2583333334	0	16524.625	3	394434.037608225	6452.90833333335	0	0	0	0	5867.25	20	73.5	4716	8440.11111111111	0	4812.75	166.833333333333	2811.9	0	0	55.7916666666667	554	1.5	683.580952380951	764.583333333335	0.5	0	39.575	0	846	0	0	0	0	0	0	0.5	1	1621.59166666667	704.083333333335	0	0	561.5	19783042.5998737
0159_AP39_21056_20180125_ST	20222469	0	33528.3704545455	1.125	22.225	117	0	0	0	54357.796031746	0	10992.3333333333	28.9	417506.093885281	5568.69791666668	0	0	0	0	5446.08333333335	30	192.321428571428	4563.58333333333	8647.52083333333	0	6442.03333333333	461.033333333333	2505.16666666667	0	0.25	9.625	299.25	0	536.802380952381	1442	4.375	0	76.3666666666665	0	958.5	0	0	0	0	0	0	0	3.5	1318.94166666667	904.75	0	0	489.833333333333	19666014.5220689
0159_AB10_26288_20181210_ST	20151645	0	30104.3159090909	8	1003.975	832.5	5	0.416666666666667	0	48289.7849206349	0	15316.2416666667	415.766666666667	368164.504536436	5621.0826388889	0.166666666666666	0	58	0	5477.33333333335	387	647.916666666665	4305	9739.15972222222	0	6812.88333333334	545.333333333333	2652.54166666667	0	0	53.1666666666667	419.583333333333	3.5	571.072619047617	996.833333333335	180.625	0	82.3333333333335	0	885.125	237.5	0	0	0	0.166666666666666	0	0.25	1	1435.68333333333	280.341666666667	1	0	831.583333333335	19645278.312987
0159_AZ03_32033_20180922_ST	20110177	0	28739.4166666666	3	1620.475	550.25	4	0	0	48224.5049603175	0	13290.3333333333	731.833333333333	344319.800563672	5314.89166666667	1.3	0	10.5	0	4896.58333333333	431.5	980.458333333335	3777	9915.02083333334	0	6414.375	612.333333333333	2545.05833333334	0	0	17.125	214.083333333334	0.5	532.816666666665	1342.33333333334	150	0	60.35	0	1128.91666666666	0	0	1	0	0	0	0	0	1132.75	319.875	2.75	0	1078.66666666666	19631813.1986427
0159_AK37_71057_20190430_ST	19997723	0	28159.0166666666	22	792.125	695.5	12	0.416666666666667	0	52665.8441798942	0	13060.6734126984	718.044444444443	339714.001925505	5842.22222222222	1	0	1	0	4570.20833333333	399.25	710.125	4423.58333333333	10066.4930555556	0	7985.75000000001	602.333333333333	2278.78333333334	0	0	49.25	767.5	3.5	547.416666666665	1579.45833333334	2	0	56.8416666666665	0	1032.93333333333	0.5	0	0.5	0	3.66666666666667	0	0.25	0.5	1386.15833333333	953.125	0.625	0	502.5	19518115.904093
0159_AP39_21278_20180823_ST_E21	19955915	0	18692.3416666666	1.25	77.05	3311.5	9.5	0.25	0	44779.6049603175	0	19220.95	83.4	248281.120156926	7424.27108585859	0	0	0.5	0	3854.625	81	96.5	3563.91666666667	7371.96875	0	6120.925	909.233333333333	1421.725	0	0	202.083333333333	120.25	1.66666666666666	532.033333333335	199.333333333334	3.75	0	24.3166666666666	0	517.125	1	0	1.5	0	0	0	1	0.75	1777.875	267.333333333333	0	0	2939.5	19584023.8517136
0159_AP39_21284_20190102_ST_E21	19897187	0	43824.85	0	13.85	683.5	57.25	0	0	44414.2224206349	0	10687.4166666667	12.6666666666667	414323.272023809	4852.25625	0.5	0	0	0	6203.04166666665	109	161.666666666666	4791.25	8675.71527777778	0	4796.0625	121.5	3032.48333333333	0	0	64.75	1108.75	7.16666666666665	392.516666666666	334.666666666667	0.25	0	80.4416666666665	0	517.708333333335	0	0	0	0	0	0	0.5	0.75	1594.73333333333	298.5	0	0	329	19345696.7631944
0159_AP39_21216_20180227_ST_E21	19850787	0	29451.2121212121	5	39.325	726.5	47.75	0.166666666666666	0	51824.3245039683	0	15337.875	36	361882.523647186	6043.74166666667	0	0	33	0	8398.16666666665	206	211	4312.5	8397.61805555556	0	6254.45833333333	164.5	2619.71666666666	0	0	71.375	605.25	0	641.342857142855	1082.25	1.625	0	76.85	0	880.333333333335	0.166666666666666	0	0	0	0	0	0.5	1.75	1319.175	755.458333333335	0.125	0	2431	19346928.4204816
0159_AZ03_32051_20190819_ST	19702488	0	28771.5	0.75	163.075	1395.25	9.66666666666665	0	0	51512.5670634921	0	17871.6488095238	242.633333333333	382189.695982143	5774.7465277778	1.5	0	16	0	4908.125	282.5	158.833333333334	4509.5	7884.89583333333	0	6815.59166666667	481.744444444443	2172.25	0	0	27.9166666666667	514.416666666665	2	679.644047619049	1000.16666666667	19.25	0	13.975	0	910.458333333335	10.25	0	0	0	0	0	0	0	1543.3	426.166666666667	0.25	0	1042.5	19181135.2322917
0159_AP39_21310_20180719_ST_E21	19247900	0	28154.3166666667	2.125	42.4833333333333	965.75	0.25	0.333333333333333	0	50227.9271825397	0	17429.4630952381	23.3333333333333	353215.413893398	5523.58409090911	0.166666666666666	0	20	0	6061.54166666665	239	177.416666666666	4534	8392.83333333333	0	5827.64166666666	486	2486	0.166666666666667	0	72.1416666666667	721.166666666665	5	586.342857142855	897.583333333335	26	0	79.1166666666665	0	747.958333333335	1.75	0	0	0	0	0	0.75	3.75	1423.76666666667	819.958333333335	0	0	315.333333333333	18758389.6355474
0159_BC12_41015_20171213_ST	19142883	0	33231.25	0.75	93.625	1007.75	0	0.166666666666666	0	46503.7871031746	0	19628.5416666667	20.1666666666667	343696.817031927	6149.16319444445	0	0	78	0	5148.04166666665	273	444.25	4673	8251.40972222222	0	6715.05	235.055555555556	3135.19166666666	0	0	223.875	472.5	11.5	661.075	849	0.25	0	192.441666666666	0	818.958333333335	2.75	0	0	0	0	0	0.5	14.5	1579.01666666667	1028.54166666666	0	0	739.333333333335	18657003.7423927
0159_AA34_42476_20191015_ST	19083819	0	29064.5530303031	0.5	15.6	712	3	0.25	0	53028.7025793651	0	13731.375	13	364228.743709415	4599.51805555555	13.5	0	22.5	0	5292.75	158.5	265.583333333333	3695	8749.21527777778	0	6858.875	288.166666666667	2613.875	0	0	133	911.25	15	554.560714285714	1893.33333333334	83.375	0	136.091666666666	0	877	0.25	0	0	0	0	0	0	0.75	1306.3	1455.88333333334	0	0	2151.91666666667	18580945.0816333
0159_AP39_21141_20180213_ST	18773165	0.25	31850.8075757576	13.75	83.325	1130	0	0.166666666666666	0	41123.4737433862	0	18881.7297619048	29.3333333333333	319309.749156746	6513.35902777778	7.15	0	7	0.1	6151.12499999998	33	230.333333333334	6118	7110.84722222222	0	4412.46666666667	295.166666666667	2633.9	0	3	113.875	521.166666666665	1.5	729.384226190478	392.416666666667	1.5	0	31.3666666666666	0	566.266666666665	15.4166666666667	2.25	0	0	0	0	0.25	0	1867.38333333334	499.166666666667	0	0	651.5	18321833.524286
0159_AP39_21331_20190102_ST_E21	18743250	0	25809.25	1	296.625	1308	11.25	0.25	0	49745.4944444444	0	14985.5611111111	208.766666666667	342225.486507937	5885.7263888889	0	0	7.5	0	4809.375	103.75	339.583333333333	3920.5	7752.30555555555	0	6155.96666666667	303.133333333333	2085.175	0	0	98.5416666666667	553	0.666666666666665	580.365476190475	689	7.625	0	110.341666666666	0	677	0	0	0	0	0.166666666666666	0	4.5	0	1208.44166666667	910.55	0	0	343.666666666667	18272111.4355159
0159_AP39_21224_20180730_ST_E21	18648432	0	26790.9055555555	0.125	168.975	634.25	1	0.166666666666666	0	57517.1932539683	0	14724.8392857143	5.5	358608.894178391	5072.64172979798	0	0	21	0	5121.05833333335	28.5	52.6666666666665	3532.66666666667	7975.85763888889	0	4097.375	504.833333333333	2207.44166666666	0	0	16.125	431.75	0.5	522.408333333335	1252.16666666666	0	0	24.9166666666667	0	1099.54166666666	0	0	0	0	0	0	0.5	0.5	1256.025	1099.58333333334	0	0	742.333333333335	18154919.7600244
0159_AP39_21061_20180816_ST	18643713	0	30208.3666666667	0.25	14.8	881.5	0.75	1	0	49928.2083333333	0	15296.0892857143	9.73333333333333	349667.411160714	5964.65833333333	0.5	0	0	0	6810.91666666665	189	95.8214285714285	3999.41666666667	7247.375	0	5009.1	287.4	2063.11666666666	0	0	26.4583333333333	240.75	0.5	590.926190476192	875.666666666665	0.875	0	37.9916666666667	0	1041.91666666666	0	0	0	0	0	0	0	0	1421.16666666666	600.541666666665	0	0	1740.25	18159460.5436012
0159_AZ03_32023_20180717_ST	18389472	0	26880.3825757576	14.5	416.225	1072.75	16.5	0.416666666666667	0	41441.3581349206	0	17510.6277777778	362.744444444443	300717.938216992	6436.40833333332	8.5	0	1	0	5680.33333333335	279	478.458333333333	4267.5	8187.06150793651	0	5404.68333333334	584.077777777777	2219.04166666667	0	5.625	167.291666666667	259.75	1	668.3375	461.196428571428	43.25	0	46.8666666666667	0	839.25	25.0416666666667	1.75	0	0	0	0	0.25	0	1485.50833333334	553.125	0.75	0	853.166666666665	17962080.3339691
0159_AP39_21057_20180521_ST	18296289	0	26824.4555555555	1	473.375	1031	4	0.25	0	46154.7562830688	0	16194.7666666667	63.7333333333333	300714.318402778	5873.27986111111	2	0	35	0	5276.04166666665	149	56.5	4502.41666666667	8417.5625	0	6143.30833333333	445	2617.91666666667	0	0.5	28.5	422.25	1.5	628.898809523808	1903.59166666667	1.5	0	15.4083333333333	0	497.583333333333	0.25	0	1	0	0	0	0	0	1670.6	607.75	0	0	659.583333333335	17864870.403588
0159_AA34_42100_20180523_ST	18138798	0	27660.1666666666	11.5	250.075	155.5	19.5	0	0	32119.5660714286	0	15225.9305555556	215.4	297071.89389881	6547.83333333335	0	0	0	0	3772.41666666667	46.5	327.125	3774.25	8978.45833333333	0	2683.66666666667	740.722222222223	1998.70833333334	0	0	99.125	20.5	1	350.475	103.916666666667	11.75	0	125.55	0	301.583333333333	1	0	0	0	0.166666666666666	0	0.25	0	1117.325	818.591666666665	0.25	0	1174.58333333334	17733072.7205853
0159_AP39_21052_20180510_ST	18125164	0	32106.5621212121	26.375	13.1	1158.75	5.75	0.25	0	47152.7670634921	0	13701.5797619048	77.8333333333333	348779.714488637	5240.28888888889	9.5	0	48.5	0	4946.45833333333	159.5	141.25	4363.83333333333	7183.45833333333	0	5034.65833333333	317	2597.63333333334	0	0	23.625	590.416666666665	0	571.286904761906	1102.33333333334	0.625	0	60.65	0	601.04642857143	68.5	0	0	0	0	0	0.5	0	1625.83333333334	502.333333333333	0.583333333333333	0	507	17646444.5043425
0159_AV42_66162_20190810_ST	17949681	0	29528.3333333334	0	73.2	681	1	0.5	0	46934.9357142857	0	15320.3611111111	18.9	337231.936607143	6137.01388888887	0	0	0	0	5137.16666666665	123	90.6666666666665	4511	7383.51041666667	0	5535.58333333333	109	2334.56666666666	0	0	22.5416666666667	510.083333333335	0	656.609523809524	923.083333333335	5.5	0	48.225	0	913.75	48	0	0	0	0	0	1	0	1417.85833333333	331.416666666667	0	0	1180.83333333334	17482470.4244048
0159_AP39_21317_20180801_ST_E21	17947935	0	27105.3333333334	8.5	66.2	633	2.5	0.416666666666667	0	46784.2738095238	0	14303.4166666667	15.3333333333333	321491.490679112	5429.41811868685	0	0	1	0	5679.875	73	274.583333333333	4183.75	7956.72222222222	0	5610.125	166.722222222222	2520.14166666667	0	0	237.625	335	7.5	584.636904761906	1079.25	0.875	0	131.591666666666	0	876.416666666665	1.5	0	0	0	0	0	0	0.25	1219.04166666666	1514.91666666666	0	0	611.166666666665	17499029.4277101
0159_AQ29_10020_20170913_ST	17918037	0	33091.5166666666	44.7916666666667	18.575	1220	0	0	0	33591.6690476191	0	17269.5214285714	11	343642.556696428	5437.94722222224	13.25	0.666666666666667	19	0.3	5620.50833333333	3.5	108.25	5041.78333333335	7021.44791666667	0	3280.88333333333	458.555555555557	2654.85833333333	0	19.9166666666667	257	330	4.5	529.169642857141	20.2916666666667	0	0	40.3916666666667	0	344.541666666667	241.541666666667	6.5	0	0	0	0	9	3	1831.61666666666	360.166666666667	0.375	0	512.416666666665	17454975.9908234
0159_AY44_33160_20190423_ST	17904187	0	26213.0833333334	16.75	357.8	1181.25	28.5	0.416666666666667	1	39617.9345238095	0	15970.3575396826	961.066666666667	266761.619935967	6323.22803030303	5.5	0	20	0	5337.55833333335	371.75	672.083333333335	4419	7867.72222222222	0	5492.95833333333	470.666666666667	2181.33333333333	0	0	144.125	237.75	0	581.948809523808	697.733333333335	0.125	0	93.1416666666665	0	421.85	1.33333333333334	0	0	0	2	0	0.5	0.25	1405.2	248.458333333334	0	0	201.083333333334	17515879.9222718
0159_AB10_26038_20180403_ST	17884544	0	20687.5	0.125	66.025	1786	5.75	0.666666666666665	0	46321.5746031746	0	18665.5694444444	96.4666666666667	261285.082440476	5150.68541666667	0	0	31.5	0	4386.45833333333	45	772.916666666665	4085.5	7020.52430555556	0	6081.1	210.444444444444	2359.58333333333	0	0	279.625	227.25	1.5	650.566666666665	313.083333333333	55	0	345.925	0	1191.26666666667	1	0	0	0	0	0	0	0.5	1260.29166666666	1705.66666666666	0.125	0	470.666666666667	17498983.0610119
0159_AB18_26455_20190227_ST	17816582	0	26844.7954545454	0.875	142.9	211.25	12.5	1.41666666666666	0	48403.1388888889	0	12774.75	5	349801.352665043	5421.1	2.25	0	11	0	4263.08333333333	240.5	86.75	3650.16666666667	8240.13194444445	0	5495.80833333333	270.833333333333	2232.275	0	0	27.375	382.25	0.5	568.171428571429	1066.75	0	0	31.2416666666666	0	815.725	0	0	0	0	0	0	4.5	0	1233.425	719.666666666665	0.125	0	1341.5	17342278.8929518
0159_AB18_26347_20190211_ST	17591558	0	28439.9621212121	1.79166666666666	123.675	584.25	5.5	0.916666666666665	0	40646.6222222222	0	17027.2023809524	15.3333333333333	320525.503314394	5906.17297979796	0	0.166666666666667	0	0	5874.74999999998	104.5	160.875	4084	6644.97222222222	0	5680.47916666667	203	2535.69166666666	0	0	37.7916666666667	427.75	0.5	611.348809523808	841.25	0	0	58.1916666666665	0	592.458333333335	0	0	0	0	0	0	1.5	0	1489.05	360.708333333333	0	0	1967.25	17146604.836783
0159_AV42_66136_20190805_ST	17467826	0	27713.7954545454	0.125	81.975	41	6.25	0	0	53833.7384920635	0	11586.5416666667	51.3333333333333	366014.68183171	3977.89861111111	0	0	0	0	5531.41666666665	11	73.5	3244	8108.58333333333	0	4746.62083333333	276.233333333333	1618.875	0	0	8	642.666666666665	0	456.191666666666	792.166666666665	0	0	39.1916666666666	0	864.125	0.25	0	0	0	0	0	3.5	0	915.375	294.5	0	0	2304.25	16974588.2147772
0159_AK37_71072_20191003_ST	17424045	0	28751.8958333334	10.1666666666667	343.3	385.5	8.5	0.5	0	44542.4259920635	0	10162.8472222222	106.266666666667	336493.042830087	4837.18434343434	0	0	39	0	5289.5	311.5	387.75	3706.41666666667	8239.13888888889	0	5414.32916666666	442.633333333333	2261.15833333334	0	0	57	390.416666666667	6.66666666666665	439.702976190476	951.916666666665	0	0	163.591666666666	0	784.85	0.75	0	0	0	1.16666666666666	0	8	0	1193.25	262.041666666667	0.25	0	1548.91666666666	16966503.4244138
0159_AP39_21393_20180418_ST_E21	17422714	0	29928.8575757575	1	17	937	12.5	0.5	0	43700.7837301587	0	13379.475	22	337475.918127706	5244.08680555555	0	0	0	0	4847.375	198.5	128.583333333334	4071.04166666667	6899.06944444444	0	5430.79166666667	110.4	2398.93333333334	0	0.25	42.5	777.75	0.666666666666665	541.904761904763	801.4	53	0	76.2	0	702.208333333335	71	0	1	0	0	0	0	2	1362.55833333333	424	0	0	1019.5	16962034.2462211
0159_AP39_21316_20180604_ST_E21	17409023	0	24103.2261904762	0	179.575	374.5	4	0.583333333333335	0	49410.1632936508	0	14425.1666666667	194.666666666667	341777.486323052	4657.17916666667	0	0	0	0	5593.83333333335	4	46.9166666666667	3703	7122.21527777778	0	5989.33333333333	128.666666666667	2026.11666666666	0	0	67.25	632.25	0.5	615.170238095236	1257.91666666666	0.125	0	17.25	0	877.25	0.333333333333333	0	0	0	0	0	0	3.5	1278.55833333333	611.291666666665	0	0	985.666666666665	16942935.3095103
0159_AZ03_32027_20180806_ST	17304938	0	25455.3954545455	0	102.6	452.5	2	1.75	0	49801.6055555556	0	13065.8333333333	39.4	323189.413622835	5199.25372474747	0.5	0	88	0	5334.08333333335	353	69.75	3341.5	6911.43055555556	0	3798.04166666667	461.833333333333	2149.2	0	0	47.25	661	0	549.655952380951	844.833333333335	5.375	0	19.325	0	1119.125	0.166666666666667	0	0	0	0	0	5	0	1060.25833333334	870.583333333335	0.125	0	714.333333333335	16859223.8784677
0159_AP39_21302_20181004_ST_E21	17192459	0	27525.5871212121	0.5	219.375	782.75	0.25	0.25	0	42062.2174603175	0	13217.0746031746	197.533333333333	304016.888744589	4824.14122474747	0	0.166666666666667	21	0	5863.35	296.75	337.666666666667	3774.75	7758.85763888889	0	5538.83333333333	283.5	2269.19166666666	0	0	60.0833333333332	727.666666666665	1.5	512.969047619049	826.166666666665	6.25	0	55.125	0	528.85	128.25	0.25	0	0	1	0	0	0.166666666666666	1220.91666666666	348.833333333333	0.25	0	3091.66666666667	16765958.4224928
0159_AP39_21384_20180520_ST_E21	17072260	0	23060.1547619047	7.25	36.625	172.5	7	0.75	0	45422.8263888889	0	12158.2083333333	40.7333333333333	335224.850148809	4921.475	0	0	20	0	4898.33333333333	170.5	180	3602	7376.61111111111	0	5213.42916666667	201.777777777778	1854.1	0	0	46.1416666666667	642.75	0	514.145535714286	638.416666666665	0	0	69.6333333333335	0	700.041666666665	0.5	0	0	0	0	0	0.75	18.25	1046.70833333334	1232.875	0.0833333333333332	0	371.25	16622409.3301091
0159_AP39_21407_20180911_ST_E21	17015331	0	17718.7666666666	276.166666666667	1597.9	622.75	35.4166666666667	0	0	36698.2777777778	0	20745.5694444445	1002.53333333333	236547.41078869	4826.51388888889	88	13.6666666666667	0	0	4138.00833333333	765.5	1775.20833333334	2723.625	9319.72638888889	15	10586.925	1609.61111111111	1512.875	5	84.125	3252.05833333333	24.5	21.9333333333333	450.417261904762	735.783333333335	424.25	0	204.9	0	1646.83333333334	310.8	30.5	24.5	0	29.5	0	115.75	5.25	313.141666666666	582.233333333335	74.0083333333333	0.6	759.416666666665	16653616.0483383
0159_AP39_21333_20181113_ST_E21	16855802	0	26597.4880952381	1.375	214.85	444	8	0.5	0	39396.2472222222	0	12837.4166666667	61.4666666666667	322533.837635281	4857.67203282828	0	0	61.5	0	5530.45833333335	53	238.416666666666	4255.25	7750.79166666667	0	5648.08333333333	248.333333333333	2205.525	0	0	45.875	443.5	0	494.286904761905	775.916666666665	8	0	65.5666666666665	0	461.625	0	0	0	0	0.166666666666666	0	1.25	0.25	1346.69166666667	1663	0.5	0	1123.66666666666	16416427.4931097
0159_AQ11_10135_20190122_ST	16621422	0	27928.4621212121	0	5.9	914	4	0	0	33363.1468253968	0	15210.375	2.66666666666667	282530.372903138	6012.70555555557	0	0	24	0	4976.90833333333	25.5	65.9166666666665	4352.16666666667	6923.47916666667	0	3145.83333333333	285.277777777778	2228.675	0	0	39.375	419.75	8	537.775	71.8833333333335	1.5	0	30.625	0	280.041666666667	339.25	0	0	0	0	0	1	0	1714.15833333333	290.458333333333	0	0	474.75	16229214.0473169
0159_AB18_26640_20200517_ST	16601163	0	23534.1166666667	41	265.65	269.5	10.75	1.66666666666666	0	47867.15	0	10613.4444444444	301.633333333333	319551.883382937	4589.7125	0	0	0	0	4219.95833333333	401.75	333	3042.75	6893.88194444445	0	4068.875	264.833333333333	1676.80833333333	0	0	43	441.083333333333	0.5	419.779761904762	804.40476190476	0	0	128.05	0	871.916666666665	0	0	2.5	0	0.5	0	5	0	890.75	501.75	0.125	0	348.583333333333	16168756.6932044
