sample_id	total	incipient_cellular_bud_site	ubiquitin_ligase_complex	proteasome_complex	mRNA_cap_binding_complex	nuclear_cap_binding_complex	cAMP_dependent_protein_kinase_complex	CAAX_protein_geranylgeranyltransferase_complex	protein_kinase_CK2_complex	magnesium_dependent_protein_serine_threonine_phosphatase_complex	exodeoxyribonuclease_VII_complex	sulfite_reductase_complex__NADPH_	exodeoxyribonuclease_V_complex	ethanolamine_ammonia_lyase_complex	enterobactin_synthetase_complex	ferredoxin_hydrogenase_complex	nitrogenase_complex	protein_N_acetylglucosaminyltransferase_complex	TRAPP_complex	CCR4_NOT_complex	RNA_polymerase_complex	glutamyl_tRNA_Gln__amidotransferase_complex	protein_acetyltransferase_complex	ubiquitin_conjugating_enzyme_complex	Dbf4_dependent_protein_kinase_complex	mannosyltransferase_complex	nucleotide_activated_protein_kinase_complex	guanyl_nucleotide_exchange_factor_complex	ribonuclease_H2_complex	elongator_holoenzyme_complex	GID_complex	aryl_hydrocarbon_receptor_complex	Hedgehog_signaling_complex	TOR_complex	DNA_polymerase_complex	methionine_adenosyltransferase_complex	tRNA_specific_adenosine_34_deaminase_complex	nonhomologous_end_joining_complex	tRNA_splicing_ligase_complex	ubiquitin_activating_enzyme_complex	endonuclease_complex	UBR1_RAD6_ubiquitin_ligase_complex	MUB1_RAD6_UBR2_ubiquitin_ligase_complex	RAD6_UBR2_ubiquitin_ligase_complex	RSP5_BUL_ubiquitin_ligase_complex	RPB4_RPB7_complex	Remaining
0159_AB18_102734_20190123_ST	7544313	0	0.1875	360.5	0	0	0	0	0	0	2374.5	7	33.5	15	88	61.25	0	37.8333333333333	0	0	29411.9166666666	1711	12	0	0	0	0	0	0	0	0	0	0	0	8745.25	0	0	0	0	0	0	0	0	0	0	0	7501455.0625
0159_AB18_100983_20190227_ST	7522512	0.333333333333333	5.14583333333333	894.916666666667	0	1	0.333333333333333	0	0.333333333333333	7.91666666666667	2511.83333333333	100.5	44.5	59	24	210.25	0.5	72.4166666666665	0.833333333333335	4	34672.0833333334	4101	16.9	0	0	0	1.5	5	0	1.25	0	0	0	3	10433.9166666666	0	0	0	1	0	0	0	0.5	0.5	0	0	7469337.5375
0159_AB10_26129_20181002_ST	7518034	0.2	1.33333333333334	730.5	0	0	0	0	0	4.5	2516.58333333333	60.5	209	19.75	26	142.75	0	58.3333333333335	0.166666666666666	0	36161.2916666666	1508	5.6875	0	0	0	2.5	0	0	0	0	0	0	0	9549	0	0	0	1	0	0	0	0	0	0	0	7467036.90416666
0159_AV42_66197_20191014_ST	7517740	0	3.46388888888889	863.75	0	0	0	0	0	0.5	2152.75	294.75	506	64.5	89	162.25	163.5	7.25	0.5	0	31832.5833333334	2230.83333333333	0.166666666666667	0.0833333333333332	0	0	0	0	0	0	0	0	0	0	7712.41666666665	0	0	0	0	0	0	0	0	0	0	0	7471655.70277778
0159_AB18_26717_20201211_ST	7499668.00000001	0.583333333333333	0.833333333333335	1269.85	0	0.5	0	0	1	0	2236	518.75	792.75	59.5	99.5	168	64	83	0.166666666666666	0	32433.7666666666	3256.33333333333	0.25	0	0	0	0	0	0	0	0	0	0	0	9270.16666666665	0	0	0	0	0	0	0	0	0	0	0	7449413.05000001
0159_AB18_26433_20190318_ST	7493914.00000001	0	1	727.1	0	0	0	0	0	0	2214.25	359.25	685.75	35.75	81.5	99.75	0	145	0	0	32329.2380952381	2050	4.5	0	0	0	0	0	2	0	0	0	0	0	13054.0833333334	0	0	0	0	0	0	0	0	0	0	0	7442124.82857144
0159_AB18_26426_20190328_ST	7492261	0.333333333333333	2.95	643.5	0	0	0	0	2	0	1868.5	57	31.5	34.5	522	169.75	0	13.75	0	0	29474	2184.66666666667	0.458333333333333	0	0	0	0	0	0.5	0	0	0.0555555555555555	0	0	7691.5	0	0	0	0	0	0	0	0	0	0	0	7449564.03611111
0159_AB18_26678_20200321_ST	7491374	12.3333333333333	0.575	784.5	0	0.5	0	0	0	0	2124	177.25	274	46.25	404	376.25	0	248.583333333334	0.333333333333333	0	32615.25	3586.83333333333	0	0	0	0	0.75	0	0	0	0	0	0	0.5	10261.6666666666	0	0.5	0	0	0	0	0	0	0	0	0	7440459.925
0159_AP39_21339_20181113_ST_E21	7480122	4.66666666666667	7.75	587.25	0	0	0.2	0	0	0	2057	143.25	158	26	242	542.5	2	97.3333333333335	0	0	31627.0833333334	3115.16666666667	0.5	0	0	0	0.5	0	0	0	0	0	0	1	8962.83333333335	0	0	0	0	0	0	0	0	0	0	0	7432546.96666667
0159_AP39_21334_20181120_ST_E21	7441756	0.333333333333333	5.15	949.5	0	1	0	0	0	0	2220.25	145	261.5	36	88	100.25	0	27.9166666666667	1	0	33506.7083333334	3234.83333333333	4	0	0	0	0	0	0.5	0	0	0	0	0	8530.08333333335	0	0	0	1.5	0	0	0	0	0	0	0	7392642.47499999
0159_AB10_26778_20210112_ST	7417660.00000001	0	0.679166666666668	646	0	0.5	0	0	0	0	2108.5	531.75	829.5	37.5	313.5	445	0	85.5	0	0	32819.3333333334	2706.33333333333	0.583333333333333	0	0	0	0	0	0	0	0	0	0	0	8647.16666666665	0	0	0	0	0	0	0	0	0	0	0	7368488.15416667
0159_AP39_21336_20181130_ST_E21	7397808	2.825	12.3055555555556	1254.75	0	2.5	1	0	0	0	2088.25	15	127	24.75	34	103.75	0	154.333333333334	0.875	0	31129.0416666666	4479.33333333333	5.9375	0	0.666666666666667	0.75	0	0.5	0	0.666666666666667	0.333333333333333	0	0	2	8880.75	0	1	0	0	0	0	0	0.25	0.25	0.5	0	7349484.68194444
0159_AB18_26647_20210115_ST	7312862.99999999	0	3.15	738	0	0	0	0	0	0	1931	3	28	28	106.5	74.25	0	161.083333333334	0	0	30905.5833333334	3139.83333333333	3	0	0	0	0	0	1.5	0	0	0	0	0	8160.83333333335	0	0	0	0.5	0	0	0	0	0	0	0	7267578.76666666
0159_AP39_21113_20190110_ST	7309451	0	0.5	527.5	0	0	0	0	0	0	1780.25	84	74.75	199.5	23	273.25	0	1.08333333333334	0	0	29038.875	2196.16666666667	0	0	0	0	0	0	0	0	0	0	0	1	6728.66666666665	0	0	0	0.5	0	0	0	0	0	0	0	7268521.95833333
0159_AA34_42409_20190428_ST	7305031	0	7.775	483.75	0	0	0	0	0	0.166666666666666	1995.25	20.25	47.5	47.25	104.5	21.25	1	1.83333333333334	0	3	31290.1666666666	1100.5	1.75	0	0	0	0	0	0	0	0	0	0	0	7841	0	0	0	0	0	0	0	0	0	0	0	7262064.05833334
0159_AB18_26717_20201005_ST	7291645	0	0.333333333333333	2181.75	0	0	0	0	0	0	2392.5	1271	2161.75	103.5	301	157.5	54.5	136.416666666666	0	0	29976.9916666667	2915.33333333333	0	0	0	0	0	0	0	0	0	0	0	0	8581.91666666665	0	0	0	0	0	0	0	0	0	0	0	7241410.50833333
0159_AZ03_32019_20180325_STLS	7278795	0.666666666666667	5.4375	2436.66666666667	0	0.5	0	0	6.25	0.305555555555556	2383.25	9	94	72	10	130.5	4.5	73	0.166666666666666	0	35292.5833333334	3542.33333333333	15.8333333333333	0	0	0	2	0	1	0	0	0	0	1	9916	0.25	0	0	5	0.5	0	0	0	0	0.25	0	7224792.00694445
0159_AZ03_32077_20190530_ST	7248061.99999999	0	2.6625	355	0	0	0	0	3	0	1935	71.5	124.5	37	8.5	126.5	43	53.1666666666665	0	0	30154.5	2052.66666666667	0.875	0	0	0	0	0	1	0	0	0	0	0	7454.33333333335	0	0	0	0	0	0	0	0	0	0	0	7205638.79583333
0159_AB10_26740_20200927_ST	7245696	0	1.4	949.499999999999	0.125	1.125	0	0	0	0	2071.5	60	211	28	38.5	193.75	0	1.75	0	0	30404	2400.83333333333	0.5	0	0	0	1.25	0	0	0	0	0	0	0	8505.91666666665	0	0	0	0	0	0	0	0	0	0	0	7200826.85
0159_AP39_21369_20180329_ST_E21	7244742.00000001	0	0.2625	732.75	0	0	0	0	0	0	2133	3	212	14.75	72	83.75	0	67.8333333333335	0	0	36101.0833333334	2130.33333333333	0	0	0	0	0	0	0	0	0	0	0	8	8799.75	0	0	0	0.5	0	0	0	0	0	0	0	7194382.98750001
0159_AZ03_32003_20171013_ST	7239293	0.666666666666667	4.4375	1467.91666666667	0	0.5	0	0	1	0	2514.41666666667	480.5	964.5	79.75	223	704.25	7	10.0833333333333	0.5	0	33005.0416666666	2819.5	7.5	0	0	0	1	0	0	1.75	0.333333333333333	0	0	0	8666.66666666665	0	0	0	6	0	0	0	0	0	0	0	7188326.6875
0159_AZ03_32048_20190111_ST	7223977	0	0	651.25	0	0	0	0	0	0.166666666666666	2259.66666666667	384.25	783	23.5	69	62	297	9.25	0	0	34491.6666666666	1640.66666666667	2.25	0	0	0	0	1.5	1	0	0	0	0	0	8376.91666666665	0	0	0	0	0	0	0	0	0	0	0	7174923.91666667
0159_AB10_26390_20190116_ST	7222405	0	1.25	1217.5	0	1	0	0	0	38.5	2115.91666666667	7	23.5	31.25	3	62.25	0	29.8333333333333	0	0	31374.9583333334	3120.66666666667	7.25	0	0	0	2	0	0	0	0	0	0	4	9354.25	0	0	0	0	0	0	0	0	0	0	0	7175010.875
0159_AB10_26039_20180723_ST	7205893.99999999	0	1.08333333333333	317	0	0	0	0	0	0.416666666666667	2379.75	404	148.5	11.5	8	343	0	50.8333333333335	0.166666666666666	0	34966.0833333334	1712.16666666667	1	0	0	0	4	0	0	0	0	0	0	1	8134.5	0	0	0	0	0	0	0	0	0	0	0	7157410.99999999
0159_AB18_26417_20190218_ST	7201868	0	2.3125	850.5	0	0.5	0	0	1	28.1666666666667	2063.25	794	1683	90.75	314.5	688	1	6.83333333333335	0	0	27683.5833333334	1767	6.25	0	0	0	0	0	0	0	0	0	0	0	8595.25	0	0	0	0	0	0	0	0	0	0	0	7157292.10416667
0159_AZ03_32008_20180124_ST	7190056	0	3	1007.75	0	0	0	0	0	0	2002.75	9	266	47.75	5	55.75	3.5	252.166666666666	0	0	29908.7916666666	3553.83333333333	2.33333333333333	0	0	0	0	0	0	0	0	0	0	4	8653	0	0	0	0	0	0	0	0	0	0	0	7144281.375
0159_AB18_26665_20200817_ST	7188206	0	1	1104	0	0	0	0	0	0	2215	241	50	38.75	60	196.5	1.5	43.5833333333333	0.166666666666666	0	30969.8333333334	3266.5	2	0	0	0	0	0.5	0	0	0	0	0	2	8924.25	0	0	0	0	0	0	0	0	0	0	0	7141089.41666667
0159_AB18_30835_20201101_ST	7185488	0	0.575	485.5	0	0.5	0	0	0	0	1747.75	189.75	302	16.75	57	114	0.5	125.583333333333	0	0	28689.1666666666	1363.5	0	0	0	0	1	0	0	0	0	0	0	0	7241.91666666665	0	0	0	0	0	0	0	0	0	0	0	7145152.50833333
0159_AB18_26396_20190529_ST	7181879	6	1.55555555555556	447	0	0.5	0.25	0	0	0	1917.25	362	253.5	29	14	255.75	2	4.66666666666667	0.25	0	30028.4166666666	2577.83333333333	0.34375	0	0	0.111111111111111	0	0	0	0	1	0	0	5.5	7526.125	0	0	0	0.5	0	0	0	0	0	0	0	7138445.44791667
0159_AV42_66179_20190929_ST	7178969.99999999	0	0.333333333333333	1541.75	0	1.5	0	0	0	0	2208.75	1	53	47.75	19	139.25	10.5	20.75	0	0	31567.8333333334	2295.83333333333	3	0	0	0	0	0	0	0	0	0	0	0	9217	0	0	0	0	0	0	0	0	0	0	0	7131842.74999999
0159_AB18_26410_20190215_ST	7157144	0	0.0625000000000001	963.416666666667	0	0	0	0	0	0	1836.5	362	701.5	71.25	204.5	366.25	0.5	755	0.166666666666666	0	27749.8333333334	3285.66666666667	0.5	0	0	0	0	0	0	0	0	0	0	0	7329	0	0	0	0.5	0	0	0	0	0	0	0	7113517.35416667
0159_AZ03_32032_20180919_ST	7119944	7.33333333333333	0.5	665.25	0	0.5	0	0	0	0.5	2073.08333333333	358	35	32.5	206.5	247	1	104.333333333333	0	0	31308.75	3213	12.5	0	0	0	0	0	0	0	0	0	0	0	8578.83333333335	0	0	0	2	0	0	0	0	0	0	0	7073097.41666666
0159_AB18_26444_20190227_ST	7110482.99999999	0	0.075	754.5	0	0	0	0	0	0	1752.5	15	74.5	137.25	15.6666666666667	132.25	0	107	0.166666666666666	0	29578	2032.33333333333	0.25	0	0	0	0.25	0	0	0	0	0	0	0	7441.75	0	0	0	2.5	0	0	0	0	0	0	0	7068439.00833333
0159_AP39_21355_20180223_ST_E21	7107525	0	1.97083333333333	1296.91666666667	0	0.5	0	0	0	0	2343.75	643.25	1168	25.5	189	62	0	5.5	0	0	29934.125	1749	0.25	0	0	0	0	0	1	0	0	0	0	0	8292.83333333335	0	0	0	0	0	0	0	0	0	0	0	7061811.40416666
0159_AY44_33043_20170926_ST	7102299	0	0.2625	289.25	0	0	0	0	0	0	1610.5	10	60	24.25	2.5	20	0	74	0	0	26502.7083333334	1037.83333333333	0.25	0	0	0	0	0	0	0.333333333333333	0	0	0	0	6839.08333333335	0	0	0	0	0	0	0	0	0	0	0	7065828.02916666
0159_AB10_26745_20201112_ST	6996867	2.45119047619048	10.7833333333333	1075.66666666667	0.125	0.125	0.2	0	0	1.91666666666666	1891	337.25	536	239.5	52.5	632	0.5	2.16666666666667	0.5	0	26899.875	3363	2.47916666666667	0.0277777777777777	0.333333333333333	0.25	0	1	0	0.333333333333333	1	0	0	8	9183.25	0	0	0	0	0	0	0.0555555555555555	1.30555555555555	0.805555555555555	0	0	6952622.60019841
0159_AZ03_32055_20190830_STLS	6966641	0	7.89583333333333	1360.5	0	0	0.4	0	0	0	2076.16666666667	25.25	91	35.75	24.5	115	4	2.58333333333333	0.333333333333333	0.333333333333333	31002.6666666666	3586.83333333333	5.75	0	0	0	0	0	0	0	0	0	0	0	9320.83333333335	0	0	0	0	0	0	0	0	0	0	0	6918981.20416667
0159_AB18_26714_20201224_ST	6963717	1.66666666666667	0.375	664.25	0	1.5	0	0	0	0	1868	353.25	296.75	28.5	29	173.25	0.5	2.83333333333333	0.166666666666666	0	30782.75	2689.75	4	0	0	0	1.5	0	0	0	0	0	0	2	7994.33333333335	0	0	0	1	0	0	0	0	0	0	0	6918821.625
0159_AB18_26691_20200831_ST	6961610	0	1.95416666666667	512.5	0	0	0	0	1	0	1490.75	71.25	184	37.75	703	145	0	1.83333333333334	0.333333333333333	0	25423.0833333334	1543.5	0	0	0	0	0	0	0	0	0	0	0	0	6033.79166666665	0	0	0	2.5	0	0	0	0	0	0	0	6925457.75416667
0159_AV42_66212_20191007_ST	6874570	0	1	584.5	0	1	0	0	0	0.1	1932	72	78.5	17.5	1.5	151.75	0.5	11	0.333333333333333	0	29903.4166666666	2058.33333333333	0	0	0	0	0	0.5	0	0	0	0	0	0	7299.24999999998	0	0	0	0	0	0	0	0	0	0	0	6832456.81666667
0159_AB10_26748_20201110_ST	6871908	0	1.375	582.25	0	2	0	0	1	0	1662	8	45.5	41.25	105	22	0	114.833333333333	0	0	26039.25	2610.83333333333	0	0	0	0	0	0	0	0	0	0	0	8	7808.75	0	0	0	0	0	0	0	0	0	0	0	6832855.95833334
0159_AB18_30941_20200915_ST	6859964	0	1.5	1176.25	0	1	0	0	0	0	1883.5	34	55	39	13	66.75	0	78.6666666666665	0	1	30247.75	2866.66666666667	1.75	0	0	0	0	0	0	0	0	0	0	3	9525	0	0	0	0	0	0	0	0	0	0	0	6813970.16666667
0159_AB18_26743_20201030_ST	6854581	0.666666666666667	0.166666666666666	443.5	0	1.5	0	0	1	0	1963.25	20	4	49.75	169	43.25	0	120.166666666667	0	0	27627.1666666666	1902.16666666667	0.5	0	0	0	0	0	0	0	0	0	0	3	7997.25	0	0	0	0	0	0	0	0	0	0	0	6814234.66666667
0159_AS41_40058_20180625_ST	6821489	0	1.125	384	0	0.5	0	0	1	0	1716.75	243.5	468	42	77.5	265.5	0	307.25	0	0	30029.1666666666	2497.91666666667	0	0	0	0	0	0	0.25	0.333333333333333	0	0	0	0	7680.16666666665	0	0	0	0	0	0	0	0	0	0	0	6777774.04166667
0159_AP39_21290_20181113_ST_E21	6785393	0.424242424242424	0.8	1620.41666666666	0	0	0	0	1	0.5	1783.91666666666	75.25	372.5	42.5	103	145	0.5	8.5	0	0	29757.0833333334	2656.83333333333	1.25	0	0	0	0	0	0	0	0	0	0	6	7310.25	0	0	0	0	0	0	0	0	0	0	0	6741507.27575757
0159_AB18_26646_20200815_ST	6749335	0	4.075	682	0	0	0	0	1	0	1614.5	345.25	483	151	158	306	0.5	82.5833333333335	1.33333333333334	0	24256.75	1835	0	0	0	0	0	0	0	0	0	0	0	1	6403.16666666665	0	0	0	0.5	0	0	0	0	0	0	0	6713009.34166667
0159_AZ03_32028_20180808_ST	6741971.99999999	0.333333333333333	1.875	519.5	0	0	0	0	1	0.666666666666667	1657	69.75	125	70.25	16	297	0	33.0833333333333	0	0	27214.5	1835.66666666667	0.0833333333333332	0	0	0	0	0	5	0	0	0	0	0	7695.75	0	0	0	0	0	0	0	0	0	0	0	6702429.54166666
0159_AP39_21685_20190116_ST	6714617	9.33333333333333	0.208333333333333	490	0	0	0	0	1	0	1670.75	918.25	60.5	74.75	115	488.75	11	0.5	0.166666666666666	0	26030.1666666666	2803.33333333333	0	0	0	0	0	0	0	0	0	0	0	0	7839.91666666665	0	0	0	1.5	0	0	0	0	0	0	0	6674101.875
0159_AB18_26755_20201020_ST	6669450	0	0.075	560.666666666667	0	0.5	0	0	0	1	1842.75	78	149	52.75	24	111	10	257.916666666667	0.166666666666666	0	28250.875	2634.5	0	0	0	0	1.75	0	0.5	0	0	0	0	0	7940.66666666665	0	0	0	0	0	0	0	0	0	0	0	6627533.88333333
0159_AA34_42092_20180525_ST	6668198	0	1.75	390	0	1	0	0	0	15.5	1479.75	0	12.5	55.75	0	49.25	0	2.83333333333333	0	0	28954.4166666666	1880.5	0	0	0	0	0.25	0	0	0	0	0	0	0	6796.5	0	0	0	0	0	0	0	0	0	0	0	6628558
0159_AV42_66147_20190812_ST	6667588	0	0.25	264.5	0	0	0	0	0	0	2061.75	117	188	43	73	49.5	34	52.6666666666665	0	0	33761.2083333334	1072	0.25	0	0	0	0	0	0	0	0	0	0	0	6961.41666666665	0	0	0	0	0	0	0	0	0	0	0	6622909.45833334
0159_AZ03_32037_20201020_ST	6657593	0	3.25	2497.5	0	0	0	0	2	0.333333333333333	2188.5	7	117	58.5	79.5	71.5	2.5	51.6666666666665	0	0	34525.5	2561.83333333333	11	0	0	0	0	2.625	0	0.333333333333333	0	0	0	1	9342.66666666665	0.25	0	0	0	0	0	0	0	0	0	0	6606068.54166667
0159_AV42_66200_20191011_ST	6644858.99999999	0	0.166666666666666	594.75	0	0.5	0	0	0	0	2102.75	79.25	219.5	64.5	27	130.5	4	19.1666666666667	0	0.333333333333333	29207.6666666666	2236.33333333333	2.75	0	0	0	0.5	0	0	0	0	0	0	0	7878.58333333335	0	0	0	0	0	0	0	0	0	0	0	6602290.74999999
0159_AY44_33005_20170925_ST	6627805	0	2.125	1045.5	0	0	0	0	0	0	1606.5	56	323	14.5	397	104.75	1	9.75	0	1	25748.75	1725	0.375	0	0	0	2.625	0	0	0	0	0	0	0	6430.08333333335	0	0	0	0	0	0	0.333333333333333	0	0	0	0	6590336.70833333
0159_AB18_102958_20200826_ST	6621302	14.5	1.1875	544.25	0	0	0	0	0	0	1647.5	711.5	41.5	35.5	17.5	396.75	0	2.91666666666667	0.5	0	26546	2682.5	0	0	0	0	0	0.75	1	0	0	0	0	0	7652.66666666665	0	0	0	0	0	0	0	0.25	0.25	0	0	6581004.97916667
0159_AB18_26784_20201230_ST	6615803	2	7	920.5	0	0.5	0	0	0	11.5	1863.5	43	70	42	7.5	151.5	0.5	14	0	0	28929	2115.83333333333	13.125	0	0	0	0.5	2.5	0	0	0	0	0	0	8125.5	0	0	0	2	0	0	0	0	0	0	0	6573481.04166667
0159_AZ03_32076_20190429_ST	6571711.99999999	0.583333333333333	3.29166666666667	866	0	0	0	0	0	0.166666666666666	1615.5	5	15.5	37.25	13	158.5	0	24	0	0	25893.4166666666	2310.16666666667	2.58333333333333	0	0	0	0	0	0	0	0	0	0	0	6925.75	0	0	0	0	0	0	0	0	0	0	0	6533841.29166666
0159_AA34_42415_20190506_ST	6569907.99999999	0	3.075	686.75	0	0	0	0	0	0	1812	236	71	31	1	155.75	0	52.6666666666665	0	0	27109.25	2445.33333333333	0	0	0	0	0.5	0	0	0	0	0	0	0	7612.75	0	0	0	0	0	0	0	0	0	0	0	6529690.92499999
0159_AY44_33148_20190508_ST	6565116	0.111111111111111	11.9916666666667	1079.75	0	1.75	0	0	10.3333333333333	17.5166666666667	2393.25	13	68	19	0	49.75	1	290.666666666667	0.458333333333333	17.8333333333333	29209.625	4580.16666666667	8.83712121212121	0.0555555555555555	0	0	0	1	0	3.91666666666667	0	0	0	20	9947.5	0	0	0	10	0	0	0.111111111111111	0.111111111111111	0.111111111111111	0	0	6517360.15454545
0159_AB10_26768_20200809_ST	6556792.00000001	0	3.24166666666666	702.75	0	0	0	0	0	0.5	1918.25	318.75	311	46	58	191	0	38.1666666666667	0.166666666666666	0	29131.9166666666	2561.16666666667	9.5	0	0	0	1	0	0	0	0	0	0	0	8129.75	0	0	0	2	0	0	0	0	0	0	0	6513368.84166667
0159_AA34_42438_20190621_ST	6536593.99999999	0	2.5	621.75	0	0	0	0	0	0	1908	17	51.5	29.5	6	50	2.5	84.4166666666665	0	0	28206.9166666666	2398.16666666667	0.5	0	0	0	0	0	0	0	0	0	0	0	7573.83333333335	0	0	0	0	0	0	0	0	0	0	0	6495641.41666666
0159_AV42_66196_20191011_ST	6493472	0	0	995.25	0	0	0.25	0	0	0	1894.25	10	45.5	21.25	4.5	32	1.5	165.916666666666	0	0	27125.375	3422.16666666667	2.75	0	0	0	1.5	0	0	0	0	0	0	2	8561.66666666665	0	0	0	0	0	0	0	0	0	0	0	6451186.125
0159_AA34_42406_20190430_ST	6455620	0	0.375	363.25	0	0	0	0	0	0	1672.25	164	268	29.5	56	259.75	0	1.91666666666666	0	0	28808.8333333334	705.5	0	0	0	0	0	0	0	0	0	0	0	0	6313.5	0	0	0	0	0	0	0	0	0	0	0	6416977.125
0159_AB18_106054_20190207_ST	6452385	4	0.575	332	0	0	0	0	0	0	1795.25	275	129.5	32.5	10	300.75	0.5	23.8333333333333	0	0	26608.5833333334	2219.5	0.5	0	0	0	0	0	1.5	0	0	0	0	0	7062	0	0	0	0	0	0	0	0	0	0	0	6413589.00833333
0159_AB18_26712_20200926_ST	6442071	0	0	1202.5	0	0	0	0	0	0	1937	903.5	1505.5	24.75	180.5	90.75	0	116.333333333333	0	0	25827.2916666666	1685.08333333333	4.25	0	0	0	0.5	0	0.25	0	0	0	0	1	8120.66666666665	0	0	0	0	0	0	0	0	0	0	0	6400471.125
0159_AB18_26663_20200725_ST	6430810	0.125	4.5125	459.75	0	0	0	0	0	0	1566.25	1	218	63.5	10	59.75	7	10.3333333333333	0	0	24951.4166666666	1706.33333333333	0	0	0	0	0	0	0	0	0	0	0	1	6822.5	0	0	0	0	0	0	0	0	0	0	0	6394928.52916666
0159_AA34_42150_20180907_ST	6421650.00000001	0.333333333333333	2.65833333333333	859.166666666665	0	3.5	0	0	1.66666666666667	4.45	1795.25	9	43	36.5	46	64.75	1.5	24.3333333333333	0.5	0	28920.125	3131	5.10606060606061	0.0277777777777777	0	0	0.5	0.5	0	2	0	0	0	4	7855	0	0	0	0	0	0	0.0555555555555555	0.0555555555555555	0.0555555555555555	0	0	6378838.96616162
0159_AB18_26718_20200909_ST	6392962	0	3.08333333333333	1195.25	0	0	0	0	0	0	1896.91666666666	64.25	124.5	19.75	64	83	5	379.833333333333	0	0	28752.875	4009.08333333333	7.5	0	0	0	0.5	0.333333333333333	0.5	0	0	0	0	1	8974.5	0	0	0	1.5	0	0	0	0	0	0	0	6347378.625
0159_AQ29_10060_20180211_ST	6385174	0	0.825	687.75	0	3.5	0	0	0	0	1744.75	85	144.5	31.25	139.5	176.25	0	34.5	0	0	26653.9166666666	2508.16666666667	0	0	0	0	5.5	0	0	0	0	0	0	1	8581	0	0	0	0	0	0	0	0	0	0	0	6344376.59166666
0159_AZ03_32059_20190918_ST	6382042	0	0.241666666666667	314.5	0	0	0	0	0	0	1573.75	159	91	30.75	92	233.5	0	4.75	0	0	24532.1666666666	972.5	0	0	0	0	0	0	0	0	0	0	0	0	6095.16666666665	0	0	0	0	0	0	0	0	0	0	0	6347942.675
0159_AB10_101848_20181004_ST	6345437	1	1.025	429.75	0	0	0	0	0	0	1593	10	5	34	6	171.75	0	2.83333333333333	0	0	28055	1271.83333333333	0	0	0	0	0.25	0	0	0.333333333333333	0	0	0	3	6666.75	0	0	0	0	0	0	0	0	0	0	0	6307185.475
0159_AB18_26642_20200320_ST	6270987	0	1.125	1099	0	0	0	0	0	0	1713	849.25	1370	57	158.5	99.25	461.5	12.0833333333333	0	0	24590.9166666666	1257.83333333333	0	0	0	0	0	0	0	0	0	0	0	1	6381	0	0	0	0	0	0	0	0	0	0	0	6232935.54166667
0159_AB18_26705_20191018_ST	6267873	0.2	0.375	1518	0	1	0	0	0.25	0	1833	534.75	977.5	20.25	107	86.5	2.5	647	0.25	0	23706.625	3383.5	0.270833333333333	0	0	0	0.125	0	0	0	0	0	0	0	7689.41666666665	0	0	0	0	0	0	0	0	0	0	0	6227364.4875
0159_AB18_26560_20191009_ST	6266813	0	2	378	0	0	0	0	0	0	1653	3	119.5	6.75	3	120	0.5	0.5	0	0	25618.5	1688.16666666667	0.25	0	0	0	2	0	0	0	0	0	0	0.5	6648.16666666665	0	0	0	0	0	0	0	0	0	0	0	6230569.16666667
0159_AB18_26463_20190528_ST	6235093	0	0.5	1405.5	0	0.5	0	0	0	0.333333333333333	2067.33333333333	415.5	654.5	26.25	336.5	67.5	1	83.1666666666665	0.166666666666666	0	26889.625	2580.83333333333	10.75	0	0	0	2.5	2.5	1.5	0	0	0	0	1	8154.91666666665	0	0	0	1	0	0	0	0	0	0	0	6192389.625
0159_AB10_26786_20210216_ST	6199253	0	6.3125	951.25	0	0	0	0	1	0	1977	12	130.5	58.5	47	175.25	3.5	99.3333333333335	0.166666666666666	0	28422.3333333334	3620.83333333333	4.85416666666667	0	0	0	7	0	0	0.25	0	0	0	0	8748.58333333335	0	0	0	1	0	0	0	0	0	0	0	6154986.33333333
0159_AP39_21361_20180308_ST_E21	6195301.00000001	0.2	0.3625	814.25	0	0	0	0	0	0	1550.5	9	19.5	43	50.5	298.75	0	78.9166666666665	0	0	28509.4166666666	4306.33333333333	0.75	0	0	0	0.5	0	0	0	0	0	0	1	9330.16666666665	0	0	0	0	0	0	0	0	0	0	0	6150287.85416667
0159_AQ29_10078_20180508_ST	6193496	0	2.66666666666667	848.583333333333	0.25	0	0	0	0	0	1897	0	120.5	40.75	10.5	116.75	0	74.0833333333335	0	1	31275.3333333334	4011	6.14166666666667	0	0	0	7	0	0	0	0	0	0	4.91666666666666	9295.25	0.5	0	0	0	0	0	0	0	0	0	0	6145783.775
0159_AB18_26741_20201114_ST	6186909	0.525	0.1875	372.75	0	1.25	0	0	2	0	1564	8	43.5	30.25	22	20.5	1	199.25	0	1	24956.25	2320.66666666667	0.125	0	0	0	1	0	0	0.333333333333333	0	0	0	0.25	6799.58333333333	0	0	0	0	0	0	0	0.5	0	0	0	6150564.07916666
0159_AA34_42470_20190830_ST	6166507	0	0.5	573.916666666665	0	1	0	0	0	0	1799.75	31	144	13.25	290	81.25	0	94.3333333333335	0	0	24279.9583333334	1779.16666666667	0.5	0	0	0	0	0	0	0	0	0	0	0	7192.25	0	0	0	0	0	0	0	0	0	0	0	6130226.125
