sample_id	total	incipient_cellular_bud_site	ubiquitin_ligase_complex	proteasome_complex	mRNA_cap_binding_complex	nuclear_cap_binding_complex	cAMP_dependent_protein_kinase_complex	CAAX_protein_geranylgeranyltransferase_complex	protein_kinase_CK2_complex	magnesium_dependent_protein_serine_threonine_phosphatase_complex	exodeoxyribonuclease_VII_complex	sulfite_reductase_complex__NADPH_	exodeoxyribonuclease_V_complex	ethanolamine_ammonia_lyase_complex	enterobactin_synthetase_complex	ferredoxin_hydrogenase_complex	nitrogenase_complex	protein_N_acetylglucosaminyltransferase_complex	TRAPP_complex	CCR4_NOT_complex	RNA_polymerase_complex	glutamyl_tRNA_Gln__amidotransferase_complex	protein_acetyltransferase_complex	ubiquitin_conjugating_enzyme_complex	Dbf4_dependent_protein_kinase_complex	mannosyltransferase_complex	nucleotide_activated_protein_kinase_complex	guanyl_nucleotide_exchange_factor_complex	ribonuclease_H2_complex	elongator_holoenzyme_complex	GID_complex	aryl_hydrocarbon_receptor_complex	Hedgehog_signaling_complex	TOR_complex	DNA_polymerase_complex	methionine_adenosyltransferase_complex	tRNA_specific_adenosine_34_deaminase_complex	nonhomologous_end_joining_complex	tRNA_splicing_ligase_complex	ubiquitin_activating_enzyme_complex	endonuclease_complex	UBR1_RAD6_ubiquitin_ligase_complex	MUB1_RAD6_UBR2_ubiquitin_ligase_complex	RAD6_UBR2_ubiquitin_ligase_complex	RSP5_BUL_ubiquitin_ligase_complex	RPB4_RPB7_complex	Remaining
0159_AA34_42151_20180907_ST	1870458	0	0	66.5	0	0	0	0	0	0.166666666666666	421.5	3	15.5	6.75	3	144	0	0.25	0	0	7508.66666666665	381.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1819.75	0	0	0	0	0	0	0	0	0	0	0	1860087.25
0159_AB10_26175_20181010_ST	1855703	0	0	102.25	0	0	0	0	1	0	475.25	1	22	11	3.5	50.75	0	4.5	0	0	7460.5	273	0.5	0	0	0	0	0	1	0	0	0	0	0	1770.91666666666	0	0	0	0	0	0	0	0	0	0	0	1845525.83333333
0159_AZ03_32017_20180615_STHS	1854317	0	0.166666666666666	204.75	0	0	0	0	0	0	484.75	1	67	2.25	15	30	0	25.3333333333333	0	0	6977.66666666665	693.333333333333	1	0	0	0	0.5	0	0	0	0	0	0	1	2080	0	0	0	0	0	0	0	0	0	0	0	1843733.25
0159_AJ09_750004_20190922_ST	1848654	0	1.6875	181	0	0	0	0	0	0.166666666666666	555.75	2	42	10.75	36.5	30.5	1	0.333333333333333	0	0	8470.5	869.166666666667	0	0	0	0	0	0	0	0	0	0	0	0	2378.41666666667	0	0	0	0	0	0	0	0	0	0	0	1836074.22916667
0159_AB18_101080_20190909_ST	1827461	0.333333333333333	0	241	0	0	1	0	0	1	540.25	5	12.5	13.25	11.5	27	0.5	0.25	0	0	7782.33333333335	685.666666666667	0.5	0	0	0	0	2	0	0	0	0	0	0	2186.66666666667	0	0	0	0	0	0	0	0	0	0	0	1815950.25
0159_AB10_26147_20181010_ST	1827001	0	1	139.5	0	0	0	0	0	0	461.5	5	22	10.75	3	41.5	0.5	25.75	0	0	7452.29166666665	727	0	0	0	0	0	0	0	0	0	0	0	1	2235.5	0	0	0	0.5	0	0	0	0	0	0	0	1815874.20833333
0159_AV42_66192_20191019_ST	1826407	0	1	313.75	0	0	0	0	0	0	572.916666666665	42.25	103	9.75	23.5	18	0	38.6666666666667	0	0	7820.75	804.833333333333	0.75	0	0	0	0	0.5	0	0	0	0	0	0	2322.75	0	0	0	0	0	0	0	0	0	0	0	1814334.58333333
0159_AZ03_32000_20171102_ST	1826198	0	0.0833333333333332	170.5	0	0.5	0	0	0	3	587.75	3	24	8.25	6.5	36	0	21.3333333333333	0	0	9571	825.5	2.75	0	0	0	1	0	0	0	0	0	0	0	2563	0	0	0	0	0	0	0	0	0	0	0	1812373.83333333
0159_AJ09_750027_20191001_ST	1825376	0	0.5	259.5	0	0	0	0	0	0	510	23.5	24.5	37.75	0	41.25	0	19	0	0	7742.91666666665	660.166666666667	0	0	0	0	0	0	0	0	0	0	0	0	2180.66666666667	0	0	0	0	0	0	0	0	0	0	0	1813876.25
0159_AY44_33259_20191007_ST	1821793	0	3.1875	240.5	0	0	0	0	0	0	452.25	276.5	468	30.5	88.5	158.75	77.5	0.166666666666666	0	0	7501.66666666665	300.5	1	0	0	0	0	0	0	0	0	0	0	0	2301.83333333333	0	0	0	0	0	0	0	0	0	0	0	1809892.14583333
0159_AV42_66144_20190909_ST	1820616	0	0.666666666666667	264.25	0	0	0	0	0	0	505	89.25	193	10.25	62.1666666666667	74	0.5	4.25	0	0	7146.33333333335	479.333333333333	0	0	0	0	0	0	0	0	0	0	0	0	1920.5	0	0	0	0	0	0	0	0	0	0	0	1809866.5
0159_AK37_71039_20181023_ST	1815110	0.9	3.51388888888889	358.25	0	0	0	0	0	0	527.5	102.75	168	73.25	24.5	24.75	54.5	0	0	0	6041.91666666665	1230	1.75	0	0	0	0	0	0	0	0	0	0	0	2032.25	0.25	0	0	0	0	0	0	0	0	0	0	1804465.91944444
0159_AQ29_10015_20170822_ST	1801025	0.25	1.7125	111.5	0	0	0	0	0	0	533.5	0	100.5	2.5	1	35	0.5	21.5833333333333	0	1	8502.875	744.5	0	0	0	0	0	0	0.5	0	0	0	0	1	2179.5	0	0	0	0	0	0	0	0	0	0	0	1788787.57916667
0159_AP39_21156_20180210_ST	1800547	0.125	1.04166666666667	208.25	0	0	0	0	0	0	549.75	3	36.5	4.5	0	46.5	0	41.6666666666667	0	0	7646.91666666665	741	0.25	0	0	0	0	0	0	0	0	0	0	0	2222	0	0	0	0	0	0	0	0	0	0	0	1789045.5
0159_AB18_30304_20191002_ST	1794421	0.7	0	329.416666666667	0	0	0	0	0	0	656	380.25	646.5	23.75	121.5	271.75	0	26.5	0.166666666666666	0	6771.16666666665	726	1.5	0	0	0	0	0	0	0	0	0	0	0	2239.83333333333	0	0	0	0	0	0	0	0	0	0	0	1782225.96666667
0159_AK37_71047_20190117_ST	1774048	0	0	258	0	0	0	0	0	0	611.5	0	25	3	30	16.25	0.5	59.25	0	0	7823.33333333335	931.666666666667	0	0	0	0	0	0	0	0	0	0	0	1	2426.75	0	0	0	0	0	0	0	0	0	0	0	1761861.75
0159_AK37_71073_20200105_ST	1770877	0.333333333333333	0.833333333333333	414.25	0	0	0	0	0	6.5	615.333333333335	13	39	15.25	14	28	1	2.66666666666667	0.166666666666666	0	8540.54166666665	970.166666666667	2	0	0	0	0.5	0	0	0	0	0	0	0	2570.25	0	0	0	0	0	0	0	0	0	0	0	1757643.20833333
0159_AJ09_750041_20191126_ST	1770556	0.333333333333333	2.08333333333333	284.5	0	0	0	0	0	0	530.75	54	24.5	8	1	55.5	0.5	9.83333333333335	0.333333333333333	0	8443.83333333335	872	1.25	0	0	0	0	0	0.5	0	0	0	0	2.16666666666666	2303.25	0	0	0	0	0	0	0	0	0	0	0	1757961.66666667
0159_AB10_26201_20180917_ST	1767105	0	0	144	0	0	0	0	0	0	439.5	10	189.5	7.25	15.5	46.25	3	17.75	0	0	7752.16666666665	680.333333333333	0.25	0	0	0	0	0	0	0	0	0	0	0	1771.33333333334	0	0	0	0	0	0	0	0	0	0	0	1756028.16666667
0159_AP39_21127_20180218_ST	1757714	0	1.9875	94.5	0	0	0	0	0	0	497.75	9	155.5	11.5	2.5	58	0	28.8333333333333	0	0	6805	565.833333333333	0.5	0	0	0	0	0	0	0	0	0	0	0	1781	0	0	0	0	0	0	0	0	0	0	0	1747702.09583333
0159_AB10_103832_20190306_ST	1755559	0	1	272.5	0	0	0	0	0	1	468	46	35	16.5	0	64.5	2.5	2.25	0	0	7322	776.333333333333	1.25	0	0	0	0	0	0	0	0	0	0	0.5	2378.75	0	0	0	0	0	0	0	0	0	0	0	1744170.91666667
0159_AB10_26069_20180516_ST	1749567	0.666666666666667	4.72916666666667	277.833333333333	0	0.25	1	0	5.58333333333333	17.7666666666667	512.25	10	11	6.5	4.5	27	0	6.66666666666665	3.5	18.5	7564.04166666665	1138.83333333333	12.5492424242424	0	0	0	0.5	1	0	4.5	0	0	0	28	2073.25	0	0	0	14.5	0	0	0	0	0	0	0	1737822.07992424
0159_AB18_2646_20190328_ST	1749484	0	0.5	138.5	0	0	0	0	0	0	508.25	0	25	8.75	21	61	2.5	0	0	0	7401.58333333335	1127.16666666667	0.5625	0	0	0	0.5	0.5	0	0	0	0	0	0	2284.5	0	0	0	0	0	0	0	0	0	0	0	1737903.6875
0159_AY44_33282_20191127_ST	1741374	0	0	108.75	0	0.5	0	0	0	0	478.5	2	6	5.75	9	2	0	1.25	0	0	7485.08333333335	451	0	0	0	0	0	0	0	0	0	0	0	0	1977.25	0	0	0	0	0	0	0	0	0	0	0	1730846.91666667
0159_AY44_33028_20170919_ST	1740860	0	0.25	212.5	0	0	0	0	0	0.25	549	1	25.5	3	1	11	0.5	31.8333333333333	0.166666666666666	1	8598.70833333335	687.166666666667	1.5	0	0	0	0.5	0	0	0.333333333333333	0	0	0	2	2440	0	0	0	1	0	0	0	0	0	0	0	1728291.79166667
0159_AA34_42197_20180809_ST	1740831	0	0.125	120.75	0	0	0	0	0	0	441	37.25	118	4.25	18.5	69.75	0	0.416666666666667	0	0	6198.75	167.166666666667	0	0	0	0	0	0	0	0	0	0	0	0	1410.91666666666	0	0	0	0	0	0	0	0	0	0	0	1732244.125
0159_AY44_33086_20171029_ST	1740446	0	0.666666666666665	211.75	0	0	0.2	0	0	0	595.583333333335	1	43.5	4.25	17	35	0	4.91666666666667	0.166666666666666	0	8207.5	750.833333333333	1.83333333333333	0	0	0	0	0	0.5	0	0	0	0	1	2274	0	0	0	0	0	0	0	0	0	0	0	1728296.3
0159_AY44_33303_20200127_ST	1731978	0	0	163.833333333333	0	0	0	0	0	0	451.25	0	17	6	10	20.6666666666667	0.5	12.25	0	0	6696	727.833333333333	0	0	0	0	0	0	0	0	0	0	0	0.5	2148.25	0	0	0	0	0	0	0	0	0	0	0	1721723.91666667
0159_AZ03_32098_20200124_ST	1730289	0	0	121.5	0	0.5	0	0	0	0.166666666666666	406.25	2.25	4	16.5	6	29.5	0	23.25	0	0	6235.33333333335	363.333333333333	2	0	0	0	0.25	0	0	0	0	0	0	0	1689	0	0	0	0	0	0	0	0	0	0	0	1721389.16666667
0159_AZ03_32018_20180723_STLS	1727214	0.333333333333333	1.28333333333333	294.75	0	0	0	0	0	0.5	513.666666666665	12.25	34	10	22.5	35.5	0	21.25	0	0	7165.41666666665	745.833333333333	0.5	0	0	0	1	0	0	0	0	0	0	0	2234.5	0	0	0	0	0	0	0	0	0	0	0	1716120.71666667
0159_AP39_21137_20180210_ST	1715742	0	0.5	239	0	0	0	0	0	0	399.75	5	27	15.25	2.5	24.75	0	0.416666666666667	0	0	6966	680	0.75	0	0	0	0	0	0	0	0	0	0	0	1805.5	0	0	0	0	0	0	0	0	0	0	0	1705575.58333333
0159_AS41_40100_20191102_ST	1714852	0	0.375	96.75	0	0	0	0	1	0	463.75	1	12	7.25	7	24	0	1.16666666666666	0	0	6778	334.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1743.75	0	0	0	0	0	0	0	0	0	0	0	1705381.29166667
0159_AP39_21402_20180611_ST_E21	1703926	0	0.0416666666666667	92.75	0	0	0	0	2	0	439.5	7.25	26	3.5	159	42.5	0	24.5	0	0	6144.83333333335	456.166666666667	0	0	0	0	0	0	0	0	0	0	0	0	1775.5	0	0	0	0	0	0	0	0	0	0	0	1694752.45833333
0159_AB10_101812_20190109_ST	1695735	0	0	311.25	0	0	0	0	0	0	494.666666666667	23	14.5	8.5	29	26	0	41.4166666666667	0	0	7247.66666666665	840	0	0	0	0	0	0	0	0	0	0	0	1	2198.25	0	0	0	0	0	0	0	0	0	0	0	1684499.75
0159_AB10_26024_20180430_ST	1690734	0	0.375	117.25	0	0	0	0	0	0	451.25	7	35.5	6.25	1.5	16.25	0	68.3333333333335	0	0	7259.625	623	0	0	0	0	0	0	0	0	0	0	0	0	2004.5	0	0	0	0	0	0	0	0	0	0	0	1680143.16666667
0159_AK37_71040_20181106_ST	1681784	0.333333333333333	0	261	0	0	0	0	0	0	534.5	344.75	608	23	94.5	261	0	6.08333333333335	0	0	6408.41666666665	683.333333333333	0	0	0	0	0	0	0	0	0	0	0	0	2026.66666666666	0	0	0	0	0	0	0	0	0	0	0	1670532.41666667
0159_AZ03_32084_20190614_ST	1656997	0	2.04166666666667	250.75	0	0	0	0	0	0	519.666666666665	3	17.5	17.25	4.33333333333333	40.25	0	23.1666666666667	0.166666666666666	0	7315.08333333335	896.5	2.25	0	0	0	0	0	0	0	0	0	0	0	2340	0	0	0	1	0	0	0	0	0	0	0	1645564.04166667
0159_AY44_33159_20190508_ST	1655807	0.333333333333333	0	159	0	0	0	0	0	2	471.666666666667	13.25	27.5	4	16	39.25	0	16.0833333333333	0	0	7603.16666666665	555.833333333333	0.5	0	0	0	0	0	0	0	0	0	0	0	1968.5	0	0	0	0	0	0	0	0	0	0	0	1644929.91666667
0159_AB10_26008_20180410_ST	1651008	0.333333333333333	0.5	104.5	0	0	0	0	0	0	497.5	0	32.5	3	0	42.75	0	23.5	0	0	6826.91666666668	531.333333333333	0.125	0	0	0	0	0	0	0.333333333333333	0	0	0	0	1953	0	0	0	0	0	0	0	0	0	0	0	1640991.70833333
0159_AP39_21699_20180811_ST	1646577	0	65.9749999999999	871.25	0	0	0	0	0	1.5	622.75	439.25	825.5	29.25	18	147.75	0	63.5	0	0.333333333333333	8680.3	1796.83333333333	0.5	0	0	0	0	0	0	0	0	0	0	0	3129	0	0	0.0357142857142857	0	0	0	0	0	0	0	0	1629885.27261905
0159_AB10_26254_20181210_ST	1644450	0	2.625	87.75	0	0	0	0	0	0.333333333333333	378.75	0	0.5	8.75	6	2	0.5	1.5	0	0	6875.33333333335	460.333333333333	0	0	0	0	0	0	0	0	0	0	0	0	1778.25	0	0	0	0	0	0	0	0	0	0	0	1634847.375
0159_AB10_26269_20181101_ST	1635025	0	0.5	142.75	0	0	0	0	1	0	331	2	7.5	5	59	19.75	0	0.166666666666666	0	0	6470.5	612.666666666667	0.75	0	0	0	0	0	0	0	0	0	0	0	4479.25	0	0	0	0	0	0	0	0	0	0	0	1622893.16666667
0159_AY44_33280_20191213_ST	1634008	0	1.66666666666667	369.75	0	0	0	0	0	0	431.25	6.5	14.5	2.75	2.5	22.5	0.5	1.75	0	0	6943.83333333335	716	1.75	0	0	0	0	0	0	0	0	0	0	0	1920.66666666666	0	0	0	0	0	0	0	0	0	0	0	1623572.08333333
0159_AB10_26406_20190116_ST	1632519	0	1	158	0	0.5	0	0	0	0	456.25	7	99.5	13.75	15	105.5	5	1.33333333333334	0	0	6784.125	538.166666666667	0.25	0	0	0	0.5	0	0.5	0	0	0	0	2	3017.5	0	0	0	0	0	0	0	0	0	0	0	1621313.125
0159_AN38_59010_20180102_ST	1630677	0	0	112.75	0	0	0	0	0	0	477.75	59	133.5	3.75	25	72.5	0	42.9166666666667	0.166666666666666	0	7237.66666666665	377	0	0	0	0	0	0	0	0	1	0	0	0	1815.5	0	0	0	0	0	0	0	0	0	0	0	1620318.5
0159_AY44_33283_20191212_ST	1628962	0	1.16666666666667	240.75	0	0	0	0	0	0	489	23.25	41	7.5	74	31.25	0.5	23.6666666666667	0	0	6763	785.166666666667	0	0	0	0	0	0	0	0	0	0	0	0	2205	0	0	0	0	0	0	0	0	0	0	0	1618276.75
0159_AB10_103250_20181203_ST	1626361	0	0.0416666666666667	228.5	0	0	0	0	1	0	438.25	0	4	15.75	6	18.75	0	34.6666666666667	0	0	7079.58333333335	627.333333333333	0.25	0	0	0	0	0	0	0	0	0	0	0	2058.25	0	0	0	0	0	0	0	0	0	0	0	1615848.625
0159_AJ09_750026_20191016_ST	1619998	0	6	610.25	0	0	0	0	0	0	456	6	33	9.5	56.5	21.5	1	58.6666666666665	0	0	6487.125	1293.16666666667	1.5	0	0	0	0	0	0	0	0	0	0	1	2262.25	0	0	0	0	0	0	0	0	0	0	0	1608694.54166667
0159_AP39_21133_20180203_ST	1618190	0	0	268.5	0	0	0	0	0	0	441.25	16	19.25	26.25	2	36.75	0.5	8.91666666666665	0	0	6712.16666666665	781.333333333333	0.75	0	0	0	0	0	0	0	0	0	0	0	1852.5	0	0	0	0	0	0	0	0	0	0	0	1608023.83333333
0159_AS41_40087_20190717_ST	1612955	0	0	49.75	0	0	0	0	0	0	394.5	0	0	4	5	0.5	0	11.25	0	0	7141.5	307.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1723	0	0	0	0	0	0	0	0	0	0	0	1603317.83333333
0159_AB18_105120_20191018_ST	1599829	0	0.25	269.25	0	0	0	0	0	0	444	0	7	8	3	11.75	0	103.416666666667	0	0	7001.25	896.333333333333	1	0	0	0	3.5	0	0	0	0	0	0	0	1969	0	0	0	0	0	0	0	0	0	0	0	1589111.25
0159_AP39_21144_20180121_ST	1592847	0	0.2625	96.25	0	0	0	0	0	0	430.5	13	47.5	13.25	43	33	0	6	0	0	6544.91666666665	401.333333333333	0.4375	0	0	0	0	0	0.5	0	0	0	0	0	2186.33333333333	0	0	0	0	0	0	0	0	0	0	0	1583030.71666667
0159_AQ22_10401_20171013_ST	1586735	0.333333333333333	0	122.25	0	0	0	0	0	0	406.5	0	0.5	21.5	16	147.5	0	4.83333333333333	0	0	7595.91666666665	429.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1839.25	0	0	0	0	0	0	0	0	0	0	0	1576150.75
0159_AY44_33265_20191106_ST	1584695	0	0.7625	269.666666666667	0	0	0	0	1.66666666666667	1	563.75	4	26	18	1	14.5	0	14.3333333333333	0	0.5	7960.83333333335	1289.33333333333	0.583333333333333	0.277777777777778	0	0	0.5	0.5	0	0.583333333333333	0	0	0	1.5	2799.25	0.25	0	0	1	0	0	0.0555555555555555	0.0555555555555555	0.0555555555555555	0	0	1571725.04305556
0159_AJ09_760049_20191008_ST	1575962	0	0	127	0	0	0	0	0	0	466.5	15	40	5.5	53	26	0	33.1666666666667	0	0	7161.5	489.666666666667	0.75	0	0	0	0	0	0	0	0	0	0	0	1976.41666666666	0	0	0	0	0	0	0	0	0	0	0	1565567.5
0159_BE31_82021_20191230_ST	1575533	0	1.58333333333333	295.833333333333	0.25	1	0	0	3.33333333333333	3	442.5	181.25	299	11.75	102.5	71.75	0	2.5	0.166666666666666	6.5	6788.79166666665	639.5	3.18939393939394	0.0277777777777777	0	0	0	2.5	1	2.66666666666667	0	0	0	10	2098.33333333333	0	0	0	1	0	0	0.0555555555555555	0.0555555555555555	0.0555555555555555	0	0	1564562.90782828
0159_AY44_33261_20191002_ST	1573935	0	0.5	342.75	0	0	0	0	0	0	452	0	32	3.75	0	14.75	0	89.9166666666665	0	0	6814.16666666665	1083.66666666667	0.75	0	0	0	0	0	0	0	0	0	0	0	2311	0	0	0	0	0	0.25	0	0	0	0	0	1562789.5
0159_AP39_21010_20171118_ST	1568108	0	0.75	144.75	0	0	0	0	0	0	428.5	10	10.5	11	0	37.5	0	0.666666666666665	0	0	6780.41666666665	704.333333333333	0	0	0	0	0	0	0	0	0	0	0	0	1764	0	0	0	0	0	0	0	0	0	0	0	1558215.58333333
0159_AJ09_750044_20191116_ST	1551638	0	0	128.25	0	0	0	0	0	0	428.75	0	36	5.75	65	39.75	0	0.25	0	0	7610.66666666665	453.333333333333	0	0	0	0	0	0	0	0	0	0	0	0	1741	0	0	0	0	0	0	0	0	0	0	0	1541129.25
0159_AQ29_10004_20170630_ST	1551105	0	1.08611111111111	276.75	0	0	1	0	1	0.416666666666667	530.5	1	24.5	12	3.5	8	0	8.16666666666665	0	0	8693.54166666665	908.5	1.58333333333333	0	0	0	0.5	0.5	0	0	0	0	0	2.5	2457.75	0	0	0	2	0	0.25	0	0	0	0	0	1538169.95555556
0159_AA34_42471_20190830_ST	1541133	0	0	800	0	0	0	0	0	0	530.25	185	1029	16.5	42.5	372.25	0	214.333333333334	0	0	9221.04166666665	1636	0	0	0	0	7	0	0	0	0	0	0	0	2965.41666666667	0	0	0	0	0	0	0	0	0	0	0	1524113.70833333
0159_AV42_66170_20190905_ST	1530536	0	1.19166666666666	199.5	0	0	0	0	0	0	412	53.5	100.5	5.25	14.5	63.75	0	9	0.166666666666666	0	6190.25	377.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	1655.25	0	0	0	0	0	0	0	0	0	0	0	1521453.30833333
0159_AA34_42461_20190814_ST	1524043	0	0	422.75	0	0	0	0	0	0	455.75	298	576.5	52.75	63	11	0	1.58333333333334	0	0	6435.16666666665	737	0	0	0	0	1.5	0	0	0	0	0	0	0	2194.5	0	0	0	0	0	0	0	0	0	0	0	1512793.5
0159_AA34_42487_20190921_ST	1516305	0	0	151.25	0	0	0	0	0	0	257.5	173	392	21.75	67.5	115.25	33	0.583333333333335	0	0	5895.25	148.333333333333	0	0	0	0	2	0	0	0	0	0	0	0	1451.75	0	0	0	0	0	0	0	0	0	0	0	1507595.83333333
0159_AY44_33305_20200110_ST	1515212	0.333333333333333	2.26666666666667	464.25	0	0	0	0	0	0	428.416666666667	0	18	10.75	38	12.5	0	0.916666666666665	0	0	7331.08333333335	944.166666666667	2.5	0	0	0	0	0	0	0	0	0	0	0	1961.5	0	0	0.0357142857142857	3	0	0	0	0	0	0	0	1503994.28095238
0159_AY44_33285_20191118_ST	1506391	0	0.5	243.5	0	0	0	0	0	0	465.25	0	18.5	5	0	20	0	76.6666666666665	0	0	6506.83333333335	1048.16666666667	0.25	0	0	0	1	0	0	0	0	0	0	2	2160	0	0	0	0	0	0	0	0	0	0	0	1495843.33333333
0159_AZ03_32093_20191209_ST	1500172	0	0	109.75	0	0	0	0	0	0	432.5	4	13	3.75	2	22.75	0	28.75	0	0	6179.58333333335	578.166666666667	0.5	0	0	0	0.5	0	0	0	0	0	0	0	1758.5	0	0	0	0	0	0	0	0	0	0	0	1491038.25
0159_AZ03_32052_20190827_STHS	1498628	0.583333333333333	2.33333333333333	215.75	0	0	0	0	1	0	449.25	258	367.5	10.75	41.5	8	2	5.5	0	0	5731.16666666665	274.5	1.25	0	0	0	0	0	0	0	0	0	0	0	1641.66666666666	0	0	0	0	0	0	0	0	0	0	0	1489617.25
0159_AP39_21014_20171107_ST	1495923	1.33333333333333	0.5	123.5	0	0	0	0	0	0	403.5	30	5.5	9	0	26.75	1	0.833333333333335	0.333333333333333	0	5929.04166666665	630.666666666667	1	0	0	0	0.5	0	0	0	0	0	0	0	1704	0	0	0	0	0	0	0	0	0	0	0	1487055.54166667
0159_AB10_101585_20180920_ST	1495169	0	1.66666666666666	191.75	0	0	0	0	1	0	441.666666666667	49	31	7.75	12	37.75	2	1.16666666666666	0	0	6493.83333333335	650.333333333333	1.75	0	0	0	1	0	0	0	0	0	0	0	1990.75	0	0	0	3	0	0	0	0	0	0	0	1485251.58333333
0159_AY44_33272_20191114_ST	1494415	0	0.333333333333333	154	0	0	0	0	0	1	415	6	18	13.75	10.5	21	0	0	0	0	5233.16666666665	425.333333333333	0	0	0	0	0	0	0	0	0	0	0	0	1414.75	0	0	0	0	0	0	0	0	0	0	0	1486702.16666667
0159_AJ09_750005_20190925_ST	1492400	0	0.5	226.75	0	0	0	0	0	0	381	5	7.5	5	1.5	9.5	0	13.3333333333333	0	0	6315.66666666665	781.5	0.75	0	0	0	0	0	0	0	0	0	0	1	2220.75	0	0	0	0	0	0	0	0	0	0	0	1482430.25
0159_AQ29_10077_20180415_ST	1491723	0	0	96.25	0	0	0	0	0	0	427	77	22.5	1.5	2	40.75	0	28.0833333333333	0	0	6998.75	387.833333333333	0	0	0	0	0	0	0	0	0	0	0	0	1728.75	0	0	0	0	0	0	0	0	0	0	0	1481912.58333333
0159_AP39_21033_20171106_ST	1491336	0	0	151.166666666667	0	0.5	0	0	0	0.5	352.5	0	18.5	9	48	8	0	1.83333333333334	0	0	6207.41666666665	641	0	0	0	0	0	0	0	0	0	0	0	0	1651.75	0	0	0	0	0	0	0	0	0	0	0	1482245.83333333
0159_AZ03_32054_20190917_STLS	1484017	0	0.166666666666666	147.5	0	0.5	0	0	0	0	409.75	4	38	7.5	5.5	23.75	0	8.25	0.166666666666666	0	6307.33333333335	505.666666666667	0	0	0	0	0	0	0	0	0	0	0	0	1758.25	0	0	0	0	0	0	0	0	0	0	0	1474800.66666667
0159_AS41_40071_20190501_ST	1473425	0	2.16666666666667	164	0	0	0	0	0	2.5	438	60	6.5	4.25	3	56.5	0	1.16666666666666	0.166666666666666	0	6951.5	663.833333333333	0.75	0	0	0	0	0	0	0	0	0	0	1	1940	0	0	0	0	0	0	0	0	0	0	0	1463129.66666667
0159_AA34_42489_20190928_ST	1465893	0	0	582.5	0	0	0	0	0	0	539.25	581	1023.5	97.25	162	269	0	1.16666666666666	0	0	6971.41666666665	1006	0	0	0	0	0	0	0	0	0	0	0	0	2008.41666666666	0	0	0	0	0	0	0	0	0	0	0	1452651.5
0159_AB10_26137_20180827_ST	1458302	0.333333333333333	0	110.5	0	0	0	0	0	0	419.5	0	12	5.75	3	10	0	16.4166666666667	0	0	5741.58333333335	540.5	0	0	0	0	0	0	0	0	0	0	0	0	1588.75	0	0	0	0	0	0	0	0	0	0	0	1449853.66666667
0159_AB10_26267_20190116_ST	1453156	0	0.5	128.25	0	0	0	0	0	0	378.75	2	20	1	6	31.25	0	40	0	0	6114.41666666665	491.166666666667	0.25	0	0	0	0	0	0	0	0	0	0	0	1564.25	0	0	0	0	0	0	0	0	0	0	0	1444378.16666667
0159_AP39_21131_20180213_ST	1452528	0	1	209.5	0	0.5	0	0	0	0	400.25	1	5	11	1.5	6	0	15.6666666666667	0	0	6423.08333333335	775	0	0	0	0	0	0	0	0	0	0	0	0.5	1860.25	0	0	0	0	0	0	0	0	0	0	0	1442817.75
0159_AB10_26420_20190311_ST	1448023	0	0.666666666666665	291.5	0	0	0	0	0	0	444.5	39	28	6.75	25	39.25	0.5	0.833333333333335	0.166666666666666	0	7025.25	672.333333333333	0	0	0	0	0	0	0	0	0	0	0	4	1925.5	0.25	0	0	0	0	0	0	0	0	0	0	1437519.5
0159_AP39_21027_20171120_ST	1445714	0	0	80.75	0	0	0.25	0	0	0	334.5	0	18	6	1	13.5	0	1.91666666666666	0	0	5558.33333333335	235	0	0	0	0	0	0	0	0	0	0	0	0	1386.25	0	0	0	0	0	0	0	0	0	0	0	1438078.5
0159_AP39_21403_20180907_ST_E21	1434601	1	2.16666666666667	215.25	0	0	0	0	0	0	482.166666666667	18	21	27	2.5	51	0	5	0	0	6789.41666666665	853.5	0.75	0	0	0	0	0	0	0	0	0	0	0	2067.08333333333	0	0	0	0	0	0	0	0	0	0	0	1424065.16666667
0159_AB10_26298_20181218_ST	1432885	0	0	126.5	0	0	0	0	0	0	404	45.25	93	7.25	8	5.75	40.5	21.8333333333333	0.166666666666666	0	5628.75	360.333333333333	0.25	0	0	0	0	0	0	0	0	0	0	0	1525.08333333334	0	0	0	0	0	0	0	0	0	0	0	1424618.33333333
0159_AQ29_10104_20180715_ST	1422306	0	0	89	0	0	0	0	0	0	392	34	8.5	3	5	28	0	10.5	0	0	6340.51666666665	448.666666666667	0	0	0	0	1	0	0	0	0	0	0	0	1578.5	0	0	0	0	0	0	0	0	0	0	0	1413367.31666667
0159_AZ03_32051_20190819_STHS	1419821	0	0.5	205.75	0	0	0	0	0	0.5	384.75	31.25	50.5	15	10.5	28.25	0	7.83333333333335	0	0	6272.33333333335	542.166666666667	1	0	0	0	0.5	0.5	0	0	0	0	0	1	1737.58333333334	0	0	0	1	0	0	0	0	0	0	0	1410530.08333333
