sample_id	total	organophosphate_metabolic_process	fructose_6_phosphate_metabolic_process	fructose_2_6_bisphosphate_metabolic_process	phosphagen_metabolic_process	phospholipid_metabolic_process	nucleoside_phosphate_metabolic_process	glucose_1_phosphate_metabolic_process	organic_phosphonate_metabolic_process	glyceraldehyde_3_phosphate_metabolic_process	deoxyribose_phosphate_metabolic_process	ribose_phosphate_metabolic_process	fructose_1_6_bisphosphate_metabolic_process	thiamine_diphosphate_metabolic_process	pyridoxal_phosphate_metabolic_process	molybdopterin_cofactor_metabolic_process	inositol_phosphate_metabolic_process	organophosphate_catabolic_process	glucose_6_phosphate_metabolic_process	xylulose_5_phosphate_metabolic_process	alditol_phosphate_metabolic_process	X1_deoxy_D_xylulose_5_phosphate_metabolic_process	carbamoyl_phosphate_metabolic_process	organophosphate_biosynthetic_process	D_tagatose_6_phosphate_metabolic_process	D_glycero_D_manno_heptose_7_phosphate_metabolic_process	methanopterin_containing_compound_metabolic_process	lipid_X_metabolic_process	Remaining
0159_AK37_71051_20190224_ST	30677676	9172.66666666667	18553.9444444444	149.333333333333	214.777777777778	31148.1688340498	214838.083469609	0	9661.16666666667	5000.67752976191	1828.19367161474	19752.3275166364	1510	5254.38888888889	575.203703703703	1232.85555555556	332.117592592593	12867.1258855085	2662.63888888888	483.602380952381	8711.1148148148	1634.15740740741	200.740740740741	54187.390549447	393.166666666667	73.3333333333333	0.333333333333333	0	30277238.4903476
0159_BC12_41010_20171203_ST	26329100	723.333333333333	18951.8055555556	110.333333333333	411.962962962962	23514.5064814815	183396.486079961	0	6933.52777777778	3647.77083333333	1525.70718449931	17553.2191551538	2560.83333333333	3111.46111111111	163.527777777778	1253.24166666667	364.819444444444	9452.71438492063	2447.58333333333	560.577777777778	4581.86666666666	1215.53703703703	201.62962962963	44813.6987606861	413.166666666667	43.8888888888889	0	0.333333333333333	26001146.4674903
0159_AV42_66107_20190327_ST	25918625	6757.5	10600.4444444444	50	18.1111111111111	26516.698015873	170006.083154762	0	17920.3333333333	3390.08333333333	1387.53503453851	15849.7891805678	1544	3227.15740740741	546.763888888889	1590.3	284.398148148148	12624.1807539683	3058.63888888888	562	7548.91666666666	1168.72222222222	42.3518518518519	43277.7764554857	611.37037037037	136.611111111111	0	0	25589905.234627
0159_AP39_21295_20180811_ST_E21	23598601	3002.16666666667	16431.8333333333	129.833333333333	363.333333333333	20662.0966269841	160668.455939072	0.111111111111111	5689.16666666667	3378.1375	1371.52773980992	15434.9546447555	2265.11111111111	3017.68518518519	278.731481481482	1183.05555555556	297.250925925926	8559.20304232804	2232.375	469.094444444444	3516.53981481482	1249.90740740741	211.768518518519	40440.8896601876	379.87037037037	41.462962962963	19.0185185185185	0	23307307.4191061
0159_AB10_100710_20181001_ST	23465581	5569	12065.9166666667	57.3333333333333	317.555555555556	21757.669593254	165224.86961036	0	14532.8888888889	2632.67638888889	1363.99350872036	15789.9109550754	1645.05555555556	3448.37962962963	359.210648148148	1816.575	295.5	10720.7513227513	2686.98148148149	577.872222222222	5507.15925925927	884.055555555555	229.666666666667	43414.602184683	899.648148148148	111.37037037037	79.8888888888888	0	23153592.4685659
0159_AZ03_32019_20180325_ST	23266629	880	16428.4166666667	170.555555555556	625.370370370371	20879.5202564668	179390.279931399	0	3909.44444444444	3809.25138888889	1891.72745460187	17118.5798694395	2798.16666666667	2717.46296296297	195.547486772487	962.983333333332	375.744444444444	7360.55266534391	2136.01666666667	480.761111111111	3686.21111111111	1127.25	273.12962962963	40720.6989664883	345.944444444444	61.3333333333333	25.962962962963	0	22958258.0882769
0159_AP39_21065_20180201_ST	23251625	1819.66666666667	19239.5555555556	86	80.3333333333333	19440.5009259259	143822.726427592	0	7487.02777777778	2905.6875	1233.65653292181	13613.6340246546	1960.77777777778	2753.7037037037	150.900462962963	920.393650793651	348.851851851852	9548.89202674897	2814.02777777778	757.777777777778	2699.64259259259	1270.12037037037	218.981481481481	36009.4201113316	287.592592592592	58.9444444444444	0	0.166666666666667	22982096.0179667
0159_AK37_71050_20190313_ST	22908156	1311.16666666667	14856.4444444444	181.666666666667	444.444444444444	19484.0751157408	163391.639837749	0	4397.77777777778	3249.20277777777	1758.30435742455	15313.3053484062	2403.72222222222	2771.07407407408	155.256944444444	1020.39444444444	315.462962962963	7961.85816247795	2314.91666666667	339.902380952381	3724.02777777778	1193.78703703703	218.666666666667	38030.926530656	560.240740740741	39.0555555555556	0	0.333333333333333	22622718.3470629
0159_AZ03_32013_20200922_ST	22364500	1173.16666666667	13816.4833333333	68.3333333333333	305.222222222222	20011.1173789174	153738.359196531	0	2543.77777777778	3474.70972222222	1400.97355538409	14514.8761550395	2326	2511.36111111111	167.305555555556	605.488888888888	338.403703703704	7586.24023368607	2124.61111111111	400.588888888889	4428.30277777777	1260.9212962963	241.796296296297	35413.1446175963	195.87037037037	31.7222222222222	56.0740740740741	0.166666666666667	22095764.9828443
0159_AP39_21076_20180429_ST	21809905	366.5	15398.5833333333	69.111111111111	195.333333333333	17608.7713348765	142586.773481735	0	3999.72222222222	3072.95277777777	1185.69090363512	12992.8251548109	1788.66666666667	3072.83333333333	189.805555555556	906.45	281.915343915344	7220.30982142857	2240.26944444445	457.188888888889	2638.7962962963	1196.11111111111	154.981481481481	35051.9325188615	404.314814814814	74.4444444444444	0	0.666666666666667	21556750.0499593
