sample_id	total	mannan_polymerase_complex	glycosylphosphatidylinositol_N_acetylglucosaminyltransferase__GPI_GnT__complex	ESCRT_I_complex	ESCRT_II_complex	ESCRT_III_complex	ER_ubiquitin_ligase_complex	signal_recognition_particle_receptor_complex	signal_peptidase_complex	phosphatidylinositol_3_kinase_complex	oligosaccharyltransferase_complex	photosystem	photosystem_I_reaction_center	photosystem_II_reaction_center	photosystem_II_oxygen_evolving_complex	photosystem_I_antenna_complex	proton_transporting_two_sector_ATPase_complex	phycobilisome	membrane_coat	AP_type_membrane_coat_adaptor_complex	HOPS_complex	retromer_complex	retromer__tubulation_complex	retromer__cargo_selective_complex	NADH_dehydrogenase_complex	SNARE_complex	Sec62_Sec63_complex	endoplasmic_reticulum_palmitoyltransferase_complex	dolichyl_phosphate_mannose_protein_mannosyltransferase_complex	SREBP_SCAP_complex	proton_transporting_two_sector_ATPase_complex__proton_transporting_domain	proton_transporting_two_sector_ATPase_complex__catalytic_domain	VCP_NPL4_UFD1_AAA_ATPase_complex	GPI_anchor_transamidase_complex	MHC_class_I_peptide_loading_complex	TAP_complex	UDP_N_acetylglucosamine_transferase_complex	Dsc_E3_ubiquitin_ligase_complex	proton_transporting_ATP_synthase__stator_stalk	proton_transporting_ATP_synthase__catalytic_core	proton_transporting_ATP_synthase__central_stalk	pore_complex	cargo_receptor_complex	translocon_complex	clathrin_complex	Nem1_Spo7_phosphatase_complex	Ragulator_complex	EMC_complex	Asi_complex	plasma_membrane_protein_complex	outer_mitochondrial_membrane_protein_complex	inner_mitochondrial_membrane_protein_complex	respiratory_chain_complex	nuclear_membrane_protein_complex	COPII_vesicles_tethering_complex	transmembrane_transporter_complex	Ire1_complex	IRE1_TRAF2_ASK1_complex	ESCRT_IV_complex	nuclear_membrane_complex_Bqt3_Bqt4	Remaining
0159_AS41_40055_20180716_ST	167641028	0.5	0.166666666666667	2.75	0	0.25	0.888888888888888	0	1.16666666666667	0.666666666666667	0.0833333333333333	838.285714285714	0.333333333333333	3.33333333333333	95	0	109992.683333333	26.4166666666667	3368.66666666666	13.0833333333333	0.333333333333333	1.5	1	1.66666666666667	9914.75	0.5	0.916666666666665	0.833333333333333	0	0	102684.25	267090.483333334	0.833333333333335	2.33333333333333	0	0	0	0.416666666666667	0	1	0	424088.666666667	0.333333333333333	0.416666666666667	0.666666666666667	0.125	0.125	1.5	0.5	873558.374999998	13.625	153.855555555556	16078.5	0	0.5	435554.499999999	0	0	0	0	165397531.219841
0159_AP39_21110_20190111_ST	125942242	0.5	0	1.75	0	0	0.388888888888889	0	0	0.916666666666665	2.58333333333333	3573.61904761905	0	0.5	0	0	81756.25	178.75	8372.91666666667	4.25	0	0	0.333333333333333	0	2695.75	0.583333333333333	0	9.16666666666667	0.444444444444444	0	87564.2666666667	291134.716666667	0	0	0	0	0	0	0	0.25	0	76237.5	0	0	0	0	0.25	0	0	468221.402777778	0	251.75	4290.6875	0	0	228364.182638889	0	0	0	0	124689578.291369
0159_AA34_42475_20190911_ST	114708520	0	0	6	0	0	0	0	0	0	0	825.166666666667	0.333333333333333	0.333333333333333	52.5	0	88428.9166666667	56.75	4568.58333333333	4.75	0.1	0	0	0	3381.66666666667	0	0	0	0	0	86871.0666666667	197065.7	0.666666666666665	0	0	0	0	0	0	0.75	0	16492.6666666667	0	0	0.333333333333333	0	49.5	0.5	0	302475.666666667	7	146.875	691.5	0	0	143531.779166667	0	0	0	0	113863860.895833
0159_AA34_42480_20191103_ST	76865758	0	0	1.25	0	0	0	0	0	0	0	2311.66666666666	0	0.833333333333333	0	0	62369.4166666667	107	17461.8333333333	1	0	0	0	0	1855.91666666667	0.333333333333333	0	5.16666666666667	0	0	76217.9166666666	232188	0	0	0	0.5	0	0	0	0.25	0	12946	0	0	0	0	0	0	0	292013.125	0	146.166666666667	166.25	0.166666666666666	0	136905.645833333	0	0	0	0	76031059.5625
0159_AP39_21298_20181004_ST_E21	58351570	0	0	1.5	0	0	0	0	0	0	0	732.619047619047	0	0.333333333333333	11.5	0	39827.5833333333	274	1941.16666666667	5.5	0	0	0	0	1035.66666666667	0	0	5.66666666666667	0	0	44793	127511.4	0.333333333333333	0	0	0	0	0	0	0.5	0	11378	0	0	0	0	0	0	0	165546.875	0	110.916666666667	127.291666666667	0	0	77803.3583333333	0	0	0	0	57880462.7892857
0159_AP39_21108_20171121_ST	47890622	0	0	1.75	0	0	0.0833333333333333	0	0	0	0.833333333333333	368.940476190476	0	4.25	0	0	33770.6666666667	21.75	393.041666666667	16.5	0	0	0	0	2617.83333333333	0	0	4.66666666666667	0	0	28304.75	68018.6666666666	0.0625	0	0	0	0	0	0	0.25	0	89609.5	0	0	0	0	0	0	0	210712.933333333	0.5625	95.375	4556.20833333333	0	0	103094.495833333	0	0	0	0	47349028.8803571
0159_AK37_71062_20190607_ST	46524471	0	0	0.5	0	0	0	0	0	0	0.0833333333333333	743.833333333334	0	0	61.25	0	30708.6666666667	65.5	1637.16666666667	0.5	0	0	0	0	1637.5	0	0	0	0	0	34629.4833333334	90613.4166666667	0	0	0	0	0	0	0	0.25	0	17320.5	0	0	0	0	0	0	0	172919.083333333	0	167.458333333333	1743.95833333333	0	0	81895.2208333333	0	0	0	0	46090326.6291667
0159_AP39_21129_20180205_ST	42174717	0	0	2.25	0	0	0	0	0	0.666666666666665	0.166666666666667	1039.5	0	0	61.75	0	51626.3333333333	31.75	1487.33333333333	1	0.333333333333333	0	0	0	613.770833333333	0	0	5.33333333333333	0	0	40583.2333333334	77631.15	0	0	0	0	0	0	0	1	0	5476.5	0	0	0	0	0	0	0	126819.708333334	0.625	198.9375	247.583333333333	0	0	60109.8333333334	0	0	0	0	41808778.2416666
0159_AP39_21301_20180706_ST_E21	41945891	0	0	0.5	0	0	0	0	0	0.25	0	715.833333333333	0	1.25	8.25	0	29896.8333333333	209.25	1513.16666666667	1.5	0	0	0	0	548.916666666668	0	0	6.66666666666667	0	0	32551.7261904762	91612.3095238095	0	0	0	0	0	0	0	0.5	0	6476	0	0	0	0	0	0	0	118939.708333333	0	93.25	62.4166666666667	0	0	55921.0166666667	0	0	0	0	41607331.6559523
0159_AK37_71054_20190305_ST	30472858	0	0	0.75	0	0	0	0	0	0	0	624.833333333333	0	0	7.5	0	31704.0833333333	18.75	4716	4.5	0	0	0	3	1462.91666666666	0	0	0	0	0	27816.3333333333	60788	0	0	0	0	0	0	0	0	0	7479	0	0	0	0	0	0	0	121087.5	0	38.2083333333333	674.916666666667	0	0	58634.9625000001	0	0	0	0	30157796.7458334
0159_AK37_71051_20190224_ST	29488025	0	0.166666666666667	1.5	0	0	0.111111111111111	0	0	0.2	1.25	463.523809523809	0	23.75	27.75	0	14155.3333333333	287.25	695.166666666667	4.5	0.166666666666666	0	0.666666666666667	0	706.5	1.2	0	0	0.166666666666667	0	17744.0833333333	59294.1666666667	0.666666666666665	1.33333333333333	0.125	0.125	0	0	0	0	0	22854.5	0	0.25	0	0	0	0	0	94134.6111111111	0.75	46.3333333333333	1016.58333333333	0.0454545454545454	0	45807.7972222222	0.0833333333333332	0	0	0	29230754.3446249
0159_AV42_66107_20190327_ST	25109407	0	0	0	0	0	0	0	0	0	0	223.666666666667	0	0.5	0	0	7218.58333333333	13.25	853.833333333333	0.5	0	0	0	0	1394.66666666667	0	0	0.5	0	0	10609.5833333333	43597.75	0	0	0	0	0	0	0	0	0	48454	0	0	0	0	0	0	0	108544.5	0	1.125	2732.08333333333	0	0	54289.8333333333	0	0	0	0	24831472.625
0159_BC12_41010_20171203_ST	25020998	0	0	3.5	0	0	0	0	0.833333333333333	0	0	328.166666666666	0	0.833333333333333	9	0	35146	172.25	756.833333333333	21	0	0	0	0	448.75	0	0	0	0	0	26725.75	44110.25	0	0	0	0	0	0	0	0	0	2145.16666666667	0	0	0	0	0	0	0	74817.6944444444	0	200.5	545.541666666667	0	0	35997.1416666667	0	0	0	0	24799568.7888889
0159_AP39_21065_20180201_ST	23605340	0	0	0	0	0	0	0	0	0	0	211.952380952381	0	0	0	0	20308	69.25	377.5	1	0.166666666666666	0	0	0	647.416666666668	2	0	1.5	0	0	19965.25	47526.0833333334	0.833333333333335	0	0	0.5	0	0	0	0.666666666666665	0	3049.5	0	0	0	0	0	0	0	63995.4166666668	0	44	42.3333333333333	0	0	30459.0000000001	0	0	0	0	23418637.6309524
0159_AP39_21295_20180811_ST_E21	23076371	0.5	0	0.25	0.5	0	0.111111111111111	0	0.333333333333333	0.416666666666666	0.277777777777778	302.309523809524	0	0.583333333333333	31.5	0	27956.75	60.5	1480.66666666666	16.0833333333333	0.35	0	0	0.25	382.166666666667	0.333333333333333	0	3	0	0	21529.9166666667	49000.5333333333	0.166666666666666	0.333333333333333	0	0	0	0.333333333333333	0	1	0	9785.33333333333	0	0	0	0	0	0	0.5	78077.9999999998	0.375	29.875	326.125	0.0454545454545454	0.5	37753.9541666666	0	0	0	0	22849627.1269661
0159_AB10_100710_20181001_ST	22476810	0	0	0.25	0	0	0	0	0	0	0.25	345.071428571428	0	0	0	0	23879.3333333333	12	2469.83333333333	2	0	0	0	0	1111.83333333333	0	0	2.33333333333333	0	0	19043	48143.3333333334	0	0	0	0	0	0	0	0	0	21684	0	0	0	0	0	0	0	111533.75	0	31.75	2238.91666666667	0	0	55554.4916666666	0	0	0	0	22190757.8535714
0159_AK37_71050_20190313_ST	22476650	0	0	1	0	0	0	0	0	0.375	0	231.5	0	0.333333333333333	68	0	36518.8333333333	3.75	661.166666666667	21	0	0	0	0	521.333333333333	0	0	2	0	0	25744.6666666666	39617	0.166666666666666	0.666666666666667	0	0	0	0	0	0	0	1290.83333333333	0	0	0	0	0	0	0	69956.7500000002	0.125	52.875	99.4583333333333	0	0	33590.3791666668	0	0	0	0	22268267.7875
0159_AZ03_32013_20200922_ST	21886689	0	0	0	7.75	0	0.25	13.5	2.22222222222222	18.6428571428571	3	82.1666666666667	0	0	0.25	0	31463.5	17.5	1537.25	445.916666666667	0.654761904761905	2	0	5.83333333333333	410.361111111111	13	0	0	0	0	25605.1666666666	38048	3.85416666666667	1	0	0	0	0	0	0.5	0	1130.66666666667	0	0	31.3333333333333	0	0	0	0	68344.7249999998	1.6875	65.625	89.9722222222222	0	0	32298.8652777777	0	0	0.166666666666667	0	21687043.6398809
0159_AZ03_32019_20180325_ST	21736839	0.5	0.5	1	4.5	0	0.166666666666667	0	0.333333333333333	1	0.333333333333333	191.166666666667	0	0	42.75	0	33471.0833333333	25.5	1560.875	87	0.1	0	0	0.5	345	0.333333333333333	0	1.66666666666667	0	0	23197.3333333333	41560	0.333333333333333	3	0	0.5	0	0	0	1.16666666666666	0	855.833333333333	0.666666666666667	0	0.25	0	0.2	0	0	71833.5	0.25	101.958333333333	204.208333333333	0	0	34686.2375	0	0	0	0	21528659.2541666
0159_AP39_21119_20181218_ST	21439715	0.5	0.333333333333333	1.5	0.5	0	0.666666666666667	0	0.333333333333333	2.61230158730159	0	452.833333333333	0	0	0	0	12490.5	3.25	534.833333333333	5.33333333333333	0.783333333333335	0	0.333333333333333	1.33333333333333	1081.75	0	0.75	0.75	0	0	17444.1666666667	43754.2833333333	0.625	0.5	0	0	0	0.666666666666665	0	0	0	3804.5	0.333333333333333	0.75	0.333333333333333	0	0.25	2.5	0	61857.0277777779	1.75	15.125	49.3541666666667	0.0454545454545454	0	28758.982638889	0.0833333333333332	0	0	0	21269444.8276606
0159_AP39_21076_20180429_ST	20996683	0	0	0	0	0	0	0	0	0	0	211.366666666667	0	5.83333333333333	4	0	16276	42.25	547.791666666667	6	0.2	0	0	0	810.958333333332	0	0	0.333333333333333	0.222222222222222	0	17780.9333333333	47956.2333333334	0.333333333333333	0	0	0	0	0	0	1.5	0	2463.5	0	0.2	0	0	0.25	0	0	61595.4583333333	0	26	81.3916666666667	0	0	29119.5708333333	0	0	0	0	20819752.6736111
0159_AB10_26156_20180815_ST	20352699	1	0.333333333333333	1.5	1	0.25	0.75	0	0.166666666666667	1.61111111111111	0.333333333333333	192.833333333333	0	0.666666666666667	0	0	11969.25	12.5	1439.96666666666	2.25	0.45	0	0	0.583333333333333	966.833333333333	2.16666666666667	0	0.416666666666667	0.666666666666667	0	14356.5	33773.6666666667	0.395833333333333	1.16666666666667	0	0	0	0.458333333333333	0.5	0	0	14699.5	0.666666666666667	0.25	0.866666666666667	0	0.5	0.5	0.25	67007.3666666668	0.937499999999998	14.125	355.708333333333	0	0.25	31940.9750000001	0.0833333333333332	0	0	0	20175948.8055556
0159_AQ29_10022_20170920_ST	19485035	0	0	0.5	1.25	0	0.333333333333333	0.5	0.166666666666667	1.625	0.111111111111111	379.5	0	1.08333333333333	19.5	0	19515	385.75	962.791666666666	85.5	0.35	2	0	0.5	26.3333333333333	0.5	0	5.83333333333333	0	0	19905.7357142857	57313.5690476191	7.16666666666665	0	0	0.5	0	0	0	0.25	0	2867	0	0	4	0.125	0.25	0	0	65603.5833333332	1.25	20.5833333333333	52.975	0	0	31342.1208333332	0	0	0	0	19286526.7632936
0159_AP39_21090_20180504_ST	18989837	0	0	0	0	0	0	0	0	0	0	187	0	0	16	0	11630.6666666667	6	861.333333333333	0	0	0	0	0	1336.16666666666	0	0	2	0	0	16640.1666666667	38043.6666666667	0.5	0	0	0	0	0	0	0	0	5365	0	0	0	0	0	0	0	49518.2916666667	0	19.3333333333333	31.125	0	0	22816.625	0	0	0	0	18843363.125
0159_AP39_21314_20180719_ST_E21	18760936	0	0	0.5	0	0	0	0	0	0	0	178.583333333333	0	0	14.75	0	12804.8333333333	5.75	235.166666666667	0	0	0	0	0	940.666666666668	0	0	1	0	0	13786.8333333333	29841.8333333333	0.5	0	0	0	0	0	0	0	0	7327	0	0	0	0	0	0	0	51283.1666666666	0	24.625	196.208333333333	0	0	24015.9708333333	0	0	0	0	18620278.6125
0159_AZ03_32015_20201210_ST	18411108	0	0	5.5	9.25	0	0.166666666666667	6.5	1.44444444444444	26.1666666666667	3.5	197.202380952381	0	0	0.75	0	28096.25	6.75	1133.25	452.25	1.375	2.5	0	9.16666666666667	186.75	10	0	2	0	0	21289.2333333333	32995.5666666667	2.625	0.666666666666667	0	1.25	0	0	0	0	0	1759	0	0	22	0	6.6	0.5	0	63687.3750000002	1.625	107.125	120.375	0	0	30576.6750000001	0	0	0.166666666666667	0	18230386.4448413
0159_AK37_71031_20180929_ST	18190337	1	0	0	0	0	0	0	0	0.166666666666666	0.166666666666667	451.583333333333	0	0	0.5	0	20090.5	36	521.833333333333	0.5	0.166666666666666	0	0	0.5	678.499999999998	0	0	1.83333333333333	0.222222222222222	0	17798.0833333333	36189.0833333333	0.166666666666666	0	0	0.166666666666666	0	0	0	0	0	5164.33333333333	0	0	0	0	14	0	0	52319.875	3.25	50.5833333333333	176.291666666667	0	0	24832.475	0	0	0	0	18032005.2194444
0159_AK37_71023_20180813_ST	17982284	0	0	0.5	0.5	0	0	0	0	0	0	266.166666666667	0.5	1	2.66666666666667	0	9971.45833333333	32	510	1	0	0	0	0	502.166666666667	0	0	1	0	0	12880.4166666667	35459.3333333333	0.166666666666666	0.333333333333333	0	0	0	0	0	0	0	4763.33333333333	0	0	0	0	0	0	0	58198.0000000002	0	11.8125	337	0	0	27756.9541666668	0	0	0	0	17831587.6916667
0159_AV42_66163_20190718_ST	17925240	0	0	0.5	0	0	0	0	0	0	0	344.5	0	0.5	33.25	0	14438.1666666667	33.25	147	0	0	0	0	0	470.666666666667	0	0	2.16666666666667	0	0	15714.25	38568.75	0	0	0	0	0	0	0	0	0	7403.5	0	0	0	0	0	0	0	62567.5000000002	0.125	12.75	36.25	0	0	29796.6750000001	0	0	0	0	17755670.2
0159_AP39_21330_20190102_ST_E21	17843070	0	0	1.25	0	0	0	0	0	1.41666666666666	0	426.116666666667	0	0.666666666666667	0.5	0	19652.5416666667	12.75	573	1	0	0	0	0	162.583333333333	0	0	0	0	0	16855.3333333333	42112.75	0	0	0	0	0	0	0	0.75	0	5381.33333333333	0	0	0	0	0	0	0	65756.1000000002	0	46.0625	151.041666666667	0	0	31309.1125000001	0	0	0	0	17660625.6916667
0159_AP39_21289_20190125_ST_E21	17461506	0	0	0	0	0	0	0	0.5	0	0.666666666666667	134.416666666667	0	0.916666666666667	9.25	0	12218.25	12.5	1998.5	0	0	0	0	0	418.083333333333	0	0	0.166666666666667	0	0	13341.0833333333	35892.1666666667	0	0	0	0	0	0	0	0	0	3540	0	0	0	0	0	0	0	48395	0	36.75	30.9166666666667	0	0	23049.3166666667	0	0	0	0	17322427.5166667
0159_AK37_71052_20190226_ST	17359085	0	0	2.25	0	0	0	0	0	0	0	499	0	1	0	0	9970.66666666667	4.5	455.166666666667	1	0	0	0	0	520.333333333333	0	0	3.66666666666667	0	0	11150.6666666667	28586.8333333333	0	0	0	0	0	0	0	0	0	4123	0	0	0	0	0	0	0	56485.0416666666	0	14.75	239	0	0	25558.1041666667	0	0	0	0	17221470.0208333
0159_AZ03_32016_20180619_ST	17356229	0	0	0	0	0	0	0	0	0	0	251.333333333333	0	0	15	0	10550.5	181.75	245.833333333333	1.5	0	0	0.333333333333333	0.5	782.083333333332	0	0	2	0	0	13503.8333333333	27923.25	0	0	0	0	0	0	0	0	0	2721	0	0	0	0	0	0	0	43416.25	0.25	33.1875	44.1458333333333	0	0	20103.4583333333	0	0	0	0	17236452.7916667
0159_AK37_71024_20181010_ST	17179762	0	0	0	0	0	0	0	0	0	0	165.333333333333	0	0	92	0	12897.5	18	596.333333333333	1	0	0	0	0	518.666666666667	0	0	1.16666666666667	0	0	14389.2	33642.3333333333	0	0	0	0	0	0	0	0	0	7041.33333333333	0	0	0	0	0	0	0	50665.9583333334	0	22.2916666666667	255.791666666667	0	0	24062.0375	0	0	0	0	17035393.0541667
0159_AK37_71048_20190125_ST	17169619	0	0	0.5	0	0	0	0	0	0	0	286.833333333333	0	0	182	0	18743.8333333333	38	437.166666666667	1	0	0	0	0	574.916666666667	0	0	3.33333333333333	0	0	15920.9166666667	38855.6666666666	0	0	0	0	0	0	0	0	0	21552.8333333333	0	0	0	0	0	0	0	72176.9166666667	0	28.25	811.625	0	0	35430.5375	0	0	0	0	16964574.6708333
0159_AP39_21282_20180907_ST_E21	17068619	0	0	1.5	0	0	0	0	0	0	0	95.1666666666667	0	0	0.5	0	13631.1666666667	9.5	269.5	1	0	0	0	0	740.75	0	0	0.666666666666667	0	0	12800.6666666667	31950.3333333333	0	0	0	0	0	0	0	0	0	7256.5	0	0	0	0	0	0	0	62891.8333333333	0	12	787.916666666667	0	0	30368.3708333333	0	0	0	0	16907801.6291667
0159_AZ03_32057_20190910_ST	16831551	0	0	0.25	0	0	0	0	0	0	0	261.75	4	5.75	2.75	0	11427.3333333333	272.25	775.333333333333	4	0	0	0	0	303	0	0	3.33333333333333	0	0	12408.75	31617.25	0.166666666666666	0	0	0	0	0	0	0	0	3703	0	0	0	0	1.5	0	0	44415.1666666667	2.5	17.5	105.541666666667	0	0	20938.625	0	0	0	0	16705281.25
0159_AP39_21294_20181026_ST_E21	15994897	0	0	0	0	0	0	0	0.166666666666667	0	0	256.785714285714	0	0.5	2.5	0	12339.3333333333	42.5	1137.16666666667	2	0	0	0	0	519.666666666667	1	0	3.33333333333333	0	0	13504.6666666667	31406	0	0	0	0	0	0	0	0	0	3436	0	0	0	0	0	0.5	0	48314.5	0	14.1666666666667	105.208333333333	0	0	22927.2041666667	0	0	0	0	15860883.8017857
0159_AP39_21111_20190126_ST	15468048	0	0	0.25	0	0	0	0	0	0	0	237.5	0	4.08333333333333	32.5	0	9726.33333333333	2.75	148.333333333333	1	0	0	0	0	267.083333333333	0	0	1.66666666666667	0	0	12899.4166666667	31280.1666666667	0	0	0	0	0	0	0	0.5	0	3443	0	0	0	0	0.5	0	0	42563.4583333333	0	9.25	75.9166666666667	0	0	19778.1666666667	0	0	0	0	15347576.125
0159_AP39_21220_20180215_ST_E21	15437595	0	0	0	0	0	0	0	0	0.0833333333333335	0	233.535714285714	0	1.5	5.75	0	14422.75	83.5	282.833333333333	5	0	0	0	0	599.333333333332	0	0	0.833333333333333	0	0	14850.2833333333	30703.7166666667	0	0.222222222222222	0	0	0	0	0	1	0	3298.5	0	0	0	0	0	0	0	42802.2222222222	0.25	21.125	43.625	0	0	19914.7083333333	0	0	0	0	15310324.2281746
0159_AZ03_32038_20181018_ST	15424570	0	0	0.25	0	0	0	0	0	0	0.166666666666667	71.5	0	5.25	2.5	0	6130.16666666667	8.5	232.333333333333	0	0	0	0	0	557.750000000002	0	0	0	0	0	10073.9166666667	25102.3333333333	0	0	0	0.5	0	0	0	0	0	5893	0	0	0	0	0	0	0	36176.9583333334	0	4	54.0833333333333	0	0	16422.2708333333	0	0	0	0	15323834.5208333
0159_AP39_21311_20180613_ST_E21	15275564	0	0	0.5	0.25	0	0.111111111111111	0	0	1.25952380952381	0	233.690476190476	0	0	1.25	0	13601.3333333333	19.5	375	3	0.2	0	0	0	492.333333333333	0	0.166666666666666	3.66666666666667	0	0	12855.3333333333	29549	1.75	0	0	0	0	0	0	0	0	3369.5	0	0.166666666666666	0	0.125	0	0	0	44386.9722222222	0.874999999999998	19.5	57.0833333333333	0	0	20644.4166666667	0	0	0	0	15149947.0166667
0159_AP39_21368_20180504_ST_E21	14879083	0	0	0.25	0	0	0	0	0	0	0	206.785714285714	0	0	0.5	0	15694.3333333333	6	175.333333333333	4	0	0	0	0	330.333333333333	0	0	0	0	0	12900.5	27696.75	0	0	0	0	0	0	0	0.166666666666666	0.5	3503.5	0	0	0	0	0	0	0	42214.5416666667	0.125	32.9166666666667	157.416666666667	0.333333333333333	0	19973.6666666667	0	0	0	0	14756185.0476191
0159_AP39_21371_20180409_ST_E21	14791542	0	0	0	0	0	0.166666666666667	0	0	0.125	0	94.5	0	0	8.25	0	12027.3333333333	43.25	355.666666666667	7	0	0	0	0	546.416666666665	0	0	0.333333333333333	0	0.2	12044.5	25582.8333333333	0	0	0	0	0	0	0	0	0	2875.33333333333	0.333333333333333	0	0	0	0	0	0	38678.9583333333	0.25	12.25	60.375	0	0	17971.3458333333	0	0	0	0	14681232.5791667
0159_AK37_71066_20190709_ST	14439076	0	0	0	0	0	0	0	0	0	0	186.5	0	0	6.5	0	15589.75	17.75	612.166666666667	15	0	0	0	0	440.916666666667	0	0	0.333333333333333	0	0	14312.4166666667	29519.5833333334	0	0.111111111111111	0	0	0	0	0	0	0	1531.16666666667	0	0	0	0	0	0	0	54847.8333333334	0	16.1666666666667	558.791666666667	0	0	26373.625	0	0	0	0	14295047.3888889
0159_AV42_66160_20190805_ST	14417839	0	0	0.5	0	0	0	0	0.166666666666667	0	0.0833333333333333	38.1666666666667	0	0.833333333333333	7.75	0	16214.3333333333	5.5	421.666666666667	2	0	0.5	0	0	734.500000000002	0	0	0.5	0	0	14195.4166666667	22644.1666666667	0	0	0	0	0.25	0	0	0	0	1467.83333333333	0	0	0	0	0	0	0	37422.625	0.125	16.6666666666667	37.2916666666667	0	0	17492.5	0	0	0	0	14307135.625
0159_AQ11_10126_20181116_ST	14334084	0	0	0	0	0	0	0	0.333333333333333	0	0	88	0	0	0.5	0	15101.6666666667	2	628.333333333333	0	0	0	0	0	405.833333333333	0	0	0.333333333333333	0	0	13475.4166666667	24204.6166666667	0	0.111111111111111	0	0	0	0	0	0	0	2383	0	0	0	0	0	0	0	37191.1666666667	1	10.75	41.0833333333333	0	0	17427.8333333333	0	0	0	0	14223122.0222222
0159_AQ11_10150_20181221_ST	14250223	0	0	0.85	0	0	0.111111111111111	0	0.61111111111111	0.767857142857143	0.0833333333333333	114.619047619047	0	0	0	0	16174.0833333333	41.5	404.666666666667	17.5	0.416666666666667	0.166666666666667	0	1	47.9166666666667	1.7	0	0.5	0	0	15055.5	31906.3333333334	0.708333333333335	0.333333333333333	0	1	0	0	0	0	0	2244	0	0	2	0	0	1	0	43648.3333333333	0.5	31.25	79.1666666666667	0	0	20924.2	0	0	0	0	14119522.1825397
0159_AP39_21086_20180503_ST	14100539	0	0	0	0	0	0	0	0	0	0	31.1666666666667	0	0.333333333333333	0	0	8957.33333333333	11.5	280	0.5	0	0	0	0	735.333333333333	0	0	0	0	0	10174.25	26213.5833333333	0	0	0	0	0	0	0	0	0	1330.5	0	0	0	0	0	0	0	36905.7083333333	0	16.5	91.1666666666667	0	0	17194.2916666667	0	0	0	0	13998596.8333333
0159_AZ03_32033_20180922_ST	14086507	0	0	0	0	0	0	0	0	0	0	101.166666666667	0	0	0.5	0	11648.1666666667	17	301.5	2	0	0	0	0	869.916666666665	0	0	0.666666666666667	0	0	10478.3333333333	20838.8333333333	0	0	0	0	0	0	0	0	0	12454	0	0	0	0	1	0	0	53549.5	1	21.4166666666667	901.291666666667	0	0	25942.7041666667	0	0	0	0	13949378.0041667
0159_AV42_66184_20190930_ST	14030786	0	0	1.25	0	0	0	0	0	0	0	247.5	0	0	20.5	0	8660.16666666667	6.5	228.5	0	0	0	0	0	197.333333333334	0	0	1.66666666666667	0	0	11023.1666666667	30664	0	0	0	0.5	0	0	0	0	0	5436	0	0	0	0	0	0	0	45326.9583333333	0	17.5	35.25	0	0	20506.3291666667	0	0	0	0	13908412.8791667
0159_AP39_21231_20180727_ST_E21	13979772	0	0	0.25	0.5	0	0	0	0.166666666666667	0	0	160.619047619047	0.333333333333333	0.833333333333333	11.5	0	15981.8333333333	34.5	492.5	10	0	0	0	0	357.833333333333	0	0	1.5	0	0	12946.25	29137.3166666666	0	0	0	0	0	0	0	0	0	2795.5	0	0	0	0	0	0	0	44036.7638888889	0.75	31.375	57.0625	0	0	21119.2604166667	0	0	0	0	13852595.3524802
0159_AB10_26288_20181210_ST	13975869	0	0	0	0	0	0	0	0.166666666666667	0	0.166666666666667	121.666666666667	0	0	1	0	10705.5833333333	7.75	526.833333333333	4	0.416666666666667	0	0	0	520.5	0	0	2.33333333333333	0	0	10513.6666666667	23186.1666666667	0	0	0	0	0	0	0	0	0	11337	0	0	0	0	0	0	0	48341.1666666666	0	14.875	546.583333333333	0	0	23171.4166666667	0	0	0	0	13846867.7083333
0159_AK37_71057_20190430_ST	13743463	0	0	0.25	0	0	0	0	0	0	0	119.666666666667	0	0	2	0	13861.8333333333	21.25	405.333333333333	1	0.25	0	0	0	698.166666666667	0	0	0.166666666666667	0	0	11636.5	19882.4166666667	0	0	0	0	0	0	0	0	0	10325	0	0	0	0	0	0	0	52855.625	0	49.4166666666667	866	0	0	25613.975	0	0	0	0	13607124.15
0159_AP39_21056_20180125_ST	13645650	0	0	0	0	0	0	0	0.166666666666667	0	0.25	71.5714285714286	0	0	0	0	11246.5833333333	0	51.5	0	0	0	0	0	799.250000000002	0	0	0.166666666666667	0	0	12291.9166666667	23661.5	0	0.111111111111111	0	0	0	0	0	1.25	0	5007	0	0	0	0	0	0	0	34999.625	0	16.3125	50.5625	0	0	16323.5583333333	0	0	0	0	13541128.6757937
0159_AZ03_32051_20190819_ST	13638199	0	0	0.5	0	0	0	0	0.166666666666667	0.111111111111111	0.333333333333333	82.6666666666667	0	0	2.25	0	11981	20.5	252	20	0	0	0	0	433.25	0	0	0.5	0	0	11069	22098.3333333333	0	0.333333333333333	0	0	0	0	0	0	0	2934	0	0	0	0	3.5	0	0	38645.4583333333	0.75	32.25	164.75	0	0	18288.7083333333	0	0	0	0	13532168.6388889
0159_AY44_33022_20170915_ST	13491486	0	0	0.5	0	0	0	0	0	0	0	134.033333333333	0	0	2	0	8102.16666666667	14.5	477.833333333333	0	0	0	0	0	467.833333333333	0	0	0.333333333333333	0	0	12266.6666666667	31473.5	0	0	0	0.5	0	0	0	0	0	4236	0	0	0	0	0	0	0	42109.4583333333	0	11.8333333333333	31	0	0	19576.0791666667	0	0	0	0	13372581.7625
