sample_id	total	organic_substance_metabolic_process	carbohydrate_metabolic_process	cellular_aldehyde_metabolic_process	organic_acid_metabolic_process	lipid_metabolic_process	flavonoid_metabolic_process	carbon_fixation	ether_metabolic_process	organometal_metabolic_process	cyanide_metabolic_process	organophosphate_metabolic_process	alkanesulfonate_metabolic_process	choline_metabolic_process	polyketide_metabolic_process	thioester_metabolic_process	cellular_ketone_metabolic_process	macromolecule_metabolic_process	S_adenosylmethionine_metabolic_process	hydrocarbon_metabolic_process	olefinic_compound_metabolic_process	acetate_ester_metabolic_process	carbohydrate_derivative_metabolic_process	organic_cyclic_compound_metabolic_process	poly_hydroxyalkanoate__metabolic_process	organonitrogen_compound_metabolic_process	fatty_acid_derivative_metabolic_process	organic_substance_catabolic_process	organic_substance_biosynthetic_process	organic_hydroxy_compound_metabolic_process	Remaining
0159_AP39_21099_20171122_ST	948546	1946.66666666667	61608.8628518151	235.847222222222	11906.0760889734	4668.59716067754	0	14.75	0	0.166666666666667	0	5589.53103087849	1	8.25	15.0101851851852	107.423518518519	354.760416666668	120092.290144584	86.5	5.66666666666667	0	0	11130.7583984298	16910.2496814782	3	27093.9313878601	29.2	7894.05281314299	9332.65086295745	1338.76377314815	668171.994463462
0159_AV42_66140_20190602_ST	945275	2196.33333333333	54955.3578951719	244.793055555556	11824.3554744636	4834.28064925045	0	6.5	0.166666666666667	0	0	5751.88283814872	0	5.75	5.79444444444445	95.668425925926	327.364120370371	123826.258049493	110.444444444444	4.41319444444444	0	0	11002.5403257581	17326.7036097949	0.375	26953.512176027	15.2	6790.90864641203	9690.56956187537	1324.8625	667980.96558842
0159_AQ29_10081_20180424_ST	939912	2070.5	74659.9019510583	254.753472222222	12487.7654199735	4488.90153769841	0	37.5833333333333	0	0	0	5529.56446185148	3	18	7.92592592592593	113.863657407407	563.690972222222	121843.474796076	88.25	1.59722222222222	0	0	12862.8270021923	16123.5389690562	0	26648.1526473398	31.4	8665.16493689373	8775.73235385435	1454.57893518518	643181.832405488
0159_AA34_42372_20190318_ST	936779	3093	65662.2383928573	226.965277777778	13185.9153804747	5207.0883662184	0	173	0	0.166666666666667	0	5989.37443719279	8	23.375	8.47222222222222	102.43587962963	550.041666666667	120023.94468269	79.75	3.4375	0	0	12940.6699585415	17083.2383045793	8.625	28190.5155106371	47.2	7366.51387672192	9350.50919036596	1635.96180555555	645818.560881203
0159_AB18_26636_20191029_ST	932558	1563	53699.0522156085	241.086805555556	10887.2518229167	3871.82482087743	0	71.1666666666667	0	0.166666666666667	0	5285.25793795725	2.6	12	5.0462962962963	118.134537037037	416.476851851851	129769.895130622	87.0833333333333	26.6979166666667	1.88888888888889	0	11013.003458811	16999.5455450062	2.25	25609.117387162	14.8	7017.55830825618	8527.95410718879	1360.85590277778	655954.285399854
0159_AP39_21037_20171123_ST	930654	2248.83333333333	67031.6657986111	192.611111111111	10536.8968147873	4344.09098783804	0	43.5	0	0.333333333333333	0	4756.02911072531	0	11.5	17.587037037037	113.44037037037	581.052083333332	121352.233765983	73.8333333333333	9.69444444444444	0	0	11227.4475674236	15905.2550245076	0	25492.5039650573	26.6	7527.16781893004	8588.40742649085	1280.41018518519	649292.906488164
0159_AV42_66180_20190913_ST	929365	1929.66666666667	52746.0087797619	242.527777777778	12016.5808522285	4511.74847883598	0	172.166666666667	0	0.166666666666667	0	5478.55450751498	11.65	61.75	9.16666666666667	136.128194444444	659.025578703704	112996.14962522	86.25	9.93055555555556	0.333333333333333	0	12006.0877165189	15563.8215556147	1.125	26628.4588639648	73.8	6524.55400187389	9403.85425788905	1771.28244047619	666324.211813619
0159_AQ22_10402_20180123_ST	927668	2524.33333333333	64680.9412037035	251.048611111111	13363.6548616623	4443.86287753527	0	107.75	0	0	0	6014.08565501196	3	19.5	6.42592592592593	119.097453703704	541.909722222222	110561.58126929	92	2.03125	0	0	12973.1495743925	16210.0435805388	1.5	27617.5372008194	59	7712.56578924162	9886.51060681217	1537.03171296296	648939.439371733
0159_AQ29_10076_20180501_ST	926771	6986.66666666667	56440.1665674603	171.25	12933.4219929913	4893.2820271164	0	9.33333333333333	0	0	0	5483.49210355224	0	0.25	1	69.4101851851851	553.527777777778	134210.016049383	97.25	0.0520833333333333	0	0	11940.4193890236	16524.0360307499	0	28833.3485709693	7.8	7525.28285300927	8880.99360585225	1742.07777777778	629467.922985819
0159_AY44_33293_20191206_ST	916252	2066.83333333333	45372.782853836	287.352083333333	11481.3139582782	4766.11325782628	0	62.6666666666667	0	0	0	5541.23449617055	0.5	13.5	4.69907407407407	105.619259259259	377.881018518519	127491.34194224	107.75	34.9861111111111	0	0	11033.7801704267	17510.2816649479	1.125	26533.7447820951	21.2	5799.24679976852	9602.97250730269	1266.42476851852	646768.650252293
0159_AQ29_10002_20170630_ST	912260	2126.5	56176.531754299	246.875	13283.9665777668	4511.14634038801	0	30.4166666666667	0	0	0	6160.68976623228	0	5.5	11.25	129.284259259259	330.700925925925	120882.765288801	94.5277777777778	1.05902777777778	0	0	11968.9548963232	17745.202563537	2.25	27755.9112385729	24.8	6785.30125	9928.07550829475	1380.72835648148	632677.562801897
0159_AA34_42103_20180813_ST	908343	1775.83333333333	20156.4243220899	176.411458333333	15004.5449785053	4109.071182852	0	482.5	0	0	0	6549.7187052959	25.5	105.25	81.4444444444444	312.467592592593	1370.94444444445	96740.7299410273	70.1666666666667	8.65277777777778	8.04861111111111	0	13304.6891779345	17294.7033218879	12	27050.6777102899	41.8	3112.65703790968	11052.1689894639	2659.41299603175	686837.182308008
0159_AJ09_750035_20191010_ST	903667	1641.66666666667	58401.5483134921	209.919444444444	10999.7344212044	4505.31739142417	0	49.25	0	1.33333333333333	0	5126.17662015603	1	9.5	17.6712962962963	93.369074074074	341.772569444444	116410.174437831	87.9166666666667	7.83333333333333	0	0	10865.0086316872	16024.7215529958	1.5	24930.6204059377	37.2	6720.23394097222	8726.14716081533	1196.70034722222	637260.684392003
0159_AQ29_10118_20180912_ST	895543	2187.33333333333	47178.5098214286	216.052083333333	12742.0989441413	4424.59885912698	0	111.083333333333	0	0.166666666666667	0	6197.07183963477	0	6.75	5.21296296296296	134.772222222222	316.465277777777	124587.762362213	111.666666666667	4.56597222222221	0	0	11390.6244859029	17936.573039854	0	27142.486117633	27	5951.7105632716	9550.16664749136	1448.89502314815	623871.433777635
0159_AA34_42288_20181031_ST	894057	1453.83333333333	59116.8088624339	191.013888888889	10689.0683287313	3886.85826076573	0	39.5	0	0	0	5066.78903577961	1.5	17.125	9.41666666666667	91.1308333333334	299.141435185185	113528.21159612	77.75	7.43402777777777	0	0	10520.3612008867	15096.103140624	0.25	25115.899215241	14.8	6857.45180234054	8677.7983144336	1253.55416666667	632045.200890792
0159_AQ29_10025_20171011_ST	893492	2916.5	47721.9494874339	240.277777777778	12326.812924199	4418.43013576573	0	55	0	0	0	5978.84210844622	8.65	26.25	12.0393518518519	140.009305555556	429.481481481482	127200.466575727	111.333333333333	28.1354166666667	4	0	11378.4231861772	17615.6252310385	24	26464.0814815366	33	6076.98550090021	9423.89163727219	1534.93686342593	619322.87820141
0159_AY44_33039_20170920_ST	892877	2034.5	56989.0558366402	225.539583333333	11191.1127133396	4147.43188106261	0	29.0833333333333	0	0.166666666666667	0	5302.00186699817	0	21.25	6.99027777777778	99.1394444444445	355.368055555555	111373.096329365	77.4166666666667	9.35763888888889	0.15	0	11209.8946533902	15180.2329792687	4.5	25727.0721472847	24.8	6865.69347415124	8637.55895619764	1314.72337962963	632050.864116006
0159_AA34_42184_20180725_ST	890156	1324.33333333333	28378.0001653439	379.920138888889	14411.1913265175	4373.10099206349	0	546.833333333333	0	0	0	5232.66999637162	90.5	256.125	17.2222222222222	219.708194444444	1401.88020833333	77202.5864629262	68.5	0	0	0	13285.2987872942	13330.7280750478	0	24574.9506034318	75.2	3692.35605599647	10822.3821731243	3059.12356150793	687413.389369819
0159_AB10_103292_20190425_ST	879316	2019.33333333333	44745.184077381	264.763888888889	11473.4406749706	4379.83484255585	0	78.4166666666667	0	0.166666666666667	0	5485.39719696645	3.5	31.125	19.5935185185185	104.543935185185	371.204861111111	114778.130252425	76.5833333333333	9.34375000000001	1.55555555555556	0	10976.6143061679	16441.1627137203	1.125	24531.7657494121	38.6	5531.20137795782	9202.37129115226	1528.01931216931	627223.022695862
0159_AB18_26429_20190327_ST	874053	2276.83333333333	46537.7827013521	282.188194444444	11204.2038456423	4355.87213220165	0	38.8333333333333	0	0.333333333333333	0	5451.67184756516	0	9.25	11.6421296296296	95.6488888888889	317.27037037037	118197.113307429	95.3888888888888	11.8263888888889	0.333333333333333	0	10562.2056886574	16279.9455174407	1.125	25136.9653853616	27.4	5473.78623328189	9269.89199363426	1212.22297453704	617203.265178452
0159_AA34_42203_20180814_ST	872639	2112.83333333333	70580.4804646166	194.253472222222	10190.8123933072	4121.92285267245	0	16.5	0	0.5	0	4650.43994977423	0	7	12.7527777777778	103.652962962963	384.500000000001	105406.940302579	74.6666666666667	4.71180555555555	0	0	10859.6966263105	14009.8279792565	7.875	24316.9342527741	29.2	8705.92173663163	8052.6275719935	1197.8212962963	607597.128555269
0159_BE31_82028_20200116_ST	871916	1991.83333333333	60913.600843254	189.18869047619	10874.1241147854	4360.51538157701	0	10.5833333333333	0	0	0	5059.85139676824	0.5	4.75	6.95925925925926	85.5197222222222	387.853703703703	110543.98772597	80.4166666666667	3.4236111111111	0	0	10561.8352824115	14958.1489719324	0.75	25038.9896519388	11	7644.79017521863	8366.40749585109	1245.15474537037	609575.815894817
0159_AS41_40102_20191114_ST	871126	3050.16666666667	61000.2878141534	180.813657407407	9875.24616135729	4417.39513521458	0	96.75	0	0.833333333333333	0	4543.42956675812	1	9.5	24.6712962962963	106.631481481481	276.09375	110403.462577161	75.1666666666667	6.51041666666666	0.0833333333333333	0	10070.3495474476	14887.4512223304	0	23238.4434733704	65	6435.37752075984	7851.48852710722	1320.6993441358	613189.148508353
0159_AB10_26264_20181015_ST	870698	1373.83333333333	52848.4018931878	187.878472222222	10480.5196496546	4129.32974537037	0	37.5833333333333	0	0	0	5637.24921124829	0	16.5	14.237037037037	80.7319444444445	341.979166666667	113517.610537919	73.6666666666667	8.7048611111111	0	0	10732.8641347614	15263.2080414095	0	26153.8387281379	23.8	6223.53423776455	8676.56442800191	1230.66909722222	613645.295480508
0159_AQ22_10442_20191101_ST	866691	1908	64143.3541997354	183.496527777778	11533.8474787809	4053.52884700176	0	41.1666666666667	0	0	0	5401.37908593393	0	1	8.5	84.9416666666666	415.520833333333	116038.934625772	84.5	0.190972222222222	0	0	11297.4470709632	15658.4138437398	0	25261.3729270466	16.2	7314.54836226853	8514.51880699772	1285.78645833333	593444.351626761
0159_AY44_33030_20170915_ST	864032	1550.33333333333	53553.3940393519	207.71875	10154.2455687371	3953.89115563149	0	18.25	0	0.333333333333333	0	5737.49935199474	1	20	4.1712962962963	88.5083333333334	353.638888888889	116497.165203373	75	6.04861111111112	0	0	10784.2920515506	15169.2039717364	0.75	27180.4217554931	37.6	6828.27952099256	7850.19169038893	1235.42453703704	602724.638607417
0159_AY44_33257_20191029_ST	863679	1711.83333333333	48902.1783730158	218.181944444444	11095.0880638687	4286.6477696943	0	19.8333333333333	0	0.333333333333333	0	5406.70177919239	0	4.25	16.7277777777778	88.2225925925926	377.586805555555	111629.672597002	99.5833333333333	2.27430555555556	0	0	10791.3088326107	15535.4072614883	1.125	25207.9840301477	26.2	6076.33797490447	9035.25156504905	1265.790625	611880.479368767
0159_BE31_82025_20200108_ST	859781	2737	46155.2359209656	211.559027777778	11273.2628115998	4077.34727533269	0	35.75	0	0.166666666666667	0	5209.63471507773	0	8.25	7.30185185185185	111.456481481482	305.559722222222	117066.789930556	101.666666666667	7.43402777777777	0	0.0555555555555556	10016.1520432221	16095.3830158615	9	24779.9241240998	33.6	5707.24957947531	8886.10204479902	1416.97447390572	605528.144065105
0159_AB10_26304_20190107_ST	854250	1963.66666666667	55436.4860945767	169.361111111111	9812.01911536412	4345.82431106702	0	20	0	0.833333333333333	0	4675.48236632659	0	3.75	3.08703703703704	78.9708333333333	363.783564814814	114987.39418265	64.75	4.4861111111111	0	0	10296.7004966441	15084.8162524332	0	23526.3962432944	13.4	6732.1277044753	8117.25907363775	1121.1912037037	597428.21429842
0159_AN38_59011_20171127_ST	831492	1734	44568.7958250661	237.857638888889	10017.5509773571	3888.73481132422	0	11.75	0	0.333333333333333	0	5159.57749478452	1.65	6.25	9.64351851851852	98.9631481481481	256.405324074074	115993.31525022	93.8333333333333	14.40625	0	0	9875.88911204193	15379.7171115806	0.75	24688.1243714727	15	5640.30533693416	8481.20649712026	1104.19976851852	584213.740897283
0159_BE31_82021_20191121_ST	828618	1443.83333333333	34697.6733428865	298.729166666667	12274.0272647064	4037.89518389918	0	250.666666666667	0	0	0	5287.86783213204	37.5	106.625	10.9722222222222	149.918101851852	811.756944444445	91663.7534189447	64.4166666666667	10.9513888888889	1.33333333333333	0.277777777777778	11308.0849637162	14404.5566648887	1.125	23623.3774453079	73	4393.18864050559	9064.39701538158	1964.66956018518	612637.403065594
0159_AB10_26007_20180504_ST	825471	1614.16666666667	42612.6345238095	266.018055555556	10976.8253832488	3745.09790748089	0	98	0	0	0	5273.89318679984	0	10.75	15.4305555555556	110.317222222222	211.548148148148	107554.482523148	98.6111111111112	5.58333333333333	0	0	9734.39911063345	15670.4369336379	0	23458.4091140138	23.4	4893.90506622942	9033.82266970716	1338.36338734568	588724.905101353
0159_AN08_59020_20180815_ST	823008	2340.16666666667	52480.6112268518	204.770833333333	10259.2368701683	4495.10555922986	0	13.3333333333333	0	0.166666666666667	0	4884.5432273091	0	9.25	8.01111111111111	70.7376851851852	363.882754629629	104291.451981371	91.4166666666667	6.54513888888889	0	0	9809.50333554812	14498.2471415875	1.875	23538.7570611283	15.8	6457.94633519803	8496.51868798072	1125.21805555556	579544.90466159
0159_AQ22_10413_20190523_ST	822650	1848.66666666667	47598.0241898148	202.295138888889	11627.3324025389	4089.16429398148	0	20.5	0	0	0	5455.18877452601	0	3.125	6.24074074074074	98.2143518518518	294.190972222222	113433.355922068	78.5	0.645833333333333	0	0	10467.818579757	16398.0163539585	2.625	24390.0715548758	15.6	5967.35840002204	8879.54329057356	1241.54016203704	570531.982372143
0159_AB10_100704_20181210_ST	820608	1760.5	53044.2339368386	171.475694444444	9229.59602086089	3779.78249559083	0	101	0	1.5	0	4190.56208783436	0	11	42.6652777777778	101.521111111111	305.763888888889	110256.284104938	62.5	21.1805555555556	0.0666666666666667	0	9840.73166464579	14802.5113424089	0.75	21215.4428772229	67.8	6077.83321180556	7654.862215264	1194.99602623457	576673.440821911
0159_AA34_42272_20181010_ST	810001	2947.33333333333	45200.5615906085	168.496527777778	11815.8693675136	4253.35321593915	0	73.6666666666667	0	0	0	5350.31693455953	3.5	15.125	8.64814814814815	111.246990740741	583.479166666666	106761.600079916	111.25	0.416666666666667	0	0	11699.3060659783	14398.3264241357	0	26431.3804788543	40.4	5786.74561755952	9107.49211059212	1268.03402777778	563864.451586565
0159_BA21_18014_20171018_ST	807111	1769.66666666667	46742.8783610744	215.024305555556	10641.1120995462	4202.99014825838	0	13.25	0	0.166666666666667	0	4878.55370443857	1.5	7.875	8.63981481481481	99.7308333333333	320.758101851852	104861.424048103	85.5833333333333	7.34722222222221	1.11111111111111	0	9615.34750857339	14717.1158256652	1.5	23492.6989913654	22.4	5826.25587959204	8199.22687456368	1124.49783399471	570254.345669269
0159_BA21_18017_20171206_ST	799592	1782.33333333333	49057.5557539682	212.798611111111	10695.0906384572	4868.78844613463	0	37.4166666666667	0	0	0	4804.33755060851	2.5	49.875	22.0509259259259	102.040416666667	487.934027777779	98000.682349537	77.0833333333333	2.76041666666667	0.0958333333333333	0	10019.6828714727	14101.7033843225	0	23132.6012662405	94.6	5289.71024544386	7864.8290899425	1342.45778769841	567543.072051359
0159_AQ29_10095_20180619_ST	795116	1914.33333333333	42168.2324652778	275.555555555556	11342.4711497832	3785.10511831276	0	44.5	0	0	0	5405.13363733139	0.75	7.25	8.77777777777778	105.928703703704	251.878472222222	110772.225967262	113	0.520833333333333	0	0	11145.0030708039	15810.0072780431	0	24120.8129121656	25.8	4739.36052019033	8787.31232928241	1398.42395833333	552893.616917288
0159_AY44_33041_20170920_ST	788652	1450.66666666667	52967.133614418	182.864583333333	10006.7482501562	3678.5954098692	0	84.6166666666667	0	0	0	4428.1078416138	18.5	43.625	9.53703703703704	117.65625	533.494791666666	88766.2891534392	55.8333333333333	14.0833333333333	6.44444444444444	0	9991.84447307344	12414.9027637807	0.75	21284.7846989822	35	5998.53274627058	7163.06724566891	1558.49011243386	567840.431583813
0159_BC45_41009_20171103_ST	786306	2485	56724.2359751616	130.520833333333	8740.0257034465	3771.88677975188	0	19.1666666666667	0	0.166666666666667	0	3884.3179400774	0	5.25	7.55092592592593	84.3580555555556	522.517361111112	99412.823283006	66.8611111111112	0	0	0	8783.598071409	11751.8342826237	0.75	23202.2869276176	0.333333333333333	8974.56833308451	7077.15769982506	1333.0954931257	549327.694557167
0159_AA34_42462_20190813_ST	776962	994.666666666667	50899.8383267196	179.215277777778	10616.4520581184	3694.39346064815	0	93.25	0	0.166666666666667	0	5051.69351044524	0	17.875	1.0462962962963	111.530185185185	227.059027777778	97990.9865630511	76.5	0.291666666666667	0.222222222222222	0	10002.3852456276	14560.3414612564	0	22523.3865927396	14.8	5800.18832368826	7986.51341327252	1227.40393518519	544891.794099989
0159_AB10_26454_20190330_ST	762176	2993.5	38104.0522900132	159.447916666667	9543.24996279762	3997.86309707525	0	66.3333333333333	0	0.166666666666667	0	4673.96565279206	0	7.25	4.43055555555556	68.1205555555556	295.774305555555	103559.688924713	70.6666666666667	1.42361111111111	0	0	9440.27826548109	13708.1337508247	0.75	22095.8714052763	9.8	4606.8562352109	7913.01790302579	1067.19467592593	539788.164225752
0159_AZ03_32073_20190317_ST	760799	1606	56563.5661871693	154.215277777778	8496.72646817435	3681.13572224671	0	24	0	0.5	0	3921.44310099451	0	10.375	18.7083333333333	72.0757407407407	354.307175925926	99483.8954640653	54.9166666666667	8.15972222222223	0	0	8675.38366591955	12911.9608997159	1.5	20478.8263312022	34.6	6640.5003548311	6847.99129905203	1042.51778549383	529715.694804469
0159_AB10_26273_20190318_ST	756593	1325.16666666667	44084.0170634921	193.383531746032	9037.25312490814	3499.86694958848	0	19.25	0	0.333333333333333	0	4489.74284966155	0	21.25	8.14212962962963	106.984074074074	249.711805555555	95396.2930720899	63.1666666666667	6.50347222222223	0	0	9168.12834092691	13513.0269218515	0	20717.9547271458	13.6	5264.94606738683	7353.76499196245	1168.70998677249	540891.80422432
0159_AQ22_10409_20190506_ST	754236	2156.83333333333	55804.287095826	187.878472222222	9842.8763683893	3387.06001984127	0	41.5833333333333	0	0.166666666666667	0	4429.82834683642	0	3.75	22	99.8185185185185	232.958333333333	97550.0032471708	79.1944444444445	1.14583333333333	0	0	10904.457728144	13661.8580104473	0	20719.2190701242	49.4	6255.82643628748	7512.65842810754	1158.83449074074	520134.3618229
0159_AS41_40097_20191022_ST	753994	2016	36929.3273974868	208.329861111111	9860.34671654541	3898.2163332231	0	45.3333333333333	0	0.333333333333333	0	4597.1161052169	4.5	38.5	6.4537037037037	106.240231481482	391.385416666666	101700.399286265	73.25	10.3090277777778	4.66666666666667	0	9247.32819781256	13961.4550892673	0	21736.4782990153	22.8	4431.41817873677	7650.64411049566	1340.7447337963	535712.423978064
0159_AP39_21198_20180807_ST	752585	2270.33333333333	67975.8760251322	138.048611111111	9254.63767272315	3497.92474371693	0	21	0	0.166666666666667	0	4132.86397726623	2.5	20.75	13.462962962963	87.039675925926	317.225694444444	87332.2970127866	66	2.80208333333333	0.666666666666667	0	9607.27175984102	12049.2969953602	0	19819.8632846579	18.2	7789.800335097	6732.08312616659	1051.45084325397	520383.438529554
0159_AY44_33021_20170916_ST	751328	2212	61659.2869957008	122.701388888889	8176.13016148589	3793.66469693073	0	12.3333333333333	0	0	0	3660.34886881287	0	7.25	8.08888888888889	74.6561111111111	391.913194444444	96175.8995205026	56.9166666666667	5.90277777777777	0.0125	0	8761.76017734666	12147.0560616386	0	19940.4917670855	20.8	6805.84515242259	6399.011472755	1023.13703703704	519872.79322717
0159_AA34_42378_20190328_ST	743099	2614.33333333333	71590.8484623016	129.934027777778	8791.00761744011	3465.44399250441	0	114.333333333333	0	0	0	3836.56452689186	0	2	4.5462962962963	76.8379629629629	354.503472222222	97433.4430748457	52.9166666666667	1.09375	0	0	8959.23027079659	12656.1920267408	0	19233.0754494599	28.2	7699.79874614198	6084.75106038268	1051.09502314815	498918.850906754
0159_AA34_42216_201800907_ST	742173	1231	47481.1578455688	167.094097222222	9608.10370586236	3494.58883836714	0	76.3333333333333	0	0	0	4337.49916566644	0	8.625	7.27777777777778	77.270925925926	378.527777777777	91183.3324101631	64.75	4.5138888888889	0	0	9478.75222675387	12735.022013052	0	21241.3713016424	25.8	5631.10458204732	7469.67847288819	1162.40127314815	526308.795363914
0159_AP39_21128_20180209_ST	741282	2090.83333333333	49379.4130456349	196.194444444444	10604.3337607014	3804.14740685626	0	47.75	0	0.166666666666667	0	4690.9747288666	0.5	9	10.0462962962963	90.9458333333333	300.340277777778	97292.1824845679	81.0833333333333	4.02777777777778	0	0	9598.47529394474	14185.8961863487	3.75	21198.5833794459	39.6	6511.25360504851	7344.43190299364	1259.75165343915	512538.318589189
0159_AP39_21138_20180113_ST	735968	1770.33333333333	42358.9281084656	237.638888888889	10360.3931446116	3475.52834913286	0	21.3333333333333	0	0	0	4788.95200774463	0	1.75	7.59259259259259	99.5737037037037	270.885416666667	99671.1894675926	89.5	1.33680555555556	0	0	9555.27466422938	14072.7323198078	2.625	22042.3517863757	17	5542.04135738169	7779.62765452767	1200.41087962963	512601.001186427
0159_AP39_21041_20171002_ST	730063	1611.83333333333	40828.3982308201	247.277777777778	9744.34570000184	3687.89793871252	0	39.5	0	0.166666666666667	0	4525.70868064741	3	17.25	5.05185185185185	83.2547222222222	337.916666666667	93400.6472773369	61.8333333333333	7.08333333333333	0.09375	0	9135.96717139428	12988.8004449711	0.75	21329.8057069555	32	5292.84738343255	7400.46254296645	1108.99363425926	518172.113853317
0159_AS41_40065_20190328_ST	724583	1539.33333333333	36158.4021164021	262.504861111111	9572.80441943158	3457.69963256908	0	21.1666666666667	0	0	0	4698.70835155178	0	4.75	8.11111111111111	107.425462962963	293.999537037037	100515.149198082	85.9166666666667	12.1354166666667	0	0	8720.01855005634	13889.3955773197	3.375	22001.6865609017	25	4711.32774819959	7627.5372470927	1062.6359375	509803.916605338
0159_AA34_42422_20190602_ST	723392	1924.16666666667	37562.2032407407	332.114583333333	10971.5830716766	3222.62946336714	0	184.916666666667	0	0	0	5335.60165400051	14.5	199.5	5.44444444444444	141.737037037037	429.361111111111	74411.128320657	75.8333333333333	5	0	0	10904.952372379	13083.4664088363	0	20660.9473557834	65.8	4431.29436103762	7899.07741092097	1752.8181712963	529777.924326712
0159_AQ29_10152_20190819_ST	717089	2902.5	37917.0953703704	179.714583333333	10931.4795359807	3514.25047582304	0	15.6666666666667	0	0.666666666666667	0	4801.11536351166	0.5	6.875	10.0925925925926	83.6231481481482	405.53125	98322.1887731481	74.0833333333333	0.625	0	0	9221.14210452185	13758.3542463992	7.875	23257.8189398699	40.8	4660.66410365226	7655.65980000276	1436.12407407407	497884.553971905
0159_AB10_101445_20190131_ST	708068	1139.16666666667	37594.7611607143	295.232638888889	9036.81798822384	3118.74204787625	0	197.5	0	0.166666666666667	0	4524.79856302869	2.5	24.875	2.13425925925926	120.24037037037	175.322916666667	87546.5756586199	72.8333333333333	3.06944444444444	0	0	8704.97252486283	12491.6243408697	0	19696.5779903549	9	3727.37984696502	7924.9994418265	1223.81574074074	510434.893399621
0159_AA34_42247_20181112_ST	706049	2320.66666666667	76195.535102513	155.614583333333	8660.77018054637	3306.48386427102	0	31.9166666666667	0	0	0	3742.71707885272	2	26.75	9.84259259259259	90.4277777777778	303.069444444444	75110.4251515653	63.1666666666667	0.76388888888889	0	0	9800.96220697384	10404.4921478583	0	18802.2328940697	19.2	8851.45005382863	6347.36285891112	1155.409375	480647.740798573
0159_AA34_42086_20180514_ST	700778	1589	38899.8924107143	109.517361111111	9632.15136979083	3229.19605304033	0	378.583333333333	0	0.166666666666667	0	4252.23404959399	4.5	27.125	6.51851851851852	131.316898148148	554.861111111112	81873.1186645723	57.4166666666667	3.00694444444444	0.75	0	8906.83064312659	12275.312470301	0	20013.7855801066	33.2	4576.6780489418	7396.36662353946	1267.23111321549	505559.240473057
0159_AQ29_10139_20190306_ST	697425	1506.16666666667	46189.3828373016	151.291666666667	8707.42088757532	3322.25125661376	0	53.1666666666667	0	0.166666666666667	0	3885.03056570073	0	5	2.03981481481482	75.5250925925926	346.937499999999	90863.5764936067	52.9166666666667	8.02777777777777	0	0	8771.13178840878	11812.3603391347	0	19974.5909733429	34	5337.22807484568	6722.74428605875	950.194791666668	488653.849187226
0159_AA34_42332_20190117_ST	697016	1912.83333333333	56279.0343088624	140.118055555556	8726.24653126837	3853.76285457084	0	17.1666666666667	0	0.166666666666667	0	4112.72392511145	0	0.75	1.50925925925926	55.4375	404.861111111112	92902.9027502205	56.5	0.590277777777777	0	0	8808.44940782383	12273.5853797154	0	19979.8896243019	9.8	6452.81342849794	6774.87119773295	999.208217592592	473252.779503932
0159_AB10_26157_20180911_ST	697004	1482.5	34436.460396458	212.038194444445	9484.97919238683	3618.33284005732	0	54.5	0	0	0	4386.22653857106	5.15	16.75	9.92592592592593	98.4568981481481	298.100694444444	90160.9723012199	67.3333333333333	6.2673611111111	0.597222222222222	0	8707.82650089409	12944.2060955749	0.375	20171.8556198927	38.8	4509.28752480159	7504.29998723178	1265.43090277778	497523.327470505
0159_AB10_26050_20180504_ST	696877	1524	44167.0403935185	156.756944444445	8111.25995425485	3218.12292034098	0	33	0	0	0	3966.49048682556	0	21	17.9509259259259	72.047962962963	257.784722222222	91039.2249311067	61.5833333333333	4.3125	0.025	0	8405.80322487997	12230.2648652468	0	18930.8174570657	25.4	5454.96612204218	6768.74870269327	1031.23310185185	491379.166451285
0159_AB10_103154_20190107_ST	695825	1650.66666666667	41195.5967592592	163.818948412698	8385.76883547362	3396.97041629923	0	17.8333333333333	0	0	0	4101.57274756679	0	5.5	16.7152777777778	77.0646296296296	239.333333333333	94252.5648546477	72.6666666666667	7.70833333333333	0	0	8050.94917119831	12624.4964931005	2.25	19453.2947585277	6	4972.60748187898	7109.19775276951	924.138111772486	489098.285428352
0159_AQ22_10422_20191101_ST	695679	1497	48025.901860119	210.03125	9646.39329374265	3368.12852458113	0	59.0833333333333	0	0.333333333333333	0	4495.17633757614	1.5	17.875	16.8333333333333	95.5766203703704	304.125	88770.9018270503	83.8333333333333	7.53472222222223	0	0	9134.23340559474	13088.8774274561	2.25	19878.7644861527	28.4	5746.54420249118	7304.28366403808	1289.01138117284	482606.407664099
0159_AA34_42400_20190423_ST	694052	2333.83333333333	39758.2902777778	169.875	9963.65144721854	3588.33820179306	0	14.9166666666667	0	0.166666666666667	0	4630.39847286522	0	1.5	8.5462962962963	84.4074074074074	237.336805555556	93987.0542135141	70.6666666666667	1.45833333333333	0	0	9138.8202681021	13676.0679489026	0	20705.0985819004	17	4912.01375835905	7581.61019065072	1093.93356481481	482077.015898176
0159_BE31_82018_20191205_ST	693078	1717.16666666667	39962.6322255291	253.704166666667	9019.30007178682	3783.34577730012	0	32.5833333333333	0	0	0	4458.18880792651	0.5	6.25	6.11666666666667	79.8377314814815	272.888888888889	92064.8755842152	80.5833333333333	5.81249999999999	1.77777777777778	0	7983.64329775377	13022.1243171439	1.5	20040.6058904688	11	4619.37466223912	7245.95240788966	1114.79618055556	487293.439712377
