sample_id	total	selenium_compound_metabolic_process	cellular_aldehyde_metabolic_process	organic_acid_metabolic_process	generation_of_precursor_metabolites_and_energy	translational_initiation	cellular_modified_amino_acid_metabolic_process	cellular_aromatic_compound_metabolic_process	one_carbon_metabolic_process	sulfur_compound_metabolic_process	phosphorus_metabolic_process	xenobiotic_metabolic_process	bioluminescence	toxin_metabolic_process	auxin_metabolic_process	mucilage_metabolic_process	photosynthesis	organometal_metabolic_process	cellular_nitrogen_compound_metabolic_process	cellular_hormone_metabolic_process	neurotransmitter_metabolic_process	cellular_ketone_metabolic_process	cellular_metabolic_compound_salvage	cellular_alkane_metabolic_process	cellular_alkene_metabolic_process	cellular_alcohol_metabolic_process	cellular_catabolic_process	cellular_biosynthetic_process	cellular_lipid_metabolic_process	cellular_macromolecule_metabolic_process	cellular_carbohydrate_metabolic_process	heterocycle_metabolic_process	cellular_ketone_body_metabolic_process	reactive_oxygen_species_metabolic_process	cellular_organohalogen_metabolic_process	cellular_senescence	replicative_senescence	prenylation	metabolite_repair	Remaining
0159_AZ03_32017_20180615_ST	8097889	0	2056.02986111111	97162.5286019713	62005.3597222222	0	3722.48421626984	122653.269902829	7597.56250000001	32529.7945469577	494113.489503509	990.455555555557	1539	790.583333333333	57	0	438.5	1.16666666666667	78842.716347606	114.916666666667	1.20833333333333	2840.52430555556	4807.69305555556	14.3611111111111	0	0	8587.80883258845	58728.5378165187	26001.1647799089	265474.700975529	21341.4783564815	129607.364886019	55.5333333333333	2787	0	0	0	0	123.333333333333	6672903.43345603
0159_AB10_26746_20210311_ST	8085573	0	2312.34950396826	102161.065844139	74075.7541666667	14.25	4040.72472222222	126192.62882051	8206.63194444445	31074.6830555556	497517.497618221	960.483333333333	1681.5	854.944444444444	53.1666666666665	0	287.5	0.833333333333333	80148.3511631761	115.208333333333	0.75	3280.36562500001	4975.49814814814	66.611111111111	0	0	9445.40285308275	60961.5267136289	26112.8040059156	266914.286800044	20194.4940715021	132639.876603799	116.9	3366	0	0	0	0.5	78.3333333333333	6627722.07778442
0159_AA34_42261_20181120_ST	8045814	0	1557.15555555556	87694.3779947917	69363.1361111111	3	3839.4181630291	115476.87664446	6962.41666666667	27015.0538690476	508706.46610289	792.95	853	1104.38888888889	54.25	0	265	0.166666666666667	75630.9147998532	142.564583333333	0.5	3789.70833333333	3753.71759259259	30.1944444444444	0.333333333333333	0	8754.56064895956	53721.8265208655	22834.4622302445	268585.376890432	13509.6150077161	120606.202370319	102.2	2550.5	0	0	0	0	159.666666666667	6647953.9999148
0159_AZ03_32018_20180723_ST	8044185	0	2545.83333333333	103066.557064989	71184.0748015873	10.5	3963.54466435186	129216.733253568	7623.91666666668	34347.1593154762	469134.400016718	1012.39444444444	818	800.041666666667	61.4583333333335	0	453	0.166666666666667	81379.0176973859	119.933333333333	2.75	2537.57037037037	5595.66712962963	28.5416666666667	0.333333333333333	0	9026.26875149728	61156.2585299778	25772.527833811	263281.226471561	23275.3278292181	136725.571942942	79.9333333333333	3218.25	0	0.2	0	0	13.8333333333333	6607734.00821581
0159_AP39_21395_20180504_ST_E21	7979131	0	1805.26388888889	93783.4282882186	70493.1268939394	6.66666666666667	3960.99595403439	119798.782468885	6993.60416666667	30528.5810813492	482638.798641562	973.133333333333	2073	922.902777777778	55.8333333333333	0	478	1.83333333333333	76081.3405865698	109.025	2.66666666666667	3047.31597222222	4110.78287037037	81.5277777777777	1.33333333333333	0	10260.4960159535	55089.0841152535	23738.2155996417	272293.615872515	18668.5347713244	125371.640876072	118.8	2700	0	0	0	2.5	88.6666666666667	6572851.50304765
0159_AB10_26760_20200925_ST	7963037	0	1805.36805555556	103228.157294331	82359.9793650793	3	4744.97889550264	117385.07440414	7305.41249999999	32501.8740542328	504203.572750101	1332.78194444444	838	1434.25	22.1666666666667	0	594.833333333333	1.33333333333333	72348.2349442987	134.975	0.75	5094.59027777778	3938.54814814815	40.2361111111112	47.3333333333333	0.0148148148148148	10229.7616038402	59350.144363977	25321.9635288066	233755.07414792	16390.4731003821	118606.477088223	171.9	3504.41666666667	0	0	0	1.33333333333333	67	6556272.99094065
0159_AP39_21408_20180806_ST_E21	7961365	0	2126.48842592593	101028.153605416	89047.2972222222	2	5204.17196759259	120331.521276218	6784.88333333334	31362.204755291	471564.608222461	1673.42916666667	1529	875.5	37.6666666666667	0	516.5	0.75	75124.8989682274	95.8541666666667	0.75	4726.34895833332	4502.14467592592	37.125	0	0	11683.2663949515	56121.2068378894	25507.1455274471	252151.182809744	18748.7052469136	122456.303825454	207.6	3153	0	0	0	1.5	146.666666666667	6554617.12627999
0159_AB18_26649_20200730_ST	7950161	0	1626.34375	89939.4120323982	68591.3777777778	2.03333333333333	4104.95484126985	109390.801996575	6985.31250000001	25101.1322949735	543587.61083843	588.2	762	868.666666666667	41	0	246.5	0	71631.9335944625	123.147222222222	0.458333333333333	3516.4375	3546.11550925926	20.5	0	0.102777777777778	7816.67820385409	52045.9643251143	25031.9397309946	258762.262737068	16227.8196006026	113996.041043092	76.6	3543.5	0	0	0	1	259.333333333333	6541725.82005747
0159_AB18_26828_20210129_ST	7886474	0	2148.23338293651	100279.016869338	68616.8905844156	5	3938.63324404762	120741.969228505	7853.17916666667	30904.4553306878	481965.656559928	1106.47777777778	2951	706.25	33	0	309	0.666666666666667	77456.0748490869	85.25	2.81944444444444	2666.07291666667	4597.36342592593	28.6944444444445	0	0	9019.42853977524	58712.9522814746	26653.5854274391	244031.169108847	20819.9667029087	127517.771698835	66.1	2897.54857142857	0	0	0	0	61.3333333333333	6490298.44044442
0159_AB10_26129_20181002_ST	7884591	0	1641.61805555556	101069.321794615	78261.4763888888	2.75	4253.70774470899	120286.833531705	7167.29166666666	28158.2268783069	509429.633225676	489.888888888889	673	843.138888888889	66.75	0	298.666666666667	0.333333333333333	78393.0200378709	118.083333333333	2.09722222222222	5072.3706404321	4361.12962962963	48.8472222222222	0	0	8188.31420013962	59394.8572802533	28616.8002397487	268537.621827234	17169.3736111111	125786.426605724	86.8	3633.25	0	0	0	2	32.3333333333333	6432505.03775284
0159_AA34_42446_20190715_ST	7881824	0	1942.07361111111	104162.392053818	56781.9513888889	9	3444.76507936508	122544.116234931	7769.35416666668	31078.080135582	470665.418656122	1253.18247863248	861	686.375	40.75	0	388.833333333333	0.166666666666667	76045.7302729992	104.25	1.25	2662.55717592593	5340.81041666666	38.7638888888888	0	0.0888888888888889	8410.68933750367	59049.2463912543	24532.6602369788	248909.153150438	24494.3731095679	129883.927718617	69.4	3299.66666666667	0	0	0	2	0	6497351.97394049
0159_AZ03_32055_20190830_ST	7849234	0	2257.12777777778	101395.148186398	68905.8472222222	9.16666666666667	4178.03864914021	126643.224240696	8160.77083333332	32320.7535361552	460739.29631182	858.8	1054	678.402777777778	43.75	0	263	0.5	81220.2866637231	92.9305555555555	1.13888888888889	3038.26759259259	5094.29212962963	61.4444444444445	0	0	9373.94015290331	60220.6220954126	25364.5352895968	259532.326449515	20340.3897762345	133781.03076186	65.8	3697.52857142857	0	0	0	4	43.3333333333333	6439794.30709289
0159_AP39_21362_20180306_ST_E21	7842222	0	1919.27048611111	94886.9197651991	65957.5149891775	1	4024.9060218254	120328.908782797	7549.43333333334	29819.9652943122	449774.050247786	876.616666666667	1298	961.527777777778	22.5	0	212	0.333333333333333	76213.8569332858	132.520833333333	1	3510.46527777778	4172.94907407407	50.625	0	0	9346.44113553692	54882.6049261735	25018.7023724346	274002.340453644	17546.4779426206	125696.596710487	74.9	2488.25	0	0	0	0	100.333333333333	6471350.98930898
0159_AB10_26764_20201024_ST	7793152	0	2131.53125	102518.774314126	78667.3357142858	15	4821.61900132276	117710.028399046	6754.04166666668	31947.3076256614	467687.657598105	1327.15277777778	1337.5	1498.625	63	0	783	9.66666666666667	70432.5877329222	109.332638888889	0	4913.10752314815	4480.99768518519	35.1666666666667	121.666666666667	0	10796.3918939962	55932.3538232461	23834.391485707	228021.829069966	18102.6420910494	116491.492454381	180.133333333333	3707.75	0	0	0	0.5	118.666666666667	6438600.75025452
0159_AB18_100983_20190227_ST	7791107	0	2401.87331349206	104462.100683302	79303.0819444444	22.5	4111.98247023809	128364.249356335	8821.46249999999	33198.2459060846	449787.807061288	1405.41527777778	2272	716.055555555556	82.5	0	264.833333333333	0	81281.6795875037	86.7291666666667	1.63888888888889	2731.70594135803	5182.44259259259	171.916666666667	0	0.125925925925926	9642.6189562167	61582.2159540573	26511.0447040956	256289.239105673	23554.9214377572	135773.912071282	124.7	3629.26666666667	0	0	0	10	42.3333333333333	6369276.40159947
0159_AZ03_32019_20180325_STLS	7780732	0	2512.29861111111	103550.689188676	78092.2162037037	85.5	4240.01693121693	129741.982135843	9380.54166666668	31348.792763448	446482.697732032	1008.08333333333	1648	643.597222222222	72	0	333.5	0.166666666666667	82201.2692775226	84.1875	1.88888888888889	2215.45115740741	5517.00092592593	182.847222222222	0	0.377777777777778	9387.14195469577	60375.595382863	23801.1841912845	258459.890155607	18680.9095936214	137410.619473255	141.366666666667	4409.35	0	0	0	8.5	15.6666666666667	6368698.67071068
0159_AB18_26433_20190318_ST	7773054	0	1691.02222222222	99249.2288759829	74621.428968254	4	4290.10932539683	119874.302716094	6445.39583333333	29706.9827876984	496351.241764495	669.083333333333	424	973.5	30.5	0	416	1.33333333333333	76292.5080670602	118.916666666667	0.388888888888889	4413.12847222223	4685.11342592593	28.6527777777778	51	0	8842.38423537625	57457.7089975796	26161.1078051514	251367.858829365	18218.8931970165	122979.527377507	85.3	3000.25	0	0	0	0	25.3333333333333	6364577.79876599
0159_AZ03_32071_20190315_ST	7752299	0	1943.67013888889	101493.016576661	87650.74752886	10	4466.05165013227	127799.342706345	8175.675	33898.8089561287	454540.011611001	1429.79444444444	2427	690.305555555556	51.5	0	535.5	0.5	79300.9575746783	116.577777777778	0	3286.87199074073	4331.47804232804	43.8888888888888	0	0.0444444444444444	9718.43634082057	62304.2533505516	26275.6116050552	262644.272276836	19238.5594241021	133098.898181213	160.316666666667	4204	0	0	0	1.5	14	6322447.40926788
0159_AY44_33263_20191106_ST	7748498	0	1871.52430555556	95714.1044190917	74875.2708333333	7	3795.37674107143	111944.725081786	7339.45833333333	29661.055598545	499987.524863407	1056.54027777778	861	1144.13888888889	104.25	0	323.833333333333	9.16666666666667	71464.8689363957	118.720833333333	0.75	3839.32291666668	3810.09027777778	93.1388888888888	0	0	9571.26147840425	55170.4346937922	23874.8414057907	239721.451488095	15879.2497299383	115891.295807646	204.5	3158.66666666667	0	0	0	2.25	117.666666666667	6376884.52086715
0159_AB18_102734_20190123_ST	7740831	0	1617.24791666667	98291.9045033436	66605.3777777778	8	3786.28760912698	119111.896489218	6662.8125	31965.3250198413	483015.254071686	998.016666666667	1024	967.972222222222	55	0	298.5	1.16666666666667	75802.5638756716	152.291666666667	0.0694444444444444	3490.42662037036	4983.16203703704	46.5972222222222	0	0	8626.07180217519	58847.8784408987	25758.3106904027	252255.96268739	16447.3617283951	126023.048444134	32	2525.5	0	0	0	0.5	22.6666666666667	6351407.82723031
0159_AP39_21334_20181120_ST_E21	7699264	0	1847.55555555555	99774.598309729	78282.4611111111	4	4088.10344080688	120067.400225619	7293.06527777779	29618.565978836	452139.885675889	927.305555555557	920	978.638888888889	47	0	371	2.5	75545.0683180012	112.208333333333	0.75	3872.69571759259	4642.22407407407	56.8055555555557	24.6666666666667	0	9154.40189371142	56346.0697582534	25914.549424052	251780.731035053	20411.4785751029	123923.656523018	79.1	3444.5	0	0	0	0.5	23	6327569.51410582
0159_AB18_26717_20201211_ST	7640177	0	1641.56944444444	97296.1994321478	71647.8013888888	8	4607.42163029101	116069.204430794	6981.38611111111	31610.8499063051	474711.382694233	955.856944444444	1097.5	1429.54166666667	34.75	0	610.833333333333	1.5	73011.2479296829	106.0625	2.45833333333333	4390.72592592593	4474.50972222223	41.0277777777778	55	0.0222222222222222	10213.9267477587	56488.5876972645	23695.3336300338	230523.15892306	18169.6016975309	118957.525321447	127.8	3345	0	0	0	0	134.333333333333	6287736.88125575
0159_AP39_21307_20180730_ST_E21	7590244	0	1388.29166666667	81441.6141407628	65261.35	0	3749.35756944444	107892.737914084	6645.65	26073.8308134921	478005.260444729	745.023611111111	529	964.25	46.5	0	271	0.166666666666667	68825.568130047	143.308333333333	0.25	3344.76215277778	3097.17592592593	38.3055555555556	1	0	10948.1454294961	47245.6425925467	21890.0437744954	268378.396863977	13560.7244984568	111393.790077885	122.183333333333	2407.2	0	0	0	0	387.666666666667	6265445.80383854
0159_AB18_26823_20201001_ST	7586953	0	1991.04791666667	96866.1962836658	72059.8291666666	5	4562.11577380953	114553.758404423	6185.60416666668	29774.0660416667	460033.290780332	1389.68333333333	1191	939.013888888889	48.5	0	700.5	1.5	69607.1344392045	105.333333333333	0	4694.515625	4403.93842592593	51.6111111111111	106.666666666667	0	10990.0336487728	53791.2190448403	23811.0076159245	227360.193287037	18269.6722608025	113963.861522258	141	2842.25	0	0	0	0.5	130	6266382.957263
0159_AB10_26778_20210112_ST	7569828	0	2004.89930555555	92374.2725644382	83547.3000000001	9.2	5166.87117559524	112983.170987542	6934.38333333334	30043.2998875661	476284.362098904	764.940277777777	824	1077.63888888889	71.5	0	799	1.5	75724.7883981287	121.854166666667	0.25	4340.07291666668	4522.40925925926	40.4444444444444	0	0	9340.85210138338	54730.5486875597	24841.319302065	242870.360655497	15128.9200617284	117994.684964247	264.1	3463.5	0	0	0	0.25	107	6203450.30652275
0159_AP39_21369_20180329_ST_E21	7550168	0	1502.10069444444	103386.875161137	77417.5576388889	4	4069.91559193121	108413.202609543	6921.74999999999	28886.946114418	499531.219981123	383.144444444444	653	932.666666666667	38.5	0	150	0.166666666666667	71194.6197957329	103.958333333333	8.04166666666667	4847.91273148147	4279.05092592593	10.0833333333333	0	0	7997.59699718915	59005.4551159704	28516.6304343033	213373.801477072	14082.0605967078	113883.463120456	47	3056.25	0	0	0	0	39	6197432.02990256
0159_AV42_66197_20191014_ST	7528902	0	1774.39583333333	91187.087459616	69958.1322510823	12.1666666666667	4298.06716931217	118842.523827461	6842.68333333333	29700.5706878307	450472.675076563	1103.55555555556	2610	972.680555555556	30.1666666666667	0	295	1.5	73516.3540273307	107.666666666667	1.56944444444444	3919.02430555554	3747.95879629629	85.9166666666667	30.6666666666667	0	10339.9747677753	52507.0698141759	23156.4449668644	276903.65930285	16452.7158284231	121944.052817117	80.8	3123.5	0	0	0	0	49.3333333333333	6164834.08751285
0159_AP39_21088_20180323_ST	7506894	0	1450.10902777778	91296.1874442883	72349.6583333333	4	3923.55846230159	110858.652959436	7106.33333333333	30485.2375727513	463956.614944059	885.777777777778	498	979.083333333333	65.5	0	293.5	1.41666666666667	70548.3786622575	141.88125	0	3707.78819444445	3231.78611111111	40.625	0	0	9212.66223427229	53430.9673426707	22594.5338128307	250067.708650994	13671.1090534979	115703.954196208	80.7	2526.75	0	0	0	0	99.6666666666667	6177681.85896999
0159_AB18_26678_20200321_ST	7503849	0	1821.88809523809	95689.4322448835	75667.3990079365	7	3917.71452380952	111704.885739708	7231.91666666667	29670.1812037037	454996.535856757	1023.18472222222	1971.5	895.027777777778	70.5	0	566.5	2	72912.0091430022	93.1833333333333	0.75	3369.82881944444	4038.30671296296	47	0.333333333333333	0.133333333333333	8593.33842533191	57247.0004562803	24147.1199766069	231067.827685779	17381.921720679	117861.079869999	180.9	3631.5	0	0	0	8	138.666666666667	6177894.43468455
0159_AP39_21339_20181113_ST_E21	7489554	0	2017.09444444444	94762.7079442239	71198.6694444445	3	4010.18356481481	115174.148822504	7477.87499999999	29928.7524140212	449502.296006715	1133.67777777778	1765	811.5	43.75	0	403	1.16666666666667	73305.9040260009	114.625	3.81944444444444	3724.95312500001	4073.36759259259	39.1805555555555	0.333333333333333	0	8531.36847699883	55939.4808485358	22563.0660144768	247638.070375882	19108.9900077161	120784.833187033	64.1	3061	0	0	0	0	139	6152229.08592682
0159_AP39_21355_20180223_ST_E21	7456443	0	1731.94444444444	100690.042243248	77593.1111111111	0	4861.81857142857	116034.747143882	6034.70833333332	29461.5724206349	432567.60435176	809.283333333333	561	1046.05555555556	23	0	376.5	0.222222222222222	72817.8810352897	120.291666666667	1	5928.77164351853	4273.3212962963	14.9583333333333	114.333333333333	0	9125.68860976999	55102.120639858	27217.0221588404	239682.34099978	14034.8794367284	116055.428064296	80.9	3204.25	0	0	0	0.5	15.3333333333333	6136862.369718
0159_AZ03_32003_20171013_ST	7437239	0	2144.46574074074	101326.124150396	89077.8494047619	31.9166666666667	4908.62509259259	113972.379811049	7685.20138888889	29331.1157308201	435863.502449892	1423.34285714286	2315	1151.83333333333	37.8333333333333	0	790	0.166666666666667	73005.4227189797	82.00625	0	4954.20536265431	4294.05671296296	125.569444444444	1	0	9860.99104995224	56896.7434100529	24998.7224142049	223907.139787257	16492.083912037	119221.959087651	272.3	4831.27857142857	0	0	0	1.5	31.6666666666667	6108202.99798542
0159_AP39_21085_20180602_ST	7415818	0	1451.82986111111	83207.4854514195	64524.3527777778	6.5	4244.91431547619	103904.637725517	6663.63194444443	26967.1509689153	467415.701371252	825.1	1001	943.472222222222	51	0	456.333333333333	0.666666666666667	65188.2135160873	118.422916666667	0.75	2887.76388888889	3212.68657407407	72.5555555555555	0	0.0444444444444444	8681.76435488316	48223.2721989363	20594.742217813	250188.665602954	14840.3256172839	107167.581734556	79.2	2295	0	0	0	0.5	243.666666666667	6130359.06807305
0159_AZ03_32048_20190111_ST	7415432	0	1601.43680555555	97453.36277245	79710	7.25	4138.99415674603	112684.477575025	6464.02083333334	29746.2533531746	480927.88058348	1256.38333333333	534	824.5	97.9166666666665	0	277.75	0	71179.9948592168	107.891666666667	0.708333333333333	4799.49131944445	4141.67314814815	15.2777777777778	56.6666666666667	0	8774.1870681615	55925.3215782536	26891.1368361748	227202.349098875	15720.1644547325	114452.983610629	54.6333333333333	3216	0	0	0	0.5	11.6666666666667	6067157.12750215
0159_AP39_21336_20181130_ST_E21	7392087	0	1894.19027777778	93840.7952206423	67029.4722222222	3.16666666666667	3638.53007109788	110701.004992343	7349.62083333333	29585.466712963	447143.429882147	929.320634920634	1067	804.458333333333	50	0	697	0.666666666666667	70839.4160557504	102.783333333333	0.25	3060.48263888889	4233.00509259259	22.7916666666667	0.333333333333333	0.1	8355.70026660282	55293.1312709315	23823.7145181144	226610.039120272	20819.4542052469	117197.498243004	74.3	3040	0	0	0	2	107.666666666667	6093770.21107448
0159_AB18_26717_20201005_ST	7376838	0	1755.05138888889	102510.141275334	84944.9069444444	7	5047.20679232804	113945.358403041	6371.91666666667	32733.0184226191	426131.717848738	1733.79444444444	1093	699.625	60.0833333333333	0	737.333333333333	1.16666666666667	68811.2919751647	71.5	1.5	6056.49930555555	4788.78240740741	71.25	168.666666666667	0	11213.1350242321	53689.3020042438	23674.3482491916	203469.755226705	18704.8878472222	110003.041619531	179.9	3489	0	0	0	1	120.333333333333	6094552.48582091
0159_AB10_26039_20180723_ST	7363922	0	1313.09027777778	98911.8699526014	80516.8527777778	11.3333333333333	4293.88057539682	107010.484359314	6756.85833333332	27601.1485284391	498840.737176202	488.166666666667	617	849.805555555556	38	0	252.5	0.833333333333333	70188.0282948101	132.291666666667	0.569444444444444	4830.49305555555	3629.59166666667	18.5138888888889	0	0	7930.51112208	57023.1223752572	27327.6144685112	228758.269483673	15695.2127700617	111148.665466935	54.2	3571.75	0	0	0	0	36.6666666666667	6006073.93876005
0159_AB10_26390_20190116_ST	7352681	0	1941.04375	91771.6322542622	65006.2138888889	8.16666666666667	3725.75083829365	119396.855178167	7337.8	29550.6644510582	432865.973171572	604.983333333333	1140	873.805555555556	50	0	393.5	0.166666666666667	75489.6674692093	122.225	2.5	2684.79367283951	4268.8587962963	53.9861111111112	0	0.0444444444444444	8487.47075546553	55344.843966279	24091.480650169	260715.826405423	18669.7697402263	126117.61381904	98.7833333333333	3054.25	0	0	0	0.5	43	6018768.8300817
0159_AB18_26647_20210115_ST	7341292	0	1818.26736111111	92789.4892857602	67711.9592592593	11	3864.71549933862	109800.461913935	7125.10416666666	30303.8159821429	454532.195897909	1067.15555555556	1278	886.194444444444	41.75	0	368	1	70386.9462011252	122.660416666667	6.29166666666666	3115.29166666666	4027.67037037037	44.9027777777777	2	0	9253.66195895796	54314.6892603971	21951.2758928571	236231.602512058	17749.2940972222	114764.985751567	96.95	2860	0	0.4	0	0	67.3333333333333	6034696.93472821
0159_AB18_26426_20190328_ST	7334104	0	1588.58194444444	88697.0092899397	63996.9311507936	2	3567.25566468254	106528.876191499	6578.72916666668	28716.0277910053	465167.573784171	1087.68333333333	1643	965.708333333333	41.25	0	318	0.333333333333333	68844.3001286532	133.980555555556	0.25	3374.47569444444	3626.90509259259	10.8333333333333	0	0	8715.72277422594	52250.0134407067	22968.0717255781	222189.565013729	15611.0675925926	111786.07260519	61.7	2400.75	0	0.2	0	0	159.666666666667	6053071.46539353
0159_AV42_66179_20190929_ST	7292431	0	2440.27708333333	91428.5072532885	72005.3402777778	6	3553.75188988095	114743.307725458	7385.89166666665	27271.7501917989	440913.474501901	698.905555555556	2371	690.333333333333	62	0	210.333333333333	0.5	72806.8478203089	88.6875	1.75	2581.68742283951	4249.06666666666	41.2638888888888	0	0	8478.22217328043	53649.5981548905	23493.7513723545	233668.549402006	15978.4263374486	121355.742674899	90.7	3522.5	0	0	0	1	11.6666666666667	5988630.16710742
0159_AB10_26740_20200927_ST	7258407	0	2094.00069444444	86287.5886975492	73986.1527777778	13	3820.91984953704	110050.172933795	7136.70416666666	26402.4618220899	422369.794797867	786.683333333333	2022	957.111111111111	66.5	0	281	1.33333333333333	69294.7265413023	83.1763888888889	0.25	3325.11111111111	3777.85648148148	31.5	1	0	8641.43051775609	51735.3470380015	21029.7041207378	225886.237632275	15080.6486496914	114489.044206392	104.3	3396	0	0	0	0	93	6005162.24379486
0159_AB18_26417_20190218_ST	7254604	0	2110.28993055556	92141.7847454344	85818.781060606	8	5371.48853174603	107495.440935185	5718.38611111111	32296.2311210317	429444.81953272	1629.01111111111	541	746.791666666667	38	0	980	0	69568.3241893004	91.0833333333333	0.5	5339.42129629631	4679.78796296296	62.9861111111111	0.333333333333333	0	9515.38370461393	51939.4335983471	24235.8088805549	226545.307205049	17158.8299487935	112516.355470201	252.05	3337.66666666667	0	0	0	0	73.3333333333333	5964947.37021994
0159_AZ03_32008_20180124_ST	7252551	0	1976.084375	90442.1894631272	60915.6686868687	14	3625.7021792328	112209.120751811	6411.81944444443	29178.3709821428	440104.322982069	748.844444444444	2164	875.375	60.5	0	455	1	71289.4549895519	92.0895833333333	1.20833333333333	2545.83541666667	4160.17638888889	22.5416666666667	0	0	8332.61271142309	52980.0349171335	22373.7953050679	242929.293003948	16684.0729073139	117715.151272644	105.3	2634.25	0	0	0	1	54	5961448.18519489
0159_AA34_42409_20190428_ST	7242592	0	1711.17604166667	87039.3015533602	68122.8444444444	9	3707.91741071429	111684.537765873	7044.70416666668	26713.1296759259	454170.209304178	640.161111111111	2002	810.888888888889	31.6666666666667	0	187.333333333333	0.666666666666667	71649.472504795	102.13125	0.25	3415.58121141976	3663.59861111111	46.5555555555555	0	0	8110.50281700103	52349.6910952886	23329.8682548868	246418.995034171	15686.6420781893	117580.170950397	76.1	2780.6	0	0.2	0	0	109.666666666667	5933396.43694102
0159_AZ03_32032_20180919_ST	7228392	0	1652.57777777778	89840.020314726	67506.739021164	10.9166666666667	3552.63761243386	117561.935966394	7120.91527777777	30344.0381845238	431860.555905488	936.63888888889	842	779.78125	48	0	393.5	0.666666666666667	73839.8196049454	95.25	0.25	2922.4412037037	3995.17199074074	168.694444444444	0	0	8703.40103524275	54777.6163638347	22865.4439444322	260563.566982657	17444.297337963	123136.321970583	74.7	2936	0	0	0	5	28	5904385.10158894
0159_AB18_26665_20200817_ST	7224859	0	1690.78888888889	91791.6972184093	71239.3958333333	4	3855.37176587302	114184.010693767	7564.81666666666	31110.6828902116	430778.355001745	1035.18674242424	1311	790	53	0	448.5	0.5	71314.120599584	101.058333333333	2.06944444444444	3037.44699074074	3766.69120370371	40.111111111111	0	0.0444444444444444	9005.02687062757	55779.1903976062	23383.6689969303	237838.252556317	18582.7803626543	119425.611921721	71.8333333333333	3113.75	0	0	0	0.5	20.6666666666667	5923518.87106546
0159_AB10_26745_20201112_ST	7213883	0	3147.65069444445	96476.5807003481	69503.8388888889	14.0909090909091	4024.03814484126	107752.482879101	6715.56249999999	25563.1327943121	434043.195447026	820.483012820513	1055.5	788.972222222222	67	0	315	4.5	66895.2639569114	60.13125	0.138888888888889	2432.84567901234	5285.68521825396	109.305555555556	0.333333333333333	0.133333333333333	9081.09410551611	53641.8334507964	22177.0985560907	206448.450905116	19663.4977109053	113346.365896627	397.7	3623.13888888889	0	0	0	1	0.666666666666667	5960426.28841101
0159_AP39_21113_20190110_ST	7132876	0	1491.87708333333	89850.7764893259	72124.9544733045	11	3513.19988095238	99570.5101588649	6348.23611111111	25713.3271285273	453642.798621399	1221.83888888889	2234.33333333333	864.666666666667	142.5	0	382.125	0.666666666666667	62565.8384722896	105.48125	0.138888888888889	3206.10630787037	3079.30185185185	52.9444444444445	0	0	10037.9168792355	50213.2217109692	21604.9912484635	197860.850997074	13730.0391694725	102457.689221365	365.5	3294.5625	0	0	0	0.166666666666666	104.333333333333	5907084.1065557
0159_AB18_26714_20201224_ST	7107080	0	1670.21875	92270.089303614	70906.8102272727	3.25	3753.85248677249	106381.826707488	6930.27083333334	30644.3537599206	443089.668709767	987.16111111111	905	732.25	65.5	0	530	1.5	66963.1258289425	99.1666666666667	0.5	3192.63888888889	3645.50879629629	140.361111111111	23.6666666666667	0	8295.69941152041	52703.744196272	23172.9028911246	216150.568887286	17707.9820321268	110909.067900169	180.6	2687.25	0	0	0	3	35	5842297.46483365
