sample_id	total	organonitrogen_compound_biosynthetic_process	urea_cycle	sulfur_amino_acid_biosynthetic_process	aminoglycan_biosynthetic_process	phosphatidylcholine_biosynthetic_process	Mo_molybdopterin_cofactor_biosynthetic_process	cellular_amino_acid_biosynthetic_process	aromatic_amino_acid_family_biosynthetic_process	branched_chain_amino_acid_biosynthetic_process	glycoprotein_biosynthetic_process	biotin_biosynthetic_process	nucleoside_biosynthetic_process	amine_biosynthetic_process	alkaloid_biosynthetic_process	pyrroloquinoline_quinone_biosynthetic_process	allantoin_biosynthetic_process	ectoine_biosynthetic_process	glucosinolate_biosynthetic_process	sphingolipid_biosynthetic_process	holo__acyl_carrier_protein__biosynthetic_process	wybutosine_biosynthetic_process	molybdopterin_cofactor_biosynthetic_process	tetrapyrrole_biosynthetic_process	kynurenic_acid_biosynthetic_process	lipoprotein_biosynthetic_process	cellular_modified_amino_acid_biosynthetic_process	taurine_biosynthetic_process	indole_containing_compound_biosynthetic_process	hemoglobin_biosynthetic_process	pteridine_containing_compound_biosynthetic_process	flavin_containing_compound_biosynthetic_process	peptide_biosynthetic_process	nucleobase_biosynthetic_process	N_acetylneuraminate_biosynthetic_process	thiazole_biosynthetic_process	L_pipecolic_acid_biosynthetic_process	purine_containing_compound_biosynthetic_process	pyridine_containing_compound_biosynthetic_process	pyrimidine_containing_compound_biosynthetic_process	primary_amino_compound_biosynthetic_process	Remaining
0159_AB10_26135_20180925_ST	1977314	439.766666666667	11.6666666666667	344.5125	389.771428571429	0	340.666666666666	4496.8349702381	912.949166666666	1634.55555555556	50.78125	216.4375	337.62037037037	198.251157407407	0.333333333333333	0.5	0	32.6	0	0.0740740740740741	0	0	73.3	779.699933862434	0	569.222222222223	413.651507936508	0	32.1886574074074	0	65.955462962963	278.548611111111	3800.53703703703	311.611111111111	0	2.05555555555555	0	610.580320399765	301.475	442.069082892416	0	1960225.78419128
0159_AB10_103277_20190425_ST	1974412	585.516666666667	7.5	337.870833333333	388.184027777778	0	310.8	4497.752744709	924.165000000001	1723.58703703704	37	295.625	378.835262345679	226.354166666667	0	0	0	1.6	0	0.203703703703704	0	0	67.9	785.293518518519	0	521	453.15	0	35.5069444444444	0	72.8013888888888	379.441666666666	3579.76574074074	352.631944444445	0	1.38888888888889	0	649.159465020576	319.183333333333	440.864814814815	0	1957038.917852
0159_AQ22_10417_20190329_ST	1970226	603.233333333333	11	369.861805555556	408.446428571429	0	497.633333333334	4385.34826388889	835.146666666667	1546.00925925926	39.25	310.8125	346.707175925926	195.912962962963	0.333333333333333	0	0	0.2	0	0.0740740740740741	0	0	72.6	799.493518518519	0	549	608.011944444445	0	34.5601851851851	0	84.6164814814816	304.135119047619	3205.1074074074	334.470833333334	0.2	11.6388888888889	0	564.831532921811	294.496666666667	405.578412698413	0	1953407.2898725
0159_AA34_42448_20190731_ST	1968245	1360.03333333333	43	532.494444444444	478.961507936508	0	1102.5	3722.99636243386	726.263333333333	1500.22777777778	1.90625	422.34375	302.242283950617	119.217013888889	0	1.75	0	0	0	0	0	0	124.1	924.89537037037	0	562.666666666667	1202.99523809524	0	29.0694444444444	0	158.343055555556	311.174642857143	3447.55555555555	391.253571428571	0	22.9166666666667	0	460.083755878895	228.165277777778	434.018527336861	0	1949633.82617027
0159_AB18_26547_20190821_ST	1960585	601.166666666667	8.16666666666667	407.629166666667	443.680902777779	0.666666666666667	349.666666666666	5030.11613756614	984.957976190477	1760.12592592593	52.96875	266.166666666666	390.272916666667	158.286342592593	0.833333333333333	1.33333333333333	0	6.2	0	0.0740740740740741	0	0	100.1	867.718518518518	0	740.666666666667	460.817777777778	0	25.2141203703704	0	75.091574074074	343.173333333333	4322.81111111111	400.097222222222	0	10.1111111111111	0	649.073821771507	339.407314814815	532.647395649618	0	1941255.75784012
0159_AB18_26476_20190924_ST	1957374	674.283333333333	17.4166666666667	397.634027777778	489.534722222221	0	314.833333333334	4468.60613425926	922.578333333333	1649.91481481481	12.1875	329.5625	334.817901234568	166.477777777778	0.166666666666667	0	0	1.2	0	0.148148148148148	0	0	66.6	900.987962962963	0	621.666666666667	626.25746031746	0	39.6875	0	84.0332407407407	300.873611111111	3385.1824074074	326.554861111111	0	9.65277777777778	0	495.014733980012	286.5	449.378280423281	0	1940002.24863793
0159_AS41_40099_20191031_ST	1949726	412.35	12.3333333333333	297.602083333333	359.896726190476	0	191.833333333333	4242.32723214286	855.116666666668	1591.8	117.34375	218.5	393.167052469136	193.912037037037	0.166666666666667	0	0	0	0	0.259259259259259	0	0	42.2	664.556018518518	0	543	445.818611111111	0	32.6203703703704	0	88.8673148148148	317.741666666666	3378.83425925925	311.836805555555	0	2.16666666666667	0	600.786522633745	291.982142857143	383.483641975309	0	1933735.49783914
0159_AV42_66168_20190824_ST	1947831	411.016666666667	7.66666666666667	340.920833333334	431.118253968254	0	541.733333333334	4805.60965608466	1004.99	1821.5	25	215.1875	315.612268518518	182.49537037037	0	0.166666666666667	0	2.2	0	0	0	0	104.666666666667	966.826851851852	0	556.444444444443	407.445555555556	0	29.2731481481482	0	61.6186574074074	312.419444444444	3539.43703703704	361.088293650794	0.3	1.59722222222222	0	717.439866255144	316.697222222222	487.074779541446	0	1929863.45359494
0159_AJ09_750050_20190815_ST	1943259	399.5	1.66666666666667	400.7	443.515972222221	0	349.7	4872.46331018519	987.803690476191	1651.87407407407	52.40625	91.21875	367.62075617284	214.837037037037	0.166666666666667	0.0833333333333333	0	5.4	0	0	0	0	76.1	640.276851851851	0	575	382.242777777778	0	32.6585648148149	0	73.3485185185185	240.469444444444	3909.6824074074	359.027777777778	0	1.875	0	672.892095336077	301.443148148148	462.703827160494	0	1925692.32307993
0159_AZ03_32012_20180518_ST	1941495	367.616666666667	6.33333333333333	309.680555555556	392.740476190476	0	237.8	4536.82647156085	952.5375	1695.23148148148	55.5625	110	301.08487654321	147.415509259259	0.166666666666667	0	0	6	0	0.203703703703704	0	0	61.4	698.737962962963	0	642	387.196851851852	0	22.6724537037037	0	64.1427006172839	254.079166666667	3632.79814814815	356.687500000001	0	1.55555555555555	0	648.211934156379	330.088888888889	514.481111111111	0	1924761.74798538
0159_AZ03_32000_20171102_ST	1927870	320.5	8.41666666666667	353.221527777778	473.159325396825	0	456.766666666666	5016.02789351852	1092.19293650794	1829.21666666667	48	112.375	344.693287037037	191.583333333333	0.5	0.25	0	14.8	0	0.203703703703704	0	0	97	821.293981481481	0	718.333333333333	354.896296296296	0	23.6736111111111	0	59.8314043209876	242.915277777778	4337.59166666667	373.113194444444	0	3.48611111111112	0	721.538065843622	302.527222222222	502.978456790123	0	1909048.91437132
0159_AY44_33087_20171115_ST	1923766	417.916666666667	7.16666666666667	329.663888888889	329.646031746032	0	188.466666666667	3963.83316798942	814.842499999999	1411.28518518518	194.875	154.125	425.619984567901	186.767361111111	0	0	0	0.4	0	0.148148148148148	0	0	44.7	582.343055555555	0	599.333333333333	474.299166666667	0	29.3784722222222	0	101.753888888889	340.373611111111	3063.11018518519	310.679166666667	0	0.5	0	532.896935626102	282.188888888889	379.173156966491	0	1908600.51387125
0159_AA34_42114_20180813_ST	1913781	422.866666666667	7.16666666666667	337.545833333333	378.670436507937	0	205	4292.68655753968	792.366269841269	1728.77222222222	47.875	286.0625	297.875385802469	164.881944444444	0.166666666666667	0	0	11	0	0.0740740740740741	0	0	44.5	805.052777777778	0	454	397.783055555556	0	33.9930555555556	0	79.3165740740741	257.225	2862.07129629629	306.544444444444	0	0.444444444444445	0	534.829166666667	282.345	417.011481481481	0	1898332.87347994
0159_AQ29_10015_20170822_ST	1913299	267.583333333333	7.83333333333333	362.51746031746	369.433928571429	0	427.4	4548.54045965609	962.693888888889	1645.2130952381	42.46875	151.0625	375.011419753086	214.597222222222	0.166666666666667	0	0	3.4	0	0.148148148148148	0	0	85.6	594.287962962963	0	644.333333333333	455.094722222222	0	26.8819444444444	0	95.5690740740741	312.269444444444	3457.25185185185	314.380853174603	0	6.16666666666667	0	581.079732510288	293.770833333333	401.61094356261	0	1896652.63243129
0159_AK37_71039_20181023_ST	1911945	388.433333333333	10.5	336.511111111111	442.016765873017	0	496.9	4486.37428902116	843.438333333333	1810.94444444444	25.78125	123.40625	190.174961419753	100.111111111111	0.833333333333333	18.3333333333333	0	4.4	0	0	0	0	124.6	1117.83518518518	6	412.333333333333	309.261507936508	0	32.1180555555556	0	30.4664351851852	166.487103174603	3138.28796296297	298.086805555556	0	2.58333333333333	0	624.160775524201	222.398703703704	391.951088183422	0	1895790.27119405
0159_AY44_33308_20200110_ST	1898544	518.5	8.83333333333333	299.911805555556	377.110416666667	0	466.2	4391.29523809524	874.129999999999	1665.79814814815	39.75	249.6875	303.80787037037	161.282407407408	0.166666666666667	0.25	0	0.4	0	0	0	0	84.3	811	0	410.666666666667	452.118611111111	0	33.1435185185185	0	64.2075925925926	243.27757936508	3143.44444444444	305.427182539683	0	1.44444444444444	0	592.731040564374	268.217037037037	394.366261022928	0	1882382.53223545
0159_AQ22_10420_20190823_ST	1892826	467.833333333333	2.66666666666667	332.774305555556	401.349206349206	0	383.033333333334	4749.86527777778	958.452499999999	1814.91851851852	51.3125	203.875	301.538773148148	188.538194444444	0	0	0	13.2	0	0	0	0	80.8	857.167592592593	0	461.666666666667	388.764166666666	0	34.0034722222222	0	60.8359722222222	267.161111111111	3295.16111111111	332.211805555556	0	0.333333333333333	0	659.188014403292	292.170833333333	444.053888888889	0	1875783.12442277
0159_AJ09_750027_20191001_ST	1881345	374.216666666667	21.3333333333333	294.993055555556	373.350297619048	0	363.333333333334	4640.06612103175	924.941666666668	1678.63148148148	17	175.75	283.968557098765	154.918981481482	0.166666666666667	0.0833333333333333	0	17.2	0	0	0	0	99.6	724.424074074074	0	546.666666666667	364.739126984127	0	22.1273148148149	0	69.841712962963	257.456746031746	3370.05925925926	351.763194444445	0	2.61111111111112	0	629.095212375074	294.14962962963	420.117283950617	0	1864872.39517343
0159_AJ09_750004_20190922_ST	1872824	680.416666666667	7.91666666666667	340.809722222222	387.294345238095	0	362.9	4668.77833994709	971.505277777777	1690.13333333333	41.8125	201.75	320.30150462963	180.521990740741	0.166666666666667	0	0	5.6	0	0.037037037037037	0	0	77.3	800.004166666667	0	557.333333333333	356.441111111111	0	32.0011574074074	0	63.9942592592592	311.808333333333	3622.83333333333	355.545138888888	0	1.55555555555555	0	648.105967078189	323.569444444445	467.528209876543	0	1855346.03593879
0159_AY44_33259_20191007_ST	1870696	660.083333333333	8.16666666666667	351.739583333333	468.370932539683	1.33333333333333	719.7	3699.03773148148	819.695	1284.35740740741	20.75	286.84375	287.462962962963	162.244212962963	0	0	0	0	0	0	0	0	142.8	814.853240740741	0	508.666666666667	609.990277777777	0	23.7060185185185	0	120.553009259259	216.203571428571	3132.33796296296	323.416666666667	0	7.5	0	565.88110670194	278.933240740741	428.860934744268	0	1854752.51238977
0159_AZ03_32079_20190619_ST	1859889	446.85	3.5	282.172916666667	362.362896825397	0	264.333333333334	3754.5042989418	723.581904761906	1478.92962962963	67.5	281.1875	339.873070987654	189.203703703704	0	0	0	0.6	0	0	0	0	60.3	713.111838624338	0	576.666666666667	442.575277777778	0	27.300925925926	0	87.4366666666667	275.480555555555	2867.93796296296	293.178472222223	0	1.15277777777778	0	502.078652263374	280.148611111111	363.630432098766	0	1845203.4019055
0159_AV42_66192_20191019_ST	1852860	477.65	11.6666666666667	348.862037037037	402.820403439153	0	433.766666666666	4511.82509369489	925.783571428572	1558.12777777778	29.65625	177.71875	292.966242283951	162.662037037037	0.666666666666667	16.8333333333333	0	16	0	0	0	0	96.4	767.78912037037	0	518.666666666667	368.163888888889	0	22.2523148148149	0	58.0861111111111	251.601388888889	3565.04351851852	331.603472222222	0	3.11111111111112	0	643.382017930629	288.77037037037	437.56791005291	0	1836140.55661302
0159_AY44_33037_20171009_ST	1844237	382.8	36.3333333333333	278.148611111111	335.912797619047	0	268.966666666666	3652.02556216931	729.267222222222	1265.00185185185	38.75	336.6875	344.577970679012	174.55787037037	0	0.166666666666667	0	0	0	0.037037037037037	0	0	55.3	813.816203703704	0	483.333333333333	457.815555555555	0	27.0578703703704	0	86.9329629629628	274.423611111111	2840.61944444444	287.740972222222	0	2.59722222222222	0	536.294238683128	278.744444444444	351.941543209876	0	1829897.14950801
0159_AP39_21156_20180210_ST	1839568	398.416666666667	6.16666666666667	318.304166666666	375.205853174603	0	466.5	4494.59849537037	973.727499999999	1751.31851851852	33.1875	182.3125	318.68287037037	204.248379629629	0.166666666666667	0	0	4.6	0	0.351851851851852	0	0	101.7	887.399537037037	0	549	390.123611111111	0	24.2789351851851	0	61.3085648148148	318.319444444445	3368.74351851852	335.902777777777	0	1.22222222222222	0	664.268518518518	300.809814814815	466.360740740741	0	1822570.77467923
0159_AB18_101080_20190909_ST	1833738	385.5	5.66666666666667	300.9375	346.200892857143	0	237.333333333334	4028.96221891534	835.712777777778	1424.35925925926	63.40625	229.625	329.508101851852	180.256944444444	0.333333333333333	0.166666666666667	0	6.8	0	0.0740740740740741	0	0	68.6	745.891666666667	0	567.333333333333	399.633964646465	0	27.4652777777778	0	70.8087962962963	283.5125	3229.49166666666	301.087599206349	0	1.44444444444444	0	579.941486625514	297.958333333333	405.246014109347	0	1818384.74189771
0159_AB18_30304_20191002_ST	1832785	716.333333333333	16.3333333333333	416.728472222222	443.95615079365	0	609.566666666666	4061.09912367725	791.625833333334	1449.60555555556	15.96875	246.125	310.530478395062	146.201388888889	0.333333333333333	0.416666666666667	0	11.6	0	0.037037037037037	0	0	70.6	777.425462962962	0	574.333333333333	687.034841269842	0	31.6979166666667	0	76.7621759259259	279.832142857143	3498.18518518518	340.765972222223	0.1	11.3333333333333	0	556.373254703116	277.673518518519	415.795308641976	0	1815950.62643114
0159_AZ03_32017_20180615_STHS	1832327	733.583333333333	7	310.993055555556	358.686111111111	0	432.733333333334	4428.19280753968	943.900833333334	1698.44074074074	42.53125	166.5625	296.523533950617	194.679398148148	0	0	0	0.4	0	0.0740740740740741	0	0	90.5	827.230555555555	0	467	371.426666666667	0	30.1307870370371	0	58.7095833333333	278.216666666667	3116.45	309.6625	0	1	0	612.278806584362	283.363888888889	423.90950617284	0	1815842.82006797
0159_AY44_33028_20170919_ST	1829647	291.333333333333	3.41666666666667	354.471527777778	408.120147907648	0.0416666666666667	269.6	4434.94358465609	958.935833333333	1621.56666666667	47.09375	93.25	409.836419753086	229.975694444444	0.166666666666667	0.166666666666667	0	9.8	0	0	0	0	58.4	587.462962962963	0	575	434.806388888888	0	29.2534722222222	0	88.5549074074073	279.568055555556	3754.49537037037	329.039682539682	0	14.6666666666667	0	626.74146090535	295.358333333333	431.922433862434	0	1813009.01164075
0159_AB10_26147_20181010_ST	1820191	487.233333333333	9.83333333333333	294.294444444444	338.275496031746	0	213.7	4161.5511739418	784.8225	1634.96481481481	24.53125	200.5625	323.258487654321	171.755787037037	0.333333333333333	0	0	0	0	0.537037037037037	0	0	50.5	749.042526455027	0	502	359.279722222222	0	28.6099537037038	0	61.5744907407408	276.7375	3336.78333333333	308.94375	0.4	4.55555555555555	0	567.399176954732	308.886111111111	384.295864197531	0	1804606.33852476
0159_AK37_71047_20190117_ST	1815851	350.7	5.5	360.386111111111	406.475595238095	0	471.3	4981.00304232804	1013.01214285714	1814.92777777778	68.5	142.125	333.296682098765	198.518518518518	0	0	0	2.2	0	1	0	0	86.5	786.869907407407	0	492.666666666667	400.1625	0	32.9699074074074	0	72.80625	256.818055555556	3727.16666666667	351.333333333334	0	0.652777777777778	0	676.261188271605	289.853888888889	458.977592592593	0	1798069.0163955
0159_AK37_71073_20200105_ST	1811327	361.183333333333	9.83333333333333	327.274305555555	446.239583333333	0	319.466666666666	4340.12033730159	887.335674603176	1461.20462962963	24.46875	131.8125	333.590277777778	129.740509259259	0	0.833333333333333	0	26	0	0.333333333333333	0	0	98	757.057275132275	0	612	342.006944444444	0	18.9016203703704	0	51.3673611111111	222.313134920635	4026.29351851851	330.252083333334	0	3.5	0	636.960893102097	295.60787037037	465.536687242799	0	1794667.76604399
0159_AA34_42471_20190830_ST	1804547	553.833333333333	18	622.852083333333	500.317559523808	0	1019.9	5558.43214285714	1189.87166666667	2377.82222222222	4	457.34375	434.944521604938	151.01712962963	0	42.9166666666667	0	0	0	0.0740740740740741	0	0	194.6	1298.86620370371	0	632.833333333333	709.394047619048	0	59.4837962962962	0	125.706051587302	267.865119047619	3784.42314814815	428.753472222222	0	10.6805555555556	0	746.583039388594	216.210462962963	491.306834215167	0	1782648.96878601
0159_AA34_42151_20180907_ST	1802298	256.25	46.3333333333333	251.697222222222	365.036904761905	0	266.3	3527.00798611111	639.98	1636.34166666667	6	248.1875	296.407407407407	124.756944444444	0	0	0	0	0	0.685185185185185	0	0	69	661.816666666666	0	346.666666666667	415.558333333333	0	23.1388888888889	0	82.4611111111111	259.318055555555	2642.99907407408	276.567361111111	0	9.11111111111112	0	464.324992651381	272.747222222222	344.48082010582	0	1788764.82554637
0159_AJ09_750041_20191126_ST	1801283	371.783333333333	5.66666666666667	345.827777777778	384.156944444445	0.333333333333333	260.866666666666	4312.90805224868	880.516388888889	1484.98333333333	44.40625	201.4375	335.132330246914	166.392361111111	0.333333333333333	0	0	2.2	0	0.277777777777778	0	0	57.4333333333334	721.719444444444	0	607.555555555557	399.020555555556	0	25.6215277777778	0	74.0582407407407	279.101388888889	3617.25925925926	338.003472222222	0	0.388888888888888	0	585.95691872428	309.675	455.832345679012	0	1785014.15201977
0159_AB10_26175_20181010_ST	1800062	453.766666666667	15	273.905555555555	304.993849206349	0	221.266666666666	3672.60482804233	703.044999999999	1377.61481481482	39.53125	352.40625	354.184799382716	187.347222222222	0	0.0833333333333333	0	0.2	0	0.0740740740740741	0	0	43.5	742.023611111111	0.166666666666667	441.333333333333	467.218015873015	0	29.1180555555556	0	81.7221759259259	315.001388888889	2838.61111111111	268.347222222222	0	3.66666666666667	0	485.448302469136	292.462222222222	329.201481481482	0	1785768.15543651
0159_AP39_21127_20180218_ST	1799924	359.4	11	247.263194444444	379.297123015873	0	374.228571428572	3584.25656415344	761.485000000001	1265.225	40.125	317.625	373.095293209877	187.8125	0	0.75	0	0	0	0	0	0	69.6	668.724537037037	0	531.666666666667	445.141666666667	0	25.2569444444444	0	89.9541666666668	319.493055555556	2549.425	310.454861111111	0	2.76388888888888	0	524.920546737213	313.321851851852	359.004453262787	0	1785812.70911486
0159_AV42_66144_20190909_ST	1792268	548.533333333333	11	312.810416666667	350.245138888889	0.166666666666667	326.233333333334	3812.41183862434	755.279999999999	1329.15740740741	47.4375	270.3125	320.401234567901	161.369212962963	0	5.16666666666667	0	2.8	0	0.574074074074074	0	0	54.3	703.244775132275	0	515.277777777777	529.933888888889	0	24.6296296296296	0	82.4501851851852	291.745634920635	2978.24629629629	293.227777777778	0	5.01388888888888	0	512.992577895356	268.291111111111	378.519223985891	0	1777376.22790932
0159_AY44_33086_20171029_ST	1779079	392.783333333333	9.16666666666667	319.711111111111	378.473115079365	0	235.966666666666	4244.45415013227	901.765	1541.58703703704	38.21875	218	370.626157407407	165.102777777778	0	0	0	20.4	0	0	0	0	59.4666666666666	712.493981481482	0	591.444444444443	412.302777777778	0	27.6180555555556	0	78.1298611111111	346.709722222222	3569.82037037037	362.086111111111	0	2.33333333333333	0	637.51941872428	328.178333333333	476.496604938272	0	1762638.14555372
0159_AB10_103832_20190306_ST	1768156	545.783333333333	14.6666666666667	305.4	413.101686507937	0	333.2	4476.6091765873	947.730476190477	1570.54259259259	16.8125	143.0625	273.971064814815	153.043981481482	0.5	0	0	16.8	0	0.037037037037037	0	0	71.2	822.527777777778	0	506	302.464503367003	0	23.300925925926	0	43.590061728395	204.298611111111	3512.83148148148	325.868055555555	0	3.05555555555555	0	627.006635802469	278.622222222222	462.574938271604	0	1751761.39821599
0159_AB10_26069_20180516_ST	1763919	298.333333333333	5.33333333333333	317.866666666667	373.021329365079	0	208.9	4280.77703373016	849.7875	1501.67222222222	41.9375	185.5	322.347608024692	199.834490740741	0	0.166666666666667	0	16.8	0	0.574074074074074	0	0	52.9	675.42638888889	0	571	339.825	0	32.7372685185185	0	57.7305555555555	239.094166666666	3645.84259259259	320.861111111111	0.4	0.833333333333333	0	610.493055555556	278.417777777778	409.85086419753	0	1748080.73612765
0159_AZ03_32018_20180723_STLS	1761467	443.233333333333	5.66666666666667	331.166666666667	387.717658730159	0	401.766666666666	4452.25360449735	989.515119047619	1612.12037037037	23.0625	131.84375	286.38599537037	162.987268518518	0	0.0833333333333333	0	4.8	0	0.037037037037037	0	0	79.4	854.441402116402	0	560.333333333333	315.008055555556	0	25.7789351851851	0	45.4765277777778	227.686111111111	3433.81944444445	345.507638888889	0	0.972222222222222	0	670.450745884774	269.149259259259	465.814320987655	0	1744940.522033
0159_AB18_2646_20190328_ST	1753136	420.433333333333	3.66666666666667	304.638888888889	362.797619047619	0	178.766666666667	4228.22149470899	815.661071428571	1522.5	25.3125	199.9375	309.424961419753	235.142361111111	0.333333333333333	0	0	2.6	0	0	0	0	42.8	624.607407407408	0	516.666666666667	338.297222222222	0	20.3923611111111	0	62.9435185185185	231.552222222222	3473.30555555555	320.468055555555	0	3.22222222222222	0	565.232973251028	306.185833333333	425.715308641975	0	1737595.17425669
0159_AQ22_10401_20171013_ST	1752822	243.583333333333	17.5	318.643055555556	346.462301587302	0	154.1	4394.42996031746	769.869047619047	1796.82407407407	9.375	379.4375	362.164351851852	164.173611111111	0	0	0	1.2	0	0	0	0	42.1	879.625925925926	0	512	422.815277777778	0	34.6944444444444	0	76.6787037037037	278.336111111111	2399.47407407407	316.269444444444	0	2.77777777777778	0	517.547325102881	299.991666666667	370.952962962963	0	1737710.97405056
0159_AY44_33303_20200127_ST	1743545	384.783333333333	1.58333333333333	302.793055555555	392.17003968254	0	527.861904761904	4462.018369709	949.295833333333	1695.7037037037	31.71875	165.1875	274.626350308642	156.040972222222	0	0	0	3.2	0	0	0	0	106.6	827.871957671958	0	513	328.449722222222	0	23.7534722222222	0	49.5869444444444	231.758333333333	3263.22962962963	307.555555555556	0	1.77777777777778	0	610.403497942387	264.2	434.794444444445	0	1727235.03551881
0159_AA34_42461_20190814_ST	1735381	639.866666666667	20.5	440.438194444444	411.369146825397	0	472.1	4541.58713624338	874.808888888888	1863.4037037037	11.6875	198.4375	263.300540123457	126.800925925926	0	90.6666666666667	0	0.4	0	0	0	0	74	964.336574074074	0	467	554.945833333333	0	32.2037037037038	0	56.1506944444444	138.769246031746	2889.31111111111	355.047916666666	0	6.08333333333333	0	644.564594356261	249.066666666667	424.888421516755	0	1718569.26503527
0159_AY44_33282_20191127_ST	1730456	258.866666666667	26.5	283.319444444445	346.38869047619	0	329.1	4101.12452050264	803.105238095239	1565.67037037037	58.8125	202.5625	289.630401234568	173.486111111111	0.5	0	0	1.4	0	0.037037037037037	0	0	67.9	770.32123015873	0	416.333333333333	356.432777777778	0	26.8194444444444	0	64.5359259259259	261.811111111111	2956.54814814815	312.398611111111	0	6.33333333333333	0	572.063271604938	267.9	398.279012345679	0	1715537.82032077
0159_AZ03_32098_20200124_ST	1725269	333.283333333333	14	235.429861111111	297.68621031746	0	170.2	3530.37719907407	692.603333333333	1401.09074074074	29.21875	302.875	314.734182098765	173.645833333333	0	0	0	0	0	0	0	0	45.4	682.681944444444	0	408	427.262222222222	0	29.0277777777778	0	68.9756018518518	284.909523809524	2409.70648148148	259.697916666667	0	2.5	0	475.825231481482	257.480555555556	337.662398589065	0	1712084.72590278
0159_AB10_26201_20180917_ST	1712073	479.533333333333	6.66666666666667	269.2	327.166369047619	0	393.8	3481.82035383598	725.99	1257.36851851852	32.1875	249.25	325.863425925926	158.307407407407	0	0	0	0.8	0	0	0	0	60.9	610.924537037037	0	546.333333333333	389.655	0	23.8796296296296	0	76.0322222222222	279.515277777778	3045.11944444445	277.125099206349	0	1.04166666666667	0	496.605967078189	259.460185185185	316.280273368607	0	1697982.17378932
0159_AK37_71040_20181106_ST	1707601	699.133333333333	35.8333333333333	427.240277777778	451.307440476192	0	470.6	4066.28272156085	775.620476190477	1467.33333333333	19.1875	373.3125	294.682098765432	151.812037037037	0	54.4166666666667	0	2.2	0	0.037037037037037	0	0	63.9	778.759722222222	0	644.666666666667	658.798333333333	0	34.8287037037038	0	78.255	280.184325396825	2856.41296296296	305.210416666667	0.1	9.09722222222222	0	438.035751028807	251.673148148148	404.412636684303	0	1691507.66635545
0159_AZ03_32084_20190614_ST	1706846	466.016666666667	7.6111111111111	300.322222222222	401.997222222222	0	350.233333333334	4356.53503637566	904.07126984127	1464.38333333333	20.96875	126.8125	274.525077160494	168.305092592593	0.166666666666667	0.416666666666667	0	25.8	0	0.166666666666667	0	0	89.1	692.656481481482	0	553.083333333333	314.284444444444	0	21.1481481481482	0	59.6547685185185	235.484722222222	3460.02222222223	327.374503968254	0	2.18055555555555	0	603.002572016461	285.96	438.959744268077	0	1690894.75688896
0159_AB10_26024_20180430_ST	1704077	706.416666666667	7.83333333333333	287.070833333333	342.075396825397	0	426.533333333334	4074.66382275132	829.290555555555	1528.13518518518	30	169.9375	266.215663580247	164.324074074074	0.5	0	0	3.6	0	0	0	0	81.7	704.901322751323	0	487	324.298531746032	0	27.0671296296296	0	53.8464351851852	266.709523809524	3099.65185185186	288.072222222222	0.4	0.375	0	561.271347736626	255.243888888889	380.89721340388	0	1688708.96916814
0159_AP39_21137_20180210_ST	1698217	325.166666666667	10.2777777777778	246.402777777778	332.532936507937	0	299.766666666666	3882.7501984127	778.454999999999	1485.09814814815	30.5	199.8125	269.600694444444	165.465277777778	0	0	0	1.2	0	0	0	0	70.6666666666666	671.700925925926	0	434.777777777777	327.0225	0	25.9236111111111	0	58.9047222222222	211.475	2852.43611111111	281.584126984126	0	6.54166666666667	0	531.828703703703	257.918518518519	359.732804232804	0	1684099.4582209
0159_AB10_101812_20190109_ST	1687860	438.766666666667	8.16666666666667	313.465277777778	347.768253968254	0	259.5	4111.14375	838.299642857142	1425.37037037037	34.25	182.375	289.08912037037	189.070601851852	0.5	0	0	10	0	0.666666666666667	0	0	59.4	682.045370370371	0	511.833333333333	314.625277777778	0	24.6331018518518	0	55.2394444444445	231.0875	3465.4212962963	306.909722222223	0.2	2.20833333333333	0	588.058899176955	268.666111111111	403.372839506173	0	1672497.86675338
0159_AY44_33265_20191106_ST	1686648	131.616666666667	14.3333333333333	322.256944444445	454.735624098123	0	361.9	4242.58090277778	1032.83	1270.61851851852	39.71875	104.9375	306.498456790124	117.246296296296	0.5	0	0	1.8	0	0.203703703703704	0	0	73.9	630.552777777778	0	531.333333333333	311.249074074074	0	14.0185185185185	0	49.5251543209876	187.172222222222	4237.93425925925	313.334027777778	0	2.31944444444445	0	653.578703703704	297.9475	462.45524691358	0	1670480.90304103
0159_AA34_42197_20180809_ST	1685224	495.583333333333	9.33333333333333	267.013194444444	313.694990079365	0	226.4	2977.16134259259	569.924999999999	1220.59166666667	11.5	223	296.704861111111	136.553240740741	0	0	0	0	0	0.037037037037037	0	0	34.1	614.212037037037	0	540.333333333333	432.106388888889	0	25.4004629629629	0	72.3611574074074	316.298214285714	2183.20925925926	228.513888888889	0	1.27777777777778	0	428.793981481482	242.689814814815	263.755599647266	0	1673093.45008488
0159_AY44_33283_20191212_ST	1679114	382.266666666667	6.66666666666667	298.571527777777	394.569543650794	0	543.5	4522.7513723545	943.768571428572	1767.81111111111	22.875	146.0625	243.668981481481	144.486111111111	0	0.333333333333333	0	0.8	0	0	0	0	112.6	774.295833333333	0	431.666666666667	321.342777777778	0	23.8888888888889	0	51.7406481481481	235.869444444444	3216.94074074074	312.374305555555	0	1.125	0	621.849022633745	266.078333333333	447.849938271605	0	1662878.24701462
