sample_id	total	septum_digestion_after_cytokinesis	cell_activation	cell_killing	plasmid_maintenance	protein_folding	vesicle_targeting	movement_of_cell_or_subcellular_component	syncytium_formation	microtubule_based_process	cell_cycle	chromosome_segregation	cell_communication	cell_adhesion	establishment_or_maintenance_of_cell_polarity	signal_transduction	ensheathment_of_neurons	cell_recognition	cell_death	cell_population_proliferation	horizontal_gene_transfer	stomatal_movement	intercellular_transport	light_absorption	cell_growth	cellular_homeostasis	cytolysis	cell_cycle_process	membrane_docking	cellular_process_involved_in_reproduction_in_multicellular_organism	actin_filament_based_process	transposition	RNA_folding	phenotypic_switching	protein_unfolding	cellular_metabolic_process	intermediate_filament_based_process	cellular_developmental_process	cell_division	cellular_localization	maintenance_of_location_in_cell	cellular_response_to_stimulus	transmembrane_transport	microtubule_organizing_center_localization	process_utilizing_autophagic_mechanism	cell_wall_organization_or_biogenesis	cellular_component_organization_or_biogenesis	DNA_clamp_unloading	cell_aggregation	exocytic_process	cell_cell_fusion	export_from_cell	cellular_detoxification	Remaining
0159_AP39_21033_20171106_ST	1445951	0	0	70	946	5986.58333333333	0	1462.22916666666	0	90.75	3255.53095238095	588.266666666667	1384.37916666667	3153.83333333333	0	16059.8333333333	0	0.5	1	0	1076	0	0	0	0.0625	741.858723958333	1078.66666666667	1587.625	0	0.166666666666667	0.03125	12364.3666666667	0	0	41.9	126033.72745135	2	1161.125	15992.280952381	491.54375	0	6221.71067708333	18393.7603993056	0	12	4058.52380952381	36933.3467261905	0	57.25	0	0	615.739583333333	199.925	1185888.48322449
0159_AK37_71037_20181003_ST	1426602	0	0	0	511	6323.21666666667	0	806.333333333332	0	37.1875	3931.47380952381	793.633333333333	1316.80138888889	1206.5	0	12405.8166666667	0	1	1.83333333333333	3.5	1132	0	0	0	0	732.855316840277	964.283333333333	1783.62083333333	0	0.333333333333333	0	9057.075	0	0	59.4	129433.324520261	2	1325.22916666667	17041.3904761905	567.070486111111	0	6984.26102430555	19211.8813715278	0	6.875	3183.77023809524	36797.3424603175	0.5	80.3333333333335	0	0	517.923611111111	276.0625	1170106.17196349
0159_AZ03_32051_20190819_STHS	1425451	0	0	6	2801.66666666667	6073.58333333333	0	676.645833333335	0	41.3125	3470.4630952381	834.733333333333	1583.50625	1923	0	13705.0579365079	0	0.75	0.5	0	1066.5	0	0	0	0.125	731.146809895834	781.394444444445	1809.5	0	0	0	10538.6166666667	0	0	25	125254.364942884	3.5	1658.43055555556	15848.2964285714	494.93556547619	0.125	6491.24714781746	17686.4318625992	0	1.79166666666667	3541.26845238095	35980.2552579365	0	75.9166666666665	0	0	549.097222222222	258.375	1171537.4623618
0159_AB10_26420_20190311_ST	1423082	0	0	0.25	1192	6521.68333333333	0	198.1875	0	19	4049.95952380952	791.116666666667	1248.72083333333	1015.5	0	11726.4595238095	0	2	0	0	1336	0	0	0	0.00595238095238095	786.949209449406	812.388888888889	2155.41666666667	0	0.0744047619047619	0	9051.07499999998	0	0	41.8	126377.852614794	6	2371.25793650794	17185.8761904762	545.675595238095	0.25	6928.29692460318	17817.4019469246	0	1.07142857142857	3640.60476190476	38111.3464285714	0	37.9166666666667	0	0	514.013888888889	278.925	1168316.92311375
0159_AB10_26298_20181218_ST	1420272	0	0	0	2937.5	5612.49285714286	0	444.416666666667	0	6.25	3181.72380952381	685.8	1143.68293650794	1458.83333333333	0	13234.225	0	0	0	0	1049	0	0	2	0	750.039583333333	836.522222222222	1505.64166666667	0	0.125	0	10921.3583333333	0	0	15.5428571428571	127451.285063007	7.5	1184.65656565656	14955.6404761905	448.682291666667	0	6267.77016369048	18652.9312326389	0	1	3142.77261904762	33928.7633928572	0	33.5	0	0	572.631944444444	235.375	1169604.33698493
0159_AQ29_10042_20171130_ST	1418754	0	0	0	4007.5	5081.41666666666	0	243.791666666666	0	0	3086.22380952381	396.183333333333	1022.20208333333	1256.5	0	10711.1428571429	0	0	0	0	1146	0	0	0	0	863.982421874999	657.25	1105.25	0	0	0	13773.75	0	0	9	123184.547814063	0	818.541666666667	10118.2238095238	418.167906746031	0	6158.59300595237	16169.9652777778	0	0	3415.74523809524	32643.9869047619	0	20	0	0	578.565972222222	190.125	1181677.34456565
0159_AQ29_10104_20180715_ST	1414224	0	0	1.5	499.5	6110.33333333333	0	505.812500000002	0	49	3302.91904761905	520.35	1352.45	1121.91666666667	0	12659.3273809524	0	0.5	0	0	1113	0	0	4	0.00595238095238095	820.572786458334	585.3	1427.10119047619	0	0.0744047619047619	0	9223.90833333333	0	0	11	126254.509851886	2	1138.88293650794	15790.8952380952	481.006696428571	0.125	6069.28323412698	15506.6752083333	0	1	3278.03452380953	34216.3045634921	0	45.6666666666667	0	0	657.611111111111	243	1171230.43337356
0159_AP39_21027_20171120_ST	1409714	0	0	0	3597	5135.33333333334	0	324.25	0	0	2378.56428571429	374.683333333333	905.854166666667	1318	0	11157.9880952381	0	0	0	0	986	0	0	0	0.0357142857142857	948.115885416666	849.916666666667	1124.4625	0.03125	0	0	11828.8	0	0	7	127241.242166798	0.5	490.680555555555	12451.9928571429	362.376488095238	0.375	5392.93191964286	13100.7920833334	0	2	3338.18809523809	31214.7971230159	0	9.75	0.0625	0	828.708333333333	174.025	1174169.54264719
0159_AS41_40088_20191004_ST	1407157	0	0	1.75	378	7216.63333333333	0	712.75	0	2.39453125	3276.53333333333	688.666666666667	1653.97473344557	847.833333333333	0.416666666666667	11211.378030303	0	0.25	0	1	1451	0	0	0	0	298.992717352093	526.666666666667	1510.4776954816	0	0	1.0234375	26235.0833333333	0	0	40.7	128585.396762123	1	864.4375	15438.6007936508	558.882899305555	0.0972222222222221	6255.37414421998	14173.7280208333	0	2.16666666666667	4344.13125	36119.1829675099	0	21.3333333333333	0.125	0	644.71875	260.375	1143831.92521147
0159_AB10_26267_20190116_ST	1402750	0	0	0.5	66.5	5608.51666666667	0	522.791666666665	0	72.5833333333333	2909.39047619048	434.5	1131.23125	882	0	14690.525	0	1.25	0	0	966	0	0	0	0.05	742.13671875	820.833333333333	1384.66666666667	0	0	0	12632.7416666667	0	0	21.5	121590.708237695	0	966.208333333333	15172.9738095238	428.355208333333	0	5717.45104166667	17498.6555109127	0	13.75	3395.04523809524	32468.0834325397	0	36.25	0	0	565.9375	214.625	1161794.23990963
0159_AP39_21040_20171006_ST	1399885	0	0	12.25	739.5	6188.02142857143	0	643.763095238097	0	19.25	2838.88333333333	1328.9	1298.60714285714	5062	0.111111111111111	10902.8892857143	0	0	0	0	953	0	0	0	0	874.907617187499	929.477777777778	1720.83888888889	0	0	0	8136.625	0	0	39.2714285714286	124496.474063743	0	376.138888888888	13706.9666666667	459.226240079365	0	5198.35685763889	28657.5699473443	0	2	3523.40555555556	38470.9989748677	0	16.2083333333333	0	0	1082.09268162393	229.25	1141978.01568101
0159_AB10_26118_20180813_ST	1379135	0	0	5.25	555	6208.53333333333	0	793.458333333333	0	93.75	3958.00476190476	678.816666666667	1358.44583333333	1265.75	0	14325.3619047619	0	0	0	0	1174.5	0	0	0	0.0178571428571428	554.270182291666	592.083333333333	1761.58333333333	0	0.0357142857142857	0	9115.23333333333	0	0	33	123539.7057203	6	1814.06547619048	17272.8380952381	505.541282242064	0	6642.16383928571	20441.8540302579	0	5	4009.13154761905	35752.3845238095	0	69	0	0	453.729166666667	220.25	1125930.24173134
0159_AK37_71041_20181122_ST	1376364	0	0	4.75	151.5	6283	0	290.583333333333	0	27.25	4048.14523809524	684.283333333333	1354.7375	1220	0	11479.4607142857	0	0.75	0	0.5	1138.83333333333	0	0	0	0	806.580946180556	720.75	1809.29166666667	0	0	23	9978.26666666665	0	0	40.5	123954.948506525	0.5	1652.54166666667	16793.8952380952	518.481560019841	0	7023.8492063492	21094.5094717262	0	7.25	3339.94761904762	35562.248313492	0	89.9166666666665	0	0	376.479166666667	314.579166666667	1125572.67068618
0159_AY44_33252_20190930_ST	1375754	0	0	14.25	1060.5	5934.45	0	743.958333333332	0	30.6944444444444	3062.20714285714	605.159523809524	1262.65	2411.5	0.166666666666667	12196.1527777778	0	0.25	0	0	1035.5	0	0	0	0.0416666666666667	942.780013020833	811.133333333333	1428.1378968254	0	0.208333333333333	0	12001.1916666666	0	0	37.2	123244.320322848	1.5	879.027777777778	14859.6714285714	462.571676587302	0	6066.74861111111	16815.7125297619	0	6.25	3347.9869047619	33156.9909722222	0.5	46.1666666666667	0	0	727.166666666667	227.3125	1132333.94214429
0159_AK37_71012_20180504_ST	1369496	0	0	29.25	747	6103.375	0	470.333333333333	0	22.5	3079.0380952381	649.433333333333	1518.02202380952	2223.91666666666	0	12329.3267195767	0	0.75	1	0	1101.5	0	0	0	0.0178571428571428	893.239858774038	789.65	1444.21759259259	0	0.0773809523809524	0	13033.8083333333	0	0	13	122202.133835385	0	778.605375180376	14899.1214285714	458.84779265873	0.125	5991.99495192308	18861.8986162622	0	6	3470.48507326007	33762.1674450549	0	34.75	0	0	677.25	226.6875	1123676.47678695
0159_BC12_41004_20171127_ST	1368344	0	0	0	1729.5	5858.16666666667	0	237.113095238095	0	9.625	2963.59761904762	477.3	1185.14791666667	953.75	0	12569.0529100529	0	1.5	2	0	988	0	0	0	0	686.295572916668	809.333333333333	1270.48842592592	0	0.0416666666666667	0	12631.925	0	0	4	125282.912470226	1.5	835.833333333333	14347.2142857143	436.597222222222	0	5779.53761574074	15843.9932043651	0	1.75	3184.49047619047	31426.9249669312	0	37.1666666666667	0	0	671.274305555556	226.96875	1127890.99949654
0159_AY44_33260_20191106_ST	1367865	0	0	0.25	82	5899.23333333333	0	260.083333333333	0	48	3720.9869047619	651.966666666667	1414.2125	1075.66666666667	0	10770.9686507937	0	0.75	2.5	0	1204.83333333333	0	0	1	0	813.434136284723	695.333333333333	1591.79166666667	0	0	0	8320.375	0	0	48.5	124354.301588532	3	1619.86944444445	16109.2369047619	489.648363095238	0	7040.08348214285	20367.9631125992	0	2.75	3209.53511904762	34840.3830357143	0	77.75	0	0	420.201388888889	264.25	1122464.1420356
0159_AP39_21210_20180228_ST	1359005	0	0.0384615384615384	1.25	781.5	5244.81666666667	0	773.166666666667	0.0192307692307692	4.75	3092.86666666667	474.5	1229.73958333333	1383.33333333333	0	14442	0	0.75	0	0	904	0	0	0	0	640.892578125	621.194444444444	1317.89166666667	0	0	0	8580.25	0	0	11.7	118872.565577927	1.5	1037.09401709402	15246.65	406.542013888888	0	5753.2875267094	18297.5118055556	0	1.5	3594.71666666666	31204.0229166667	0	78.25	0	0.0384615384615384	530.815972222222	187.854166666667	1124287.99157685
0159_AA34_42423_20190503_ST	1349706	0	0	1.75	1813.5	4969.55	0	108.708333333333	0	0	2643.73809523809	422.7	865.528273809523	1155	0	12129.3472222222	0	0	0	0	941	0	0	0	0	927.758897569444	694.344444444444	1183.33333333333	0	0	0.1	15587.125	0	0	7.3	113917.232508353	0	747.444444444445	10198.4047619048	386.020949074074	0	5263.16374007936	18678.8465277778	0	0	2595.05952380953	30143.0803571429	0	12.25	0	0	482.871527777778	247.791666666667	1123583.05039302
0159_AA34_42117_20180619_ST	1331847	0	0	0	9.5	5376.08333333333	0	444.959490740741	0	3.27589699074074	2946.06428571429	440.683333333333	1288.16840277778	1039.33333333333	0	13872.1513888889	0	0.25	0	0	883	0	0	0	0	880.404861111112	797.75	1354.51056134259	0	0	0.0078125	9325.25833333333	0	0	7	114572.748197362	0	1023.16388888889	13803.2642857143	354.891261574074	0.25	5236.45503472223	17630.1511111111	0	6.25	2544.31547619047	29747.7850508433	0	18.0833333333333	0	0	525.788194444444	207.625	1107507.82813242
0159_AB10_100707_20181102_ST	1330783	0	0	0	191.5	6158.58333333333	0	336.416666666667	0	8.83333333333333	3265.96428571429	486.466666666667	1483.8375	972.333333333333	0	12441.4880952381	0	0.25	0.333333333333333	1.03174603174603	1259.5	0	0	0	0	480.485460069444	657.283333333333	1520.46507936508	0	0.5	0	17585.8333333333	0	0	23.5	120114.029117893	1	980.751984126985	15948.2476190476	445.510168650794	0	6344.02472442682	19314.5631018518	0	6.75	3409.31547619047	32271.9672619048	0	41	0	0	530.653439153439	236.625	1084263.956607
0159_AA34_42146_20180730_ST	1314625	0	0	0	162.5	6034.11666666666	0	641.958333333333	0	18.4583333333333	3971.95952380952	761.55	1688.16875	1505.25	0	13782.5505291005	0	0	0.533333333333333	0.5	982	0	0	2	0.00595238095238095	507.58127170139	545.233333333333	1633.14675925926	0.1	0.470238095238095	0	9863.34999999998	0	0	12	116934.211134895	3	1511.84126984127	17010.2595238096	464.309126984127	0	6470.14345238095	21078.1812872024	0	11.125	3944.43809523809	33891.5222222222	0	38.5833333333333	0.4	0	311.934027777778	198.166666666667	1070643.4518353
0159_AY44_33186_20190530_ST	1306867	0	0.0338541666666666	0	498.833333333333	5233.11666666667	0	282.674851190476	0	11.3333333333333	3136.53809523809	544.166666666667	1107.99652777778	1065.5	0	12450.1394345238	0	0.5	0.0416666666666666	0.00520833333333333	980	0	0	0	0	760.352213541667	709.25	1289.91666666667	0	0.0625	0	11126.8583333333	0	0	28.2	116923.743577973	3.5	998.860763888887	13773.2880952381	440.440972222223	0	5749.89756944445	18633.6889546131	0	3.5	2684.05238095238	30154.1148809524	0	36.8333333333333	0	0	519.760416666667	249.6625	1077470.13720328
0159_AB10_106685_20190116_ST	1303449	0	0	0.25	2997	5311.2	0	389.5	0	36.75	3096.49523809524	495.8	1113.11875	881.833333333333	0	12814.7	0	2.25	0	0	989.5	0	0	0	0	777.96484375	543.166666666667	1419.20833333333	0	0	0.0833333333333332	10562.4	0	0	15.5	115109.764371412	0	1116.26388888889	14370.0785714286	399.184895833333	0	5550.24305555555	15656.0445108364	0	2	2946.83095238095	29688.6385912699	0	33.9583333333333	0	0	501.29407051282	179.125	1076448.85326004
0159_BC12_41001_20171018_ST	1300088	0	0	5.25	1437	5476.18333333334	0	423.75	0	7.5	2887.99523809524	431.983333333333	997.229166666667	1036.5	0	12213.5964285714	0	1.75	0	0	1084	0	0	1	0	723.529947916668	735.033333333333	1331.55	0.05	0	0	9423.66666666668	0	0	31.5	115725.418575679	0	855.736111111112	14352.8285714286	412.260689484127	0	5681.74702380953	15734.4397916667	0	2.75	2784.07261904762	30481.2747023809	0	41.8333333333333	0.2	0	589.729166666667	190.3625	1074986.27946748
0159_AK37_71025_20181010_ST	1296422	0	0	0.25	323	6058.06666666667	0	411.988095238095	0	37	3395.22857142857	606.516666666667	1187.60208333333	1196.75	0	11126.3445767196	0	1	0	0	1087	0	0	0	0	642.137955729167	759.25	1444.75628306879	0.05	0.0416666666666667	0	8430.45000000002	0	0	35	119372.814442955	3.5	959.861111111112	14759.0380952381	489.771875	0	6176.62673611111	15255.6779737103	0	3.125	2810.77261904762	32708.8203373016	0	44.1666666666667	0.2	0	595.444444444444	251.925	1066247.8231329
0159_BA21_18022_20171205_ST	1284789	0	0	0.25	189.5	4299.5	0	467.458333333333	0	37	2179.25714285714	346.533333333333	714.116666666667	1065.33333333333	0	11560.5958333333	0	0.5	0	0	794	0	0	0	0	1040.35948350694	683.366666666667	954.972222222222	0.25	0	0	14207.2833333333	0	0	6	110011.25586906	1.5	626.212962962964	11713.6738095238	306.097222222222	0.25	4537.02083333334	16906.050625	0	1.5	2681.99523809524	26970.4035714286	0	11.9166666666667	0	0	668.069444444444	188.5625	1071618.21490868
0159_AZ03_32051_20190819_STLS	1283692	0	0	5.75	2097.66666666667	5276.2	0	619.374999999998	0	34.75	3249.5619047619	798.633333333333	1383.86785714286	1872	0	12451.5869047619	0	1.5	1.5	0	955.833333333333	0	0	1	0	667.779839409721	741.805555555555	1677.45833333333	0	0	0	9611.16666666665	0	0	27.5	112867.261138624	2	1464.18055555555	14631.8119047619	459.527182539682	0	5917.42822420635	16407.0197718254	0	1.5	3243.89642857143	33072.0380952381	0	69.0833333333335	0	0	495.836805555556	218.729166666667	1053366.75199816
0159_AA34_42090_20180515_ST	1283223	0	0	0.25	25.5	4247.86666666666	0	227.708333333333	0	7.96875	2188.48571428571	260.416666666667	1092.00327380952	1287.25	0	13948.6333333333	0	1.25	0	0	756.5	0	0	0	0	869.46623263889	885.083333333333	875.239583333333	0	0	0.1	12044.4166666666	0	0	8.5	103802.794790668	2.5	664.036111111112	11351.7357142857	304.732638888889	0.125	3934.69985119047	18369.9919196428	0	6.5	2410.60119047619	26403.9366071429	0	8.91666666666665	0	0	450.265277777777	176.875	1076608.65067808
0159_AZ03_32018_20180723_STHS	1276215	0	0	2.25	1035.5	5540.9	0	708.875000000002	0	15.75	3549.74523809524	573.516666666667	1445.62083333333	1753.75	0	13397.7428571429	0	0.75	0	0.5	1096	0	0	1	0	584.043185763889	672.483333333333	1723.16666666667	0	0	0.1	7097.97499999998	0	0	11.5	114123.598666674	0	1527.67222222222	16078.8285714286	438.172767857143	0	6161.24613095238	17950.948640873	0	3.75	2948.36428571428	33168.355952381	0	89.1666666666665	0	0	379.548611111111	238.375	1043895.80370312
0159_AQ29_10072_20180330_ST	1275551	0	0	0	272	5661.16666666667	0	347.708333333333	0	44.5	3272.40714285714	476.683333333333	1297.13958333333	805	0	10587.6666666666	0	0	0	0	1074	0	0	0	0	533.938802083333	800.25	1471.375	0	0	0	12776.2666666667	0	0	16	113741.105400344	0	1117.94444444445	11204.9904761905	471.185763888889	0	6164.53645833334	15180.4458333333	0	0	3238.94523809524	33495.4785714286	0	23.4166666666667	0	0	435.961805555556	199.125	1050841.76214678
0159_AB10_101383_20190318_ST	1245349	0	0	0	5.83333333333333	4512.05	0	404.375	0	97.0333333333333	2367.0619047619	324.583333333333	1071.63333333333	966	0.0357142857142857	14220.0797619048	0	0.75	0	0	919	0	0	1	0	730.89880642361	745.833333333333	1140.31666666667	0	0.125	0.0357142857142857	7515.24166666667	0	0	2.5	100982.571131354	0.5	1048.94444444444	13147.3119047619	356.563343253968	0.125	4324.20625	15849.0724305555	0	2.57142857142857	3435.23720238095	27021.4031746032	0	23.3333333333333	0	0	427.751488095238	174	1043531.02196698
0159_AZ03_32052_20190827_STLS	1244511	0.666666666666667	0	0.75	2776	5625.98571428571	0	830.333333333335	0	2.25	2487.2	761.716666666667	980.443088624339	4155.5	0	12591.4861111111	0	0.25	0	0	768	0	0	2	0.0208333333333333	693.616861979167	824.194444444444	1614.90165343916	0	0	0	12288.775	0	0	23.6190476190476	109468.084818839	0	676.497839506173	12641.6833333333	386.241840277778	0	5184.42696759259	17746.6522222222	0	1.45833333333333	3074.71175595238	31287.0819940476	0	28	0	0	681.340277777777	172.875	1016734.23619561
0159_AA34_42492_20191121_ST	1240669	0	0	3	91.5	6153.05238095238	0	196.333333333334	0	0.25	3378.57142857143	2994.68333333333	1194.67946428571	7074	0	8030.44285714283	0	0	0	0	1004.5	0	0	0	0	2044.30533854167	560.438888888889	2478.26666666667	0	0.277777777777778	0	7476.69166666667	0	0	668.485714285714	108436.846993317	0	274.277777777778	10049.6547619048	671.162698412698	0.0833333333333332	6239.79942956349	28019.9690873016	0	0	3987.96309523809	35251.2821428571	0	25.8333333333333	0	0	846.513888888889	310.75	1003205.38460763
0159_AA34_42295_20181127_ST	1233524	0	0	0	747.5	4498.83333333334	0	257.75	0	0	2593.03809523809	344.416666666667	1104.58541666667	1055.5	0	12578.3333333333	0	0	0	0	686	0	0	0	0	585.981119791667	504.333333333333	1167.16666666667	0	0	0	17464.7083333334	0	0	3.5	108958.056752649	0	979.291666666665	9850.20476190476	357.607638888889	0	4751.19270833333	16113.2708333333	0	0	2763.62738095238	26604.9565476191	0	23	0	0	341.680555555556	177.375	1019012.08985573
0159_AQ29_10142_20190319_ST	1229416	0	0	0.5	0.5	6513.18333333334	0	441.5	0	15.1944444444444	3009.31666666666	680.062121212121	1516.35416666667	1366	0.166666666666667	7128.9484848485	0	0	0	0	1306.5	0	0	0	0	146.707504734848	556.583333333333	1567.99116161616	0.125	0	1.5	18355.0833333333	0	0	46.5	112064.259556994	0	939.643518518518	9638.9	509.248042929293	0.25	5916.86534090909	9036.22708333332	0	0.166666666666666	3345.78333333334	33191.5965593435	0	12.5	0.5	0	609.819444444444	252.5	1011245.02423667
0159_AQ22_10435_20191009_ST	1214477	0	0	0	746.5	4315.83333333333	0	260	0	0.25	2143.46349206349	333.6	986.116666666667	840.666666666667	0	10136.2083333333	0	0	0	0	792	0	0	0	0	917.774739583333	597.5	1012.375	0	0	0	10832.5833333333	0	0	5.5	97987.2629651356	0	749.097222222221	8827.71349206349	320.592013888888	0	5066.71875	12751.9520833333	0	0	2464.49007936508	27731.9463293651	0	41.75	0	0	458.138888888889	172.3125	1023984.65411076
0159_AA34_42236_20181116_ST	1206265	0	0	0.25	2760.5	4370.53333333334	0	314.541666666667	0	10.5333333333333	2176.91190476191	504.883333333333	666.279166666666	1692	0	9475.41309523812	0	0.25	0	0	767	0	0	0	0	892.933506944445	529.722222222222	1000.725	0	0	0	13694.7083333333	0	0	51.6	101643.843812129	0	451.532407407407	10284.3535714286	352.182911706349	0.25	4505.50188492063	16099.9430902778	0	0.0833333333333335	2968.49761904762	27153.2443783069	0	13.1666666666667	0	0	557.288194444444	161.0625	1003165.2647345
0159_AZ03_32055_20190830_STHS	1203916	0	0	1.5	816	5492.53333333333	0	442.5625	0	30.5	3507.08333333333	592.9	1274.20386904762	1058.25	0	11431.0027777778	0	0.3	1	2	1129	0	0	1	0	596.803323412698	774.25	1632.44444444444	0	0.0625	0	7408.6	0	0	14.5	107911.948731289	5	1567.27777777778	14682.4166666667	448.1125	0	6085.81974206349	16034.9761669147	0	3	3172.34166666666	31360.1979166666	0	65	0	0	351.385416666666	243.25	985778.77733394
0159_AY44_33271_20191119_ST	1202783	0	0	1.75	359.333333333333	5450.66666666667	0	304.041666666667	0	11.25	3417.40952380952	584.066666666667	1205.24375	812	0	11114.25	0	1.75	0.5	0	1169	0	0	0	0	551.149739583334	684.966666666667	1441.20833333334	0.1	0	0	7779.76666666665	0	0	17	109033.876073545	2.5	1449.02777777778	15078.8261904762	442.897569444445	0	5763.640625	16783.6765724206	0	5	2873.70892857143	29962.4068452381	0	63.5833333333335	0.4	0	372.836805555556	232.625	985812.541265244
0159_AB10_26721_20201210_ST	1199466	0	0	0.5	164.5	5582.88333333333	0	461.416666666667	0	86	3290.33571428571	515.4	1438.9125	930.333333333333	0	10767.0484126984	0	1	0	0	1083	0	0	3	0	286.955512152777	431.166666666667	1423.75	0.0833333333333332	0	0	15670.25	0	0	10	107722.794247146	1	1395.44444444444	14822.3357142857	434.634833829365	0	5815.88258928572	17029.5556870039	0	3.875	3350.58452380952	31012.4157738095	0	41.6666666666667	0	0	413.725694444445	235.979166666667	975039.570186137
0159_AB18_26436_20191018_ST	1195515	0	0	0.25	229.833333333333	4986.65	0	587.083333333335	0	22.5416666666667	3251.9380952381	491.866666666667	1963.48958333333	1111.5	0	14697.8125	0	0.5	0	0	774	0	0	0	0	387.106553819445	700.166666666667	1453.61979166667	0	0	0	15077.0416666667	0	0	1	106040.547642496	3	1259.34722222222	15696.6047619048	395.180555555556	0.03125	4887.53125	19735.5149305556	0	4.03125	2922.21071428571	28769.6964781746	0	57.1666666666665	0	0	274.496527777777	197.925	969535.315892971
0159_AB18_26471_20190911_ST	1190330	0	0	0.25	663	4790.38333333333	0	327.625	0	2.03333333333333	2674.61904761905	403.2	940.572916666666	797.5	0	10212.95	0	0.25	0.5	0	842	0	0	0	0	635.939995659722	713.483333333333	1017.45833333333	0	0	0	9061.33333333332	0	0	17	106430.519091701	0	740.666666666667	12885.5357142857	388.020138888888	0	4911.86354166667	14724.5586210317	0	1	2440.49285714285	26124.1116071429	0	20.6666666666667	0	0	570.486111111111	201.291666666667	987790.688690418
0159_AA34_42504_20191031_ST	1179662	0	0	1	214	5080.1	0	492.716666666667	0	0.5	3351.60952380952	448.883333333333	1073.50882936508	1127.6	0	10965.25	0	0	0	0	1038.5	0	0	0	0	471.513020833333	572.033333333333	1331.725	0	0	0	8052.95833333335	0	0	4	106163.039563974	0	1330.66666666667	11853.1095238095	417.854166666667	0	5822.9470734127	14604.9763020833	0	0	3097.19642857143	31207.4964285714	0	35.7166666666666	0	0	285.944444444445	181.875	970435.279694458
0159_AV42_66207_20190915_ST	1178818	0	0	1.25	758.5	4594.58333333333	0	196.166666666667	0	44.25	2651.21428571429	524.366666666667	1169.78660714286	1209	0	11323.3083333333	0	0.5	0	0	852	0	0	0	0	702.526909722222	719.383333333333	1341.5	0	0.125	0	25176.8666666667	0	0	16.5	104220.072768973	3	1021.23611111111	13219.2976190476	355.6875	0	5323.65610119048	17978.3174801587	0	4	2459.84047619047	26097.4738095238	0	69	0	0	360.875	241.75	956181.965331225
0159_AN38_59050_20181119_ST	1175637	0	0	0.5	1609.16666666667	4785.88333333333	0	345.75	0	5.5	2335.50476190476	388.583333333333	1052.66666666667	1002.91666666667	0	10889.9088624339	0	0.25	0.5	0.0158730158730159	816	0	0	0	0.00595238095238095	764.078125000001	647	1058.86888227513	0	0.0535714285714286	0	12465.3083333334	0	0	4	104116.391082254	0.5	744.68253968254	12021.9214285714	361.612599206349	0.125	4585.71975308642	14850.564864418	0	2.25	2862.69404761905	26221.3629960317	0	42.4166666666667	0	0	543.673941798942	167.25	970943.374052227
0159_BE31_82033_20191106_ST	1175014	0	0	0	1139.33333333333	4780.01666666667	0	266.333333333333	0	11.25	2847.725	431.666666666667	937.4375	640.833333333333	0	10421.8583333334	0	0.5	0	0	916.5	0	0	0	0	577.129340277778	560.833333333333	1240.01666666667	0	0	0.1	8477.95	0	0	10.2	105707.139852091	2	977.277777777777	13288.5166666667	375.905555555556	0	5402.94062499999	14757.5524479167	0	1.75	2950.625	28407.9805555555	0	44.5	0	0	468.034722222222	211.375	969158.71829027
0159_AB10_26036_20180417_ST	1175006	0	0	1.75	20.5	5194.21666666667	0	442.408333333333	0	4.25	2876.88095238095	492.866666666667	1850.60357142857	1175.5	0	13149.975	0	1.25	0.5	0	787	0	0	2	0	700.445963541668	818.85	1291.875	0	0	0	12350.0416666667	0	0	15.5	103602.493508599	3	1111.22817460318	14666.380952381	397.889384920635	0.5	5066.08908730159	20802.4612103175	0	3	2269.16547619048	27470.3693452381	0	50.75	0	0	385.680555555555	294.8125	957705.765984208
0159_AQ29_10088_20180605_ST	1173112	0	0	0	331.5	5324.5	0	352.958333333333	0	0	2976.87857142857	475.4	1913.51527777778	927.5	0	9570.52976190477	0	0	0	0	956	0	0	0	0	562.55859375	554.916666666667	1286.58333333333	0	0	0	14267.1666666667	0	0	33	105058.829903792	0	1133.93055555556	10192.5452380952	420.668154761905	0	5630.08730158731	16150.0677083334	0	0	2749.47261904762	29820.055952381	0	29.9166666666667	0	0	395.1875	183.3125	961814.918694919
0159_AJ09_750030_20190922_ST	1168566	0	0	0	265	5167.03333333333	0	301.744047619048	0	17.875	3152.80714285714	491.9	1060.84166666667	872.333333333333	0	10831.4333333333	0	0.5	0	0.5	1094.5	0	0	0	0	576.338324652779	659.25	1341.5	0	0.0357142857142857	0	7232.55833333333	0	0	29	105783.8106771	5	1181.16944444445	14950.3071428571	417.428819444445	0	5759.17430555555	15814.4833581349	0	3.125	2735.62857142857	28755.2577380952	0	47.5	0	0	366.690972222222	222.875	959428.398741302
0159_AQ29_10093_20180612_ST	1165687	0	0	0	483.5	4097.93333333333	0	178.375	0	0.25	2281.62857142857	375.216666666667	927.777083333333	638.333333333333	0	8267.51785714283	0	0	0	0	1009	0	0	0	0	735.805859375	545.422222222222	974.975	0	0	0	8279.58333333332	0	0	21.7	101227.078242233	0	704.083333333333	8799.04523809524	358.055059523809	0	4536.65411706349	11752.4739583333	0	0	2868.24761904762	26693.9726190476	0	11.25	0	0	470.333333333333	163.375	979285.41321982
