sample_id	total	carboxy_lyase_activity	aminocarboxymuconate_semialdehyde_decarboxylase_activity	adenosylmethionine_decarboxylase_activity	aromatic_L_amino_acid_decarboxylase_activity	aspartate_1_decarboxylase_activity	diphosphomevalonate_decarboxylase_activity	glutamate_decarboxylase_activity	histidine_decarboxylase_activity	indole_3_glycerol_phosphate_synthase_activity	ornithine_decarboxylase_activity	orotidine_5__phosphate_decarboxylase_activity	phosphatidylserine_decarboxylase_activity	phosphoenolpyruvate_carboxykinase_activity	phosphopantothenoylcysteine_decarboxylase_activity	phosphoribosylaminoimidazole_carboxylase_activity	pyruvate_decarboxylase_activity	tyrosine_decarboxylase_activity	uroporphyrinogen_decarboxylase_activity	gamma_glutamyl_carboxylase_activity	X2_oxoglutarate_decarboxylase_activity	X3_octaprenyl_4_hydroxybenzoate_carboxy_lyase_activity	arginine_decarboxylase_activity	diaminopimelate_decarboxylase_activity	lysine_decarboxylase_activity	oxaloacetate_decarboxylase_activity	oxalyl_CoA_decarboxylase_activity	tartronate_semialdehyde_synthase_activity	ribulose_bisphosphate_carboxylase_activity	X4_5_dihydroxyphthalate_decarboxylase_activity	gallate_decarboxylase_activity	X4_hydroxybenzoate_decarboxylase_activity	X5_oxopent_3_ene_1_2_5_tricarboxylate_decarboxylase_activity	glutaconyl_CoA_decarboxylase_activity	X2_4_dihydroxyhept_2_ene_1_7_dioate_aldolase_activity	phosphonopyruvate_decarboxylase_activity	X3_dehydro_L_gulonate_6_phosphate_decarboxylase_activity	diaminobutyrate_decarboxylase_activity	X4_hydroxyphenylacetate_decarboxylase_activity	X5_amino_4_imidazole_carboxylate_lyase_activity	oxalate_decarboxylase_activity	X2_2_dialkylglycine_decarboxylase__pyruvate__activity	branched_chain_2_oxoacid_decarboxylase_activity	indolepyruvate_decarboxylase_activity	X5_guanidino_2_oxopentanoate_decarboxylase_activity	arylmalonate_decarboxylase_activity	X4_oxalocrotonate_decarboxylase_activity	X4_carboxymuconolactone_decarboxylase_activity	acetoacetate_decarboxylase_activity	acetolactate_decarboxylase_activity	aspartate_4_decarboxylase_activity	UDP_glucuronate_decarboxylase_activity	threonine_phosphate_decarboxylase_activity	malonyl_CoA_decarboxylase_activity	o_pyrocatechuate_decarboxylase_activity	phenylalanine_decarboxylase_activity	phenylpyruvate_decarboxylase_activity	tartrate_decarboxylase_activity	UDP_galacturonate_decarboxylase_activity	X3_oxolaurate_decarboxylase_activity	sulfopyruvate_decarboxylase_activity	benzoylformate_decarboxylase_activity	X2_oxo_4_hydroxy_4_carboxy_5_ureidoimidazoline_decarboxylase_activity	X3_oxo_myristate_decarboxylase_activity	X3_oxo_palmitate_decarboxylase_activity	phenylacetaldehyde_synthase_activity	Remaining
0159_AP39_21111_20190126_ST	22636937	14571.8333333333	0	411	0	2395.5	0	1696	502	5041	535.5	8364.66666666667	5067	4676.75	2638.25	136.533333333333	0.333333333333333	0	2339.75	0	0.2	0	12145.1666666667	8060.83333333333	153	3189.31666666667	0	0.75	103.766666666667	1	0	3	7	2597	0	228.416666666667	2.5	4.5	1424	29.0333333333333	180	0	0	0.333333333333333	0	1	0	150	3	25	380.166666666667	3026.91666666667	3789.33333333333	1	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	22553054.3166667
0159_AP39_21311_20180613_ST_E21	22512648	14482.4	0	2941.5	0	1854	7	2573.5	653	5005.28333333333	476.333333333333	8158.83333333333	3235	5328.5	2119.08333333333	256.707142857143	0	0	3927	0	0	0	8920	7939.5	65	2955.66666666667	38.6666666666667	3.83333333333333	20.5333333333333	11	0	6	0.666666666666667	2822	2	184	4.5	26.5	2520.33333333333	76.5571428571428	325	3.66666666666667	0	0	0	6	1	370.5	33	96	861.5	2642.08333333333	2897.33333333333	1	0	0	0	0	0	0	0	0.333333333333333	1	0	0	0	22428794.6857143
0159_AQ11_10150_20181221_ST	22233710	9965.86666666667	0	729	0	1769.83333333333	0	202.5	38	3729	457	8768.91666666667	4700.33333333333	5783.75	1916.75	132.383333333333	0	20.3333333333333	3018.33333333333	0	0.5	9	8224.5	7379.5	233.5	1517.25	5.83333333333333	12.6666666666667	144.9	0	0	36.5	0	3554.5	0	40.3333333333333	37	0	1054.16666666667	7.13333333333333	99	0	0	0	0	3	0	361	16	653	10.6666666666667	1696.5	2420.66666666667	1.5	0	0	0	1	0	0	15.8333333333333	0.333333333333333	0	0	0	0	22164942.2166667
0159_AZ03_32038_20181018_ST	22169581	12437.1666666667	0	670	0	2210	1	3428.5	1507	4476.7	1050.5	6843.66666666667	4646	3824.28333333333	2213.5	161.416666666667	0	0	2571	0	0.166666666666667	2	10843.8333333333	7998.5	346	3833.48333333333	1.33333333333333	3.41666666666667	5.36666666666667	8	0	0	3.5	1459	0	296.916666666667	2	0.5	1533.16666666667	4.16666666666667	199	0	0	0.5	0	3	0.5	178	7	637	888.166666666667	2456.91666666667	2574.66666666667	3	0	0	0	0	0	0	0	0.25	0	0	0	0	22090250.9166667
0159_AK37_71066_20190709_ST	21461338	12459.3333333333	0	1942.5	0	1769.22222222222	19.3333333333333	2530.5	452	4619.86666666667	462.5	8787	3477.5	5399.66666666667	2620.33333333333	307.035714285714	3.23571428571429	38	6398.25	0	1.33333333333333	5	7503.33333333333	9864.16666666667	153	2244.23333333333	6.41666666666667	10.5	125.733333333333	2	0	82	86.3333333333333	3663.5	23	122.583333333333	15.3333333333333	15.5	3518.83333333333	27.6857142857143	314	8.33333333333333	0	10.9166666666667	0	3	0.5	307.5	23	140	289.833333333333	1994.5	4259.33333333333	9	0	0	0	0	0	0	49.1666666666667	0.333333333333333	0	0	0	0	21375171.8206349
0159_AP39_21371_20180409_ST_E21	21434995	12945.15	0.5	450.5	0	1784.38888888889	14.3333333333333	2913	683	4063.83333333333	101	7390.16666666667	3502.75	4178.91666666667	2199.58333333333	240.666666666667	0	5.66666666666667	5651	0	0	1	8242.33333333333	6341	140.5	2885.55	82.9166666666667	9.5	88.7666666666667	1	0	11	1.5	3154.5	1	716.5	2.5	7.83333333333333	1804.16666666667	33.1666666666667	132	3	0	0	0	18	0	308.5	3	47	841	2236.58333333333	2854	1	1	0	0	0	0	0	4.5	1.66666666666667	0	0	0	0	21358894.5611111
0159_AQ11_10126_20181116_ST	21368550	13614.0833333333	0.333333333333333	2832.5	0	1860.5	1.66666666666667	2631.5	596	4366.26666666667	281.833333333333	7031.5	3807.33333333333	3845.91666666667	2115.33333333333	270.25	0	2	4239.5	0	0	0.333333333333333	8560.5	7046.16666666667	318.833333333333	2933.1	5.33333333333333	9.83333333333333	92.3666666666667	0	0	13	7.33333333333333	2526.5	1	50.5	7.83333333333333	15.5	3556.53333333333	36.3666666666667	283	8.66666666666667	0	0	0	23	0.5	254.5	1	109	873.166666666667	2473.66666666667	3646.16666666667	1	0.5	0	0	0	0	0	3.16666666666667	3.33333333333333	0	0	0	0	21288191.7833333
0159_AV42_66160_20190805_ST	21275702	11721.6166666667	0	522.5	0	1415.83333333333	51	2730	350.5	5132.33333333333	130.5	8059.91666666667	3117	4656.5	1811.83333333333	184.683333333333	0	57.3333333333333	4388.16666666667	0	0	1	5726.83333333333	6617.83333333333	74.5	2143.28333333333	230	13.6666666666667	59.1	0	1	69	1	2580	1	969.333333333333	7.66666666666667	6.5	3132.5	28.8333333333333	198	20.6666666666667	0	0.666666666666667	0	20	1	249	11	157	1349.5	3255.66666666667	2303.5	1	0	0	0	0	0	0	63.3333333333333	2.33333333333333	0	0	0	0	21202076.5666667
0159_AP39_21231_20180727_ST_E21	21114155	11922.6833333333	0	972	0	1622.5	4.66666666666667	1851.5	422	3588.06666666667	784	7915.91666666667	3350.33333333333	5047.53333333334	2177.5	173.533333333333	5.69285714285714	12	5137.33333333333	0	1.41666666666667	4.5	7851.5	7136	242.5	2281.13333333333	9.66666666666667	19.0833333333333	256.666666666667	6	0	24	91.1666666666667	4307	14.8333333333333	248.75	36.6666666666667	26.8333333333333	3329.5	25.2833333333333	396	5	0	19.9166666666667	0	6.5	1	428	16	140	621.666666666667	2020.08333333333	2800.66666666667	1	0.5	0	0	0	0	0	10.1666666666667	2.33333333333333	0	0	0	0	21036786.4071429
0159_AP39_21215_20180801_ST_E21	20666946	15743.4833333333	103	1246	0	1359.83333333333	6.33333333333333	1756.5	206	3625.23333333333	1302.5	8086.66666666667	3287	6075.00000000001	2190.75	268.166666666667	28.5833333333333	0	5788.75	0	0.5	16.5	9713	9009.83333333333	2375.5	2566	11.3333333333333	13.25	60.9666666666667	11	0	94	250.666666666667	3698	147.666666666667	254.416666666667	221	273.666666666667	2981.86666666667	49.4666666666667	347.5	6.66666666666667	0	296.083333333333	0	1	32	370	81	588	615.166666666667	1491.5	4622	82	0	0	0	38	0	0	0	20.0833333333333	0	0	0	0	20575532.5666667
0159_AP39_21325_20180920_ST_E21	20574440	11052.0333333333	0	1739	0	1448	12.1666666666667	2844.33333333333	535	4273.16666666667	216	7747	2992	4300.2	1869.83333333333	236.704761904762	0	0.5	4752.25	0	0.333333333333333	0	8122.66666666667	7892.33333333333	248	2896.1	11.1666666666667	20.1666666666667	151.366666666667	0	0	8	4.66666666666667	2957.5	0	862.166666666667	14.5	24	2796.5	43.5547619047619	98	3	0	0.333333333333333	0	16	1	311	7	74	1024.83333333333	2394.83333333333	2684.16666666667	1	1.5	0.5	0	0	0	0	0.25	2.25	0	0	0	0	20497749.1238095
0159_AP39_21086_20180503_ST	20516172	12196.8	0	329.5	0	1718	43.6666666666667	3170.33333333333	504	3944.03333333333	10	6533.16666666667	3075	4359.36666666666	2035.16666666667	279.3	0	0	2848	0	3.75	0	7917	6682	66.5	3218.95	2	1.83333333333333	40.2666666666667	0	0	4	20.5	1859	1	765.916666666667	0.5	1.5	2034.58333333333	99.3	117	7.33333333333333	0	0.333333333333333	0	7	0	179.5	90	148	1219.66666666667	2304.16666666667	2922.33333333333	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	20445411.4
0159_AY44_33022_20170915_ST	20492098	14740.2333333333	0	273	0	1712	0.666666666666667	2921.5	578	3641.56666666667	735	8384.33333333333	2882	5291.83333333334	2535.83333333333	461	0	0	3126	0	0	0	10930	8444.66666666667	71.5	2842.53333333333	13.8333333333333	2.08333333333333	239.366666666667	1	0	3	35.5	3844	0	304.75	0.5	2	1545.5	17	229	15	0	0.333333333333333	0	17	0	210.5	27	219.5	876.333333333333	1986.16666666667	4123.66666666667	0	0	0	0	0	0	0	0	0.25	0	0	0	0	20408813.05
0159_AV42_66184_20190930_ST	20318581	14346.1666666667	0	4370	0	1625	2	2190	1122	3444.5	242	7651.83333333333	2528.25	3847.5	2196.91666666667	226.533333333333	0	0	2194.25	0	0.583333333333333	0	12301.6666666667	8228.5	203.5	3259.16666666667	0.5	0.75	17.5666666666667	0	0	6	6	3743	8	421.333333333333	0	5.5	2282.16666666667	31.3333333333333	260	2	0	0	0	3	0	93	11	73	194.333333333333	1638.25	3835	0	0	0	0	0	0	0	0	0.333333333333333	0	0	0	0	20235968.5666667
0159_AP39_21056_20180125_ST	20222469	12467.0666666667	0	361.2	0	2214.72222222222	2	4045	1773	3870.3	590	6667.5	3954	4431.16666666667	2016.16666666667	253.233333333333	1.15	0	8065.33333333333	0	1.25	2.66666666666667	8714.16666666667	5788.5	160.5	3729.05	19.3333333333333	24.3333333333333	36.6	1	0	7	3	1046	2.33333333333333	1273.58333333333	35	82.3333333333333	3417.33333333333	28.75	186	0	0	1.08333333333333	0	19	2.5	95	14	3	1281.5	2208.16666666667	2389	1.5	0	0	0	0.2	0	0	0.333333333333333	0.666666666666667	0	0	0	0	20141182.4777778
0159_AB10_26288_20181210_ST	20151645	13100.3833333333	5.5	1314	0	1909.05555555556	72.6666666666667	3239.5	735.5	3751.15	3495	7726.25	3786.08333333333	7000.83333333333	2068.75	574.435714285714	14.85	12.5833333333333	4061.08333333333	0	4.5	8.33333333333333	9856.5	7389.5	2979.5	3166.03333333333	357.75	851.416666666667	16.9	1	0	20	38.5	2340	13.5	203.25	518.5	14.5833333333333	4056.13333333333	126.535714285714	233.5	1	0	16.4166666666667	0	6	2	312.5	4	173	447.666666666667	2044.83333333333	2584.33333333333	6	0	1.25	0	1.33333333333333	0	0	10	6.83333333333333	0	0	0	0	20060964.2730159
0159_AZ03_32033_20180922_ST	20110177	11431.9666666667	10.5	2338.5	0	1809.33333333333	61.6666666666667	4152	324	3684.3	5493	8127.5	3690.66666666667	7967.11666666667	1936.36666666667	632.083333333333	4	13.3333333333333	4992	0	6.25	27.5	10783.1666666667	6921	4739	3237.33333333333	707.333333333333	838.833333333333	51	4	0	11	47	1742	22.3333333333333	129.833333333333	1007.66666666667	26.8333333333333	5055.46666666667	117.383333333333	161	4.33333333333333	0	26.8333333333333	1.33333333333333	11	2	207	8	202.25	842.833333333333	1440.33333333333	1956.83333333333	11	0	0	0	2.26666666666667	0	0	16.5	5.66666666666667	0	0	0	0	20013134.55
0159_AK37_71057_20190430_ST	19997723	15072	0	1837.5	0	2043.22222222222	32.3333333333333	2218.5	434	3507.73333333333	3845	7016	4027.5	6482.74999999999	2078	451.7	21.4571428571429	16.5	8032.25	0	65	25	7852.83333333333	7462.16666666667	1867.5	3297.65	1.33333333333333	23.5	102	0	0	73	30.5	1824.5	20	40.5	574.166666666667	17.5	5434.2	66.75	185	0.333333333333333	0	571.833333333333	5.66666666666667	27	0	153.5	118	126	205.5	2150.75	3347.33333333333	4	0	16.5	0	2.33333333333333	0	0	0	3.66666666666667	0	0	0	0	19904911.0373016
0159_AP39_21278_20180823_ST_E21	19955915	12865.1	2.5	1256	0	486	36	660.5	228	2548.73333333333	456.166666666667	6618.66666666667	1655.16666666667	4177.08333333334	1625.66666666667	171.883333333333	1.33333333333333	1	10671	1	3.2	8.83333333333333	2832.66666666667	7737	479.166666666667	1802.28333333333	31.1666666666667	39.6666666666667	143.133333333333	1	0	7	26.3333333333333	4374.5	16.3333333333333	244.333333333333	40.8333333333333	277.166666666667	3180.03333333333	39.9833333333333	337	52	0	6.33333333333333	0	211.5	7.5	346.5	406.5	61	229.666666666667	515.333333333333	4005.16666666667	8	0	0.5	0	0.533333333333333	0	0	0	6	1.33333333333333	0	0	0	19884973.7
0159_AP39_21284_20190102_ST_E21	19897187	11036.1666666667	0	271	0	2471	10	1095	364	5385.33333333333	1064	7742.7	5296	5102.91666666667	2113.75	121.166666666667	0	0	2718.83333333333	0	0	0.5	9923.66666666667	7134	75.5	3106.43333333333	1.5	2.08333333333333	269.066666666667	8	0	8	13	2420	0	1895.83333333333	4	13.5	1573.66666666667	9.66666666666667	125	1.33333333333333	0.333333333333333	0	0	1	0	73	7	49	297.166666666667	3137.33333333333	2131.33333333333	0	0	0	0	0	0	0	0	0.25	0	0	0	0	19820113.9666667
0159_AP39_21216_20180227_ST_E21	19850787	11029.9166666667	0	411.5	0	1797.5	2.66666666666667	2267.5	416	3452.83333333333	800	7465.83333333333	3403.66666666667	5087.33333333333	2025.66666666667	321.761904761905	0.592857142857143	0	2804.5	0	0.25	3	8989.83333333333	6746.5	201	2501.78333333333	20.5	27.6666666666667	188.333333333333	20	0	3	34.3333333333333	2670	8	467.25	29.1666666666667	13.5	1915.33333333333	18.7619047619048	449	1.66666666666667	0	1.75	0	0	10	412	32	5	761.666666666667	1738.16666666667	2655.83333333333	1	0	0	0	0	0	0	0	0	0	0	0	0	19779573.4333333
0159_AZ03_32051_20190819_ST	19702488	12068.4833333333	0	753.5	0	1566.16666666667	9.5	2448.5	198.5	3104.33333333333	1383.5	6793.66666666667	2706.75	4683.45	1853.5	354.783333333333	0.142857142857143	7.66666666666667	3785.08333333333	0	1.66666666666667	2	7034.33333333333	6772.33333333333	773	2105.86666666667	99.75	126.5	121.333333333333	2	1	19	1.5	3565	4	115.416666666667	125	13.5	2572.9	33.8333333333333	268	0.333333333333333	0	3.66666666666667	0.333333333333333	5	0	296.5	13	253	503.833333333333	1785.33333333333	2402.66666666667	5	0	0	0	0	0	0	19.1666666666667	2	0	0	0	0	19631722.7071429
0159_AP39_21310_20180719_ST_E21	19247900	11410.6666666667	0	345	0	1557	95	2367.5	510.5	3453.86666666667	152.166666666667	6976.83333333333	3009.33333333333	4796.36666666666	1955.7	338.819047619048	0	3.5	4980.25	0	0.366666666666667	0.5	7068.16666666667	6001.33333333333	108.333333333333	2594.05	294.833333333333	7.33333333333333	49.25	2	0	10	3	2787	1	559.333333333333	2.33333333333333	7.66666666666667	2147.83333333333	31.8690476190476	133.5	6.33333333333333	0	1.66666666666667	0	14	0	197	6	353	748.833333333333	1873.58333333333	2520.66666666667	0	0	1	0	0	0	0	3.16666666666667	2.66666666666667	0	0	0	0	19178409.8785714
0159_BC12_41015_20171213_ST	19142883	14427.6666666667	0	501	0	1405.5	1.5	2149	372	3634.83333333333	104	7830	2693	5908.25	2114.5	364.55	0	0	2988.4	0	0	0.5	8434.83333333333	8150.33333333333	119.5	1954.88333333333	116.833333333333	3.08333333333333	32.0666666666667	0	0	1	27	3244	0	160.333333333333	2.33333333333333	0.5	1459.5	29.1	170.5	37.3333333333333	0	0	0	2	0	186	6	41	785.833333333333	1882.5	3372	0	0.5	0	0	0	0	0	0	0	0	0	0	0	19068169.3333333
0159_AA34_42476_20191015_ST	19083819	12454.5	0	705.5	0	1854.83333333333	7	2933.33333333333	241	4401.33333333333	148	6999.25	3771.5	4747.58333333333	1831.66666666667	428.233333333333	0	81.3333333333333	9069.08333333333	0	0	1	6055.83333333333	6597	174.5	2454.5	4.5	11.5	162.166666666667	2	0	87	5.33333333333333	1529	4	36.6666666666667	3.83333333333333	58.5	4620.16666666667	26.5833333333333	132	32.6666666666667	0	0	0	10	1.5	110	39	10	810.833333333333	2443.83333333333	2415.33333333333	0	12	0	0	0	0	0	70.6666666666667	1.33333333333333	1	0	0	0	19006220.6
0159_AP39_21141_20180213_ST	18773165	13305.5	0	1021	0	1782.16666666667	0.833333333333333	908.5	186	3549.86666666667	154.333333333333	7882.5	3150.5	4620.75	2126.75	157.183333333333	0	3.66666666666667	2689	0	0.25	3	7363.33333333333	8342.66666666667	164.833333333333	1361.01666666667	392.5	8.08333333333333	22.9333333333333	0	0	5	8.66666666666667	3879.5	0	626	7.83333333333333	1	1005.16666666667	70.7333333333333	259	0.666666666666667	0	0	0	7	0	155	3	233.5	105.333333333333	1814.58333333333	3025.66666666667	1	0.5	0	0	0	0	0	7.16666666666667	0.333333333333333	0	0	0	0	18702751.1833333
0159_AP39_21331_20190102_ST_E21	18743250	11833	44	2684.5	0	1501.22222222222	48	1568.33333333333	838	4258.16666666667	834	7090.66666666667	2663.66666666667	5112.11666666666	1949.58333333333	257.783333333333	11.35	0.5	4331.16666666667	0	0.25	6.33333333333333	8929.66666666667	8685.5	1036	2930.21666666667	13.25	106.916666666667	112.533333333333	8	0	53	139.833333333333	2472.5	58	448.916666666667	124	105.166666666667	3818.91666666667	74.5333333333333	210	32.6666666666667	0	117.25	0.333333333333333	23	16.5	179	70	284.5	232	2413.66666666667	4168.5	30	0	0.5	0	6.53333333333333	0	0	0	56.1666666666667	0	0	0	0	18661259.7944444
0159_AP39_21224_20180730_ST_E21	18648432	10929.7333333333	0	462	0	1448	4.33333333333333	2451.83333333333	255	3151.86666666667	220	6290.33333333333	2986	3459.23333333333	1879.33333333333	166.483333333333	0	0	5272.75	0	0.5	0	6646.83333333333	6764.33333333333	204.5	2638.21666666667	2.16666666666667	4.91666666666667	38.2	2	0	12	0	2079.5	1	586.916666666667	0.333333333333333	56	3869.66666666667	13.8333333333333	166	2	0	0.333333333333333	0	10	1	103.5	159	10	627.5	2566.25	2460.66666666667	1	0	0	0	0	0	0	0	0.666666666666667	0	0	0	0	18580426.2666667
0159_AP39_21061_20180816_ST	18643713	10749.8333333333	0	2194	0	1458.5	4.66666666666667	2568	363	3539.06666666667	301	6941	3105.83333333333	3833.21666666667	2028.83333333333	192.45	0	0	3950.66666666667	0	0	1	7182.5	7379	199	2611.2	11.3333333333333	22.4166666666667	47.3333333333333	1	0	6	9.33333333333333	2259.5	5	186.416666666667	10.6666666666667	13.5	2204	21	79	4	0	0.833333333333333	0	9	3	190	62	15	868.166666666667	1641.66666666667	2819	2	0	0	0	0	0	0	0	1.25	0	0	0	0	18574617.8166667
0159_AZ03_32023_20180717_ST	18389472	12546.9666666667	0	1249	0	1919.94444444444	71.8333333333333	2111.83333333333	268	3576.86666666667	1382	7859.33333333333	3302.5	6444.41666666667	2171.08333333333	373.083333333333	0	13.5833333333333	3650.41666666667	0	17.3333333333333	22.5	9306.5	8001.66666666667	1091	1959.23333333333	315	367.233333333333	50.6666666666667	15	0	69	25	3196.5	1.33333333333333	118.25	443.666666666667	101.083333333333	3728.85	85.1666666666667	386	13.3333333333333	0	4.83333333333333	0	1	1.5	294.5	10	240	173	1005.83333333333	2697.16666666667	6	0.5	0.25	0	0	0	0	23.5	1.66666666666667	0	0	0	0	18308757.0722222
0159_AP39_21057_20180521_ST	18296289	14539	0	652.5	0	1562.66666666667	35.8333333333333	2731.16666666667	221	3569.66666666667	136	7976.58333333333	3339.16666666667	4340	2310.58333333333	552.666666666667	0	7.66666666666667	3986.08333333333	0	0.916666666666667	8.5	7585.83333333333	6395.5	76.5	1760.73333333333	11.5	24.6666666666667	66.9	5	0	40	15.1666666666667	3115.5	4	72.6666666666667	201.333333333333	2.5	3027.66666666667	59.9166666666667	161	1	0.583333333333333	1	1	28	5.5	357	6	433.25	354.5	2372.16666666667	2757.33333333333	4.5	0	0	0.25	0	0	0	4.5	4.66666666666667	1	0	0	0	18221360.3666667
0159_AA34_42100_20180523_ST	18138798	10519.6666666667	7	1538	0	1097.22222222222	25.6666666666667	257	19	6402.03333333333	983	7425	4911.5	5363.16666666667	2588.41666666667	285.283333333333	4.25	12.5	5289.5	0	1.41666666666667	2	9460.83333333333	7499	676	2695.61666666667	68.4166666666667	128.666666666667	1517	0	0	10	35.5	2639	13	20	111.166666666667	55.5	1454.3	86.2333333333333	333	16.3333333333333	0	33.75	0	0	3	383.5	3	102	0	3354.5	2909.5	4	0	6.5	0	5	0	0	0	0.833333333333333	0	0	0	0	18058441.2277778
0159_AP39_21052_20180510_ST	18125164	12740.7333333333	0	407	0	1576.5	34.8333333333333	2209.5	440	3115.83333333333	214.5	7402.25	3366	4186.65	1989.41666666667	407.333333333333	1.6	0.75	2098.75	0	0	1	8085.83333333333	7719.33333333333	72	2249.78333333333	3	22.0833333333333	21.4666666666667	0	0	13	3.33333333333333	1951	0.333333333333333	295.75	4.5	12.75	2498.03333333333	43.5833333333333	140	0.333333333333333	0	1	0.333333333333333	3	0	172	5	161	559.166666666667	2428.83333333333	2975.58333333333	1.5	0	0.75	0	0	0	0	0	0.25	0	0	0	0	18055526.8166667
0159_AV42_66162_20190810_ST	17949681	11189.3333333333	0.5	499.5	0	1539.27777777778	1	1926.5	708	3661.46666666667	361	6936.5	3121	3662.83333333333	2134.41666666667	205.483333333333	0.5	0	1280	0	0.666666666666667	2	10977.3333333333	8220	160.5	2187.35	0.666666666666667	2.66666666666667	7.73333333333333	3	0	1	17.6666666666667	2754	1.66666666666667	561.833333333333	15	5.5	1288.33333333333	33.5333333333333	310	0.333333333333333	0	4.16666666666667	0	2	0.5	113.5	12	21	580.5	1951	3653.66666666667	2	0	0	0	0.4	0	0	0	0	0	0	0	0	17879562.1722222
0159_AP39_21317_20180801_ST_E21	17947935	11287.1666666667	1	677	0	1574	34	2412.5	405	4065.66666666667	269	6881	3731.5	4746.78333333334	2092.41666666667	341.7	0	6.5	3205.08333333333	0	0	0	8796.5	6360.83333333333	116.5	2058.66666666667	5.83333333333333	12.6666666666667	54.1666666666667	10	0	10	6.83333333333333	2033.5	0	279.75	9.16666666666667	20.8333333333333	2311.5	36.75	229	4.66666666666667	0	0.666666666666667	0	7	0	142	2	114	854.333333333333	1892.75	2801.33333333333	0	2.5	4.5	0	0	0	0	0	0.666666666666667	0	0	0	0	17878025.7666667
0159_AQ29_10020_20170913_ST	17918037	9796.83333333333	0	1147	0	1495.5	5.16666666666667	38.5	5	3291.1	661	7763.5	3559.75	4791.60833333333	1898.25	176.25	0	3	1971.5	0	0.2	2	7090.33333333333	7212.9	262.5	1204.08333333333	0.583333333333333	2.25	252.933333333333	4	0	9	11	3670	0	68.0833333333333	20.5	2	1888	29.6666666666667	135	1	0	0.333333333333333	0	1	0	225.5	1	517	0.333333333333333	1304.16666666667	2188.33333333333	4	0	0	0	0	0	0	4.33333333333333	0	0	0	0	0	17855321.0083333
