sample_id	total	organic_cyclic_compound_metabolic_process	allantoin_metabolic_process	nucleobase_containing_compound_metabolic_process	biotin_metabolic_process	steroid_metabolic_process	aromatic_amino_acid_family_metabolic_process	lipoate_metabolic_process	phenylpropanoid_metabolic_process	phenol_containing_compound_metabolic_process	s_triazine_compound_metabolic_process	nicotianamine_metabolic_process	beta_lactam_antibiotic_metabolic_process	tetrapyrrole_metabolic_process	isoquinoline_alkaloid_metabolic_process	furaldehyde_metabolic_process	kynurenic_acid_metabolic_process	vitamin_E_metabolic_process	ectoine_metabolic_process	indole_containing_compound_metabolic_process	benzene_containing_compound_metabolic_process	pteridine_containing_compound_metabolic_process	flavin_containing_compound_metabolic_process	molybdopterin_cofactor_metabolic_process	daunorubicin_metabolic_process	doxorubicin_metabolic_process	ommochrome_metabolic_process	X3__3_hydroxy_phenylpropionate_metabolic_process	creatinine_metabolic_process	F420_0_metabolic_process	thiazole_metabolic_process	pyrrolysine_metabolic_process	purine_containing_compound_metabolic_process	pyridine_containing_compound_metabolic_process	pyrimidine_containing_compound_metabolic_process	epoxide_metabolic_process	lactone_metabolic_process	organic_cyclic_compound_catabolic_process	organic_cyclic_compound_biosynthetic_process	organic_heteropentacyclic_compound_metabolic_process	methanofuran_metabolic_process	Remaining
0159_AQ11_10135_20190122_ST	11421929	8.83333333333333	45.2	136444.516614006	119.741071428571	13625.3683862434	3479.25660846561	0	7.875	92.7664351851852	0	0	110.866666666667	7315.47447916666	0	0	0	0	11.15	264.843064814814	671.291666666667	5002.56588817241	1312.82486111111	657.863888888889	0	0	0	0	1.70833333333333	0.2	3.79444444444443	2.9	7553.98866709533	6451.88841435185	5572.04344484862	0	18.4305555555556	2856.74629166667	28199.6395166446	0	0	11202097.2223679
0159_AZ03_32022_20201016_ST	11368815	37.1666666666667	18.6916666666667	122524.844588087	199.223214285714	11496.8033289242	3512.45616666667	0	2.69097222222222	82.2174382716049	0.0428571428571429	0	111.091666666666	6522.06122685185	0	0	0	0	3.3	267.798583333333	1021.04803240741	4619.61484788359	1607.83402777778	383.077777777778	0	0	0	0	4.375	0.2	4.75555555555557	2.9	6179.05086959876	5626.70552083333	4617.63478780864	0.333333333333333	9.69907407407407	2687.28005334156	26035.0879550103	0	0.166666666666667	11171236.8481221
0159_AB18_26457_20190318_ST	11361486	50.8333333333333	91.3416666666668	125707.957098578	123.638392857143	17895.8896825397	2871.52574074074	0	0.895833333333333	221.009490740741	0.685714285714286	0	97.1333333333335	11373.5144675926	0	0	0	0	0.45	228.653055555556	1300.74548611111	4393.05838018077	1478.60069444444	858.06111111111	0	0	0	39.225	3.33333333333333	0	4.9111111111111	0	7927.36480872771	5364.52266203704	5394.68163332231	0	120.301388888889	3610.21928424456	28167.0228801073	0	0	11144160.4244168
0159_AZ03_32065_20190126_ST	11293276	2	10.95	126012.319547974	152.276785714286	12720.7044753087	3868.38734391535	0	1.66666666666667	85.9541666666667	0.171428571428571	0	91.3083333333335	7057.29259259259	0	0.0833333333333333	0	0	18.7	331.384185185186	1047.27569444444	4469.55647872576	1476.81805555556	306.313888888889	0	0	0	0	3.45833333333333	0.1	1.8	1.56666666666667	6616.06251363169	6514.37539351852	5084.07903935185	0	21.7384259259259	3082.87956782775	25845.0716655644	0	0	11088451.7054173
0159_AB18_26640_20200517_ST	11285747	36.1666666666667	34.175	112350.985239508	264.294642857143	9969.51759259259	3085.43555555555	0	0.5	336.459104938272	0.685714285714286	0	159.383333333334	6896.49988425926	0	0	4.9	0	4.45	260.176388888889	1521.77268518519	4020.78220072751	1501.34652777778	406.344444444443	0.133333333333333	0.1	0	6.65	3.04166666666667	0	7.1	1.9	5686.71046939301	5269.97813657408	3874.39639506173	0	122.827777777778	3733.44392783657	23701.0343597271	0	0	11102485.8089526
0159_AP39_21246_20181017_ST_E21	11282241	6.5	72.5500000000002	115267.01325567	240.017857142857	11166.3693181818	3443.74537830688	0	1.95833333333333	351.829089506173	0.128571428571429	0	121.858333333334	7006.32511574073	0	0.0833333333333333	0	0	0.95	249.157046296297	1912.25717592593	4250.55198137125	1638.73125	505.572222222221	0.0238095238095238	0.0178571428571429	0	82.075	4.20833333333333	0	10.1361111111111	1.96666666666667	6344.09370222173	5391.14414351852	4782.7740874853	0	114.973148148148	4595.46157853001	24588.0400936949	0	0	11090090.4872068
0159_AZ03_32056_20190914_ST	11158712	3.33333333333333	46.6916666666667	122688.566721998	278.453571428571	12780.8666666667	5094.23719576719	0	2.92261904761905	445.649228395061	0.428571428571429	0.7	178.491666666667	8929.85843253968	0	0	0	0	15.45	360.072453703703	1143.51550925926	5566.99815365961	1511.96111111111	317.783333333333	0.05	0.0375	0	22.775	4.66666666666667	20.1	3.59722222222223	0.6	6264.5298944371	5983.24287037037	5807.30738150352	0	70.0416666666667	3521.63369819224	27107.8931630903	0	3.88888888888888	10950535.655813
0159_AP39_21321_20180731_ST_E21	11033223	4.83333333333333	64.4	111737.684440606	212.453571428571	9685.50125661376	2722.68703703704	0.025	3.97916666666667	309.41087962963	0.0857142857142857	0	170.216666666666	6411.48379629629	0	0	0	0	0	297.11287037037	1538.52719907407	3520.51917162698	1313.25486111111	307.766666666667	0	0	0	36.475	20.75	0	7.25833333333333	0.1	6034.96618304184	4583.26607638889	4510.77080535347	0	122.69537037037	4131.85702380953	22063.3147566505	0	0	10853411.6048196
0159_AA34_42451_20190905_ST	10980150	2.5	30.575	105392.161053731	285.044642857143	8764.17361111109	3264.27082010582	0	0.333333333333333	87.9247685185185	0.557142857142857	0	158.375	5705.44966931217	0	0	0	0	6.2	241.650694444444	1255.21736111111	3905.49583333333	1641.96736111111	199.347222222222	0.142857142857143	0.107142857142857	0	0.225	1.29166666666667	0	2.99444444444444	2.8	4944.06455886243	4623.95547453704	3611.54184634039	0	33.225	3010.51252094356	22659.1852241329	0	0	10810318.71075
0159_AP39_21072_20180914_ST	10968513	0	59.8999999999998	113873.900768657	276.1875	10711.95	3571.76268518518	0	0.666666666666667	62.9023919753086	0.771428571428571	0	197.391666666667	6768.29768518519	0	0	0	0	0.2	319.616435185186	1250.83796296296	3983.11281415344	1521.5	274.466666666667	0.0333333333333333	0.025	0	1.425	10.0416666666667	0	3.54722222222223	0.166666666666667	6065.23912753527	5149.92329861111	4315.04593198853	0	16.374537037037	3713.64995590829	23775.3926372661	0	0	10782588.6709509
0159_AP39_21350_20180306_ST_E21	10925006	20.1666666666667	35.3333333333333	116850.170224839	232.053571428571	10547.1925154321	3163.35349206349	0	1	108.371141975309	0.3	0.025	118.041666666667	5938.8869212963	0	0	0	0	0.15	229.177592592592	1142.16226851852	3866.08492614638	1595.35208333333	274.127777777778	0	0	0	0.175	4.95833333333333	0	3.80277777777777	1.66666666666667	5253.83120208701	4887.93836805556	3484.22037588184	0	20.8643518518519	3622.68560846561	22091.5973157028	0	0	10741512.3108181
0159_AZ03_32068_20190211_ST	10887230	7.19047619047619	41.7052083333333	123863.282007542	126.116071428571	17838.0388608305	3318.11830423281	0	1.54166666666667	91.7633487654321	0.942857142857143	5.35	106.44	7190.95035548941	0	0	0	0	8.2	276.527018518519	1009.78217592593	4675.52314263669	1292.23180555556	536.194444444444	0	0	0	0.45	4.75	41.6	6.97777777777777	1.73333333333333	6728.29475488683	5772.04915509259	5094.72131558642	0	22.8671296296296	2892.26930553718	26182.0530569793	0	11.5	10680080.8364275
0159_AK37_71065_20190705_ST	10861752	36.6666666666667	30.675	123911.183286924	205.696428571429	6116.13425925926	3612.72111111111	0	2.75	64.6678240740741	0	0	185.366666666667	4552.23043981481	0	0	0	0	2	386.335833333333	498.568055555556	4833.72934027778	1896.36875	231.516666666667	0	0	0	0.175	1.08333333333333	0	3.14166666666667	1.93333333333333	6827.62205073641	6395.82361111111	4488.7378125	0	22.1268518518518	2356.70058560754	25957.4281476582	0	0	10669130.6172783
0159_AA34_42468_20190913_ST	10832921	80.1666666666667	135.316666666667	109099.383529072	273.040178571429	12504.6388888889	3445.52148148148	0	5.33333333333333	164.284567901235	0.857142857142857	0	200.6	7519.49532076719	0	0	0	0	0.9	353.741759259259	1196.27268518519	4764.42584049824	1640.04444444445	611.288888888889	0	0	0	0.475	11.7916666666667	0	0.847222222222223	4.76666666666667	6682.61792018175	5495.88506944444	4499.54415252058	0	50.9356481481481	3183.41576609347	26758.2547994133	0	0	10644237.1546942
0159_AQ29_10040_20171130_ST	10755115	10.6666666666667	63.1250000000002	135151.970934801	61.4732142857143	12375.7785954786	3025.2651005291	0	5.27083333333333	44.3581018518518	0	0.75	162.941666666666	5210.39861111111	0	0	0	0	25.05	198.771722222222	758.752430555556	4295.99868551587	1238.70958333333	401.438888888889	0.0333333333333333	0.025	0	0	0.25	22.1	7.64444444444443	0.133333333333333	6757.86884833676	6197.02054398148	4953.26010885141	0	10.5546296296296	3078.18603764664	25038.8298028733	0	5.05555555555555	10546013.3183268
0159_AZ03_32099_20200206_ST	10716455	190.47619047619	15.8666666666666	126049.471490268	246.1875	9714.60993265993	3427.02609788359	0.0583333333333335	13.6388888888889	87.6923611111111	0.257142857142857	0	181.883333333334	5790.06932870371	0	0.166666666666667	0	0	3.55	272.133009259259	771.1125	4304.27251157408	1728.31666666667	411.015873015873	0.0238095238095238	0.0178571428571429	0	0.075	4.70833333333333	0	2.76388888888889	1.9	6279.24978283607	5844.73188657408	4586.3628279321	0	11.7736111111111	2776.14948785782	25026.7421348278	0	0	10518712.6968866
0159_BB02_45001_20181029_ST	10561931	319	33.5583333333333	75319.5241184271	343.419642857143	924.166666666668	1994.54203703704	0.6	0.333333333333333	4402.52314814815	0	0	71.575	10742.3353009259	0	0	0	0	0	282.018657407408	5950.88263888889	2650.9163497575	1414.6075	983.466666666667	0	0	0	154.15	0	0	26.5277777777778	0	5480.88083370076	3328.95711805556	3481.76111827601	0	757.308333333333	8661.63319444444	19491.6460001776	0	0	10415114.6662308
0159_AP39_21382_20180515_ST_E21	10531861	32.1666666666667	12.1583333333333	116409.724344612	193.285714285714	10936.2916666666	3726.24684126984	0	2.66666666666667	83.028549382716	0.0428571428571429	0.1	114.383333333334	6058.71299603174	0	0	0.0333333333333333	0	1.95	273.153027777778	1057.76851851852	4547.04398148149	1476.22583333333	350.3	0	0	0	0	1.70833333333333	0.9	5.67222222222223	1.13333333333333	6265.47456854424	5694.97034722222	4516.83393408289	0	11.7166666666667	2822.89234707525	24320.4880947259	0	0.277777777777778	10342943.6497112
0159_AP39_21262_20120515_ST_E21	10518341	30.1666666666667	31.5	116820.887546526	169.919642857143	13276.6208333333	2724.81671428571	0.275	0.666666666666667	446.414351851852	0	0	168.908333333334	6692.50653935186	0	0	0	0	3.15	274.161907407408	1293.87013888889	4109.30742945326	1330.43194444444	560.083333333333	0	0	0	18.375	5.125	0.2	3.26111111111111	0	6141.9471920194	5196.90266203704	4530.67225363757	0	101.028703703704	3334.78855476558	24028.0181119868	0	0	10327046.9943623
0159_AB18_26769_20200814_ST	10330926	4.33333333333333	14.4583333333334	108787.548072576	195.991071428571	12627.9722222222	3817.76451851852	0	0.666666666666667	42.5391975308642	0.0428571428571429	0	145.941666666666	5835.08819444444	0	0	0	0	7.9	263.073990740741	1198.44074074074	4015.04461805555	1349.75416666666	199.883333333333	0	0	0	0.05	1.625	0	0.91111111111111	0.333333333333333	5741.30845285861	5278.76873842593	4286.27548666226	0	22.1601851851852	2744.72768753674	23017.9990759725	0	0	10151325.3979455
0159_AV42_66143_20190516_ST	10071325	23.5	45.7416666666667	104159.132479118	168.040178571429	8154.26944444445	3054.3927063492	0	1.66666666666667	107.368055555556	0.342857142857143	0.05	368.275	5093.00416666666	0	0	0	0	1.35	251.481583333333	851.302083333333	4047.71491402116	1565.15833333333	298.85	0.0333333333333333	0.025	0	8.9	9.20833333333333	0	7.44444444444443	3	5569.61230816432	4961.91787037037	3857.52265542328	0	52.5851851851852	3167.75104144621	22004.8207658179	0	0	9903490.53892728
0159_AY44_33208_20190808_ST	10059185	38.3095238095238	12.5583333333333	104615.04515753	206.0625	8667.53842592593	3408.22285714286	0	2.20833333333333	43.5912037037037	0.0428571428571429	0	190.758333333334	5331.55185185185	0	0	0	0	1.1	241.259861111111	1225.90625	3864.2456404321	1647.40416666667	209.561111111111	0.3	0.225	0	0.15	1.70833333333333	0	0.866666666666667	0.2	5124.13738547178	4858.23165509259	3697.08504794973	0	7.29351851851852	2964.86643187831	21606.429768886	0	0	9891218.13978577
0159_AP39_21225_20170910_ST_E21	10053026	28.1666666666667	12.0916666666667	110954.612799616	167.098214285714	11612.1517255892	3436.60721693122	0	2.88888888888889	83.7500771604938	0.0428571428571429	0.2	122.908333333334	5969.54409722222	0	0	0	0	3	280.909777777778	945.06712962963	4291.27077270723	1316.52944444444	351.9	0.0166666666666667	0.0125	0	0.325	4.25	0.2	5.32222222222223	1.4	6131.5471856261	5285.47023148148	4431.24382275132	0	19.0143518518519	2649.79170098472	23269.339303106	0	0	9871649.32734725
0159_AZ03_32054_20190917_ST	10036742	13	32.0833333333333	117695.788514191	118.4375	12813.9583333333	2992.39971693122	0	6.72916666666667	75.0810185185185	0.0857142857142857	0	164.516666666667	5610.57349537037	0	0	0	0	3.6	205.037324074074	584.669791666667	3818.51050760582	1382.46388888889	493.877777777777	0	0	0	0	0.416666666666667	0.9	6.15833333333333	0.233333333333333	5953.52450249853	4923.32694444444	4437.08667934303	0	15.0180555555556	2733.90984325397	23133.9701644866	0	0.0555555555555555	9849526.58717222
0159_AP39_21087_20180228_ST	10022422	31.8333333333333	77.0833333333335	99279.0851073477	278.986607142857	7213.81530583616	3175.15178571429	0.025	4.375	234.261959876543	0	0.05	244.158333333334	7273.33819444445	0	0	0	0	3.05	271.425	910.071064814815	3531.04454916226	1575.26791666666	472.51111111111	0	0	0	61.3	1.95833333333333	0	9.39166666666667	0.7	5778.54534700176	4584.68336805556	4103.92845238095	0	205.468518518519	3528.4064745003	22144.4967127486	0	0	9857427.58752468
0159_AQ29_10051_20180123_ST	9986833	45.3333333333333	25.2333333333333	111712.675200309	135.174107142857	12931.7291666667	3216.92282539682	0	5.77777777777777	106.688966049383	0	0	116.075	6358.08371362434	0	0	0	0	0.1	281.979638888889	722.565046296296	3786.08467261905	1227.54722222222	544.38888888889	0.0166666666666667	0.0125	0	0	11.0833333333333	0.2	0.98888888888889	1.13333333333333	6266.64856935871	5564.54479166667	4730.4387345679	0	19.4898148148148	2366.2898590535	24437.2826799493	0	0	9802218.51193582
0159_AP39_21218_20180614_ST_E21	9879983	25.6666666666667	37.7916666666667	114314.518268878	176.901785714286	10743.53505291	3104.21344179894	0	2.10416666666667	124.859143518518	0.128571428571429	0.1	179.458333333334	6401.20844907408	0	0	0.1	0	12.15	242.863814814814	1014.97534722222	3996.44087301588	1347.89222222222	394.438888888889	0	0	0	8.475	5.04166666666667	4	3.3388888888889	2.06666666666667	5713.1744497477	5154.65274305556	4142.63351205174	0	39.6638888888889	3114.54639322457	22314.6233812708	0	1	9697360.43671672
0159_AP39_21277_20180817_ST_E21	9832249	3.66666666666667	62.775	108292.792282254	129.232142857143	17482.4034391534	3133.93708994709	0.1	4.29166666666667	141.911033950618	5.78571428571429	0	73.5166666666665	6875.88408564815	0	0	0	0	7.95	254.007083333333	659.117592592593	3670.71336805556	1020.62527777778	686.866666666667	0.0833333333333333	0.0625	0	0.125	4.75	0.2	1.97222222222222	0.0333333333333333	6383.20516616451	4655.62193287037	4706.52787477954	0	18.3953703703704	2242.91170982567	23673.0557975701	0	0	9648056.47998301
0159_AV42_66161_20190722_ST	9707264	10.1666666666667	63.3749999999998	111405.79477959	169.928571428571	11223.0416666667	3022.54467195767	0	1.70833333333333	89.3191358024692	0.128571428571429	0.05	352.075	5241.25219907407	0	0	0	0	2.05	188.082425925926	804.18287037037	3631.36287202381	1579.2625	349.438888888889	0	0	0	0.1	0.375	3.5	4.55555555555557	0	5284.36280967078	4765.06581018519	3863.01782021605	0	33.175	3121.44101036155	21701.8931887493	0	1.5	9530351.2496521
0159_AZ03_32050_20190123_ST	9682794	45.1666666666667	23.3	108466.5005908	127.160714285714	12337.1782407407	3405.37614814814	0	6.33333333333333	136.126350308642	0.514285714285714	0	123.058333333334	6580.99034391534	0	0	0	0	46.6	266.016648148147	843.085185185185	4099.01639936067	1358.34361111111	362.866666666667	0	0	0	0.15	1.54166666666667	0	3.51666666666667	1.2	5830.70704775377	5462.23939814815	4718.46102807172	0	17.6638888888889	2492.27160831864	23422.9412883353	0	0	9502615.67388943
0159_AP39_21109_20181018_ST	9630468	10.5	27.9416666666667	100216.665373155	232.241071428571	8005.16666666667	2794.74783068783	0	3.66666666666667	84.5734953703704	0.257142857142857	0	169	5887.5699074074	0	0	0	0	1.75	227.976064814814	1020.68888888889	3536.61314484127	1327.49694444444	316.088888888889	0	0	0	0.05	9.20833333333333	1.1	4.8138888888889	0.0333333333333333	5093.84558579512	4495.90065972222	4305.64527777778	0	48.6416666666667	2623.79252902704	20844.83473052	0	0.0555555555555555	9469177.13468659
0159_AV42_66135_20190524_ST	9609822	54.5	89.1999999999998	90316.0446546598	234.200892857143	5818.25493827162	2551.74805555555	0	0.333333333333333	556.562731481481	0.342857142857143	8.25	77.025	5776.63188657407	0	0	0	0	4.1	197.249074074074	1875.22777777778	3314.97922453704	1292.35347222222	399.727777777777	0.0666666666666667	0.05	0	67.275	3.375	0.2	11.6361111111111	2.73333333333333	4722.09807995297	4014.64019675926	3616.55736276455	0	203.838425925926	4246.18724867725	19054.7720924885	0	0	9461311.83880606
0159_AB18_26832_20201028_ST	9550086	33.1666666666667	112.566666666667	97902.3621491116	205.200892857143	8536.45462962963	2944.98469047619	0	1.08333333333333	309.247299382716	0.128571428571429	1	135.891666666667	6782.46122685185	0	0	0	0	2.5	212.430472222222	835.365740740741	3537.63318176808	1328.73819444444	462.083333333332	0.0333333333333333	0.025	0	0	3	17.5	8.1638888888889	0.766666666666667	5533.932808495	4789.09362268519	4264.16504883157	0	240.216666666667	3197.87681746032	21340.531338906	0	3.94444444444445	9387343.45164804
0159_AB18_26501_20190507_ST	9548530	2.83333333333333	25.4666666666667	106785.767381414	175.128571428571	11118.9898148148	3066.94587301587	0	1	109.252777777778	0.557142857142857	0	173.05	6720.36550925926	0	0	0	0	0.15	257.347361111111	546.388888888889	4011.91150793651	1281.40555555555	519.580555555557	0	0	0	0	0.25	0	4.85555555555557	0.5	6070.60434670782	5126.72743055555	4213.06129805996	0	9.53425925925926	2271.82748162845	23047.1664183813	0	0	9372989.33227023
0159_AP39_21337_20181107_ST_E21	9546657	32.6666666666667	32.7708333333333	107538.793995889	149.339285714286	14268.6026234568	2907.94742857143	0	2.83333333333333	83.9536265432099	0.471428571428571	0	225.275	5587.76892361111	0	0	0	0	0.95	228.092	786.768287037037	3536.06857914462	1419.43333333333	441.236111111111	0	0	0	0.1	6.375	0	1.19166666666667	0.2	5466.36835776749	4529.97708333333	4403.71507275133	0	26.6226851851852	2656.29626741623	21668.0358803032	0	0.0555555555555555	9370655.0909747
0159_AQ29_10062_20180313_ST	9543070	45.5	27.025	106091.496508528	168.366071428571	11164.574537037	3051.61348677249	0	1.625	81.3488425925926	0.128571428571429	0	191.05	5602.60168650793	0	0	0	0	6.45	225.135518518519	970.090972222222	3879.40227347884	1375.47083333333	378.561111111111	0	0	0	0.075	3.45833333333333	0	2.97222222222222	2.6	5458.12587517147	4973.33498842593	3995.77221303645	0	33.9865740740741	2866.30114873604	22221.4674559083	0	0	9370251.46577613
0159_AQ29_10061_20180228_ST	9492717	57.1666666666667	16.95	104477.420842797	181.620535714286	6924.59615384615	3124.066	0	1.33333333333333	37.8259259259259	0.3	0	218.8	4898.96921296296	0	0	0	0	0.95	192.769916666667	840.474305555556	3863.84509755291	1412.17486111111	272.644444444444	0	0	0	0	1.58333333333333	0.7	4.42222222222223	0.1	5144.65947839506	4637.45623842593	3529.72525462963	0	7.41018518518518	2817.0177654321	20962.9305093205	0	0.388888888888888	9329088.69882759
0159_AZ03_32049_20190124_ST	9392609	0	23.925	101395.471872673	209.915178571429	9098.2365859449	2295.97759259259	0	0	127.15787037037	0.3	0	204.416666666667	5357.36875	0	0	0	0	0.7	206.119861111111	1119.68333333333	4306.47915288801	1254.45486111111	310.594444444444	0	0	0	0	2.41666666666667	0	1.55833333333333	0	4440.81267096561	3878.86159722222	3013.08899085097	0	39.9560185185185	2916.19068121693	19424.4151156489	0	0	9232980.89875587
0159_AZ03_32016_20180619_STLS	9389669	38.1666666666667	15.1083333333333	104028.812400381	199.991071428571	8483.17546296296	3067.01422751323	0	1.70833333333333	48.3970679012345	0.3	0	132.975	4899.20439814815	0	0	0	0	0.55	179.859916666667	876.428935185185	3559.11607694004	1503.47569444445	241.680555555555	0.133333333333333	0.1	0	0.35	0.25	0	3.67222222222223	0.166666666666667	4640.97838485939	4512.00233796296	3318.15213027263	0	10.4222222222222	2894.87656687243	20312.9729995836	0	0	9226698.95899555
0159_AB18_100835_20190130_ST	9289175	36.1666666666667	9.74999999999998	93648.4029468531	187.901785714286	8534.58333333333	2776.52915343915	0	1.66666666666667	65.1399305555555	0.171428571428571	0	149.533333333334	4897.41076388889	0	0	0	0	13.35	212.169953703703	938.171527777778	3641.91642691799	1331.11666666666	288.166666666667	0	0	0	0	4.83333333333333	0	0.355555555555557	0.3	4768.44677983539	4703.82534722222	3349.07083278219	0	11.0518518518519	2480.43715167549	20448.6769465265	0	0	9136675.85495047
0159_AQ29_10028_20171018_ST	9264592	10.8333333333333	15.9583333333333	112002.928466486	111.517857142857	9592.04166666665	2662.4207936508	0	2.91666666666667	73.4135030864197	0	0.25	93.275	5593.08981481482	0	0	0	0	24.2	162.755555555556	512.891435185185	3718.84147652116	1270.93138888889	399.893650793651	0.0333333333333333	0.025	0	0.05	1.08333333333333	2.7	5.65277777777777	1.16666666666667	6022.26890421269	5091.40056712963	4446.27648699295	0	15.2240740740741	2062.43752470489	21968.4755900941	0	0.944444444444445	9088726.10235511
0159_AZ03_32072_20190318_ST	9263386	15.6666666666667	40.9416666666667	102693.901828731	152.223214285714	11349.7188492063	3016.49158465609	0	0	147.261419753086	0	0	174.335	5610.43749999999	0	0.0833333333333333	0	0	12.8	213.340074074075	713.36875	3796.80732197972	1255.59513888889	274.477777777778	0	0	0	20.025	7.66666666666667	0	4.0861111111111	0.133333333333333	5218.86910185185	4689.67550925926	4220.89400793651	0	84.0310185185185	2763.331954806	20767.423945888	0	0	9096142.41322461
0159_AB18_26829_20210204_ST	9254662	19.7380952380952	64.0333333333335	104452.410411437	133.848214285714	12177.662037037	3226.03265343916	0.025	2.04166666666667	72.529012345679	0.514285714285714	1.25	500.808333333335	4825.7007853836	0	0.0833333333333333	0	0	48.7	226.377324074075	1204.92893518519	3741.1222635582	1142.675	331.816666666667	0	0	0	0.2	5.16666666666667	20.8	3.35833333333333	1.73333333333333	5504.34150120028	4708.40765046297	4198.70042566873	0	11.4069444444444	3978.73687992358	21677.4802008623	0	6.22222222222222	9082373.14849085
0159_AZ03_32034_20181015_ST	9247914	47.6666666666667	25.8083333333333	104829.831827679	128.977678571429	11559.9817386831	3331.64612169312	0	2.77083333333333	114.283410493827	0.0857142857142857	1.75	106.233333333334	5621.10827546296	0	0	0	0	14.35	192.152481481481	742.892476851852	4007.50033895503	1203.35263888889	358.752777777778	0	0	0	1.775	5.125	38.5	5.30833333333333	1.86666666666667	5652.65293478101	5153.5347337963	4347.20084160053	0	29.6064814814815	2658.65045017637	21964.1335124865	0	7.66666666666667	9075758.83473152
0159_AZ03_32005_20200930_ST	9185767	8.66666666666667	15.175	101103.099867423	179.491071428571	11783.7146164021	3333.0238968254	0	5.20833333333333	97.2719521604938	0.0428571428571429	0	134.491666666667	6130.7380787037	0	0	0	0	6.85	213.431722222222	825.360185185185	3788.42072310406	1462.92833333333	417.327777777779	0.0166666666666667	0.0125	0	1.175	7.20833333333333	0	1.83333333333333	2.3	5561.35098792377	4674.47699074074	4242.80567386831	0	9.60324074074074	2497.10775036743	22319.3426252633	0	0	9016944.52414939
0159_AP39_21248_20181016_ST_E21	9153583	76.3333333333333	19.6083333333333	101035.138532281	156.159821428571	10385.9722222222	3000.51292328043	0	2.625	465.288194444444	0.128571428571429	0	94.2583333333335	6543.85645667989	0	0	0	0	8.9	228.610601851853	1130.87986111111	3663.74271935626	1230.62916666667	456.666666666668	0	0	0	10.475	1.08333333333333	0	3.3388888888889	2.23333333333333	5616.36910204781	4531.15869212963	4241.6928859127	0	71.8615740740741	2860.95592261905	21744.4323616071	0	0	8986000.08816864
0159_AZ03_32029_20180906_ST	9136116	0	40.6	91560.2097674897	167.821428571429	9910.54089506171	2719.41377777778	0	0	70.5797839506173	0.471428571428571	0	139.916666666666	4889.03796296297	0	0	0	0	2.8	175.3545	853.237731481482	2932.68994708994	1109.89027777778	269.7	0	0	0	0	2.45833333333333	0	8.95833333333333	0.4	4177.10962595532	4025.35461805555	3043.2989329806	0	39.7490740740741	2792.50094609788	18618.1815364124	0	0	8988565.72443235
0159_AB10_26805_20210211_ST	9121268	9.83333333333333	54.2916666666667	98184.3742330655	257.607142857143	7532.04166666667	3367.07907407408	0	0.666666666666667	206.485108024692	0	0	153.933333333334	6630.34108796296	0	0	0	0	1.25	293.823101851852	811.182175925926	4181.89006283069	1359.43986111111	374.644444444444	0	0	0	7.7	1.29166666666667	0.2	3.26388888888889	3.23333333333333	5165.81226469724	4902.28922453704	3958.09162092152	0	59.6847222222222	2461.75840534979	22129.3462928363	0	0	8959156.44562173
0159_AB18_26824_20201203_ST	9110040	44.6666666666667	34.2	93497.6379641714	165.946428571429	10520.5699074074	2790.13216402116	0	0.666666666666667	98.5452160493827	0.0857142857142857	0	203.35	5517.94560185185	0	0	0.166666666666667	0	0.8	237.712231481481	725.588657407407	3437.98918650794	1244.62222222222	446.16111111111	0	0	0	0	3.58333333333333	0	1.47777777777778	0.966666666666667	5232.10516909171	4352.48444444444	3743.04933145944	0	42.1902777777778	2319.03649338624	20909.973139391	0	0	8954468.34696158
0159_AP39_21062_20180306_ST	9105290	20.3333333333333	12.6416666666667	95967.9312116046	146.794642857143	11465.4571318342	3016.78816402116	0	3.66666666666667	70.4081790123456	0	0	195.508333333334	5904.79849537037	0	0	0	0	1.25	209.683398148147	738.399768518518	3739.71762566137	1234.20833333333	434.488095238097	0	0	0	0	8.58333333333333	0.2	3.57777777777777	0.3	5633.04046450617	4813.50409722222	4379.09301256614	0.333333333333333	8.03796296296296	2358.70171492705	21985.2455073751	0	0	8942937.3077504
0159_AA34_42413_20190513_ST	9081212	9.16666666666667	17.7416666666667	100933.726581753	167.258928571429	10391.1504629629	2579.8322962963	0	0.666666666666667	97.9409722222222	0.428571428571429	0.15	100.008333333333	5148.5931712963	0	0	0.0333333333333333	0	8.55	179.728527777778	855.890972222222	3515.69985119048	1189.96513888889	353.586111111111	0	0	0	2.025	10.7916666666667	0.4	1.47222222222222	0.833333333333333	5000.9118486552	4437.06319444444	3890.38436232363	0	22.3555555555556	2681.0322771164	20814.0884218842	0	0	8918800.52386541
0159_AP39_21303_20180522_ST_E21	9080271	15.5	61.5333333333332	119364.986715894	181.747321428571	12000.7083333333	2504.82218783069	0	4.96874999999999	166.44837962963	1.8	0.05	144.658333333334	5635.25121527778	0	0	0	0	4.25	210.111657407408	1116.353125	3065.28620205026	1144.77763888889	372.516666666667	0	0	0	4.2	6	1.3	3.93055555555557	4.4	4799.90835486478	3804.4682175926	3346.58525371105	0	63.8703703703704	4768.64687485303	18595.4661459558	0	0.555555555555555	8898875.89881147
