sample_id	total	phosphotransferase_activity__alcohol_group_as_acceptor	tRNA_2__phosphotransferase_activity	NAD__kinase_activity	adenosine_kinase_activity	adenylylsulfate_kinase_activity	choline_kinase_activity	dephospho_CoA_kinase_activity	diacylglycerol_kinase_activity	dolichol_kinase_activity	ethanolamine_kinase_activity	galactokinase_activity	glycerol_kinase_activity	glycerone_kinase_activity	hexokinase_activity	homoserine_kinase_activity	hydroxyethylthiazole_kinase_activity	mevalonate_kinase_activity	pantothenate_kinase_activity	protein_kinase_activity	pyruvate_kinase_activity	ribokinase_activity	shikimate_kinase_activity	xylulokinase_activity	phosphofructokinase_activity	pyridoxal_kinase_activity	riboflavin_kinase_activity	X2_dehydro_3_deoxygalactonokinase_activity	X2_dehydro_3_deoxygluconokinase_activity	L_fuculokinase_activity	ribulokinase_activity	allose_kinase_activity	glycerate_kinase_activity	hydroxymethylpyrimidine_kinase_activity	inosine_kinase_activity	phosphoribulokinase_activity	protein_N_PI__phosphohistidine_sugar_phosphotransferase_activity	rhamnulokinase_activity	tagatose_6_phosphate_kinase_activity	tetraacyldisaccharide_4__kinase_activity	undecaprenol_kinase_activity	N_acylmannosamine_kinase_activity	phosphatidylinositol_phosphate_kinase_activity	inositol_3_kinase_activity	D_ribulokinase_activity	thiamine_kinase_activity	N_acetylgalactosamine_kinase_activity	aminoglycoside_phosphotransferase_activity	inositol_pentakisphosphate_2_kinase_activity	NADH_kinase_activity	LPPG_FO_2_phospho_L_lactate_transferase_activity	adenosylcobinamide_kinase_activity	ADP_specific_glucokinase_activity	ADP_specific_phosphofructokinase_activity	gluconokinase_activity	S_methyl_5_thioribose_kinase_activity	phosphoenolpyruvate_glycerone_phosphotransferase_activity	polyphosphate_glucose_phosphotransferase_activity	X5_dehydro_2_deoxygluconokinase_activity	beta_glucoside_kinase_activity	dehydrogluconokinase_activity	erythritol_kinase_activity	glucosamine_kinase_activity	glucose_1_6_bisphosphate_synthase_activity	glucose_1_phosphate_phosphodismutase_activity	macrolide_2__kinase_activity	fucokinase_activity	pseudouridine_kinase_activity	ribosylnicotinamide_kinase_activity	sedoheptulokinase_activity	tagatose_kinase_activity	triokinase_activity	X4__cytidine_5__diphospho__2_C_methyl_D_erythritol_kinase_activity	polynucleotide_5__hydroxyl_kinase_activity	inositol_tetrakisphosphate_kinase_activity	inositol_trisphosphate_kinase_activity	phosphatidylinositol_kinase_activity	phosphatidylinositol_bisphosphate_kinase_activity	X6_deoxy_6_sulfofructose_kinase_activity	protein_phosphocysteine_sugar_phosphotransferase_activity	protein_ribulosamine_3_kinase_activity	myo_inositol_1_2_3_4_6_heptakisphosphate_5_kinase_activity	dihydroceramide_kinase_activity	D_glucosamine_PTS_permease_activity	guanosine_kinase_activity	Remaining
0159_AK37_71002_20180215_ST	3297192	3048.41666666667	0	163.958333333334	11	86.85	0.75	284.541666666667	262.416666666667	0	0.5	349.95	450	899.416666666665	946.166666666665	102	87.9583333333335	45.6666666666667	367.916666666667	8188.16527777778	472.5	302.266666666666	146.488095238095	374.166666666667	1119.10476190476	525.166666666665	270.291666666667	13.5	166.5	3.25	33.75	2	674.666666666665	216	0.25	0	2222.35	470.75	156.958333333334	198.75	17.4166666666667	18.5	0.875	0	24	0	0	1.66666666666666	0	0.25	348.5	113.191666666667	0	0	64.25	23	66.75	3	459.25	156	0	1	12.5	0	7.16666666666665	0	30.1666666666667	35.5	56.4166666666665	0	0	0	300	0	0.285714285714286	0.285714285714286	0	0	3	0	0	0	0	1294.13333333333	0.25	3271490.26210318
0159_AY44_33025_20170915_ST	3271252	2652	0	173.416666666666	0.5	113.883333333333	0	241	418.333333333333	0	0	489.666666666667	534.166666666665	637.25	1256.41666666667	123.75	114.333333333333	1	430.333333333333	8307.82916666667	447.95	442.375	182.25	443.333333333333	1280.33333333333	500.5	249.083333333334	22.5	373	10.5	19.0833333333333	8.5	719.583333333335	232.15	0	0	1955.08333333333	490	158.875	173.5	39.4166666666667	102.5	0	0	9.83333333333335	0	0	0.75	0	0	151	141.808333333334	0	0	18	32.5	8.5	30.5	621.5	278.75	0	0	7	0	0	0	39.4166666666667	69.75	77.9166666666665	0	0	0	322.75	0	0	0	0.0833333333333332	0	15	0	2	0	0	592.916666666667	0	3245487.62916667
0159_AB10_26380_20190313_ST	3270006	2922.5	0	171.833333333334	0.5	62.65	0	280.575	270.333333333333	2	0	447.916666666667	574.416666666665	752.083333333335	1001.91666666667	127	118.933333333333	5.75	420.333333333333	8715.90297619048	453.116666666667	283.166666666667	207.575	438.5	1159.58333333333	578.875	291.583333333333	14.5	219	7	67	16	648.583333333335	200.066666666666	0.25	0.5	1176.26111111111	489.5	143.041666666666	125	17.1666666666667	185.25	7.16666666666667	0	24.5	1.25	0	17.3333333333333	1	0	180	92.275	0	0	29.75	20.5	16.8333333333333	56.5	471	223.5	0	0	9.5	0	0	0	45.3333333333333	55.25	42.125	0.5	0	0	348.375	5	0.1	0.2	1.625	0	10	0	0.5	0	0	350.2	0.25	3245399.26924603
0159_AA34_42445_20190716_ST	3263285	2505.33333333333	0	125.458333333333	5	86.6666666666665	0	225.583333333334	272.75	0	0	408.016666666666	744.642857142855	886.25	1004.5	64.25	140.958333333334	1.25	277.166666666667	9573.64166666666	406.516666666667	253.433333333334	196.55	505	1374.75	546	203.25	113	178	1.5	17.5	1	680.75	225.25	1	0	2357.63888888889	674.5	193.541666666666	100.75	2.25	154.5	0.75	0	2.5	0.5	0	7.83333333333335	0	0	40	112.616666666667	0	0	3.25	174.5	56.5	22	672.75	115	0	0	5.5	0	0	0	0	65	113.166666666667	0.5	0	0	309.25	0	0	0	0	0	13	0	0	0	0	927.166666666667	1	3236134.06825397
0159_AK37_71038_20181007_ST	3256229	3212.75	0	142.208333333334	7.5	110.766666666666	0	304.4	113	0	0	319.166666666667	1003.41666666667	998.916666666665	922	192.666666666666	114.308333333333	3.75	445.5	7394.04107142857	472.533333333333	462.791666666667	271.3	830.25	955	576.416666666665	187.166666666666	453.25	161.75	454.083333333333	453.916666666667	224.25	1149.58333333334	182.3	153.5	121.75	5188.11666666665	626.583333333335	730.083333333335	197	11.5833333333333	283.166666666667	2	0	11.1666666666667	125	0	5.33333333333335	0	0	507.5	181.908333333333	0	0	114.833333333333	18.5	418.166666666667	7.5	721.25	67.75	0	0	3.5	0	0	0	14.4166666666667	430.25	58.25	0	0	0	297.5	0	0	0	0	0	72.8333333333333	0.111111111111111	0	0	0	2213.43333333333	153.5	3221373.53115079
0159_AA34_42258_20181005_ST	3229161	3435.33333333333	0	104.916666666667	0	86.2333333333335	12.5	121.85	233.183333333334	0	0	336.283333333333	262.25	538	767.666666666668	52.6666666666665	24.875	1.5	237.466666666666	11041.2319444445	308.2	213.175	104.45	481.75	1241.33333333333	449.333333333333	177	6.5	321.75	29.25	102.166666666667	12.75	449.416666666667	104.75	0.5	2	863.061111111111	535.75	64	159.25	12	21.25	0	0	11.6666666666667	1	0	27.5	0	0	89	41.4666666666667	0	0	4	24.5	19.75	0	322.25	126.25	0	0	17	0	0.25	0	11.8333333333333	22.75	5.08333333333335	0	0	0	157.75	0	0	0	0	0	1	0.111111111111111	0	0	0	365	0.5	3204996.74583333
0159_AY44_33274_20191126_ST	3228807	2910.25	0	166.308333333334	7	129.5	1.5	207.683333333334	391.916666666667	0	0	371.083333333333	516.5	781.25	1089.33333333333	90.25	78.8333333333335	1.25	382.916666666667	8605.34583333333	424	480.908333333333	177.558333333334	450.333333333333	1187.11309523809	495.5	244.833333333334	25	279	6.5	27.5	7.5	710.083333333335	198.6	0	0	1444.11111111111	581.5	141.75	178.5	39.75	170	0	0	17.5	7.5	0	15.5	0	0	201	107.933333333334	0	0	21.25	78.25	28.25	42	446.5	247.5	0	0	16.5	0	0	0	33	22.75	25.625	0	0	0	293.25	0	0	0	0	0	16.5	0	0.25	0	0	570.916666666667	0	3203614.06329365
0159_AJ09_760030_20190822_ST	3217760	2487.41666666667	0	125.125	6	109.016666666666	0.5	178.916666666666	518.666666666665	0	0	279.666666666667	581.916666666665	723.5	1295.83333333334	111.8	86.5583333333335	1	316.666666666667	9051.73472222222	338.9	416.35	148.133333333333	716.5	1196.08333333333	540.083333333335	166.916666666666	70.5	339.5	82.5	111.291666666667	58.5	549.666666666665	247.116666666667	29.25	22	3466.7	672.5	133.666666666666	147.666666666666	5.75	88.0833333333335	0	0	5.54166666666665	37.25	0	2.25	0	0	123	76.2083333333332	0	0	43.2083333333333	60.25	97	73	504	94.75	0	0	16	0	0.416666666666667	0	0.25	77.5	207.708333333334	0	0	0	241.5	0	0	0	0	0	109.833333333333	0	22	0	0	1176.85	29.25	3189340.25694444
0159_AB18_26710_20201214_ST	3213954	2771.66666666667	0	190	4.5	80.5	0	242.5	351.316666666666	0	0	362.083333333333	477.166666666667	1056.33333333334	1188.41666666667	168.85	71.525	73.6666666666665	369.5	7621.66111111111	433.8	365.708333333333	197.275	475.916666666667	1104	604.75	198.208333333334	57.125	216.25	110.666666666667	114.458333333333	7.5	779.166666666665	141.291666666666	33.75	27.3333333333333	3408.48333333333	507	658.333333333335	132.625	76.0833333333335	181.25	65.5	0	22.4583333333333	28	0	67.3333333333333	0	0	654	125.733333333333	0	0	28.8333333333333	100.5	44.4166666666667	1	364.5	260.75	0	0	6.5	0	0.25	1.5	36.0833333333333	102.25	51.5	0	0	0	354.5	0	0	0	0	0	1.16666666666667	0	0	0	0	2716.36666666667	33.75	3184026.44722222
0159_AA34_42366_20190305_ST	3204068	5636.91666666667	0	153.958333333334	3.5	101.6	0.5	235.575	61.75	0	0	240.25	857.083333333335	1846.33333333334	673.083333333333	255.85	123.325	23.5	361.166666666667	5607.30601851852	571.8	391.533333333333	223.666666666666	799.083333333333	829.833333333333	763.333333333335	189.166666666666	575.125	111	412.5	374.333333333333	213.75	1099.08333333334	139.45	159.75	127.333333333333	6156.1888888889	609.333333333335	591.916666666665	295.083333333333	1.5	234.666666666666	0	0	43.9166666666667	119.25	4	251.5	0	0	890.5	162.35	0	0	137.25	71	807.166666666665	0	510.25	64	0	0.333333333333333	0	0	0.5	0	0	423	35.2083333333333	0	0	0	284	0	0	0	0	0	24.8333333333333	0	0.666666666666665	0	0	2883.85	159.75	3166143.54675926
0159_AP39_21358_20180320_ST_E21	3199560	3000.33333333333	0	164.916666666666	6.5	100.783333333334	0	181.875	306.3	0	0	264.916666666667	505.5	535.25	948.749999999998	61.7666666666665	43.65	1	342.916666666667	8038.77500000001	339.55	576.933333333335	140.608333333333	544.5	1066.66666666667	450	169	152.625	276.5	105.333333333333	198.041666666666	9.25	821.583333333335	207.066666666666	48.75	37.75	2004.59444444445	736.416666666665	62.4583333333335	218.875	56.75	30.75	0	0	45.5416666666667	41.75	0	0.5	0	0	182	159.191666666667	0	0	28.3333333333333	121.25	94.1666666666665	0.5	523.25	111.75	0	0	0.5	0	0.25	0	46.9166666666667	10.25	93.25	0	0	0	221.5	0	0	0	0	0	6	0	0	0	0	792.25	48.75	3174274.86388889
0159_AA34_42394_20190415_ST	3193641	3408.83333333333	0	147.041666666666	21	245.15	1.66666666666666	362.35	142.166666666666	0	0	293.75	598.5	1527	1190.66666666667	97	100.166666666667	1.5	343.083333333333	8339.71746031745	383.8	294.633333333333	236.041666666666	667.25	1537	581.75	234.25	43.5	348.75	21	37.5	22.75	827	156.333333333334	4	4.75	3482.52777777778	871.916666666665	265.208333333333	27.1666666666667	10.25	53.1666666666665	0.5	0	7	20	0	5.95833333333333	0	0	224	184.8	0	0	23.75	231.5	34.5	0.5	606.75	244.75	0	0	52	0	0	0	0	25	1.41666666666666	0	0	0	301	0	0	0	0	0	0	0	0	0	0	1138.25	4	3163605.18809524
0159_AB10_26154_20181106_ST	3191566	3236.41666666667	0	174.541666666666	1	106.483333333334	1.5	248.841666666666	294.016666666666	0	0	375.083333333333	509.75	565.5	1081.75	66.25	68.4583333333335	0.75	375.166666666667	8725.74682539682	393.111111111111	408.083333333333	153.2	532.416666666665	1155.25	496.75	214.416666666666	11.75	345	20.5	68.8333333333335	4	578.666666666665	239.75	2.25	2	1278.13333333333	528.25	110.833333333333	188.291666666666	32.6666666666667	23.1666666666667	1.5	0	40.3333333333333	3	0	2.25	0	0	148	170.9	0	0	1.25	21.5	7	0	437.5	133.5	0	0	2	0	0	0.5	99.4166666666665	30.5	66	0	0	0	293.5	0	0	0	0	0	0.666666666666667	0	0	0	0	396.15	2.25	3167089.70873016
0159_AQ29_10130_20181021_ST	3175410	2755.91666666667	0	224.875	0.5	29.2	0.5	263.225	135.916666666666	0	0	418.916666666667	431.75	701.333333333335	563.916666666667	100.25	158.625	37.4166666666667	341.083333333333	6346.46547619048	447.2	183.675	207.166666666666	239.25	1094.41666666667	561.416666666665	233.9	3.5	100	12	17.75	3	677.833333333335	220.183333333334	1.5	1.16666666666666	1990.00555555556	470.75	234.208333333334	235.291666666666	15.9166666666667	60.75	10	0	6.5	1	0	3.41666666666667	0	0	297	94.2416666666667	0	0	13.0833333333333	26.5	57.5	6	358.25	217.5	0	0.333333333333333	0.5	0	0	0	0.166666666666666	27	74.4166666666665	0	0	0	306.375	0	0	0	0	0	1.5	0.333333333333333	0	0	0	1060.85	1.5	3153325.26230159
0159_AA34_42212_201800907_ST	3174136	2739.5	0	131.333333333334	7	78.8333333333335	0	241.083333333334	230.583333333334	0	0	346.916666666667	584.40476190476	668.25	1012	31.75	91.9166666666665	1	271.833333333333	8946.74861111111	397.85	321.108333333334	152.416666666666	825.75	1281.16666666667	584.666666666665	195.041666666666	10	257.25	18.75	25.6666666666667	5.5	632.833333333335	231.983333333333	2.5	3	1995.42222222222	547.25	123.708333333333	149.833333333334	27.8333333333333	40.25	0	0	16.6666666666667	1.5	0	1.5	0	0	68	153.133333333333	0	0	11	60.5	35.0833333333333	16	506.75	160.25	0	0	6	0	0	0	34	24.5	129	0	0	0	251	0	0	0	0	0	10.3333333333333	0	0.25	0	0	493.616666666667	2.5	3148941.4827381
0159_AB18_26464_20190916_ST	3165271	3216.83333333333	0	151.208333333334	0	51.2166666666665	0	265.658333333333	224.166666666666	0	0	354.125	571.25	1094.58333333334	911.416666666665	133.85	122.008333333333	7.5	367.833333333333	7254.27361111111	493.933333333333	286.183333333334	221.708333333334	469.583333333333	1222.125	627.916666666665	245.716666666666	41.25	162.75	23.75	82.9583333333335	16.5	641.833333333335	197.7	28	18.5	2530.58333333333	675.75	275.25	169.25	35.25	76.6666666666665	3.5	0	8.20833333333335	17	0	0.333333333333333	0	0	430	120.891666666667	0	0	16.6666666666667	63.75	37.8333333333333	10.5	562.5	161	0	0	22.5	0	0	0	7.16666666666665	28.75	35.7916666666667	0	0	0	309.5	0	0	0	0	0	15	0.111111111111111	0	0	0	894.483333333333	28	3139228.43194444
0159_AA34_42127_20190206_ST	3153532	4864.16666666667	0	211.875	0	101.775	0	322	54.3833333333335	0	0	305.166666666667	1329.83333333334	462.916666666667	565.583333333333	390.5	73.825	6.75	539.75	5969.46944444445	438.633333333333	475.791666666667	205.458333333334	1103.5	1079.11666666667	375.25	234.345238095238	535.875	38.5	683	561.625	0	1185	95.1166666666665	194.25	165.25	6332.40277777777	711.5	823.416666666665	290.375	2	414.333333333333	0	0	11.625	151	0	0	0	0	805	58.1416666666667	0	0	277.333333333333	17	108	1	383.5	43	0	1	1.5	0	0.5	0	0	423	207	0	0	0	311.75	0	0	0	0	0	164.166666666667	0.0833333333333333	0	0	0	3570.5	194.25	3115659.91587302
0159_AB10_26131_20180920_ST	3139838	2696.58333333333	0	146.958333333334	1	69.3	1	237.883333333333	184.25	0	0	367.766666666666	395.5	738.416666666665	887.583333333333	75.75	87.45	0.916666666666665	317.666666666667	8475.98075396825	440.7	208.333333333334	178.908333333334	314	1153.16666666667	470.166666666667	234	18.5	222.5	3.75	34.0833333333333	1.5	490.5	171.25	2.75	2.5	1029.37777777778	552	108.125	165.5	21.5833333333333	26	0.25	0	12.0833333333333	1.75	0	2.375	0	0	120.5	108.708333333333	0	0	1.5	34.25	19.6666666666667	0.5	454.25	151	0	0.25	3.5	0	0	0	16.6666666666667	47.5	56.5833333333335	0	0	0	283.75	1	0	0	0	0	0.5	0	0	0	0	273.25	2.75	3117712.21646826
0159_AA34_42108_20180523_ST	3128238	2849.5	0	144.375	1	77.7666666666665	0	197.083333333334	306.75	0	0	287.166666666667	618.75	806.5	949.416666666667	66	91.7916666666665	1	287.416666666667	8948.66111111111	348.55	250.116666666667	173.241666666667	630.416666666665	1182.16666666667	520.666666666665	185.5	28.25	199.75	10.5	34.6666666666667	17.5	526.25	238.416666666666	0.25	2	1799.22222222222	682.75	118.5	171.166666666666	17.8333333333333	89.25	0.5	0	20.6666666666667	2.5	0	5.75	0	0	215	121.9	0	0	9.25	56.5	35.75	16.5	597.75	124.75	0	0	3	0	0	0	42.5833333333333	20.25	80.375	0	0	0	282	1	0	0	0	0	5.33333333333333	0	6.25	0	0	752.416666666667	0.25	3102977.58333333
0159_AJ09_750014_20191031_ST	3094286	2695.5	0	114.958333333333	40.5	62	0	203.016666666667	199.583333333334	0	0	384	494.5	905.75	1075	104.25	104.916666666667	0.25	315.916666666667	8503.3	365.05	247.366666666667	179.425	599.833333333335	1432.41666666667	527.25	183.291666666666	5	391.75	30	16.4166666666667	6	649.75	234.116666666667	0.5	0	3092.44444444445	597	190.333333333334	115.5	1.75	68.4166666666665	0.25	0	5.66666666666665	0	0	0.5	0	0	120	149.141666666667	0	0	4	40	33.75	2.5	668.25	298.25	0	0	7.5	0	0	0	0	48	71.375	0	0	0	287.25	0	0	0	0	0	1.5	0	1.75	0	0	1220.08333333333	0.5	3067188.68055556
0159_AV42_66141_20190731_ST	3084646	3147	0	171.375	0.5	80.4666666666665	1.25	209.166666666666	296.333333333333	0	0	365.75	500.666666666665	595.166666666665	817.166666666665	57.75	61.125	6.91666666666665	324.333333333333	9344.96805555556	320.5	375.45	141.841666666666	543.75	1062.33333333334	504.5	166.875	8	254.75	3	70.5	1.5	601.083333333335	214.875	0	0	1179.91666666667	611.25	88.4583333333335	155.5	59.5	34	2.5	0	39.5	0.5	0	10	0	0	118	140.666666666667	0	0	0.75	34	40.4166666666667	19.5	388.25	183	0	0	4.5	0	0	0	130.333333333334	15	31.6666666666667	0	0	0	238.25	0	0	0	0	0	3.5	0.111111111111111	0	0	0	561.166666666667	0	3060306.87083333
0159_AY44_33255_20191018_ST	3073255	3342.41666666667	0	200.958333333334	1	34.6	0	309.258333333333	123.166666666667	0	0	433.133333333333	532.25	1170.16666666666	465	78.5833333333335	86.2666666666665	4.16666666666667	335.416666666667	5964.26547619048	486.483333333333	170.683333333334	216.683333333334	279.5	1201	517.625	274.583333333333	43	141.75	5	65.8333333333335	4	734	109.666666666667	0.75	1.5	974.333333333335	545.25	155.416666666666	138.083333333334	10	24.6666666666667	0	0	14.6666666666667	0.5	0	25.9166666666667	0	0	406.5	92.9416666666668	0	0	2.5	18.25	13.75	1	256.5	66.5	0	2.5	10.5	0	0	0	14.6666666666667	63.75	18	0	0	0	349.5	0	0	0	0	0	5.33333333333333	0	0	0	0	169.5	0.75	3052541.01785714
0159_AJ09_750002_20190916_ST	3019426	3018.5	0	168.958333333334	0.5	70.7714285714285	0	209.716666666666	209.416666666666	0	0	293.833333333333	324.666666666667	679.041666666665	835.166666666665	95.6666666666665	60.2916666666665	2	306.583333333333	8045.38472222222	365.6	245.791666666666	151.941666666666	408.666666666667	1077.29761904762	458.333333333333	218.166666666666	15.5	195	4.25	66	9.5	537	141.625	0	0.25	941.861111111112	455.25	107.25	192	28.3333333333333	46	0	0	44	0	0	0.25	0	0	246.5	109.875	0	0	1.33333333333334	39.25	12.9166666666667	7	312.25	159.5	0	0	9	0	0	0	10.5	29.75	26.9166666666667	0	0	0	262.25	0	0	0	0	0	3.5	0	0	0	0	270.166666666667	0	2997894.92678571
0159_AK37_71030_20181005_ST	3008047	2805.83333333333	0	126.083333333333	3	71.15	2.25	210.333333333334	184.1	0	0	317.666666666667	372.583333333333	823.25	1033.66666666667	115.5	73.6333333333335	20	321.333333333333	9002.34722222223	390.15	231.466666666666	157.991666666667	327.083333333333	988.392857142858	511.583333333335	210.5	74.375	202.25	45.4166666666667	86.6666666666665	12.25	660.416666666665	166.525	16.75	12.75	1974.75277777778	507.75	141.583333333334	135.708333333334	32.75	30.6666666666667	3	0	21.6666666666667	21.75	0	17.0833333333333	0	0	218.5	121.991666666667	0	0	12.5	61.75	54	21.5	512.75	344.75	0	0	5	0	1.41666666666666	0	19.25	57.25	15.3333333333333	0	0	0	240.25	0	0	0	0	0	7.5	0.0833333333333333	0	0	0	894.733333333333	16.75	2982977.68214286
0159_AN08_59001_20171018_ST	3000491	2519.16666666667	0	122.125	0.5	106.916666666667	1	280.916666666667	197.516666666667	0	0	352.283333333333	357.5	855.166666666665	1056.41666666667	57	95.6166666666665	1	258.833333333333	8454.80416666666	354.1	136.808333333334	189.266666666667	524.75	1228.04166666667	531.75	196.083333333334	30.5	138.5	42.25	14.4166666666667	7	567.75	192.416666666666	0.5	1	2086.25833333333	585.75	174.666666666666	78.4166666666665	17.5	30.75	0.5	0	5.83333333333335	5.5	0	6.375	0	0	200	141.983333333334	0	0	1.75	44.5	19.8333333333333	0.5	691.5	98.25	0	0	12.5	0	0	0	0	13.25	11.875	0	0	0	276.75	0	0	0	0	0	2.5	0.194444444444445	0	0	0	561.066666666667	0.5	2976550.60138889
0159_AB10_26040_20180417_ST	2995587	2414.41666666667	0	123.041666666667	0	78.1	0	157.083333333334	283.5	0	0	257.583333333333	464.5	246.25	851.249999999999	19.75	49.2083333333333	0.75	229.416666666666	9199.7625	310.2	386.125	143.241666666667	542.75	1103.08333333333	535.5	166.333333333334	1.5	340.5	9.5	0.75	0.5	389.833333333333	200.1	0	0	547.999999999999	800.75	81.2083333333335	214.25	3.5	28.75	0	0	0	0	0	0	0	0	94	62.6	0	0	3.5	9.5	6.75	5	415.5	102.25	0	0	0	0	0	0	0.125	2	168.25	0	0	0	185.5	0	0	0	0	0	8	0	0	0	0	344.25	0	2973998.7875
0159_AP39_21147_20180112_ST	2994153	2366	0	129.058333333334	3	67.65	0.5	270.316666666666	147.333333333334	0	0	415.1	602.416666666665	786.333333333335	827.750000000002	104.5	132.4	0.75	336	8302.77023809524	381.7	223.375	181.7	420.25	1388.41666666667	483.75	187	10.5	374.25	7.5	23.4166666666667	3	505.75	229	0	0	2136.97222222222	542.5	134	93.75	12	68.5	0	0	20.1666666666667	0	0	1.625	0	0	86.5	132.116666666667	0	0	0.25	65.5	67.8333333333335	1	987.75	151	0	0	10	0	0.25	0	18.9166666666667	83	86.0833333333335	0	0	0	270.5	0	0	0	0	0	3.5	0	0	0	0	1012.25	0	2969255.54920635
0159_AZ03_32087_20191111_STHS	2984201	2524.83333333333	0.166666666666666	166.75	1.5	51.6833333333335	0.5	278.916666666667	149	0	0	401.416666666667	254.666666666666	539.5	950.916666666668	28.25	129.975	0.25	271.5	7524.57559523809	382.2	208.083333333334	157.85	204	1198.83333333333	264.5	199.916666666666	18	137.25	244	33.0833333333333	4.5	394.583333333333	210	0	0	1049.80555555556	326	54.2083333333335	303.5	16	8.66666666666665	0	0	16.3333333333333	1.5	0	160.666666666667	0	0	90	158.325	0	0	0.75	90.5	12.5	0.5	488.5	97.75	0	0	5.5	0	0	0	32.8333333333333	7.75	17.5	0	0	0	298	0	0	0	0	0	0	0	0	0	0	348.25	0	2963684.46051587
0159_AN08_59000_20171012_ST	2980795	2035.08333333333	0	152.166666666666	1.5	56.1666666666665	0	280.391666666666	161.416666666666	0	0	424.166666666667	352.25	676.416666666665	732.083333333333	71	82.3333333333335	0	335.083333333333	7240.35833333333	465.5	223.958333333334	183.35	286.25	1226.66666666667	528.75	225.583333333334	12.5	229.5	52	25.75	1	574.083333333335	188.25	0	0	944.749999999999	288.75	84.7916666666665	215	15.6666666666667	24.75	0	0	15.5	0	0	0	0	0	155	114.216666666667	0	0	0	21.5	7.66666666666665	0	453.25	97.75	0	0	1.5	0	0	0	8.25	31.75	43.5	0	0	0	256.5	0	0	0	0	0	0	0	0	0	0	190.416666666667	0	2961000.93333333
0159_AJ09_750038_20191031_ST	2978294	2331.58333333333	0	153.291666666666	1	62.7309523809525	0	276.508333333333	220.916666666666	0	0	355	399.25	629	797.666666666665	72.5	109.583333333333	0	298.583333333333	7876.06527777778	447.666666666667	242.083333333334	162.533333333334	391	1205.40476190476	432.625	220.375	9	165.25	56.25	25.5833333333333	2	401.75	164.25	0	0.25	810.472222222223	444.25	123.166666666667	179.75	22.25	17.5	0.5	0	11.3333333333333	0.5	0	2.25	0	0	166	109.466666666666	0	0	0	26	4.75	1	446	82.5	0	0	3.5	0	0	0	38.8333333333333	43	40.75	0	0	0	280.25	0	0	0	0	0	1	0	0	0	0	141.25	0	2957788.02678571
0159_AB10_26348_20190115_ST	2970862	2973.83333333333	0	150.491666666667	1.5	89.85	0	197.625	222.683333333334	0	0	300.166666666667	537.75	583.75	949.333333333335	41	68.5666666666665	0.416666666666667	272.5	9198.0125	343.45	245.65	139.191666666666	552.5	1083.91666666667	504.375	161.166666666666	32.125	132.75	23.8333333333333	57.6666666666665	11.5	525	188.416666666666	2	1.5	1323.44444444444	407	100.541666666667	144.416666666666	53.25	46.75	0	0	39.1666666666667	2	0	2.125	0	0	86	142.733333333333	0	0	7.16666666666665	49.5	30.25	9.5	443.75	128.5	0	0	5.5	0	0	0	114.583333333333	35.25	5.75	0	0	0	231.75	0.25	0	0	0	0	15	0	0	0	0	570.083333333333	2	2947273.21805556
0159_AZ03_32017_20180615_STLS	2970666	2129.66666666667	0	146.266666666667	0.5	53.2666666666665	0	284.033333333333	143.166666666666	0	0	390.083333333333	484.333333333333	609.375	831.750000000002	126.75	124.333333333333	0	324.75	7549.16904761904	410.15	185.291666666666	192.666666666666	368.75	1305.47619047619	493.666666666667	221.833333333334	11.75	205.5	12.5	20.6666666666667	2	628.166666666665	225.35	0	1.75	1300.05555555555	537.25	155.75	86.25	18.8333333333333	27.6666666666667	0.375	0	5.66666666666665	0	0	2.75	0	0	125	160.933333333333	0	0	5.5	17.5	8.5	8	754.25	174.5	0	0	8	0	0	0	30.8333333333333	37.25	44.2916666666667	0	0	0	290.1	0	0	0	0	0	20.1666666666667	0	0	0	0	362.5	0	2949001.11587302
0159_AV42_66166_20190824_ST	2961531	3064.66666666667	0	155.416666666666	0	23.9166666666667	0	259.783333333333	246.25	0	0	380.416666666667	431.916666666667	1039.5	861.083333333335	117.5	126.783333333334	0	302.416666666667	7378.76289682539	469.966666666667	275.25	201.45	371.75	1315.08333333333	509	244.833333333334	28.5	232.5	112.25	81	15	392.25	188.333333333334	0.25	0.25	1981.48333333333	451.75	171.791666666666	130.916666666666	18	60.25	0	0	6	0.5	0	2.25	0	0	116	84.1	0	0	1.25	42.25	17.1666666666667	1	333.5	229.75	0	0	26	0	0.25	0	0	18.25	15.8333333333333	0	0	0	317	0	0	0	0	0	0	0	0	0	0	515.45	0.25	2938163.92876984
0159_AQ29_10083_20180506_ST	2947171	2777.41666666667	0	219.833333333334	0	26.125	0	255.266666666667	52.1666666666665	0	0	413.166666666667	138	281.083333333333	216.666666666666	60	56.8916666666665	1	283.5	5201.77222222222	395.35	173.875	163.45	157	867.749999999998	413.5	247.166666666666	1.5	26.5	2	7.66666666666665	0	624.916666666665	235.416666666666	0	0	806.666666666665	456	75.125	281.916666666667	8.58333333333335	22.5	0	0	2.16666666666667	0	0	0	0	0	83	75.4583333333333	0	0	0.75	8	11.0833333333333	1	224	46	0	0.25	0	0	0	0	0	23.5	2.83333333333333	0	0	0	275	0	0	0	0.125	0	0	0	0	0	0	180	0	2931288.06111111
