sample_id	total	phosphotransferase_activity__alcohol_group_as_acceptor	tRNA_2__phosphotransferase_activity	NAD__kinase_activity	adenosine_kinase_activity	adenylylsulfate_kinase_activity	choline_kinase_activity	dephospho_CoA_kinase_activity	diacylglycerol_kinase_activity	dolichol_kinase_activity	ethanolamine_kinase_activity	galactokinase_activity	glycerol_kinase_activity	glycerone_kinase_activity	hexokinase_activity	homoserine_kinase_activity	hydroxyethylthiazole_kinase_activity	mevalonate_kinase_activity	pantothenate_kinase_activity	protein_kinase_activity	pyruvate_kinase_activity	ribokinase_activity	shikimate_kinase_activity	xylulokinase_activity	phosphofructokinase_activity	pyridoxal_kinase_activity	riboflavin_kinase_activity	X2_dehydro_3_deoxygalactonokinase_activity	X2_dehydro_3_deoxygluconokinase_activity	L_fuculokinase_activity	ribulokinase_activity	allose_kinase_activity	glycerate_kinase_activity	hydroxymethylpyrimidine_kinase_activity	inosine_kinase_activity	phosphoribulokinase_activity	protein_N_PI__phosphohistidine_sugar_phosphotransferase_activity	rhamnulokinase_activity	tagatose_6_phosphate_kinase_activity	tetraacyldisaccharide_4__kinase_activity	undecaprenol_kinase_activity	N_acylmannosamine_kinase_activity	phosphatidylinositol_phosphate_kinase_activity	inositol_3_kinase_activity	D_ribulokinase_activity	thiamine_kinase_activity	N_acetylgalactosamine_kinase_activity	aminoglycoside_phosphotransferase_activity	inositol_pentakisphosphate_2_kinase_activity	NADH_kinase_activity	LPPG_FO_2_phospho_L_lactate_transferase_activity	adenosylcobinamide_kinase_activity	ADP_specific_glucokinase_activity	ADP_specific_phosphofructokinase_activity	gluconokinase_activity	S_methyl_5_thioribose_kinase_activity	phosphoenolpyruvate_glycerone_phosphotransferase_activity	polyphosphate_glucose_phosphotransferase_activity	X5_dehydro_2_deoxygluconokinase_activity	beta_glucoside_kinase_activity	dehydrogluconokinase_activity	erythritol_kinase_activity	glucosamine_kinase_activity	glucose_1_6_bisphosphate_synthase_activity	glucose_1_phosphate_phosphodismutase_activity	macrolide_2__kinase_activity	fucokinase_activity	pseudouridine_kinase_activity	ribosylnicotinamide_kinase_activity	sedoheptulokinase_activity	tagatose_kinase_activity	triokinase_activity	X4__cytidine_5__diphospho__2_C_methyl_D_erythritol_kinase_activity	polynucleotide_5__hydroxyl_kinase_activity	inositol_tetrakisphosphate_kinase_activity	inositol_trisphosphate_kinase_activity	phosphatidylinositol_kinase_activity	phosphatidylinositol_bisphosphate_kinase_activity	X6_deoxy_6_sulfofructose_kinase_activity	protein_phosphocysteine_sugar_phosphotransferase_activity	protein_ribulosamine_3_kinase_activity	myo_inositol_1_2_3_4_6_heptakisphosphate_5_kinase_activity	dihydroceramide_kinase_activity	D_glucosamine_PTS_permease_activity	guanosine_kinase_activity	Remaining
0159_AS41_40055_20180716_ST	251882058	279766.9	0	12220.9714285715	52	9294.10476190475	8.25	18903.05	11308.4	0	0.5	25875.1083333334	51022.011904762	73039.7916666665	70721.4666666667	10385.75	7573.875	27.9166666666667	22623.5416666666	544358.685912698	34609.3678571429	34702.425	16801.1095238095	53557.4166666665	89450.080952381	47309.2916666666	16606.225	24287	9990.5	18994.9166666666	31605.375	96.5	84098.5833333335	13997.5	8254.91666666665	5981.95833333335	335240.666666667	55473.5833333335	19663.4166666666	14349.5	479.166666666667	3366.66666666667	2.875	0	3044.625	9034.25	0	65.875	0.25	0.25	28889	13520.1666666667	0	0	4037.33333333333	17285.8333333334	11195	17	53452	16685.25	11	1.25	288.75	0	6.5	0	23.9166666666667	1519.25	4849.54166666667	1.25	0	0	22362.9166666666	0.958333333333335	0	0	2.25	0	1270.5	0	0.5	0	0	145101.183333333	8254.91666666665	249485035.117659
0159_AP39_21110_20190111_ST	186513229	155795.119047619	0.5	12076.7333333333	37.5	2830.275	46.75	18581.7916666666	9096.28333333335	0	0	23722.9583333334	29639.5595238095	44750.5	42057	8321.91666666665	9620.26666666665	1709.41666666666	21015.6666666666	424536.299603175	27112.8833333333	14385.1583333333	13808.0083333333	18985.5	67080.8083333333	35120.625	13416.0083333333	5437	6379.5	4913.66666666667	8228.70833333335	278.75	46979.5416666666	13982.2166666667	1668	1593.91666666666	152953.222222222	27507.8333333334	16769.75	11850.8333333334	1076.75	6146.5	460	0	1275.45833333334	1066.5	0	208.208333333334	0	0	17525.5	7134	0	0	1504.5	5013.5	5010.75	204	34458.5	12637.5	1	8.16666666666665	20	0	79.25	0	322.083333333333	6472	2925.375	0	0	0	18483.375	0	0	0	1.41666666666667	0	121.833333333333	13.5	1.5	0	0	78728.25	1668	185018371.11627
0159_AA34_42475_20190911_ST	166344029	137162.25	0	7526.41666666665	97	3650.84047619047	65	12291.8666666667	10727.4	0	0	19939.1833333333	28164.9761904762	37369.25	48379.9583333333	3595.25	3867.625	9.83333333333335	15658.5	464472.534986772	22600.0333333333	14613.9666666667	8388.97142857145	23506.5	64471.4083333333	24556.7916666666	10637.1666666666	1251.75	12726	1080.25	2195.20833333333	369.5	36652.25	10488.975	3.25	1.83333333333334	56869.8444444445	27722.7083333334	4661.375	7646	946.5	2001.41666666666	6.25	0	1489.125	6.75	0	127.708333333333	0	0	7030.5	6223.31666666667	0	0	37.3333333333333	3411.5	1029.91666666666	6	27652.75	6225.5	0	0.25	114.25	0.333333333333333	0	0	2704.75	2047.25	3405.04166666667	0.5	0	0	13599.75	0	0	0	0	0	13.5	0.111111111111111	0.25	0	0	17515.6666666667	3.25	165125007.863029
0159_AA34_42480_20191103_ST	114788551	78402	0	5388.95833333335	92.5	2106.76904761905	5.33333333333335	10698.1916666666	14521.1333333333	0	0	18526.05	21165	30969.3333333334	59961.5833333332	6754.83333333335	6351.80833333335	70.25	16137.3333333334	301153.188425926	19773.9428571429	13560.2666666667	9301.70833333335	15823.1666666666	55041.0833333334	20065.4583333334	8903.975	234.625	11015	46.25	174.5	72.75	29160.2083333334	9837.88333333335	25.25	21.25	112580.916666667	14466.5	6800.33333333335	3111.5	1507.41666666666	3364	18	0	31.75	51	0	5.08333333333335	0	0	3144	5666.29166666667	0	0	823.541666666665	553.75	1800.08333333334	2947.5	36774.25	11675.5	0	7.25	125	0	4.75	0	0.25	4904.75	129.625	0	0	0.166666666666666	13111.75	0	0	0	0.0833333333333332	0	3022	0.805555555555554	30.25	0	0	32628.7833333333	25.25	113763877.28578
0159_AP39_21298_20181004_ST_E21	86839131	65630.3333333333	0	3780.58333333333	30.5	1972.39642857143	27.5	6691.025	5875.63333333335	0	0	12439.0166666667	13558.2261904762	18402.25	27206.125	3144.25	3118.61666666666	48.25	9447.41666666665	230117.608730158	11559.45	5451.4	5144.36666666665	9767.58333333335	38025.7380952381	13869.875	5830.54166666665	359.5	6219	623.416666666665	784.208333333335	88.5	16357.1666666666	6040.45833333335	7	7.91666666666665	42853.9944444443	14772.9166666666	4433.41666666667	3278.75	321.5	1775.5	12.75	0	372.125	9.25	0	71.7083333333335	0	0	2640.5	4191.15	0	0	77.75	581.25	439.166666666667	162.5	24178	6670.25	0.25	2.75	117.25	0.166666666666666	11.75	0	184.083333333334	2881.5	1749.79166666666	0	0	0	7846.5	1	0	0	0	0	172.833333333333	0.555555555555555	0.5	0	0	11634.0666666667	7	86186052.6722222
0159_AK37_71062_20190607_ST	69169479	64303.3333333333	0	4030.38333333334	4	962.816666666665	0	6409.50833333335	6112.06666666665	0	0	9130.775	11941.8452380952	13564.75	19712.8333333334	4042.75	3056.275	66.0833333333335	8643.41666666665	180080.841269841	10032.2166666667	5885.15833333335	4490.15	10505.6666666667	23208.0595238095	12215.25	6801.25	1378.625	5430	1867.66666666666	1614.20833333334	645.75	11377.25	4553.275	286.75	323	31607.3611111111	12395.5833333334	3640.70833333333	4458.16666666667	311.416666666667	5526.75	19	0	395.958333333333	257.5	0	449.333333333333	0	0	5417.5	2590.68333333334	0	0	962.416666666665	1032.75	900.583333333335	1473.5	10857	6479	0	0.166666666666666	123	0	3	0	1107.75	1513.5	793.583333333335	0	0	0	7988.95	0	0	0	0	0	309.833333333333	0	5.25	0	0	12886.35	286.75	68623009.7011905
0159_AP39_21108_20171121_ST	68136264	78961.9166666667	0	3103.53333333334	23.5	1863.72261904762	16.5833333333333	5544.99166666665	3014.83333333333	0	4.83333333333333	5397.375	17120.6666666666	20702	16780.4166666667	3804.56666666666	2061.48333333333	167.75	8082.41666666665	162935.233333334	8972.5	9843.25833333335	5138.3380952381	15371.4333333334	19020.075	10266.6666666666	4468.08333333333	8453.25	2575	7410.08333333335	6970.79166666665	4090.25	20287.4333333333	2795.875	2261	2141	85600.9777777776	15390.6666666666	11251.625	4488.29166666667	253.083333333334	4870.91666666667	9	0	430.291666666667	2029.5	0	55.4583333333335	0	0	10802	3378.425	0	0	1036	1301	6721.58333333335	31.5	10962	3075.25	0	0.583333333333335	58.75	0.333333333333333	7.75	0	204.25	6545.5	1265.04166666666	10	0	0	5820.675	0	0	0	0	0	1458.33333333333	0	6.41666666666665	0	0	34750.1833333333	2261	67462536.7531746
0159_AP39_21129_20180205_ST	62377466	60076.4166666667	0	2828.90476190476	38.5	1120.64166666667	1.25	5266.66666666665	4505.11666666666	0.5	0	6646.35	10044.619047619	16737.5	20456.3666666667	2782.75	2098	4.5	6337.75	167599.154695767	8863.4	4061.31666666666	3951.87142857143	8130.91666666668	25925.45	10211.7083333334	5943.14166666665	570	2294.5	461.833333333333	744.583333333335	161	12445.9166666666	3055.03333333334	5.5	4.41666666666667	33167.5388888889	10579.4166666666	2736.875	2437.16666666667	290.25	1243.91666666666	0.25	0	449.833333333333	68	0	203.541666666666	0	0	2843.66666666667	2349.725	0	0	92.4166666666665	1390.25	476.583333333333	174	8446	6227	0.25	26.3333333333333	295.75	0	0.166666666666666	0	0.583333333333335	868.5	132.875	0.5	0	0.166666666666666	6642.375	0.125	0	0	0.125	0	140	0	26.25	0	0	9277.11666666667	5.5	61893497.3778439
0159_AP39_21301_20180706_ST_E21	62312960	43872.5	0	2609.29166666667	20	1367.90238095238	11.25	4832.475	3845.93333333334	0	0	8968.71666666665	9905.08333333335	13468.5833333334	19381	2209	2301.925	20.75	6526.33333333335	165061.893650794	8439.08333333333	3464.04166666667	3768.0130952381	6504.91666666665	27012.5928571428	10075	4172.45833333333	237	4157.5	482.25	475.333333333333	51.5	11560.9166666666	4289.81666666666	0	0.666666666666665	32418.1388888889	10163.4166666666	3411.83333333333	2302.75	219.25	1292.5	3.25	0	153.333333333334	1.25	0	12.3333333333333	0	0	2165.5	2801.70833333333	0	0	29.25	346	304.25	69.5	17748.75	4540.5	0	0.5	59.25	0	1.75	0	203.75	2143.25	1236	0	0	0	5505.875	0	0	0	0	0	81.5	0.222222222222222	2.25	0	0	8597.16666666667	0	61848051.2452381
0159_AK37_71054_20190305_ST	44724247	46135.3928571429	0	2651.17142857143	7	1284.91666666666	388.25	4161.03333333333	4441	0	0	5316.25833333335	8947.91666666665	15457.8333333334	15946.0833333334	1580.56666666667	1389.00833333334	714.833333333335	5165	108252.385912698	6178.5	5550.975	2666.26666666667	7618.75	14822.9583333333	7974.16666666665	3051.21666666666	437	3459.5	378	1526.70833333334	73	13102.0833333334	3102.35833333333	209.75	194.416666666666	47909.1777777778	6794.41666666665	4082.04166666667	1559.16666666666	690.666666666665	1324.16666666666	110	0	664.458333333335	117	0	541.125	0	0	5962.5	1886.225	0	0	389.958333333333	584.25	2686.83333333333	454	6021	2523.25	0.5	0.25	147	0	166.416666666666	0	845.083333333335	900.5	694.208333333335	2	0	0	4162.75	0	0	0	0	0	187.666666666667	1.66666666666667	0.166666666666666	0	0	25284.1666666667	209.75	44315160.3386905
0159_AK37_71051_20190224_ST	44419239	28225.8333333333	0	2466.125	4	687.216666666665	0	4575.09166666667	1784.91666666666	0	0	5508.78333333335	8964.4880952381	8877.08333333335	9227.66666666665	1266.78333333333	1264.41666666666	2.91666666666667	4180.33333333333	102544.317989418	6652.51666666667	4226.975	2896.85	3908	15200.95	9872.16666666665	3667.75	857	1711.5	693.166666666665	1507.04166666666	77	11766.4583333334	2138.2	398.75	324.333333333333	23357.6027777778	4737	1788.75	3669.08333333333	99.1666666666665	446	1.75	0	226.375	280.25	0	2.25	0	0	2325.5	1602.225	0	0	234.083333333334	1012.25	505.583333333335	9.5	7188.5	1236	3.5	3.75	12.5	0	0	0	136.666666666666	464.5	611	0	0	0	4151.25	0.25	0	0	0	0	211.666666666667	0.194444444444445	0.25	0	0	6664.23333333333	398.75	44112379.9883598
0159_BC12_41010_20171203_ST	38285200	40804.3333333333	0	1877.16666666666	41	575.57857142857	3.25	3012.84166666666	1532.58333333334	0	0	4083	6036.0357142857	12773.5833333334	11177.8333333333	1194.91666666666	1419.80833333333	0.666666666666665	3828	99726.9575396825	5470.19285714286	3787.35833333333	2387.61666666666	5557.25	15780.1130952381	4772.625	3320	172	1863	694	510.416666666665	200	7614.125	1496.26666666667	0	24.5	25131.65	5591.75	1784.375	1592.75	128.25	1334.25	0	0	160.166666666666	51.5	0	648.833333333335	0	0	2465	1158.93333333333	0	0	4.75	629.25	504.833333333335	30.5	6008.75	2342.5	0	0	489.5	0	0	0	24.6666666666667	434.25	243.25	14	0	0	4013.125	0.5	0	0	0	0	38.5	0.111111111111111	0	0	0	6895.11666666667	0	37981741.9194445
0159_AV42_66107_20190327_ST	34893409	38873.75	0	2041.70833333334	0.5	902.4	0.25	3799.58333333333	815.066666666665	0	0	5122.54166666665	6005.75	4971.83333333333	10563	1833.8	989.816666666665	39.6666666666667	4859.16666666667	68809.8805555555	5563.6	3504.04166666667	3067.325	6362.08333333333	9818.92142857145	7566.41666666665	2545.75	2293.125	2681.75	3400.16666666667	3724.125	16.5	8548.91666666665	1757.625	1304	2249.16666666667	43705.9638888889	6712.41666666665	6411.125	3384.29166666667	87.6666666666665	2558.58333333333	308.5	0	68.125	1341.25	0	8.25	0	0	5723.5	1799.20833333333	0	0	1163	87.5	957.083333333335	50.5	4021	458.5	0	1.16666666666666	18.5	0	0.916666666666665	0	9.75	3746	489.5	0	0	0	3415.25	0	0	0	0	0	1078.33333333333	0.0833333333333333	11.25	0	0	17640.6	1304	34572814.959127
0159_AP39_21065_20180201_ST	34822918	29128.7	0	1634.83333333334	19.5	969.60595238095	5.25	2451.03333333334	2362.125	0	0	3877.86666666666	6219.2380952381	7572.91666666665	10176.4166666666	638.75	590.116666666665	34	3408.83333333333	93972.6557539682	4445.93333333333	2439.33333333333	1692.5	5786.25	14848.0476190476	5857.91666666665	2379.08333333333	807.75	3878.5	195.166666666666	595.333333333335	26.5	5547.25	1898.36666666666	0.5	0.833333333333335	12777	6520.91666666665	1095.91666666666	1798.75	209.5	246	1.91666666666667	0	173.333333333334	10	0	18.125	0	0	1408	1402.63333333333	0	0	6.5	523.5	129.833333333334	3	5390	1145.75	0	0	63.5	0	8.5	0	354.25	431.75	1192.08333333334	4	0	0	2635.85	5.5	0	0	0	0	49.5	0	0	0	0	3464.75	0.5	34568386.0359127
0159_AP39_21295_20180811_ST_E21	34369045	33605.2833333333	0	1697.00833333334	13	698.82142857143	75.25	2998.06666666666	2076.61666666666	0	0	4440.6	5822.7261904762	11552.75	8962.83333333332	1208.45	1171.975	35.0833333333333	3724.41666666667	77743.9766534392	4862.83333333333	2810.275	2469.85476190476	5011.33333333333	13389.6416666667	6700.95833333335	2553.16666666667	651.875	1577.25	515.333333333335	755.458333333335	134	8394.79166666665	1818.96666666667	153.25	130.166666666666	21546.1611111111	5695.16666666665	3286.79166666667	1417.875	174.583333333334	724.5	2.41666666666667	0	115.958333333333	143.5	0	255.833333333333	0	0.25	3812.83333333333	1569.5	0	0	123	762.5	410.833333333333	133	5409	1268.25	0	4.5	72.25	0	3.33333333333333	1	54.25	539	580.291666666665	4.75	0	0	3429.6	0.5	0	0	1	0	48.1666666666667	0	14	0	0	6704.61666666667	153.25	34102826.5265212
0159_AZ03_32019_20180325_ST	33704867	39373.619047619	0.166666666666666	2001.10833333333	13.5	403.541666666667	4.5	3105.51190476191	1233.11666666666	0	0	4515.20833333333	5469.5476190476	15610.75	7663.38333333332	1011.08333333333	1051.625	35.6666666666667	3938.625	70006.0787698412	4879.73333333333	2165.11666666666	2420.68928571428	4936.35	13082.6761904762	6672.125	2834.625	159	1936.75	190.416666666666	942.583333333335	74.5	7292.25	1138.95833333334	6	7.41666666666665	10296.0805555555	5064.5	1819.83333333334	951.458333333335	153.75	317.833333333333	1.375	0	405.666666666667	4	0	441.458333333333	0	0.25	4039.33333333333	1272.39166666667	2	2	10.9166666666667	283.75	350.333333333333	5	3006	544.5	0.25	9.75	65.25	0.166666666666666	2.25	0	275.416666666667	720	236.708333333334	10	0	0.166666666666666	3347	0.5	0	0	1.08333333333333	0	18.8333333333333	0.194444444444445	0	0	0	1640.2	6	33465384.5771826
0159_AK37_71050_20190313_ST	33238352	34371.5833333333	0	1779.19285714286	55.5	597.683333333335	3.5	2844.325	1557.08333333334	0	0	4289.56666666666	5907.07142857145	12518.2291666666	9629.50000000002	1458.83333333334	1332.29166666666	111.25	3952	83075.8932539683	5143.36666666667	2032.6375	2317.51666666667	3755.08333333333	12522.1857142857	6030.25	2969.18333333334	411.25	1935.75	28.75	318.016666666666	104	5967.33333333335	1667.73333333333	0	1.33333333333334	19131.3611111111	5735.75	2020	1001.875	279.583333333333	522.333333333335	25.75	0	153.266666666667	31.5	0	42.0416666666667	0	0	3471.5	1031.575	0	0	12.8333333333333	254.666666666666	526.25	49	3565.5	2111	0	13.9166666666667	161.25	1.16666666666666	4.75	0	343.5	417.5	126.208333333333	3.5	0	0	3443.575	0	0	0	0	0	21	2.08333333333333	0	0	0	6396.58333333333	0	32978763.2873016
0159_AZ03_32013_20200922_ST	32993539	33876.0333333333	0	2026.79166666666	45	511.958333333335	1.41666666666666	3059.44166666666	1128.41666666666	1	0.166666666666666	4774.20833333333	5906.07142857145	10669.0833333334	5591.78333333333	830.5	528.6	77.0416666666665	3378.91666666667	70474.0136904761	4380.95	2074.40833333334	2057.87857142857	4067.45	10808.7416666667	5267.83333333335	2826.06666666666	167.5	1255	39.25	696.25	18.5	6589.20833333335	816.708333333335	1.5	6	6217.11111111112	5860.75	1039.29166666666	1547.91666666666	92.5833333333335	127.416666666667	15.4166666666667	0	364.833333333333	6	0	18.4166666666667	0.75	0	2988.16666666667	1251.63333333333	0	0	12.5	285.75	203.416666666666	3	1355.75	585.75	0.25	0.25	87.75	0.166666666666666	0.166666666666666	0	291.25	289.5	160.125	0.75	0.5	0	3554.76666666667	6	0.9	1.8	2.375	0	9.5	0	1	0	0	1196.33333333333	1.5	32782003.9751984
0159_AB10_100710_20181001_ST	32532675	32321.3333333333	0	1690.1	11.5	739.038095238095	6.41666666666665	3012.18333333334	1595.2	0	0	3854	7478.08333333335	12252.1666666666	7365.08333333333	1788	1513.68333333333	209.333333333334	3661.16666666667	79771.2945767195	4910.3	3197.60833333333	3051.275	6842.41666666669	11711.8083333333	5774.125	2023.45833333334	4108	564	2366.08333333333	2770.91666666667	1461.25	7678.5	2346.68333333334	827	774.25	46703.261111111	6001.16666666665	6319.16666666665	1463.20833333334	233.166666666666	2510.33333333333	45	0	163.666666666666	548.5	0	400.416666666667	0	0.25	5178	1640.03333333333	0	0	397.583333333333	516.5	1060.91666666666	45.5	6122.5	1684.25	0.25	7.58333333333335	64.5	0	7.5	0	2.66666666666667	2536.75	433.666666666667	0	0	0	3321.25	0	0	0	0	0	19.3333333333333	3.55555555555555	0	0	0	18917.2666666667	827	32207824.0006614
0159_AP39_21076_20180429_ST	31933635	29157.3333333333	0	1675.625	26	692.64761904762	1.5	2579.80833333334	2026	0	0	4627.1	5031.58333333335	8203.33333333335	10863.1666666667	1085.5	1181.04166666666	3.75	3494.03333333334	87321.9083333333	4745.36666666667	1692.25	2040.84166666667	3392.25	12901.3083333333	5811.25	2372.39166666667	107	2172.25	235.25	822.666666666665	32.5	6569.41666666665	2010.68333333333	0	0	12934.6777777778	5222	1351.79166666666	1143.25	251.166666666666	182.833333333334	3	0	476.666666666667	2.5	0	11.2916666666667	0.25	0	1196.83333333333	1291.13333333333	0	0	20.375	310.5	113.333333333333	76.5	6093.5	1608.25	0	4.5	40	0.166666666666666	0	0	706.333333333335	644.5	124.416666666667	0	0	0	3097.75	0	0	0	0	0	142.5	0	1.5	0	0	2334.16666666667	0	31691373.5579365
0159_AP39_21119_20181218_ST	31279866	27167.75	0	1645.46666666667	65	906.916666666665	28.25	2749.85	3731.75	1	0	3657.93333333334	4179.75	5663.33333333335	10116.1666666666	1007.25	926.166666666665	15	3933.91666666667	83489.9805555555	4055.53333333333	2885.45833333333	1800.83333333334	5171.33333333335	12651.4988095238	4612.83333333333	2307.25	49.5	2519.5	23.25	250.25	81	6290.83333333335	2425.34166666666	0	0	12629.5666666667	4119.25	1549.95833333334	1817.5	288.5	647.333333333335	2.875	0	171.5	0.5	0	14.9583333333333	0	0	1038	1247.98333333333	0	0	140.5	352.5	253.166666666666	270	4524.25	1359	0	0	43.5	0.166666666666666	0	0	566	298.25	450.041666666667	0	0	0.166666666666666	2886.75	1	0	0	1	0	167.833333333333	0.444444444444445	81.25	0	0	5152.61666666667	0	31045379.7428571
0159_AQ29_10022_20170920_ST	29966568	23690.3333333333	0	1860.5	4	466.466666666667	25.9166666666667	3162.17976190476	1295.5	3	0	5494.175	5667.4880952381	10558	6820.49166666667	1324.25	1363.45833333334	4.41666666666667	3902.08333333333	57913.4990079365	4852.59285714286	1293.475	2370.39166666667	2106.45	13200.8166666667	5414	2528.05	191.5	981	42	241	43	7628.75	1590.91666666666	0.25	1.5	18838.5777777778	4566.75	1837.125	1462.45833333334	58.75	280.916666666667	2.16666666666667	0.5	60.5	1	0	6.25	0	0	3796	1424.69166666667	0	0	7.125	222.25	152.5	1	6059.25	1678.75	0	1.25	51.5	0.166666666666666	0.25	0	4.45833333333333	631.25	44.125	2.75	0	0	3855.475	0.999999999999998	0	0	0.25	0	33	0	0	0	0	2927.83333333333	0.25	29752516.4291667
0159_AB10_26156_20180815_ST	29238094	30246.75	0	1654.98333333333	13	798.366666666665	2.91666666666667	2181.76666666667	2288.93333333334	0.5	0.25	2888.16666666667	4325.90476190476	5752.08333333335	9976.09999999998	688	640.833333333335	29.6666666666667	3113.08333333333	86003.8452380952	3531.93333333333	3118.85833333333	1575.79166666666	3732.5	9772.67857142858	4790.91666666667	1925	588.375	2507.5	278.666666666667	748.083333333335	90	4763.5	1743.125	77.75	79.75	10099.4638888889	4367.83333333333	592.375	2033.04166666666	299.833333333333	296.333333333333	11.625	0	404.083333333333	71.25	0	3.66666666666667	0	0	1839	1364.15	0	0	115.583333333333	661.5	296.833333333333	21.5	4239.25	1110	0	0	28.5	0	1.83333333333334	0	923.333333333335	404.75	511.583333333335	0	0	0	2522.75	1	0	0	0.625	0	21.3333333333333	0.361111111111111	1.5	0	0	4305.5	77.75	29011536.2797619
0159_AZ03_32015_20201210_ST	28328007	29944.6458333333	0	1707.76666666667	19.5	314.366666666667	1.25	2886.4	1053.85	2	0	3372.4	5128.9761904762	12585.0833333334	6494.16666666668	1022.41666666667	757.991666666665	12.9166666666667	3054.66666666667	62430.2517977393	4245.51666666667	1640.98333333333	1940.04642857143	3430.25	10505.3571428572	5528.625	2548.70833333333	122.5	1138.25	141.5	459.25	67.5	6625.75	1059.44166666667	0	1	16730.0111111111	3908.75	2083.95833333333	928.916666666665	68.5833333333335	244.833333333334	17.6666666666667	0	141.333333333334	1.5	0	632.958333333335	1	0	4776.5	764.150000000002	0	0	47.1666666666667	545.25	390.833333333333	189	2121	773.75	0.5	0.5	115	3	0.25	0	97.6666666666665	496	118.166666666667	16.25	0	0	3108.7	5.25	1.1	2.2	2.75	0	199.5	0.111111111111111	0.75	0	0	5151.95	0	28114076.8670515
0159_AP39_21090_20180504_ST	28053925	26842.1666666667	0	1514.78333333333	37	901.52142857143	1.5	2031.24166666666	3770.75	0	0	3090.93333333334	4158.5	4220	9374.41666666665	609.25	591.45	12	3560	71744.1279761904	3767.3	4537.16666666667	1341.9	5176.41666666665	11331.8083333333	3915.04166666667	1958.75	131	3794	115.25	348.916666666667	26	6357.5	2136.65833333334	2.5	1.75	7466.91666666666	5431.16666666665	782.75	1951.41666666666	502.416666666665	222.75	0.5	0	165.666666666666	3	0	1.25	0	0	1216	911.525000000002	0	0	7.75	162.75	86.1666666666665	16	4017.5	1617.75	0	0	36	0	3.25	0	605.583333333335	273.25	830.958333333335	0.5	0	0	2403.875	0	0	0	0	0	10.6666666666667	0	1.25	0	0	1971.83333333333	2.5	27845820.4589286
0159_AP39_21314_20180719_ST_E21	27214217	25881.0833333333	0	1412.5	11	655	0.5	1863.75	1959.18333333333	0	0	2703.40833333334	4372.02380952381	5475.25	7232.99999999998	626.45	570.366666666665	7.25	2756	78140.2700396825	3371.91666666667	2369.35833333333	1306.125	3597	9761.24999999999	4258	1796.125	254.25	2108.5	272.416666666667	806.416666666665	42.75	5009.5	1602.7	82.5	72.75	8830.67777777777	3848.83333333333	870.375	1500	265.416666666667	213.5	1	0.25	335.166666666667	59.25	0	80.3333333333332	0	0	1392	1087.73333333333	0	0	70.5	319.5	218.75	6	3656.25	1288.5	0	0.25	32.5	0	0.25	0	698.166666666665	271.25	448.583333333333	0.25	0	0	2115.5	0	0	0	0	0	25.6666666666667	0	0	0	0	2815.46666666667	82.5	27013303.9867063
0159_AP39_21330_20190102_ST_E21	27151093	23065	0	1353.79166666666	17	788.559523809525	6.33333333333335	2089.7	1885.48333333333	0	0	3435.15	4429.16666666667	8311.91666666665	8556.16666666668	1007.08333333333	1164.99166666666	14.9166666666667	3192.91666666667	64515.6817460317	4097.35	2209.23333333333	1895.15	3174.08333333333	12218.380952381	5261.33333333335	2023.66666666666	618	2177.5	162.75	1265.83333333334	87	5133.41666666665	1577.99166666666	44	35.8333333333333	25090.8555555556	4562.83333333333	2288.5	1162.5	140.583333333334	400.166666666667	2.5	0	54.8333333333335	70	0	28.5	0	0	2026.5	1176.50833333334	0	0	60.0416666666665	319.25	368	40	5891.5	1908.25	0	0.333333333333333	114	0	2	0	4.75	881.75	390.541666666667	0.25	0	0	2853	0	0	0	2	0	34.8333333333333	0.444444444444445	0	0	0	6907.08333333333	44	26928451.3111111
0159_AK37_71031_20180929_ST	26677816	22304.7833333333	0	1268.40833333333	26.5	704.241666666665	11.75	2127.95833333333	2666.43333333334	0	0	3090.94166666666	4370.13095238095	5887.33333333335	7727.41666666668	502.75	842.358333333335	9.33333333333335	2627.58333333333	70732.0777777778	3472.3	2143.98333333333	1576.41309523809	4568.16666666667	11085.2071428572	4059.79166666667	1774.58333333334	338	1714.5	468.083333333333	413.833333333333	59.25	4778.66666666667	1675.54166666666	26	23	13076.75	5099.25	1409.04166666666	1328.16666666666	139.916666666666	482	2.625	0	132	28.75	0	3.25	0	0	815.5	927.95	0	0	17.7083333333333	337.25	129.5	7	4467.5	1097.5	1	0	48.5	0	2	0	131.416666666666	163.75	522.75	0	0	0	2297.25	0	0	0	0	0	11	0	0	0	0	2728	26	26479305.3543651
