sample_id	total	oxidoreductase_complex	glycine_cleavage_complex	ribonucleoside_diphosphate_reductase_complex	nitrate_reductase_complex	formate_dehydrogenase_complex	glycerol_3_phosphate_dehydrogenase_complex	glycolate_oxidase_complex	ferredoxin_hydrogenase_complex	photosystem_II_oxygen_evolving_complex	procollagen_proline_4_dioxygenase_complex	nitrogenase_complex	glycine_reductase_complex	NADH_dehydrogenase_complex	sarcosine_oxidase_complex	dihydrolipoyl_dehydrogenase_complex	isocitrate_dehydrogenase_complex__NAD__	electron_transfer_flavoprotein_complex	pyruvate_dehydrogenase_complex	respiratory_chain_complex_III	succinate_dehydrogenase_complex	catalase_complex	GMP_reductase_complex	superoxide_dismutase_complex	ferroxidase_complex	Remaining
0159_AV42_66135_20190524_ST	9973779	0	1744.5	949	6190	9559.91666666667	10027	411	865.25	0	0	0	518	515.333333333333	0	304.25	0	0	3228	1.375	113	0	1026	0	225.333333333333	9938101.04166667
0159_AV42_66161_20190722_ST	9865154.99999999	0	1048.5	133	203	360.833333333333	9742.16666666667	0	68.75	1	0	1.5	292	325.166666666667	0	15.75	1.5	0	319.75	0.125	0.5	0	91	0	77	9852473.45833333
0159_BB02_45001_20181029_ST	9855219	0	1740.5	3429	12356.8333333333	45664.0833333333	15943	0	10	0	0	0	12	1020.08333333333	0	830	0	0	16268.5	0.25	408.25	0	3462	0	866.333333333333	9753208.16666666
0159_AZ03_32054_20190917_ST	9820545	2.5	678.5	23.5	179.333333333333	1224.08333333333	10725.3333333333	16	149.25	0.75	0	1	221	113.5	0	13.0416666666667	1.875	0	312.75	3	1	0	85	0	6.66666666666667	9806786.91666667
0159_AZ03_32029_20180906_ST	9809383	0	1533	284.5	636.833333333333	1229.83333333333	5931.83333333333	72	150.75	1.75	0	0	678	541	0	88.8333333333332	1.125	0	730.75	0.75	13.1666666666667	0	112	0	25.6666666666667	9797351.20833333
0159_AP39_21225_20170910_ST_E21	9804572	0	1073.5	645	369.166666666667	900.333333333333	9680.66666666667	2	114	2.5	0	1	469	354.583333333333	0	21.9166666666667	1.5	0	1099.75	1.375	0.25	0	233	0	287	9789315.45833334
0159_AZ03_32049_20190124_ST	9766994	0	1098	214	1117.33333333333	2271.16666666667	6032.33333333333	0.5	13.5	0.25	0	0	1079	321.583333333333	0	58.75	1.125	0	931.75	0	19	0	205	0	87	9753543.70833334
0159_AQ29_10061_20180228_ST	9678475.99999999	0	1418.25	13	358.666666666667	792	11795.1666666667	15	206	0	0	0.5	585	193.083333333333	0	0.8125	5.625	0	233.625	0.375	0.166666666666667	0	137	0	4.66666666666667	9662717.06249999
0159_AQ29_10051_20180123_ST	9664884	0	980.5	344.5	62.3333333333333	1098.83333333333	9271.16666666667	2	78	45.5	0	0.5	442	216.583333333334	0	0.875	3.25	0	216.5	0	0.75	0	155	0	407	9651558.70833334
0159_AB18_100835_20190130_ST	9595404	0	1419.75	87	409.833333333333	903.333333333333	6834.5	4	123.5	1.25	0	0	268	294.333333333333	0	32.1875	0.625	0	276.125	4	0	0	109	0	50	9584586.5625
0159_AZ03_32050_20190123_ST	9573201	1	1343.5	10	543.833333333333	796.5	8964.16666666667	3	366	27	0	2.5	700	159.25	0.5	112.291666666667	1	0	1156	0.875	0.25	0	5	0	54.3333333333333	9558954
0159_AP39_21109_20181018_ST	9565190	0	1398.25	383	835.666666666667	1775	9116.5	76	482.25	11.75	0	0	347	416.416666666667	0	162.229166666667	2	0	1010.875	0.375	16.4166666666667	0	253	0	288.5	9548614.77083333
0159_AP39_21277_20180817_ST_E21	9515983	0	639.5	192.5	400.833333333333	670.25	9238.33333333333	3	285	1.5	0	0	1265	99.9166666666667	0	77.6041666666668	3.125	0	908.625	7.125	0.25	0	94	0	71	9502025.4375
0159_AP39_21337_20181107_ST_E21	9510221	0	1108.75	28.5	22.6666666666667	800	7233.33333333333	0	40.25	1.75	0	1.5	962	241.75	0	1.3125	2.25	0	264.291666666667	1	0	0	9	0	5.33333333333333	9499497.3125
0159_AZ03_32016_20180619_STLS	9508913	0	1537.5	24	59.3333333333333	684.833333333333	6324	64	82.5	9.5	0	0	384	423.166666666667	0	4.95833333333333	6	0	395	2.625	0.75	0	83	0	40.6666666666667	9498787.16666667
0159_AP39_21218_20180614_ST_E21	9501117	0	1329.5	336	1258.5	2996.91666666667	9131.83333333333	80	224.5	20.25	0	10.5	513	327.916666666667	0	56.7916666666667	3.75	0	829.5	1.75	13.5	0	203	0	168	9483611.79166666
0159_AB18_26832_20201028_ST	9438237.99999999	0	1617	622	5694.33333333333	9635.16666666667	10443.8333333333	491	805	12.5	0	0	186	570.75	0	617.875	1.125	0	3387.66666666667	0.875	100.5	0	913	0	1354.33333333333	9401785.04166666
0159_AQ29_10062_20180313_ST	9431683	1	1306.75	392.5	542.333333333333	1245.83333333333	8608.16666666667	30	180	0	0	1	849	263.333333333333	0	35.8958333333333	3.25	0	1058.125	10.875	0.75	0	114	0	56.3333333333333	9416983.85416667
0159_AP39_21377_20180525_ST_E21	9313986	0	1389.33333333333	581.5	764.333333333333	1545.08333333333	8774.83333333333	28	241	1	0	7	545	298.166666666667	0	65.0416666666668	0.25	0	765.583333333333	6.625	12.5	0	126	0	109.166666666667	9298725.58333333
0159_AB18_26829_20210204_ST	9254509	0	1300.75	262	164.333333333333	1279.33333333333	8218.5	19	275.5	7.5	0	0	1673	134.333333333333	0	24.2708333333333	2.25	0	908.375	1	1.25	0	61.5	0	53.3333333333333	9240122.77083334
0159_AK37_71010_20180324_ST	9247369	0	983.5	18	17.8333333333333	1366.5	6187.33333333333	0	6	0.25	0	0	251	379.333333333333	0	1.5	3.625	0	157	0	0	0	10	0	2.33333333333333	9237984.79166667
0159_AP39_21308_20180925_ST_E21	9234245	0.5	992.5	45	126.333333333333	681	7190.83333333333	1	104.25	2.75	0	1	275	304.25	0	20.6875	0.75	0	432.125	0.125	0.25	0	52	0	36	9223978.64583334
0159_AB18_26501_20190507_ST	9224922	1	959	114	68.1666666666667	843.333333333333	9610	5	203.25	1	0	0	721	134.5	0	91.875	4.625	0	667	2.625	0	0	72	0	108.333333333333	9211315.29166667
0159_AZ03_32072_20190318_ST	9215109.99999999	2	1653	1003	1857.33333333333	3767.83333333333	9226	184	593	1.25	0	1	172	260.75	0	258.5	4.25	0	2073.5	1	36.75	0	331	0	660.333333333333	9193023.49999999
0159_AZ03_32034_20181015_ST	9170412	0.5	1530.75	45	290.833333333333	1977.83333333333	8997.33333333333	59	460.5	0	0	3	545	193.916666666667	0	147.166666666667	5.625	0	1299.75	1.25	3.25	0	63	0	46	9154742.29166666
0159_AP39_21287_20181015_ST_E21	9144745.99999999	0.25	1162.5	76	234	991.333333333333	7263.33333333333	30	169.5	0	0	0	600	321.833333333333	0	24.5625	0.375	0	496.125	0.25	3.5	0	65	0	57	9133250.43749999
0159_AZ03_32005_20200930_ST	9084896.99999999	2	1167	228.5	618.666666666667	854.5	9142.5	49	156.916666666666	5.5	0	0	294	374.583333333333	0	67.25	2.625	0	592.25	0.75	1.91666666666667	0	120.5	0	75.3333333333333	9071143.20833333
0159_AB18_26824_20201203_ST	9073064	0	1305.5	567	345	813.166666666667	9077.33333333333	16.5	146.5	0.25	0	0	316	283.666666666667	0	33.6875	1.375	0	428.875	1.625	2.25	0	235	0	439.666666666667	9059050.60416667
0159_AA34_42398_20190408_ST	9054476.99999999	0	1435.75	996	1361.5	5220	9373.83333333333	215	542.5	0	0	21	788	362.833333333333	0	222.0625	0	0	2106.625	0.375	46.25	0	537	0	147.333333333333	9031100.93749999
0159_AP39_21387_20180503_ST_E21	9052778.00000001	0	1105.33333333333	303	417.166666666667	1424.16666666667	10058.6666666667	22	139	0.5	0	5	583	197	0	30.9583333333333	1.75	0	569.5	3.625	5.5	0	82	0	58.9444444444443	9037770.8888889
0159_AB10_26805_20210211_ST	9009813	0	1624.75	501	848	2064.91666666667	9509.5	77	1155.25	0	0	6.5	434	329.833333333333	0	301.5625	5	0	2005.875	1.875	11.5	0	211	0	129.333333333333	8990596.10416667
0159_AA34_42413_20190513_ST	8942364.00000001	0	984	456	442.833333333333	1220.41666666667	7972.83333333333	3	81.25	0	0	19.5	396	228.166666666666	0	28.375	0.75	0	509.75	0	5.5	0	95	0	186	8929734.62500001
0159_AB18_26687_20200922_ST	8938402.99999999	1.5	667.75	28.5	59.5	1251.33333333333	9471	5	110.5	1.25	0	0	440	110.166666666667	0	3.3125	3.25	0	411.125	2.375	1	0	153	0	8	8925674.43749999
0159_AB18_26752_20200508_ST	8908857	0	1069	35	111.666666666667	696.833333333333	8742.16666666667	2	223.25	51.75	0	0.5	322	192.25	0	25	0.375	0	476.5	3.25	0	0	32	0	17.3333333333333	8896856.125
0159_AP39_21248_20181016_ST_E21	8883539.00000001	1	974	340	2183.5	4780.33333333333	9711.33333333333	6	106.916666666667	2	0	12	593	322	0	102.25	3.875	0	1954.75	1.125	39.25	0.5	382	0	94.3333333333333	8861928.83333334
0159_AP39_21323_20180726_ST_E21	8849165.00000001	0	1028.5	625	28.5	1067.66666666667	10098	4	113	1	0	0.5	403	173.416666666667	0	5.125	5.75	0	518.25	1.75	0	0	59	0	144.666666666667	8834887.87500001
0159_AP39_21303_20180522_ST_E21	8846138.99999999	0	1484.75	788.5	2512.5	3284.75	8005.16666666667	76	287.75	10.5	0	0	1125	303.333333333333	0	114.270833333333	0.625	0	1927.125	0.375	33.75	0	532	0	342.333333333333	8825310.27083333
0159_AQ29_10058_20180228_ST	8817963	2.5	909	160	115.333333333333	948	8211	17	131.5	26.75	0	0	493	167	0	35.625	2.75	0	470.25	1.25	0	0	85	0	150	8806037.04166666
0159_AQ29_10028_20171018_ST	8795921.99999999	1	813	22	233.833333333333	868	11253	8	107.25	0	0	0	369	18.75	0	2	3.875	0	678	0	0.416666666666667	0	124	0	195.333333333333	8781224.54166666
0159_AB10_26071_20180518_ST	8791971	0	1664	67.5	176.833333333333	1101.16666666667	7204.33333333333	20	842.25	0	0	0	392	194.833333333333	0	14.375	1.875	0	290.75	2.5	0	0	210	0	69	8779719.58333333
0159_AP39_21062_20180306_ST	8785256.99999999	0	872.75	350.5	153.5	1150.33333333333	7863.5	3	107	45.75	0	0	230	286.083333333333	0	41.6875	1.5	0	632.125	1.5	0.25	0	35	0	265.666666666667	8773216.85416666
0159_AZ03_32087_20191111_ST	8767270	0	2020	505	147.666666666667	890.5	8008.33333333333	9	1543.25	0	0	0	693	701.5	0	748.375	0.25	0	3706.75	6.625	0	0	113	0	5	8748171.75
0159_AQ29_10050_20180111_ST	8766067	4.5	817	272	1441	3640.16666666667	8709.33333333333	14	201	0.5	0	1	498	142.25	0	101.125	1.625	0	1806.25	4.625	27.5	0	317	0.25	71.3333333333333	8747996.54166666
0159_AV42_66190_20190924_ST	8737606.00000001	0	1234	1262.5	69.6666666666667	1095.58333333333	8513.83333333333	13	242.25	0	0	0	2918	228.083333333333	0	5.25	0.75	0	202.25	0	0.5	0	382	0	234	8721204.33333334
0159_AB18_26664_20200731_ST	8647918	0.5	1267	205.5	293.666666666667	1422.25	10021.6666666667	31	178.5	0	0	3	743	249	0	22.9583333333333	4	0	860.25	1.25	0.75	0	74	0	95.6666666666667	8632444.04166667
0159_AZ03_32035_20181025_ST	8635159	0	1330.25	86	248.166666666667	713	7942	8	177.5	17.75	0	1.5	304	203.416666666666	0	48.9583333333333	1.625	0	619.416666666667	1.875	1	0	56.5	0	37.5	8623360.54166667
0159_AB18_26552_20201105_ST	8596488.00000001	0	1167.25	41.5	43.5	533.666666666667	8149.33333333333	5	365	0	0	0	423	369.083333333333	0	2.8125	0.75	0	735.875	0	0.416666666666667	0	251	0	85.3333333333333	8584314.47916667
0159_AV42_66149_20190809_ST	8561386	0	1321	8	151	639.666666666667	11123.5	6	126.25	8.5	0	1.5	364	98.0833333333335	0	2.95833333333333	1.625	0	452.5	0	1	0	38.5	0	13	8547028.91666666
0159_AB10_26032_20180430_ST	8559534	0	1342.5	453.5	2895	5230.5	6265.16666666667	182	384.25	0.75	0	0	244	212.5	0	166.625	1	0	1706	0.75	63.5	0	608	0	142	8539635.95833333
0159_AZ03_32014_20180605_ST	8538916	0	1255.5	1343.5	1122.66666666667	894.166666666667	6448.5	28.5	74.75	0	0	0	504	282.416666666667	0	53.875	0.625	0	446	0	6.25	0	583	0	225.333333333333	8525646.91666667
0159_AP39_21352_20180307_ST_E21	8488574	0	1655.5	1024.5	379	1494.83333333333	9091	25	189.25	10	0	0	803	389	0	10.875	0	0	916	1	1.75	0	318	0	521.333333333333	8471743.95833333
0159_AZ03_32044_20181207_ST	8474973	1.5	1396	79.5	184.333333333333	473.833333333333	7894	4	113	21.25	0	1	298	211.416666666666	0	22.9166666666667	1.125	0	766.75	0.25	0	0	55.5	0	28.6666666666667	8463419.95833333
0159_AB18_26737_20200831_ST	8459653.00000001	0.5	995	85	71.3333333333333	384.833333333333	9774.66666666667	7	337.25	0	0	0	523	293.416666666667	0	6.08333333333333	1.75	0	735.25	0	0.25	0	59	0	16.6666666666667	8446362.00000001
0159_AP39_21264_20180816_ST_E21	8453218	0	872.5	132	153.166666666667	2048.5	9851.16666666667	6	182.75	1	0	0	981	141.333333333333	0	7.375	6.625	0	264.25	5.875	0	0	133	0	22.6666666666667	8438408.79166666
0159_AB18_26644_20200419_ST	8451857	0	1408.5	193	1437.33333333333	2858.33333333333	8320.16666666667	126	300	0.25	0	0.5	671	253.666666666667	0	80.25	1	0	1436.25	0.5	28.5	0	276	0	75.3333333333333	8434390.41666667
0159_AB18_26823_20210214_ST	8430180.00000001	0	929	732.5	3375.66666666667	6985.33333333333	8130.83333333333	15	70	2.5	0	0	391	296.333333333333	0	151.083333333333	1	0	3085.5	0	70.6666666666667	0	707	0	192.666666666667	8405043.91666668
0159_AZ03_32020_20180611_ST	8429434	0	1236.5	563	673.666666666667	1634.25	7865.33333333333	45	253	0	0	0	404	187.166666666667	0	101.5	2.375	0	990.5	0	7	0	250	0	171.666666666667	8415049.04166667
0159_AQ11_10065_20180315_ST	8422571	0	686	830	447.166666666667	1093	12188.6666666667	19	154.5	0	0	2.5	358	33.5833333333333	0	7	2.5	0	908.75	0	0.5	0	263	0	268.333333333333	8405308.5
0159_AP39_21069_20181105_ST	8414789	0.25	1436	333.5	186	1368.33333333333	9124.5	114	353.5	0.25	0	0	1551	123.583333333333	0	10.9583333333333	0.25	0	383.75	1	0.5	0	108	0	326.666666666667	8399366.95833334
0159_AP39_21093_20180310_ST	8408191.99999999	0	699.75	639	4522	9360.5	8429.66666666667	356	463.416666666667	1.5	0	2	1018	251.25	0	417.354166666667	6.125	0	4388.95833333333	1	72.3055555555556	0	805	0	791.333333333333	8375966.84027777
0159_AB18_26407_20190125_ST	8398960.99999999	0	1424.5	129.5	455.166666666667	939	6796	12	224.5	0	0	0	631	241.5	0	36.1458333333333	0	0	525.125	1.875	0.666666666666665	0	128	0	74.6666666666667	8387341.35416666
0159_AB18_26754_20201209_ST	8268473	0.5	1072.5	375.5	2689.33333333333	4449	8595.5	248.5	439	0.75	0	1.5	125	263.416666666667	0	325.125	3	0	1987	0.875	47.5	0	480.5	0	153.333333333333	8247215.16666667
0159_AB18_100031_2019062_ST	8243681	4	941	339.5	265	1993	8452.33333333333	14.5	219.75	0.25	0	3	1228	49.9166666666667	0	11.75	5.875	0	822.25	1.75	0.75	0	209	0	126.333333333333	8228993.04166667
0159_AA34_42261_20181120_ST	8228824	0	1302.5	163.5	161.5	565.916666666667	9917.33333333333	9	190.25	0	0	0	357	209.083333333334	0	12.3333333333333	0.5	0	239.75	0.125	1.75	0	111	0	21.6666666666667	8215560.79166667
0159_AP39_21318_20180613_ST_E21	8204043.99999999	0	1283	130.5	40.3333333333333	1060.66666666667	6828.16666666667	1	22	0.25	0	3	509	312.583333333333	0	3.875	3.125	0	530.25	0.5	0.166666666666667	0	15	0	12.3333333333333	8193288.24999999
0159_AZ03_32017_20180615_ST	8203774	0.5	763.5	142.5	72.3333333333333	1406.16666666667	7688.5	2	132.5	6	0	0	113	131.583333333333	0	4.625	3.75	0	150.25	1.75	0.25	0	131	0	74	8192949.79166666
0159_AZ03_32004_20171027_ST	8195085	3	1053.75	3.5	11.6666666666667	625.5	7801.5	1.5	164	0	0	2.5	419	160.75	0	49	2.5	0	772.5	6.375	0.25	0	3	0	1.33333333333333	8184003.375
0159_AP39_21351_20180313_ST_E21	8166283.99999999	0	481	176	813.5	2187.16666666667	9686.5	76	168.25	9.25	0	30	233	65.8333333333333	0	102.333333333333	2.375	0	727.25	0.375	15.75	0	170	0	179.666666666667	8151159.74999999
0159_AY44_33008_20170913_ST	8133304	2.5	1204.5	174	182.333333333333	964.833333333333	8189.16666666667	16	75	8.75	0	1	334	142.416666666666	0	10	0.75	0	839.5	0.125	0.25	0	42.5	0	153.666666666667	8120962.70833333
0159_AP39_21395_20180504_ST_E21	8129271	2.5	960	205	653.833333333333	1303.83333333333	6348.5	31	119.75	4	0	2.5	469	314.166666666667	0	49.75	0.875	0	717.75	0.125	11	0	88	0	56.3333333333333	8117933.08333334
0159_AZ03_32001_20171108_ST	8123135.00000001	0	1124.75	30.5	164.833333333333	949.583333333333	7103.5	11	220.75	2.5	0	6.5	732	315.583333333333	0	39.5208333333333	2	0	928.125	1.625	0.416666666666667	0	21	0	11.3333333333333	8111469.47916667
0159_AB18_26703_20200728_ST	8099418	0.25	1309	142	432.666666666667	1615.5	7877.33333333333	13	161.25	54.25	0	2.5	492	74.6666666666665	0	19.1666666666667	1.5	0	1857.25	0.125	0.25	0	59	0	117.666666666667	8085188.625
0159_AP39_21365_20180226_ST_E21	8090997.00000001	0	1390	116.5	281	484.833333333333	9341.33333333333	0	215.5	0.25	0	0	516	416.666666666667	0	7.125	0.125	0	306.666666666667	0.25	1	0	45	0	37	8077837.75000001
0159_AB10_26760_20200925_ST	8086137	0	1391.25	322	1956.66666666667	3735.5	7515.83333333333	35	393.75	0.5	0	2.5	338	507.083333333333	0	219.0625	0.333333333333332	0	1756.625	1.25	33.5	0	413	0	182	8067333.14583333
0159_AP39_21307_20180730_ST_E21	8059772	0	1004.5	71	470.666666666667	821.75	6012.16666666667	6	62.5	0.75	0	0.5	447	317	0	30.125	0.75	0	362	0.25	8	0	94	0	45.3333333333333	8050017.70833334
0159_AB18_26792_20210219_ST	8052339	0	338.5	136	57.6666666666667	669.083333333333	10377.6666666667	23	96.25	0.75	0	0.5	171	48	0	3.5	1.375	0	225.75	3.75	0.416666666666667	0	48	0	5.33333333333333	8040132.45833333
0159_AY44_33214_20190806_ST	8008941	0	707.5	82	340.833333333333	1311.5	6681	6	336.25	1	0	0	577	90.75	0	82.375	2	0	567.5	0.625	0.25	0	116	0	16	7998022.41666667
0159_AB10_26746_20210311_ST	7979368	0	1230.25	166.5	87.5	498	7925.5	3	81	1.75	0	0	570	207.666666666667	0	4.27083333333333	3.625	0	431.625	0.625	0	0	51	0	78.3333333333333	7968027.35416667
0159_AP39_21082_20180405_ST	7968827	0	1485.25	4566.5	3779.16666666667	3471.5	10379	111	436.5	0	0	6.5	29	59.0833333333333	0	138.0625	1.25	0	1561.125	1.5	18.25	0	1543	0	2250	7938990.3125
0159_AP39_21408_20180806_ST_E21	7942573	0	1123.25	299	1287.66666666667	4361.41666666667	9220.5	318	486	1.75	0	0	349	365.333333333333	0	159.645833333333	1.125	0	1648.375	1	43.5	0	417	0	184.333333333333	7922306.10416667
0159_AB18_26649_20200730_ST	7938049	0	605.5	118	30.3333333333333	68	8244.5	0	0.5	0	0	1.5	1140	109.416666666667	0	2.25	0	0	124.5	0.625	0	0	0	0	62.25	7927541.625
0159_AA34_42464_20191002_ST	7927687	0	1335.5	1740	16587.8333333333	28993.5833333333	12426.1666666667	1795	2370.91666666667	0	0	11.5	0	459.083333333333	0	709.625	0.75	0	5891.75	0	240.25	0	1965	0	626	7852534.04166666
0159_AZ03_32018_20180723_ST	7866377	1.5	1031.75	120.5	371	1567.25	7731.33333333333	24	137.25	17.5	0	1	312	86.1666666666668	0	26.8958333333333	2.875	0	575.875	0.25	4.5	0	71	0	70.3333333333333	7854224.02083333
0159_AB18_26828_20210129_ST	7835159	0	1028.5	268	168.5	930	8293.33333333333	6	169.25	2.5	0	1.5	138	156.416666666667	0	70.5625	2	0	1089.875	0.75	0.75	0	50	0	261.666666666667	7822521.39583334
0159_AY44_33263_20191106_ST	7791004	0	1289.5	20	79.6666666666667	638	7591.33333333333	6	151.25	0	0	0	1348	344.25	0	1.75	0	0	672	0	0	0	122	0.2	2.66666666666667	7778737.38333333
0159_AP39_21362_20180306_ST_E21	7782667	0	777.5	21	244	544.166666666667	6575.66666666667	2	138	0.25	0	0.5	221	240	0	14	1.125	0	271.5	0.25	0.75	0	60	0	14.6666666666667	7773540.625
0159_AZ03_32055_20190830_ST	7778030	0	1084	17	175.5	781.083333333333	6662	12	127.5	0.75	0	3.5	207	167.666666666666	0	28.5	1.75	0	1363.25	0.25	2.5	0	23	0	40.6666666666667	7767332.08333334
0159_AB10_26764_20201024_ST	7742251	0	1136.25	802.5	3220.66666666667	5881.91666666667	6863	2	331.75	3.75	0	2	1005	295.916666666667	0	237.6875	0.25	0	3236.625	1.125	63.25	0	664	0	326.666666666667	7718176.64583334
0159_AP39_21085_20180602_ST	7741084	0	1039	156	46.3333333333333	434.5	5924.66666666667	1	14.5	4	0	0	397	285.666666666667	0	2	1.125	0	386	0	0.0833333333333333	0	0	0	117.333333333333	7732274.79166667
0159_AA34_42446_20190715_ST	7732392	0	636.25	188	275.666666666667	537.333333333333	7019.5	7	381	42	0	1	206	4.41666666666667	0	8.52083333333333	0.125	0	394.125	0.5	0.25	0	45	0	113.666666666667	7722531.64583333
0159_AB18_26823_20201001_ST	7665187	0	851.5	581	2992	5958	7393.66666666667	0	49.5	0.5	0	1	418	291.041666666667	0	115.875	1.20833333333333	0	2625.25	0.5	65	0	618	0	189.666666666667	7643035.29166667
0159_AA34_42416_20190508_ST	7655290.99999999	0.25	790	4216	8516.33333333333	14855.8333333333	13500.3333333333	1017	1490.75	0	0	1	22	388.875	0	1077.25	0	0	9156.25	1.25	96.5	0	4838	0	412	7594911.37499999
0159_AZ03_32071_20190315_ST	7613351	0	1512.75	25	511.333333333333	960.166666666667	6997.5	15	518.5	0.25	0	0.5	367	268.416666666667	0	226.3125	2.75	0	2577.79166666667	1.625	0.5	0	77	0	7.33333333333333	7599281.27083334
0159_AP39_21088_20180323_ST	7609902	0	1159	138.5	74.3333333333333	339.666666666667	7346	1	235	0	0	0	296	497.166666666667	0	42.8958333333333	1.375	0	532.875	1.875	0.25	0	222	0	158	7598856.0625
0159_AB18_102734_20190123_ST	7544313	0	928	56	175	243.166666666667	6640.83333333333	5	61.25	0.75	0	0	179	182.583333333333	0	11.8125	0.25	0	130.125	2.25	0	0	47	0	46	7535603.97916667
0159_AB18_100983_20190227_ST	7522512	0	1116	21	255.666666666667	1156.08333333333	8610.16666666667	8	210.25	0.5	0	0.5	736	78.2500000000002	0	32.7083333333333	6.125	0	915.5	3	0.75	0	101.5	0	6.66666666666667	7509253.33333333
0159_AB10_26129_20181002_ST	7518034	0	495.25	52	219.166666666667	919.25	11094.3333333333	35	142.75	14.75	0	0	135	47.9166666666667	0	28.6458333333333	1.25	0	519.125	0.375	2.75	0	90	0	64.9166666666667	7504171.52083333
0159_AV42_66197_20191014_ST	7517740	0	1112.25	197	1285.33333333333	2458.33333333333	6835.5	23	162.25	0.25	0	163.5	219	283.666666666667	0	68.9791666666668	2.125	0	1078.625	0	22	0	233	0	65.5833333333333	7503529.60416667
0159_AB18_26717_20201211_ST	7499668.00000001	0	957.75	1065.5	1961.5	3534.5	7652.33333333333	8	168	3.25	0	64	411	205.083333333333	0	124.625	0.25	0	2176.91666666667	0.125	34.25	0	920	0	113	7480267.91666667
0159_AB18_26433_20190318_ST	7493914.00000001	2.5	605	323	1411.33333333333	3158.5	10082.8333333333	1	99.75	0	0	0	302	110.083333333333	0	75.25	0.875	0	1311.5	0.25	29.6666666666667	0	374	0	79.6666666666667	7475946.79166667
0159_AB18_26426_20190328_ST	7492261	0	983.5	13	162.333333333333	599	5645.33333333333	1	169.75	0.5	0	0	254	227.916666666667	0	67.125	1.625	0	414	0.875	0	0	32	0	4	7483685.04166667
0159_AB18_26678_20200321_ST	7491374	0	1119	269	984.5	1430.75	7616.16666666667	61	376.25	0	0	0	551	161	0	161.708333333333	1	0	1590.5	2.125	9	0	193	0	56.6666666666667	7476791.33333333
0159_AP39_21339_20181113_ST_E21	7480122	0	946.5	226	542.833333333333	1085.25	7464	35	542.5	9.5	0	2	314	177.333333333333	0	103.208333333333	1.375	0	875.25	1.375	3.75	0	133	0	49.3333333333333	7467609.79166667
0159_AP39_21334_20181120_ST_E21	7441756	0.25	928.75	87	501.166666666667	1938.58333333333	7614.33333333333	3	100.25	39.5	0	0	339	133.583333333333	0	24.5625	2.5	0	929.625	0.625	9.41666666666667	0	79	0	27.3333333333333	7428997.52083333
