sample_id	total	organonitrogen_compound_metabolic_process	sulfur_amino_acid_metabolic_process	allantoin_metabolic_process	aminoglycan_metabolic_process	N_acetylneuraminate_metabolic_process	peptide_metabolic_process	cellular_amino_acid_metabolic_process	cellular_modified_amino_acid_metabolic_process	sphingolipid_metabolic_process	biotin_metabolic_process	nucleobase_metabolic_process	nucleoside_metabolic_process	amine_metabolic_process	cyanate_metabolic_process	alkaloid_metabolic_process	s_triazine_compound_metabolic_process	taurine_metabolic_process	protein_metabolic_process	urea_metabolic_process	glucosinolate_metabolic_process	wybutosine_metabolic_process	tetrapyrrole_metabolic_process	kynurenic_acid_metabolic_process	ectoine_metabolic_process	indole_containing_compound_metabolic_process	pteridine_containing_compound_metabolic_process	flavin_containing_compound_metabolic_process	achromobactin_metabolic_process	molybdopterin_cofactor_metabolic_process	formamide_metabolic_process	creatinine_metabolic_process	phosphatidylcholine_metabolic_process	F420_0_metabolic_process	thiazole_metabolic_process	N_acylphosphatidylethanolamine_metabolic_process	purine_containing_compound_metabolic_process	pyridine_containing_compound_metabolic_process	pyrimidine_containing_compound_metabolic_process	primary_amino_compound_metabolic_process	organonitrogen_compound_catabolic_process	organonitrogen_compound_biosynthetic_process	Remaining
0159_AZ03_32068_20190211_ST	10887230	5134.95714285714	5545.53287037037	41.7052083333333	27559.6212466931	220.78125	16931.4555555556	194688.954214286	5345.2396494709	1081.4087962963	126.116071428571	6017.33177083334	10371.0781153549	8675.58453703704	3.66666666666667	8	0.942857142857143	0	241877.26732203	253.319444444445	0.333333333333333	0	7190.95035548941	0	8.2	276.527018518519	4675.52314263669	1292.23180555556	0	536.194444444444	993.958333333333	4.75	1.75	41.6	6.97777777777777	0	6728.29475488683	5772.04915509259	5094.72131558642	105.583333333333	12053.2532963882	50675.7771529156	10267888.3620619
0159_AK37_71065_20190705_ST	10861752	3761.65	7208.18888888889	30.675	27764.1490244709	142.119791666667	22507.8856481482	223516.953575838	7602.94430555555	1977.03858024691	205.696428571429	4090.03541666667	17179.8549382716	14271.8527777778	0.666666666666667	0	0	0	278560.180621693	19.3541666666667	0	0	4552.23043981481	0	2	386.335833333333	4833.72934027778	1896.36875	0	231.516666666667	1346.25	1.08333333333333	0	0	3.14166666666667	0	6827.62205073641	6395.82361111111	4488.7378125	28.2083333333333	13326.6598859127	53657.2240193269	10154935.8224259
0159_AA34_42468_20190913_ST	10832921	6391.31666666667	6139.93425925926	135.316666666667	28717.7579530423	164.644791666667	20191.1606481482	199371.892268518	6991.30674272487	1773.0200617284	273.040178571429	5409.89375	12861.1038580247	10426.219212963	0	0.333333333333333	0.857142857142857	0	238247.826951058	114.625	0	0	7519.49532076719	0	0.9	353.741759259259	4764.42584049824	1640.04444444445	0	611.288888888889	1568.30555555555	11.7916666666667	1	0	0.847222222222223	0	6682.61792018175	5495.88506944444	4499.54415252058	100.854166666667	13249.3013100749	53060.7367854081	10196149.9704122
0159_AQ29_10040_20171130_ST	10755115	2573.31666666667	6215.54220679012	63.1250000000002	25819.3331569447	147.1875	18781.6358686067	200087.354290564	5430.83612103175	2258.18871252205	61.4732142857143	5450.76418650793	12147.1651234568	11476.2911111111	0.333333333333333	3.66666666666667	0	0.35	248811.74150844	56.1458333333333	0	0	5210.39861111111	0	25.05	198.771722222222	4295.99868551587	1238.70958333333	0	401.438888888889	773.583333333333	0.25	1.5	22.1	7.64444444444443	0	6757.86884833676	6197.02054398148	4953.26010885141	34.75	10451.7220823001	48885.3753591601	10126275.1072883
0159_AZ03_32099_20200206_ST	10716455	5262.22619047619	5532.37291666666	15.8666666666666	27098.994483504	164.578125	18466.8534722222	193414.572860082	5408.28003472222	1657.97788065844	246.1875	4878.08020833333	13093.1792438272	12759.7070601852	0	4.33333333333333	0.257142857142857	1.55	249484.974385414	54.1458333333333	0	0	5790.06932870371	0	3.55	272.133009259259	4304.27251157408	1728.31666666667	0	411.015873015873	994.638888888888	4.70833333333333	4.16666666666667	0	2.76388888888889	0	6279.24978283607	5844.73188657408	4586.3628279321	114.958333333333	11152.0288942166	49079.3476844077	10088338.5480864
0159_BB02_45001_20181029_ST	10561931	19076.65	7006.83171296296	33.5583333333333	21651.4078869048	208.947916666667	10834.162962963	174394.215511464	10704.4028935185	30.6388888888889	343.419642857143	7818.27291666667	8839.26396604937	24074.055787037	0	0	0	0	137019.442625661	723.40625	0	0	10742.3353009259	0	0	282.018657407408	2650.9163497575	1414.6075	0	983.466666666667	5738.36111111112	0	35.75	0	26.5277777777778	0	5480.88083370076	3328.95711805556	3481.76111827601	4744.33333333333	19500.0182919974	47071.3901745297	10033690.9984715
0159_AP39_21382_20180515_ST_E21	10531861	4467.81666666667	5548.3625	12.1583333333333	26739.0307043651	127.804166666667	18145.3368055555	195054.884564374	5411.11729166667	2077.94290123457	193.285714285714	4844.92842261904	10923.3720679012	11758.1214583333	0.333333333333333	4.33333333333333	0.0428571428571429	0.1	238427.365354938	47.4166666666667	0	0	6058.71299603174	0.0333333333333333	1.95	273.153027777778	4547.04398148149	1476.22583333333	0	350.3	1644.16666666667	1.70833333333333	0.25	0.9	5.67222222222223	0	6265.47456854424	5694.97034722222	4516.83393408289	122.645833333333	11392.5870808715	48004.0686537331	9917720.55004561
0159_AP39_21262_20120515_ST_E21	10518341	6271.35	6186.6912037037	31.5	26771.2533399471	147.588541666667	18734.3148148148	187606.605037919	5893.00841931217	1808.45077160494	169.919642857143	5257.79583333334	8829.7197337963	10459.5479398148	14	0	0	0	206699.946965021	176.645833333333	0	0	6692.50653935186	0	3.15	274.161907407408	4109.30742945326	1330.43194444444	0	560.083333333333	945.416666666667	5.125	21.8055555555556	0.2	3.26111111111111	0	6141.9471920194	5196.90266203704	4530.67225363757	483.0625	11361.7480743496	48266.7411998457	9943356.13855366
0159_AB18_26769_20200814_ST	10330926	5605.73333333333	5281.38449074074	14.4583333333334	24454.5490410053	94.3177083333331	17177.812037037	181144.646689153	5491.48186507936	2307.86342592593	195.991071428571	4253.57738095238	11337.6793981481	9135.03752314815	0.333333333333333	3.33333333333333	0.0428571428571429	16.05	263283.190895062	95.3194444444444	0	0	5835.08819444444	0	7.9	263.073990740741	4015.04461805555	1349.75416666666	0	199.883333333333	1685.38888888888	1.625	0.583333333333333	0	0.91111111111111	0	5741.30845285861	5278.76873842593	4286.27548666226	126.333333333333	10440.5527676367	45024.1869299309	9716776.51949364
0159_AV42_66143_20190516_ST	10071325	4087.43333333333	4981.54583333334	45.7416666666667	28335.4712136243	176.276041666667	20043.5546296296	173833.149596267	5983.77178571429	3204.12654320988	168.040178571429	4401.66770833333	11753.6521604938	10942.2921527778	25.3333333333333	1	0.342857142857143	1.35	245892.687296076	58.71875	0	0	5093.00416666666	0	1.35	251.481583333333	4047.71491402116	1565.15833333333	0	298.85	1489.22222222222	9.20833333333333	20.8333333333333	0	7.44444444444443	0	5569.61230816432	4961.91787037037	3857.52265542328	164.791666666667	12610.3645191799	42427.8898403513	9475012.47872898
0159_AY44_33208_20190808_ST	10059185	4361.09285714286	4288.44027777778	12.5583333333333	25147.5399801587	111.614583333333	21206.6395833333	163557.259823633	5068.17552248678	3207.52932098765	206.0625	3747.13541666666	10790.5756944444	9305.50104166667	0	3.33333333333333	0.0428571428571429	0	245322.484259259	28.1041666666667	0	0	5331.55185185185	0	1.1	241.259861111111	3864.2456404321	1647.40416666667	0	209.561111111111	1614.01388888889	1.70833333333333	0.5	0	0.866666666666667	0	5124.13738547178	4858.23165509259	3697.08504794973	106.479166666667	11524.1039451058	39972.5825220458	9484626.07920624
0159_AP39_21225_20170910_ST_E21	10053026	4124.15	5446.0787037037	12.0916666666667	25898.7813988095	128.659375	17590.3789351852	186944.227897266	5408.82755621693	1595.7600308642	167.098214285714	4758.76413690476	10159.7270447531	10468.3984027778	0.333333333333333	5	0.0428571428571429	0.2	227613.954751093	105.826388888889	0	0	5969.54409722222	0	3	280.909777777778	4291.27077270723	1316.52944444444	0	351.9	1412.41666666667	4.25	0.25	0.2	5.32222222222223	0	6131.5471856261	5285.47023148148	4431.24382275132	118.833333333333	10545.0447767103	46828.7822194665	9465621.1847567
0159_AZ03_32054_20190917_ST	10036742	4295.88333333333	5437.79675925925	32.0833333333333	24932.0523974868	180.302083333333	17635.6555555555	175238.058609347	4790.95082837301	1129.66820987654	118.4375	4767.92306547619	9666.1731867284	9772.82016203704	3	13.6666666666667	0.0857142857142857	1.6	229789.272541887	89.8819444444443	0	0	5610.57349537037	0	3.6	205.037324074074	3818.51050760582	1382.46388888889	0	493.877777777777	893.5	0.416666666666667	1.83333333333333	0.9	6.15833333333333	0	5953.52450249853	4923.32694444444	4437.08667934303	50.1458333333333	10531.9957399691	44380.6892649544	9466153.04781698
0159_AP39_21087_20180228_ST	10022422	7557.36666666667	5358.59716775599	77.0833333333335	24288.7907242064	267.8125	17830.9703703704	177237.981792717	7726.54212466932	1190.0262345679	278.986607142857	5779.2931547619	10993.7310185185	10255.5208333333	0.333333333333333	0	0	0	220572.800468975	67.0416666666667	0	0	7273.33819444445	0	3.05	271.425	3531.04454916226	1575.26791666666	0	472.51111111111	1190.38888888889	1.95833333333333	110.916666666667	0	9.39166666666667	0	5778.54534700176	4584.68336805556	4103.92845238095	625.020833333333	12510.2183043819	44950.5805423929	9445946.8528285
0159_AQ29_10051_20180123_ST	9986833	6306.13333333333	6250.52430555555	25.2333333333333	24415.7073247355	138.473958333333	15804.1303240741	188374.158419753	5116.39406746032	1614.72222222222	135.174107142857	5059.34895833333	8851.12075617284	9253.26645833333	6.33333333333333	2	0	0	205919.23595679	180.8125	0	0	6358.08371362434	0	0.1	281.979638888889	3786.08467261905	1227.54722222222	0	544.38888888889	724.319444444445	11.0833333333333	0	0.2	0.98888888888889	0	6266.64856935871	5564.54479166667	4730.4387345679	28.7291666666667	9435.99576311728	49693.4799381491	9420725.61787466
0159_AP39_21218_20180614_ST_E21	9879983	6138.46666666667	5307.80486111111	37.7916666666667	24873.5795138889	139.811458333333	15544.6900462963	174875.740296296	5396.87258928572	1512.68055555556	176.901785714286	4659.07455357143	9785.73977623456	9421.90178240741	12.6666666666667	6	0.128571428571429	0.1	215511.611684303	196.923611111111	0	0	6401.20844907408	0.1	12.15	242.863814814814	3996.44087301588	1347.89222222222	0	394.438888888889	1306.22222222222	5.04166666666667	15	4	3.3388888888889	0	5713.1744497477	5154.65274305556	4142.63351205174	132.458333333333	10972.1570250221	43742.3573620786	9322798.38346338
0159_AP39_21277_20180817_ST_E21	9832249	7435.16666666667	5828.30717592593	62.775	23850.6558421517	204.197916666667	13693.9166666667	183896.012389036	4441.32472222223	2497.05375514403	129.232142857143	5910.50550595238	7773.21427469137	9504.91840277778	1.33333333333333	11.3333333333333	5.78571428571429	0	190460.6453178	94.6527777777778	0	0	6875.88408564815	0	7.95	254.007083333333	3670.71336805556	1020.62527777778	0	686.866666666667	367.444444444445	4.75	0.5	0.2	1.97222222222222	0	6383.20516616451	4655.62193287037	4706.52787477954	215.5	9714.4116100823	47387.1857403455	9290494.60359032
0159_AV42_66161_20190722_ST	9707264	5334.01666666667	4650.03541666667	63.3749999999998	23522.4372685185	113.802083333333	16962.7824074074	159713.89607672	4745.41994543651	1729.66435185185	169.928571428571	4141.05729166667	9473.13850308641	8817.8687962963	1	5.66666666666667	0.128571428571429	0	220734.174834656	61.9375	0	0	5241.25219907407	0	2.05	188.082425925926	3631.36287202381	1579.2625	0	349.438888888889	1473	0.375	0.25	3.5	4.55555555555557	0	5284.36280967078	4765.06581018519	3863.01782021605	41.5208333333333	10468.6572835097	40645.4211743092	9169482.49487548
0159_AZ03_32050_20190123_ST	9682794	4610.23333333333	5327.41388888889	23.3	26189.6154265873	118.755208333333	15564.2615740741	175287.202287478	4913.29777943122	1639.49948559671	127.160714285714	4848.05505952381	9805.96466049383	9032.91962962963	3	6	0.514285714285714	4.7	217751.884347443	118.625	0	0	6580.99034391534	0	46.6	266.016648148147	4099.01639936067	1358.34361111111	0	362.866666666667	879.416666666667	1.54166666666667	1.75	0	3.51666666666667	0	5830.70704775377	5462.23939814815	4718.46102807172	220.083333333333	9965.25823769107	45915.2856410445	9121709.50396394
0159_AP39_21109_20181018_ST	9630468	5612.75	4582.52916666666	27.9416666666667	24170.5220072751	107.223958333333	16677.849537037	161762.12297619	5228.20616071429	1709.22685185185	232.241071428571	4181.02098214286	9573.50810185184	8990.01365740741	0	0.666666666666667	0.257142857142857	0	252416.598500882	98.6875	0	0	5887.5699074074	0	1.75	227.976064814814	3536.61314484127	1327.49694444444	0	316.088888888889	1335.61111111111	9.20833333333333	21.6666666666667	1.1	4.8138888888889	0	5093.84558579512	4495.90065972222	4305.64527777778	211.375	10815.3595464065	40276.133037184	9057228.47999474
0159_AV42_66135_20190524_ST	9609822	9052.18333333333	4157.35555555555	89.1999999999998	24760.1517361111	248.109375	18459.3814814815	142884.103871252	7475.55359126984	3160.58796296296	234.200892857143	5250.22113095238	9626.19386574073	11959.4696759259	132	2.33333333333333	0.342857142857143	0	212632.266468254	92.4166666666667	0	0	5776.63188657407	0	4.1	197.249074074074	3314.97922453704	1292.35347222222	0	399.727777777777	1241.13888888889	3.375	123.333333333333	0.2	11.6361111111111	0	4722.09807995297	4014.64019675926	3616.55736276455	794.333333333333	12184.4867421737	36369.8517502572	9085539.23596841
0159_AB18_26832_20201028_ST	9550086	8013.76666666667	5051.48819444444	112.566666666667	23231.0860945767	156.552083333333	15307.1111111111	166704.790207672	7026.13102843916	1619.91358024691	205.200892857143	6002.11354166666	10014.9292438272	10675.0709722222	14.6666666666667	8	0.128571428571429	0	202740.238921958	88.75	0	0	6782.46122685185	0	2.5	212.430472222222	3537.63318176808	1328.73819444444	0	462.083333333332	1047.52777777778	3	127	17.5	8.1638888888889	0	5533.932808495	4789.09362268519	4264.16504883157	765.6875	12285.0155184083	42970.2659146458	9008976.29706786
0159_AB18_26501_20190507_ST	9548530	3379.03333333333	5664.18935185185	25.4666666666667	24977.2346726191	274.058333333333	16207.7506944444	172952.681417548	5021.65864087302	986.128086419753	175.128571428571	4872.72132936508	9256.13472222222	9880.22326388889	0	3.33333333333333	0.557142857142857	0	207266.979034391	148.458333333333	0	0	6720.36550925926	0	0.15	257.347361111111	4011.91150793651	1281.40555555555	0	519.580555555557	820.722222222222	0.25	0	0	4.85555555555557	0	6070.60434670782	5126.72743055555	4213.06129805996	196.916666666667	9617.42506007496	46167.6088159739	9002429.33118685
0159_AP39_21337_20181107_ST_E21	9546657	4571.85	4765.72037037037	32.7708333333333	23566.1820987655	234.229166666667	15143.3016203704	155889.05997766	4578.10692294974	1050.74022633745	149.339285714286	4396.4074404762	9286.78302469136	9667.77583333333	2	3.33333333333333	0.471428571428571	0	225417.454320988	62.6875	0	0	5587.76892361111	0	0.95	228.092	3536.06857914462	1419.43333333333	0	441.236111111111	1015.94444444444	6.375	0	0	1.19166666666667	0	5466.36835776749	4529.97708333333	4403.71507275133	55.1875	10256.0974042475	40462.689208988	9010427.69193104
0159_AQ29_10062_20180313_ST	9543070	4698.1	4764.9599537037	27.025	23686.6336640212	262.630208333334	16189.3983796296	168580.855946208	4853.8638640873	2463.7591563786	168.366071428571	4255.19866071429	9672.01172839507	8559.65523148148	0.666666666666667	5.33333333333333	0.128571428571429	0	215008.03912037	103.002777777778	0	0	5602.60168650793	0	6.45	225.135518518519	3879.40227347884	1375.47083333333	0	378.561111111111	1249.77777777778	3.45833333333333	1.25	0	2.97222222222222	0	5458.12587517147	4973.33498842593	3995.77221303645	111.5	10455.9093534685	42859.5286749216	8999191.12080473
0159_AQ29_10061_20180228_ST	9492717	3531.31666666667	4283.64646164021	16.95	23757.7009479718	124.1125	22272.8321759259	158134.477698767	5084.29487103175	2390.70987654321	181.620535714286	3886.39791666667	10461.2534722222	9242.27131944445	0.666666666666667	7.33333333333333	0.3	6.9	235599.771308167	84.3758169934641	0	0	4898.96921296296	0	0.95	192.769916666667	3863.84509755291	1412.17486111111	0	272.644444444444	1791.27777777778	1.58333333333333	0	0.7	4.42222222222223	0	5144.65947839506	4637.45623842593	3529.72525462963	78.0625	10919.216555763	38322.4531193264	8938579.15841963
0159_AZ03_32049_20190124_ST	9392609	3560.5	4220.65555555556	23.925	22417.960135582	555.598958333333	16389.0076388889	140191.131585097	6550.28882275132	3211.86985596708	209.915178571429	3425.50729166666	9049.60925925926	8413.43506944444	6.66666666666667	2	0.3	0	214851.287688238	105.020833333333	0	0	5357.36875	0	0.7	206.119861111111	4306.47915288801	1254.45486111111	0	310.594444444444	1391.70833333333	2.41666666666667	39	0	1.55833333333333	0	4440.81267096561	3878.86159722222	3013.08899085097	24.1666666666667	9936.18475841417	35760.2573638669	8889500.54800977
0159_AZ03_32016_20180619_STLS	9389669	4053.86666666667	4050.04444444444	15.1083333333333	22479.7376818783	111.510416666667	16014.3280092592	150410.260701499	4623.35900958995	2729.7628600823	199.991071428571	3301.78020833333	10413.125462963	8513.17756944445	1.66666666666667	1.33333333333333	0.3	0	230857.461948854	44.2708333333333	0	0	4899.20439814815	0	0.55	179.859916666667	3559.11607694004	1503.47569444445	0	241.680555555555	1656.16666666667	0.25	3.16666666666667	0	3.67222222222223	0	4640.97838485939	4512.00233796296	3318.15213027263	78.1041666666667	10633.3063871987	37182.65694126	8859435.57223669
0159_AB18_100835_20190130_ST	9289175	3338.66666666667	4390.32152777778	9.74999999999998	23128.0920634921	183.1875	16881.4729166666	153985.288035714	4574.75100198413	2453.20061728395	187.901785714286	3363.73139880952	9549.24081790123	9357.39525462963	1	4.66666666666667	0.171428571428571	0	227852.775462963	30.2916666666667	0	0	4897.41076388889	0	13.35	212.169953703703	3641.91642691799	1331.11666666666	0	288.166666666667	1536.02777777778	4.83333333333333	0	0	0.355555555555557	0	4768.44677983539	4703.82534722222	3349.07083278219	75.2916666666667	10295.9017735891	37979.0861322384	8756786.12551165
0159_AQ29_10028_20171018_ST	9264592	3025.33333333333	5159.44189814814	15.9583333333333	24429.1388888889	141.458333333333	16592.8368055555	172803.846261023	5037.59266369048	1633.2662037037	111.517857142857	4592.69642857143	10679.5400077161	9313.69652777778	1	2.66666666666667	0	0.15	221973.52627866	35.3541666666667	0.0277777777777777	0	5593.08981481482	0	24.2	162.755555555556	3718.84147652116	1270.93138888889	0	399.893650793651	860.638888888888	1.08333333333333	0.25	2.7	5.65277777777777	0	6022.26890421269	5091.40056712963	4446.27648699295	106.666666666667	9615.90251157407	42595.2732763815	8709125.12626848
0159_AZ03_32072_20190318_ST	9263386	5701.43333333333	4717.37152777778	40.9416666666667	22769.273478836	161.583333333333	15387.0969907408	161192.998096561	5714.01099867725	1640.98456790123	152.223214285714	4871.73973214285	8938.83827160495	8629.33412037037	11	10	0	1.4	201962.324430983	59.6527777777777	0	0	5610.43749999999	0	12.8	213.340074074075	3796.80732197972	1255.59513888889	0	274.477777777778	1057.30555555555	7.66666666666667	49.0833333333333	0	4.0861111111111	0	5218.86910185185	4689.67550925926	4220.89400793651	336.104166666667	10120.4231078042	41112.0955230379	8743444.13256307
0159_AB18_26829_20210204_ST	9254662	5062.30476190476	4556.88726851852	64.0333333333335	23988.9327380952	168.833333333333	17446.4472222222	164718.680688272	4660.66971230159	1888.62307098765	133.848214285714	4875.609375	9477.71446759258	7068.90974537037	10.6666666666667	4.66666666666667	0.514285714285714	0.2	209110.431018518	82.0833333333333	0	0	4825.7007853836	0	48.7	226.377324074075	3741.1222635582	1142.675	0	331.816666666667	1103.27777777778	5.16666666666667	4.08333333333333	20.8	3.35833333333333	0	5504.34150120028	4708.40765046297	4198.70042566873	89.4791666666667	10756.3888449441	40986.1167888987	8723645.43156925
0159_AZ03_32034_20181015_ST	9247914	4185.83333333333	4822.45625	25.8083333333333	22485.4109126984	124.15625	16324.7377314815	164225.533636684	4932.9239103836	2089.54475308642	128.977678571429	4793.57678571428	9218.14143518517	8542.96824074074	17.3333333333333	8	0.0857142857142857	3.4	207663.282903439	117.5	0	0	5621.10827546296	0	14.35	192.152481481481	4007.50033895503	1203.35263888889	0	358.752777777778	1081.66666666667	5.125	5.16666666666665	38.5	5.30833333333333	0	5652.65293478101	5153.5347337963	4347.20084160053	252.666666666667	9559.25275672399	42082.8322341637	8718623.20545076
0159_AZ03_32005_20200930_ST	9185767	5853.26666666667	4964.54513888889	15.175	23281.8435846561	138.729166666666	15884.6467592593	169961.248095679	4936.73016534391	1108.81378600823	179.491071428571	4239.30208333333	9822.68140432098	9309.82027777778	0.333333333333333	6	0.0428571428571429	0	207463.846626984	108.354166666667	0	0	6130.7380787037	0	6.85	213.431722222222	3788.42072310406	1462.92833333333	0	417.327777777779	1215.16666666667	7.20833333333333	1	0	1.83333333333333	0	5561.35098792377	4674.47699074074	4242.80567386831	89.2708333333333	10474.3660554086	43148.4355176489	8647056.51878845
0159_AP39_21248_20181016_ST_E21	9153583	5328.26666666667	5073.08132716049	19.6083333333333	22433.8428295855	134.577083333334	14720.6686728395	167929.990246179	4980.14503306878	1437.80529835391	156.159821428571	4764.34246031746	8808.89853395061	10038.2939814815	0.333333333333333	4.33333333333333	0.128571428571429	0	196967.624029982	107.583333333333	0	0	6543.85645667989	0	8.9	228.610601851853	3663.74271935626	1230.62916666667	0	456.666666666668	1042.61111111111	1.08333333333333	2.75	0	3.3388888888889	0	5616.36910204781	4531.15869212963	4241.6928859127	464.979166666667	9974.65541354351	42788.9111219258	8629877.36178411
0159_AZ03_32029_20180906_ST	9136116	6216.65	3473.65439814815	40.6	21866.4027667549	129.239583333333	18192.4886574074	129835.938432246	4288.42954861111	4579.75	167.821428571429	3271.24270833333	8368.46975308642	8075.59666666667	0.666666666666667	6.66666666666667	0.471428571428571	0.05	221627.633156967	71.8333333333333	0	0	4889.03796296297	0	2.8	175.3545	2932.68994708994	1109.89027777778	0	269.7	1203.80555555555	2.45833333333333	18.6666666666667	0	8.95833333333333	0	4177.10962595532	4025.35461805555	3043.2989329806	162.333333333333	9805.79815839947	33470.9867258231	8640604.15183337
0159_AB10_26805_20210211_ST	9121268	4298.85	5372.27037037037	54.2916666666667	23654.5949074074	158.495833333333	16649.0131944444	173370.581858466	5847.50530753969	1407.54320987654	257.607142857143	4010.00431547619	9770.31226851851	10661.9769675926	12	1.33333333333333	0	0	205353.6505291	59.9791666666667	0	0	6630.34108796296	0	1.25	293.823101851852	4181.89006283069	1359.43986111111	0	374.644444444444	958.472222222222	1.29166666666667	19.0833333333333	0.2	3.26388888888889	0	5165.81226469724	4902.28922453704	3958.09162092152	445.791666666667	10201.6529320988	45074.3333827528	8576756.31916736
0159_AB18_26824_20201203_ST	9110040	4313.91666666667	4896.32199074074	34.2	22010.3931216931	118.715625	16317.7324074074	158117.750002645	4753.36635912699	1334.9799382716	165.946428571429	3937.99077380953	8764.86512345679	8627.19435185185	1.33333333333333	2.66666666666667	0.0857142857142857	0	197921.518518519	83.5208333333333	0	0	5517.94560185185	0.166666666666667	0.8	237.712231481481	3437.98918650794	1244.62222222222	0	446.16111111111	988.25	3.58333333333333	2.16666666666667	0	1.47777777777778	0	5232.10516909171	4352.48444444444	3743.04933145944	66.4583333333333	9396.87050903879	41106.5235846561	8602859.13597498
0159_AP39_21062_20180306_ST	9105290	6226.46666666667	5189.22939814814	12.6416666666667	21904.0553736773	121.026041666667	14524.4910383598	174381.63051455	4543.81767857142	2173.96887860082	146.794642857143	4486.49702380952	8426.21458333333	8623.43094907407	1	0.666666666666667	0	0	203306.493508401	151.020833333333	0	0	5904.79849537037	0	1.25	209.683398148147	3739.71762566137	1234.20833333333	0	434.488095238097	1005.58333333333	8.58333333333333	0.916666666666667	0.2	3.57777777777777	0	5633.04046450617	4813.50409722222	4379.09301256614	96.8958333333335	9861.94746958006	43291.3464699074	8570451.72012964
0159_AA34_42413_20190513_ST	9081212	4286.61666666667	4501.1287037037	17.7416666666667	22303.0258928571	144.4375	13901.2155092592	155498.189089947	4539.96953373016	3041.08153292181	167.258928571429	4123.76190476191	8737.26427469135	8322.20118055556	0.666666666666667	2.33333333333333	0.428571428571429	0	210597.992250882	63.1666666666667	0	0	5148.5931712963	0.0333333333333333	8.55	179.728527777778	3515.69985119048	1189.96513888889	0.05	353.586111111111	1052.72222222222	10.7916666666667	7.5	0.4	1.47222222222222	0	5000.9118486552	4437.06319444444	3890.38436232363	76.3125	9298.87145002939	39122.9912268518	8567667.89329968
0159_AP39_21303_20180522_ST_E21	9080271	5170.68333333333	4231.00224867725	61.5333333333332	20866.6081018518	138.596875	13542.5743055555	143880.119690917	4747.67972718254	1252.59953703704	181.747321428571	4205.00833333333	8213.96157407406	8270.97092592593	8.66666666666667	1.33333333333333	1.8	0	210078.574503968	143.854166666667	0	0	5635.25121527778	0	4.25	210.111657407408	3065.28620205026	1144.77763888889	0	372.516666666667	1023.41666666667	6	46.3333333333333	1.3	3.93055555555557	0	4799.90835486478	3804.4682175926	3346.58525371105	159.729166666667	9654.72648905056	36852.4011373824	8585142.6934666
0159_AP39_21308_20180925_ST_E21	9053200	4241.38333333333	4565.39189814814	14.6583333333333	22423.6174603175	90.6979166666665	15369.7592592592	151484.50884612	4562.00840443122	2788.41512345679	148.598214285714	3796.93154761904	8748.81172839506	8613.95967592593	0.666666666666667	1.33333333333333	0.128571428571429	0.05	206500.682043651	49.4791666666667	0	0	4928.67922453704	0	1.9	220.879148148149	3559.70453593474	1125.27638888889	0	266.994444444444	1014.58333333333	3.875	0.25	2	3.26666666666667	0	4791.61343535665	4283.37940972222	3680.58975712816	54.0625	9477.6427984274	38215.6346649642	8548168.58716941
0159_AZ03_32087_20191111_ST	9044833	2862.46666666667	5158.00347222222	22.2166666666667	26991.155869709	249.479166666666	14310.8962962963	176915.979365961	6209.63948412698	998.086934156379	257.660714285714	3862.71889880952	9344.6400462963	10902.5275925926	0	2	0.728571428571429	0.25	206960.603869048	118.083333333333	0	0	8126.24988425926	0	9.05	311.918907407408	4748.74607308201	1312.01319444444	0	323.961111111111	769.875	5	0.25	0	2.9	0	4776.06191709533	5108.93266203704	4160.27252774104	750.354166666667	9731.72050018371	47592.8484812855	8491935.70862642
0159_AB18_26687_20200922_ST	9044362	3480.23333333333	5303.20069444444	18.8666666666666	23910.2699074074	114.916666666667	14620.3944444445	160580.606255732	4368.13503637566	1473.60802469136	124.629464285714	4643.00342261905	8083.35817901234	9505.95840277778	50	5.33333333333333	0.0857142857142857	0.05	193821.700220459	118.0625	0	0	5849.34057539682	0	43.95	239.759194444444	3602.9973848104	1116.82708333333	0	485.744444444443	700.888888888888	4.20833333333333	0.25	3.1	1.57777777777778	0	5588.9976622085	4830.09761574074	4281.2042478689	41.0416666666667	8667.95303505291	42774.9572309181	8535906.69259258
0159_AP39_21287_20181015_ST_E21	9005218	4590.4	3536.26226851852	26.9833333333333	21822.677364418	113.666666666667	14385.0118055555	137757.480829365	3995.7778670635	3343.29475308642	176.169642857143	3767.98854166667	8935.17253086418	7817.87155092593	0.666666666666667	4.33333333333333	0.342857142857143	0.05	209297.995171958	106.770833333333	0	0	5136.28229166667	0	0.8	213.944824074075	3080.32468584656	1140.70416666666	0	218.75	1180.43055555555	2.625	6.58333333333333	0	2.69444444444444	0	4446.6436207378	3962.32013888889	2981.20397707231	98.9166666666667	9784.6959284612	33203.2711627351	8520078.8931871
