sample_id	total	hydro_lyase_activity	X3_dehydroquinate_dehydratase_activity	X3_hydroxybutyryl_CoA_dehydratase_activity	X3_isopropylmalate_dehydratase_activity	aconitate_hydratase_activity	carbonate_dehydratase_activity	cystathionine_beta_synthase_activity	dihydroxy_acid_dehydratase_activity	enoyl_CoA_hydratase_activity	fumarate_hydratase_activity	homoaconitate_hydratase_activity	imidazoleglycerol_phosphate_dehydratase_activity	phosphogluconate_dehydratase_activity	methylglutaconyl_CoA_hydratase_activity	phosphopyruvate_hydratase_activity	porphobilinogen_synthase_activity	prephenate_dehydratase_activity	pseudouridylate_synthase_activity	tryptophan_synthase_activity	uroporphyrinogen_III_synthase_activity	X4_alpha_hydroxytetrahydrobiopterin_dehydratase_activity	GDP_mannose_4_6_dehydratase_activity	dTDP_glucose_4_6_dehydratase_activity	X_3R__hydroxymyristoyl__acyl_carrier_protein__dehydratase_activity	X2_oxopent_4_enoate_hydratase_activity	L____tartrate_dehydratase_activity	altronate_dehydratase_activity	X4_hydroxy_tetrahydrodipicolinate_synthase_activity	galactarate_dehydratase_activity	galactonate_dehydratase_activity	glucarate_dehydratase_activity	mannonate_dehydratase_activity	urocanate_hydratase_activity	X3_hydroxyacyl_CoA_dehydratase_activity	X2_oxo_hept_3_ene_1_7_dioate_hydratase_activity	acetylene_hydratase_activity	lactoyl_CoA_dehydratase_activity	nitrile_hydratase_activity	cyclohexa_1_5_dienecarbonyl_CoA_hydratase_activity	X3_hydroxyacyl__acyl_carrier_protein__dehydratase_activity	glyoxalase_III_activity	X2_hydroxyisoflavanone_dehydratase_activity	bile_acid_7alpha_dehydratase_activity	X3alpha_7alpha_12alpha_trihydroxy_5beta_cholest_24_enoyl_CoA_hydratase_activity	ectoine_synthase_activity	X2_hydroxyhexa_2_4_dienoate_hydratase_activity	protein_deglycase_activity	X4_hydroxybutanoyl_CoA_dehydratase_activity	O_succinylbenzoate_synthase_activity	X3_hydroxypropionyl_CoA_dehydratase_activity	glycerol_dehydratase_activity	X3_dehydroshikimate_dehydratase_activity	methylthioribulose_1_phosphate_dehydratase_activity	X5_dehydro_4_deoxyglucarate_dehydratase_activity	X2_dehydro_3_deoxy_L_arabinonate_dehydratase_activity	ATP_dependent_NAD_P_H_hydrate_dehydratase_activity	X2_methylisocitrate_dehydratase_activity	X_R__2_methylmalate_dehydratase_activity	X2_methylcitrate_dehydratase_activity	X4_oxalmesaconate_hydratase_activity	arabinonate_dehydratase_activity	CDP_glucose_4_6_dehydratase_activity	arogenate_dehydratase_activity	citrate_dehydratase_activity	D____tartrate_dehydratase_activity	D_glutamate_cyclase_activity	dimethylmaleate_hydratase_activity	gluconate_dehydratase_activity	isohexenylglutaconyl_CoA_hydratase_activity	itaconyl_CoA_hydratase_activity	L_arabinonate_dehydratase_activity	L_fuconate_dehydratase_activity	L_rhamnonate_dehydratase_activity	maleate_hydratase_activity	myo_inosose_2_dehydratase_activity	oleate_hydratase_activity	propanediol_dehydratase_activity	pyrazolylalanine_synthase_activity	trans_L_3_hydroxyproline_dehydratase_activity	UDP_glucose_4_6_dehydratase_activity	xylonate_dehydratase_activity	trans_feruloyl_CoA_hydratase_activity	cyclohexyl_isocyanide_hydratase_activity	L_serine_hydro_lyase__adding_indole__L_tryptophan_forming__activity	ADP_dependent_NAD_P_H_hydrate_dehydratase_activity	tRNA_threonylcarbamoyladenosine_dehydratase	X6_carboxy_5_6_7_8_tetrahydropterin_synthase_activity	X3R_hydroxyacyl_CoA_dehydratase_activity	very_long_chain_3_hydroxyacyl_CoA_dehydratase_activity	X3_hydroxy_arachidoyl_CoA_dehydratase_activity	X3_hydroxy_behenoyl_CoA_dehydratase_activity	X3_hydroxy_lignoceroyl_CoA_dehydratase_activity	glyoxalase__glycolic_acid_forming__activity	Remaining
0159_AZ03_32040_20181023_ST	7625013	8817.91666666667	1727.56666666667	227	2716.28333333333	934.566666666667	282.5	3.5	1988.03333333333	775.2	1679.08333333333	5	1239.66666666667	0	0	2532.16666666667	172.5	1428.83333333333	97.5	4963.33333333333	1591.66666666667	1	1369.5	4976.16666666667	351.821428571429	0	415.083333333333	168.666666666667	2983.83333333333	886.166666666667	317	30.5	3610	3202.66666666667	0	0	59.3333333333333	1	0	0	879.553571428572	55	0	8	19	38	0	0.25	50.3333333333333	32.8333333333333	0	12.75	10	131	0	0	0	8.15	3	13	13	0	982	1.5	930.566666666667	1.5	0	350.933333333333	7	0	0	2	2.33333333333333	23.3333333333333	0	874.333333333333	769.083333333333	56	0	7	0	0	0	127	0	847.266666666667	0	498.666666666667	0	0	0	0	0	0	7568703.55833333
0159_AA34_42088_20180515_ST	7513727	3403.66666666667	1350.5	5.5	2384.925	1186.71666666667	517	10	2243.68333333333	1047.76666666667	1845.5	10.6666666666667	1086.7	138.033333333333	0	1334	143	1003.5	142.833333333333	5340.66666666667	2026	0	1852.75	7760.75	368.2	1	217.833333333333	893	2884.66666666667	1523.33333333333	953	376.5	5212.5	3960	0	1	21.2	0	0	0	921	127.5	0	0	0	0	0	19.25	7	441.666666666667	0	174.666666666667	0.666666666666667	96.5	0	0	0	32.7666666666667	0.75	153.25	0	30	1497	3	1168.3	0	0	312.333333333333	0	0	0	0	7	204	0	504.666666666667	291.666666666667	163.5	0	1	0	321	0	6	0	678.75	0	426.5	0	0	0	0	0	0	7454890.875
0159_AB18_106508_20190812_ST	7505790	6324.33333333333	1634.5	147	2574.88333333333	1420.03333333333	772.833333333333	117.785714285714	2686.83333333333	1176.08333333333	2305.83333333333	16.6666666666667	1196.7	198	0	1859.66666666667	435	1573.5	202.5	5853.26666666667	1517.33333333333	1	1416.33333333333	4500.75	383.597619047619	284	510.166666666667	605.5	3286.23333333333	1580.33333333333	1272	360.5	4531.5	3247	0	20	31.925	0	0	0	959.494047619047	91.5	0	9	8	2	0	17.375	47	532.333333333333	1	145.25	33.5833333333333	235.5	1	0	0	90.0166666666667	0.5	164.5	2	67	267	31.5	1394.61666666667	0	0	355.5	11	0	0	2	9.16666666666667	349.166666666667	0	545.333333333333	798.833333333333	431	1	3	0	19.5	0	88	0	822.883333333333	0	476	0	0	0	0	0	0	7443733.85595238
0159_AB18_26750_20201118_ST	7502564	8440	2371.36666666667	326	2954.85	1035.11666666667	520	4	2974.13333333333	980.083333333333	1811.91666666667	2.91666666666667	1578.5	0	0.5	2486.66666666667	302.5	2074.58333333333	48.8333333333333	5719.33333333333	1904.16666666667	0	1714	7964.66666666667	543.514285714286	0	447.916666666667	298.333333333333	3564.66666666667	710.333333333333	272.5	8.5	3369	2078.33333333333	0	0	29.4333333333333	0	0	0	1358.78571428571	39.5	0	15	20	0	0	0	37	52.1666666666667	0	24	3	174.5	0	1	0	5.35	1.5	3	2	0	203	22	1033.45	0	0	376.966666666667	5	0	0	0	9	20.5	0	221.166666666667	1178.75	39.5	1	4	0	0	0	234	0	1013.4	0	375.5	0	0	0	0	0	0	7439553.3
0159_AA34_42242_20181111_ST	7480459	3597	1485	1	2165.95	786.083333333333	450	0	1455.33333333333	532.8	1588.83333333333	1.66666666666667	924.683333333333	23.2666666666667	0	1391	158	962	35.1666666666667	4942.03333333333	2217.16666666667	0	2113.41666666667	11417.4166666667	260.85	47.5	216.833333333333	515.5	2477.66666666667	633	1047	253.5	4178.5	2698	0	1	0.6	0	0	0	652.125	40.5	0	0	0	0	0	7.5	1.33333333333333	316	0	128.5	0	104.5	0	0	0	5.98333333333333	1.25	45.5	0	0	3233	12.5	781.583333333333	0	0	529.166666666667	0	0	0	0	0	26.6666666666667	0	552.833333333333	522.75	125	0	0	0	43.5	0	13	0	522.933333333333	0	481	0	0	0	0	0	0	7423734.10833334
0159_BA21_18000_20170917_ST	7459609	8183.64285714286	1674.91666666667	240.666666666667	2733.7	1055.25	319.666666666667	10	2193.18333333333	656.9	1935.25	8	1436.65	60.4666666666667	0	2123.25	325.5	1413.16666666667	111.416666666667	5202.83333333333	1603.33333333333	0	1326.33333333333	4962.41666666667	402.333333333333	2	373.25	496.5	3527.83333333333	931	383.583333333333	134	3198.5	3584	0	0	75.0833333333333	0	0	0	1005.83333333333	229.5	0	37	11	2	0	6.5	31.8333333333333	252.166666666667	0	91.8333333333333	7.5	109	0	2	0	27.2333333333333	2.5	55.25	3	0	2330	7.66666666666667	1042.25	1.5	0	292.816666666667	2	0	0	0	12	100.5	0	437.666666666667	1107.58333333333	116.333333333333	0	0	0	131.5	0	124	0	821.95	0	505	0	0	0	0	0	0	7400017.45714286
0159_AZ03_32047_20190415_ST	7458903	7261.16666666667	2124.71666666667	359.5	3067.2	1027.66666666667	338	59	2296.4	793.65	1683.41666666667	0.333333333333333	1406.9	0.533333333333333	0	2470.23333333333	278	1500.83333333333	36	5235.83333333333	1789.66666666667	0	1823.5	5942.33333333333	442.12380952381	0	303.416666666667	371.166666666667	2997.59090909091	1127.66666666667	663.5	30.5	4215.5	3263	0	0	42.35	3	0	0	1105.30952380952	24	0	3	10	1	0	0	68	256.166666666667	0	16.5	14.5	173	0	0	0	41.9	1.75	4.5	4	1	1287	24.3333333333333	1024.33333333333	0	0	311.366666666667	7	0	0	1	35.5	25	0	366.833333333333	1026.58333333333	40.5	0	0	0	4	0	297	0	873.7	0	341.833333333333	0	0	0	0	0	0	7398557.69242424
0159_AP39_21123_20171120_ST	7457268	6880.33333333333	1450	44.3333333333333	2643.95	1025.1	441	3.78571428571429	2331.8	922.383333333333	1705.91666666667	27.5833333333333	1190.86666666667	14.8	0	2227.86666666667	292	1380.5	68.9166666666667	5750.5	1657.66666666667	0	1429.75	4766.75	333.05	30.5	267.25	260.666666666667	2884.16666666667	966.166666666667	701	113.5	4199.5	3270	0	0	60.55	0	0	0	832.625	65.5	0	1	22	2	0	3	116.666666666667	247.833333333333	0	17	17	269	3	0	0	15.1	4.25	33	6	3	1240	16	1019.6	0	0	299.616666666667	9	0	0	0	3.5	54.5	0	636.5	705	45	11	0	0	38	0	26	0	845.55	0	443.5	0	0	0	0	0	0	7400875.10595238
0159_AB18_26227_20190319_ST	7455928	6146.41666666667	1439.33333333333	41.1666666666667	2555.91428571429	1141.98333333333	623.5	25.6428571428571	2474.4	854.816666666667	2461.58333333333	25.3333333333333	1156.56666666667	166.233333333333	0	2017.41666666667	322.5	1402.16666666667	210.416666666667	5309.21428571429	1935.33333333333	0	1593.25	5305.5	430.407142857143	287.5	472.916666666667	550.833333333333	3003.16666666667	1322.16666666667	468.5	410	3316	2610	0	74	63	3	0	0	1076.01785714286	254.5	0	4	16	2	0	27.375	97.1666666666667	340.333333333333	0	30.5	15.5	102	0	1	0	56.5	1.75	209	7	4	1132	17.8333333333333	1127.15	0	0	513.7	5	0	0	0	36	277	0	367.5	491.583333333333	87	2	1	0	0	0	18	0	692.666666666667	0	487	0	0	0	0	0	0	7398207.7452381
0159_AA34_42456_20190803_ST	7452828	7990.66666666667	1866.7	457.666666666667	2781.48333333333	1024.1	513.5	247	2486.1	646.666666666667	1601.08333333333	4	1556	0	0	2397.33333333333	173	1703.75	63.6666666666667	5311	1276.83333333333	0	1197	6415.83333333333	387.742857142857	0	348.75	488	3320.5	1636	496	42.5	3853.5	2898	0	0	192.233333333333	2	0	0	969.357142857143	0	0	16	42	0	0	0	50.5	201.666666666667	0	26	24	75.5	0	2	0.5	192.166666666667	0.25	1	3	0	1216	113.5	1022.76666666667	0	0	264	1	0	0	0	4.5	16	0	1009.66666666667	1301	60	0	0	0	0	0	275	0	989.933333333333	0	332	0	0	0	0	0	0	7391240.08333333
0159_AZ03_32095_20191213_ST	7421678	10268.5833333333	2040.03333333333	306.833333333333	2838.08333333333	967.683333333333	385.166666666667	6	2200.23333333333	702.866666666667	1807.5	9.33333333333333	1431.13333333333	2	1	2129.33333333333	214	1596.5	139.5	4715.83333333333	1473.66666666667	0	1890	4550.66666666667	394.695238095238	2	433.833333333333	326	3464.5	953.5	274.5	19	3409.5	2792	0	0	101.1	2	22	0	986.738095238095	55.5	0	59	35	0	0	0	63.5	174.166666666667	0	15.5	27.3333333333333	96.5	0	0	0	13.8	2.5	3.5	15	0	2103.5	20	967.016666666667	0	0	371.35	7.5	0	0	0	20	16.5	0	400.666666666667	1131.5	25.5	4	3	0	1	0	166	0	960.566666666667	0	349.5	0	0	0	0	0	0	7361711.78333333
0159_AQ29_10012_20170725_ST	7402348	9662.45	2210.36666666667	242.666666666667	2805.81666666667	1098.81666666667	451.25	40	2827.36666666667	834.683333333333	1783.5	1	1276.9	5.5	0	2220.5	288.5	2438.41666666667	205.45	6611.64285714286	1775.16666666667	0	1974	7031.66666666667	473.005494505495	5	335.5	225.166666666667	3373.33333333333	635.166666666667	225	31.5	3131.5	1200	0	2	19.95	0	1.5	0	1182.51373626374	2	0	23	15	3	0	0.5	59.8333333333333	66	0	9.16666666666667	3.33333333333333	56	0	0	0	35.75	1	2	15	0	204	14	1096.9	0	0	221.4	5	0	0	0	8.5	13.5	0	282.833333333333	1404.41666666667	21.8333333333333	0	0	0	7.5	0	147	0	1191.21666666667	0	276.333333333333	0	0	0	0	0	0	7340535.18791209
0159_AP39_21053_20180126_ST	7396084	21088.6166666667	1985.58333333333	231.666666666667	2685.35833333333	939.666666666667	220.333333333333	10.5	2099	344.866666666667	1335.58333333333	12.6666666666667	1414.08333333333	0.666666666666667	0.5	2262.5	406	1452.25	453.866666666667	6102.83333333333	1186.41666666667	0	1578.5	3727.66666666667	319.857142857143	0	255.666666666667	284.833333333333	2933	758.833333333333	437	46.5	2805.5	2347	0	0	88.9428571428571	5	0	0	799.642857142858	75	0	1	12	1	0	0	121.833333333333	71.3333333333333	1	23.1666666666667	18.5	107	0	0	0	11.8833333333333	3.5	18	2	0	1252	6.5	936.666666666667	1.5	0	253.6	16.5	0	0	1	3	29.5	0	518.833333333333	2102	80.1666666666667	2	0	0	0	0	25	0	1241.23333333333	0	282	0	0	0	0	0	0	7328244.38214286
0159_AQ11_10068_20180330_ST	7391813	10774.3666666667	2376	156.166666666667	2847.9	906.25	385	2.14285714285714	2463.56666666667	624.933333333333	1659.08333333333	2	1451.53333333333	12.6666666666667	0	1952.66666666667	396.5	2287.75	228.25	6081.56666666667	1955.33333333333	0	1276.16666666667	5563.75	437.228571428571	0	387.416666666667	193.833333333333	3543.66666666667	454.833333333333	240.5	40.5	2465	1734	0.166666666666667	3	93.2416666666667	1	0	0	1093.07142857143	7	0	17	27	1	0	0	27	98.5	0	4.75	5	90.5	0	0	0	24.1666666666667	0.5	3	31	0	653	14	903.416666666667	0	0	316.116666666667	1	0	0	0	3	32	0	224.5	1445.66666666667	19.5	4	0	0	8	0	92	0	1271.71666666667	0	293.333333333333	0	0.166666666666667	0.166666666666667	0.166666666666667	0.166666666666667	0	7332103.61547619
0159_AB18_26728_20201124_ST	7384065	10545.8333333333	1807.41666666667	157	2384.66666666667	831.916666666667	302	2.5	2272.06666666667	544.4	2065.58333333333	6.91666666666667	1272.5	0	0	2506.5	480.5	1504.5	146.25	5270.5	1901	0	1269.83333333333	4926.83333333333	405.683333333333	0	440.25	371.666666666667	3825.5	777.666666666667	667	62.5	2734.5	2490	0	0	86.425	5	0	0	1014.20833333333	76	0	32.5	47	2	0	0	103.666666666667	114.666666666667	0	29.5	22.3333333333333	202	1	0	0	8	2	32	15	6	1625.5	23	828.583333333333	0	0	459	12	0	0	0	2	43	0	438.5	884	92.8333333333333	7	0	0	0	0	127	0	894.933333333333	0	336	0	0	0	0	0	0	7324518.86666667
0159_AB10_103255_20180917_ST	7356909	5843.58333333333	1285.5	102	2622.1	897.616666666667	440.5	14	1797.16666666667	797.5	1312.5	0	1035.83333333333	0.333333333333333	0	1720.5	151.5	1158	16.3333333333333	5187.83333333333	1655.5	0	1838.5	6168.66666666667	332.542857142857	0	309.5	414	2650	1041.5	83	93	3826	3183	0	0	37	0	0	0	831.357142857142	239.5	0	6	8	0	0	0	20.6666666666667	275.666666666667	0	80.8333333333333	3	108	0	0	0	12.2166666666667	0.25	0	0	2	2361.5	6.5	895.616666666667	0	0	400.033333333333	15	0	0	0	0	5	0	669.666666666667	496.666666666667	123	0	0	0	0	0	37	0	698.233333333333	0	475	0	0	0	0	0	0	7303123.28333333
0159_AP39_21383_20180515_ST_E21	7308653	7052.85	1521.66666666667	134	2493.66666666667	813.35	366.5	21	1943.7	699.4	1504.33333333333	2.33333333333333	1161.9	10.9666666666667	0	2232.5	224	1301.5	47.5833333333333	5333.5	1732.83333333333	0	1172.66666666667	4847.75	353.716666666667	9	301	588.166666666667	3095.5	863.166666666667	418.25	79.5	3746.83333333333	2855.83333333333	0	0	164.9	0	0	0	884.291666666667	56	0	19	41	3	0	0.875	40.8333333333333	238.5	0	225.5	34	124.5	0	0	0	28.75	3	13.5	24	5	1686	23	809.516666666667	0	0	310.733333333333	1	0	0	0	39.5	36	0	850.666666666667	603.416666666667	259	3	1	0	4	0	87	0	694.683333333333	0	395.5	0	0	0	0	0	0	7254013.36666666
0159_AP39_21260_20180615_ST_E21	7283342	8440.08333333333	1707.45	127.833333333333	2705.56666666667	1273.21666666667	753.5	186	3414.33333333333	696.916666666667	1430.66666666667	7	1412.05	6.7	0	2353.66666666667	259.666666666667	1903.53333333333	150.666666666667	6624	1341.66666666667	1	998.5	5686.08333333333	311.333333333333	1	211.333333333333	360.833333333333	3394.5	667.333333333333	530.25	119.5	2329	2641	0	2	492.033333333333	1	1	0	778.333333333332	49	0	29	68	1	0	59	105.166666666667	259	0	60.6666666666667	182	143.5	0	73	0	135.666666666667	5	7.5	3	2	451	62.1666666666667	1270.55	0	0	319.066666666667	5.5	0	0	0	5	24.3333333333333	0	938.666666666667	1098.33333333333	119.5	2	7	0	4	0	27	0	949.866666666667	0	424.166666666667	0	0	0	0	0	0	7223130.8
0159_AB18_26767_20200812_ST	7260057	4638.9119047619	1716.53333333333	58	2879.88333333333	1414.25	489.166666666667	46.1428571428571	1982.06666666667	784.8	2015.5	0.666666666666667	1300.86666666667	71.3333333333333	0.5	2826.53571428571	630.833333333333	1503.95833333333	31.8333333333333	6455.1	2246.16666666667	0	1719.33333333333	5948.33333333333	466.92619047619	38	248.5	404.833333333333	3038.66666666667	867.333333333333	633.5	130	3527	3022.5	0	25.5	13.05	4	0	3	1167.31547619048	8	0	0	15	1	0	0	21.8333333333333	224.166666666667	0	47.8333333333333	5.33333333333333	260.5	0	1	0	17.8333333333333	0.75	3	5	22	964	38.625	1392.33333333333	0	0	289.5	0	0	0	1	111	121.5	0	762.333333333333	463.166666666667	159.166666666667	0	1	0	24	0	76	0	742.45	0	563	0	0	0	0	0	0	7201363.83452381
0159_AB18_26686_20201114_ST	7239734	7354.78333333333	1892.39285714286	211.5	2692.68333333333	1291.41666666667	648.833333333333	32.4285714285714	3159.1	1077.58333333333	2374.41666666667	25.6666666666667	1255.98333333333	257.466666666667	0	2211.75	480.333333333333	1497.08333333333	277.166666666667	4843.56666666667	1761.16666666667	0	1160	5613.5	408.216666666667	563.5	830.083333333333	574.833333333333	2975.33333333333	1896.83333333333	1115.25	600.5	3274.5	2266.66666666667	0	126	26.6833333333333	2	0	0	1020.54166666667	343.5	0	3	16	0	0	45.875	34	490	0	51.8333333333333	6.83333333333333	100.5	1	0	0	69.2	1	385	15	0	892	22.8333333333333	1265.3	0	0	629.85	5.5	0	0	0	10.5	53.5	0	285	533.416666666667	322.166666666667	0	0	0	193	0	186	0	752.866666666667	0	478	0	0	0	0	0	0	7176741.56190476
0159_AP39_21140_20180130_ST	7186926	7857.16666666667	1736.45	208.5	3103.88333333333	874.016666666667	411.5	7	2203.76666666667	632.2	1491.41666666667	5.58333333333333	1433.25	0	0	2439	476.5	1639	41.1666666666667	5004.5	1524.83333333333	0	1039.33333333333	4288.33333333333	401.411904761905	0	587.083333333333	242.5	3336.83333333333	1107	315.5	45	3658.5	2629.33333333333	0	0	72.1583333333333	1	0	0	1003.52976190476	83.5	0	13	18	8	0	0	31	138.333333333333	0	24.5	29	209.5	0	0	0	11.8666666666667	1.75	2	13	5	996	22.5	871.35	0	0	503.316666666667	4	0	0	0	21.5	54.5	0	473.833333333333	1060.75	132	0	0	0	0	0	102	0	776.366666666667	0	481	0	0	0	0	0	0	7131021.18333333
0159_AB18_26327_20190627_ST	7179864	8708.65	1900.78333333333	327	2712.66666666667	901.083333333333	452.833333333333	0	2457	740	1577.83333333333	0	1442.66666666667	0.25	0	2479.33333333333	168.5	2005.5	59.7	5567.5	1527.83333333333	0	1202.83333333333	5644.66666666667	419.847619047619	1	429.166666666667	301.333333333333	3701.16666666667	642.333333333333	215	28.5	3356	1278	0.4	0	106	0	0	0	1049.61904761905	58.5	0	1	22	1	0	0	32	84.6666666666667	0	35.5	22	89.5	0	0	1.33333333333333	13.8666666666667	0	8.5	22	0	1436	8	900.416666666667	0	0	378.633333333333	3	0	0	0	0	51	0	247.5	1082.91666666667	33	2	0	0	0	0	120	0	934.85	0	305.5	0	3.4	3.4	3.4	3.4	0	7122550.71666667
0159_AA34_42485_20190917_ST	7162673	9082.66666666667	1957.7	492.666666666667	3118.71666666667	641.116666666667	460.5	4	1883.36666666667	653.116666666667	1746.83333333333	5.08333333333333	1365.06666666667	2.56666666666667	0	2230.66666666667	342.5	1420.5	37.6666666666667	4241.5	1557.16666666667	0	1369.83333333333	4988.83333333333	425.488095238095	0	338.833333333333	632.833333333333	3414	1833.33333333333	403.5	74	3972.33333333333	2382.33333333333	0	0	121.4	0	0	0	1063.72023809524	136.5	0	4	15	0	0	0.5	88.8333333333333	207.5	0	22.1666666666667	2.5	157.5	0	0	0	10.5	0	5	3	8	916	10.5	640.116666666667	0	0	444.733333333333	29	0	0	1	0	9.33333333333333	0	582	1549.41666666667	73.1666666666667	0	1	0	0	0	465	0	783.183333333333	0	196.833333333333	0	0	0	0	0	0	7104046.875
0159_AY44_33254_20191029_ST	7120590	11743.75	2168.15	265.333333333333	2482.86666666667	802.166666666667	243	0.5	2089.36666666667	356.066666666667	1803.83333333333	12	1351.78333333333	1.53333333333333	0	2318.80952380952	349.666666666667	1693.2	303.166666666667	4562.33333333333	1245.16666666667	0.2	511.5	4751	325.004761904762	4	390	328	3530.51515151515	573.5	496.833333333333	12	2176.16666666667	2358	0	1.5	75.2833333333333	0	0	0	812.511904761905	16	0	38	23	2	0	0	67.3333333333333	69.3333333333333	0	39.25	8.83333333333333	114.5	0	3	0.166666666666667	12.8666666666667	3.5	33.5	49	0	674	18	801.166666666667	1.5	0	288.166666666667	7	0	1	5	3.5	25	0	345.666666666667	1356.75	48.5	0	0	0	0	0	175	3	1062.29285714286	0	356.833333333333	0	0	0	0	0	0	7064798.63246753
0159_AB10_26103_20180911_ST	7110883	9587.66666666667	2090	368.5	2757.75	817.933333333333	359.5	0	2299.23333333333	686.45	1577.08333333333	0	1482.58333333333	0	0	2577.66666666667	329.333333333333	1578.83333333333	24.3333333333333	5232.16666666667	1488.83333333333	0	993	6768.75	407.628571428571	0	839.083333333333	418.333333333333	3582.66666666667	1067.33333333333	642	20	2901.5	1885	0	0	25.85	0	0	0	1019.07142857143	7.5	0	16	18	0	0	0.125	50.1666666666667	154	0	20.5	6	133	0	0	0	4.96666666666667	0.25	1	3	0	776	14.3333333333333	816.266666666667	0	0	556.2	5	0	0	0	1	28	0	480.5	1081.75	45.5	0	0	0	0	0	266	0	788.55	0	324	0	0	0	0	0	0	7051457.30833333
0159_AB18_26733_20210131_ST	7110512	10224.3333333333	1922.4	80.8333333333333	2522.48333333333	840.1	353.333333333333	100.5	2231.03333333333	742.883333333333	1757.58333333333	6.66666666666667	1458.25	10.4666666666667	0	2197.33333333333	474.5	1832.7	169.75	5655.66666666667	1465.33333333333	0	860.833333333333	5484.16666666667	334.345238095238	51	482.583333333333	185.5	3705	1239	1022	179	3204.5	1960	0	1	46.4	2	1	0	835.863095238095	20	0	8	50	0	0	0.875	175.333333333333	127	0	102.75	4.33333333333333	152	0	2	0	72.3666666666667	1.75	13	9	12	714	41	836.766666666667	0	0	640.65	6	0	0	0	4	29.8333333333333	0	926.5	971.583333333333	241	4	1	0	6.5	0	242	0	953.633333333333	0	312.5	0	0	0	0	0	0	7050190.28333333
0159_AB10_26735_20210107_ST	7083298	12403.9166666667	1714.06666666667	124.5	2575.2	909.766666666667	260.5	3	1901.63333333333	737	1481.83333333333	14.6666666666667	1447	0	0	2295.66666666667	413	1489.66666666667	219	5195.16666666667	1564	0	1366.66666666667	3531.33333333333	315.707142857143	20	315.166666666667	271.666666666667	3326	838.166666666667	448	66	2283.5	1991	0	0	524.391666666667	2	16	0	789.267857142858	17.5	0	47	95	1	0	0	102.333333333333	196.666666666667	0	49.5	41.5	169	0	0	0.5	36.45	1.25	13	17	4	1392	22.6666666666667	909.183333333333	0.5	0	393.666666666667	1	0	0	0	1.5	50	0	585.333333333333	924.25	167.5	8	12	0	0	0	23	0	924.933333333333	0	277.833333333333	0	0	0	0	0	0	7025958.48333333
0159_AK37_71011_20180526_ST	7072027	7280.31666666667	1686.2	220	2507.68333333333	814.833333333333	301.833333333333	2	1821.33333333333	573.5	1343.33333333333	0.666666666666667	1240.83333333333	0	0	2312.16666666667	276	1405.4	110.666666666667	4468.16666666667	1419.33333333333	0	890.166666666667	4919.33333333333	325.371428571429	0	319	379.5	3088.09090909091	760	393	33.5	2708.5	2283.33333333333	0	0	31.825	3	0	0	813.428571428573	15	0	10	9	3	0	0	32	95.6666666666667	0	36	13	123.5	0	4	0	3.2	1	6	24	0	1694	9	810.833333333333	0	0	254.616666666667	3	0	0	3	4	27	0	227.833333333333	1008.58333333333	69	2	0	0	0	0	141.5	0	788.116666666667	0	371.5	0	0	0	0	0	0	7021505.33409091
0159_AZ03_32025_20200904_ST	7067885	7508.16666666667	1558.41666666667	167.5	2821.6	916.266666666667	440.5	27	1978.86666666667	855.083333333333	1644.16666666667	0.666666666666667	1123.91666666667	3.73333333333333	0	2510	423.833333333333	1438.83333333333	32.8333333333333	5207	1762.83333333333	0	993.75	4509.41666666667	358.77619047619	2	387.833333333333	287.166666666667	2610.66666666667	956.666666666667	498.5	118.5	2856	2965.33333333333	0	0	55.45	0	0	0	896.940476190475	137	0	8	15	66	0	29.5	43.6666666666667	202.666666666667	0	31	13.5	146.5	1	0	0	28.5	1.25	7	12	21	950	29.3333333333333	914.933333333333	0.5	0	508.333333333333	6	0	0	0	6.5	42.8333333333333	0	655.833333333333	806.5	116.166666666667	1	0	0	5	0	41	0	718.283333333333	0	373.833333333333	0	0	0	0	0	0	7014027.15
0159_AB18_26696_20200819_ST	7056016	8305.9	1925	16	3073.83333333333	905.166666666667	600.5	781	2171.16666666667	886.2	1745.08333333333	1	1916.5	6.03333333333333	0	2716.66666666667	478.5	2143.83333333333	13.6666666666667	6348	1765.66666666667	0	928.333333333333	4890.5	385.842857142857	44	742.083333333333	873.5	3450.5	449	116.25	134.5	1678	1243	0	0	1.25	0	0	0	964.607142857142	66.5	0	1	0	9	0	2.125	32.5	115.5	0	46	15	214.5	0	0	0	536.85	0	11	0	0	526	54.6666666666667	904.5	0	0	812.85	0	0	0	0	42	5.66666666666667	0	242	1870.83333333333	62	0	0	0	0	0	37	0	927.816666666667	0	308.5	0	0	0	0	0	0	6997471.10833333
