sample_id	total	hydro_lyase_activity	X3_dehydroquinate_dehydratase_activity	X3_hydroxybutyryl_CoA_dehydratase_activity	X3_isopropylmalate_dehydratase_activity	aconitate_hydratase_activity	carbonate_dehydratase_activity	cystathionine_beta_synthase_activity	dihydroxy_acid_dehydratase_activity	enoyl_CoA_hydratase_activity	fumarate_hydratase_activity	homoaconitate_hydratase_activity	imidazoleglycerol_phosphate_dehydratase_activity	phosphogluconate_dehydratase_activity	methylglutaconyl_CoA_hydratase_activity	phosphopyruvate_hydratase_activity	porphobilinogen_synthase_activity	prephenate_dehydratase_activity	pseudouridylate_synthase_activity	tryptophan_synthase_activity	uroporphyrinogen_III_synthase_activity	X4_alpha_hydroxytetrahydrobiopterin_dehydratase_activity	GDP_mannose_4_6_dehydratase_activity	dTDP_glucose_4_6_dehydratase_activity	X_3R__hydroxymyristoyl__acyl_carrier_protein__dehydratase_activity	X2_oxopent_4_enoate_hydratase_activity	L____tartrate_dehydratase_activity	altronate_dehydratase_activity	X4_hydroxy_tetrahydrodipicolinate_synthase_activity	galactarate_dehydratase_activity	galactonate_dehydratase_activity	glucarate_dehydratase_activity	mannonate_dehydratase_activity	urocanate_hydratase_activity	X3_hydroxyacyl_CoA_dehydratase_activity	X2_oxo_hept_3_ene_1_7_dioate_hydratase_activity	acetylene_hydratase_activity	lactoyl_CoA_dehydratase_activity	nitrile_hydratase_activity	cyclohexa_1_5_dienecarbonyl_CoA_hydratase_activity	X3_hydroxyacyl__acyl_carrier_protein__dehydratase_activity	glyoxalase_III_activity	X2_hydroxyisoflavanone_dehydratase_activity	bile_acid_7alpha_dehydratase_activity	X3alpha_7alpha_12alpha_trihydroxy_5beta_cholest_24_enoyl_CoA_hydratase_activity	ectoine_synthase_activity	X2_hydroxyhexa_2_4_dienoate_hydratase_activity	protein_deglycase_activity	X4_hydroxybutanoyl_CoA_dehydratase_activity	O_succinylbenzoate_synthase_activity	X3_hydroxypropionyl_CoA_dehydratase_activity	glycerol_dehydratase_activity	X3_dehydroshikimate_dehydratase_activity	methylthioribulose_1_phosphate_dehydratase_activity	X5_dehydro_4_deoxyglucarate_dehydratase_activity	X2_dehydro_3_deoxy_L_arabinonate_dehydratase_activity	ATP_dependent_NAD_P_H_hydrate_dehydratase_activity	X2_methylisocitrate_dehydratase_activity	X_R__2_methylmalate_dehydratase_activity	X2_methylcitrate_dehydratase_activity	X4_oxalmesaconate_hydratase_activity	arabinonate_dehydratase_activity	CDP_glucose_4_6_dehydratase_activity	arogenate_dehydratase_activity	citrate_dehydratase_activity	D____tartrate_dehydratase_activity	D_glutamate_cyclase_activity	dimethylmaleate_hydratase_activity	gluconate_dehydratase_activity	isohexenylglutaconyl_CoA_hydratase_activity	itaconyl_CoA_hydratase_activity	L_arabinonate_dehydratase_activity	L_fuconate_dehydratase_activity	L_rhamnonate_dehydratase_activity	maleate_hydratase_activity	myo_inosose_2_dehydratase_activity	oleate_hydratase_activity	propanediol_dehydratase_activity	pyrazolylalanine_synthase_activity	trans_L_3_hydroxyproline_dehydratase_activity	UDP_glucose_4_6_dehydratase_activity	xylonate_dehydratase_activity	trans_feruloyl_CoA_hydratase_activity	cyclohexyl_isocyanide_hydratase_activity	L_serine_hydro_lyase__adding_indole__L_tryptophan_forming__activity	ADP_dependent_NAD_P_H_hydrate_dehydratase_activity	tRNA_threonylcarbamoyladenosine_dehydratase	X6_carboxy_5_6_7_8_tetrahydropterin_synthase_activity	X3R_hydroxyacyl_CoA_dehydratase_activity	very_long_chain_3_hydroxyacyl_CoA_dehydratase_activity	X3_hydroxy_arachidoyl_CoA_dehydratase_activity	X3_hydroxy_behenoyl_CoA_dehydratase_activity	X3_hydroxy_lignoceroyl_CoA_dehydratase_activity	glyoxalase__glycolic_acid_forming__activity	Remaining
0159_AZ03_32017_20180615_STLS	2970666	3636.33333333333	887.333333333333	193.5	1110.15	302.05	178.5	23.5	1036.33333333333	171	592.583333333333	1	586	0.333333333333333	0	970	86	663.5	13.5	1723.83333333333	518.833333333333	0	440.833333333333	2148.5	171.002380952381	0	242.583333333333	174	1426.83333333333	535.5	198.5	36	1274	768	0	0	31.65	0	0	0	427.505952380953	39	0	1	2	0	0	0	19.6666666666667	39.8333333333333	0	7.5	7	29	0	0	0	19.9166666666667	1.25	1	3	0	587	17	301.05	0	0	268.216666666667	0	0	0	0	0	13	0	158.333333333333	597.5	21	4	0	0	0	0	129	0	392.883333333333	0	176.833333333333	0	0	0	0	0	0	2947260.825
0159_AV42_66166_20190824_ST	2961531	4269.16666666667	794.45	114.666666666667	1316.68333333333	462.4	92.5	0	826.2	187.666666666667	746.666666666667	0	685.833333333333	1	0	1180.53333333333	278.5	791.833333333333	52.6666666666667	2662.33333333333	785.833333333333	0	383.166666666667	2127.75	156.75	2	219.333333333333	91.8333333333333	1535.66666666667	149.333333333333	259.5	13	968.5	745	0	0	157.342857142857	1	0	0	391.875	20	0	13	27	0	0	0	25.3333333333333	82.6666666666667	0	15.75	50.5	90.5	0	0	0	9.26666666666667	0.5	2	2	2	606	7.33333333333333	462.4	0	0	150.366666666667	6	0	0	1	2	5	0	151.833333333333	434.5	16	0	1	0	0	0	91	0	337.516666666667	0	151	0	0	0	0	0	0	2936316.54880952
0159_AQ29_10083_20180506_ST	2947171	2093.41666666667	885.666666666667	63	1168.6	493.933333333333	216	3	1133.43333333333	487.5	616.5	0	554.666666666667	4.5	0	937	51	939.75	5	2717.5	963.333333333333	0	685.333333333333	2650.66666666667	247.22380952381	1	117.833333333333	78.6666666666667	1203.66666666667	125.666666666667	41	11.5	1148	365	0	0	3	0	0	0	618.059523809525	0.5	0	1	2	4	0	0.5	4.83333333333333	71	0	0	0	18	0	0	0	19.25	0	0	0	0	43	6.5	492.6	0	0	97	1	0	0	0	3	3	0	39.5	188.333333333333	4	0	0	0	0	0	33	0	396.583333333333	0	102	0	0	0	0	0	0	2925009.98333333
0159_AQ22_10415_20190605_ST	2914199	4361	1021.5	184.5	1294.93333333333	334.066666666667	171.5	8	1215.26666666667	285	760.833333333333	0	685.916666666667	0	0	1006	130	711	5	2008.66666666667	615.833333333333	0	423.5	1934.91666666667	174.447619047619	0	343.166666666667	208.333333333333	1498.5	590.333333333333	221.5	12	1309.5	793.333333333333	0	0	66.225	0	0	0	436.119047619048	8.5	0	2	25	0	0	0	9.33333333333333	76.5	0	1	10	46	0	0	0	15.9	0.5	1	2	0	334	6.5	334.066666666667	0	0	381.183333333333	0	0	0	0	10	11	0	98.6666666666667	717.916666666667	22.5	1	2	0	0	0	171	0	371.833333333333	0	193.5	0	0	0	0	0	0	2888535.20833333
0159_AZ03_32085_20191015_ST	2894059	2388.58333333333	629	68.5	912.766666666667	321.866666666667	85.5	2	806.9	261.4	654.283333333333	4	442.15	1.53333333333333	0	1011.14285714286	122.5	536.5	39	2014.33333333333	639.333333333333	0	901.666666666667	1957.58333333333	154.488095238095	7.5	113.75	186	1238.59090909091	340.5	238.5	36	1266.5	1081	0	0	16.1583333333333	0	1	0	386.220238095238	1	0	2	9	1	0	0.25	28.3333333333333	30	0	12.5	15.3333333333333	45	3	0	0	5.41666666666667	1	6	4	0	716	4	321.866666666667	0	0	118.366666666667	4	0	0	0	3.5	19	0	370.833333333333	252.833333333333	19	0	1	0	0	0	65	0	320.133333333333	0	212	0	0	0	0	0	0	2872600.88290043
0159_AB18_26592_20191024_ST	2886393	3248.96666666667	727	92.8333333333333	1126.13333333333	373.583333333333	163.833333333333	0	831.866666666667	348.833333333333	629.833333333333	1.25	488.166666666667	0.666666666666667	0	905.666666666667	79	591.5	13.25	2018.5	617	0	510.833333333333	2218.66666666667	128.585714285714	1.5	202.833333333333	115.333333333333	1180.83333333333	408.833333333333	105.5	31.5	1713	1119	0	0	0.6	0	0	0	321.464285714285	19	0	0	0	0	0	2.5	10.8333333333333	82	0	22.5	2	63	0	0	0	0.933333333333333	1	0.5	1	0	153	4	373.25	0	0	244.216666666667	0	0	0	0	9	9	0	335.333333333333	471.5	22	0	0	0	0	0	52	0	298.016666666667	0	225	0	0	0	0	0	0	2863675.05
0159_AB10_103277_20190425_ST	2885403	3113.16666666667	696.2	83	1177.01666666667	441.566666666667	167	15.5	869.1	376.5	789.083333333333	3.66666666666667	518	0	0	910.666666666667	105	560.5	13	2309.66666666667	766.666666666667	0	437.333333333333	2274.25	218.954761904762	0	176.083333333333	106	1262	324	94.5	31	1418	657	0	0	15.7	1	0	0	547.386904761905	18	0	4	8	2	0	21.5	15.3333333333333	37.5	0	6	2	42	0	0	0	15.5	0	0	3	5	288	14	438.233333333333	0	0	179.916666666667	4	0	0	0	16	24	0	111.666666666667	332.416666666667	14.5	0	0	0	0	0	52	0	343.933333333333	0	180.5	0	0	0	0	0	0	2862745.49166667
0159_AB18_26547_20190821_ST	2880168	3855.25	830.933333333333	91.3333333333333	1040.4	400.516666666667	96.5	3	823.333333333333	155.633333333333	1019.5	16	576.683333333333	10.7666666666667	0	1028.7	187	711.833333333333	86.75	2020	787	0	330.833333333333	1746	182.004761904762	22	116.166666666667	60.8333333333333	1508	253.333333333333	255.5	48.5	808.5	994	0	1	67.4833333333333	0	0	0	455.011904761905	19	0	10.5	28	0	0	1.375	35.3333333333333	56.8333333333333	0	17.5	7.66666666666667	74.5	1	4	0	11.6166666666667	0.75	37	25	1	352	7.5	399.016666666667	0	0	93.8	13	0	0	0	1	39.6666666666667	0	150.666666666667	358.333333333333	45.5	0	1	0	0	0	54	0	338.833333333333	0	212.166666666667	0	0	0	0	0	0	2857180.14166667
0159_AB10_26135_20180925_ST	2879023	3267.5	743.533333333333	123.833333333333	1044.33333333333	256.616666666667	152.5	20	784.833333333333	276.333333333333	480.166666666667	0.333333333333333	509.833333333333	2	0	954.5	133.5	629.833333333333	10.3333333333333	1879.66666666667	602.166666666667	0	507	1863.5	142.016666666667	1	153.166666666667	100.333333333333	1272.83333333333	226.833333333333	154.25	15	944.5	785	0	0	23.9666666666667	0	0	0	355.041666666667	41.5	0	2	6	4	0	0	14.3333333333333	35.1666666666667	0	10	5	39	0	0	0	16.8166666666667	0.75	1.33333333333333	1	0	465	13.8333333333333	255.616666666667	0	0	173.083333333333	3	0	0	0	19	9.5	0	178	352.25	18.5	1	0	0	0	0	46	0	310.85	0	158	0	0	0	0	0	0	2858426.20833333
0159_AS41_40099_20191031_ST	2856670	2419.66666666667	653.866666666667	30.5	1042.8	418.133333333333	197.5	1	936.8	320.5	695.958333333333	0	474	0	0	901.5	84.5	681	12.6666666666667	2486.33333333333	799.166666666667	0	671	2596.83333333333	181.707142857143	0	83.1666666666667	112.166666666667	1105.5	287.166666666667	76	12	1679.5	823	0	0	9.8	0	0	0	454.267857142858	41.5	0	0	1	0	0	0	12.3333333333333	25.5	0	5.5	8	31.5	0	0	0	1.05	0.5	1	0	1	1025	1	417.8	0	0	74.1833333333333	0	0	0	0	1	6	0	222.333333333333	200	13	0	0	0	0	0	15	0	320.416666666667	0	165.333333333333	0	0	0	0	0	0	2833832.05
0159_AZ03_32012_20180518_ST	2843714	3824	679.416666666667	71.8333333333333	1009.18333333333	260.95	116.5	52.5	828.333333333333	193.833333333333	669.916666666667	2.33333333333333	557.833333333333	0	0	861.166666666667	102	637.833333333333	96	1643.16666666667	512.5	0	468.166666666667	2137.33333333333	145.097619047619	1	76.25	161.5	1307.5	237.5	178	24.5	872.5	1080	0	0	150.066666666667	0	0	0	362.744047619047	11	0	16	31	0	0	1.5	32.6666666666667	77.5	0	38.5	7.5	49	14	0	0	45.2	1.25	0	42	1	255	8	260.95	0	0	112.133333333333	12	0	0	3	39.5	127	0	189.333333333333	426.5	49.5	0	0	0	0	0	14	0	358.166666666667	0	155	0	0	0	0	0	0	2822014.34166667
0159_AB18_26476_20190924_ST	2833422	1954.25	677.5	45.8333333333333	788.316666666667	542.016666666667	172	43.6428571428571	1003.4	199.333333333333	785.583333333333	3.66666666666667	409.216666666667	68.6	0	993.916666666667	221.5	604	110	2281.36666666667	713.666666666667	0	502.583333333333	1744.66666666667	133.214285714286	12	138.25	101.333333333333	1164.33333333333	407.333333333333	328	144.5	1139	773.666666666667	0	0	46.1	0	0	0	333.035714285715	47.5	0	3	10	0	0	7.625	17.8333333333333	161.166666666667	0	39	23	90	0	0	0	34.9833333333333	1.5	88.25	1	5	275	5	535.85	0	0	125.566666666667	2	0	0	0	19.5	94.3333333333333	0	266.5	190.166666666667	148.5	0	2	0	21.5	0	229	0	384.683333333333	0	261.5	0	0	0	0	0	0	2811745.21547619
0159_AY44_33087_20171115_ST	2826709	1928.16666666667	696.583333333333	56.3333333333333	1001.91666666667	363.666666666667	215	0	821.4	325.333333333333	570	0.666666666666667	478.166666666667	0	0	828.333333333333	44	613	9.33333333333333	2349.66666666667	927.166666666667	1	728	2493.83333333333	199.871428571429	0	63.3333333333333	119.666666666667	1174	233.666666666667	165	11.5	1761.5	682	0	0	13.45	2	0	0	499.678571428572	50	0	0	7	0	0	0	12.6666666666667	39	0	4.5	0	21	0	0	0	2	0	2	0	0	261	6	363	0	0	61.5	0	0	0	0	25	18	0	73.6666666666667	179.25	6.5	0	0	0	0	0	37	0	245.283333333333	0	160	0	0	0	0	0	0	2805757.4
0159_AQ22_10417_20190329_ST	2813155	2564	632.083333333333	18.6666666666667	1046.1	532.7	223.333333333333	0	990.133333333333	431.95	1025.58333333333	8	461.266666666667	99.3	0	745.25	131.5	571.166666666667	122.333333333333	1990	681.2	0	602.333333333333	2049.41666666667	166.314285714286	178	251.916666666667	214.166666666667	1082.75757575758	732.166666666667	364.25	208	1453	979.333333333333	0	43	21.7833333333333	1	0	0	415.785714285715	175	0	6	10	0	0	13.875	16	177.666666666667	0	7	3	27	0	0	0	19.5333333333333	0.5	118.5	1	2	311	3.66666666666667	523.533333333333	0	0	183.833333333333	1.5	0	0	0	4	153.5	0	102.666666666667	186	10	0	0	0	1	0	3	0	302.933333333333	0	146	0	0	0	0	0	0	2789607.50075758
0159_AJ09_750050_20190815_ST	2810632	3685.83333333333	787.416666666667	88	1050.99166666667	386.516666666667	140.5	16	887.133333333333	319	692.083333333333	2	525.083333333333	0.333333333333333	0	890	139.5	785.083333333333	59.25	2165.33333333333	713.666666666667	0	498.166666666667	1821.66666666667	155.728571428571	0	158.75	84.5	1219.5	251	110	6	1121.5	350	0	0	6.55	0	0	0	389.321428571428	1	0	2	5	1	0	0	19.8333333333333	25.1666666666667	0	15	9	84.5	0	0	0	15.3333333333333	1.25	3.5	19	0	225	4.5	386.516666666667	0	0	164.7	2	0	0	0	3.5	9	0	67.3333333333333	599.416666666667	18.5	0	0	0	1	0	53	0	424.45	0	123	0	0	0	0	0	0	2788842.09166667
0159_AA34_42114_20180813_ST	2807298	2326.33333333333	590.25	14.5	898.166666666667	388.383333333333	105	2	752.666666666667	253.5	516.25	0	493	0	0	820.833333333333	159.5	558.5	25	2360.16666666667	653.333333333333	0	617.5	2116.16666666667	127.964285714286	0	51.9166666666667	86.6666666666667	1074.5	366.166666666667	61.5	44.5	1637	1112	0	0	22.5	0	0	0	319.910714285715	8	0	1	13	0	0	0	17.3333333333333	67.5	0	87.5	35	38	0	0	0	5.45	1.5	0	3	0	428	5	388.383333333333	0	0	108.533333333333	1	0	0	0	0	7	0	442	219	121	0	0	0	0	0	44	0	306.533333333333	0	157	0	0	0	0	0	0	2786237.59166667
0159_AV42_66168_20190824_ST	2804632	3903.66666666667	883.666666666667	164.833333333333	1048.08333333333	285.45	133.5	7.14285714285714	936.7	244.933333333333	697.95	4	570.366666666667	3.6	0	927.333333333333	157	558.833333333333	32.8333333333333	1812.66666666667	549.833333333333	0	444.666666666667	2179.66666666667	174.914285714286	1	254.416666666667	159.833333333333	1394	426.833333333333	213	31.5	1343.5	866	0	0.5	51.1	0	0	0	437.285714285715	27	0	4	11	8	0	0.125	35.1666666666667	55	0	11.3333333333333	28	72.5	0	0	0	18.8	0.25	3	0	4	348	12.3333333333333	284.116666666667	0	0	272.466666666667	3	0	0	0	9	24.5	0	146.666666666667	613.833333333333	34.8333333333333	0	0	0	0	0	138	0	387.9	0	152.5	0	0	0	0	0	0	2781026.06547619
0159_AY44_33308_20200110_ST	2796312	2784.1	740.25	107.333333333333	1028.48333333333	322.316666666667	236	32	897.766666666667	286.7	592.25	2.33333333333333	518.616666666667	17.9666666666667	0	741.666666666667	73.5	519	33.1666666666667	1947.5	606.166666666667	0	493.333333333333	3222.33333333333	148.104761904762	36	145.583333333333	399.333333333333	1176.33333333333	391.833333333333	332.5	51	1320	956	0	0	37.7333333333333	0	0	0	370.261904761905	12	0	3	7	2	0	3	14.6666666666667	70.3333333333333	0	137.5	20	22.5	0	0	0	23.3	1.25	33.5	1	1	535	10.5	316.816666666667	0	0	136.683333333333	2	0	0	0	7	9	0	182.666666666667	294.833333333333	192.5	2	0	0	1	0	82	0	276.45	0	131	0	0	0	0	0	0	2773213.03333333
0159_AK37_71039_20181023_ST	2795951	4950.66666666667	699.416666666667	52.8333333333333	988.533333333333	449.6	114.333333333333	33	978.366666666667	251.05	764.833333333333	1.33333333333333	439.316666666667	37.6	0	791	379	538.5	87.9166666666667	1852.16666666667	611.5	0	248.583333333333	1594.75	97.25	32	186.166666666667	257.333333333333	1878.5	342.333333333333	1434.58333333333	243	1309	536	0	5	12.2	0	34	0	243.125	11	0	13	17	0	0	9.25	88.3333333333333	59.5	0	62.6666666666667	31.75	359	0	2	0	5.83333333333333	0.75	42	34	11	332	6	446.933333333333	0	0	244.833333333333	13	0	0	0	61.5	176.75	0	440	620.75	186.666666666667	0	1	0	0	0	12	0	269.666666666667	0	81	0	0	0	0	0	0	2769837.025
0159_AQ29_10015_20170822_ST	2792329	2751.26666666667	946.5	69.1666666666667	944.416666666667	401.75	180.5	0	970.233333333333	291.666666666667	563.166666666667	0	560	0	0	891.666666666667	124	877.083333333333	14.9166666666667	2071.33333333333	879.333333333333	0	690.333333333333	2326.41666666667	176.583333333333	0	147.833333333333	91.3333333333333	1002	262.333333333333	183.5	17.5	1008	424	0	0	7.95	2	0	0	441.458333333333	5.5	0	3	5	16	0	0	7	8.5	0	2.5	1	21	0	0	0	18.0166666666667	0.25	0	2	1	154	8	401.416666666667	0	0	127.116666666667	1	0	0	0	5	1	0	46.1666666666667	273.333333333333	3	0	0	0	2	0	106	0	365.583333333333	0	111.833333333333	0	0	0	0	0	0	2771314.54166667
0159_AZ03_32000_20171102_ST	2769821	4602.91666666667	882.7	114	1083.53333333333	339.983333333333	160.5	0	1009.36666666667	220.25	633.416666666667	1.33333333333333	565.166666666667	1.33333333333333	0	750.5	121	742.7	101.333333333333	2061	464.5	0	416	1682.83333333333	171.585714285714	1.5	136.083333333333	91.1666666666667	1358.83333333333	269.666666666667	115.5	44	974.833333333333	459	0	1	35.2	1	0	0	428.964285714285	3	0	4	11	0	0	0	34	13.5	0	8.5	31.5	60	0	0	0	10.0166666666667	0.5	5	9	2	143	6.5	339.65	1	0	129.866666666667	25	0	0	1	14	28	0	108.5	663.416666666667	40.5	0	1	0	0	0	79	0	443.2	0	84.3333333333333	0	0	0	0	0	0	2747478.31666667
0159_AQ22_10420_20190823_ST	2763651	3172.5	840.75	203.5	1116.53333333333	363	142	0	998.366666666667	278.4	647.666666666667	0.666666666666667	589.033333333333	0	0	848.166666666667	160.5	625.5	34.5833333333333	1878.83333333333	521.166666666667	0	359.5	1895.16666666667	119.764285714286	0	216.333333333333	138.166666666667	1159.33333333333	468.166666666667	132	7.5	1404.5	783	0	0	37.65	1	0	0	299.410714285715	2	0	0	9	4	0	0	13.6666666666667	98.6666666666667	0	3.5	2	45	0	0	0	3.28333333333333	0.25	0	0	0	534	3.5	362.666666666667	0	0	174.3	1	0	0	0	2	8	0	126.166666666667	527.25	11.5	5	0	0	1	0	120	0	391.7	0	135	0	0	0	0	0	0	2741623.89166667
0159_AJ09_750027_20191001_ST	2740527	3124.58333333333	715	89	895.2	341.116666666667	140	61	843.633333333333	292.666666666667	605.666666666667	5.91666666666667	601.333333333333	2.83333333333333	0	748.5	97	651.833333333333	47.5	1768.75	494.666666666667	0	302	1977.5	146.690476190476	7.5	119	227.833333333333	1387.54848484848	365.333333333333	255.5	46.5	1238	813	0	0	29.8	3	0	0	366.72619047619	16.5	0	1	15	3	0	0	60.3333333333333	53.5	0	29.3333333333333	3	88.5	1	0	0	40.9833333333333	0.5	12.5	2	0	214	21	340.283333333333	8	0	143.033333333333	2	0	0	1	1	9.5	0	287.333333333333	301.916666666667	104.833333333333	1	0	0	0	0	31	0	330.633333333333	0	116.5	0	0	0	0	0	0	2719474.68484849
0159_AJ09_750004_20190922_ST	2731773	3866.83333333333	738.166666666667	74.6666666666667	1043.76666666667	327.833333333333	114	10.5	834.533333333333	218.166666666667	722.916666666667	0.333333333333333	535	0.533333333333333	0	962.833333333333	126.5	625.333333333333	41	1984.5	710.166666666667	0	391	2029.33333333333	167.445238095238	1	178.25	101.833333333333	1464.16666666667	264.833333333333	126.166666666667	11	1071	1093	0	0	7.2	0	0	0	418.613095238095	31.5	0	9	2	3	0	0	24.3333333333333	31	0	5	3	32	1	0	0	10.9333333333333	0.5	2.5	4	0	276	8.83333333333333	327.5	0	0	171.45	3	0	0	0	10.5	5.5	0	119.833333333333	265.416666666667	12	1	0	0	17.5	0	59	0	323.216666666667	0	137.5	0	0	0	0	0	0	2709612.55833333
0159_AA34_42151_20180907_ST	2730829	2427	461	0.333333333333333	993.9	307.983333333333	115.166666666667	0	1124.33333333333	142.433333333333	868.833333333333	1.33333333333333	366.45	1.06666666666667	0	702.833333333333	54	467	9.91666666666667	1673	567.5	0	458.5	2486	124.607142857143	0	208.833333333333	141.333333333333	891.166666666667	575.833333333333	324	142	1349.16666666667	1244	0	0	8.65	8	0	0	311.517857142858	90.5	0	4	0	0	0	32.5	15	60.6666666666667	0	32.5	8	57	0	0	0	1.03333333333333	8	0.5	0	2	813	1	303.983333333333	0	0	144.433333333333	9	0	0	0	3	21.8333333333333	0	500.166666666667	310.583333333333	55	0	0	0	0	0	6	0	295.066666666667	0	148.5	0	0	0	0	0	0	2709348.04166667
0159_AZ03_32079_20190619_ST	2725366	1854.5	504	22.8333333333333	1028.33333333333	416.733333333333	171.333333333333	17.5	694.433333333333	365.133333333333	703.25	1.16666666666667	410.033333333333	2.56666666666667	0	776.5	82.5	473.5	7.5	1950.33333333333	661	0	702.75	2473.58333333333	151.890476190476	8.5	108.25	185.5	1170.33333333333	364	237.75	12	1619	1189	0	0	15.7	1	0	0	379.72619047619	110	0	1	3	1	0	0.625	6.66666666666667	97.3333333333333	0	20.5	0	75	0	0	0	14.9	0.75	12	8	5	182	8.5	416.4	0	0	114.983333333333	2	0	0	0	40	12	0	200.166666666667	206.666666666667	36	0	0	0	11	0	23	0	251.083333333333	0	185.5	0	0	0	0	0	0	2704558.79166667
0159_AQ22_10401_20171013_ST	2704770	1752.5	519	8.33333333333333	1176.68333333333	561.9	231.5	37	863.366666666667	322.333333333333	811.75	0	425.166666666667	0.333333333333333	0	810	142.5	542.5	15.6666666666667	2804	861	0	669.833333333333	1716.66666666667	168.192857142857	0.5	63.0833333333333	148.333333333333	1126	450.833333333333	407.5	117.5	2269.5	1817	0	0	11.8	0	0	0	420.482142857143	21.5	0	4	2	0	0	0	27.3333333333333	153.833333333333	0	15.5	7	22	0	0	0	25.75	0.25	0.5	0	0	240	5	560.233333333333	0	0	117.533333333333	0	0	0	0	12	6	0	202.333333333333	209.666666666667	39	0	0	0	1	0	2	0	295.05	0	153.5	0	0	0	0	0	0	2681374.25833333
0159_AV42_66192_20191019_ST	2683883	3774.85	826.75	126.166666666667	877.166666666667	334.266666666667	125.666666666667	33.1428571428571	787.1	218.666666666667	683.333333333333	2	492.05	22.3333333333333	0	851.25	125	631	67.0833333333333	1617.5	454.5	0	323	1571.41666666667	127.792857142857	24.5	143.333333333333	100.333333333333	1306	356.333333333333	167.5	47.5	1050	830	0	8	40.3	0	0	0	319.482142857142	21	0	9	10	0	0	0	10	79.6666666666667	0	40.1666666666667	42.1666666666667	94	0	0	0	7.25	3.75	11.5	6	0	226	5	333.933333333333	0.5	0	145.333333333333	3	0	0	0	3	40.5	0	175.333333333333	478.833333333333	101	0	0	0	0	0	67	0	334.366666666667	0	99.5	0	0	0	0	0	0	2663069.88214286
0159_AZ03_32017_20180615_STHS	2681821	3404.83333333333	810.5	188.166666666667	964.516666666667	260.566666666667	155.5	25	1001.46666666667	205	594.916666666667	2	534.666666666667	0	0	882.833333333333	87.5	638.75	14.6666666666667	1552.5	504.5	6	383.5	1946.33333333333	154.61978021978	0	227.25	143.833333333333	1240	504.833333333333	193.5	40	1183	694	0	0	24.9	0	0	0	386.54945054945	29.5	0	0	6	0	0	8.5	17	45	0	8	8	29	0	0	0	12.3	0.5	0	3	0	506	13.5	259.566666666667	0	0	247.983333333333	1	0	0	0	3	13	0	150.833333333333	561.083333333333	10	0	1	0	0	0	134	0	342.916666666667	0	154.333333333333	0	0	0	0	0	0	2660299.78076923
0159_AY44_33037_20171009_ST	2679223	1934.33333333333	508.25	40	888.866666666667	346.5	198.333333333333	12.5	616.766666666667	336.5	603.083333333333	1	370	0	0	804.833333333333	101.5	456.366666666667	11.1666666666667	1885	729.833333333333	0	484	2728.16666666667	140.433333333333	0	49.0833333333333	109.666666666667	1011	341.666666666667	161.5	15.5	1696.5	1186	0	0	28.7	0	0	0	351.083333333332	84.5	0	0	10	0	0	0	12.3333333333333	82.8333333333333	0	12	1	20.5	0	0	0	10.1	0.75	2	3	7	489	23	345.5	0	0	82.6166666666667	2	0	0	0	0	12	0	270.666666666667	164.583333333333	27	0	0	0	1.5	0	10	0	259.816666666667	0	204	0	0	0	0	0	0	2658937.16666667
0159_AB10_26147_20181010_ST	2676334	3225.91666666667	594.25	55.3333333333333	1122.33333333333	314.3	100	0	827	294.833333333333	755	6.66666666666667	492.666666666667	0	0	743.833333333333	126.5	547	31.3333333333333	1822.33333333333	636.5	0	409	2043.66666666667	138.985714285714	0	155	189.833333333333	1144.5	286.333333333333	146.5	56	1162.5	1007	0	0	28.7833333333333	0	0	0	347.464285714285	49.5	0	4	10	0	0	20.25	33	34.6666666666667	0	7	16	49	0	0	0	1.5	1	0	3	6	504	7.5	313.3	0	0	162.716666666667	2	0	0	0	24	7	0	200.333333333333	336.083333333333	28	1	0	0	0	0	17	0	266.916666666667	0	250.5	0	0	0	0	0	0	2655167.36666667
0159_AB18_101080_20190909_ST	2671274	3372.5	657.333333333333	74	864.95	333.633333333333	151	0	749.666666666667	280.4	543.583333333333	0	504.333333333333	0	0	771.833333333333	79.5	499.666666666667	48	1759	572.166666666667	0	465.333333333333	1865.16666666667	134.42619047619	0	137.916666666667	143.333333333333	1359	349.333333333333	126.5	8	1300.33333333333	1175	0	0	12.825	0	2	0	336.065476190475	68.5	0	13	10	3	0	0	15.5	60.3333333333333	0	16.5	1	41.5	0	0	0	4.21666666666667	0.25	2	4	1	186	3.5	332.966666666667	0	0	96.35	9	0	0	0	1	3.5	0	153.833333333333	327	31	0	1	0	1	0	36	0	314.333333333333	0	164.5	0	0	0	0	0	0	2650695.41666667
