sample_id	total	transferase_complex	X1_3_beta_D_glucan_synthase_complex	ubiquitin_ligase_complex	glycosylphosphatidylinositol_N_acetylglucosaminyltransferase__GPI_GnT__complex	palmitoyltransferase_complex	alpha_alpha_trehalose_phosphate_synthase_complex__UDP_forming_	acetolactate_synthase_complex	CAAX_protein_geranylgeranyltransferase_complex	protein_farnesyltransferase_complex	Rab_protein_geranylgeranyltransferase_complex	serine_pyruvate_aminotransferase_complex	oligosaccharyltransferase_complex	aspartate_carbamoyltransferase_complex	riboflavin_synthase_complex	cellulose_synthase_complex	protein_N_acetylglucosaminyltransferase_complex	ubiquitin_conjugating_enzyme_complex	mannosyltransferase_complex	decaprenyl_diphosphate_synthase_complex	Atg12_Atg5_Atg16_complex	methyltransferase_complex	oxoglutarate_dehydrogenase_complex	methionine_adenosyltransferase_complex	transferase_complex__transferring_phosphorus_containing_groups	inositol_phosphoceramide_synthase_complex	SUMO_ligase_complex	glycosylphosphatidylinositol_mannosyltransferase_II_complex	acetyltransferase_complex	dehydrodolichyl_diphosphate_synthase_complex	Bre1_Rad6_ubiquitin_ligase_complex	UBR1_RAD6_ubiquitin_ligase_complex	MUB1_RAD6_UBR2_ubiquitin_ligase_complex	RAD6_UBR2_ubiquitin_ligase_complex	RSP5_BUL_ubiquitin_ligase_complex	glycosylphosphatidylinositol_mannosyltransferase_I_complex	Remaining
0159_AB10_26175_20181010_ST	1855703	0	0	0	0	0.333333333333333	7	7	0	0	0	0	0	407.2	438	0	4.5	0	0	0	0	11	7	0	11603.4166666667	0	19	0	0.5	0	0	0	0	0	0	0	1843198.05
0159_AZ03_32017_20180615_STHS	1854317	0	0	0.166666666666666	0	0	0.5	33.5	0	0	0	0	0	436	562	0	25.3333333333333	0	0	0	0	41	18	0	11131.1666666666	0	6	0	1	0	0	0	0	0	0	0	1842062.33333334
0159_AJ09_750004_20190922_ST	1848654	0	0	1.6875	0	0	1	20	0	0	0	0	0	357	503.5	0	0.333333333333333	0	0	0	0	49	13	0	13058.4166666667	0	0	0	0	0	0	0	0	0	0	0	1834650.0625
0159_AB18_101080_20190909_ST	1827461	0	0	0	0	0	0	15	0	0	0	0	0	425	527.5	0	0.25	0	0	0	0	38	21.75	0	12052.5	0	4	0	0.5	0	0	0	0	0	0	0	1814376.5
0159_AB10_26147_20181010_ST	1827001	0	0	1	0	0	5	6	0	0	0	0	0	327	477	0	25.75	0	0	0	0	18	10.75	0	11707.7916666666	0	13	0	0	0	0	0	0	0	0	0	1814409.70833333
0159_AV42_66192_20191019_ST	1826407	0	0	1	0	0.5	0	71	0	0	0	0	0	466.4	417	0	38.6666666666667	0	0	0	0	44	22.5	0	12241.5	0	5	0	0.75	0	0	0	0	0	0	0	1813098.68333333
0159_AZ03_32000_20171102_ST	1826198	0	0	0.0833333333333332	0	1	0	26	0	0	0	0	0	508	364	0	21.3333333333333	0	0	0	0	102	1.75	0	13982	0	4	0	2.75	0	0	0	0	0	0	0	1811185.08333333
0159_AJ09_750027_20191001_ST	1825376	0	0	0.5	0	0.5	1	13	0	0	0	0	0	357.4	380	0	19	0	0	0	0	95.5	8.125	0	12149.5833333333	0	5.5	0	0	0	0	0	0	0	0	0	1812345.89166667
0159_AY44_33259_20191007_ST	1821793	0	0	3.1875	0	0	0	51	0	0	0	0	0	380.8	400	0	0.166666666666666	0	0	0	0	7	132.75	0	11924	0	0	0	1	0	0	0	0	0	0	0	1808893.09583333
0159_AV42_66144_20190909_ST	1820616	0.5	0	0.666666666666667	0	0	0	49	0	0	0	0	0	377.8	503	0	4.25	0	0	0	0	29	53	0	11019.8333333334	0	14	0	0	0	0	0	0	0	0	0	1808564.95
0159_AK37_71039_20181023_ST	1815110	0	0	3.51388888888889	0	0	0	80	0	0	0	0	0	361.6	192.5	0	0	0	0	0	0	17.5	46	0.25	9755.66666666665	0	23	0	1.75	0	0	0	0	0	0	0.166666666666666	1804628.05277778
0159_AQ29_10015_20170822_ST	1801025	0	0	1.7125	0	0.5	1	17.5	0	0	0	0	0	324	504	0	21.5833333333333	0	0	0	0	15	1	0	13148.375	0	1	0	0	0	0	0	0	0	0	0	1786989.32916667
0159_AP39_21156_20180210_ST	1800547	0	0	1.04166666666667	0	0	1	39	0	0	0	0	0	436	547	0	41.6666666666667	0	0	0	0	47	1.5	0	12354.5416666666	0	4	0	0.25	0	0	0	0	0	0	0	1787074
0159_AB18_30304_20191002_ST	1794421	0	0	0	0	0	1	71	0	0	0	0	0	491.2	686	0	26.5	0	0	0	0	25	263.166666666667	0	10988.5	0	12	0	1.5	0	0	0	0	0	0	0	1781855.13333333
0159_AK37_71047_20190117_ST	1774048	0	0	0	0	0	0	12	0	0	0	0	0	444	544	0	59.25	0	0	0	0	59	1.5	0	12586.5833333334	0	45	0	0	0	0	0	0	0	0	0	1760296.66666667
0159_AK37_71073_20200105_ST	1770877	0	0	0.833333333333333	0	0.5	0	21.5	0	0	0	0	0	401.4	328	0	2.66666666666667	0	0	0	0	117	7.25	0	12960.875	0	6	0	2	0	0	0	0	0	0	0	1757028.975
0159_AJ09_750041_20191126_ST	1770556	0	0	2.08333333333333	0	0	0	33	0	0	0	0	0	274	471	0	9.83333333333335	0	0	0	0	89	38.9375	0	12914.0833333334	0	4	0	1.25	0	0	0	0	0	0	0	1756718.8125
0159_AB10_26201_20180917_ST	1767105	1	0	0	0	1.66666666666667	0	6	0	0	0	0	0.166666666666667	275	493	0	17.75	0	0	0	0	7	6.625	0	12137	0	15	0	0.25	0	0	0	0	0	0	0	1754144.54166667
0159_AP39_21127_20180218_ST	1757714	0	0	1.9875	0.166666666666667	0	0	12	0	0	0	0	0	364.2	459.5	0	28.8333333333333	0	0	0	0	12	3.75	0	11164	0	40	0	0.5	0	0	0	0	0	0	0	1745627.0625
0159_AB10_103832_20190306_ST	1755559	0	0	1	0	0	6	23	0	0	0	0	0.0833333333333333	410	362.5	0	2.25	0	0	0	0	41	16.25	0	12272.75	0	7	0	1.25	0	0	0	0	0	0	0	1742415.91666667
0159_AB10_26069_20180516_ST	1749567	0	0	4.72916666666667	0	0	0	19.5	0	4	5	0	1.33333333333333	472	376	0	6.66666666666665	0	0	0	0	37.25	9.1875	0	11795.5345238095	0	2.5	0	12.5492424242424	0	0	0	0	0	0	0	1736820.7495671
0159_AB18_2646_20190328_ST	1749484	0	0	0.5	0	0	0	66.5	0	0	0	0	0	268	333	0	0	0	0	0	0	46	34.6875	0	11624.0833333334	0	27	0	0.5625	0	0	0	0	0	0	0	1737083.66666667
0159_AY44_33282_20191127_ST	1741374	0	0	0	0	0	1	19	0	0	0	0	0	416	486	0	1.25	0	0	0	0	19	5	0	11513.8333333334	0	2	0	0	0	0	0	0	0	0	0	1728910.91666667
0159_AY44_33028_20170919_ST	1740860	0	0	0.25	0	0.333333333333333	0	27	0	0	0	0	0	455	513	0	31.8333333333333	0	0	0	0	24.5	1.3125	0	13089.2083333334	0	3	0	1.5	0	0	0	0	0	0	0	1726713.0625
0159_AA34_42197_20180809_ST	1740831	0	0	0.125	0	0	0	17	0	0	0	0	0	271	436	0	0.416666666666667	0	0	0	0	6	75.4166666666665	0	9474.16666666666	0	0	0	0	0	0	0	0	0	0	0	1730550.875
0159_AY44_33086_20171029_ST	1740446	0	0	0.666666666666665	0	0	1	8	0	0	0	0	0	301	531	0	4.91666666666667	0	0	0	0	30	4.75	0	12548.5	0	34	0	1.83333333333333	0	0	0	0	0	0	0	1726980.33333333
0159_AY44_33303_20200127_ST	1731978	0	0	0	0	0.333333333333333	0	38	0	0	0	0	0	448	423	0	12.25	0	0	0	0	10	11	0	11374.25	0	3	0	0	0	0	0	0	0	0	0	1719658.16666667
0159_AZ03_32098_20200124_ST	1730289	0	0	0	0	0	0	0	0	0	0	0	0	406.2	436	0	23.25	0	0	0	0	15.5	1.25	0	10179.5833333334	0	2	0	2	0	0	0	0	0	0	0	1719223.21666667
0159_AZ03_32018_20180723_STLS	1727214	0	0	1.28333333333333	0	0	0	34	0	0	0	0	0	470.8	389	0	21.25	0	0	0	0	54	14.5	0	11402.9166666666	0	3	0	0.5	0	0	0	0	0	0	0	1714822.75
0159_AP39_21137_20180210_ST	1715742	0	0	0.5	0	0	2	18	0	0	0	0	0	374.2	328.5	0	0.416666666666667	0	0	0	0	7	14.25	0	11091.5	0	18	0	0.75	0	0	0	0	0	0	0	1703886.88333333
0159_AS41_40100_20191102_ST	1714852	0	0	0.375	0	0	0	2	0	0	0	0	0	423	336	0	1.16666666666666	0	0	0	0	2	1.75	0	10499.75	0	2	0	0	0	0	0	0	0	0	0	1703583.95833333
0159_AP39_21402_20180611_ST_E21	1703926	0	0	0.0416666666666667	0	0	3	10	0	0	0	0	0	343	388	0	24.5	0	0	0	0	12	6.25	0	9872.33333333335	0	0	0	0	0	0	0	0	0	0	0	1693266.875
0159_AB10_101812_20190109_ST	1695735	0	0	0	0	0	3	38	0	0	0	0	0	409	415	0	41.4166666666667	0	0	0	0	27	10.6875	0	11575.9166666666	0	7	0	0	0.25	0	0	0	0	0	0	1683207.72916667
0159_AB10_26024_20180430_ST	1690734	0	0	0.375	0	0	0	22	0	0	0	0	0	342	450	0	68.3333333333335	0	0	0	0	17	21	0	11443.125	0	2	0	0	0	0	0	0	0	0	0	1678368.16666667
0159_AK37_71040_20181106_ST	1681784	0	0	0	0	0	1	460	0	0	0	0	0	333.2	577	0	6.08333333333335	0	0	0	0	11	253.9375	0	10374.0833333333	0	0	0	0	0	0	0	0	0	0	0	1669767.69583333
0159_AZ03_32084_20190614_ST	1656997	0	0	2.04166666666667	0	0.5	1	25	0	0	0	0	0	332	378	0	23.1666666666667	0	0	0	0	87	5.66666666666665	0	11526.0833333334	0	0	0	2.25	0	0	0	0	0	0	0	1644614.29166667
0159_AY44_33159_20190508_ST	1655807	0	0.25	0	0	0	2	12	0	0	0	0	0	301.2	489	0	16.0833333333333	0	0	0	0	10	27.6875	0	11511.6666666666	0	30	0	0.5	0	0	0	0	0	0	0	1643406.6125
