,Bacteroidales_S24_7_grp_uncl,Lachnospiraceae_uncl,Lachnospiraceae_NK4A136_grp,Ruminococcaceae_uncl,Lactococcus,Romboutsia,Clostridiales_vadinBB60_grp_uncl,Akkermansia,Anaeroplasma,Oscillibacter,Acetatifactor,Ruminiclostridium_9,Enterobacteriaceae_uncl,Lactobacillus,Turicibacter,Lachnospiraceae_UCG_001,Clostridium_sensu_stricto_1,Clostridiales_uncl,Parabacteroides,Tyzzerella,Enterococcus,Peptostreptococcaceae_uncl,Ruminococcaceae_UCG_014,Bacteria_uncl,Parcubacteria_uncl,Lachnoclostridium,Lactobacillales_uncl,Epulopiscium,Clostridiaceae_1_uncl,Erysipelatoclostridium,Flavobacterium,Ruminiclostridium_5,Roseburia,Anaerotruncus,Eubacterium_coprostanoligenes_grp
0115.PG249.LB.MST,1.11969918850907,1.68186274852329,0.884202869227855,0.670897766913933,-7.62521576957696,-7.62521576957696,0.901009987544236,-7.62521576957696,0.452985265017276,0.408533502446442,-1.45873351928976,-1.65288953373072,-7.62521576957696,-2.68250895091187,-7.62521576957696,-7.62521576957696,-7.62521576957696,0.452985265017276,-7.62521576957696,-7.62521576957696,-7.62521576957696,-7.62521576957696,-1.65288953373072,-1.58389666224376,-7.62521576957696,-7.62521576957696,-3.19333457467786,-7.62521576957696,-4.29194686334597,-7.62521576957696,-7.62521576957696,1.43163823860641,-7.62521576957696,-2.68250895091187,-7.62521576957696
0115.PG249.SB.MST,1.17345970731826,1.23017089395934,-0.175317914416693,0.321455955893648,-8.2106038942228,-8.2106038942228,-5.03513031877837,-8.2106038942228,-5.03513031877837,-1.63393293711621,-2.09069133961192,-2.03939804522437,-8.2106038942228,1.15927507232631,-8.2106038942228,-8.2106038942228,-8.2106038942228,-2.20191697472215,-8.2106038942228,-8.2106038942228,-8.2106038942228,-8.2106038942228,-1.42421240613414,-3.93651803011026,-3.64883595765847,-2.83790574144215,-8.2106038942228,-8.2106038942228,-3.24337084955031,-8.2106038942228,-8.2106038942228,-0.665682466311343,-8.2106038942228,-5.03513031877837,-5.03513031877837
0115.PG250.LB.MST,1.10025079323049,1.15860067629277,1.38255361656254,0.952517247723868,-7.7907195511785,-7.7907195511785,0.842169190555003,-7.7907195511785,0.532014262251163,0.858698492506213,-2.74134974790111,-1.642737459233,-7.7907195511785,-7.7907195511785,-7.7907195511785,-3.2521753716671,-7.7907195511785,0.367711210959887,-7.7907195511785,-7.7907195511785,-7.7907195511785,-7.7907195511785,-3.2521753716671,-2.04820256734116,-7.7907195511785,-7.7907195511785,-7.7907195511785,-7.7907195511785,-7.7907195511785,-7.7907195511785,-7.7907195511785,-4.35078766033521,-7.7907195511785,-3.65764047977526,-3.2521753716671
0115.PG250.SB.MST,3.19999438291589,1.72057989031805,-0.76968870261134,-0.252432188515059,-4.20367590709649,-7.31444044388226,-4.20367590709649,-4.20367590709649,-2.25776575804117,0.624637830205815,-1.43108718485671,-2.12423436541665,-7.31444044388226,-1.56461857748123,-7.31444044388226,-2.59423799466239,-7.31444044388226,-2.25776575804117,-7.31444044388226,-7.31444044388226,-7.31444044388226,-7.31444044388226,-0.907839041092157,-4.20367590709649,-7.31444044388226,-7.31444044388226,-7.31444044388226,-7.31444044388226,-7.31444044388226,-7.31444044388226,-7.31444044388226,-3.10506361842838,-7.31444044388226,-3.51052872653654,-3.51052872653654
0115.PG251.LB.MST,2.36723834165683,1.63237706968441,-1.10239620155856,1.06307967746308,-3.87498492379834,-7.77361023849578,-7.77361023849578,-4.56813210435828,-7.77361023849578,-1.27229523835395,-0.21142327766869,-2.17023683155991,-7.77361023849578,-3.46951981569017,-7.77361023849578,-7.77361023849578,-7.77361023849578,-1.10239620155856,-7.77361023849578,-7.77361023849578,-7.77361023849578,-4.56813210435828,-4.56813210435828,-2.48869056267845,-7.77361023849578,-4.56813210435828,-4.56813210435828,-7.77361023849578,-7.77361023849578,-4.56813210435828,-7.77361023849578,-2.95869419192418,-7.77361023849578,-0.319636862308923,-7.77361023849578
0115.PG251.SB.MST,0.283094908444881,-3.08420092154159,-7.17854548376369,-7.17854548376369,-1.29244145231354,3.38504939525418,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,-1.34959986615349,-7.17854548376369,-7.17854548376369,-0.270790204781556,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,0.987670784828449,-4.1828132102097,-3.08420092154159,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,1.58862791292031,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369,-7.17854548376369
0115.PG252.LB.MST,3.02701638946439,2.09021456409368,0.550572413595124,1.83958836708564,-7.17157908947142,-3.93806395613702,-3.93806395613702,-7.17157908947142,-7.17157908947142,-0.441556394670536,-0.131401466366696,-0.942331682583025,-7.17157908947142,-7.17157908947142,-7.17157908947142,-7.17157908947142,-7.17157908947142,-0.605859445961812,-7.17157908947142,-1.63547886314297,-7.17157908947142,-7.17157908947142,-2.83945166746891,-0.942331682583025,-7.17157908947142,-7.17157908947142,-7.17157908947142,-7.17157908947142,-7.17157908947142,-7.17157908947142,-7.17157908947142,-3.24491677557707,-3.93806395613702,-1.7408393788008,-7.17157908947142
0115.PG252.SB.MST,-0.918440142626021,-3.18020324109981,-4.78964115353391,-4.09649397297397,-1.0760690868296,2.70423273324965,-4.78964115353391,-7.72635925565085,-7.72635925565085,-7.72635925565085,-3.6910288648658,-7.72635925565085,-7.72635925565085,-0.939493551823853,-7.72635925565085,-7.72635925565085,-1.53154461551243,-4.09649397297397,-7.72635925565085,-7.72635925565085,-7.72635925565085,1.66869712981088,-7.72635925565085,-3.6910288648658,-4.09649397297397,-7.72635925565085,-3.6910288648658,-7.72635925565085,-0.194521303399322,-7.72635925565085,-4.78964115353391,-7.72635925565085,-7.72635925565085,-7.72635925565085,-7.72635925565085
0115.PG253.LB.MST,2.83469346351011,0.0368820465048065,-7.75084528870006,-0.208240411528179,-4.0149029012985,-4.0149029012985,-7.75084528870006,-7.75084528870006,-7.75084528870006,-0.816229783747817,-2.51082550452222,-1.2740628773733,-7.75084528870006,-1.61700762850013,-7.75084528870006,-7.75084528870006,-3.60943779319033,-1.93546135961866,-7.75084528870006,-2.51082550452222,-7.75084528870006,-3.60943779319033,0.484906769031767,-2.91629061263039,-7.75084528870006,-7.75084528870006,-1.87483673780223,-7.75084528870006,-7.75084528870006,-4.70805008185844,-7.75084528870006,-7.75084528870006,-7.75084528870006,-4.70805008185844,-7.75084528870006
0115.PG253.SB.MST,2.54261454683342,-1.36302448798481,-7.35732532767939,-7.35732532767939,-2.84462902890902,2.32699068459306,-7.35732532767939,-7.35732532767939,-4.45406694134312,-4.45406694134312,-3.76091976078318,-7.35732532767939,-7.35732532767939,1.9979820130941,-7.35732532767939,-7.35732532767939,-0.716397323059754,-4.45406694134312,-7.35732532767939,-7.35732532767939,-7.35732532767939,0.000280354910385162,-1.31857272541397,-4.45406694134312,-2.84462902890902,-1.96916029155512,-3.76091976078318,-7.35732532767939,-1.08677111135665,-2.15148184834908,-7.35732532767939,-7.35732532767939,-7.35732532767939,-7.35732532767939,-7.35732532767939
0115.PG254.LB.MST,2.48000480304736,2.12567865643039,-1.83440164395154,0.78243254887901,-7.60389236733219,-4.39935100141308,-7.60389236733219,-7.60389236733219,-7.60389236733219,-1.18047517654487,-0.0426421747234831,-1.18047517654487,-7.60389236733219,-2.60759153218502,-7.60389236733219,-7.60389236733219,-7.60389236733219,-0.528149990505184,-7.60389236733219,-3.70620382085313,-7.60389236733219,-4.39935100141308,-3.30073871274497,-1.18047517654487,-7.60389236733219,-4.39935100141308,-3.30073871274497,-7.60389236733219,-7.60389236733219,-2.0014557286147,-7.60389236733219,-4.39935100141308,-7.60389236733219,-1.62676227917329,-7.60389236733219
0115.PG254.SB.MST,-0.41123076762791,-3.96657882911732,-6.94461152557191,-6.94461152557191,-6.94461152557191,3.63980856065533,-6.94461152557191,-6.94461152557191,-6.94461152557191,-6.94461152557191,-6.94461152557191,-6.94461152557191,-6.94461152557191,-0.137937432628229,-6.94461152557191,-6.94461152557191,0.452261778679274,-2.86796654044921,-6.94461152557191,-6.94461152557191,-6.94461152557191,1.80486229401269,-6.94461152557191,-6.94461152557191,-3.96657882911732,-6.94461152557191,-6.94461152557191,-6.94461152557191,1.17508472738534,-6.94461152557191,-6.94461152557191,-6.94461152557191,-6.94461152557191,-6.94461152557191,-6.94461152557191
0115.PG255.LB.MST,2.474477102893,1.88784679394694,-1.67945955653134,0.628374892348847,-7.70982491915712,-7.70982491915712,-4.62389853569778,-7.70982491915712,-2.67798838664247,-0.616565350465312,-1.22270115403563,-0.653606622145661,-7.70982491915712,-4.62389853569778,-7.70982491915712,-7.70982491915712,-4.62389853569778,-1.44584470534984,-7.70982491915712,-3.01446062326368,-7.70982491915712,-4.62389853569778,-3.93075135513784,-1.91584833459557,-7.70982491915712,-7.70982491915712,-7.70982491915712,-7.70982491915712,-7.70982491915712,-1.851309813458,-7.70982491915712,-3.52528624702967,-7.70982491915712,-1.01298062305356,-7.70982491915712
0115.PG255.SB.MST,2.83373143944202,0.883088176107573,-7.68703540204059,-4.02588346421218,-2.41644555177808,0.886771421523869,-7.68703540204059,-7.68703540204059,-7.68703540204059,-4.71903064477213,-2.52180606743591,-4.71903064477213,-7.68703540204059,-1.6745082070487,-7.68703540204059,-7.68703540204059,-4.71903064477213,-7.68703540204059,-7.68703540204059,-7.68703540204059,-7.68703540204059,-0.693678954036979,-1.28504344028698,-4.02588346421218,-4.71903064477213,-7.68703540204059,-7.68703540204059,-7.68703540204059,-3.62041835610402,-0.827210346661501,-7.68703540204059,-3.33273628365224,-7.68703540204059,-7.68703540204059,-7.68703540204059
0115.PG256.LB.MST,2.85586014154071,1.83274128896265,-1.90709049232521,1.29713305575612,-7.36586464739849,-4.30498576512358,-7.36586464739849,-7.36586464739849,-7.36586464739849,-0.641424118993938,-0.808478203657104,-0.0708792605263247,-2.51322629589553,-3.61183858456364,-7.36586464739849,-7.36586464739849,-7.36586464739849,0.0644620873434375,-7.36586464739849,-1.00914889911925,-7.36586464739849,-7.36586464739849,-4.30498576512358,-1.47177242106737,-7.36586464739849,-7.36586464739849,-7.36586464739849,-7.36586464739849,-4.30498576512358,-1.66592843550833,-7.36586464739849,-7.36586464739849,-7.36586464739849,0.41351310617151,-7.36586464739849
0115.PG256.SB.MST,3.35666866723877,-0.133759848151327,-7.05095439766349,-7.05095439766349,-2.06165149170396,1.17702696046042,-7.05095439766349,-7.05095439766349,-7.05095439766349,-7.05095439766349,-3.04248074471569,-3.44794585282385,-7.05095439766349,-1.09657059566038,-7.05095439766349,-7.05095439766349,-2.19518288432849,-4.1410930333838,-7.05095439766349,-7.05095439766349,-7.05095439766349,2.40137892712301,-2.19518288432849,-7.05095439766349,-4.1410930333838,-4.1410930333838,-4.1410930333838,-7.05095439766349,-2.75479867226391,-0.477531387254152,-7.05095439766349,-3.44794585282385,-7.05095439766349,-7.05095439766349,-7.05095439766349
0115.PG257.LB.MST,2.83353866199713,2.11068632702327,-1.02313424834785,1.41586270013607,-3.58808360580939,-4.28123078636933,-4.28123078636933,-7.3609395332178,-2.89493642524944,-0.880033404707179,-0.985393920365006,-1.02313424834785,-7.3609395332178,-3.58808360580939,-7.3609395332178,-3.58808360580939,-7.3609395332178,-0.754870261753173,-7.3609395332178,-1.23670834864591,-7.3609395332178,-7.3609395332178,-4.28123078636933,-1.10317695602139,-7.3609395332178,-7.3609395332178,-7.3609395332178,-7.3609395332178,-7.3609395332178,-1.64217345675408,-7.3609395332178,-3.18261849770122,-7.3609395332178,-0.45258938988024,-7.3609395332178
0115.PG257.SB.MST,2.79086809662422,-0.555935212972141,-1.77971064459426,-3.79461366513652,-0.197301404548076,2.29443121031032,-7.46728775236556,-4.48776084569647,-7.46728775236556,-2.00285419590847,-2.18517575270242,-2.54185069664115,-7.46728775236556,-0.376886981523155,-7.46728775236556,-4.48776084569647,-3.10146648457658,-3.10146648457658,-7.46728775236556,-7.46728775236556,-7.46728775236556,-1.77971064459426,-2.18517575270242,-3.38914855702836,-2.69600137646841,-7.46728775236556,-7.46728775236556,-7.46728775236556,-3.79461366513652,-1.44323840797304,-7.46728775236556,-4.48776084569647,-7.46728775236556,-4.48776084569647,-7.46728775236556
0115.PG258.LB.MST,2.80647051394807,1.41407591604604,-0.413274498284715,1.72934594501665,-4.24191589477381,-3.54876871421386,-7.44365220976531,-7.44365220976531,-2.85562153365392,-2.45015642554576,-0.874620064787336,-2.45015642554576,-7.44365220976531,-4.24191589477381,-7.44365220976531,-7.44365220976531,-7.44365220976531,-0.578354248644164,-7.44365220976531,-3.54876871421386,-7.44365220976531,-7.44365220976531,-7.44365220976531,-1.5338656936716,-7.44365220976531,-4.24191589477381,-7.44365220976531,-7.44365220976531,-7.44365220976531,-3.1433036061057,-7.44365220976531,-7.44365220976531,-7.44365220976531,0.586397842528491,-7.44365220976531
0115.PG258.SB.MST,2.54993690010374,0.689511410184254,-0.351942464643907,1.11919077641301,-2.83684911443191,1.83831344337622,-3.52999629499185,-7.18930219205233,-7.18930219205233,-2.83684911443191,-0.50957140884749,-2.43138400632374,-7.18930219205233,1.69035953008647,-7.18930219205233,-7.18930219205233,1.2321776398059,-0.821946093889643,-7.18930219205233,-1.38993013149558,-7.18930219205233,-1.08764925962265,-7.18930219205233,-3.12453118688369,-4.2231434755518,-7.18930219205233,-3.52999629499185,-7.18930219205233,0.813809126861831,-2.83684911443191,-7.18930219205233,-4.2231434755518,-7.18930219205233,0.351567502951585,-7.18930219205233
0115.PG259.LB.MST,2.42413217033604,1.16337555415993,0.978804277631957,-0.380821836405772,-7.73972272599925,-7.73972272599925,-0.760311458110676,-2.81443519180622,-0.363430093693903,0.496107821587802,-1.3793506665169,-1.59065976018411,-7.73972272599925,-7.73972272599925,-7.73972272599925,-4.42387310424032,-7.73972272599925,-0.380821836405772,-7.73972272599925,-7.73972272599925,-7.73972272599925,-7.73972272599925,-1.42814083068633,-1.65128438200054,-7.73972272599925,-7.73972272599925,-7.73972272599925,-7.73972272599925,-7.73972272599925,-7.73972272599925,-7.73972272599925,-7.73972272599925,-7.73972272599925,-4.42387310424032,-7.73972272599925
0115.PG259.SB.MST,3.77976657076296,-1.50554998360782,-2.89184434472771,-3.99045663339582,-6.92110437229078,-6.92110437229078,-6.92110437229078,-3.99045663339582,-6.92110437229078,-3.99045663339582,-6.92110437229078,-6.92110437229078,-6.92110437229078,0.563420258204718,1.66203254687283,-6.92110437229078,-3.29730945283588,-3.99045663339582,-6.92110437229078,-6.92110437229078,-6.92110437229078,-6.92110437229078,-2.38101872096172,-6.92110437229078,-6.92110437229078,-6.92110437229078,-2.04454648434051,-6.92110437229078,-1.10008487549966,-3.99045663339582,-6.92110437229078,-6.92110437229078,-6.92110437229078,-3.99045663339582,-3.99045663339582
0115.PG260.LB.MST,1.92886733618204,0.557643227983144,-1.53038205738808,-0.322966908871175,-8.17101150285197,-8.17101150285197,0.349346184785929,-8.17101150285197,0.238120549675704,0.0995343863895573,-3.51138352625467,-3.1059184181465,-4.89767788737456,-8.17101150285197,-3.79906559870645,-4.89767788737456,-8.17101150285197,-1.3713173627584,-8.17101150285197,-3.1059184181465,-8.17101150285197,-8.17101150285197,-1.23411624124491,-2.70045331003834,-8.17101150285197,-8.17101150285197,-8.17101150285197,-8.17101150285197,-8.17101150285197,-8.17101150285197,-8.17101150285197,-8.17101150285197,-8.17101150285197,-4.89767788737456,-8.17101150285197
0115.PG260.SB.MST,3.82109482245511,-1.58868937818252,-0.672398646308363,-4.07359602797052,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-2.28183655874246,-3.38044884741057,-2.68730166685063,-4.07359602797052,-1.58868937818252,-1.2403826839143,-7.00852490076776,-7.00852490076776,-2.97498373930241,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-1.77101093497647,-3.38044884741057,-7.00852490076776,-4.07359602797052,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-7.00852490076776,-3.38044884741057
0115.PG261.LB.MST,2.03463370428477,0.206506590885835,-0.0146547992243834,-0.737955017955016,-4.62977531606564,-7.91420334690226,1.20503542099696,-4.62977531606564,0.972343504814058,0.0615725661635008,-1.63404304251165,-2.3271902230716,-7.91420334690226,-7.91420334690226,-7.91420334690226,-7.91420334690226,-7.91420334690226,-0.622442130833172,-7.91420334690226,-7.91420334690226,-7.91420334690226,-7.91420334690226,-2.55033377438581,-1.49428110013649,-7.91420334690226,-7.91420334690226,-7.91420334690226,-7.91420334690226,-7.91420334690226,-4.62977531606564,-7.91420334690226,-7.91420334690226,-7.91420334690226,-4.62977531606564,-4.62977531606564
0115.PG261.SB.MST,3.38471009140065,-0.198394167389558,-2.32364524510069,-1.63049806454074,-7.35387184763711,-7.35387184763711,-3.70993960622058,-4.40308678678052,-7.35387184763711,-3.01679242566063,-3.70993960622058,-3.70993960622058,-7.35387184763711,-0.244203703420852,-0.471261154056198,-7.35387184763711,-1.83813742931899,-2.61132731755247,-7.35387184763711,-4.40308678678052,-7.35387184763711,-7.35387184763711,-1.69503658567831,-3.70993960622058,-7.35387184763711,-7.35387184763711,-3.70993960622058,-7.35387184763711,-0.491063781352377,-7.35387184763711,-7.35387184763711,-7.35387184763711,-7.35387184763711,-4.40308678678052,-7.35387184763711
0115.PG262.LB.MST,2.70952376482448,1.17058045114559,1.24348722195367,0.416808648769207,-7.52322916481357,-7.52322916481357,-1.00585335652156,-7.52322916481357,-0.517500588607627,0.874459510047941,-2.35578007347057,-1.25716778480247,-7.52322916481357,-7.52322916481357,-7.52322916481357,-3.60854304196594,-7.52322916481357,-0.867703018040742,-7.52322916481357,-7.52322916481357,-7.52322916481357,-7.52322916481357,-1.3059579489719,-2.10446564518967,-7.52322916481357,-4.30169022252589,-4.30169022252589,-7.52322916481357,-7.52322916481357,-7.52322916481357,-7.52322916481357,-7.52322916481357,-7.52322916481357,-2.35578007347057,-7.52322916481357
0115.PG262.SB.MST,3.62835716670281,-1.01310302069048,-1.44054703551742,-2.76230287549974,-7.13111927843681,-7.13111927843681,-7.13111927843681,-7.13111927843681,-7.13111927843681,-3.04998494795152,-3.04998494795152,-7.13111927843681,-7.13111927843681,0.687684670331851,-0.364407602701366,-7.13111927843681,-1.1040747988962,-3.45545005605968,-7.13111927843681,-7.13111927843681,-7.13111927843681,-7.13111927843681,-2.06915569493979,-4.14859723661963,-7.13111927843681,-3.04998494795152,-2.06915569493979,-7.13111927843681,-3.45545005605968,-7.13111927843681,-7.13111927843681,-7.13111927843681,-7.13111927843681,-7.13111927843681,-4.14859723661963
0115.PG263.LB.MST,2.55252441954604,1.25044813751017,-2.74161757559152,-0.328684425428604,-7.71844630732586,-7.71844630732586,-1.31450121995137,-7.71844630732586,-2.58746689576426,1.01569904007565,-1.89431971520431,0.379277840916481,-7.71844630732586,-7.71844630732586,-7.71844630732586,-7.71844630732586,-7.71844630732586,-0.726714555049251,-7.71844630732586,-3.43476475615146,-7.71844630732586,-7.71844630732586,-1.13217966315742,-2.58746689576426,-7.71844630732586,-7.71844630732586,-7.71844630732586,-7.71844630732586,-3.84022986425963,-7.71844630732586,-7.71844630732586,-7.71844630732586,-7.71844630732586,-3.43476475615146,-7.71844630732586
0115.PG263.SB.MST,3.75687374720004,-0.301799351379926,-3.27221381694963,-2.57906663638968,-7.013747273229,-2.35592308507547,-7.013747273229,-7.013747273229,-3.27221381694963,-3.96536099750957,-2.57906663638968,-3.27221381694963,-7.013747273229,-2.35592308507547,1.05191883930535,-7.013747273229,-7.013747273229,-3.27221381694963,-7.013747273229,-7.013747273229,-7.013747273229,-7.013747273229,-2.57906663638968,-2.86674870884146,-7.013747273229,-7.013747273229,-7.013747273229,-7.013747273229,-7.013747273229,-7.013747273229,-7.013747273229,-3.27221381694963,-7.013747273229,-3.96536099750957,-3.27221381694963
0115.PG264.LB.MST,2.36231121801409,1.77551050340136,0.591296849055882,-0.404131203376997,-7.54049820202044,-3.64280965554138,0.391430982611018,-3.23734454743321,1.42923426668352,-0.131264216710356,-1.07786029807984,-0.968661006114848,-7.54049820202044,-4.33595683610132,-7.54049820202044,-2.39004668704601,-7.54049820202044,-0.423933830673176,-7.54049820202044,-7.54049820202044,-7.54049820202044,-4.33595683610132,-2.94966247498143,-1.2914343983779,-7.54049820202044,-7.54049820202044,-7.54049820202044,-7.54049820202044,-7.54049820202044,-7.54049820202044,-7.54049820202044,-7.54049820202044,-7.54049820202044,-3.64280965554138,-7.54049820202044
0115.PG264.SB.MST,3.42205416934283,-0.517151570679123,-7.26376086492275,-2.93751969932955,-7.26376086492275,-7.26376086492275,-7.26376086492275,-7.26376086492275,-7.26376086492275,-4.32381406044944,-3.22520177178133,-2.71437614801534,-7.26376086492275,0.989391918592345,0.659792561258894,-3.22520177178133,-2.93751969932955,-7.26376086492275,-7.26376086492275,-7.26376086492275,-7.26376086492275,-4.32381406044944,-1.43344230255328,-7.26376086492275,-7.26376086492275,-7.26376086492275,-2.53205459122139,-7.26376086492275,-3.6306668798895,-7.26376086492275,-7.26376086492275,-3.6306668798895,-7.26376086492275,-7.26376086492275,-7.26376086492275
0115.PG265.LB.MST,2.67355360283106,1.11626283427427,-0.771888480628855,1.18921183392043,-7.59133509882475,-7.59133509882475,-0.577732466187898,-3.00548070213595,-0.885217165935858,0.732188916147419,-1.15965401163762,-1.80150789781001,-4.10409299080406,-4.10409299080406,-4.10409299080406,-2.15818284174875,-7.59133509882475,-0.771888480628855,-7.59133509882475,-7.59133509882475,-7.59133509882475,-7.59133509882475,-1.61918634101606,-1.53914363334252,-7.59133509882475,-7.59133509882475,-7.59133509882475,-7.59133509882475,-7.59133509882475,-7.59133509882475,-7.59133509882475,-7.59133509882475,-7.59133509882475,-2.15818284174875,-7.59133509882475
0115.PG265.SB.MST,3.83261353272094,-0.913146410259124,-2.57137448686266,-6.96717333615776,-6.96717333615776,-6.96717333615776,-3.95766884798255,-6.96717333615776,-6.96717333615776,-3.2645216674226,-3.95766884798255,-6.96717333615776,-6.96717333615776,-0.244096781278239,-0.320082688256161,-3.95766884798255,-0.822174632053397,-3.2645216674226,-6.96717333615776,-6.96717333615776,-6.96717333615776,-6.96717333615776,-2.34823093554845,-6.96717333615776,-6.96717333615776,-2.85905655931444,-2.85905655931444,-6.96717333615776,-0.738793023114346,-6.96717333615776,-6.96717333615776,-3.95766884798255,-6.96717333615776,-6.96717333615776,-6.96717333615776
0115.PG266.LB.MST,2.11005976253278,1.23772091818781,-0.802499910338749,-0.0442134276078422,-7.93468917424261,-7.93468917424261,0.315160573300055,-7.93468917424261,-0.148573442932085,0.387919927582483,-1.80930464975374,-0.746410443687706,-7.93468917424261,-7.93468917424261,-4.75374362892018,-3.14430571648608,-7.93468917424261,-1.14282571627595,-7.93468917424261,-4.06059644836023,-7.93468917424261,-7.93468917424261,-1.75801135536619,-2.96198415969212,-7.93468917424261,-4.75374362892018,-7.93468917424261,-7.93468917424261,-7.93468917424261,-7.93468917424261,-7.93468917424261,-3.36744926780029,-7.93468917424261,-2.67430208724034,-7.93468917424261
0115.PG266.SB.MST,3.74488081402867,-0.0155306580908932,-1.89584352466039,-1.89584352466039,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-4.09306810199661,-4.09306810199661,-2.48363018956251,-1.20269634410045,-7.06737501172695,-3.39992092143667,-2.9944558133285,-7.06737501172695,-7.06737501172695,-2.70677374087672,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-0.797231235992284,-4.09306810199661,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-7.06737501172695,-4.09306810199661,-7.06737501172695
0115.PG267.LB.MST,2.97453164315604,1.46425130225516,-0.591473712807359,1.01169458661315,-7.1709624150221,-7.1709624150221,1.74188303885344,-7.1709624150221,-7.1709624150221,0.286595806246599,1.38520809491471,0.0699247694380063,-7.1709624150221,-7.1709624150221,-7.1709624150221,-7.1709624150221,-7.1709624150221,-1.2846208933673,-7.1709624150221,-2.26545014637903,-7.1709624150221,-7.1709624150221,-2.11129946655177,-2.26545014637903,-7.1709624150221,-7.1709624150221,-7.1709624150221,-7.1709624150221,-7.1709624150221,-2.95859732693898,-7.1709624150221,-2.44777170317298,-7.1709624150221,-2.44777170317298,-7.1709624150221
0115.PG267.SB.MST,2.68044383675493,-0.461086062792141,-4.13738673469922,-2.63330933792294,1.12530345420567,-1.83480164170517,-3.44423955413927,-7.81006082192825,-7.81006082192825,-7.81006082192825,-3.22109600282506,-4.83053391525916,-7.81006082192825,-7.81006082192825,-7.81006082192825,-7.81006082192825,-7.81006082192825,-3.73192162659105,-7.81006082192825,-7.81006082192825,-3.22109600282506,-7.81006082192825,0.2508704497253,-4.83053391525916,-4.83053391525916,-3.44423955413927,-4.83053391525916,-7.81006082192825,-7.81006082192825,-0.486728493405479,-4.83053391525916,-2.88462376620385,-7.81006082192825,-7.81006082192825,-7.81006082192825
0115.PG268.LB.MST,2.51508053244951,1.75075707342167,-0.535567498700594,2.02440672412083,-7.18729135952369,-7.18729135952369,1.34365127585605,-7.18729135952369,-3.27640752262579,0.204832566709897,1.24538105442325,0.905642620015412,-7.18729135952369,-7.18729135952369,-7.18729135952369,-7.18729135952369,-7.18729135952369,-0.925032265462317,-7.18729135952369,-0.140913306696645,-7.18729135952369,-7.18729135952369,-3.96955470318574,-1.26150450208353,-7.18729135952369,-1.66696961019169,-7.18729135952369,-7.18729135952369,-7.18729135952369,-2.87094241451763,-7.18729135952369,-2.87094241451763,-7.18729135952369,-1.26150450208353,-7.18729135952369
0115.PG268.SB.MST,3.14741828899654,0.162683769652092,0.394126123780997,-0.875303897199583,0.426649315486557,-0.79074650917152,-2.79222650938164,-7.44247036999461,-7.44247036999461,-4.40166442181574,-4.40166442181574,-0.469838789091419,-7.44247036999461,-7.44247036999461,-7.44247036999461,-7.44247036999461,-7.44247036999461,-2.32222288013591,-7.44247036999461,-2.32222288013591,-7.44247036999461,-7.44247036999461,-2.60990495258769,-3.7085172412558,-7.44247036999461,-1.62907569957596,-7.44247036999461,-7.44247036999461,-7.44247036999461,-0.394331236583273,-7.44247036999461,-3.01537006069585,-3.01537006069585,-3.01537006069585,-7.44247036999461
0115.PG269.LB.MST,3.00339599946824,1.19145155357631,0.311718417435949,1.42728026441783,-7.20243735865409,-7.20243735865409,0.830206913947509,-7.20243735865409,-4.04499040925364,0.311718417435949,0.767193946118775,0.852849390697269,-7.20243735865409,-7.20243735865409,-7.20243735865409,-7.20243735865409,-7.20243735865409,-1.27240168701386,-7.20243735865409,-0.548482847787163,-7.20243735865409,-7.20243735865409,-2.94637812058553,-2.43555249681954,-7.20243735865409,-1.84776583191742,-7.20243735865409,-7.20243735865409,-7.20243735865409,-2.94637812058553,-7.20243735865409,-2.25323094002559,-1.96554886757381,-1.33694020815143,-7.20243735865409
