SampleID	G01.cellular_anatomical_entity	G01.protein_containing_complex	G01.virion_component	G02.catalytic_complex	G02.ribonucleoprotein_complex	G02.membrane_protein_complex	G02.intracellular_protein_containing_complex	G02.protein_DNA_complex	G02.transporter_complex	G02.DNA_repair_complex	G02.type_VI_protein_secretion_system_complex	G02.DNA_packaging_complex	G02.molybdopterin_synthase_complex	G02.fatty_acid_synthase_complex	G02.transcription_regulator_complex	G02.tricarboxylic_acid_cycle_enzyme_complex	G02.type_II_protein_secretion_system_complex	G02.cytochrome_complex	G02.protein_containing_complex	G02.type_III_protein_secretion_system_complex	G02.fatty_acid_beta_oxidation_multienzyme_complex	G02.collagen_trimer	G02.proteasome_core_complex	G02.Arp2_3_protein_complex	G02.myosin_complex	G02.nuclear_protein_containing_complex	G02.type_IV_secretion_system_complex	G02.type_I_protein_secretion_system_complex	G02.Rare	G03.virus_tail__fiber	G03.viral_capsid	G03.virion_component	G03.virus_tail__sheath	G03.virus_tail__baseplate	G03.virus_tail	G03.viral_capsid__decoration	G03.viral_nucleocapsid	G03.viral_membrane	G03.virus_tail__tube	G03.viral_procapsid	G03.viral_tegument	G03.capsomere	G03.virion_membrane	G04.intrinsic_component_of_membrane	G04.cytoplasm	G04.membrane	G04.organelle	G04.periplasmic_space	G04.extracellular_region	G04.cellular_anatomical_entity	G04.cell_projection	G04.cytosol	G04.extracellular_space	G04.cell_division_site	G04.cell_surface	G04.bacterial_type_flagellum_basal_body	G04.nucleoid	G04.host_cellular_component	G04.external_encapsulating_structure	G04.side_of_membrane	G04.bacterial_type_flagellum_hook	G04.intracellular_anatomical_structure	G04.bacterial_type_flagellum_filament_cap	G04.extrinsic_component_of_membrane	G04.bacterial_type_flagellum_basal_body__rod	G04.membrane_enclosed_lumen	G04.microtubule_organizing_center	G04.supramolecular_complex	G04.Rare
0159_AP39_21298_20181004_ST_E21	3.72170976461725	0.741751655866718	-4.46346142048397	-3.91916313863665	-4.78666076542283	-4.95033866748914	-5.14344594274288	-5.84608724691531	-5.87739381994099	-6.1037551855637	-7.96000213623736	-8.03314254162686	-8.03731292133662	-8.72942979118069	-8.82923731259686	-9.2957779971742	-10.0239371109701	-9.25257704941371	-10.3720689046068	-10.0357542383874	-13.5149751966321	-9.78144110197769	-10.7625891817098	-11.3812033104072	-11.1686922483723	-13.4351376382053	-13.4257440629041	-15.3901162747992	-10.9954554171244	-8.75891180193847	-11.0316054102397	-9.35448904911592	-12.1981518090465	-15.9358214273298	-15.3167822189236	-26.5363629989138	-17.476266468277	-17.8817315763852	-16.965440844511	-19.7673916539939	-26.3401617535577	-18.9537996368177	-22.8494647351138	2.43335236935311	1.33555809926375	1.28375819410183	-1.13342455115502	-2.2477823088639	-2.18291803888271	-2.18964895752385	-3.63402898278377	-3.62626075405467	-4.79818431950248	-4.53463835933975	-4.95384520898887	-5.02259772131621	-4.91430223005451	-5.10978433195114	-5.7584395366064	-5.78390444316706	-5.46752663883265	-6.56238385576261	-6.20233970218663	-8.00123737639128	-6.46154449794669	-8.45586508643627	-7.00145725191326	-7.11408641175908	-6.69367773370669
0159_AP39_21301_20180706_ST_E21	3.7477022091695	0.770458039115739	-4.51816024828524	-3.92627378695	-4.75475455288038	-4.95047555196468	-5.11980381225051	-5.87147576263081	-5.87735648418135	-6.09871191764178	-8.16072494663617	-8.02125477044967	-8.01569347359791	-8.8331696105849	-8.76020981820138	-9.31130472178361	-9.91745207369818	-9.32953132790274	-10.3043324833014	-9.94071341937322	-14.5577861721439	-9.95551492085172	-10.9530513945376	-11.3410178296153	-11.0953451652411	-13.5003614418824	-25.4722453768	-15.3819616151103	-10.9719429389043	-8.90553241005499	-10.9176702698387	-9.33867123121371	-12.7558558359413	-16.8584992009781	-28.325024539914	-26.53638359086	-26.3213882898214	-23.0836110519734	-17.5516463815381	-19.7674122459402	-26.340182345504	-18.9538202287639	-22.84948532706	2.43324610743222	1.34228728766031	1.26612546210167	-1.12693119087634	-2.25844811593697	-2.22112314160653	-2.20916508171211	-3.66833222661092	-3.64033563539636	-4.79005187159577	-4.55213937211512	-4.96467227071222	-4.95474747616181	-4.91307979899747	-5.15837227264309	-5.8660018679944	-5.8504478555998	-5.36731508895941	-6.73999481961306	-6.09446390904331	-8.05355706038182	-6.39017348505601	-8.6966074537181	-7.03983865748785	-6.46005244244702	-6.62046424477792
0159_AP39_21302_20181004_ST_E21	3.63965435769005	0.76998139982578	-4.40963575751583	-3.84908495194618	-4.69004080823954	-4.87624347250037	-5.01945158732186	-5.65018367114263	-5.75393216217425	-5.95862473516896	-7.05664370185711	-8.14952349916371	-8.5228218260424	-9.04349065447446	-8.42326323300068	-8.75617089649145	-8.56382557873869	-8.53845844166734	-8.29394025385702	-10.2385729916252	-9.61183842764866	-10.9567107014887	-10.0393733970439	-12.3482544184947	-11.4214923867533	-12.3465015696673	-12.277158496811	-12.0475002644756	-10.2874801839187	-10.1435348123735	-10.8793371685354	-8.4096450635562	-10.8301102277702	-16.2638322313245	-13.7789255815365	-26.5363261019864	-15.8583671232163	-15.8583671232163	-15.8583671232163	-19.7673547570666	-26.3401248566304	-18.9537627398904	-22.8494278381864	2.30590684171977	1.2405154021191	1.16953841129102	-1.20668303133326	-2.02446712244089	-2.02902726807102	-2.19694250537118	-3.2219915498481	-3.45286071453296	-4.40260295967718	-4.37362351866641	-5.08316037422931	-5.41164606075194	-4.94239378987406	-5.26154224194312	-5.31487488096201	-5.19498527322291	-5.85538052314789	-5.81153663623253	-6.6397834971813	-6.12024137895825	-6.91730907363281	-6.5286921901488	-6.96811555106101	-6.49121917896671	-5.68291971969778
0159_AP39_21303_20180522_ST_E21	3.83039690971358	0.912890819103568	-4.74328772881715	-3.91193583903265	-4.78224844644201	-4.84327485952897	-5.0993632784984	-5.73106635014011	-5.65245314128573	-6.12399250381219	-7.1677581027207	-8.31150937111568	-8.34728918456248	-8.03556042835162	-8.72249458564783	-8.70159715031276	-8.52032091579722	-8.70192556244307	-8.52294733440862	-9.3851191600159	-9.52284910963083	-10.0279905930418	-10.7704678945878	-12.2231929249973	-12.1586544038597	-11.8737223212876	-13.9969338887227	-11.2984531386366	-10.3693600918486	-10.0845157032319	-10.4718534267475	-9.35674455810589	-10.8305263733489	-29.8857338668256	-12.950789909549	-26.5364489421303	-14.742549378777	-23.0836764032438	-14.8967000586043	-19.7674775972105	-26.3402476967743	-18.9538855800342	-22.8495506783303	2.4086859309492	1.18698191238434	1.16618332537764	-1.15018140882862	-1.86463356644035	-2.31757618790959	-2.39002264912772	-3.3534259009044	-3.39194984506808	-4.37470261616116	-4.53307781317477	-4.33783760370242	-4.67836627326559	-4.82598503966932	-4.91720352118971	-5.26155112744489	-5.11843946249762	-5.30633015084552	-5.69420056982819	-6.38268118377751	-5.94544662544073	-6.58769216383097	-6.29281910272329	-6.88285682474933	-8.12028225948805	-5.34585420421785
0159_AP39_21307_20180730_ST_E21	4.19957591313165	1.12473294450158	-5.32430885763323	-3.87036443869937	-5.15743488477867	-5.21188758697405	-5.28827389304165	-5.79431253411459	-6.1326563239938	-6.28875074857705	-6.89779733780999	-8.74413609016115	-9.55005020171163	-10.7214390443767	-8.04911762112089	-9.48962221387955	-9.85664802654193	-8.7616895284335	-9.48278068206283	-11.1447087771183	-10.8600252076628	-12.0070898797169	-12.2196513217005	-12.4899416514404	-13.4593422086285	-12.8074379866027	-12.9668657235308	-15.8572374814269	-11.1914426736224	-10.6500525426624	-10.7606624142064	-10.8850461338941	-12.6064891047047	-13.0119542128129	-28.3251993389832	-26.5365583899291	-26.3215630888906	-23.0837858510426	-14.292888058275	-19.7675870450093	-26.3403571445731	-18.9539950278331	-22.8496601261291	2.54818650198676	1.05970538829755	1.63021280519626	-1.34250862262788	-2.07808839381163	-2.087987165757	-1.92844795665647	-2.75008108825937	-3.07662522904262	-3.82206594079744	-4.51795202836336	-5.14217319203876	-6.06872087179539	-5.40154452492862	-5.21365535195109	-4.89810281038745	-5.21311538188176	-6.83499728483004	-8.00337914405327	-7.92022133637963	-6.69591610342062	-8.1299418673617	-7.46496556376845	-6.5470761105306	-7.04303806795849	-6.11478491080995
0159_AP39_21308_20180925_ST_E21	3.88592610533429	0.914305481440746	-4.80023158677504	-3.91985574366877	-4.75617435986706	-5.00547255254399	-5.08721838785831	-5.7640514888023	-5.9588369313703	-6.07640219359209	-7.26655768230648	-8.24106911073322	-8.62393901109793	-8.80575404641721	-8.83582570327571	-9.82062018948352	-9.33712950656171	-9.01951806220345	-10.687671778607	-9.63672808878415	-15.2953388447936	-10.6835241160869	-12.9439635876302	-10.3049062580149	-11.3833158393655	-13.2494397238824	-25.4719678729055	-12.8529918094244	-11.3601148536026	-10.7201487553195	-9.89623134357633	-9.41686309739955	-12.1670677382558	-13.4733193917021	-28.3251085296019	-26.5364675805478	-26.3214722795093	-23.0836950416613	-15.1219780172895	-19.767496235628	-26.3402663351918	-18.9539042184518	-22.8495693167478	2.45649741658868	1.2730570666923	1.24141413080705	-1.14739856592342	-2.45407013954096	-2.12811774626418	-2.35722692378263	-3.47331008824587	-3.47599917932251	-4.00090978568985	-4.5709673479897	-4.90666195463083	-4.49139414516192	-5.32286744201998	-5.31811038242052	-5.40448508488335	-5.69791875693532	-4.87458414963515	-7.12512689358604	-5.46312526875447	-8.08371788049521	-6.12380011669193	-8.31196118787481	-6.26655084070482	-7.32401446709421	-6.67610832517627
0159_AP39_21310_20180719_ST_E21	4.01079946850769	1.12790727918354	-5.13870674769123	-3.82680386825141	-4.6182734746655	-4.94732234930711	-4.98973545095681	-5.66982034862572	-5.84033304451723	-5.97116485022479	-10.5249281230268	-8.19882327331725	-8.66548185573807	-8.0923192880524	-8.90808795612719	-9.27871264707345	-9.89953748729867	-8.71477296637829	-10.6676814830247	-10.3084331305036	-13.6910057623281	-10.7684203844483	-9.99235279638715	-10.9409913621268	-9.31002133723264	-11.9253105470186	-13.3856241127769	-12.6287611178308	-10.3232418661256	-10.9907915595865	-11.3838341476961	-9.60791211356665	-12.1947643639124	-29.8858125359988	-28.3251685603576	-26.5365276113035	-26.3215323102649	-15.6912719253789	-23.2786207876777	-19.7675562663837	-26.3403263659475	-18.9539642492075	-22.8496293475035	2.33582730924679	1.2517784329972	1.18595265532049	-1.18021290672037	-2.40519653545392	-2.2685427602847	-2.32890084348916	-3.48451407005527	-3.49466041714681	-4.38982197848695	-4.48215112007168	-5.01844154325276	-5.40484329868095	-4.92183446184388	-5.31307751580782	-5.52513047014603	-5.62891010607696	-5.83769623574934	-7.18502368277191	-6.65493496867317	-7.19497242718092	-6.94019234535528	-8.32977078167636	-6.73819479718219	-7.96436709849254	-6.70497568102543
0159_AP39_21311_20180613_ST_E21	3.48020502762026	0.588522987310358	-4.06872801493062	-3.80580360953025	-4.69907640051067	-4.92664142340888	-5.0177742035285	-5.7157497426243	-5.85923731193976	-6.05605637576886	-7.94795943268413	-8.26927453030703	-8.34927829451674	-8.49789497963825	-8.86053400312967	-9.05861976362219	-9.59811818899896	-8.91744131277821	-10.2092729304153	-10.069837332173	-14.8783564421471	-9.51425133506105	-11.1312080799092	-10.1579249158239	-12.8030902718777	-12.0232601038999	-14.3092619102571	-12.6960575150275	-10.9027120026439	-7.78293230385154	-11.1567710604946	-9.74444240500879	-11.5854390656824	-29.8854143080233	-28.3247703323821	-26.536129383328	-26.3211340822895	-23.0833568444415	-23.2782225597022	-19.7671580384082	-26.339928137972	-18.953566021232	-22.849231119528	2.32978883708764	1.201789178627	1.25782457284963	-1.22013845017542	-2.34507958156455	-2.12396687869191	-2.31441446860982	-3.59758769623331	-3.44966856130162	-4.2570130931522	-4.59967963632586	-4.98339023898569	-5.08151041664729	-5.13093053027386	-5.74035754481621	-5.43751602680828	-5.68345758435947	-5.71052905725354	-6.98607205408073	-6.34685615050329	-7.1830164522371	-6.79489108164326	-7.71731044132151	-6.80449233708341	-7.40663950719923	-6.32842279342836
0159_AP39_21314_20180719_ST_E21	3.91680755487343	0.975080482108202	-4.89188803698164	-3.83295830708927	-4.81764860801014	-5.0292530670203	-5.10393800761098	-5.77259335921592	-5.91657816016105	-6.11063229143747	-6.87927146837176	-8.36708469368796	-8.61986854540125	-9.35697768491464	-8.68849875077019	-9.06098472717319	-8.85025402998267	-8.73347916494481	-8.97792133877977	-10.2402742508888	-10.4305646060158	-10.7119295380663	-10.8167304566195	-13.2946684370914	-11.2491284470872	-12.6469836306082	-13.6278128836199	-12.5087395230805	-10.8245621320879	-11.0601701100506	-10.4408701794424	-9.42463503239301	-11.080718778278	-16.7471454663904	-14.0729968169639	-26.5364863181641	-26.3214910171255	-17.4402926469504	-17.4402926469504	-19.7675149732443	-26.3402850728081	-18.953922956068	-22.8495880543641	2.4006059086494	1.18708713919319	1.32712584586055	-1.23619062766844	-2.0701870504505	-1.93567060361491	-2.22789985453752	-3.1524269788577	-3.41182366349067	-4.02987747381178	-4.55075721624975	-4.9349049577296	-5.21921656073192	-5.02936265502636	-5.64774220608328	-5.41793319591365	-5.41480270530725	-5.7786772257321	-6.22205411488826	-6.34284648173535	-6.89162110736245	-7.00046594710289	-7.14218054122028	-6.84101065475395	-7.53705530826281	-6.23459683441818
0159_AP39_21316_20180604_ST_E21	3.56595881472405	0.674227034137471	-4.24018584886152	-3.87288121966638	-4.63563424614669	-4.97129555553744	-4.84011450876394	-5.74252671800245	-5.96519151835942	-6.00996984389365	-7.34668258315389	-8.25981765085541	-8.98371410532166	-9.2485745574672	-8.87458645600318	-9.12190612416221	-8.96252965477167	-9.06953002490651	-10.6549242854004	-9.61737793752401	-14.0616618474382	-10.4358405292914	-10.878989071234	-9.45538116716609	-10.9756826960364	-11.7186103787043	-12.2485275186254	-12.3270607920501	-10.7205028397163	-9.48810129983366	-8.94951249089163	-9.49683497980241	-9.16098950597201	-16.3124749698767	-28.3248834492075	-26.5362425001534	-26.3212471991149	-23.0834699612669	-17.0056221504367	-19.7672711552336	-26.3400412547974	-18.9536791380574	-22.8493442363534	2.35030126829205	1.22632370068209	1.16358707366551	-1.16788470606525	-2.34367230167541	-1.79546893385183	-2.54092208514048	-3.36192057788945	-3.56547101687451	-3.96517008215248	-4.55309067605329	-5.06716889613728	-4.49834263145237	-5.04920911991264	-5.45428037813311	-5.88525437361497	-5.4768881720722	-5.47027974237745	-7.63105753344312	-6.375551079002	-6.49784771028034	-6.09301923252653	-7.83784256241545	-7.10990084400116	-7.27561197737069	-5.83715470757522
0159_AP39_21317_20180801_ST_E21	3.96707747365276	1.08389728892285	-5.05097476257561	-3.86675169173785	-4.67181698367674	-4.87352839864343	-4.99502767464769	-5.58095760457152	-5.78010900216668	-6.01047110711268	-7.93485597971242	-8.21665532915448	-8.38362961491084	-7.73749654555392	-9.05458060305942	-9.12944091922598	-9.42791662035253	-8.7865987835095	-10.1978962329558	-10.3467561496358	-12.9704849551955	-9.94465465048427	-10.7691535959067	-11.1159245847285	-11.4460402555948	-13.2467102738559	-12.3745015230892	-13.1677321622062	-11.1372123723004	-11.3790052212427	-11.3861737107213	-9.41639850419917	-11.6292997616229	-14.528888174624	-14.2412061021722	-26.536513472731	-26.3215181716924	-15.2220353551839	-14.9343532827321	-19.7675421278111	-26.3403122273749	-18.9539501106349	-22.849615208931	2.34628333749176	1.24670322145196	1.15270996905917	-1.17215861787159	-2.48890167071814	-2.08081883568274	-2.3430305611193	-3.35020786653208	-3.54687171744333	-4.83922530287763	-4.48697788821997	-4.988445726335	-5.44989491210843	-5.19036795261314	-5.60903865090901	-5.25982435324169	-5.4985389491679	-6.01139138182271	-5.17193787528229	-6.57338921394448	-7.22979536301849	-7.27150192194848	-8.16663170370153	-6.81064303920283	-7.71789273570692	-6.83870959539568
0159_AP39_21318_20180613_ST_E21	3.5063115256634	0.568625314208821	-4.07493683987222	-3.87708950166913	-4.7053174723348	-5.01944751866607	-5.05111394668994	-5.68514762223469	-5.91098582771565	-6.02926018923498	-7.77415294598036	-8.24389612888471	-8.38238530204277	-8.96027623692954	-8.5992628913922	-9.33777524776868	-9.89854587552247	-8.64597753765528	-10.8780988041746	-10.0206485723234	-13.922621241898	-10.7415956411609	-11.936705758229	-12.3720238294868	-11.8521483702009	-13.3175682754665	-25.4703048911852	-13.9967292140517	-10.2678999405235	-7.89774083564817	-9.67548671397014	-10.1389100988415	-11.4770023581436	-29.8854290233933	-28.324785047752	-26.536144098698	-26.3211487976594	-23.0833715598115	-23.2782372750722	-19.7671727537782	-26.339942853342	-18.9535807366019	-22.849245834898	2.39194888090083	1.23201394946646	1.27109298752583	-1.12947727248537	-2.31213994300131	-2.1489197993003	-2.32468934374645	-3.54939198308736	-3.54823114499753	-4.16153545971704	-4.53121459368271	-4.93268442406095	-4.93212950048742	-5.19827054767736	-5.19210002742213	-5.47059118782752	-5.57125763830043	-5.61520304514078	-6.94138982080341	-6.19408832044292	-8.97529727673152	-6.8207148186613	-8.6791125550391	-7.02101887800569	-7.84795350035299	-6.72054929177278
0159_AP39_21321_20180731_ST_E21	3.22054477032124	0.419236439322648	-3.63978120964389	-3.72039137815041	-4.76464332853819	-4.78129657338244	-5.01945646125689	-5.73314568805235	-5.50356392927848	-6.20160038273861	-8.30777012573272	-8.48915808460614	-8.96367438854294	-6.52493666944449	-8.05417079173048	-8.36122673585955	-8.63927321512828	-8.66673180275152	-8.12709312819978	-9.32423137354753	-9.15708077776138	-11.2726540867387	-10.2885283861928	-15.4660895516051	-14.0797951904852	-12.2687779046527	-9.55461563019357	-13.2970358512355	-10.5775591188142	-7.14998398069256	-11.8165435627456	-8.99774859411365	-9.56170623262476	-14.6077086705583	-13.4445578607526	-26.5356401961183	-14.964383614497	-23.0828676572317	-23.2777333724925	-19.7666688511984	-26.3394389507622	-18.9530768340222	-22.8487419323183	2.24234997070063	1.01187344993921	1.17877435571684	-1.34541604094681	-1.85870449748755	-2.3800514528313	-2.45828344714561	-3.10774798028127	-3.25472085050904	-4.21134438969057	-4.51651941393478	-4.29685482616702	-4.69755386401631	-5.10356987855718	-5.18200514440746	-4.91500004026268	-5.18170525628655	-5.64448346042413	-8.83390079818981	-6.55289151517772	-5.72612547762499	-6.37184303303057	-6.60088047368059	-6.54319674962018	-7.79603172013164	-5.11838703379754
0159_AP39_21323_20180726_ST_E21	3.75891740501067	0.897354031501345	-4.65627143651202	-3.85219681553643	-4.58983968374902	-4.82828732192013	-4.93500265729409	-5.75521112506892	-5.74683980976448	-5.98769379567388	-9.53501285921783	-8.0849098403533	-8.05566480665235	-8.29340992581819	-9.20031314891003	-8.37526832628547	-9.12679671773777	-9.0067370732438	-10.3492543367378	-10.2842495064288	-14.8416290285806	-10.1276044376804	-10.4749980793847	-10.1564161349189	-11.1280569618763	-13.9033593899876	-25.4663189166276	-14.4361639204724	-10.844142139209	-9.70312954844201	-10.8223033091479	-9.0457677305205	-12.7375276474998	-29.8857036934278	-11.7984222378595	-26.5364187687325	-26.321423467694	-16.6887713660812	-16.6887713660812	-19.7674474238127	-26.3402175233765	-18.9538554066365	-22.8495205049325	2.32073610987405	1.25961800433503	1.09966392432256	-1.13499081945409	-2.44717633717829	-2.41036569705488	-2.42874038371955	-3.67818833137236	-3.59291319049023	-4.78781452882465	-4.61405687946456	-4.50383925918388	-5.23690636066489	-5.01957449617102	-5.22121000681083	-5.57650930856638	-5.86634739460591	-5.79259811663425	-8.23159506511818	-6.20726250111338	-6.70712723418723	-7.1990000087691	-8.34203873746211	-6.79818823618657	-4.78305721510441	-6.20889979735574
0159_AP39_21325_20180920_ST_E21	3.87394867743455	0.953484818235923	-4.82743349567047	-3.88106094385957	-4.67814421922712	-4.93562854044442	-5.01164132984136	-5.63844675744568	-5.90651202527079	-5.96753570441552	-9.77643324249621	-8.31296500635623	-8.66321549109414	-9.18101295273901	-8.72232949265365	-9.36901601801914	-9.54240659871827	-8.77192815379919	-10.4033192486071	-9.78509130523932	-12.6990432512212	-9.86357001919758	-11.1190957672978	-10.6084462153696	-10.6164017068107	-12.7818676018566	-16.3626048973509	-11.2719268955811	-11.1932748416542	-10.6719411683535	-9.67619961991516	-9.62372289343682	-12.1108792629588	-29.8857553361856	-16.0094792480548	-26.5364704114903	-26.3214751104517	-23.0836978726037	-15.7217971756031	-19.7674990665704	-26.3402691661342	-18.9539070493942	-22.8495721476903	2.37509441628207	1.26008895018496	1.24388705198287	-1.20060582781041	-2.47907608660321	-2.04181056249761	-2.3640061808295	-3.28312192945942	-3.49688693481028	-4.3406872666094	-4.51373829963638	-4.92525555878021	-4.74203334719615	-5.27152264045714	-5.55245259310633	-5.3080499345198	-5.54732574135857	-5.38741440760783	-8.43709075947176	-5.95853593925582	-8.12538474713925	-6.65046924413564	-8.19461653870857	-7.58969741090115	-7.77224406157043	-6.48864190978437
0159_AP39_21330_20190102_ST_E21	3.8406651896811	0.995337075313956	-4.83600226499506	-3.87953036244737	-4.59883786884852	-4.71491230927025	-4.98694300570826	-5.69551009151954	-5.59637338861759	-5.97045484672395	-8.55500516320826	-8.04763121711631	-7.78984171599659	-8.28303479016124	-8.76223798621071	-8.78642640088917	-8.96843105069268	-9.04798565940496	-9.5512637616596	-9.71096607535508	-10.9269131062436	-10.5550081946278	-11.4931514349396	-10.6719383517676	-12.9270738450487	-12.7254058643357	-14.9358978195146	-16.2351808036448	-10.8062982448538	-10.5777667019321	-10.420321126208	-9.34537858162582	-10.9931821408935	-16.0038174349897	-13.6059221621914	-26.5364671054983	-17.7955769042178	-16.6969646155497	-15.1928872187734	-19.7674957605785	-26.3402658601423	-18.9539037434022	-22.8495688416983	2.29149154358731	1.30485200752891	1.03487458911566	-1.11718240896538	-2.18898973873196	-2.39046330486319	-2.36686619794095	-3.68181999525595	-3.57473139039616	-4.47090233216183	-4.6159047897212	-4.08550035658239	-4.61968333724501	-4.87717037538387	-5.53004152274773	-5.58668473544844	-5.61967220029711	-5.01330254970845	-5.75267584435818	-5.56130356958716	-6.63773602097316	-6.48752698333504	-7.43864745890853	-6.79812257750732	-8.14678751118218	-6.19200473622587
0159_AP39_21331_20190102_ST_E21	3.82263605773473	0.93835514855166	-4.76099120628639	-3.86857147651118	-4.72856706927974	-4.75836974510203	-5.03678155758869	-5.81569665122941	-5.59573687344191	-6.0850490784379	-8.17134622489536	-8.24745660104763	-8.34651954118632	-8.08202337620335	-8.96995034847929	-8.84262926931734	-8.45649238394255	-9.05392726452876	-8.55372156209267	-9.60230274755591	-9.85647320789632	-10.9605606764525	-10.7980417469547	-13.141448834469	-10.7588210338015	-12.3455487016584	-11.7396502868132	-10.9989346893341	-10.9529816270075	-11.2032202611966	-9.90329182425884	-9.38406181778048	-10.4548104019616	-29.8857359476645	-14.2336380927385	-26.5364510229691	-16.3737042562348	-23.0836784840826	-23.2785441993434	-19.7674796780493	-26.3402497776131	-18.9538876608731	-22.8495527591692	2.35250499016701	1.23115120487305	1.13235098626691	-1.13936528343177	-1.9966473768861	-2.43290304704062	-2.41002497653551	-3.50125944093023	-3.44063986706476	-3.84030581030435	-4.61455750901485	-4.59522224515483	-4.62792997718897	-4.81925937774565	-5.36952305510692	-5.06837009749327	-5.38496701490025	-5.01125459455742	-6.83703385192668	-5.52169122677907	-6.25195535537685	-6.51770568463513	-6.69000849541313	-6.65147214460753	-8.59156886894535	-5.9257596442093
0159_AP39_21333_20181113_ST_E21	3.05477818029226	0.228256695914078	-3.28303487620633	-3.81517431725301	-4.57180819653025	-4.85904311355377	-4.90788018709442	-5.57224319996338	-5.75856038936982	-5.93387632117459	-8.65640233588242	-8.08777403754336	-8.06974014431294	-8.04214609188102	-8.67578883065453	-8.73764481717966	-8.86148362689703	-8.75396621698812	-9.50495411492922	-10.9804294228307	-10.7433910831976	-10.036272692041	-10.5726806873314	-10.3791689336235	-11.6008413150489	-12.8099292200416	-13.7879135209211	-15.2695180618453	-11.0518748388343	-6.47350488573031	-11.0375668640819	-9.26382590035653	-11.2443612773946	-15.5484263705988	-13.9902817525522	-26.5349603263874	-26.3199650253489	-23.0821877875009	-14.4498140819306	-19.7659889814676	-26.3387590810314	-18.9523969642914	-22.8480620625874	2.23899998766473	1.22470877448142	1.06748542790116	-1.17890307843122	-2.44829114994356	-2.51388644087975	-2.36425547557234	-3.63352708455997	-3.44910933342836	-4.24171804430203	-4.53149240055401	-4.26644761861328	-6.07177900683532	-5.04499540209072	-5.13467706969992	-5.25149734045958	-5.4641975667444	-6.47918667140283	-5.55618517383723	-7.06587394086165	-6.61363276795575	-7.6765149330101	-7.52132411314296	-6.87168619712097	-7.98201484877867	-6.60062011168636
0159_AP39_21334_20181120_ST_E21	3.48908651765933	0.604782237646504	-4.09386875530583	-3.89503454917285	-4.59305334888501	-4.90840373233175	-4.96634709666913	-5.59634331639591	-5.78900418942594	-5.95631366240823	-11.1531363353672	-8.00247574948415	-8.55277180547077	-8.41453452180884	-8.99449021322965	-9.10816197132863	-8.90750583307266	-8.79319345347025	-9.31739156332668	-10.0863792129403	-10.6442928728052	-10.6683904243843	-10.0419521402034	-10.6149652577107	-11.5341503476112	-12.1570386843451	-13.4656717592144	-10.7800944139643	-9.05829796430846	-9.42520575359617	-9.97859099178095	-8.59774623542863	-8.68247507284739	-14.7235231201442	-14.5693724403169	-26.5361462538079	-26.3211509527694	-23.0833737149214	-15.8221354088123	-19.7671749088881	-26.3399450084519	-18.9535828917119	-22.8492479900079	2.33345198303147	1.29779141531324	1.09062165142349	-1.13788591947391	-2.40329992694595	-2.02692183957218	-2.16384967338017	-3.76262253713787	-3.63078326876755	-4.44649060645995	-4.22686804666783	-4.90165738605606	-5.13310916105891	-5.08776572032016	-5.55741162138356	-5.51116376228377	-5.36633106507552	-5.52123034879155	-7.22769935899756	-6.22343498990287	-6.88390156414801	-6.87148662907214	-6.76727969115069	-6.90589048297689	-6.8889521836263	-6.68954077853812
0159_AP39_21336_20181130_ST_E21	3.93696531314865	1.05765211754672	-4.99461743069538	-3.86511564346823	-4.59941520393335	-4.85188491108375	-4.9763091027977	-5.75751285556196	-5.80462622441519	-5.97990081515112	-8.45887896459129	-7.99786625004242	-8.21191367333966	-8.80265050369411	-8.59590245394321	-9.59505677134756	-8.81219256082732	-9.18331877283211	-10.5189801235105	-9.66173006380802	-14.152611103394	-10.0767700127364	-11.0346611971157	-10.350402963973	-10.777301492684	-11.4394136781803	-14.66343672716	-12.1972222103841	-10.1317187454824	-11.5680739435763	-10.892945268519	-9.33499205634924	-11.6734344592341	-15.1234220050657	-28.3251440820638	-26.5365031330098	-26.3215078319712	-23.0837305941232	-23.278596309384	-19.7675317880899	-26.3403018876537	-18.9539397709137	-22.8496048692098	2.3292846268003	1.31856045431787	1.10759125382502	-1.12126059488965	-2.4497597803316	-2.26144959701498	-2.46874705115834	-3.79744004724521	-3.60771794505431	-4.26316001608542	-4.58421786152048	-5.03088178604051	-4.68865444945473	-5.10957259533806	-5.15430799904476	-5.62472368762032	-5.86871751223687	-5.13663722278217	-6.66839485825713	-5.74384028150976	-7.10205175510427	-6.56418513996249	-8.23960145859215	-6.70296691879873	-7.94153537809007	-6.67625961611552
