SampleID	G01.cellular_anatomical_entity	G01.protein_containing_complex	G01.virion_component	G02.catalytic_complex	G02.ribonucleoprotein_complex	G02.membrane_protein_complex	G02.intracellular_protein_containing_complex	G02.protein_DNA_complex	G02.transporter_complex	G02.DNA_repair_complex	G02.type_VI_protein_secretion_system_complex	G02.DNA_packaging_complex	G02.molybdopterin_synthase_complex	G02.fatty_acid_synthase_complex	G02.transcription_regulator_complex	G02.tricarboxylic_acid_cycle_enzyme_complex	G02.type_II_protein_secretion_system_complex	G02.cytochrome_complex	G02.protein_containing_complex	G02.type_III_protein_secretion_system_complex	G02.fatty_acid_beta_oxidation_multienzyme_complex	G02.collagen_trimer	G02.proteasome_core_complex	G02.Arp2_3_protein_complex	G02.myosin_complex	G02.nuclear_protein_containing_complex	G02.type_IV_secretion_system_complex	G02.type_I_protein_secretion_system_complex	G02.Rare	G03.virus_tail__fiber	G03.viral_capsid	G03.virion_component	G03.virus_tail__sheath	G03.virus_tail__baseplate	G03.virus_tail	G03.viral_capsid__decoration	G03.viral_nucleocapsid	G03.viral_membrane	G03.virus_tail__tube	G03.viral_procapsid	G03.viral_tegument	G03.capsomere	G03.virion_membrane	G04.intrinsic_component_of_membrane	G04.cytoplasm	G04.membrane	G04.organelle	G04.periplasmic_space	G04.extracellular_region	G04.cellular_anatomical_entity	G04.cell_projection	G04.cytosol	G04.extracellular_space	G04.cell_division_site	G04.cell_surface	G04.bacterial_type_flagellum_basal_body	G04.nucleoid	G04.host_cellular_component	G04.external_encapsulating_structure	G04.side_of_membrane	G04.bacterial_type_flagellum_hook	G04.intracellular_anatomical_structure	G04.bacterial_type_flagellum_filament_cap	G04.extrinsic_component_of_membrane	G04.bacterial_type_flagellum_basal_body__rod	G04.membrane_enclosed_lumen	G04.microtubule_organizing_center	G04.supramolecular_complex	G04.Rare
0159_AB10_26016_20180423_ST	4.0802217736246	1.12698207131531	-5.20720384493991	-3.87019108486827	-4.73534231106789	-4.97899374682592	-5.12744937749926	-5.84791401412797	-5.89538497847911	-6.12137945827542	-7.6787383941824	-8.06868918768516	-8.03475522687658	-8.74114763418655	-8.26402653717195	-9.73111907907526	-9.98396027182875	-9.20179831355301	-10.1408650156386	-10.0992711183397	-15.0045458967782	-11.0437327271806	-10.3698169085485	-12.114174138882	-11.8264920664302	-13.519160633014	-14.3113987162182	-15.6976930773381	-10.8757999078387	-10.8809211429596	-10.7378202993189	-10.0924637825953	-12.0595761393012	-29.8858251834405	-28.3251812077993	-26.5365402587452	-26.3215449577067	-15.0553084128552	-23.2786334351194	-19.7675689138254	-26.3403390133892	-18.9539768966492	-22.8496419949452	2.41179053021391	1.25667550360038	1.30053650468913	-1.14107107777619	-2.26320917368288	-2.10248827804715	-2.21457107906022	-3.31839972410279	-3.46159857029677	-4.19318745429052	-4.65787908829015	-4.71204300183166	-5.05417262492353	-5.01639848402753	-5.22373358402545	-5.82809822702289	-5.84641070812771	-5.42472482441673	-5.81824916513528	-6.3825311643125	-8.12116100212831	-6.60624926318632	-8.67938886478888	-6.49809094090415	-6.86513538799813	-6.55855438937831
0159_AB10_26024_20180430_ST	3.92031408324307	0.996532510066109	-4.91684659330918	-3.91374961479718	-4.6195379353104	-4.91033085833774	-5.0205923596052	-5.74138849773054	-5.88178481618899	-6.02746377539154	-11.4551310100458	-8.04910868585513	-7.99677521454373	-8.63060581794726	-8.72958765149611	-9.6815088887949	-9.52830945755305	-9.09585057337524	-10.1294612707424	-9.80534180208817	-12.3424342050467	-9.83399705784855	-11.0496659019377	-10.2108069101963	-11.7233949966405	-12.496584884874	-10.9210485241156	-14.981491534662	-10.5172816278155	-9.8407258223406	-10.9561452293251	-9.89788423618055	-11.0083309824957	-29.8857753506913	-15.0336826732308	-26.536490425996	-26.3214951249574	-23.0837178871095	-23.2785836023702	-19.7675190810762	-26.34028918064	-18.9539270638999	-22.849592162196	2.38495257662628	1.3347518932392	1.13931680038966	-1.07647879615818	-2.23325813203042	-2.22961791469811	-2.36478523965291	-3.61320731923189	-3.52506076490824	-4.53894614825986	-4.48007471051456	-4.8952344394466	-5.00265309393258	-4.90486782656236	-5.45046574986984	-5.72580106822863	-5.4861185204847	-5.09549859476018	-6.50730454353748	-5.41517315895345	-6.94466839872635	-6.52292986144056	-7.85457697890162	-6.87287832261834	-7.53292679209317	-6.55900591791437
0159_AB10_26032_20180430_ST	3.40627374979316	0.487721736425314	-3.89399548621848	-3.74683093819903	-4.94973998684582	-4.8662430458408	-5.16101951958943	-5.89872580627156	-5.81867935764411	-6.18493378015785	-20.9447126241573	-8.74449373496637	-8.63412260948068	-10.2230118536874	-7.97633371466577	-8.86762819691761	-8.17215289598998	-8.48081261906821	-7.79671032672929	-9.78202691833069	-8.70138687206701	-10.4675694995054	-10.5581290765511	-15.9099872100272	-15.9099872100272	-11.9939721833295	-10.8193092082574	-15.504522101919	-10.7147182193786	-7.68348750448245	-10.2221228515023	-9.38405440596048	-10.0484127580433	-15.2687685831216	-12.5119282178499	-11.307955413524	-16.6550629442415	-16.6550629442415	-14.7091527951862	-19.7670163568396	-26.3397864564034	-18.9534243396633	-22.8490894379594	2.33193092070573	1.08019176862614	1.42367098866502	-1.20606280761807	-1.69457047342407	-2.28782464068394	-2.17248796631452	-2.79209774109755	-3.25438384484943	-5.09241239380768	-4.41249495424852	-5.06420585922541	-4.95530375291448	-4.30567366263428	-4.60680583697431	-4.99687439762237	-4.71385622052189	-5.65653124499726	-8.41312985999575	-6.6809204350451	-5.47979514107333	-6.70423716131786	-5.84272877563591	-6.04679970777993	-7.01276407064426	-5.35418449914123
0159_AB10_26036_20180417_ST	3.78666049104124	0.993710081624114	-4.78037057266536	-3.86548356253297	-4.47349811447873	-4.71333415181122	-4.87437153597877	-5.65003929173097	-5.58373923752673	-5.94244349427963	-8.07056597616505	-7.98419190720795	-7.82624160277139	-8.4355761295809	-9.74148897224983	-8.37227736340617	-8.60738049916099	-8.98755776921957	-8.99299169660672	-9.77454983451072	-10.4265389425772	-8.84324631024738	-11.1196861231371	-10.2229399873359	-10.6824723167144	-13.5728440746105	-25.4624839559548	-24.5228427352061	-9.81601395858808	-12.1280147030176	-11.2117239711435	-8.91582786630023	-10.6616776342242	-29.8857338896658	-13.2266269916857	-26.5364489649705	-13.9197741722457	-23.0836764260839	-23.2785421413447	-19.7674776200506	-26.3402477196144	-18.9538856028744	-22.8495507011705	2.21631095959408	1.28859245730466	1.00592024313069	-1.10855831322233	-2.11736703012028	-2.29940452594396	-2.72123991433532	-3.99545401744717	-3.75150617737674	-3.63682117473595	-4.58407289318643	-4.79105988488572	-4.88239472213568	-4.75558189516456	-5.18299575817711	-6.44960823520885	-5.55705896873713	-5.50788485370869	-7.08150366833784	-6.03029361856431	-7.35691564819781	-6.76642262169795	-6.97614315268001	-9.81772474640675	-8.94027384784886	-6.0537599068067
0159_AB10_26038_20180403_ST	3.54028667709951	0.857363832022359	-4.39765050912187	-3.7576166620614	-4.31606675441479	-4.62745583614633	-4.79236014142181	-5.72026100618069	-5.50051332018875	-5.98511297962093	-8.91260210057852	-8.03990572117853	-7.98988760090656	-6.57070014520752	-8.50880504957105	-8.78352505830337	-8.12811726672431	-9.79643908760293	-9.38118451800216	-10.4559402113081	-11.1078286752521	-10.8810987483066	-9.78780420681498	-10.0762863859903	-13.5867651580536	-12.2094394669164	-9.56482062564002	-11.2085426508539	-7.68930063747088	-11.1325379247841	-11.367969306892	-8.12993277194237	-11.3863184455602	-29.8855791241498	-13.5835430228964	-26.5362941994544	-15.0388302555033	-15.1929809353305	-15.5984460434387	-19.7673228545346	-26.3400929540984	-18.9537308373584	-22.8493959356544	2.14289232688836	1.19847902617474	0.745823600002555	-1.15973224802641	-2.45353390864831	-2.66023439461317	-3.0897314435305	-4.38178438356616	-3.89319552372906	-4.78851344986176	-4.72449514094324	-4.65016025628154	-5.5912736540559	-5.00542572003884	-5.81255647222969	-5.82795446261019	-6.29841694665124	-6.22656189535321	-5.60142781320225	-6.83722734264026	-6.73522202305357	-7.44519185747912	-7.635103668764	-7.53914203781903	-7.49233349307559	-6.46169558247892
0159_AB10_26039_20180723_ST	3.91679013526549	1.13286327524073	-5.04965341050621	-3.61219407279563	-4.57715847345422	-5.1377530116173	-4.94146952003947	-5.58063982815206	-5.99302801858559	-5.83885133683208	-10.4574565088927	-8.16977682340522	-9.18223696469406	-7.78969425690418	-7.00377210117977	-9.33819004788116	-9.06998762412061	-8.15739596742025	-10.9898812444621	-11.2531192529782	-15.0373088868965	-11.4891293148857	-11.0254405464986	-11.1353362173218	-13.0913987378412	-12.9526725283395	-15.0373088868965	-14.3441617063365	-11.1673238928152	-9.84225468441771	-10.9700081079933	-9.99727606521421	-12.3890922919362	-29.8857929835372	-28.3251490078959	-26.5365080588419	-26.3215127578033	-15.7902896735984	-23.2786012352161	-19.767536713922	-26.3403068134858	-18.9539446967458	-22.8496097950419	2.22151729730021	1.09259922158558	1.17030395360888	-1.37227166593031	-2.51866209495771	-2.38026158060417	-1.75748153262263	-3.36060439652223	-3.783432051351	-3.7892772698384	-4.31002778975436	-4.85982612837292	-6.3411390547481	-5.9925940761261	-6.60195151915383	-5.33267361642013	-5.11130503845428	-7.1249258178582	-6.41758706073007	-7.42434065317423	-7.98631960352014	-8.14035365847118	-8.53930938639382	-7.27514142128447	-7.88692506449794	-6.88023202005425
0159_AB10_26040_20180417_ST	3.99363343784683	1.01878272684045	-5.01241616468728	-3.7692028675909	-4.92764937119837	-5.09507779059159	-5.23831023812787	-5.92354299557198	-6.08306339041462	-6.23689784804045	-6.73081731061978	-8.64616952645744	-8.76361062331754	-9.06056633255465	-7.6805025211854	-9.38838050643275	-10.7224241772088	-8.79698181168193	-10.9230948726709	-14.5474358056473	-27.0394399454538	-13.6311450737731	-18.0455527666095	-19.4656767789836	-20.417874734014	-13.1611414445274	-25.4721227450572	-24.5324815243085	-12.4679942639674	-12.5176660803539	-9.14178650667601	-12.0321582645722	-19.0269472953912	-29.8857964699712	-28.32515249433	-26.5365115452759	-26.3215162442374	-23.0837390063894	-23.2786047216501	-19.7675402003561	-26.3403102999199	-18.9539481831799	-22.8496132814759	2.41161868207747	1.01147686007314	1.58297806527333	-1.2885528310918	-2.29658281182517	-2.23561566560053	-2.03342110201406	-3.29908257899695	-3.08653152007841	-3.69898300731324	-4.54003380526393	-4.33786309452037	-10.2311274201085	-5.49836737051699	-5.09865933069889	-5.34094175735498	-5.33556145579698	-10.3708893624836	-7.82144419155804	-10.7275643064223	-11.1693970587014	-11.5748621668095	-10.0707847700333	-6.34911549309635	-11.0640365430436	-6.58216457339996
0159_AB10_26047_20180425_ST	2.75322079575574	-0.249003044694397	-2.50421775106135	-3.87343665788394	-4.88929815572823	-4.97195922491095	-5.24190936016723	-5.96398792663667	-5.83106839855116	-6.25129012706146	-11.1665152363531	-8.41924432209756	-8.59499411372828	-8.36228942917009	-8.15168086092558	-9.16487437392107	-9.58019974133981	-8.9896013518644	-9.52060764413756	-9.46697548922177	-11.777424318676	-10.9041509718856	-10.6275187356204	-12.8500611209409	-20.419426508776	-13.7286115248322	-25.4736745198192	-14.7218632978425	-11.7055117370857	-5.33704067520645	-9.58336663186731	-9.85249529642334	-10.575495440133	-12.367254909361	-14.7651501821594	-14.7651501821594	-26.3166830869299	-23.0789058490819	-23.2737715643426	-19.7627070430486	-26.3354771426124	-18.9491150258724	-22.8447801241684	2.38286195224451	1.06499095277581	1.31875910041962	-1.22988373908277	-2.23418843622751	-2.41916785522509	-2.31331139508072	-3.24357888871403	-3.36919908032386	-4.03169502116002	-4.67727395472149	-4.95636042686702	-4.57673618302136	-5.5632148290258	-4.39842802293016	-5.39199073030069	-5.71682991888792	-5.43008531720884	-7.286946212177	-5.74380211426069	-7.78880316596023	-6.51583749014734	-8.26262359373267	-6.3047665200674	-6.61703999565651	-6.37448261426614
0159_AB10_26050_20180504_ST	4.13573164532705	1.21975641063368	-5.35548805596072	-3.84693437770897	-4.81515806783727	-4.86451383233267	-5.10244955788515	-5.67343924753886	-5.86660575426885	-6.15274996752335	-6.6246225500611	-8.37006483312608	-8.19737416939309	-9.18901433850903	-8.682546020112	-9.29196230776147	-10.7375434978561	-9.01234479514642	-10.0732167558317	-10.6505321208665	-27.0364964520101	-9.49129521038197	-13.4231208431063	-13.4231208431063	-12.0368264819864	-13.1354387706545	-25.4691792516135	-24.5295380308648	-11.673920988297	-22.4701824908389	-11.2785566454155	-10.010045319952	-11.2785566454155	-13.4757812227517	-28.3251975641452	-26.5365566150911	-26.3215613140526	-23.0837840762046	-23.2786497914653	-19.7675852701713	-26.3403553697351	-18.9539932529951	-22.8496583512911	2.39563618181662	1.14911329069371	1.27770457169804	-1.23360032494028	-2.29472058421715	-2.24095045183449	-2.30982413763459	-3.25046232485938	-3.57894682216831	-5.07911796397752	-4.55912397212465	-5.06208548119407	-5.42292699066258	-5.52314610681999	-5.57398965980127	-4.46761382064323	-5.57398965980127	-6.41969007575931	-8.11056832013359	-6.89305129069989	-7.59069286084768	-7.37296937700281	-7.77843448511097	-6.3732970361896	-7.54663287105365	-7.46791730358817
0159_AB10_26064_20180516_ST	3.43006956262048	0.560635295911608	-3.99070485853209	-3.92451852265674	-4.52200694664036	-4.90135641359672	-4.9659246592874	-5.62267908294006	-5.74564875848315	-5.97247531297401	-7.75498729869257	-8.17775756781963	-8.55075687467822	-7.93895533357223	-8.42375718391691	-8.57848142269308	-8.55597881865937	-8.93975671977087	-9.7564672989027	-10.0587481707756	-12.4219578855861	-10.2529041852166	-10.812519973152	-11.505667153712	-11.505667153712	-11.6980390463594	-13.808252246706	-12.4219578855861	-8.9753490570699	-7.76700937020582	-10.1615319585256	-9.26771408250346	-11.560248839644	-29.8853467859044	-28.3247028102631	-26.5360618612091	-26.3210665601705	-23.0832893223225	-14.555981113198	-19.7670905162893	-26.3398606158531	-18.953498499113	-22.8491635974091	2.31491023514133	1.25959598569455	1.12394115768892	-1.09551383329466	-2.36121159488564	-2.36592982609891	-2.67283156173883	-3.21277410191186	-3.74693753503568	-4.23799113789727	-4.63320854785526	-5.09924836942759	-5.31989779503044	-5.06435081966157	-5.35586631726426	-5.77870683315286	-5.7158276699876	-6.20959907271536	-7.4522096697467	-6.91447659306079	-7.43121939385487	-6.87117978730746	-7.67346107290888	-6.54199798394893	-6.51641344324829	-6.57610981845579
0159_AB10_26067_20180712_ST	3.83352179418805	0.903401109381704	-4.73692290356975	-3.87470975882785	-4.75442978772645	-4.84722620598385	-5.08074762530047	-5.82604801338786	-5.824154910027	-6.15418720392266	-8.06928742827296	-8.12964422881386	-7.84044585584411	-8.29959946906578	-8.89547632544993	-9.1579493860879	-9.31210006591516	-9.43205129198265	-9.91988739752395	-10.189550964473	-13.2340734021965	-9.70771287758031	-10.4008600581403	-10.8361781293981	-10.6691240447349	-12.5748277733122	-11.9813104337011	-13.9272205827564	-11.0564847993771	-10.7209485335604	-9.93599380374732	-9.43575028931187	-10.4526845469657	-29.8857331692734	-28.3250891936321	-26.5364482445781	-26.3214529435395	-13.9790450715819	-23.2785414209523	-19.7674768996582	-26.340246999222	-18.953884882482	-22.8495499807781	2.39047913746623	1.28675319631239	1.20182408250405	-1.11563718012301	-2.2622545819874	-2.09277569624374	-2.35962996072591	-3.49285711352165	-3.43886597043088	-4.23772620565555	-4.68208837987438	-4.67520109407817	-4.87431459548757	-4.67923787910698	-4.20960885185101	-5.58065844850168	-5.81306990674667	-5.38005484687028	-7.3895377999432	-5.82997171754927	-6.7548217028191	-6.90611115036533	-7.63661411746904	-6.75196047053807	-8.36139838297217	-6.33262376547462
0159_AB10_26069_20180516_ST	3.75787514723451	0.903052523156814	-4.66092767039132	-3.88984441620419	-4.47202096739196	-4.91754833302006	-4.9469294865048	-5.71709547412616	-5.8776408244571	-5.96249515706307	-7.10294582289828	-8.06281895829819	-8.60189312414352	-9.15413485162623	-8.76499271755	-9.45459665072441	-8.8801171413685	-9.08745576598955	-10.2121537433291	-9.37727840294044	-13.0661578570544	-10.0284613844014	-10.7901123192949	-11.2508678904161	-10.4902794290606	-8.69033549406731	-13.4026300936756	-11.4955597779365	-8.21166906026525	-10.3673370566676	-10.546028845411	-8.82949279742052	-12.2952287002202	-29.8857045253442	-28.3250605497029	-26.5364196006489	-26.3214242996103	-23.0836470617624	-23.2785127770231	-19.7674482557291	-26.3402183552929	-18.9538562385528	-22.8495213368489	2.30656284131584	1.29940889652013	1.0445695343473	-1.07053392731867	-2.56353755949365	-2.15172035827017	-2.37659742195608	-3.87694778704372	-3.47894018430668	-4.53720894005694	-4.58287593167014	-5.18079709464627	-4.52442042096728	-5.32486017381569	-5.26353081787934	-5.97738951714316	-5.95561994995892	-4.81764029084516	-7.02044124872545	-5.66357325751808	-6.89093299454218	-6.08320864321948	-6.41656646860298	-6.84794990359933	-6.40074468174155	-5.94200330262958
0159_AB10_26071_20180518_ST	3.95170268687975	1.07813761765484	-5.02984030453459	-3.82642128291845	-4.64252510944167	-4.88905217311032	-4.9923158776704	-5.7471729842432	-5.80801893161075	-6.08676610508743	-7.40636312227471	-8.2969218970959	-7.92736332467541	-8.79394429376766	-8.03765864061909	-8.937258496752	-9.08958185766056	-8.64934782674521	-10.4600280265404	-9.88820789007159	-14.1426378676408	-10.3853212519736	-10.7167478733882	-10.8877516052495	-11.5649494844018	-13.1011839928126	-16.6275445174288	-13.9884871878135	-11.8752482665504	-12.7311339593228	-9.84183114861556	-10.0308058043145	-10.932984691996	-15.9892304973443	-28.3251502152529	-26.5365092661989	-26.3215139651603	-23.0837367273123	-13.974327476802	-19.767537921279	-26.3403080208428	-18.9539459041028	-22.8496110023989	2.31434085202813	1.1777097889233	1.26713640132257	-1.1798269917392	-2.21887133698928	-2.24634027024974	-2.38013964725422	-3.51646182965473	-3.50221245274316	-4.49090060189366	-4.48072878782365	-4.59872792857646	-4.83965968250752	-5.53816556021031	-5.46671623120699	-5.71928732446487	-5.54676790946151	-5.28095590611412	-6.37519728554433	-5.85729396413814	-7.56473684962561	-6.66184147518369	-8.18735021077909	-6.52841382237979	-7.45973463765958	-6.88273996899677
0159_AB10_26076_20180705_ST	4.06389372796729	1.07363517569284	-5.13752890366013	-3.84754246515633	-4.93420430071937	-4.98830304740238	-5.1397130836723	-5.81767147209959	-5.93891945395667	-6.18361826148317	-8.96890122703121	-8.3748449491155	-8.51434650872653	-9.13253065081302	-8.89614187274879	-8.79209801297571	-9.81829772407534	-9.06107168683087	-9.94346086702935	-10.993282991528	-27.0401817931307	-9.84815068722502	-11.2344450483449	-9.57189731059686	-9.9947541614169	-12.9391931405833	-25.472864592734	-24.5332233719854	-10.9490382897303	-11.6018493868793	-10.9087022063194	-9.65593923782399	-12.2949965674393	-29.8858171086775	-28.3251731330362	-26.5365321839822	-26.3215368829436	-23.0837596450956	-23.2786253603564	-19.7675608390623	-26.3403309386261	-18.9539688218861	-22.8496339201822	2.46096298558332	1.13294338710123	1.44014727884183	-1.25035763846054	-2.02820293059965	-1.96733031291189	-2.17556273992919	-3.06311596118415	-3.4713054026647	-4.38058750438438	-4.65753376169156	-4.67766810228997	-5.83451511747518	-5.55948062431329	-5.4182390932628	-5.54208888160142	-5.49649129016255	-6.56644832307028	-7.27668993698953	-7.31178125680079	-7.33344275358197	-7.55294331361768	-8.12092735122362	-6.30018034512231	-6.25366032948742	-6.81897413853748
0159_AB10_26080_20180706_ST	2.76313404195939	-0.0978537139292423	-2.66528032803015	-3.78314754362312	-4.5781136543091	-5.06809491214153	-4.96626984767952	-5.62662333986798	-5.99138892129432	-5.92684622486985	-10.8689271478151	-8.21865474737966	-8.51755189065158	-8.08002485008375	-8.01882928905683	-9.29429864004682	-8.99712497091346	-8.30905136795422	-8.88732090118586	-10.3713467507991	-9.78801443624635	-10.1370654550744	-10.6998508177711	-13.1202189464216	-13.1202189464216	-13.040176238748	-25.4665123606217	-24.5268711398731	-10.7080323435124	-10.0804315130644	-5.51100626954324	-9.93279551425833	-10.8688888734287	-29.8817692891505	-28.3211253135092	-26.5324843644552	-13.8646211469827	-23.0797118255686	-23.2745775408294	-19.7635130195353	-26.3362831190991	-18.9499210023591	-22.8455861006552	2.21312022940335	1.11063687438881	1.19012672031802	-1.28662951307863	-2.45380840433268	-2.20124452199767	-2.00638786292633	-2.9746729299824	-3.53341182765015	-4.20154895710031	-4.29729575458003	-4.59938590381373	-5.45294872276722	-5.37957892145975	-5.25517188277986	-5.1709247121885	-5.06868582230966	-6.18697087657648	-7.90841384738707	-6.7854101055948	-6.4301819909415	-7.28425953831408	-7.1165951393201	-6.59708252474064	-7.97740671887402	-5.40152829088029
0159_AB10_26084_2018069_ST	3.6029600632999	0.69656475623032	-4.29952481953022	-3.85721071681975	-4.75272075074644	-4.82223693175395	-5.05264297316748	-5.78801116916139	-5.67840154160546	-6.13065458229587	-7.7904916697051	-8.36317556642146	-8.12599818920635	-8.94882319307483	-8.68055920648015	-8.72465452634538	-9.53969152451436	-8.91170033964078	-10.5886322033852	-9.58225113893315	-27.0360173789944	-9.53969152451436	-12.4300632824105	-12.4300632824105	-12.4300632824105	-12.5170746594002	-25.4687001785977	-13.8163576435304	-12.6123848392045	-8.58095110492864	-9.2248272364818	-9.77487357340107	-11.7897765939433	-29.8855625792181	-28.3249186035768	-26.5362776545228	-26.3212823534842	-23.0835051156362	-23.278370830897	-19.7673063096029	-26.3400764091667	-18.9537142924267	-22.8493793907228	2.3563379623164	1.24304862153183	1.2231596694997	-1.22679815260937	-2.05139913237326	-2.14194386981365	-2.33036144585788	-3.85323842572396	-3.49781991880981	-4.90752096722635	-4.70573407564429	-4.96265801162262	-4.54187735330486	-5.26912202950114	-5.18623436969537	-5.65278077855725	-5.96050709506769	-5.46959678100264	-6.6167837398193	-5.76883967585549	-9.53003979154906	-6.31116396668085	-9.01921416778307	-7.04051419590476	-9.00679164778451	-6.90095263425365
0159_AB10_26088_20180508_ST	3.62278424961438	0.765168552269944	-4.38795280188433	-3.88056093784869	-4.5240234726523	-4.92551183402905	-4.8299146770648	-5.6147652879352	-5.8336332476027	-5.9152169062579	-15.4015588990365	-7.93281734309673	-8.35796239714292	-8.86631762802281	-9.42140811182876	-8.96969119245905	-9.37127436007891	-8.95115430317676	-10.9116748685062	-9.6395075162563	-14.7084117184765	-11.0974938058323	-10.0640208193352	-10.6920286977241	-10.5495286351169	-12.8625850279782	-11.5408291879959	-13.7275824654648	-10.5883587995442	-9.44088815153096	-8.81325557808164	-9.4120399971933	-12.4613130376753	-29.8855993568144	-28.3249553811731	-26.5363144321191	-26.3213191310805	-16.1501924917893	-23.2784076084933	-19.7673430871993	-26.340113186763	-18.953751070023	-22.8494161683191	2.30004168915384	1.32044053514847	1.05752307121497	-1.08587138292881	-2.49355232992185	-2.37510111762302	-2.46063375662069	-3.93103772506465	-3.66306905354238	-3.9904652751601	-4.52230757575393	-5.12355996584445	-4.73272398362563	-5.00438279482564	-4.93002576528988	-6.00822581784752	-5.64542801928903	-5.328149136808	-7.71707030135637	-6.0354043842804	-7.21617429152667	-6.45806617785051	-8.12732775090484	-7.36509874275772	-9.14956853255511	-6.2355462498076
0159_AB10_26093_20180517_ST	6.49013713203087	3.44150474760253	-9.9316418796334	-4.30817503990908	-4.22593694167211	-5.09093437915871	-5.22446577178323	-7.17037592083855	-5.78408155971866	-6.25408518896439	-20.9509481556429	-10.7632822980817	-11.7558235649904	-6.4772287402786	-12.5621801992845	-13.6655729656722	-15.7576171409597	-7.57584102894671	-18.9314371093779	-15.3956020123868	-27.042894896155	-16.636936744524	-18.0490077173107	-19.4691317296848	-20.4213296847152	-20.708598143204	-25.4755776957584	-24.5359364750097	-17.2683932221341	-22.4702541212093	-19.2868488916515	-15.6037295580186	-19.0270639955769	-29.8859131701569	-28.3252691945156	-26.5366282454616	-26.321632944423	-23.083855706575	-23.2787214218358	-19.7676569005418	-26.3404270001056	-18.9540648833655	-22.8497299816616	2.46488778289751	1.59198926909916	1.22695003746289	-0.825906670405885	-2.22462355152433	-1.81915844341617	-2.04230199473038	-7.09327590606529	-2.73544917529032	-7.77749841540051	-3.0231312477421	-8.50758446993893	-10.1661253693741	-8.31814414235247	-10.1318903738691	-9.13938854787169	-9.22673072194239	-4.12174353641021	-15.6473531332627	-11.9492798542686	-15.1758095087012	-3.42859635585027	-15.7974451561615	-14.2069437099356	-13.9026735946331	-12.4784919208198
0159_AB10_26098_20180626_ST	3.93105686001588	0.977914076166807	-4.90897093618269	-3.76581757669671	-4.87939098418609	-5.05209678036824	-5.16916673878806	-5.70925722337826	-5.96107883542724	-6.14917519171508	-8.42851552607848	-8.58163792818018	-9.32309577158174	-8.77408249260558	-8.16995716534867	-9.12166270663843	-10.4875897649339	-8.66973993675354	-10.5542811394326	-11.7815108059228	-13.921576969419	-11.5236816966207	-12.6688140009237	-12.8229646807509	-13.921576969419	-13.2537475968434	-25.4710585432391	-24.5314173224904	-11.5251979971386	-9.94694036912155	-10.4757844983902	-9.82915733346517	-11.7750674825205	-29.8857755422044	-28.3251315665631	-26.536490617509	-26.3214953164705	-23.0837180786225	-23.2785837938833	-19.7675192725892	-26.340289372153	-18.953927255413	-22.849592353709	2.39867618086252	1.07452178861671	1.48593280857493	-1.27869534741518	-2.28187735230509	-2.07042125582451	-2.13730691825852	-3.34794882382656	-3.23581720105391	-4.56776292000989	-4.58839945825847	-5.17500339091154	-6.61649135323607	-5.99778163412443	-5.21373790009268	-5.46776419444234	-5.33984935985555	-7.29898880587936	-4.84637775078271	-7.93450687360267	-8.11459093545643	-8.57316586887854	-8.33917230154027	-6.10738026053732	-8.1184297117636	-6.84889298500593
0159_AB10_26103_20180911_ST	4.20002587023401	1.26056023864457	-5.46058610887858	-3.84283800348044	-4.70252823855758	-4.92424396904624	-5.11648150003257	-5.90279412230502	-5.89757760206555	-6.10752420480635	-10.3323522187431	-8.12897377583249	-7.86873077621149	-8.68444802548119	-9.34419692563929	-10.2654675956471	-9.48856190316556	-9.32184122542863	-10.514673775537	-9.63160869129121	-15.3627901401355	-9.64988275770232	-11.2937633858977	-9.92906813658128	-11.2684455779134	-13.9158711571992	-25.4703719137172	-16.0559373206955	-10.9593282247416	-14.7211217661888	-10.1831603298942	-10.8924803696997	-12.5238971888526	-29.8858526288581	-28.3252086532168	-26.5365677041627	-26.3215724031242	-16.1074161273087	-23.2786608805369	-19.7675963592429	-26.3403664588067	-18.9540043420667	-22.8496694403627	2.39064329558707	1.29116018176184	1.26873549629776	-1.11735429957776	-2.3285050052469	-2.13419032820358	-2.32666575817391	-3.41606762392049	-3.57494883901465	-4.77950597878328	-4.65939100627583	-4.9032194068976	-4.50205307275439	-5.11391503682113	-5.46871371810515	-5.92543031720225	-6.01264692764565	-5.02049044499678	-8.06136657056719	-5.46744367507049	-8.45984973980823	-6.17932789189853	-8.49460227179907	-7.00836479315113	-8.48612488161003	-6.69274335201011
