mouse_id	liver.ENSMUSG00000021492	liver.ENSMUSG00000026621	liver.ENSMUSG00000018677	liver.ENSMUSG00000076435	liver.ENSMUSG00000030313	liver.ENSMUSG00000033306	liver.ENSMUSG00000021676	liver.ENSMUSG00000078578	liver.ENSMUSG00000083563	liver.ENSMUSG00000031482	liver.ENSMUSG00000003746	liver.ENSMUSG00000044749	liver.ENSMUSG00000031010	liver.ENSMUSG00000070704	liver.ENSMUSG00000033684	liver.ENSMUSG00000037095	liver.ENSMUSG00000034158	liver.ENSMUSG00000039196	liver.ENSMUSG00000033898	liver.ENSMUSG00000044533	liver.ENSMUSG00000039197	liver.ENSMUSG00000000326	liver.ENSMUSG00000069805	liver.ENSMUSG00000090150	liver.ENSMUSG00000004207	liver.ENSMUSG00000022766	liver.ENSMUSG00000024085	liver.ENSMUSG00000029695	liver.ENSMUSG00000029716	liver.ENSMUSG00000024892	liver.ENSMUSG00000025347	liver.ENSMUSG00000023224	liver.ENSMUSG00000028980	liver.ENSMUSG00000022821	liver.ENSMUSG00000005373	liver.ENSMUSG00000037942	liver.ENSMUSG00000025261	liver.ENSMUSG00000028179	liver.ENSMUSG00000021091	liver.ENSMUSG00000073988	liver.ENSMUSG00000025393	liver.ENSMUSG00000030122	liver.ENSMUSG00000063856	liver.ENSMUSG00000006373	liver.ENSMUSG00000033308	liver.ENSMUSG00000031980	liver.ENSMUSG00000026664	liver.ENSMUSG00000030382	liver.ENSMUSG00000022877	liver.ENSMUSG00000064345	liver.ENSMUSG00000052974	liver.ENSMUSG00000025130	liver.ENSMUSG00000021876	liver.ENSMUSG00000092746	liver.ENSMUSG00000006522	liver.ENSMUSG00000026365	liver.ENSMUSG00000026874	liver.ENSMUSG00000027249	liver.ENSMUSG00000092702	liver.ENSMUSG00000064367	liver.ENSMUSG00000064341	liver.ENSMUSG00000003053	liver.ENSMUSG00000022875	liver.ENSMUSG00000027597	liver.ENSMUSG00000059481	liver.ENSMUSG00000017344	liver.ENSMUSG00000073418	liver.ENSMUSG00000028307	liver.ENSMUSG00000027513	liver.ENSMUSG00000058207	liver.ENSMUSG00000021922	liver.ENSMUSG00000037798	liver.ENSMUSG00000035540	liver.ENSMUSG00000064373	liver.ENSMUSG00000025991	liver.ENSMUSG00000056035	liver.ENSMUSG00000032554	liver.ENSMUSG00000024164	liver.ENSMUSG00000099021	liver.ENSMUSG00000020609	liver.ENSMUSG00000099250
m19	-7.17110361073677	-7.20205442702302	-7.1057989293617	-6.9875279728182	-7.10040692586057	-7.15626611583261	-6.95631062566486	-7.15447691166523	-6.69582746058493	-7.27597242683729	-7.09444361978422	-6.90463398264923	-7.14282062917673	-6.91806526632357	-6.98360704376123	-7.06974936795573	-7.12161956398057	-6.53208655403738	-7.05299148040988	-6.92488422581448	-6.92677967185623	-6.94953238551165	-6.93259364172165	-6.8351898556824	-6.8194261563304	-6.8638942640134	-6.60998584664382	-6.78876134439852	-6.65365314716581	-6.59723267066833	-6.63158116169812	-6.42975724713031	-6.78195265385576	-6.72741184754762	-6.85581480646183	-6.79681387821817	-6.64959582115789	-6.95982907179734	-6.52524460266271	-6.50111647745098	-6.47408164514197	-6.43878735020192	-6.22646867036265	-6.22838908666637	-6.29067055733093	-6.39770721644551	-6.08255563324604	-6.02161051629362	-5.72819218635396	-5.75074584446059	-6.05223482426212	-6.06752098900663	-5.64678697198396	-6.0261088372475	-5.82964616857875	-5.81286548669557	-5.80254413734207	-5.75515745747524	-5.31853494612132	-5.22987870269897	-5.3594789122175	-5.48173128382245	-5.1744499758067	-5.04951633311682	-5.26680749130006	-5.30558954777295	-5.10437358730047	-5.20672653177783	-4.78671686493413	-5.0488842031441	-4.71525973210883	-4.50482018591952	-4.71665517099515	-4.26442185998145	-4.35694576729676	-4.46247639499641	-3.7785031182625	-3.19813453539906	-3.04456129814437	-3.19100768101916	-2.72183743162736
m02	-7.23447173929261	-7.32418703861464	-7.17625493631174	-7.21412937176103	-7.34705388579017	-7.05695504385561	-7.11249911321785	-7.07203610281705	-6.49334476301076	-6.96952546620346	-7.13127561718552	-7.2576382723737	-7.05303930938516	-7.0934840088124	-7.23514536816368	-8.03960950976668	-7.08016635042195	-7.42783744943529	-7.04933125467224	-6.97814907586619	-7.13078973803839	-7.03895846347062	-6.89880807356647	-6.93587940682932	-6.9854649639999	-6.82602506757905	-7.15487988474964	-6.76742762755475	-7.06000520437672	-6.88846166714491	-6.88304391793648	-6.84774832756242	-6.98179619678209	-6.75843294687254	-6.74084724140368	-6.80950824224793	-6.67167622244165	-6.75076336653227	-7.48359476506453	-6.65727809093578	-6.3982619412778	-6.30263599502724	-6.31100000947859	-6.3861352474973	-6.55335187495939	-6.65977714562525	-6.33635554069439	-6.40370558634787	-6.30966346824782	-5.76517996507229	-6.20828781765166	-6.09206484629279	-6.67124255470634	-5.65669270460908	-6.38130251364308	-6.09520090719317	-6.09671744938171	-5.90625737708519	-5.33360674500339	-5.33184606566102	-5.22447961471755	-5.56151876320096	-5.48890430357805	-5.72248313407804	-5.47364074879954	-5.4831802527313	-5.71162424138057	-5.18510514637104	-6.50810463398192	-5.2452848931011	-5.30509327811507	-4.94181656919671	-4.69897616966568	-4.3367889635262	-4.19761200161304	-4.36839955964486	-3.67770261715151	-3.30542069744987	-3.32370295038791	-3.15405479460789	-2.93169173673536
m20	-7.21911835724705	-7.14781511890779	-7.08362281895653	-7.02839126879524	-7.02731839375548	-7.16634726619931	-6.92104789364817	-7.13067240853345	-6.67707029689629	-7.18159826318697	-6.98030829923239	-6.78630919703771	-7.15163697594699	-6.87071880341197	-7.21866673951565	-7.65635401403124	-7.05714850598829	-6.6723467373952	-6.87944735862921	-7.05027906557187	-6.83687558013678	-6.95386925710598	-6.80374290953733	-6.85738980858135	-6.88494951649564	-6.83073211126759	-6.55665464213304	-6.65749402966053	-6.82503216170634	-6.69341190669353	-6.66802180519755	-6.64869130638013	-6.87263287864484	-6.68844132019242	-6.90541737921897	-6.7383632945558	-6.68305508224277	-6.77726947762652	-6.80479328959886	-6.45729947264657	-6.45477299677819	-6.41586922131524	-6.3736284069568	-6.27008878746931	-6.18522350740468	-6.26514806595633	-6.11630027942783	-6.0944565610156	-5.89366148962453	-5.75505763250524	-5.83646231447189	-6.2774578882786	-5.88262596687496	-5.8053331867438	-6.01467147249495	-5.89976815805435	-5.98957771974958	-5.84839198060771	-5.51645987325451	-5.20025519964779	-5.32998912072539	-5.4762638589591	-5.36240023707802	-4.88032022191078	-5.42704534745369	-5.37891642089782	-5.39358316398282	-5.12137796655204	-4.64015326006659	-4.93063366943863	-4.92641866171353	-4.46152924090373	-4.63848767486754	-4.25843668246782	-4.2331308587946	-4.44471994474255	-3.82274065973147	-3.31290583289045	-3.19074125864377	-3.193034478628	-2.78458069960879
m21	-7.27597604518653	-7.24562319960962	-7.30762479469103	-7.15998556887545	-7.11496985800025	-7.10786604180826	-7.19756447518998	-6.98844204499831	-6.94746608257825	-7.16796432803601	-7.03630456479222	-7.01737449560075	-7.02374976969348	-7.08782346340044	-7.24189306229721	-7.80193386971909	-6.96307651837462	-7.72021558467141	-6.93092442494474	-7.08161726998104	-7.06410083553814	-7.24448630448367	-7.09241304062153	-6.8939244640753	-6.93012054646068	-6.86775116112646	-7.07035382947316	-6.90889566556553	-6.7808835225442	-6.89816272929701	-6.94204330993609	-6.88018818348506	-6.78528305877916	-6.91833837915063	-6.5498391541722	-6.76267463434486	-6.66168937211954	-7.00032061389741	-7.34543428867943	-6.65464613563515	-6.64586677314052	-6.36436930856929	-6.48156768694201	-6.36208329546209	-6.40503278795036	-6.3672677940127	-6.49336745844345	-6.28887521337824	-6.37594610875823	-6.08670869409687	-6.14603648942714	-6.16841527528552	-6.32816788493434	-5.79622207848925	-6.16146760302361	-6.02354299101336	-5.95470604466896	-5.85691482386793	-5.48650599366025	-5.9735170302833	-5.68533866621492	-5.66985994904725	-5.52796823624293	-5.63188614949205	-5.48133153643096	-5.43212590115715	-5.45205293010893	-5.23150582082805	-5.62333458646212	-5.36176776930698	-5.21349989835522	-4.93013126465077	-4.71724310559324	-4.5049430400262	-4.53151453378941	-4.42409689032777	-3.722320922963	-3.46456440794443	-3.12475733644897	-3.22571642055294	-2.81341035686057
m22	-7.23381020365306	-7.20087583412692	-7.35044206737737	-7.23416572469386	-7.12937158063556	-7.12708932175404	-7.19191666033819	-7.07439665737092	-7.87717353996299	-7.0233792287736	-6.87210030273658	-7.03122191859275	-6.83862861794485	-6.88561802959226	-7.36923978389755	-7.59628774293154	-6.79613093949496	-7.90420376396847	-6.82132814411916	-7.06363391604182	-7.03163407375014	-6.97340556885034	-7.05539978303715	-6.82888073684719	-7.09714472344187	-6.7158401277071	-6.86050754927774	-6.90856162026469	-6.89220554931745	-6.89088454516234	-6.75749567694536	-6.85227550326713	-6.66277285745094	-6.66105482134286	-6.54562160586222	-6.55492677800585	-6.68459998310353	-6.80734453292817	-7.56166155207622	-6.56345396145808	-6.58266759914421	-6.57967398061919	-6.49041237911985	-6.37410011275304	-6.41754864033561	-6.37761366864068	-6.39998612890957	-6.37017090366622	-6.50637964978549	-6.49291355454738	-6.28473237645304	-6.09422373791298	-6.10173043061523	-6.70953635922987	-6.15334300072289	-6.09071382209955	-5.94814792895006	-5.91345891770198	-6.4593636955892	-6.41344538181812	-6.1883902462454	-5.4660245585919	-5.51966574770385	-5.60145407848732	-5.58540201429763	-5.36618584628999	-5.59018987484358	-5.11088512414661	-5.36812091573444	-5.28460384671078	-5.13731901367163	-4.88377660393972	-4.68835353979842	-4.39834137141227	-4.33867261568659	-4.19926755861868	-3.63837842036538	-3.48630255870864	-3.96201755716999	-3.04908314574717	-3.61474947772086
m23	-7.37662367119732	-7.35961208500786	-7.41464390023256	-7.29683021768113	-7.16715945128349	-7.19156272780671	-7.27737656751262	-6.98768675670072	-7.28533753711546	-7.15733792572104	-7.0878698540671	-7.41154787992789	-7.07085306986627	-7.11463530702812	-7.27431018704356	-7.98995068946664	-6.92715310053629	-7.57103800186331	-6.91468703144587	-7.12999242243771	-7.08042435768103	-7.16135141641915	-7.15429840970314	-7.10764408329106	-7.0061096291098	-6.9220122101359	-7.19156272780671	-6.95208966537318	-6.96258362932069	-7.08086952759489	-6.82805550277042	-6.91356429707745	-7.05291512427337	-6.84866878649474	-6.45252319571281	-6.68772490387477	-6.54521201499738	-6.68732428290692	-7.43600841360295	-6.80605290392515	-6.81933346384739	-6.50862248069543	-6.71751574205035	-6.40656291406845	-6.3016978514104	-6.51189402123604	-6.67845172943712	-6.32952352222928	-6.45474260933913	-6.12321179323225	-6.08557216047761	-6.26355282207838	-6.64604492741361	-6.2098165861388	-6.11282104520221	-6.10927540336934	-5.92155258829993	-5.99385171594776	-6.07402182064291	-5.80961003375575	-5.5835184744504	-5.57436262928505	-5.52945488132364	-5.56922261659876	-5.60330416708896	-5.495678686945	-5.60710573114481	-5.29492778965909	-5.95767625149322	-5.21041113885807	-5.45010956363372	-5.00739193159733	-4.8124419207587	-4.66387631618897	-4.34541353289243	-4.21092013184803	-3.86195891297936	-3.63431691701724	-3.55693405607234	-3.34431900863302	-3.24582256494415
m24	-7.23507108132309	-7.2303315834388	-7.18122568657328	-7.16468452970878	-7.19526408338655	-7.21564562794687	-7.14248819813029	-7.05148617965248	-7.2949884979007	-6.78815587165071	-7.00940205723137	-7.12366802041872	-6.99666940122064	-7.03366217093641	-7.29490584582327	-7.87604419695584	-7.04700773305455	-8.17048535153416	-6.96996654695997	-7.04548585074276	-7.0450024290917	-7.16623657550279	-7.02629726526622	-6.85912861336417	-6.95896831884422	-6.74828507674324	-6.99978789102763	-6.78590405945972	-6.92344608246676	-6.91885583705808	-6.69876637225611	-6.98023809710841	-6.96972299611918	-6.60188069337062	-6.79681862208792	-6.70442930873803	-6.60163665204508	-6.48913184501344	-7.33422743447837	-6.6638868827476	-6.54610849256155	-6.59103784732681	-6.43323203118266	-6.31414777406447	-6.44199917279962	-6.31000735958864	-6.39645815463988	-6.27127169610402	-6.5450319361872	-6.41783565009111	-6.27725183880491	-6.08092069546493	-6.36081921052925	-6.26251876618235	-6.2062127054364	-6.26233376655741	-5.97314453933023	-5.89065362821417	-5.91381625309289	-6.16527205110726	-5.86276188298864	-5.50245516511798	-5.62795497951544	-5.45874958024332	-5.49060301490231	-5.38923634952934	-5.59095077332486	-5.2036073566665	-5.91172786245339	-5.30316723010824	-5.31306598932591	-4.76693778458242	-4.6859480161336	-4.44476329989969	-4.24364274650214	-4.25521644957118	-3.6173535498046	-3.54377137242725	-3.62363919707119	-3.18092694732603	-3.23110784380436
m25	-7.08159045587349	-7.34756721821207	-7.36107475376107	-7.40588196020484	-7.11369760353415	-7.29579297320976	-7.00278190159469	-7.13193447532158	-6.55615808832395	-7.42919266479545	-6.98936638457339	-6.94838893295343	-7.03643354756579	-7.14124724229008	-7.08307982639326	-7.57626504852915	-6.93228643502322	-7.0627418128476	-6.8693057846803	-7.03398900958585	-6.87907633997669	-7.07565640250263	-7.22416061335574	-7.03935871469726	-6.93066326740393	-6.76258948874424	-6.68602922366164	-7.07780896713477	-6.86961814360009	-6.86546695470684	-7.11292676550262	-6.86579403713453	-6.6866671531465	-7.07404158990843	-6.69105252402274	-6.6224961957918	-6.63939516095309	-6.62575031983657	-7.123171031348	-6.71636671646813	-6.62258169510785	-6.61347447410517	-6.56825124933593	-6.45911199717874	-6.50479398529997	-6.13774168314824	-6.38227197746356	-6.33486755955589	-6.09285162849049	-5.73848078425745	-6.21333635846387	-6.19472512062116	-5.96435948537019	-5.4188339000628	-5.61403631720315	-6.10050326982125	-5.7993156596147	-5.70797679197798	-5.05375211384605	-5.27129095526238	-5.4845146836899	-5.52118020282705	-5.38454581566346	-5.33771703357128	-5.31482329684795	-5.29570028476199	-5.3060306610559	-5.27397956770604	-5.08843173401696	-5.19620581619498	-5.04670487230773	-4.66260192519209	-4.70692860162919	-4.42408487367885	-4.371521681415	-4.11202105608842	-3.3928717649688	-3.14248734397888	-2.89537839361675	-3.05454039085971	-2.64401647476413
m26	-7.14136516081935	-7.3259440976161	-7.19705365603419	-7.18227192515614	-7.26268958924379	-7.08182667969632	-7.08028493366037	-7.15060924241642	-7.23509627685943	-6.95607725365549	-7.05385528325661	-7.19865325640196	-6.96629189176715	-7.03419863070706	-6.91526562498518	-6.86395484770775	-6.95126859205206	-6.75232758718582	-6.82732956479617	-6.99693871552355	-7.05732369531219	-6.91365938005403	-6.88430074286409	-7.00806211195554	-6.92151480088078	-6.63876118721046	-6.91406072456351	-6.81842672015982	-6.70981106770044	-6.82519865178163	-6.87769845663555	-6.422261873795	-6.79927614167502	-6.71967745852306	-6.88012070372629	-6.69124840377371	-6.6402100549447	-6.48142043465393	-6.75542764319719	-6.49922291493113	-6.50393997140268	-6.41024440469952	-6.36513244084216	-6.33673215484419	-6.32580589578523	-6.35194632245208	-6.29340163517403	-6.15849882365242	-6.18264184071233	-6.49480049616032	-6.22154096744712	-5.9745875353514	-5.94133064240506	-6.27962446359418	-5.61557178242229	-5.67518411119237	-5.49306270157753	-5.74943391716809	-6.06393947364079	-6.12093421288176	-5.86081979331605	-5.31011735162889	-5.19171838331184	-5.63752640462383	-5.23883375606071	-5.1621483703343	-4.88415547623394	-5.25999173335491	-5.65370670465321	-5.04891683876872	-4.65337179530634	-4.68047387929933	-4.56638877192651	-4.37730374921377	-4.27990056614226	-4.24595447960947	-3.49557812746327	-3.11510398717324	-3.59024492827197	-3.09077104914501	-3.26568484917596
m27	-7.21843068379326	-7.24385793724324	-7.29240329491358	-7.23376873528951	-7.23718423063537	-7.30637829422457	-7.1103372752111	-7.06554144269435	-6.94380370803782	-7.198052244993	-6.96425645487238	-7.08117162541164	-6.99712489008559	-6.85842222778534	-7.28343257000211	-8.02366537530325	-6.8829804534074	-7.58478854817248	-6.8474034580004	-7.06735650083841	-6.94599097708395	-6.98550999487477	-7.05169853175882	-6.93938484240683	-6.8565554593574	-6.79793144559676	-6.89323625031248	-7.07927658111274	-6.87454971284024	-6.84993368794973	-6.7409959505588	-6.88109801618647	-6.74037312394397	-6.81399816150985	-6.50199826416314	-6.63582755137607	-6.63844807781273	-6.99430008942909	-7.60561056324795	-6.66158045387442	-6.48336745513584	-6.35413376602518	-6.53533459989631	-6.29731438882699	-6.39751708517407	-6.29658173926711	-6.35110587845827	-6.29352373455732	-6.41235690489761	-5.98003903588418	-5.9120970882137	-6.09409692354071	-6.28398627388772	-5.96452684821563	-6.36099827532433	-6.14979962540577	-6.11653197773194	-5.84967567579931	-5.94331435217635	-5.82806532510171	-5.49046796831044	-5.48096857765194	-5.57220337689209	-5.59069853662438	-5.50971145486739	-5.44996890893959	-5.60513752929436	-5.20143762361546	-5.58986152244109	-4.90089382189307	-5.36085986167598	-5.03685690480378	-4.71550590211431	-4.50204640661753	-4.41538228331819	-4.2252419888669	-3.69419278468958	-3.55495058412798	-3.26920769713492	-3.19738178497953	-2.89394218975541
m28	-7.26636699322987	-7.21730830248407	-7.21691736759671	-7.20199267233486	-7.13518571758752	-7.15481735779281	-7.26554639619952	-7.04785205431431	-7.29355459360143	-7.17446763322564	-7.08344718887815	-7.08944737883249	-7.04439560117601	-6.98071350338498	-7.13518589758934	-7.70654784117155	-6.91483984807573	-7.5457516537062	-7.03371996957194	-6.96405622018219	-7.08498653245438	-7.03571959857402	-7.14277469678586	-6.97165463736052	-6.94287907772149	-6.81246198222632	-6.98814460752215	-6.93813797690789	-6.78051981048268	-6.85915892061627	-6.70538879728429	-6.85833988849874	-6.65536398289871	-6.7904163570364	-6.36385989195529	-6.58172173171591	-6.59936679172811	-6.89446733504384	-7.50177113563228	-6.83220869242592	-6.54554066196245	-6.37937773395924	-6.52959825162685	-6.40932420167951	-6.31330548215329	-6.23297985325596	-6.4814608725213	-6.17393074066232	-6.40671448335263	-6.03077572995777	-5.93239262063289	-6.15686839191306	-6.28812165543813	-6.1825542213154	-6.16795995907808	-5.96250894100309	-5.93223044093743	-5.89295666122987	-6.02765118119265	-5.87319556381941	-5.50875680190589	-5.57454805847464	-5.59296758603407	-5.58351665796409	-5.48514687727702	-5.38416012088132	-5.28875941247497	-5.3246582841309	-5.44526626631417	-5.12956157737503	-5.20472009107288	-4.93114435898838	-4.74038799544994	-4.63783912555629	-4.3980075880634	-4.40790570600271	-3.81872031535115	-3.53584494756532	-3.35632253079535	-3.28522196440212	-3.05392616086921
m29	-7.23974962312126	-7.17349460814441	-7.17744767299351	-7.24583731730826	-7.14721359196595	-7.09056678835246	-7.16922985961534	-6.99017741007364	-7.12802445714201	-7.33051232927163	-7.03552471582077	-6.98880605680588	-7.13259058526342	-7.09283882810598	-7.34250841121465	-8.08278271102231	-7.19152785407418	-7.90032683692137	-7.10429551699729	-6.90513574065711	-7.05958196065217	-7.1313288961217	-7.16922985961534	-6.9108838054828	-6.92681176709044	-6.81695939616713	-6.96450516474875	-6.84378472617307	-6.88962116833795	-6.84106957871353	-6.89334059508692	-6.85400283919738	-6.76090456334611	-6.75992555293622	-6.45194721105598	-6.93067252730711	-6.69439922574638	-7.00409139984876	-7.274963270353	-6.72888887219494	-6.57641805919426	-6.40940574805828	-6.52201050610768	-6.43782719642385	-6.41293384147026	-6.29044529552717	-6.3910476378873	-6.16010953471642	-6.20695493404762	-5.81472730353152	-6.06963597577639	-6.13303233381639	-6.27146776013728	-5.92792328437385	-6.46117673119671	-6.33210457076175	-6.26673374748919	-5.83395311704856	-5.75426381943381	-5.53276087896456	-5.35219043400732	-5.57882789962865	-5.5933994269433	-5.30227278182151	-5.41912306236677	-5.45954635148802	-5.53767660510276	-5.2259185741426	-5.83025669547702	-5.2179143093884	-5.41316841352193	-4.81951225641305	-4.66467812310119	-4.49413627776126	-4.44057339894853	-4.58410376557271	-3.79198365406979	-3.59103784835066	-3.15766253337452	-3.29426958973247	-2.85890631981748
m03	-7.26017897610832	-7.23786898059656	-7.34198683344162	-7.28997256754099	-7.19438044220392	-7.25508698087479	-7.09202343031539	-7.03507821416817	-7.08545074280063	-7.25557862296926	-7.02943980782133	-7.12859472288671	-7.04541108633291	-7.16490622355478	-7.12556761930467	-7.83797047341396	-6.99532700827635	-7.87761988592917	-7.05515321319216	-7.05384489882916	-7.18440797539092	-6.87772955613973	-7.30566049883606	-6.89175772894206	-6.91201275134755	-6.85003155772463	-6.91154782427461	-7.1251357585675	-6.9369684340549	-6.88392745743159	-6.84262855183943	-6.93506310451153	-6.78960943044877	-6.87402917066593	-6.55528549232085	-6.52348974909426	-6.64950996965177	-7.2357776027429	-7.41596403595617	-6.60226868850269	-6.57866777850944	-6.42800400843526	-6.51251398135085	-6.48536264420608	-6.50676080707598	-6.39724212043468	-6.55887250142513	-6.31517316698834	-6.38029431373502	-5.99799928349409	-6.1131360015736	-6.31683871299971	-6.12249018246551	-5.55762747853255	-6.19562446715906	-6.12391120618174	-6.04858604049937	-5.86297277302214	-5.3261972907372	-5.78875108417121	-5.67788253476733	-5.66183576285881	-5.54201044727052	-5.55009286038298	-5.44143676208284	-5.4171296171918	-5.54673592310054	-5.41893036404042	-5.35126793170308	-4.92516855651847	-5.33759349961942	-5.00358393667295	-4.68434440322983	-4.48621718502009	-4.60355642003604	-4.58068639921945	-3.6736357421116	-3.52275052081995	-3.07308632927044	-3.20857232475807	-2.69213617548441
m30	-7.17093477203719	-7.17074082323906	-7.2121162773962	-7.20567280762671	-7.13943178206568	-7.16013115581581	-7.20086121046467	-6.99658122195963	-7.12108056908975	-7.02115791460762	-7.01799018938456	-7.0838668227623	-7.03326108800734	-6.91871557101869	-7.2693044036473	-8.07791009036015	-6.90375530995632	-7.68468549863645	-6.95625428103845	-6.97530099534659	-7.03308481560705	-7.02333093433825	-7.11529171389619	-6.95493529011753	-6.944209242935	-6.80379206410525	-6.89547430145106	-6.83421317958391	-6.94668590609791	-6.86344721982848	-6.72650760770111	-6.96672602567515	-6.81922802152783	-6.65396003931746	-6.39289998880666	-6.55012158841879	-6.61238648635899	-6.53501446681618	-7.49875479840332	-6.77231422880598	-6.50099139920336	-6.40391873376748	-6.44840111511283	-6.40005277534894	-6.33391457650668	-6.29600767424753	-6.36669731918725	-6.16493046926672	-6.31461665850002	-5.9728364479701	-5.82423167084471	-6.16429230715189	-6.19377094248461	-6.11289565110297	-6.46799187052009	-6.26016498430948	-6.09105311054278	-5.90134211042171	-5.97469648645119	-5.75320837545453	-5.4731496151874	-5.43756691267072	-5.61530869478653	-5.38748451635055	-5.48742075406403	-5.47499801169696	-5.63464040063081	-5.20883538998139	-5.3744182329524	-4.99197139527605	-5.49443392346883	-4.81978583602439	-4.75649588830419	-4.62677554121786	-4.17658547355532	-4.30406284948851	-3.80603879752009	-3.63030862177838	-3.38426148087322	-3.29451231576877	-3.06093650791214
m31	-7.05671286416073	-7.00144645994062	-6.97020413120349	-6.94626506815159	-6.99088035521069	-6.91074269722438	-7.02064471938258	-7.20076297032776	-8.0675541725115	-6.83933742363042	-6.99543232100421	-6.85643281831605	-6.99023176254966	-7.05353035144276	-6.48823702964471	-5.73044454962161	-7.04349590298493	-5.90805139426291	-6.97152155424123	-6.86723761996174	-6.85077701453982	-6.82220046472626	-6.61743244220547	-6.78075821864453	-6.82659486894151	-6.70610576925997	-6.63882894321509	-6.73995515473413	-6.43631007675472	-6.39049991005051	-6.50175067031541	-6.16342744351082	-6.45678879055355	-6.53755129600662	-7.01557770407449	-6.33740542688959	-6.64983983626558	-6.42999536889808	-5.4235546896683	-6.4445413500787	-6.513515511895	-6.43892174910748	-6.23343982162906	-6.40498408396328	-6.16985815085298	-6.11131620650801	-6.18713421324803	-6.22610524307332	-5.9425157254119	-6.52885070760868	-6.53953231122301	-5.67456749040897	-5.53113167750782	-6.66756776508327	-4.95906613934234	-5.08802468634984	-5.37967909839356	-5.6656657655962	-6.472949635184	-6.19377817509498	-5.88515645090225	-5.47299264847191	-5.08739690538068	-5.4214320505282	-5.09555579178228	-4.8761337292545	-4.74842046610424	-5.01252444745652	-5.01666043731208	-4.96177736184648	-3.74146783785911	-4.41889867206729	-4.56460815110135	-4.25193608363054	-4.24696625625547	-4.38576268926339	-3.46517970540001	-2.8489655806792	-3.83532044970965	-2.99781106825041	-3.48606951112758
m32	-7.14238992364938	-7.23657074917769	-7.18792068535716	-7.35601773596237	-7.23227990170017	-7.0931148553154	-7.15803833476618	-7.12797197934355	-6.39517262533863	-6.96747083783443	-7.14636572836792	-6.99820855182421	-7.03819404693123	-7.12596402465682	-7.00254922620432	-7.88640827284706	-7.11716651760205	-6.94642923561966	-6.99172865829248	-7.0446107696175	-7.01280186030295	-7.20854115368687	-6.75318675049513	-7.0700271364934	-6.7201876652648	-6.70659500485196	-6.98647864747335	-6.64483229925533	-6.86840862894787	-6.76187480044794	-6.68769523804309	-6.53038225951937	-6.68387062383971	-6.54403981380801	-6.60948611404222	-6.85021094733861	-6.63585192250281	-6.66646278792253	-7.1859363771678	-6.81726947512042	-6.34160319954586	-6.23231184295404	-6.50516385307939	-6.41644735518842	-6.30779087895913	-6.44661529988772	-6.1346152416005	-6.24531129218147	-5.94930163952251	-5.53714836506463	-6.05302147001155	-6.11170515999133	-6.14996427746317	-5.65418211376613	-5.71998754066399	-5.93375587011113	-5.9434067399361	-5.74432605490651	-5.41470484911794	-5.07899709662654	-5.21155256690477	-5.45904984944683	-5.18496010408253	-5.5230396350201	-5.23087818225272	-5.33108384601256	-5.33474994534506	-5.29609116310482	-5.14702733757276	-5.24598385696004	-5.09764816974088	-4.70142774032423	-4.69773905484532	-4.5284321053939	-4.16254704354497	-4.06951125725315	-3.66874982007645	-3.24118516636302	-3.05009976331686	-3.24703749355713	-2.77038758629223
m33	-7.24926300365995	-7.01921618635793	-7.16209178229228	-6.99443398466084	-7.06019315456617	-6.97517027675631	-7.10971144593884	-7.11265478875544	-7.41665816204442	-6.99951992253448	-6.98267204126389	-6.7816910975696	-6.92085649462985	-6.82435322577293	-7.05968473383707	-7.5187565301006	-7.0689844662857	-6.61767778889369	-6.82825588523068	-6.85921927057675	-6.86986231108667	-6.86639992172906	-6.84679765439341	-6.87671743179364	-6.91655000467018	-6.69192085512956	-6.86975721387165	-6.65665816000062	-6.78034474933526	-6.63357310899484	-6.84290230817856	-6.66125449953916	-6.69553414891714	-6.61109011069206	-6.89304138417598	-6.62893676339619	-6.69969252031309	-6.26853935487249	-6.74754097617084	-6.50313245933579	-6.37019752446506	-6.55823002942674	-6.28655838406026	-6.09760665651593	-6.11945020949254	-6.41060383949476	-6.07044851438734	-6.07423594937993	-5.9201157624707	-6.45417305281333	-5.69706572857011	-6.0292986350566	-5.98812596670547	-6.67954279902681	-5.88928927882037	-5.66567505710969	-5.78714102899071	-5.9266013456544	-6.42428741955887	-5.97648204961485	-5.78054210131398	-5.19365165760262	-5.18015762411091	-5.33053180735868	-5.43448754416915	-5.34809240554876	-5.24675189610441	-4.99468234566265	-5.88159198773451	-5.14519100233054	-4.89844012052991	-4.59514094194738	-4.6882321557879	-4.24306803016556	-4.10776978177773	-4.04013707858442	-3.75943302067132	-3.24953805258194	-3.89020418330424	-2.99273511595379	-3.60999657617361
