sample_id	total	1.-.-.-	1.-.-.-;1.1.1.-	1.-.-.-;1.1.1.6	1.-.-.-;1.10.3.-	1.-.-.-;1.2.1.16;1.2.1.24	1.1.1.-	1.1.1.133	1.1.1.18	1.1.1.205	1.1.1.25	1.1.1.274	1.1.1.371	1.1.1.44	1.10.3.-	1.11.1.15	1.17.4.1	1.17.4.2	1.17.99.6	1.2.4.1	1.3.98.3	1.4.1.-	1.6.99.3	1.97.1.-	2.1.1.-	2.1.1.107	2.1.1.14	2.1.1.193	2.1.1.217	2.1.1.72	2.1.3.15	2.2.1.1	2.2.1.2	2.3.1.-	2.3.1.266	2.3.1.39	2.3.1.54	2.4.1.-	2.4.1.1	2.4.1.129	2.4.1.129;3.4.-.-	2.4.1.60	2.4.1.64;2.4.1.8	2.4.2.29	2.4.2.9	2.5.1.129	2.5.1.30	2.5.1.47	2.5.1.6	2.6.-.-;2.6.1.1	2.6.1.1	2.6.1.16	2.7.-.-	2.7.1.-	2.7.1.-;2.7.1.113;2.7.1.76	2.7.1.144	2.7.1.17	2.7.1.180	2.7.1.191	2.7.1.2	2.7.1.24	2.7.1.30	2.7.1.33	2.7.1.40	2.7.1.49;2.7.4.7	2.7.1.5	2.7.1.6	2.7.1.69	2.7.10.2	2.7.13.3	2.7.2.3	2.7.4.1	2.7.4.25	2.7.4.3	2.7.6.5	2.7.7.-;2.7.7.27	2.7.7.12	2.7.7.18	2.7.7.47	2.7.7.6	2.7.7.7	2.7.8.-	2.8.1.13	3.-.-.-	3.-.-.-;3.5.1.24	3.1.-.-	3.1.-.-;3.6.4.12	3.1.1.29	3.1.11.6	3.1.21.2	3.1.22.-	3.1.26.4	3.1.26.5	3.1.26.8	3.1.3.48	3.1.3.5	3.1.31.-	3.1.4.-	3.1.4.46	3.2.1.135	3.2.1.20	3.2.1.23	3.2.1.40	3.2.1.46	3.2.1.51	3.2.1.86	3.2.2.20	3.2.2.23;4.2.99.18	3.2.2.24	3.2.2.31	3.2.2.n1	3.4.-.-	3.4.-.-;3.6.1.3	3.4.11.-	3.4.11.5	3.4.13.9	3.4.14.12	3.4.16.4	3.4.21.53	3.4.21.89	3.4.22.-	3.4.24.-	3.5.1.14	3.5.1.2;6.3.5.13	3.5.1.4	3.5.1.88	3.5.2.12;6.3.5.-	3.5.99.6	3.6.1.-	3.6.1.-;3.6.1.29	3.6.1.15;3.6.1.3	3.6.1.27	3.6.1.3	3.6.1.31	3.6.1.9	3.6.3.-	3.6.3.14	3.6.3.25	3.6.3.3;3.6.3.4;3.6.3.5	3.6.3.44	3.6.3.8	3.6.4.12	3.6.5.-	3.6.5.n1	4.1.1.-	4.1.1.3	4.1.1.36;6.3.2.5	4.1.1.49	4.1.1.98	4.1.2.-	4.1.2.-;4.1.2.29	4.1.2.14	4.1.2.17	4.1.2.4	4.1.2.40	4.2.1.11	4.2.1.126	4.2.1.20	4.2.1.44	4.2.1.59	4.2.2.-	4.3.2.1	5.1.3.2	5.2.1.8	5.3.1.-	5.3.1.16	5.3.1.25	5.3.99.-	5.4.2.10	5.4.99.-	5.4.99.12	5.6.2.2	6.1.1.14	6.1.1.15	6.1.1.2	6.1.1.22	6.1.1.6	6.1.1.7	6.3.-.-	6.3.2.-	6.3.2.4	6.3.3.1	6.3.4.21	6.3.4.3	6.3.5.4	6.3.5.7
sample1	297	4	1	1	2	1	1	1	2	1	1	1	1	1	1	1	2	1	1	2	1	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	2	2	2	2	2	1	1	1	1	1	1	1	1	1	1	4	1	3	1	2	2	2	4	1	1	1	2	1	1	1	1	12	1	4	1	1	1	1	2	1	1	1	1	2	3	1	1	1	1	7	1	1	1	1	1	1	1	1	1	1	1	1	2	2	3	3	1	2	1	3	1	1	2	1	1	5	2	4	2	1	1	1	1	1	1	5	1	2	2	1	1	2	1	1	1	1	10	1	1	5	1	1	2	3	2	3	2	1	1	2	1	1	1	1	3	1	3	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	3	1	5	1	1	1	1	1	1	1	2	2	1	2	1	1	1
