sample_id	total	GO:0000027;GO:0006412	GO:0000105	GO:0000160;GO:0006355	GO:0000272	GO:0000455	GO:0000724;GO:0007165	GO:0000902;GO:0008360	GO:0000917	GO:0001522;GO:0034470	GO:0001682	GO:0005975	GO:0005975;GO:0006098	GO:0005975;GO:0006541;GO:1901137	GO:0005975;GO:0016310	GO:0005975;GO:0046348;GO:0097173	GO:0005975;GO:1901575	GO:0005978	GO:0005988;GO:2001059	GO:0006004	GO:0006006	GO:0006012	GO:0006044	GO:0006066;GO:0015976	GO:0006094;GO:0016310	GO:0006096	GO:0006098;GO:0016054;GO:0019521	GO:0006177	GO:0006189	GO:0006223;GO:0044206	GO:0006259	GO:0006260	GO:0006260;GO:0006281;GO:0009432	GO:0006260;GO:0006310	GO:0006260;GO:0007049;GO:0007059;GO:0051301	GO:0006260;GO:0007062;GO:0030261	GO:0006260;GO:0009263	GO:0006261	GO:0006261;GO:0006265	GO:0006261;GO:0006281;GO:0009432	GO:0006265	GO:0006268	GO:0006269	GO:0006281	GO:0006281;GO:0006310	GO:0006281;GO:0006310;GO:0009432	GO:0006284	GO:0006289;GO:0009432	GO:0006298	GO:0006306;GO:0009307	GO:0006308	GO:0006310;GO:0032196	GO:0006313	GO:0006313;GO:0015074	GO:0006351	GO:0006351;GO:0006355	GO:0006355	GO:0006355;GO:0009401	GO:0006364	GO:0006364;GO:0032259	GO:0006400	GO:0006401	GO:0006412	GO:0006419	GO:0006421	GO:0006426	GO:0006430	GO:0006433	GO:0006436	GO:0006457	GO:0006465	GO:0006474	GO:0006508	GO:0006508;GO:0030163	GO:0006529;GO:0006541	GO:0006535	GO:0006537	GO:0006541	GO:0006541;GO:0008360;GO:0009236;GO:0009252;GO:0071555	GO:0006556;GO:0006730	GO:0006614	GO:0006629	GO:0006633	GO:0006633;GO:0009245	GO:0006633;GO:2001295	GO:0006644	GO:0006683	GO:0006782	GO:0006799;GO:0016310	GO:0006807	GO:0006813	GO:0006814	GO:0006814;GO:0008643	GO:0006817	GO:0006865	GO:0006865;GO:0055085	GO:0006979	GO:0007049;GO:0008360;GO:0009252;GO:0051301;GO:0071555	GO:0007155;GO:0030001	GO:0007165	GO:0008033;GO:0008616	GO:0008152	GO:0008299	GO:0008360	GO:0008360;GO:0009252;GO:0016311;GO:0046677;GO:0071555	GO:0008360;GO:0009252;GO:0071555	GO:0008360;GO:0051301	GO:0008360;GO:0071555	GO:0008616;GO:0101030	GO:0008643	GO:0008652;GO:0009073;GO:0009423;GO:0019632	GO:0009056	GO:0009058	GO:0009086	GO:0009103;GO:0016310	GO:0009117	GO:0009166	GO:0009228;GO:0016310	GO:0009249	GO:0009252	GO:0009252;GO:0071555	GO:0009253;GO:0016998	GO:0009264;GO:0016052;GO:0046386	GO:0009294	GO:0009401	GO:0009401;GO:0016310	GO:0009435	GO:0009691	GO:0010468	GO:0015074	GO:0015826;GO:0032329	GO:0015833	GO:0015937;GO:0015941	GO:0015937;GO:0016310	GO:0015970;GO:0016310	GO:0016036	GO:0016052	GO:0016310	GO:0016310;GO:0044209	GO:0017013	GO:0019301	GO:0019305	GO:0019310	GO:0019346	GO:0019512;GO:2001059	GO:0019646	GO:0030153	GO:0030655;GO:0046677	GO:0031119	GO:0032049	GO:0032259	GO:0034775;GO:0045454	GO:0035999	GO:0042254	GO:0042274	GO:0042355	GO:0042450	GO:0042777	GO:0042883	GO:0042908	GO:0043093	GO:0043571;GO:0051607	GO:0045227	GO:0045454	GO:0045727	GO:0046677	GO:0046677;GO:0051301	GO:0051301	GO:0055072	GO:0055085	GO:0070395	GO:0098003	GO:1901135	GO:1901137
sample1	334	1	2	1	2	2	1	1	1	1	1	15	1	1	2	1	2	1	2	1	2	2	2	1	1	4	1	1	1	1	1	4	1	1	1	2	1	1	3	1	2	1	1	1	2	1	3	1	2	1	1	1	2	2	1	1	7	2	2	1	1	1	6	1	1	1	1	1	1	2	1	1	30	1	1	1	1	1	2	1	1	5	1	1	3	1	2	1	1	1	1	3	1	1	3	2	1	2	1	1	1	2	1	1	1	2	1	1	1	4	1	3	2	1	1	1	1	1	1	2	1	1	1	1	14	5	3	1	1	5	1	1	1	3	2	1	3	5	1	2	1	1	1	1	1	3	1	1	1	1	3	1	1	2	1	1	1	1	1	1	1	2	2	2	1	1	1	3	1	11	1	2	1	3
