sample_id	total	GO:0000015;GO:0005576;GO:0009986	GO:0000428	GO:0005694;GO:0005737	GO:0005694;GO:0005886	GO:0005737	GO:0005737;GO:0005840	GO:0005737;GO:0005886;GO:0016021	GO:0005737;GO:0009318	GO:0005737;GO:0009380	GO:0005737;GO:0016021	GO:0005737;GO:0031226	GO:0005739	GO:0005840;GO:1990904	GO:0005886	GO:0005886;GO:0016021	GO:0005886;GO:0016021;GO:0070069	GO:0005886;GO:0045261	GO:0005887	GO:0005887;GO:0032153	GO:0005971	GO:0009317	GO:0009341	GO:0009358	GO:0015935	GO:0016020	GO:0016020;GO:0042597	GO:0016021	GO:0030956	GO:0031514	GO:0031975	GO:0032300	GO:0042597;GO:0043190	GO:0043190	GO:0110165	GO:1990077
sample1	357	1	4	6	1	69	1	2	1	1	1	1	1	2	7	67	3	1	2	1	1	3	3	1	1	6	1	155	1	1	2	1	3	4	1	1
