sample_id	total	TIGR00005	TIGR00007	TIGR00017	TIGR00046	TIGR00064	TIGR00071	TIGR00079	TIGR00097	TIGR00099;TIGR01484	TIGR00125;TIGR00482	TIGR00126	TIGR00131	TIGR00132	TIGR00152	TIGR00157	TIGR00167	TIGR00172	TIGR00180;TIGR04285	TIGR00181	TIGR00188	TIGR00203	TIGR00211	TIGR00219	TIGR00231;TIGR01394	TIGR00231;TIGR03594	TIGR00233	TIGR00237	TIGR00247	TIGR00262	TIGR00274	TIGR00276	TIGR00287;TIGR03639	TIGR00334	TIGR00344	TIGR00406	TIGR00409	TIGR00410	TIGR00420	TIGR00421	TIGR00430;TIGR00449	TIGR00437	TIGR00447	TIGR00457	TIGR00485	TIGR00499	TIGR00502	TIGR00507	TIGR00521	TIGR00538	TIGR00554	TIGR00573;TIGR01405	TIGR00573;TIGR01407	TIGR00577	TIGR00585	TIGR00587	TIGR00613	TIGR00619	TIGR00621	TIGR00630	TIGR00634	TIGR00635	TIGR00649	TIGR00665	TIGR00691	TIGR00711	TIGR00730	TIGR00732	TIGR00739	TIGR00744	TIGR00753	TIGR00791	TIGR00792	TIGR00796	TIGR00797	TIGR00824	TIGR00826;TIGR00830	TIGR00828	TIGR00829	TIGR00830	TIGR00838	TIGR00872	TIGR00875	TIGR00878	TIGR00879	TIGR00904	TIGR00915	TIGR00932	TIGR01007	TIGR01029	TIGR01034	TIGR01049	TIGR01058;TIGR01061	TIGR01059	TIGR01060	TIGR01064	TIGR01070	TIGR01073	TIGR01084	TIGR01085	TIGR01089	TIGR01091	TIGR01109	TIGR01135	TIGR01136;TIGR01139	TIGR01146	TIGR01168	TIGR01193	TIGR01205	TIGR01214	TIGR01232	TIGR01239	TIGR01250	TIGR01255	TIGR01302	TIGR01311	TIGR01317	TIGR01351	TIGR01393	TIGR01455	TIGR01494	TIGR01494;TIGR01525	TIGR01513	TIGR01536	TIGR01537	TIGR01543	TIGR01543;TIGR01554	TIGR01575	TIGR01598	TIGR01608	TIGR01633	TIGR01665	TIGR01716	TIGR01726	TIGR01727	TIGR01728	TIGR01750	TIGR01766	TIGR01865	TIGR01891	TIGR02092	TIGR02093	TIGR02136	TIGR02168	TIGR02209	TIGR02227	TIGR02290	TIGR02386	TIGR02404	TIGR02491	TIGR02505	TIGR02506;TIGR04170	TIGR02675	TIGR02729;TIGR03595	TIGR02857	TIGR02868	TIGR03168;TIGR03828	TIGR03181	TIGR03188	TIGR03581	TIGR03631	TIGR03705	TIGR03715	TIGR03715;TIGR04319	TIGR04092	TIGR04171	TIGR04265	TIGR04350	TIGR04379	TIGR04380	TIGR04520	TIGR04567
sample1	211	3	1	1	1	1	1	1	1	2	1	1	1	1	1	1	4	1	1	1	1	3	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	4	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	1	1	1	1	1	1	1	1	1	1	1	1	2	1	1	2	4	1	1	1	2	2	1	1	1	2	2	1	1	1	1	1	1	4	2	2	1	1	1	2	1	1	1	2	1	2	2	1	1	1	1	1	1	1	2	1	2	1	1	1	1	1	1	1	1	2	1	1	1	2	1	1	1	1	1	3	1	1	1	1	1	1	2	1	1
