Variable	beta
sqrt_POS_00272.1856660	1.39735195174021
log_POS_00169.0859160	1.32516558892695
log_POS_00151.0964760	0.935087086697281
log_NEG_00245.8949440	0.269107517791864
log_NEG_00441.2358140	2.05169458347504
log_NEG_00365.1830140	1.10480389240033
log_NEG_00381.2144340	7528.41371399355
sqrt_NEG_00229.8610240	5.17881389414053
log_NEG_00259.8777640	0.301709602646018
log_POS_00449.1465660	8.25009714883821
log_POS_01218.6708060	3.64168258632232
log_NEG_00332.0314340	1.39233728769703
log_POS_00542.7314760	7337.3492265319
log_NEG_00241.9115440	0.384358864744735
log_NEG_00249.8490240	0.312014206339419
log_NEG_00237.0787640	1.23203334527216
sqrt_NEG_00247.8393040	5.01481864949832
log_NEG_00248.9861840	33.0619112799133
log_POS_00160.9869260	0.962789151999711
log_NEG_00231.8827240	0.404265229163057
log_POS_00233.0631160	1.23540960627659
log_POS_00300.2017060	0.943442706606987
log_POS_00360.2229960	1.28953733370297
log_POS_00115.0556860	1.24661091113845
sqrt_NEG_00221.8348340	146227.517176042
log_POS_00689.2739160	3.16935464925057
log_NEG_00114.0559140	2.27411965151943
log_POS_00122.0963660	0.841145627094458
log_POS_00402.2699660	0.892954196471744
log_POS_00129.0546260	1.14023847842413
log_POS_00108.5125360	2.0554235977484
log_POS_00448.2754460	1.24352982891262
log_POS_00138.0548960	6.08053642587459
log_NEG_00317.9271240	7.63144342384633
log_POS_00159.0399760	0.971205411811827
log_NEG_00175.0611840	1.07126777201515
NEG_00154.9284240.1	2.01510028183336
log_POS_00538.1451460	1.5373056755096
log_POS_00267.5782160	5.32842704439247
log_POS_00449.1887660	5.16123913269602
log_NEG_00185.0934040	3.35461083556732
log_NEG_00321.1414240	8.78154501945624
log_POS_00512.2715660	1.57502924132587
log_NEG_00276.0493940	5.60933384046901
log_POS_00311.2693960	27.9744787212903
log_POS_00402.1621160	0.310329694704401
log_POS_00180.0655360	0.918730244542507
log_POS_01273.5798260	33.2266953491794
sqrt_NEG_00245.7524840	2.26477930940523
sqrt_POS_00149.9403160	1.46734279294745
log_POS_00189.9922760	0.928842551821022
sqrt_NEG_00316.9433240	4.93249096720155
sqrt_NEG_00243.8813340	282422.698310744
log_POS_00132.1017960	3.91787400283945
log_POS_00456.2828960	8598.36244835271
log_POS_00207.9664660	4.9260043348316
